DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Population,At least partially vaccinated uptake per 1000 people,Fully vaccinated uptake per 1000 people
Bay of Plenty,Maori,45-49,Female,1629,1549,1896,859,817
Bay of Plenty,Maori,45-49,Male,1383,1285,1638,844,784
Bay of Plenty,Maori,50-54,Female,1567,1500,1746,897,859
Bay of Plenty,Maori,50-54,Male,1379,1297,1564,882,829
Bay of Plenty,Maori,55-59,Female,1581,1524,1790,883,851
Bay of Plenty,Maori,55-59,Male,1330,1267,1525,872,831
Bay of Plenty,Maori,60-64,Female,1418,1378,1514,937,910
Bay of Plenty,Maori,60-64,Male,1187,1156,1172,1013,986
Bay of Plenty,Maori,65-69,Female,1106,1085,1077,1027,1007
Bay of Plenty,Maori,65-69,Male,880,859,947,929,907
Bay of Plenty,Maori,70-74,Female,729,717,730,999,982
Bay of Plenty,Maori,70-74,Male,663,646,633,1047,1021
Bay of Plenty,Maori,75-79,Female,391,382,435,899,878
Bay of Plenty,Maori,75-79,Male,349,344,342,1020,1006
Bay of Plenty,Maori,80-84,Female,276,269,278,993,968
Bay of Plenty,Maori,80-84,Male,178,174,180,989,967
Bay of Plenty,Maori,85-89,Female,123,117,126,976,929
Bay of Plenty,Maori,85-89,Male,71,66,72,986,917
Bay of Plenty,Maori,90+,Female,45,42,50,900,840
Bay of Plenty,Maori,90+,Male,19,18,18,1056,1000
Bay of Plenty,Pacific Peoples,12-15,Female,161,144,164,982,878
Bay of Plenty,Pacific Peoples,12-15,Male,180,156,202,891,772
Bay of Plenty,Pacific Peoples,16-19,Female,129,122,146,884,836
Bay of Plenty,Pacific Peoples,16-19,Male,176,161,156,1128,1032
Bay of Plenty,Pacific Peoples,20-24,Female,190,173,175,1086,989
Bay of Plenty,Pacific Peoples,20-24,Male,327,311,197,1660,1579
Bay of Plenty,Pacific Peoples,25-29,Female,188,173,173,1087,1000
Bay of Plenty,Pacific Peoples,25-29,Male,451,431,211,2137,2043
Bay of Plenty,Pacific Peoples,30-34,Female,194,180,188,1032,957
Bay of Plenty,Pacific Peoples,30-34,Male,416,397,214,1944,1855
Bay of Plenty,Pacific Peoples,35-39,Female,147,143,147,1000,973
Bay of Plenty,Pacific Peoples,35-39,Male,404,395,211,1915,1872
Bay of Plenty,Pacific Peoples,40-44,Female,160,153,169,947,905
Bay of Plenty,Pacific Peoples,40-44,Male,325,309,186,1747,1661
Bay of Plenty,Pacific Peoples,45-49,Female,143,138,134,1067,1030
Bay of Plenty,Pacific Peoples,45-49,Male,201,195,130,1546,1500
Bay of Plenty,Pacific Peoples,50-54,Female,118,116,126,937,921
Bay of Plenty,Pacific Peoples,50-54,Male,177,171,136,1301,1257
Bay of Plenty,Pacific Peoples,55-59,Female,112,111,102,1098,1088
Bay of Plenty,Pacific Peoples,55-59,Male,86,83,80,1075,1038
Bay of Plenty,Pacific Peoples,60-64,Female,62,59,67,925,881
Bay of Plenty,Pacific Peoples,60-64,Male,81,79,79,1025,1000
Bay of Plenty,Pacific Peoples,65-69,Female,56,56,51,1098,1098
Bay of Plenty,Pacific Peoples,65-69,Male,52,49,61,852,803
Bay of Plenty,Pacific Peoples,70-74,Female,45,44,52,865,846
Bay of Plenty,Pacific Peoples,70-74,Male,31,31,29,1069,1069
Bay of Plenty,Pacific Peoples,75-79,Female,36,36,35,1029,1029
Bay of Plenty,Pacific Peoples,75-79,Male,20,20,23,870,870
Bay of Plenty,Pacific Peoples,80-84,Female,11,11,12,917,917
Bay of Plenty,Pacific Peoples,80-84,Male,9,9,12,750,750
Bay of Plenty,Unknown,20-24,Male,28,27,6,4667,4500
Bay of Plenty,Unknown,25-29,Female,49,46,9,5444,5111
Bay of Plenty,Unknown,25-29,Male,77,74,13,5923,5692
Bay of Plenty,Unknown,30-34,Female,38,37,8,4750,4625
Bay of Plenty,Unknown,30-34,Male,66,60,12,5500,5000
Bay of Plenty,Unknown,35-39,Female,32,30,7,4571,4286
Bay of Plenty,Unknown,35-39,Male,53,52,9,5889,5778
Bay of Plenty,Unknown,40-44,Female,29,27,8,3625,3375
Bay of Plenty,Unknown,40-44,Male,61,60,18,3389,3333
Bay of Plenty,Unknown,45-49,Female,15,13,6,2500,2167
Bay of Plenty,Unknown,45-49,Male,42,40,21,2000,1905
Bay of Plenty,Unknown,50-54,Female,13,12,7,1857,1714
Bay of Plenty,Unknown,50-54,Male,41,40,19,2158,2105
Bay of Plenty,Unknown,55-59,Female,12,12,6,2000,2000
Bay of Plenty,Unknown,55-59,Male,54,50,19,2842,2632
Bay of Plenty,Unknown,60-64,Female,18,17,10,1800,1700
Bay of Plenty,Unknown,60-64,Male,32,29,15,2133,1933
Bay of Plenty,Unknown,65-69,Female,7,7,10,700,700
Bay of Plenty,Unknown,65-69,Male,17,16,9,1889,1778
Bay of Plenty,Unknown,70-74,Male,19,19,19,1000,1000
Bay of Plenty,Unknown,75-79,Female,5,5,5,1000,1000
Bay of Plenty,Unknown,75-79,Male,11,10,9,1222,1111
Canterbury,Asian,12-15,Female,1653,1560,1488,1111,1048
Canterbury,Asian,12-15,Male,1759,1664,1601,1099,1039
Canterbury,Asian,16-19,Female,1450,1427,1264,1147,1129
Canterbury,Asian,16-19,Male,1686,1648,1318,1279,1250
Canterbury,Asian,20-24,Female,2071,2043,1773,1168,1152
Canterbury,Asian,20-24,Male,2680,2624,1829,1465,1435
Canterbury,Asian,20-24,Unknown/Other,50,49,7,7143,7000
Canterbury,Asian,25-29,Female,3468,3423,3186,1089,1074
Canterbury,Asian,25-29,Male,4035,3968,3111,1297,1275
Canterbury,Asian,25-29,Unknown/Other,76,75,8,9500,9375
Canterbury,Asian,30-34,Female,4521,4453,4229,1069,1053
Canterbury,Asian,30-34,Male,4385,4343,3730,1176,1164
Canterbury,Asian,30-34,Unknown/Other,33,33,6,5500,5500
Canterbury,Asian,35-39,Female,4123,4068,4047,1019,1005
Canterbury,Asian,35-39,Male,4096,4046,3696,1108,1095
Canterbury,Asian,35-39,Unknown/Other,23,23,7,3286,3286
Canterbury,Asian,40-44,Female,3067,3028,2851,1076,1062
Canterbury,Asian,40-44,Male,3078,3046,2646,1163,1151
Canterbury,Asian,40-44,Unknown/Other,11,11,6,1833,1833
Canterbury,Asian,45-49,Female,2241,2215,2126,1054,1042
Canterbury,Asian,45-49,Male,2128,2098,1857,1146,1130
Canterbury,Asian,50-54,Female,1687,1664,1537,1098,1083
Canterbury,Asian,50-54,Male,1495,1481,1309,1142,1131
Canterbury,Asian,55-59,Female,1239,1228,1275,972,963
Canterbury,Asian,55-59,Male,981,966,972,1009,994
Canterbury,Asian,60-64,Female,1177,1162,1294,910,898
Canterbury,Asian,60-64,Male,805,793,852,945,931
Canterbury,Asian,65-69,Female,969,957,996,973,961
Canterbury,Asian,65-69,Male,729,722,834,874,866
Canterbury,Asian,70-74,Female,530,522,516,1027,1012
Canterbury,Asian,70-74,Male,498,492,476,1046,1034
Canterbury,Asian,75-79,Female,250,246,287,871,857
Canterbury,Asian,75-79,Male,215,213,241,892,884
Canterbury,Asian,80-84,Female,184,182,184,1000,989
Canterbury,Asian,80-84,Male,144,142,154,935,922
Canterbury,Asian,85-89,Female,77,74,79,975,937
Canterbury,Asian,85-89,Male,56,53,64,875,828
Canterbury,Asian,90+,Female,39,38,35,1114,1086
Canterbury,Asian,90+,Male,27,27,28,964,964
Canterbury,European or Other,12-15,Female,9431,8932,9585,984,932
Canterbury,European or Other,12-15,Male,9953,9397,10084,987,932
Canterbury,European or Other,16-19,Female,9648,9424,9984,966,944
Canterbury,European or Other,16-19,Male,9832,9506,10205,963,932
Canterbury,European or Other,16-19,Unknown/Other,6,5,5,1200,1000
Canterbury,European or Other,20-24,Female,12538,12277,13154,953,933
Canterbury,European or Other,20-24,Male,13239,12855,13845,956,928
Canterbury,European or Other,20-24,Unknown/Other,11,11,12,917,917
Canterbury,European or Other,25-29,Female,12829,12487,14413,890,866
Canterbury,European or Other,25-29,Male,12963,12451,14024,924,888
Canterbury,European or Other,25-29,Unknown/Other,29,28,20,1450,1400
Canterbury,European or Other,30-34,Female,13349,12956,14097,947,919
Canterbury,European or Other,30-34,Male,13570,13017,13919,975,935
Canterbury,European or Other,30-34,Unknown/Other,23,23,7,3286,3286
Canterbury,European or Other,35-39,Female,11972,11679,12782,937,914
Canterbury,European or Other,35-39,Male,11797,11384,12323,957,924
Canterbury,European or Other,35-39,Unknown/Other,9,9,5,1800,1800
Canterbury,European or Other,40-44,Female,12206,11970,12889,947,929
Canterbury,European or Other,40-44,Male,11437,11099,12314,929,901
Canterbury,European or Other,40-44,Unknown/Other,8,7,7,1143,1000
Canterbury,European or Other,45-49,Female,13970,13735,15519,900,885
Canterbury,European or Other,45-49,Male,13128,12843,14433,910,890
Canterbury,European or Other,50-54,Female,15268,15053,15684,973,960
Canterbury,European or Other,50-54,Male,14754,14461,15302,964,945
Canterbury,European or Other,55-59,Female,15133,14944,15922,950,939
Canterbury,European or Other,55-59,Male,14742,14527,15603,945,931
Canterbury,European or Other,60-64,Female,14292,14140,14458,989,978
Canterbury,European or Other,60-64,Male,14038,13873,14215,988,976
Canterbury,European or Other,65-69,Female,12388,12298,12622,981,974
Canterbury,European or Other,65-69,Male,11935,11816,12116,985,975
Canterbury,European or Other,70-74,Female,11651,11575,11648,1000,994
Canterbury,European or Other,70-74,Male,10818,10734,10748,1007,999
Canterbury,European or Other,75-79,Female,8226,8169,8212,1002,995
Canterbury,European or Other,75-79,Male,7352,7299,7310,1006,998
Canterbury,European or Other,80-84,Female,6236,6176,5990,1041,1031
Canterbury,European or Other,80-84,Male,4939,4881,4678,1056,1043
Canterbury,European or Other,85-89,Female,3759,3688,3860,974,955
Canterbury,European or Other,85-89,Male,2595,2554,2644,981,966
Canterbury,European or Other,90+,Female,2688,2604,2642,1017,986
Canterbury,European or Other,90+,Male,1395,1360,1332,1047,1021
Canterbury,Maori,12-15,Female,1771,1598,1851,957,863
Canterbury,Maori,12-15,Male,1855,1678,1964,945,854
Canterbury,Maori,16-19,Female,1618,1525,1739,930,877
Canterbury,Maori,16-19,Male,1618,1484,1741,929,852
Canterbury,Maori,20-24,Female,2078,1941,2319,896,837
Canterbury,Maori,20-24,Male,2018,1836,2273,888,808
Canterbury,Maori,25-29,Female,1774,1640,2108,842,778
Canterbury,Maori,25-29,Male,1755,1586,2139,820,741
Canterbury,Maori,30-34,Female,1657,1526,1858,892,821
Canterbury,Maori,30-34,Male,1595,1425,1768,902,806
Canterbury,Maori,35-39,Female,1256,1168,1356,926,861
Canterbury,Maori,35-39,Male,1242,1123,1359,914,826
Canterbury,Maori,40-44,Female,1225,1152,1371,894,840
Canterbury,Maori,40-44,Male,1126,1043,1270,887,821
Canterbury,Maori,45-49,Female,1273,1235,1409,903,877
Canterbury,Maori,45-49,Male,1149,1093,1240,927,881
Canterbury,Maori,50-54,Female,1319,1275,1365,966,934
Canterbury,Maori,50-54,Male,1261,1211,1311,962,924
Canterbury,Maori,55-59,Female,1104,1085,1180,936,919
Canterbury,Maori,55-59,Male,950,910,1008,942,903
Canterbury,Maori,60-64,Female,872,855,848,1028,1008
Canterbury,Maori,60-64,Male,833,808,833,1000,970
Canterbury,Maori,65-69,Female,582,577,577,1009,1000
Canterbury,Maori,65-69,Male,539,533,570,946,935
Canterbury,Maori,70-74,Female,423,418,401,1055,1042
Canterbury,Maori,70-74,Male,403,402,350,1151,1149
Canterbury,Maori,75-79,Female,232,229,223,1040,1027
Canterbury,Maori,75-79,Male,227,225,223,1018,1009
