SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
100700,Kaitaia East,Northland,Pacific Peoples,12+,60,55,54,51,28,10,Masked,92%,90%,55%,10%
100800,Kaitaia West,Northland,Maori,12+,"1,928","1,597","1,510","1,365",648,379,87,83%,78%,47%,23%
100800,Kaitaia West,Northland,Maori,5-11,366,83,31,NA,NA,NA,NA,23%,8%,NA,NA
100800,Kaitaia West,Northland,Pacific Peoples,12+,108,98,95,90,45,21,8,91%,88%,50%,38%
100900,Rangitihi,Northland,Maori,12+,415,344,332,305,148,84,17,83%,80%,49%,20%
100900,Rangitihi,Northland,Maori,5-11,59,8,Masked,NA,NA,NA,NA,14%,5%,NA,NA
101000,Oruru-Parapara,Northland,Maori,12+,315,242,229,212,104,70,16,77%,73%,49%,23%
101000,Oruru-Parapara,Northland,Maori,5-11,64,14,6,NA,NA,NA,NA,22%,9%,NA,NA
101100,Taumarumaru,Northland,Maori,12+,593,500,475,439,245,159,48,84%,80%,56%,30%
101100,Taumarumaru,Northland,Maori,5-11,135,33,13,NA,NA,NA,NA,24%,10%,NA,NA
101200,Herekino-Takahue,Northland,Maori,12+,454,357,338,312,156,111,24,79%,74%,50%,22%
101200,Herekino-Takahue,Northland,Maori,5-11,86,25,Masked,NA,NA,NA,NA,29%,6%,NA,NA
101300,Peria,Northland,Maori,12+,355,261,251,236,115,68,9,74%,71%,49%,13%
101300,Peria,Northland,Maori,5-11,92,15,Masked,NA,NA,NA,NA,16%,5%,NA,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,328,245,233,209,116,79,25,75%,71%,56%,32%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,62,17,Masked,NA,NA,NA,NA,27%,8%,NA,NA
101500,Whakapaku,Northland,Maori,12+,272,206,195,181,101,72,29,76%,72%,56%,40%
101500,Whakapaku,Northland,Maori,5-11,59,18,Masked,NA,NA,NA,NA,31%,7%,NA,NA
101600,Hokianga North,Northland,Maori,12+,694,568,550,504,339,245,59,82%,79%,67%,24%
101600,Hokianga North,Northland,Maori,5-11,119,37,12,NA,NA,NA,NA,31%,10%,NA,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,383,290,284,268,162,125,41,76%,74%,60%,33%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,50,14,Masked,NA,NA,NA,NA,28%,8%,NA,NA
101800,Whakarara,Northland,Maori,12+,580,484,467,438,280,174,70,83%,81%,64%,40%
101800,Whakarara,Northland,Maori,5-11,69,32,21,NA,NA,NA,NA,46%,30%,NA,NA
101900,Kaeo,Northland,Maori,12+,484,376,354,337,194,125,62,78%,73%,58%,50%
101900,Kaeo,Northland,Maori,5-11,109,37,17,NA,NA,NA,NA,34%,16%,NA,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,656,455,426,407,218,172,52,69%,65%,54%,30%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,124,15,10,NA,NA,NA,NA,12%,8%,NA,NA
102100,Hokianga South,Northland,Maori,12+,707,529,505,474,289,199,83,75%,71%,61%,42%
102100,Hokianga South,Northland,Maori,5-11,104,27,14,NA,NA,NA,NA,26%,13%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,277,223,212,189,97,63,18,81%,77%,51%,29%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,69,18,Masked,NA,NA,NA,NA,26%,<5%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Pacific Peoples,12+,60,55,52,51,32,6,Masked,92%,87%,63%,50%
102300,Okaihau,Northland,Maori,12+,331,269,256,231,112,71,26,81%,77%,48%,37%
102300,Okaihau,Northland,Maori,5-11,58,12,Masked,NA,NA,NA,NA,21%,7%,NA,NA
102400,Rangitane-Purerua,Northland,Maori,12+,381,324,305,277,155,113,43,85%,80%,56%,38%
102400,Rangitane-Purerua,Northland,Maori,5-11,64,11,Masked,NA,NA,NA,NA,17%,6%,NA,NA
102500,Waipapa,Northland,Maori,12+,141,114,107,100,50,28,16,81%,76%,50%,57%
102600,Puketotara,Northland,Maori,12+,245,198,192,170,96,54,14,81%,78%,56%,26%
102600,Puketotara,Northland,Maori,5-11,52,23,Masked,NA,NA,NA,NA,44%,<5%,NA,NA
102600,Puketotara,Northland,Pacific Peoples,12+,40,Masked,Masked,38,18,9,NA,>95%,>95%,47%,0%
102700,Waima Forest,Northland,Maori,12+,790,588,564,530,272,180,42,74%,71%,51%,23%
102700,Waima Forest,Northland,Maori,5-11,127,21,7,NA,NA,NA,NA,17%,6%,NA,NA
102800,Riverview,Northland,Maori,12+,247,222,217,195,110,67,20,90%,88%,56%,30%
102800,Riverview,Northland,Maori,5-11,52,21,Masked,NA,NA,NA,NA,40%,8%,NA,NA
102900,Waipoua Forest,Northland,Maori,12+,647,504,486,465,304,221,84,78%,75%,65%,38%
102900,Waipoua Forest,Northland,Maori,5-11,97,15,Masked,NA,NA,NA,NA,15%,5%,NA,NA
103000,Kerikeri Central,Northland,Maori,12+,480,415,401,372,173,84,30,86%,84%,47%,36%
103000,Kerikeri Central,Northland,Maori,5-11,105,30,11,NA,NA,NA,NA,29%,10%,NA,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,99,Masked,Masked,103,31,13,7,>95%,>95%,30%,54%
103100,Kerikeri South,Northland,Maori,12+,263,210,200,185,112,68,28,80%,76%,61%,41%
103100,Kerikeri South,Northland,Maori,5-11,50,20,Masked,NA,NA,NA,NA,40%,10%,NA,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,419,356,339,319,183,120,22,85%,81%,57%,18%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,73,11,6,NA,NA,NA,NA,15%,8%,NA,NA
103300,Puketona-Waitangi,Northland,Maori,12+,286,244,239,224,137,86,24,85%,84%,61%,28%
103300,Puketona-Waitangi,Northland,Maori,5-11,50,24,Masked,NA,NA,NA,NA,48%,8%,NA,NA
103400,Ngapuhi,Northland,Maori,12+,998,779,738,689,340,233,56,78%,74%,49%,24%
103400,Ngapuhi,Northland,Maori,5-11,173,33,8,NA,NA,NA,NA,19%,<5%,NA,NA
103500,Kaikohe,Northland,Maori,12+,"2,796","2,181","2,067","1,917",938,581,173,78%,74%,49%,30%
103500,Kaikohe,Northland,Maori,5-11,605,145,55,NA,NA,NA,NA,24%,9%,NA,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,109,99,97,93,41,25,8,91%,89%,44%,32%
103600,Pakaraka,Northland,Maori,12+,155,132,128,120,63,36,12,85%,83%,52%,33%
103700,Haruru,Northland,Maori,12+,221,189,186,173,95,51,20,86%,84%,55%,39%
103700,Haruru,Northland,Maori,5-11,57,25,Masked,NA,NA,NA,NA,44%,9%,NA,NA
103800,Russell,Northland,Maori,12+,136,124,123,115,83,62,23,91%,90%,72%,37%
103900,Paihia,Northland,Maori,12+,506,408,392,371,176,113,39,81%,77%,47%,35%
103900,Paihia,Northland,Maori,5-11,72,14,Masked,NA,NA,NA,NA,19%,7%,NA,NA
104000,Mataraua Forest,Northland,Maori,12+,347,257,239,221,115,81,26,74%,69%,52%,32%
104000,Mataraua Forest,Northland,Maori,5-11,55,11,6,NA,NA,NA,NA,20%,11%,NA,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,848,649,626,573,284,180,44,77%,74%,50%,24%
104100,Matawaia-Taumarere,Northland,Maori,5-11,161,42,7,NA,NA,NA,NA,26%,<5%,NA,NA
104200,Russell Peninsula,Northland,Maori,12+,82,62,62,58,43,27,12,76%,76%,74%,44%
104300,Opua (Far North District),Northland,Maori,12+,182,135,129,121,68,51,12,74%,71%,56%,24%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,413,350,335,315,193,147,53,85%,81%,61%,36%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,64,10,Masked,NA,NA,NA,NA,16%,<5%,NA,NA
104500,Moerewa,Northland,Maori,12+,"1,208",975,932,857,434,253,79,81%,77%,51%,31%
104500,Moerewa,Northland,Maori,5-11,229,33,8,NA,NA,NA,NA,14%,<5%,NA,NA
104600,Kawakawa,Northland,Maori,12+,838,713,675,624,314,180,47,85%,81%,50%,26%
104600,Kawakawa,Northland,Maori,5-11,153,38,10,NA,NA,NA,NA,25%,7%,NA,NA
104700,Maromaku,Northland,Maori,12+,264,200,189,175,91,51,15,76%,72%,52%,29%
104700,Maromaku,Northland,Maori,5-11,76,23,Masked,NA,NA,NA,NA,30%,5%,NA,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,636,536,517,470,241,149,51,84%,81%,51%,34%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,128,28,6,NA,NA,NA,NA,22%,<5%,NA,NA
104900,Whangaruru,Northland,Maori,12+,703,571,555,515,286,191,39,81%,79%,56%,20%
104900,Whangaruru,Northland,Maori,5-11,141,45,7,NA,NA,NA,NA,32%,<5%,NA,NA
104900,Whangaruru,Northland,Pacific Peoples,12+,40,32,32,30,23,15,Masked,80%,80%,77%,13%
105100,Matarau,Northland,Maori,12+,404,330,322,287,154,80,31,82%,80%,54%,39%
105100,Matarau,Northland,Maori,5-11,89,29,12,NA,NA,NA,NA,33%,13%,NA,NA
105200,Hikurangi,Northland,Maori,12+,494,409,391,354,176,90,20,83%,79%,50%,22%
105200,Hikurangi,Northland,Maori,5-11,136,45,20,NA,NA,NA,NA,33%,15%,NA,NA
105300,Kauri,Northland,Maori,12+,243,206,201,188,115,63,18,85%,83%,61%,29%
105300,Kauri,Northland,Maori,5-11,53,16,Masked,NA,NA,NA,NA,30%,9%,NA,NA
105400,Maungatapere,Northland,Maori,12+,464,402,387,357,217,103,31,87%,83%,61%,30%
105400,Maungatapere,Northland,Maori,5-11,104,35,15,NA,NA,NA,NA,34%,14%,NA,NA
105500,Kamo West,Northland,Maori,12+,427,371,366,323,183,105,43,87%,86%,57%,41%
105500,Kamo West,Northland,Maori,5-11,93,44,16,NA,NA,NA,NA,47%,17%,NA,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,237,201,194,178,102,69,17,85%,82%,57%,25%
105700,Kiripaka,Northland,Maori,12+,207,169,162,153,77,53,20,82%,78%,50%,38%
105800,Kamo East,Northland,Maori,12+,989,846,811,742,334,136,34,86%,82%,45%,25%
105800,Kamo East,Northland,Maori,5-11,241,67,18,NA,NA,NA,NA,28%,7%,NA,NA
105800,Kamo East,Northland,Pacific Peoples,12+,101,83,82,77,40,13,Masked,82%,81%,52%,15%
105900,Granfield Reserve,Northland,Maori,12+,482,422,406,376,198,108,37,88%,84%,53%,34%
105900,Granfield Reserve,Northland,Maori,5-11,83,28,9,NA,NA,NA,NA,34%,11%,NA,NA
106000,Kamo Central,Northland,Maori,12+,434,381,368,341,178,97,33,88%,85%,52%,34%
106000,Kamo Central,Northland,Maori,5-11,96,39,15,NA,NA,NA,NA,41%,16%,NA,NA
106100,Whau Valley,Northland,Maori,12+,605,518,504,466,253,116,36,86%,83%,54%,31%
106100,Whau Valley,Northland,Maori,5-11,126,41,12,NA,NA,NA,NA,33%,10%,NA,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,48,43,42,39,25,14,Masked,90%,88%,64%,21%
106200,Tikipunga North,Northland,Maori,12+,"1,040",857,822,753,381,202,64,82%,79%,51%,32%
106200,Tikipunga North,Northland,Maori,5-11,259,77,17,NA,NA,NA,NA,30%,7%,NA,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,87,73,71,68,39,15,6,84%,82%,57%,40%
106300,Pukenui,Northland,Maori,12+,184,162,159,139,90,53,20,88%,86%,65%,38%
106300,Pukenui,Northland,Maori,5-11,55,27,7,NA,NA,NA,NA,49%,13%,NA,NA
106400,Otangarei,Northland,Maori,12+,"1,320","1,045",962,894,394,225,52,79%,73%,44%,23%
106400,Otangarei,Northland,Maori,5-11,293,45,10,NA,NA,NA,NA,15%,<5%,NA,NA
106400,Otangarei,Northland,Pacific Peoples,12+,52,43,41,38,19,13,Masked,83%,79%,50%,31%
106500,Tikipunga South,Northland,Maori,12+,"1,271","1,091","1,052",958,491,276,83,86%,83%,51%,30%
106500,Tikipunga South,Northland,Maori,5-11,284,96,21,NA,NA,NA,NA,34%,7%,NA,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,86,Masked,80,78,37,17,9,>95%,93%,47%,53%
106600,Kensington (Whangarei District),Northland,Maori,12+,756,626,611,579,318,174,63,83%,81%,55%,36%
106600,Kensington (Whangarei District),Northland,Maori,5-11,119,27,11,NA,NA,NA,NA,23%,9%,NA,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,68,64,63,59,36,12,Masked,94%,93%,61%,25%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,145,121,116,111,61,30,10,83%,80%,55%,33%
106800,Mairtown,Northland,Maori,12+,533,460,451,422,267,148,40,86%,85%,63%,27%
106800,Mairtown,Northland,Maori,5-11,87,37,12,NA,NA,NA,NA,43%,14%,NA,NA
106800,Mairtown,Northland,Pacific Peoples,12+,57,48,47,44,24,7,Masked,84%,82%,55%,57%
106900,Maunu-Horahora,Northland,Maori,12+,548,477,465,427,243,135,42,87%,85%,57%,31%
106900,Maunu-Horahora,Northland,Maori,5-11,104,46,18,NA,NA,NA,NA,44%,17%,NA,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,45,Masked,42,41,30,11,Masked,>95%,93%,73%,27%
107000,Woodhill-Vinetown,Northland,Maori,12+,738,594,567,530,305,156,58,80%,77%,58%,37%
107000,Woodhill-Vinetown,Northland,Maori,5-11,102,31,11,NA,NA,NA,NA,30%,11%,NA,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,73,68,67,62,33,6,Masked,93%,92%,53%,50%
107100,Whangarei Central,Northland,Maori,12+,271,238,231,219,121,68,23,88%,85%,55%,34%
107200,Riverside,Northland,Maori,12+,426,359,351,334,178,102,32,84%,82%,53%,31%
107200,Riverside,Northland,Maori,5-11,83,31,6,NA,NA,NA,NA,37%,7%,NA,NA
107200,Riverside,Northland,Pacific Peoples,12+,46,41,41,37,21,7,Masked,89%,89%,57%,14%
107300,Raumanga,Northland,Maori,12+,"1,477","1,216","1,140","1,039",451,223,66,82%,77%,43%,30%
107300,Raumanga,Northland,Maori,5-11,348,94,22,NA,NA,NA,NA,27%,6%,NA,NA
107300,Raumanga,Northland,Pacific Peoples,12+,112,103,96,85,43,16,8,92%,86%,51%,50%
107400,Tarewa,Northland,Maori,12+,957,764,732,671,327,161,31,80%,76%,49%,19%
107400,Tarewa,Northland,Maori,5-11,219,57,17,NA,NA,NA,NA,26%,8%,NA,NA
107400,Tarewa,Northland,Pacific Peoples,12+,44,41,40,35,17,8,Masked,93%,91%,49%,12%
107500,Morningside (Whangarei District),Northland,Maori,12+,786,670,639,593,305,150,52,85%,81%,51%,35%
107500,Morningside (Whangarei District),Northland,Maori,5-11,128,45,19,NA,NA,NA,NA,35%,15%,NA,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,51,47,46,43,23,8,Masked,92%,90%,53%,25%
107600,Ngunguru,Northland,Maori,12+,163,136,135,125,74,46,17,83%,83%,59%,37%
107600,Ngunguru,Northland,Maori,5-11,46,15,Masked,NA,NA,NA,NA,33%,11%,NA,NA
107700,Otaika-Portland,Northland,Maori,12+,300,244,232,216,131,83,17,81%,77%,61%,20%
107700,Otaika-Portland,Northland,Maori,5-11,58,18,10,NA,NA,NA,NA,31%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,263,221,218,195,107,62,20,84%,83%,55%,32%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,54,12,7,NA,NA,NA,NA,22%,13%,NA,NA
108000,Pataua,Northland,Maori,12+,213,166,158,146,70,46,14,78%,74%,48%,30%
108000,Pataua,Northland,Maori,5-11,49,8,Masked,NA,NA,NA,NA,16%,8%,NA,NA
108100,Onerahi Park,Northland,Maori,12+,258,224,220,207,124,66,22,87%,85%,60%,33%
108100,Onerahi Park,Northland,Maori,5-11,48,20,9,NA,NA,NA,NA,42%,19%,NA,NA
108200,Sherwood Rise,Northland,Maori,12+,664,566,548,499,256,140,40,85%,83%,51%,29%
108200,Sherwood Rise,Northland,Maori,5-11,149,38,14,NA,NA,NA,NA,26%,9%,NA,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,42,39,38,35,17,7,Masked,93%,90%,49%,29%
108300,Onerahi,Northland,Maori,12+,600,488,466,423,208,95,25,81%,78%,49%,26%
108300,Onerahi,Northland,Maori,5-11,146,36,17,NA,NA,NA,NA,25%,12%,NA,NA
108300,Onerahi,Northland,Pacific Peoples,12+,48,39,39,36,15,5,Masked,81%,81%,42%,60%
108500,Parua Bay,Northland,Maori,12+,292,260,259,240,157,91,26,89%,89%,65%,29%
108500,Parua Bay,Northland,Maori,5-11,58,26,7,NA,NA,NA,NA,45%,12%,NA,NA
108600,Bream Bay,Northland,Maori,12+,353,297,287,258,142,94,23,84%,81%,55%,24%
108600,Bream Bay,Northland,Maori,5-11,73,18,8,NA,NA,NA,NA,25%,11%,NA,NA
108700,Marsden Bay,Northland,Maori,12+,336,292,286,262,149,77,40,87%,85%,57%,52%
108700,Marsden Bay,Northland,Maori,5-11,83,22,10,NA,NA,NA,NA,27%,12%,NA,NA
108800,Ruakaka,Northland,Maori,12+,638,561,541,496,258,146,52,88%,85%,52%,36%
108800,Ruakaka,Northland,Maori,5-11,144,44,9,NA,NA,NA,NA,31%,6%,NA,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,48,44,44,39,28,12,Masked,92%,92%,72%,42%
108900,Bream Head,Northland,Maori,12+,93,82,82,79,57,37,22,88%,88%,72%,59%
109000,Waipu,Northland,Maori,12+,324,260,254,236,138,92,35,80%,78%,58%,38%
109000,Waipu,Northland,Maori,5-11,53,13,6,NA,NA,NA,NA,25%,11%,NA,NA
109100,Kaipara Coastal,Northland,Maori,12+,899,662,624,586,298,189,45,74%,69%,51%,24%
109100,Kaipara Coastal,Northland,Maori,5-11,174,41,12,NA,NA,NA,NA,24%,7%,NA,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,60,48,47,44,15,10,6,80%,78%,34%,60%
109200,Maungaru,Northland,Maori,12+,268,226,219,202,102,59,17,84%,82%,50%,29%
109200,Maungaru,Northland,Maori,5-11,59,20,Masked,NA,NA,NA,NA,34%,7%,NA,NA
109300,Dargaville,Northland,Maori,12+,"1,384","1,096","1,021",953,424,261,86,79%,74%,44%,33%
109300,Dargaville,Northland,Maori,5-11,276,49,23,NA,NA,NA,NA,18%,8%,NA,NA
109300,Dargaville,Northland,Pacific Peoples,12+,220,196,191,177,78,31,8,89%,87%,44%,26%
109300,Dargaville,Northland,Pacific Peoples,5-11,44,10,Masked,NA,NA,NA,NA,23%,<5%,NA,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,488,384,369,343,193,139,36,79%,76%,56%,26%
109400,Ruawai-Matakohe,Northland,Maori,5-11,114,24,9,NA,NA,NA,NA,21%,8%,NA,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,188,145,139,135,72,47,11,77%,74%,53%,23%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,47,9,Masked,NA,NA,NA,NA,19%,<5%,NA,NA
109600,Maungaturoto,Northland,Maori,12+,191,162,155,145,71,49,10,85%,81%,49%,20%
109600,Maungaturoto,Northland,Maori,5-11,54,18,Masked,NA,NA,NA,NA,33%,6%,NA,NA
109700,Kaiwaka,Northland,Maori,12+,443,326,314,288,140,94,28,74%,71%,49%,30%
109700,Kaiwaka,Northland,Maori,5-11,89,22,Masked,NA,NA,NA,NA,25%,<5%,NA,NA
109800,Mangawhai Rural,Northland,Maori,12+,197,143,138,127,69,45,14,73%,70%,54%,31%
109800,Mangawhai Rural,Northland,Maori,5-11,57,11,7,NA,NA,NA,NA,19%,12%,NA,NA
109800,Mangawhai Rural,Northland,Pacific Peoples,12+,44,36,36,34,19,15,Masked,82%,82%,56%,27%
109900,Mangawhai Heads,Northland,Maori,12+,164,136,132,121,70,38,11,83%,80%,58%,29%
109900,Mangawhai Heads,Northland,Maori,5-11,46,15,6,NA,NA,NA,NA,33%,13%,NA,NA
110100,Mangawhai,Northland,Maori,12+,85,69,68,59,35,24,7,81%,80%,59%,29%
110200,Okahukura Peninsula,Waitemata,Maori,12+,188,157,153,131,54,33,12,84%,81%,41%,36%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,51,10,Masked,NA,NA,NA,NA,20%,10%,NA,NA
110400,Cape Rodney,Waitemata,Maori,12+,388,327,323,298,159,98,44,84%,83%,53%,45%
110400,Cape Rodney,Waitemata,Maori,5-11,72,29,20,NA,NA,NA,NA,40%,28%,NA,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,54,49,45,42,26,16,8,91%,83%,62%,50%
110500,Wellsford,Waitemata,Maori,12+,300,230,222,210,92,46,13,77%,74%,44%,28%
110500,Wellsford,Waitemata,Maori,5-11,61,13,7,NA,NA,NA,NA,21%,11%,NA,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,78,67,66,65,25,9,Masked,86%,85%,38%,44%
110700,South Head,Waitemata,Maori,12+,391,337,328,307,158,103,34,86%,84%,51%,33%
110700,South Head,Waitemata,Maori,5-11,81,19,Masked,NA,NA,NA,NA,23%,<5%,NA,NA
110700,South Head,Waitemata,Pacific Peoples,12+,58,Masked,51,48,29,14,Masked,>95%,88%,60%,14%
110800,Kaipara Hills,Waitemata,Maori,12+,271,226,218,196,98,59,15,83%,80%,50%,25%
110800,Kaipara Hills,Waitemata,Maori,5-11,56,16,6,NA,NA,NA,NA,29%,11%,NA,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,92,70,67,62,32,25,10,76%,73%,52%,40%
111100,Warkworth West,Waitemata,Maori,12+,139,127,124,116,58,31,12,91%,89%,50%,39%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,100,Masked,Masked,88,57,16,Masked,>95%,>95%,65%,25%
111200,Puhoi Valley,Waitemata,Maori,12+,209,191,185,170,86,57,21,91%,89%,51%,37%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,79,75,75,69,52,9,Masked,95%,95%,75%,33%
111300,Warkworth East,Waitemata,Maori,12+,210,193,189,175,84,46,16,92%,90%,48%,35%
111300,Warkworth East,Waitemata,Maori,5-11,45,12,8,NA,NA,NA,NA,27%,18%,NA,NA
111300,Warkworth East,Waitemata,Pacific Peoples,12+,194,Masked,Masked,168,107,32,6,>95%,>95%,64%,19%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,48,21,9,NA,NA,NA,NA,44%,19%,NA,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,76,Masked,Masked,69,50,33,21,>95%,>95%,72%,64%
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,12+,69,65,64,63,51,11,Masked,94%,93%,81%,18%
111600,Te Kuru,Waitemata,Maori,12+,151,135,131,120,58,32,19,89%,87%,48%,59%
111700,Snells Beach,Waitemata,Maori,12+,234,Masked,Masked,200,124,80,35,>95%,>95%,62%,44%
111700,Snells Beach,Waitemata,Maori,5-11,46,21,9,NA,NA,NA,NA,46%,20%,NA,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,119,Masked,Masked,109,64,15,6,>95%,>95%,59%,40%
111800,Barrier Islands,Auckland,Maori,12+,182,159,157,150,96,57,32,87%,86%,64%,56%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,53,47,46,39,21,18,8,89%,87%,54%,44%
112100,Wainui-Waiwera,Waitemata,Maori,12+,109,94,92,88,53,31,15,86%,84%,60%,48%
112200,Parakai,Waitemata,Maori,12+,207,184,178,154,67,36,14,89%,86%,44%,39%
112300,Helensville Rural,Waitemata,Maori,12+,127,116,115,108,62,34,12,91%,91%,57%,35%
112400,Helensville,Waitemata,Maori,12+,406,341,329,303,166,102,38,84%,81%,55%,37%
112400,Helensville,Waitemata,Maori,5-11,89,31,10,NA,NA,NA,NA,35%,11%,NA,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,103,Masked,Masked,106,71,27,11,>95%,>95%,67%,41%
112500,Waitoki,Waitemata,Maori,12+,57,51,51,48,27,14,7,89%,89%,56%,50%
112600,Waikoukou Valley,Waitemata,Maori,12+,94,89,87,75,45,23,8,95%,93%,60%,35%
112700,Orewa North,Waitemata,Maori,12+,191,178,176,161,97,54,27,93%,92%,60%,50%
112700,Orewa North,Waitemata,Pacific Peoples,12+,64,Masked,Masked,57,41,24,12,>95%,>95%,72%,50%
112800,Hatfields Beach,Waitemata,Maori,12+,113,96,96,87,56,24,8,85%,85%,64%,33%
112900,Orewa South,Waitemata,Maori,12+,135,123,120,110,65,43,23,91%,89%,59%,53%
112900,Orewa South,Waitemata,Pacific Peoples,12+,69,62,62,61,37,19,6,90%,90%,61%,32%
113000,Orewa Central,Waitemata,Maori,12+,157,Masked,Masked,144,94,60,34,>95%,>95%,65%,57%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,64,58,58,56,38,19,9,91%,91%,68%,47%
113100,Millwater North,Waitemata,Maori,12+,78,67,66,53,36,15,7,86%,85%,68%,47%
113200,Waipatukahu,Waitemata,Maori,12+,162,147,144,136,86,56,17,91%,89%,63%,30%
113300,Millwater South,Waitemata,Maori,12+,138,128,123,107,62,21,9,93%,89%,58%,43%
113400,Dairy Flat North,Waitemata,Maori,12+,160,140,133,125,61,26,13,88%,83%,49%,50%
113400,Dairy Flat North,Waitemata,Pacific Peoples,12+,45,37,36,34,17,7,6,82%,80%,50%,86%
