DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Population,At least partially vaccinated uptake per 1000 people,Fully vaccinated uptake per 1000 people
Bay of Plenty,Maori,60-64,Female,1428,1403,1514,943,927
Bay of Plenty,Maori,60-64,Male,1198,1176,1172,1022,1003
Bay of Plenty,Maori,65-69,Female,1133,1121,1077,1052,1041
Bay of Plenty,Maori,65-69,Male,905,891,947,956,941
Bay of Plenty,Maori,70-74,Female,755,749,730,1034,1026
Bay of Plenty,Maori,70-74,Male,690,679,633,1090,1073
Bay of Plenty,Maori,75-79,Female,433,427,435,995,982
Bay of Plenty,Maori,75-79,Male,382,378,342,1117,1105
Bay of Plenty,Maori,80-84,Female,290,284,278,1043,1022
Bay of Plenty,Maori,80-84,Male,186,184,180,1033,1022
Bay of Plenty,Maori,85-89,Female,131,127,126,1040,1008
Bay of Plenty,Maori,85-89,Male,81,79,72,1125,1097
Bay of Plenty,Maori,90+,Female,56,53,50,1120,1060
Bay of Plenty,Maori,90+,Male,20,19,18,1111,1056
Bay of Plenty,Pacific Peoples,12-17,Female,234,222,231,1013,961
Bay of Plenty,Pacific Peoples,12-17,Male,276,262,295,936,888
Bay of Plenty,Pacific Peoples,18-24,Female,258,252,254,1016,992
Bay of Plenty,Pacific Peoples,18-24,Male,423,407,260,1627,1565
Bay of Plenty,Pacific Peoples,25-29,Female,200,190,173,1156,1098
Bay of Plenty,Pacific Peoples,25-29,Male,451,442,211,2137,2095
Bay of Plenty,Pacific Peoples,30-34,Female,195,186,188,1037,989
Bay of Plenty,Pacific Peoples,30-34,Male,431,418,214,2014,1953
Bay of Plenty,Pacific Peoples,35-39,Female,152,148,147,1034,1007
Bay of Plenty,Pacific Peoples,35-39,Male,430,423,211,2038,2005
Bay of Plenty,Pacific Peoples,40-44,Female,162,158,169,959,935
Bay of Plenty,Pacific Peoples,40-44,Male,331,323,186,1780,1737
Bay of Plenty,Pacific Peoples,45-49,Female,146,144,134,1090,1075
Bay of Plenty,Pacific Peoples,45-49,Male,212,209,130,1631,1608
Bay of Plenty,Pacific Peoples,50-54,Female,121,119,126,960,944
Bay of Plenty,Pacific Peoples,50-54,Male,181,178,136,1331,1309
Bay of Plenty,Pacific Peoples,55-59,Female,116,116,102,1137,1137
Bay of Plenty,Pacific Peoples,55-59,Male,83,83,80,1038,1038
Bay of Plenty,Pacific Peoples,60-64,Female,67,65,67,1000,970
Bay of Plenty,Pacific Peoples,60-64,Male,82,80,79,1038,1013
Bay of Plenty,Pacific Peoples,65-69,Female,53,53,51,1039,1039
Bay of Plenty,Pacific Peoples,65-69,Male,56,55,61,918,902
Bay of Plenty,Pacific Peoples,70-74,Female,48,47,52,923,904
Bay of Plenty,Pacific Peoples,70-74,Male,31,31,29,1069,1069
Bay of Plenty,Pacific Peoples,75-79,Female,38,38,35,1086,1086
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,23,957,957
Bay of Plenty,Pacific Peoples,80-84,Female,12,12,12,1000,1000
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,12,833,833
Bay of Plenty,Unknown,12-17,Female,14,13,5,2800,2600
Bay of Plenty,Unknown,18-24,Female,20,17,5,4000,3400
Bay of Plenty,Unknown,18-24,Male,29,29,8,3625,3625
Bay of Plenty,Unknown,25-29,Female,55,54,9,6111,6000
Bay of Plenty,Unknown,25-29,Male,82,80,13,6308,6154
Bay of Plenty,Unknown,30-34,Female,41,41,8,5125,5125
Bay of Plenty,Unknown,30-34,Male,71,68,12,5917,5667
Bay of Plenty,Unknown,35-39,Female,37,34,7,5286,4857
Bay of Plenty,Unknown,35-39,Male,65,65,9,7222,7222
Bay of Plenty,Unknown,40-44,Female,28,27,8,3500,3375
Bay of Plenty,Unknown,40-44,Male,61,60,18,3389,3333
Bay of Plenty,Unknown,45-49,Female,15,14,6,2500,2333
Bay of Plenty,Unknown,45-49,Male,47,47,21,2238,2238
Bay of Plenty,Unknown,50-54,Female,18,18,7,2571,2571
Bay of Plenty,Unknown,50-54,Male,39,39,19,2053,2053
Bay of Plenty,Unknown,55-59,Female,14,14,6,2333,2333
Bay of Plenty,Unknown,55-59,Male,60,59,19,3158,3105
Bay of Plenty,Unknown,60-64,Female,22,21,10,2200,2100
Bay of Plenty,Unknown,60-64,Male,33,32,15,2200,2133
Bay of Plenty,Unknown,65-69,Female,7,7,10,700,700
Bay of Plenty,Unknown,65-69,Male,20,20,9,2222,2222
Bay of Plenty,Unknown,70-74,Male,20,20,19,1053,1053
Bay of Plenty,Unknown,75-79,Female,8,8,5,1600,1600
Bay of Plenty,Unknown,75-79,Male,11,11,9,1222,1222
Canterbury,Asian,12-17,Female,2368,2313,2178,1087,1062
Canterbury,Asian,12-17,Male,2645,2576,2286,1157,1127
Canterbury,Asian,18-24,Female,2752,2737,2347,1173,1166
Canterbury,Asian,18-24,Male,3498,3466,2462,1421,1408
Canterbury,Asian,18-24,Unknown/Other,47,46,11,4273,4182
Canterbury,Asian,25-29,Female,3384,3362,3186,1062,1055
Canterbury,Asian,25-29,Male,4034,4004,3111,1297,1287
Canterbury,Asian,25-29,Unknown/Other,74,74,8,9250,9250
Canterbury,Asian,30-34,Female,4622,4584,4229,1093,1084
Canterbury,Asian,30-34,Male,4413,4391,3730,1183,1177
Canterbury,Asian,30-34,Unknown/Other,33,33,6,5500,5500
Canterbury,Asian,35-39,Female,4204,4176,4047,1039,1032
Canterbury,Asian,35-39,Male,4213,4195,3696,1140,1135
Canterbury,Asian,35-39,Unknown/Other,23,23,7,3286,3286
Canterbury,Asian,40-44,Female,3182,3166,2851,1116,1110
Canterbury,Asian,40-44,Male,3156,3141,2646,1193,1187
Canterbury,Asian,40-44,Unknown/Other,11,11,6,1833,1833
Canterbury,Asian,45-49,Female,2264,2256,2126,1065,1061
Canterbury,Asian,45-49,Male,2169,2152,1857,1168,1159
Canterbury,Asian,50-54,Female,1748,1736,1537,1137,1129
Canterbury,Asian,50-54,Male,1547,1541,1309,1182,1177
Canterbury,Asian,55-59,Female,1267,1257,1275,994,986
Canterbury,Asian,55-59,Male,994,990,972,1023,1019
Canterbury,Asian,60-64,Female,1190,1184,1294,920,915
Canterbury,Asian,60-64,Male,828,824,852,972,967
Canterbury,Asian,65-69,Female,1034,1026,996,1038,1030
Canterbury,Asian,65-69,Male,743,738,834,891,885
Canterbury,Asian,70-74,Female,550,546,516,1066,1058
Canterbury,Asian,70-74,Male,537,532,476,1128,1118
Canterbury,Asian,75-79,Female,259,256,287,902,892
Canterbury,Asian,75-79,Male,228,227,241,946,942
Canterbury,Asian,80-84,Female,180,178,184,978,967
Canterbury,Asian,80-84,Male,146,145,154,948,942
Canterbury,Asian,85-89,Female,92,90,79,1165,1139
Canterbury,Asian,85-89,Male,63,61,64,984,953
Canterbury,Asian,90+,Female,43,43,35,1229,1229
Canterbury,Asian,90+,Male,26,26,28,929,929
Canterbury,European or Other,12-17,Female,13986,13600,14303,978,951
Canterbury,European or Other,12-17,Male,14643,14178,14863,985,954
Canterbury,European or Other,12-17,Unknown/Other,6,6,7,857,857
Canterbury,European or Other,18-24,Female,17800,17631,18420,966,957
Canterbury,European or Other,18-24,Male,18701,18420,19271,970,956
Canterbury,European or Other,18-24,Unknown/Other,14,14,13,1077,1077
Canterbury,European or Other,25-29,Female,12932,12777,14413,897,886
Canterbury,European or Other,25-29,Male,13183,12922,14024,940,921
Canterbury,European or Other,25-29,Unknown/Other,25,24,20,1250,1200
Canterbury,European or Other,30-34,Female,13662,13472,14097,969,956
Canterbury,European or Other,30-34,Male,13843,13567,13919,995,975
Canterbury,European or Other,30-34,Unknown/Other,25,25,7,3571,3571
Canterbury,European or Other,35-39,Female,12077,11960,12782,945,936
Canterbury,European or Other,35-39,Male,12070,11848,12323,979,961
Canterbury,European or Other,35-39,Unknown/Other,8,8,5,1600,1600
Canterbury,European or Other,40-44,Female,12117,11994,12889,940,931
Canterbury,European or Other,40-44,Male,11436,11259,12314,929,914
Canterbury,European or Other,40-44,Unknown/Other,8,7,7,1143,1000
Canterbury,European or Other,45-49,Female,13856,13735,15519,893,885
Canterbury,European or Other,45-49,Male,13075,12927,14433,906,896
Canterbury,European or Other,50-54,Female,15294,15189,15684,975,968
Canterbury,European or Other,50-54,Male,14824,14681,15302,969,959
Canterbury,European or Other,55-59,Female,15106,15015,15922,949,943
Canterbury,European or Other,55-59,Male,14661,14543,15603,940,932
Canterbury,European or Other,60-64,Female,14502,14429,14458,1003,998
Canterbury,European or Other,60-64,Male,14250,14156,14215,1002,996
Canterbury,European or Other,65-69,Female,12527,12474,12622,992,988
Canterbury,European or Other,65-69,Male,12046,11983,12116,994,989
Canterbury,European or Other,70-74,Female,11685,11639,11648,1003,999
Canterbury,European or Other,70-74,Male,10816,10757,10748,1006,1001
Canterbury,European or Other,75-79,Female,8633,8596,8212,1051,1047
Canterbury,European or Other,75-79,Male,7729,7694,7310,1057,1053
Canterbury,European or Other,80-84,Female,6517,6476,5990,1088,1081
Canterbury,European or Other,80-84,Male,5269,5218,4678,1126,1115
Canterbury,European or Other,85-89,Female,3930,3877,3860,1018,1004
Canterbury,European or Other,85-89,Male,2764,2728,2644,1045,1032
Canterbury,European or Other,90+,Female,2966,2896,2642,1123,1096
Canterbury,European or Other,90+,Male,1567,1535,1332,1176,1152
Canterbury,Maori,12-17,Female,2653,2523,2695,984,936
Canterbury,Maori,12-17,Male,2758,2615,2831,974,924
Canterbury,Maori,18-24,Female,2966,2875,3214,923,895
Canterbury,Maori,18-24,Male,2922,2785,3147,929,885
Canterbury,Maori,25-29,Female,1842,1775,2108,874,842
Canterbury,Maori,25-29,Male,1852,1757,2139,866,821
Canterbury,Maori,30-34,Female,1729,1651,1858,931,889
Canterbury,Maori,30-34,Male,1679,1597,1768,950,903
Canterbury,Maori,35-39,Female,1294,1248,1356,954,920
Canterbury,Maori,35-39,Male,1282,1220,1359,943,898
Canterbury,Maori,40-44,Female,1261,1221,1371,920,891
Canterbury,Maori,40-44,Male,1157,1118,1270,911,880
Canterbury,Maori,45-49,Female,1288,1261,1409,914,895
Canterbury,Maori,45-49,Male,1155,1120,1240,931,903
Canterbury,Maori,50-54,Female,1325,1308,1365,971,958
Canterbury,Maori,50-54,Male,1278,1255,1311,975,957
Canterbury,Maori,55-59,Female,1103,1099,1180,935,931
Canterbury,Maori,55-59,Male,975,949,1008,967,941
Canterbury,Maori,60-64,Female,913,908,848,1077,1071
Canterbury,Maori,60-64,Male,843,830,833,1012,996
Canterbury,Maori,65-69,Female,585,583,577,1014,1010
Canterbury,Maori,65-69,Male,568,564,570,996,989
Canterbury,Maori,70-74,Female,449,446,401,1120,1112
Canterbury,Maori,70-74,Male,415,413,350,1186,1180
Canterbury,Maori,75-79,Female,249,248,223,1117,1112
Canterbury,Maori,75-79,Male,236,236,223,1058,1058
Canterbury,Maori,80-84,Female,132,131,114,1158,1149
Canterbury,Maori,80-84,Male,116,114,83,1398,1373
Canterbury,Maori,85-89,Female,49,48,47,1043,1021
Canterbury,Maori,85-89,Male,34,34,37,919,919
Canterbury,Maori,90+,Female,33,33,23,1435,1435
Canterbury,Maori,90+,Male,15,15,11,1364,1364
Canterbury,Pacific Peoples,12-17,Female,832,788,863,964,913
Canterbury,Pacific Peoples,12-17,Male,933,875,934,999,937
Canterbury,Pacific Peoples,18-24,Female,930,907,983,946,923
Canterbury,Pacific Peoples,18-24,Male,1174,1142,1087,1080,1051
Canterbury,Pacific Peoples,25-29,Female,692,677,715,968,947
Canterbury,Pacific Peoples,25-29,Male,752,717,781,963,918
Canterbury,Pacific Peoples,30-34,Female,668,657,747,894,880
Canterbury,Pacific Peoples,30-34,Male,733,712,733,1000,971
Canterbury,Pacific Peoples,35-39,Female,566,552,549,1031,1005
Canterbury,Pacific Peoples,35-39,Male,616,602,604,1020,997
Canterbury,Pacific Peoples,40-44,Female,482,477,492,980,970
Canterbury,Pacific Peoples,40-44,Male,579,561,534,1084,1051
Canterbury,Pacific Peoples,45-49,Female,421,417,431,977,968
Canterbury,Pacific Peoples,45-49,Male,488,481,498,980,966
