SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
100800,Kaitaia West,Northland,Pacific Peoples,12+,105,96,93,86,46,22,7,91%,89%,53%,32%
100900,Rangitihi,Northland,Maori,12+,412,342,330,300,149,80,11,83%,80%,50%,14%
100900,Rangitihi,Northland,Maori,5-11,56,8,Masked,NA,NA,NA,NA,14%,5%,NA,NA
101000,Oruru-Parapara,Northland,Maori,12+,320,244,231,214,106,69,13,76%,72%,50%,19%
101000,Oruru-Parapara,Northland,Maori,5-11,66,14,6,NA,NA,NA,NA,21%,9%,NA,NA
101100,Taumarumaru,Northland,Maori,12+,581,488,465,430,245,156,38,84%,80%,57%,24%
101100,Taumarumaru,Northland,Maori,5-11,135,33,13,NA,NA,NA,NA,24%,10%,NA,NA
101100,Taumarumaru,Northland,Pacific Peoples,12+,40,34,33,30,14,12,Masked,85%,82%,47%,42%
101200,Herekino-Takahue,Northland,Maori,12+,454,357,336,308,159,116,20,79%,74%,52%,17%
101200,Herekino-Takahue,Northland,Maori,5-11,82,25,Masked,NA,NA,NA,NA,30%,<5%,NA,NA
101300,Peria,Northland,Maori,12+,358,264,254,236,110,67,9,74%,71%,47%,13%
101300,Peria,Northland,Maori,5-11,89,16,6,NA,NA,NA,NA,18%,7%,NA,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,326,242,229,205,110,73,22,74%,70%,54%,30%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,69,19,7,NA,NA,NA,NA,28%,10%,NA,NA
101500,Whakapaku,Northland,Maori,12+,271,207,196,182,103,69,25,76%,72%,57%,36%
101500,Whakapaku,Northland,Maori,5-11,60,18,Masked,NA,NA,NA,NA,30%,7%,NA,NA
101600,Hokianga North,Northland,Maori,12+,690,567,550,502,337,233,40,82%,80%,67%,17%
101600,Hokianga North,Northland,Maori,5-11,123,35,10,NA,NA,NA,NA,28%,8%,NA,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,380,290,285,267,163,121,36,76%,75%,61%,30%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,51,14,Masked,NA,NA,NA,NA,27%,6%,NA,NA
101800,Whakarara,Northland,Maori,12+,577,485,469,437,279,165,58,84%,81%,64%,35%
101800,Whakarara,Northland,Maori,5-11,69,33,19,NA,NA,NA,NA,48%,28%,NA,NA
101900,Kaeo,Northland,Maori,12+,485,380,358,340,193,120,50,78%,74%,57%,42%
101900,Kaeo,Northland,Maori,5-11,111,37,17,NA,NA,NA,NA,33%,15%,NA,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,654,454,425,401,216,162,41,69%,65%,54%,25%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,121,14,9,NA,NA,NA,NA,12%,7%,NA,NA
102100,Hokianga South,Northland,Maori,12+,724,539,511,475,295,194,69,74%,71%,62%,36%
102100,Hokianga South,Northland,Maori,5-11,104,28,13,NA,NA,NA,NA,27%,12%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,267,213,204,181,93,58,12,80%,76%,51%,21%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,66,19,Masked,NA,NA,NA,NA,29%,<5%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Pacific Peoples,12+,58,54,51,50,32,6,Masked,93%,88%,64%,50%
102300,Okaihau,Northland,Maori,12+,328,268,255,231,112,69,21,82%,78%,48%,30%
102300,Okaihau,Northland,Maori,5-11,62,13,Masked,NA,NA,NA,NA,21%,6%,NA,NA
102400,Rangitane-Purerua,Northland,Maori,12+,372,314,296,268,150,106,33,84%,80%,56%,31%
102400,Rangitane-Purerua,Northland,Maori,5-11,62,13,Masked,NA,NA,NA,NA,21%,8%,NA,NA
102500,Waipapa,Northland,Maori,12+,139,115,108,100,51,28,16,83%,78%,51%,57%
102600,Puketotara,Northland,Maori,12+,243,201,195,172,96,54,15,83%,80%,56%,28%
102600,Puketotara,Northland,Maori,5-11,53,23,Masked,NA,NA,NA,NA,43%,6%,NA,NA
102600,Puketotara,Northland,Pacific Peoples,12+,41,Masked,Masked,39,19,9,NA,>95%,>95%,49%,0%
102700,Waima Forest,Northland,Maori,12+,803,596,571,532,271,174,35,74%,71%,51%,20%
102700,Waima Forest,Northland,Maori,5-11,129,21,7,NA,NA,NA,NA,16%,5%,NA,NA
102800,Riverview,Northland,Maori,12+,249,222,216,192,112,63,17,89%,87%,58%,27%
102800,Riverview,Northland,Maori,5-11,52,21,Masked,NA,NA,NA,NA,40%,8%,NA,NA
102900,Waipoua Forest,Northland,Maori,12+,652,508,489,469,300,208,75,78%,75%,64%,36%
102900,Waipoua Forest,Northland,Maori,5-11,99,14,Masked,NA,NA,NA,NA,14%,5%,NA,NA
103000,Kerikeri Central,Northland,Maori,12+,472,405,390,358,167,75,21,86%,83%,47%,28%
103000,Kerikeri Central,Northland,Maori,5-11,101,29,11,NA,NA,NA,NA,29%,11%,NA,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,98,Masked,Masked,104,30,10,Masked,>95%,>95%,29%,40%
103100,Kerikeri South,Northland,Maori,12+,256,204,194,182,108,64,23,80%,76%,59%,36%
103100,Kerikeri South,Northland,Maori,5-11,51,19,Masked,NA,NA,NA,NA,37%,10%,NA,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,418,350,333,309,177,115,17,84%,80%,57%,15%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,75,13,7,NA,NA,NA,NA,17%,9%,NA,NA
103300,Puketona-Waitangi,Northland,Maori,12+,282,241,236,224,138,85,21,85%,84%,62%,25%
103300,Puketona-Waitangi,Northland,Maori,5-11,43,22,Masked,NA,NA,NA,NA,51%,7%,NA,NA
103400,Ngapuhi,Northland,Maori,12+,"1,003",784,746,694,344,228,47,78%,74%,50%,21%
103400,Ngapuhi,Northland,Maori,5-11,171,34,8,NA,NA,NA,NA,20%,<5%,NA,NA
103500,Kaikohe,Northland,Maori,12+,"2,800","2,185","2,063","1,903",935,553,145,78%,74%,49%,26%
103500,Kaikohe,Northland,Maori,5-11,613,150,51,NA,NA,NA,NA,24%,8%,NA,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,111,100,98,94,40,22,7,90%,88%,43%,32%
103600,Pakaraka,Northland,Maori,12+,154,134,129,120,64,34,9,87%,84%,53%,26%
103700,Haruru,Northland,Maori,12+,228,196,193,179,95,49,14,86%,85%,53%,29%
103700,Haruru,Northland,Maori,5-11,60,28,6,NA,NA,NA,NA,47%,10%,NA,NA
103800,Russell,Northland,Maori,12+,139,125,124,116,82,57,22,90%,89%,71%,39%
103900,Paihia,Northland,Maori,12+,512,416,399,376,182,115,33,81%,78%,48%,29%
103900,Paihia,Northland,Maori,5-11,74,16,Masked,NA,NA,NA,NA,22%,7%,NA,NA
104000,Mataraua Forest,Northland,Maori,12+,347,258,240,217,120,83,26,74%,69%,55%,31%
104000,Mataraua Forest,Northland,Maori,5-11,53,10,Masked,NA,NA,NA,NA,19%,9%,NA,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,854,652,627,569,288,178,38,76%,73%,51%,21%
104100,Matawaia-Taumarere,Northland,Maori,5-11,163,42,7,NA,NA,NA,NA,26%,<5%,NA,NA
104200,Russell Peninsula,Northland,Maori,12+,84,64,64,60,43,25,9,76%,76%,72%,36%
104300,Opua (Far North District),Northland,Maori,12+,182,135,129,120,67,50,12,74%,71%,56%,24%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,413,353,339,319,196,146,45,85%,82%,61%,31%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,66,10,Masked,NA,NA,NA,NA,15%,<5%,NA,NA
104500,Moerewa,Northland,Maori,12+,"1,207",981,939,859,439,254,74,81%,78%,51%,29%
104500,Moerewa,Northland,Maori,5-11,229,32,8,NA,NA,NA,NA,14%,<5%,NA,NA
104600,Kawakawa,Northland,Maori,12+,828,707,670,613,305,172,42,85%,81%,50%,24%
104600,Kawakawa,Northland,Maori,5-11,151,36,10,NA,NA,NA,NA,24%,7%,NA,NA
104700,Maromaku,Northland,Maori,12+,272,204,193,176,93,48,9,75%,71%,53%,19%
104700,Maromaku,Northland,Maori,5-11,75,22,Masked,NA,NA,NA,NA,29%,5%,NA,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,631,532,511,463,239,144,43,84%,81%,52%,30%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,129,28,Masked,NA,NA,NA,NA,22%,<5%,NA,NA
104900,Whangaruru,Northland,Maori,12+,704,573,559,517,284,180,30,81%,79%,55%,17%
104900,Whangaruru,Northland,Maori,5-11,138,42,7,NA,NA,NA,NA,30%,5%,NA,NA
105100,Matarau,Northland,Maori,12+,401,330,322,285,153,76,22,82%,80%,54%,29%
105100,Matarau,Northland,Maori,5-11,88,27,11,NA,NA,NA,NA,31%,12%,NA,NA
105200,Hikurangi,Northland,Maori,12+,499,417,397,356,175,80,14,84%,80%,49%,18%
105200,Hikurangi,Northland,Maori,5-11,133,44,18,NA,NA,NA,NA,33%,14%,NA,NA
105300,Kauri,Northland,Maori,12+,244,207,203,189,114,64,13,85%,83%,60%,20%
105300,Kauri,Northland,Maori,5-11,58,16,Masked,NA,NA,NA,NA,28%,9%,NA,NA
105400,Maungatapere,Northland,Maori,12+,462,398,383,353,215,101,30,86%,83%,61%,30%
105400,Maungatapere,Northland,Maori,5-11,100,35,15,NA,NA,NA,NA,35%,15%,NA,NA
105500,Kamo West,Northland,Maori,12+,424,368,362,317,184,104,35,87%,85%,58%,34%
105500,Kamo West,Northland,Maori,5-11,90,42,17,NA,NA,NA,NA,47%,19%,NA,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,237,198,191,174,102,67,12,84%,81%,59%,18%
105700,Kiripaka,Northland,Maori,12+,203,166,159,148,76,54,18,82%,78%,51%,33%
105800,Kamo East,Northland,Maori,12+,999,850,813,739,330,130,29,85%,81%,45%,22%
105800,Kamo East,Northland,Maori,5-11,240,70,18,NA,NA,NA,NA,29%,8%,NA,NA
105800,Kamo East,Northland,Pacific Peoples,12+,99,82,81,75,42,14,Masked,83%,82%,56%,14%
105900,Granfield Reserve,Northland,Maori,12+,484,425,406,376,203,108,30,88%,84%,54%,28%
105900,Granfield Reserve,Northland,Maori,5-11,88,28,9,NA,NA,NA,NA,32%,10%,NA,NA
106000,Kamo Central,Northland,Maori,12+,429,376,363,333,176,94,29,88%,85%,53%,31%
106000,Kamo Central,Northland,Maori,5-11,94,36,15,NA,NA,NA,NA,38%,16%,NA,NA
106100,Whau Valley,Northland,Maori,12+,616,530,514,473,260,117,32,86%,83%,55%,27%
106100,Whau Valley,Northland,Maori,5-11,127,42,12,NA,NA,NA,NA,33%,9%,NA,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,48,43,42,39,25,11,Masked,90%,88%,64%,27%
106200,Tikipunga North,Northland,Maori,12+,"1,047",860,824,746,382,196,53,82%,79%,51%,27%
106200,Tikipunga North,Northland,Maori,5-11,253,75,17,NA,NA,NA,NA,30%,7%,NA,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,84,72,71,68,39,12,Masked,86%,85%,57%,33%
106300,Pukenui,Northland,Maori,12+,186,164,161,140,93,53,18,88%,87%,66%,34%
106300,Pukenui,Northland,Maori,5-11,57,28,7,NA,NA,NA,NA,49%,12%,NA,NA
106400,Otangarei,Northland,Maori,12+,"1,321","1,047",962,892,403,207,46,79%,73%,45%,22%
106400,Otangarei,Northland,Maori,5-11,290,45,9,NA,NA,NA,NA,16%,<5%,NA,NA
106400,Otangarei,Northland,Pacific Peoples,12+,52,43,41,38,19,13,Masked,83%,79%,50%,23%
106500,Tikipunga South,Northland,Maori,12+,"1,262","1,082","1,041",941,487,261,68,86%,82%,52%,26%
106500,Tikipunga South,Northland,Maori,5-11,286,98,21,NA,NA,NA,NA,34%,7%,NA,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,90,Masked,83,81,39,17,6,>95%,92%,48%,35%
106600,Kensington (Whangarei District),Northland,Maori,12+,757,628,608,572,319,169,56,83%,80%,56%,33%
106600,Kensington (Whangarei District),Northland,Maori,5-11,114,21,10,NA,NA,NA,NA,18%,9%,NA,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,67,Masked,63,59,36,13,Masked,>95%,94%,61%,23%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,148,124,118,112,62,30,8,84%,80%,55%,27%
106800,Mairtown,Northland,Maori,12+,547,466,458,426,265,142,34,85%,84%,62%,24%
106800,Mairtown,Northland,Maori,5-11,94,37,12,NA,NA,NA,NA,39%,13%,NA,NA
106800,Mairtown,Northland,Pacific Peoples,12+,55,48,47,44,27,9,Masked,87%,85%,61%,33%
106900,Maunu-Horahora,Northland,Maori,12+,549,476,464,424,240,122,35,87%,85%,57%,29%
106900,Maunu-Horahora,Northland,Maori,5-11,97,43,15,NA,NA,NA,NA,44%,15%,NA,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,43,40,39,37,29,11,Masked,93%,91%,78%,27%
107000,Woodhill-Vinetown,Northland,Maori,12+,729,590,565,524,298,149,52,81%,78%,57%,35%
107000,Woodhill-Vinetown,Northland,Maori,5-11,109,31,11,NA,NA,NA,NA,28%,10%,NA,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,79,75,74,69,37,8,Masked,95%,94%,54%,38%
107100,Whangarei Central,Northland,Maori,12+,269,233,225,213,118,64,14,87%,84%,55%,22%
107200,Riverside,Northland,Maori,12+,433,365,357,340,177,93,23,84%,82%,52%,25%
107200,Riverside,Northland,Maori,5-11,87,31,6,NA,NA,NA,NA,36%,7%,NA,NA
107200,Riverside,Northland,Pacific Peoples,12+,45,40,40,36,20,5,Masked,89%,89%,56%,20%
107300,Raumanga,Northland,Maori,12+,"1,494","1,224","1,148","1,038",458,211,55,82%,77%,44%,26%
107300,Raumanga,Northland,Maori,5-11,347,92,23,NA,NA,NA,NA,27%,7%,NA,NA
107300,Raumanga,Northland,Pacific Peoples,12+,107,97,91,78,40,15,7,91%,85%,51%,47%
107400,Tarewa,Northland,Maori,12+,940,750,717,654,325,156,29,80%,76%,50%,19%
107400,Tarewa,Northland,Maori,5-11,225,63,21,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,Pacific Peoples,12+,43,40,39,33,16,7,Masked,93%,91%,48%,14%
107500,Morningside (Whangarei District),Northland,Maori,12+,792,674,644,596,306,146,48,85%,81%,51%,33%
107500,Morningside (Whangarei District),Northland,Maori,5-11,131,47,17,NA,NA,NA,NA,36%,13%,NA,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,51,47,46,44,21,8,Masked,92%,90%,48%,25%
107600,Ngunguru,Northland,Maori,12+,164,138,137,126,76,44,12,84%,84%,60%,27%
107600,Ngunguru,Northland,Maori,5-11,44,15,Masked,NA,NA,NA,NA,34%,11%,NA,NA
107700,Otaika-Portland,Northland,Maori,12+,303,247,235,216,129,80,16,82%,78%,60%,20%
107700,Otaika-Portland,Northland,Maori,5-11,57,18,10,NA,NA,NA,NA,32%,18%,NA,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,268,224,222,198,104,59,19,84%,83%,53%,32%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,54,13,7,NA,NA,NA,NA,24%,13%,NA,NA
108000,Pataua,Northland,Maori,12+,204,157,150,137,66,41,12,77%,74%,48%,29%
108000,Pataua,Northland,Maori,5-11,44,8,Masked,NA,NA,NA,NA,18%,9%,NA,NA
108100,Onerahi Park,Northland,Maori,12+,255,224,220,206,128,64,17,88%,86%,62%,27%
108100,Onerahi Park,Northland,Maori,5-11,47,19,8,NA,NA,NA,NA,40%,17%,NA,NA
108200,Sherwood Rise,Northland,Maori,12+,666,568,546,496,258,131,32,85%,82%,52%,24%
108200,Sherwood Rise,Northland,Maori,5-11,156,39,14,NA,NA,NA,NA,25%,9%,NA,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,42,39,38,35,16,7,Masked,93%,90%,46%,14%
108300,Onerahi,Northland,Maori,12+,608,493,470,421,208,93,24,81%,77%,49%,26%
108300,Onerahi,Northland,Maori,5-11,151,38,17,NA,NA,NA,NA,25%,11%,NA,NA
108300,Onerahi,Northland,Pacific Peoples,12+,50,40,40,37,17,7,Masked,80%,80%,46%,43%
108500,Parua Bay,Northland,Maori,12+,290,260,258,236,153,86,21,90%,89%,65%,24%
108500,Parua Bay,Northland,Maori,5-11,57,27,7,NA,NA,NA,NA,47%,12%,NA,NA
108600,Bream Bay,Northland,Maori,12+,362,301,291,261,141,89,20,83%,80%,54%,22%
108600,Bream Bay,Northland,Maori,5-11,72,18,8,NA,NA,NA,NA,25%,11%,NA,NA
108700,Marsden Bay,Northland,Maori,12+,330,290,284,258,150,76,32,88%,86%,58%,42%
108700,Marsden Bay,Northland,Maori,5-11,82,22,10,NA,NA,NA,NA,27%,12%,NA,NA
108800,Ruakaka,Northland,Maori,12+,640,555,535,489,257,140,45,87%,84%,53%,32%
108800,Ruakaka,Northland,Maori,5-11,143,44,9,NA,NA,NA,NA,31%,6%,NA,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,49,44,44,40,29,12,Masked,90%,90%,72%,33%
108900,Bream Head,Northland,Maori,12+,91,80,80,76,55,35,21,88%,88%,72%,60%
109000,Waipu,Northland,Maori,12+,319,260,254,234,133,92,31,82%,80%,57%,34%
109000,Waipu,Northland,Maori,5-11,54,13,6,NA,NA,NA,NA,24%,11%,NA,NA
109100,Kaipara Coastal,Northland,Maori,12+,905,669,632,591,298,187,38,74%,70%,50%,20%
109100,Kaipara Coastal,Northland,Maori,5-11,174,41,13,NA,NA,NA,NA,24%,7%,NA,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,65,51,50,46,15,10,6,78%,77%,33%,60%
109200,Maungaru,Northland,Maori,12+,270,228,221,203,102,55,14,84%,82%,50%,25%
109200,Maungaru,Northland,Maori,5-11,58,19,Masked,NA,NA,NA,NA,33%,7%,NA,NA
109300,Dargaville,Northland,Maori,12+,"1,380","1,098","1,027",960,428,252,66,80%,74%,45%,26%
109300,Dargaville,Northland,Maori,5-11,277,48,21,NA,NA,NA,NA,17%,8%,NA,NA
109300,Dargaville,Northland,Pacific Peoples,12+,219,195,189,176,75,29,6,89%,86%,43%,21%
109300,Dargaville,Northland,Pacific Peoples,5-11,46,11,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,494,387,373,345,195,139,31,78%,76%,57%,22%
109400,Ruawai-Matakohe,Northland,Maori,5-11,109,24,9,NA,NA,NA,NA,22%,8%,NA,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,183,137,132,128,72,42,9,75%,72%,56%,21%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,46,9,Masked,NA,NA,NA,NA,20%,<5%,NA,NA
109600,Maungaturoto,Northland,Maori,12+,189,161,155,142,70,42,7,85%,82%,49%,17%
109600,Maungaturoto,Northland,Maori,5-11,53,17,Masked,NA,NA,NA,NA,32%,6%,NA,NA
109700,Kaiwaka,Northland,Maori,12+,447,331,317,289,137,93,20,74%,71%,47%,22%
109700,Kaiwaka,Northland,Maori,5-11,88,22,Masked,NA,NA,NA,NA,25%,<5%,NA,NA
109800,Mangawhai Rural,Northland,Maori,12+,198,145,142,131,72,45,11,73%,72%,55%,24%
109800,Mangawhai Rural,Northland,Maori,5-11,59,11,7,NA,NA,NA,NA,19%,12%,NA,NA
109800,Mangawhai Rural,Northland,Pacific Peoples,12+,44,34,34,32,18,14,Masked,77%,77%,56%,21%
109900,Mangawhai Heads,Northland,Maori,12+,167,140,135,123,71,37,10,84%,81%,58%,27%
109900,Mangawhai Heads,Northland,Maori,5-11,48,16,6,NA,NA,NA,NA,33%,12%,NA,NA
110100,Mangawhai,Northland,Maori,12+,82,66,65,54,33,22,Masked,80%,79%,61%,23%
110200,Okahukura Peninsula,Waitemata,Maori,12+,188,154,150,126,50,33,10,82%,80%,40%,30%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,48,10,Masked,NA,NA,NA,NA,21%,10%,NA,NA
110400,Cape Rodney,Waitemata,Maori,12+,382,319,316,286,158,95,36,84%,83%,55%,38%
110400,Cape Rodney,Waitemata,Maori,5-11,68,29,20,NA,NA,NA,NA,43%,29%,NA,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,55,43,40,37,20,13,Masked,78%,73%,54%,23%
110500,Wellsford,Waitemata,Maori,12+,297,224,215,200,87,39,10,75%,72%,44%,26%
110500,Wellsford,Waitemata,Maori,5-11,64,13,7,NA,NA,NA,NA,20%,11%,NA,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,81,69,68,68,27,8,Masked,85%,84%,40%,25%
110700,South Head,Waitemata,Maori,12+,396,336,327,304,153,93,26,85%,83%,50%,28%
110700,South Head,Waitemata,Maori,5-11,85,23,Masked,NA,NA,NA,NA,27%,<5%,NA,NA
110700,South Head,Waitemata,Pacific Peoples,12+,56,Masked,46,44,25,9,Masked,>95%,82%,57%,11%
110800,Kaipara Hills,Waitemata,Maori,12+,271,224,216,192,95,55,10,83%,80%,49%,18%
110800,Kaipara Hills,Waitemata,Maori,5-11,55,14,Masked,NA,NA,NA,NA,25%,9%,NA,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,88,67,64,58,30,22,6,76%,73%,52%,27%
111100,Warkworth West,Waitemata,Maori,12+,144,125,122,114,56,27,6,87%,85%,49%,22%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,103,Masked,96,86,57,15,Masked,>95%,93%,66%,33%
111200,Puhoi Valley,Waitemata,Maori,12+,205,174,168,151,73,38,13,85%,82%,48%,34%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,79,72,72,66,47,7,Masked,91%,91%,71%,43%
111300,Warkworth East,Waitemata,Maori,12+,201,178,174,159,76,39,13,89%,87%,48%,33%
111300,Warkworth East,Waitemata,Maori,5-11,44,10,6,NA,NA,NA,NA,23%,14%,NA,NA
111300,Warkworth East,Waitemata,Pacific Peoples,12+,195,Masked,Masked,167,104,26,Masked,>95%,>95%,62%,8%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,49,22,10,NA,NA,NA,NA,45%,20%,NA,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,79,71,70,64,46,25,17,90%,89%,72%,68%
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,12+,69,64,63,62,50,10,Masked,93%,91%,81%,20%
111600,Te Kuru,Waitemata,Maori,12+,152,138,135,125,61,31,14,91%,89%,49%,45%
111700,Snells Beach,Waitemata,Maori,12+,235,217,216,191,112,69,28,92%,92%,59%,41%
111700,Snells Beach,Waitemata,Maori,5-11,45,22,10,NA,NA,NA,NA,49%,22%,NA,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,115,Masked,Masked,102,61,14,Masked,>95%,>95%,60%,21%
111800,Barrier Islands,Auckland,Maori,12+,182,157,153,143,95,54,27,86%,84%,66%,50%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,51,46,45,38,22,18,8,90%,88%,58%,44%
112100,Wainui-Waiwera,Waitemata,Maori,12+,108,93,91,88,52,28,10,86%,84%,59%,36%
112200,Parakai,Waitemata,Maori,12+,206,184,176,149,66,32,10,89%,85%,44%,31%
112300,Helensville Rural,Waitemata,Maori,12+,126,114,113,107,62,34,11,90%,90%,58%,32%
112400,Helensville,Waitemata,Maori,12+,413,339,327,299,165,96,29,82%,79%,55%,30%
112400,Helensville,Waitemata,Maori,5-11,89,31,9,NA,NA,NA,NA,35%,10%,NA,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,106,Masked,Masked,105,68,23,10,>95%,>95%,65%,43%
112500,Waitoki,Waitemata,Maori,12+,59,49,49,46,27,13,Masked,83%,83%,59%,31%
112600,Waikoukou Valley,Waitemata,Maori,12+,93,86,84,72,43,21,7,92%,90%,60%,33%
112700,Orewa North,Waitemata,Maori,12+,192,174,172,157,91,51,22,91%,90%,58%,43%
112700,Orewa North,Waitemata,Pacific Peoples,12+,63,57,56,52,35,19,8,90%,89%,67%,42%
112800,Hatfields Beach,Waitemata,Maori,12+,116,98,98,87,52,21,Masked,84%,84%,60%,24%
112900,Orewa South,Waitemata,Maori,12+,136,121,118,109,61,37,20,89%,87%,56%,54%
112900,Orewa South,Waitemata,Pacific Peoples,12+,65,61,61,60,37,17,6,94%,94%,62%,35%
113000,Orewa Central,Waitemata,Maori,12+,158,144,142,134,88,57,24,91%,90%,66%,42%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,67,60,60,58,38,21,9,90%,90%,66%,43%
113100,Millwater North,Waitemata,Maori,12+,86,74,73,58,40,14,Masked,86%,85%,69%,36%
113200,Waipatukahu,Waitemata,Maori,12+,159,142,139,130,82,55,14,89%,87%,63%,25%
113300,Millwater South,Waitemata,Maori,12+,141,127,122,105,64,23,9,90%,87%,61%,39%
113400,Dairy Flat North,Waitemata,Maori,12+,164,138,131,122,55,24,8,84%,80%,45%,33%
113400,Dairy Flat North,Waitemata,Pacific Peoples,12+,42,35,34,32,16,7,Masked,83%,81%,50%,57%
113500,Dairy Flat West,Waitemata,Maori,12+,58,47,46,41,23,12,7,81%,79%,56%,58%
