SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
101600,Hokianga North,Northland,Maori,12+,656,552,535,469,315,84%,82%,67%
101600,Hokianga North,Northland,Maori,5-11,125,34,Masked,NA,NA,27%,<5%,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,372,302,295,257,167,81%,79%,65%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,48,11,Masked,NA,NA,23%,<5%,NA
101800,Whakarara,Northland,Maori,12+,544,477,459,405,260,88%,84%,64%
101800,Whakarara,Northland,Maori,5-11,75,31,8,NA,NA,41%,11%,NA
101900,Kaeo,Northland,Maori,12+,457,365,342,296,180,80%,75%,61%
101900,Kaeo,Northland,Maori,5-11,107,36,14,NA,NA,34%,13%,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,642,467,436,378,215,73%,68%,57%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,122,13,Masked,NA,NA,11%,<5%,NA
102100,Hokianga South,Northland,Maori,12+,707,539,507,433,263,76%,72%,61%
102100,Hokianga South,Northland,Maori,5-11,113,28,Masked,NA,NA,25%,<5%,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,251,210,202,162,87,84%,80%,54%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,54,18,Masked,NA,NA,33%,<5%,NA
102300,Okaihau,Northland,Maori,12+,310,267,254,221,111,86%,82%,50%
102300,Okaihau,Northland,Maori,5-11,55,12,Masked,NA,NA,22%,<5%,NA
102400,Rangitane-Purerua,Northland,Maori,12+,345,311,292,247,140,90%,85%,57%
102400,Rangitane-Purerua,Northland,Maori,5-11,62,11,Masked,NA,NA,18%,<5%,NA
102500,Waipapa,Northland,Maori,12+,126,109,104,89,42,87%,83%,47%
102600,Puketotara,Northland,Maori,12+,232,203,199,167,96,88%,86%,57%
102600,Puketotara,Northland,Maori,5-11,50,22,Masked,NA,NA,44%,<5%,NA
102700,Waima Forest,Northland,Maori,12+,772,592,564,484,254,77%,73%,52%
102700,Waima Forest,Northland,Maori,5-11,126,18,Masked,NA,NA,14%,<5%,NA
102800,Riverview,Northland,Maori,12+,217,Masked,202,168,99,>95%,93%,59%
102800,Riverview,Northland,Maori,5-11,57,21,Masked,NA,NA,37%,<5%,NA
102900,Waipoua Forest,Northland,Maori,12+,630,518,497,449,289,82%,79%,64%
102900,Waipoua Forest,Northland,Maori,5-11,89,16,Masked,NA,NA,18%,<5%,NA
103000,Kerikeri Central,Northland,Maori,12+,449,400,383,322,154,89%,85%,48%
103000,Kerikeri Central,Northland,Maori,5-11,104,28,9,NA,NA,27%,9%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,56,Masked,Masked,99,29,>95%,>95%,29%
103100,Kerikeri South,Northland,Maori,12+,230,202,193,168,97,88%,84%,58%
103100,Kerikeri South,Northland,Maori,5-11,49,17,Masked,NA,NA,35%,8%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,403,345,328,288,172,86%,81%,60%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,70,13,Masked,NA,NA,19%,7%,NA
103300,Puketona-Waitangi,Northland,Maori,12+,267,235,233,212,129,88%,87%,61%
103400,Ngapuhi,Northland,Maori,12+,935,770,731,621,321,82%,78%,52%
103400,Ngapuhi,Northland,Maori,5-11,176,29,6,NA,NA,16%,<5%,NA
103500,Kaikohe,Northland,Maori,12+,"2,733","2,215","2,097","1,736",896,81%,77%,52%
103500,Kaikohe,Northland,Maori,5-11,615,145,34,NA,NA,24%,6%,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,100,90,88,74,34,90%,88%,46%
103600,Pakaraka,Northland,Maori,12+,149,135,129,109,63,91%,87%,58%
103700,Haruru,Northland,Maori,12+,213,192,188,159,83,90%,88%,52%
103700,Haruru,Northland,Maori,5-11,66,29,Masked,NA,NA,44%,<5%,NA
103800,Russell,Northland,Maori,12+,134,127,125,115,81,95%,93%,70%
103900,Paihia,Northland,Maori,12+,487,408,392,340,176,84%,80%,52%
103900,Paihia,Northland,Maori,5-11,82,19,6,NA,NA,23%,7%,NA
104000,Mataraua Forest,Northland,Maori,12+,323,257,239,201,114,80%,74%,57%
104000,Mataraua Forest,Northland,Maori,5-11,62,12,Masked,NA,NA,19%,<5%,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,810,653,626,502,269,81%,77%,54%
104100,Matawaia-Taumarere,Northland,Maori,5-11,160,43,6,NA,NA,27%,<5%,NA
104200,Russell Peninsula,Northland,Maori,12+,74,59,59,54,40,80%,80%,74%
104300,Opua (Far North District),Northland,Maori,12+,174,134,128,111,63,77%,74%,57%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,397,340,326,288,182,86%,82%,63%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,64,11,Masked,NA,NA,17%,<5%,NA
104500,Moerewa,Northland,Maori,12+,"1,178","1,003",958,808,421,85%,81%,52%
104500,Moerewa,Northland,Maori,5-11,255,33,9,NA,NA,13%,<5%,NA
104600,Kawakawa,Northland,Maori,12+,805,716,675,573,297,89%,84%,52%
104600,Kawakawa,Northland,Maori,5-11,169,33,Masked,NA,NA,20%,<5%,NA
104700,Maromaku,Northland,Maori,12+,244,189,181,153,85,77%,74%,56%
104700,Maromaku,Northland,Maori,5-11,60,21,Masked,NA,NA,35%,5%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,598,547,521,434,232,91%,87%,53%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,125,28,Masked,NA,NA,22%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,655,571,555,476,266,87%,85%,56%
104900,Whangaruru,Northland,Maori,5-11,125,47,6,NA,NA,38%,<5%,NA
105100,Matarau,Northland,Maori,12+,359,318,310,266,144,89%,86%,54%
105100,Matarau,Northland,Maori,5-11,87,25,8,NA,NA,29%,9%,NA
105200,Hikurangi,Northland,Maori,12+,462,416,397,325,165,90%,86%,51%
105200,Hikurangi,Northland,Maori,5-11,138,44,11,NA,NA,32%,8%,NA
105300,Kauri,Northland,Maori,12+,233,203,200,177,108,87%,86%,61%
105300,Kauri,Northland,Maori,5-11,58,16,Masked,NA,NA,28%,9%,NA
105400,Maungatapere,Northland,Maori,12+,429,397,383,325,199,93%,89%,61%
105400,Maungatapere,Northland,Maori,5-11,103,37,13,NA,NA,36%,13%,NA
105500,Kamo West,Northland,Maori,12+,389,357,353,292,173,92%,91%,59%
105500,Kamo West,Northland,Maori,5-11,95,38,14,NA,NA,40%,15%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,221,203,194,165,101,92%,88%,61%
105700,Kiripaka,Northland,Maori,12+,180,154,149,132,71,86%,83%,54%
105800,Kamo East,Northland,Maori,12+,928,837,801,663,303,90%,86%,46%
105800,Kamo East,Northland,Maori,5-11,250,67,13,NA,NA,27%,5%,NA
105800,Kamo East,Northland,Pacific Peoples,12+,101,87,83,74,43,86%,82%,58%
105900,Granfield Reserve,Northland,Maori,12+,463,433,414,353,197,94%,89%,56%
105900,Granfield Reserve,Northland,Maori,5-11,88,29,7,NA,NA,33%,8%,NA
106000,Kamo Central,Northland,Maori,12+,427,395,383,323,175,93%,90%,54%
106000,Kamo Central,Northland,Maori,5-11,87,36,10,NA,NA,41%,11%,NA
106100,Whau Valley,Northland,Maori,12+,608,552,536,471,254,91%,88%,54%
106100,Whau Valley,Northland,Maori,5-11,127,44,10,NA,NA,35%,8%,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,40,Masked,Masked,36,21,>95%,>95%,58%
106200,Tikipunga North,Northland,Maori,12+,953,862,825,689,336,90%,87%,49%
106200,Tikipunga North,Northland,Maori,5-11,274,71,8,NA,NA,26%,<5%,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,81,72,70,60,33,89%,86%,55%
106300,Pukenui,Northland,Maori,12+,171,156,153,128,86,91%,89%,67%
106300,Pukenui,Northland,Maori,5-11,48,26,Masked,NA,NA,54%,10%,NA
106400,Otangarei,Northland,Maori,12+,"1,267","1,062",976,800,340,84%,77%,42%
106400,Otangarei,Northland,Maori,5-11,269,38,Masked,NA,NA,14%,<5%,NA
106400,Otangarei,Northland,Pacific Peoples,12+,56,43,41,38,19,77%,73%,50%
106500,Tikipunga South,Northland,Maori,12+,"1,167","1,079","1,036",870,452,92%,89%,52%
106500,Tikipunga South,Northland,Maori,5-11,294,104,20,NA,NA,35%,7%,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,82,Masked,77,68,33,>95%,94%,49%
106600,Kensington (Whangarei District),Northland,Maori,12+,712,626,604,537,296,88%,85%,55%
106600,Kensington (Whangarei District),Northland,Maori,5-11,130,25,9,NA,NA,19%,7%,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,61,Masked,Masked,57,31,>95%,>95%,54%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,137,124,118,104,57,91%,86%,55%
106800,Mairtown,Northland,Maori,12+,525,465,451,398,245,89%,86%,62%
106800,Mairtown,Northland,Maori,5-11,97,30,6,NA,NA,31%,6%,NA
106800,Mairtown,Northland,Pacific Peoples,12+,57,44,44,41,24,77%,77%,59%
106900,Maunu-Horahora,Northland,Maori,12+,515,467,457,394,232,91%,89%,59%
106900,Maunu-Horahora,Northland,Maori,5-11,111,43,13,NA,NA,39%,12%,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,42,33,33,29,24,79%,79%,83%
107000,Woodhill-Vinetown,Northland,Maori,12+,725,612,585,502,287,84%,81%,57%
107000,Woodhill-Vinetown,Northland,Maori,5-11,114,31,10,NA,NA,27%,9%,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,83,Masked,Masked,69,41,>95%,>95%,59%
107100,Whangarei Central,Northland,Maori,12+,257,223,214,192,101,87%,83%,53%
107200,Riverside,Northland,Maori,12+,427,363,357,316,169,85%,84%,53%
107200,Riverside,Northland,Maori,5-11,76,30,Masked,NA,NA,39%,7%,NA
107200,Riverside,Northland,Pacific Peoples,12+,44,Masked,Masked,36,18,>95%,>95%,50%
107300,Raumanga,Northland,Maori,12+,"1,421","1,234","1,160",938,411,87%,82%,44%
107300,Raumanga,Northland,Maori,5-11,348,80,14,NA,NA,23%,<5%,NA
107300,Raumanga,Northland,Pacific Peoples,12+,97,92,85,72,35,95%,88%,49%
107400,Tarewa,Northland,Maori,12+,860,738,708,586,294,86%,82%,50%
107400,Tarewa,Northland,Maori,5-11,237,59,12,NA,NA,25%,5%,NA
107500,Morningside (Whangarei District),Northland,Maori,12+,757,680,649,560,287,90%,86%,51%
107500,Morningside (Whangarei District),Northland,Maori,5-11,133,46,17,NA,NA,35%,13%,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,49,45,45,41,23,92%,92%,56%
107600,Ngunguru,Northland,Maori,12+,153,132,131,120,72,86%,86%,60%
107700,Otaika-Portland,Northland,Maori,12+,299,249,236,203,124,83%,79%,61%
107700,Otaika-Portland,Northland,Maori,5-11,54,18,8,NA,NA,33%,15%,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,234,208,206,164,88,89%,88%,54%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,56,11,Masked,NA,NA,20%,9%,NA
108000,Pataua,Northland,Maori,12+,195,154,148,134,65,79%,76%,49%
108000,Pataua,Northland,Maori,5-11,42,9,Masked,NA,NA,21%,10%,NA
108100,Onerahi Park,Northland,Maori,12+,242,227,221,198,124,94%,91%,63%
108100,Onerahi Park,Northland,Maori,5-11,51,18,9,NA,NA,35%,18%,NA
108200,Sherwood Rise,Northland,Maori,12+,611,548,527,445,224,90%,86%,50%
108200,Sherwood Rise,Northland,Maori,5-11,155,36,11,NA,NA,23%,7%,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,40,Masked,Masked,37,17,>95%,>95%,46%
108300,Onerahi,Northland,Maori,12+,584,512,489,404,185,88%,84%,46%
108300,Onerahi,Northland,Maori,5-11,157,37,14,NA,NA,24%,9%,NA
108300,Onerahi,Northland,Pacific Peoples,12+,49,41,41,37,18,84%,84%,49%
108500,Parua Bay,Northland,Maori,12+,272,254,251,219,146,93%,92%,67%
108500,Parua Bay,Northland,Maori,5-11,59,26,6,NA,NA,44%,10%,NA
108600,Bream Bay,Northland,Maori,12+,350,300,285,245,143,86%,81%,58%
108600,Bream Bay,Northland,Maori,5-11,68,17,Masked,NA,NA,25%,6%,NA
108700,Marsden Bay,Northland,Maori,12+,306,Masked,286,245,146,>95%,93%,60%
108700,Marsden Bay,Northland,Maori,5-11,76,21,12,NA,NA,28%,16%,NA
108800,Ruakaka,Northland,Maori,12+,589,556,536,447,233,94%,91%,52%
108800,Ruakaka,Northland,Maori,5-11,137,39,8,NA,NA,28%,6%,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,52,49,49,45,28,94%,94%,62%
108900,Bream Head,Northland,Maori,12+,89,82,82,76,55,92%,92%,72%
109000,Waipu,Northland,Maori,12+,298,244,240,215,130,82%,81%,60%
109000,Waipu,Northland,Maori,5-11,47,10,Masked,NA,NA,21%,11%,NA
109100,Kaipara Coastal,Northland,Maori,12+,875,677,640,541,270,77%,73%,50%
109100,Kaipara Coastal,Northland,Maori,5-11,161,40,11,NA,NA,25%,7%,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,52,49,49,42,14,94%,94%,33%
109200,Maungaru,Northland,Maori,12+,254,222,213,182,91,87%,84%,50%
109200,Maungaru,Northland,Maori,5-11,58,18,Masked,NA,NA,31%,5%,NA
109300,Dargaville,Northland,Maori,12+,"1,350","1,111","1,037",889,404,82%,77%,45%
109300,Dargaville,Northland,Maori,5-11,272,45,13,NA,NA,17%,<5%,NA
109300,Dargaville,Northland,Pacific Peoples,12+,201,Masked,187,165,68,>95%,93%,41%
109300,Dargaville,Northland,Pacific Peoples,5-11,42,12,Masked,NA,NA,29%,<5%,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,471,397,383,327,193,84%,81%,59%
109400,Ruawai-Matakohe,Northland,Maori,5-11,101,23,6,NA,NA,23%,6%,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,177,134,129,116,66,76%,73%,57%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,41,9,0,NA,NA,22%,<5%,NA
109600,Maungaturoto,Northland,Maori,12+,178,165,158,133,69,93%,89%,52%
109600,Maungaturoto,Northland,Maori,5-11,52,18,Masked,NA,NA,35%,6%,NA
109700,Kaiwaka,Northland,Maori,12+,420,331,318,261,141,79%,76%,54%
109700,Kaiwaka,Northland,Maori,5-11,92,23,Masked,NA,NA,25%,<5%,NA
109800,Mangawhai Rural,Northland,Maori,12+,177,139,136,120,63,79%,77%,52%
109800,Mangawhai Rural,Northland,Maori,5-11,51,11,6,NA,NA,22%,12%,NA
109900,Mangawhai Heads,Northland,Maori,12+,162,142,135,118,72,88%,83%,61%
109900,Mangawhai Heads,Northland,Maori,5-11,42,17,6,NA,NA,40%,14%,NA
110100,Mangawhai,Northland,Maori,12+,71,63,62,50,30,89%,87%,60%
110200,Okahukura Peninsula,Waitemata,Maori,12+,177,149,144,115,48,84%,81%,42%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,47,8,Masked,NA,NA,17%,9%,NA
110400,Cape Rodney,Waitemata,Maori,12+,366,328,325,282,157,90%,89%,56%
110400,Cape Rodney,Waitemata,Maori,5-11,81,28,16,NA,NA,35%,20%,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,50,41,38,35,17,82%,76%,49%
110500,Wellsford,Waitemata,Maori,12+,293,238,228,193,89,81%,78%,46%
110500,Wellsford,Waitemata,Maori,5-11,68,13,6,NA,NA,19%,9%,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,68,62,61,58,18,91%,90%,31%
110700,South Head,Waitemata,Maori,12+,363,322,315,278,137,89%,87%,49%
110700,South Head,Waitemata,Maori,5-11,77,21,Masked,NA,NA,27%,5%,NA
110700,South Head,Waitemata,Pacific Peoples,12+,52,Masked,47,42,25,>95%,90%,60%
110800,Kaipara Hills,Waitemata,Maori,12+,251,217,209,181,84,86%,83%,46%
110800,Kaipara Hills,Waitemata,Maori,5-11,51,17,Masked,NA,NA,33%,<5%,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,78,66,63,54,26,85%,81%,48%
111100,Warkworth West,Waitemata,Maori,12+,145,131,129,109,54,90%,89%,50%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,82,Masked,Masked,81,52,>95%,>95%,64%
111200,Puhoi Valley,Waitemata,Maori,12+,191,173,170,143,67,91%,89%,47%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,63,Masked,Masked,63,37,>95%,>95%,59%
111300,Warkworth East,Waitemata,Maori,12+,194,174,170,146,70,90%,88%,48%
111300,Warkworth East,Waitemata,Pacific Peoples,12+,160,Masked,Masked,169,100,>95%,>95%,59%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,46,26,Masked,NA,NA,57%,9%,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,78,73,72,64,47,94%,92%,73%
111600,Te Kuru,Waitemata,Maori,12+,149,Masked,Masked,121,62,>95%,>95%,51%
111600,Te Kuru,Waitemata,Maori,5-11,41,16,Masked,NA,NA,39%,<5%,NA
111700,Snells Beach,Waitemata,Maori,12+,236,223,222,181,107,94%,94%,59%
111700,Snells Beach,Waitemata,Pacific Peoples,12+,104,Masked,Masked,93,48,>95%,>95%,52%
111800,Barrier Islands,Auckland,Maori,12+,180,150,146,129,87,83%,81%,67%
111800,Barrier Islands,Auckland,Maori,5-11,40,12,Masked,NA,NA,30%,8%,NA
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,43,Masked,Masked,36,21,>95%,>95%,58%
112100,Wainui-Waiwera,Waitemata,Maori,12+,98,Masked,91,85,51,>95%,93%,60%
112200,Parakai,Waitemata,Maori,12+,186,171,165,130,58,92%,89%,45%
112300,Helensville Rural,Waitemata,Maori,12+,113,Masked,Masked,97,59,>95%,>95%,61%
112400,Helensville,Waitemata,Maori,12+,416,361,346,297,159,87%,83%,54%
112400,Helensville,Waitemata,Maori,5-11,95,35,8,NA,NA,37%,8%,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,103,Masked,Masked,100,60,>95%,>95%,60%
112500,Waitoki,Waitemata,Maori,12+,59,53,53,47,27,90%,90%,57%
112600,Waikoukou Valley,Waitemata,Maori,12+,85,Masked,Masked,66,35,>95%,>95%,53%
112700,Orewa North,Waitemata,Maori,12+,179,Masked,Masked,150,88,>95%,>95%,59%
112700,Orewa North,Waitemata,Pacific Peoples,12+,64,58,57,52,33,91%,89%,63%
112800,Hatfields Beach,Waitemata,Maori,12+,106,98,98,81,51,92%,92%,63%
112900,Orewa South,Waitemata,Maori,12+,128,Masked,120,109,62,>95%,94%,57%
112900,Orewa South,Waitemata,Pacific Peoples,12+,67,59,58,57,33,88%,87%,58%
113000,Orewa Central,Waitemata,Maori,12+,147,136,133,119,81,93%,90%,68%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,69,58,58,56,34,84%,84%,61%
113100,Millwater North,Waitemata,Maori,12+,73,Masked,Masked,53,39,>95%,>95%,74%
113200,Waipatukahu,Waitemata,Maori,12+,154,139,138,128,79,90%,90%,62%
113300,Millwater South,Waitemata,Maori,12+,129,118,115,89,54,91%,89%,61%
113300,Millwater South,Waitemata,Maori,5-11,40,20,Masked,NA,NA,50%,10%,NA
113400,Dairy Flat North,Waitemata,Maori,12+,149,130,126,112,45,87%,85%,40%
113500,Dairy Flat West,Waitemata,Maori,12+,51,43,43,37,22,84%,84%,59%
113600,Kingsway,Waitemata,Maori,12+,85,Masked,Masked,76,42,>95%,>95%,55%
113600,Kingsway,Waitemata,Pacific Peoples,12+,44,Masked,Masked,44,19,>95%,>95%,43%
113800,Silverdale Central (Auckland),Waitemata,Maori,12+,50,44,44,36,16,88%,88%,44%
113900,Red Beach West,Waitemata,Maori,12+,109,100,95,79,53,92%,87%,67%
114000,Red Beach East,Waitemata,Maori,12+,181,Masked,Masked,155,98,>95%,>95%,63%
114000,Red Beach East,Waitemata,Pacific Peoples,12+,49,Masked,Masked,46,27,>95%,>95%,59%
114100,Silverdale South (Auckland),Waitemata,Maori,12+,101,85,84,70,36,84%,83%,51%
114200,Waimauku,Waitemata,Maori,12+,77,Masked,Masked,67,41,>95%,>95%,61%
114400,Vipond,Waitemata,Maori,12+,173,Masked,163,132,80,>95%,94%,61%
114400,Vipond,Waitemata,Maori,5-11,48,13,6,NA,NA,27%,12%,NA
114400,Vipond,Waitemata,Pacific Peoples,12+,40,Masked,Masked,33,23,>95%,>95%,70%
114500,Muriwai,Waitemata,Maori,12+,84,Masked,Masked,71,42,>95%,>95%,59%
114600,Stanmore Bay West,Waitemata,Maori,12+,181,170,165,148,79,94%,91%,53%
114600,Stanmore Bay West,Waitemata,Maori,5-11,44,26,9,NA,NA,59%,20%,NA
114700,Kumeu Rural West,Waitemata,Maori,12+,107,Masked,101,87,44,>95%,94%,51%
114700,Kumeu Rural West,Waitemata,Pacific Peoples,12+,66,Masked,Masked,56,34,>95%,>95%,61%
114800,Okura Bush,Waitemata,Maori,12+,64,59,56,49,26,92%,88%,53%
114900,Whangaparoa Central,Waitemata,Maori,12+,248,226,222,193,90,91%,90%,47%
114900,Whangaparoa Central,Waitemata,Maori,5-11,57,28,11,NA,NA,49%,19%,NA
114900,Whangaparoa Central,Waitemata,Pacific Peoples,12+,50,46,46,41,22,92%,92%,54%
115000,Kumeu-Huapai,Waitemata,Maori,12+,239,Masked,Masked,212,124,>95%,>95%,58%
115000,Kumeu-Huapai,Waitemata,Maori,5-11,70,46,15,NA,NA,66%,21%,NA
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,12+,148,Masked,Masked,127,87,>95%,>95%,69%
115100,Stanmore Bay East,Waitemata,Maori,12+,205,189,184,158,75,92%,90%,47%
115100,Stanmore Bay East,Waitemata,Pacific Peoples,12+,41,38,37,32,22,93%,90%,69%
115200,Manly West,Waitemata,Maori,12+,154,146,143,122,60,95%,93%,49%
115200,Manly West,Waitemata,Pacific Peoples,12+,42,Masked,39,36,13,>95%,93%,36%
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,12+,70,Masked,Masked,57,29,>95%,>95%,51%
115400,Tindalls-Matakatia,Waitemata,Maori,12+,88,Masked,Masked,83,49,>95%,>95%,59%
115500,Coatesville,Waitemata,Maori,12+,70,64,61,55,31,91%,87%,56%
115600,Dairy Flat South,Waitemata,Maori,12+,60,54,54,47,25,90%,90%,53%
115700,Gulf Harbour North,Waitemata,Maori,12+,113,Masked,Masked,92,63,>95%,>95%,68%
115700,Gulf Harbour North,Waitemata,Pacific Peoples,12+,45,Masked,Masked,40,19,>95%,>95%,48%
115800,Manly East,Waitemata,Maori,12+,197,171,168,154,93,87%,85%,60%
115800,Manly East,Waitemata,Maori,5-11,51,30,13,NA,NA,59%,25%,NA
115800,Manly East,Waitemata,Pacific Peoples,12+,67,55,55,49,22,82%,82%,45%
115900,Riverhead,Waitemata,Maori,12+,188,165,162,144,75,88%,86%,52%
115900,Riverhead,Waitemata,Maori,5-11,42,23,12,NA,NA,55%,29%,NA
115900,Riverhead,Waitemata,Pacific Peoples,12+,68,Masked,Masked,61,43,>95%,>95%,70%
116000,Army Bay,Waitemata,Maori,12+,68,Masked,Masked,67,39,>95%,>95%,58%
116000,Army Bay,Waitemata,Pacific Peoples,12+,41,Masked,Masked,35,24,>95%,>95%,69%
116100,Kumeu Rural East,Waitemata,Maori,12+,186,169,165,139,85,91%,89%,61%
116100,Kumeu Rural East,Waitemata,Pacific Peoples,12+,93,Masked,Masked,80,47,>95%,>95%,59%
116200,Gulf Harbour South,Waitemata,Maori,12+,63,56,54,47,31,89%,86%,66%
116200,Gulf Harbour South,Waitemata,Pacific Peoples,12+,44,39,38,36,23,89%,86%,64%
116400,Taupaki,Waitemata,Maori,12+,91,Masked,Masked,77,43,>95%,>95%,56%
116600,Paremoremo East,Waitemata,Maori,12+,114,Masked,Masked,101,56,>95%,>95%,55%
116700,Albany Heights,Waitemata,Maori,12+,104,94,92,82,46,90%,88%,56%
116700,Albany Heights,Waitemata,Pacific Peoples,12+,48,Masked,Masked,46,31,>95%,>95%,67%
116800,Awaruku,Waitemata,Maori,12+,123,Masked,Masked,107,66,>95%,>95%,62%
