DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Auckland Metro,Asian,60-64,Female,9572,7216,11771,813,613
Auckland Metro,Asian,60-64,Male,7875,5967,9386,839,636
Auckland Metro,Asian,60-64,Unknown/Other,17,11,17,1000,647
Auckland Metro,Asian,65-69,Female,8249,6966,9591,860,726
Auckland Metro,Asian,65-69,Male,6995,6045,8323,840,726
Auckland Metro,Asian,65-69,Unknown/Other,14,12,13,1077,923
Auckland Metro,Asian,70-74,Female,4994,4304,5803,861,742
Auckland Metro,Asian,70-74,Male,4853,4266,5520,879,773
Auckland Metro,Asian,75-79,Female,2873,2419,3533,813,685
Auckland Metro,Asian,75-79,Male,2591,2255,3128,828,721
Auckland Metro,Asian,80-84,Female,1856,1537,2375,781,647
Auckland Metro,Asian,80-84,Male,1643,1404,2182,753,643
Auckland Metro,Asian,85-89,Female,862,718,1068,807,672
Auckland Metro,Asian,85-89,Male,772,650,961,803,676
Auckland Metro,Asian,90+,Female,307,268,427,719,628
Auckland Metro,Asian,90+,Male,221,188,277,798,679
Auckland Metro,European or Other,12-15,Female,11171,118,17932,623,7
Auckland Metro,European or Other,12-15,Male,11571,126,18766,617,7
Auckland Metro,European or Other,12-15,Unknown/Other,8,0,12,667,0
Auckland Metro,European or Other,16-19,Female,11404,2059,17162,664,120
Auckland Metro,European or Other,16-19,Male,11143,1599,17686,630,90
Auckland Metro,European or Other,16-19,Unknown/Other,17,0,27,630,148
Auckland Metro,European or Other,20-24,Female,15526,5244,24678,629,212
Auckland Metro,European or Other,20-24,Male,13733,3359,23807,577,141
Auckland Metro,European or Other,20-24,Unknown/Other,48,12,44,1091,273
Auckland Metro,European or Other,25-29,Female,17519,6431,29464,595,218
Auckland Metro,European or Other,25-29,Male,15998,4702,27285,586,172
Auckland Metro,European or Other,25-29,Unknown/Other,63,19,48,1312,396
Auckland Metro,European or Other,30-34,Female,17852,5987,28812,620,208
Auckland Metro,European or Other,30-34,Male,17427,5052,27078,644,187
Auckland Metro,European or Other,30-34,Unknown/Other,44,16,38,1158,421
Auckland Metro,European or Other,35-39,Female,17435,5848,26776,651,218
Auckland Metro,European or Other,35-39,Male,16801,4966,25747,653,193
Auckland Metro,European or Other,35-39,Unknown/Other,25,9,25,1000,360
Auckland Metro,European or Other,40-44,Female,18773,7005,26491,709,264
Auckland Metro,European or Other,40-44,Male,18003,6101,25512,706,239
Auckland Metro,European or Other,40-44,Unknown/Other,20,7,11,1818,636
Auckland Metro,European or Other,45-49,Female,22109,9163,30170,733,304
Auckland Metro,European or Other,45-49,Male,20967,7720,29821,703,259
Auckland Metro,European or Other,45-49,Unknown/Other,12,5,11,1091,455
Auckland Metro,European or Other,50-54,Female,23767,11234,29297,811,383
Auckland Metro,European or Other,50-54,Male,23712,10170,30226,784,336
Auckland Metro,European or Other,50-54,Unknown/Other,19,9,12,1583,750
Auckland Metro,European or Other,55-59,Female,23134,13513,28531,811,474
Auckland Metro,European or Other,55-59,Male,23787,13002,29601,804,439
Auckland Metro,European or Other,55-59,Unknown/Other,6,0,5,1200,200
Auckland Metro,European or Other,60-64,Female,21517,14681,24673,872,595
Auckland Metro,European or Other,60-64,Male,21997,14374,25572,860,562
Auckland Metro,European or Other,65-69,Female,18683,15763,21180,882,744
Auckland Metro,European or Other,65-69,Male,18352,15412,20963,875,735
Auckland Metro,European or Other,70-74,Female,17871,15752,19883,899,792
Auckland Metro,European or Other,70-74,Male,17137,14982,18843,909,795
Auckland Metro,European or Other,75-79,Female,13877,12360,15000,925,824
Auckland Metro,European or Other,75-79,Male,12459,11185,13444,927,832
Auckland Metro,European or Other,80-84,Female,10218,9220,10658,959,865
Auckland Metro,European or Other,80-84,Male,8398,7606,8631,973,881
Auckland Metro,European or Other,85-89,Female,6086,5473,6754,901,810
Auckland Metro,European or Other,85-89,Male,4344,3943,4780,909,825
Auckland Metro,European or Other,90+,Female,4588,4106,5173,887,794
Auckland Metro,European or Other,90+,Male,2409,2145,2555,943,840
Auckland Metro,Maori,12-15,Female,2539,56,6685,380,8
Auckland Metro,Maori,12-15,Male,2595,57,7027,369,8
Auckland Metro,Maori,16-19,Female,2425,647,6115,397,106
Auckland Metro,Maori,16-19,Male,2395,538,6254,383,86
Auckland Metro,Maori,20-24,Female,3004,1148,8264,364,139
Auckland Metro,Maori,20-24,Male,2684,785,7710,348,102
Auckland Metro,Maori,25-29,Female,2924,1145,8224,356,139
Auckland Metro,Maori,25-29,Male,2549,835,7172,355,116
Auckland Metro,Maori,30-34,Female,2723,1031,6800,400,152
Auckland Metro,Maori,30-34,Male,2300,740,5793,397,128
Auckland Metro,Maori,35-39,Female,2510,1002,5276,476,190
Auckland Metro,Maori,35-39,Male,1938,656,4532,428,145
Auckland Metro,Maori,40-44,Female,2722,1439,4999,545,288
Auckland Metro,Maori,40-44,Male,2264,1017,4335,522,235
Auckland Metro,Maori,45-49,Female,3317,1872,5483,605,341
Auckland Metro,Maori,45-49,Male,2703,1329,4694,576,283
Auckland Metro,Maori,50-54,Female,3490,2115,5077,687,417
Auckland Metro,Maori,50-54,Male,2870,1521,4270,672,356
Auckland Metro,Maori,55-59,Female,3234,2356,4545,712,518
Auckland Metro,Maori,55-59,Male,2806,1950,3908,718,499
Auckland Metro,Maori,60-64,Female,2745,2186,3373,814,648
Auckland Metro,Maori,60-64,Male,2218,1666,2670,831,624
Auckland Metro,Maori,65-69,Female,1929,1637,2311,835,708
Auckland Metro,Maori,65-69,Male,1459,1201,1758,830,683
Auckland Metro,Maori,70-74,Female,1252,1101,1405,891,784
Auckland Metro,Maori,70-74,Male,993,860,1084,916,793
Auckland Metro,Maori,75-79,Female,652,568,799,816,711
Auckland Metro,Maori,75-79,Male,543,472,583,931,810
Auckland Metro,Maori,80-84,Female,432,362,518,834,699
Auckland Metro,Maori,80-84,Male,276,245,320,862,766
Auckland Metro,Maori,85-89,Female,161,135,207,778,652
Auckland Metro,Maori,85-89,Male,92,79,96,958,823
Auckland Metro,Maori,90+,Female,75,64,78,962,821
Auckland Metro,Maori,90+,Male,18,15,18,1000,833
Auckland Metro,Pacific Peoples,12-15,Female,4303,106,9039,476,12
Auckland Metro,Pacific Peoples,12-15,Male,4331,123,9459,458,13
Auckland Metro,Pacific Peoples,16-19,Female,4734,1371,9136,518,150
Auckland Metro,Pacific Peoples,16-19,Male,4320,1152,9254,467,124
Auckland Metro,Pacific Peoples,20-24,Female,5750,2269,12129,474,187
Auckland Metro,Pacific Peoples,20-24,Male,4765,1516,11228,424,135
Auckland Metro,Pacific Peoples,20-24,Unknown/Other,39,7,14,2786,500
Auckland Metro,Pacific Peoples,25-29,Female,5348,2285,11606,461,197
Auckland Metro,Pacific Peoples,25-29,Male,4518,1592,10513,430,151
Auckland Metro,Pacific Peoples,25-29,Unknown/Other,18,0,5,3600,600
Auckland Metro,Pacific Peoples,30-34,Female,5060,2283,9498,533,240
Auckland Metro,Pacific Peoples,30-34,Male,4482,1719,8785,510,196
Auckland Metro,Pacific Peoples,35-39,Female,4985,2537,8206,607,309
Auckland Metro,Pacific Peoples,35-39,Male,4601,1936,7899,582,245
Auckland Metro,Pacific Peoples,35-39,Unknown/Other,11,0,7,1571,286
Auckland Metro,Pacific Peoples,40-44,Female,5255,3015,7725,680,390
Auckland Metro,Pacific Peoples,40-44,Male,4863,2384,7254,670,329
Auckland Metro,Pacific Peoples,40-44,Unknown/Other,12,0,5,2400,800
Auckland Metro,Pacific Peoples,45-49,Female,5407,3321,7433,727,447
Auckland Metro,Pacific Peoples,45-49,Male,4802,2510,6951,691,361
Auckland Metro,Pacific Peoples,45-49,Unknown/Other,9,0,5,1800,600
Auckland Metro,Pacific Peoples,50-54,Female,5494,3687,7554,727,488
Auckland Metro,Pacific Peoples,50-54,Male,5135,3078,6822,753,451
Auckland Metro,Pacific Peoples,55-59,Female,5139,3897,6421,800,607
Auckland Metro,Pacific Peoples,55-59,Male,4701,3302,5865,802,563
Auckland Metro,Pacific Peoples,60-64,Female,4074,3265,5050,807,647
Auckland Metro,Pacific Peoples,60-64,Male,3768,2883,4488,840,642
Auckland Metro,Pacific Peoples,65-69,Female,3096,2635,3791,817,695
Auckland Metro,Pacific Peoples,65-69,Male,2869,2409,3460,829,696
Auckland Metro,Pacific Peoples,70-74,Female,2254,1905,2754,818,692
Auckland Metro,Pacific Peoples,70-74,Male,1960,1706,2391,820,714
Auckland Metro,Pacific Peoples,75-79,Female,1466,1202,1854,791,648
Auckland Metro,Pacific Peoples,75-79,Male,1115,968,1347,828,719
Auckland Metro,Pacific Peoples,80-84,Female,813,668,1075,756,621
Auckland Metro,Pacific Peoples,80-84,Male,535,449,727,736,618
Auckland Metro,Pacific Peoples,85-89,Female,359,289,566,634,511
Auckland Metro,Pacific Peoples,85-89,Male,200,163,269,743,606
Auckland Metro,Pacific Peoples,90+,Female,146,124,250,584,496
Auckland Metro,Pacific Peoples,90+,Male,52,44,84,619,524
Auckland Metro,Unknown,12-15,Female,105,0,61,1721,66
Auckland Metro,Unknown,12-15,Male,107,0,35,3057,57
Auckland Metro,Unknown,16-19,Female,160,30,48,3333,625
Auckland Metro,Unknown,16-19,Male,143,25,28,5107,893
Auckland Metro,Unknown,20-24,Female,252,96,93,2710,1032
Auckland Metro,Unknown,20-24,Male,309,80,95,3253,842
Auckland Metro,Unknown,25-29,Female,503,208,141,3567,1475
Auckland Metro,Unknown,25-29,Male,552,175,140,3943,1250
Auckland Metro,Unknown,25-29,Unknown/Other,177,81,6,29500,13500
Auckland Metro,Unknown,30-34,Female,497,223,139,3576,1604
Auckland Metro,Unknown,30-34,Male,714,262,197,3624,1330
Auckland Metro,Unknown,30-34,Unknown/Other,156,73,9,17333,8111
Auckland Metro,Unknown,35-39,Female,328,150,141,2326,1064
Auckland Metro,Unknown,35-39,Male,711,245,287,2477,854
Auckland Metro,Unknown,35-39,Unknown/Other,104,49,6,17333,8167
Auckland Metro,Unknown,40-44,Female,267,113,160,1669,706
Auckland Metro,Unknown,40-44,Male,574,208,287,2000,725
Auckland Metro,Unknown,45-49,Female,215,106,113,1903,938
Auckland Metro,Unknown,45-49,Male,548,213,330,1661,645
Auckland Metro,Unknown,50-54,Female,189,93,112,1688,830
Auckland Metro,Unknown,50-54,Male,510,216,350,1457,617
Auckland Metro,Unknown,55-59,Female,172,82,136,1265,603
Auckland Metro,Unknown,55-59,Male,514,251,378,1360,664
Auckland Metro,Unknown,60-64,Female,189,110,125,1512,880
Auckland Metro,Unknown,60-64,Male,411,256,329,1249,778
Auckland Metro,Unknown,65-69,Female,170,118,129,1318,915
Auckland Metro,Unknown,65-69,Male,319,248,259,1232,958
Auckland Metro,Unknown,70-74,Female,128,101,132,970,765
Auckland Metro,Unknown,70-74,Male,208,170,196,1061,867
Auckland Metro,Unknown,75-79,Female,81,68,95,853,716
Auckland Metro,Unknown,75-79,Male,107,99,110,973,900
Auckland Metro,Unknown,80-84,Female,60,50,69,870,725
Auckland Metro,Unknown,80-84,Male,57,48,51,1118,941
Auckland Metro,Unknown,85-89,Female,45,37,58,776,638
Auckland Metro,Unknown,85-89,Male,15,13,27,556,481
Auckland Metro,Unknown,90+,Female,21,20,23,913,870
Auckland Metro,Unknown,90+,Male,19,15,20,950,750
Bay of Plenty,Asian,12-15,Female,152,0,380,400,5
Bay of Plenty,Asian,12-15,Male,178,0,421,423,0
Bay of Plenty,Asian,16-19,Female,163,19,289,564,66
Bay of Plenty,Asian,16-19,Male,188,20,305,616,66
Bay of Plenty,Asian,20-24,Female,228,93,353,646,263
Bay of Plenty,Asian,20-24,Male,394,88,546,722,161
Bay of Plenty,Asian,25-29,Female,589,281,948,621,296
Bay of Plenty,Asian,25-29,Male,764,232,1083,705,214
Bay of Plenty,Asian,30-34,Female,812,401,1117,727,359
Bay of Plenty,Asian,30-34,Male,793,251,1026,773,245
Bay of Plenty,Asian,35-39,Female,629,253,919,684,275
Bay of Plenty,Asian,35-39,Male,565,175,739,765,237
Bay of Plenty,Asian,40-44,Female,502,185,678,740,273
Bay of Plenty,Asian,40-44,Male,456,139,604,755,230
Bay of Plenty,Asian,45-49,Female,450,185,556,809,333
Bay of Plenty,Asian,45-49,Male,378,134,407,929,329
Bay of Plenty,Asian,50-54,Female,326,152,399,817,381
Bay of Plenty,Asian,50-54,Male,287,110,318,903,346
Bay of Plenty,Asian,55-59,Female,299,160,328,912,488
Bay of Plenty,Asian,55-59,Male,200,97,240,833,404
Bay of Plenty,Asian,60-64,Female,254,161,313,812,514
Bay of Plenty,Asian,60-64,Male,153,97,206,743,471
Bay of Plenty,Asian,65-69,Female,206,167,249,827,671
Bay of Plenty,Asian,65-69,Male,167,123,192,870,641
Bay of Plenty,Asian,70-74,Female,140,113,157,892,720
Bay of Plenty,Asian,70-74,Male,106,87,132,803,659
Bay of Plenty,Asian,75-79,Female,56,43,73,767,589
Bay of Plenty,Asian,75-79,Male,56,43,63,889,683
Bay of Plenty,Asian,80-84,Female,33,19,45,733,422
Bay of Plenty,Asian,80-84,Male,31,27,42,738,643
Bay of Plenty,Asian,85-89,Female,7,5,9,778,556
Bay of Plenty,Asian,85-89,Male,11,5,14,786,357
Bay of Plenty,European or Other,12-15,Female,1426,6,3739,381,2
Bay of Plenty,European or Other,12-15,Male,1526,0,3990,382,1
Bay of Plenty,European or Other,16-19,Female,1402,199,3257,430,61
Bay of Plenty,European or Other,16-19,Male,1322,131,3453,383,38
Bay of Plenty,European or Other,20-24,Female,1423,488,3592,396,136
Bay of Plenty,European or Other,20-24,Male,1107,250,3718,298,67
Bay of Plenty,European or Other,25-29,Female,1756,676,4548,386,149
Bay of Plenty,European or Other,25-29,Male,1370,381,4018,341,95
Bay of Plenty,European or Other,30-34,Female,2161,707,5173,418,137
Bay of Plenty,European or Other,30-34,Male,1693,468,4364,388,107
Bay of Plenty,European or Other,35-39,Female,2330,788,4998,466,158
Bay of Plenty,European or Other,35-39,Male,1827,459,4396,416,104
Bay of Plenty,European or Other,40-44,Female,2846,910,4905,580,186
Bay of Plenty,European or Other,40-44,Male,2442,538,4551,537,118
Bay of Plenty,European or Other,45-49,Female,3585,1227,6005,597,204
Bay of Plenty,European or Other,45-49,Male,3158,787,5473,577,144
Bay of Plenty,European or Other,50-54,Female,4480,1803,6249,717,289
Bay of Plenty,European or Other,50-54,Male,3806,1142,5645,674,202
Bay of Plenty,European or Other,55-59,Female,4802,2748,6542,734,420
Bay of Plenty,European or Other,55-59,Male,4375,2253,6142,712,367
Bay of Plenty,European or Other,60-64,Female,5339,3570,6497,822,549
Bay of Plenty,European or Other,60-64,Male,4763,2972,6024,791,493
Bay of Plenty,European or Other,65-69,Female,5521,4715,6364,868,741
Bay of Plenty,European or Other,65-69,Male,5035,4241,5918,851,717
Bay of Plenty,European or Other,70-74,Female,5452,4865,6119,891,795
Bay of Plenty,European or Other,70-74,Male,5107,4500,5809,879,775
Bay of Plenty,European or Other,75-79,Female,4227,3791,4782,884,793
Bay of Plenty,European or Other,75-79,Male,3854,3474,4228,912,822
Bay of Plenty,European or Other,80-84,Female,3127,2788,3210,974,869
Bay of Plenty,European or Other,80-84,Male,2762,2487,2866,964,868
Bay of Plenty,European or Other,85-89,Female,1720,1492,1980,869,754
Bay of Plenty,European or Other,85-89,Male,1351,1216,1477,915,823
Bay of Plenty,European or Other,90+,Female,1138,994,1302,874,763
Bay of Plenty,European or Other,90+,Male,704,603,724,972,833
Bay of Plenty,Maori,12-15,Female,515,5,2540,203,2
Bay of Plenty,Maori,12-15,Male,587,8,2634,223,3
Bay of Plenty,Maori,16-19,Female,552,110,2146,257,51
Bay of Plenty,Maori,16-19,Male,490,81,2199,223,37
Bay of Plenty,Maori,20-24,Female,481,177,2469,195,72
Bay of Plenty,Maori,20-24,Male,441,128,2356,187,54
Bay of Plenty,Maori,25-29,Female,548,209,2388,229,88
Bay of Plenty,Maori,25-29,Male,423,126,2195,193,57
Bay of Plenty,Maori,30-34,Female,528,183,2116,250,86
Bay of Plenty,Maori,30-34,Male,459,133,1894,242,70
Bay of Plenty,Maori,35-39,Female,653,241,1916,341,126
Bay of Plenty,Maori,35-39,Male,462,128,1674,276,76
Bay of Plenty,Maori,40-44,Female,764,292,1834,417,159
Bay of Plenty,Maori,40-44,Male,597,184,1639,364,112
Bay of Plenty,Maori,45-49,Female,964,421,1896,508,222
Bay of Plenty,Maori,45-49,Male,699,194,1638,427,118
Bay of Plenty,Maori,50-54,Female,1018,456,1746,583,261
Bay of Plenty,Maori,50-54,Male,834,341,1564,533,218
Bay of Plenty,Maori,55-59,Female,1128,685,1790,630,383
Bay of Plenty,Maori,55-59,Male,896,486,1525,588,319
Bay of Plenty,Maori,60-64,Female,1118,798,1514,738,527
Bay of Plenty,Maori,60-64,Male,908,619,1172,775,528
Bay of Plenty,Maori,65-69,Female,908,753,1077,843,699
Bay of Plenty,Maori,65-69,Male,743,621,947,785,656
Bay of Plenty,Maori,70-74,Female,638,540,730,874,740
Bay of Plenty,Maori,70-74,Male,555,473,633,877,747
Bay of Plenty,Maori,75-79,Female,323,278,435,743,639
Bay of Plenty,Maori,75-79,Male,302,273,342,883,798
Bay of Plenty,Maori,80-84,Female,240,203,278,863,730
Bay of Plenty,Maori,80-84,Male,161,145,180,894,806
Bay of Plenty,Maori,85-89,Female,99,78,126,786,619
Bay of Plenty,Maori,85-89,Male,58,49,72,806,681
Bay of Plenty,Maori,90+,Female,38,34,50,760,680
Bay of Plenty,Maori,90+,Male,16,13,18,889,722
Bay of Plenty,Pacific Peoples,12-15,Female,38,0,164,232,0
Bay of Plenty,Pacific Peoples,12-15,Male,43,0,202,213,0
Bay of Plenty,Pacific Peoples,16-19,Female,42,9,146,288,62
Bay of Plenty,Pacific Peoples,16-19,Male,61,9,156,391,58
Bay of Plenty,Pacific Peoples,20-24,Female,62,29,175,354,166
Bay of Plenty,Pacific Peoples,20-24,Male,163,93,197,827,472
Bay of Plenty,Pacific Peoples,25-29,Female,93,49,173,538,283
Bay of Plenty,Pacific Peoples,25-29,Male,305,195,211,1445,924
Bay of Plenty,Pacific Peoples,30-34,Female,95,40,188,505,213
Bay of Plenty,Pacific Peoples,30-34,Male,238,152,214,1112,710
Bay of Plenty,Pacific Peoples,35-39,Female,82,38,147,558,259
Bay of Plenty,Pacific Peoples,35-39,Male,250,148,211,1185,701
Bay of Plenty,Pacific Peoples,40-44,Female,97,53,169,574,314
Bay of Plenty,Pacific Peoples,40-44,Male,202,114,186,1086,613
Bay of Plenty,Pacific Peoples,45-49,Female,92,38,134,687,284
Bay of Plenty,Pacific Peoples,45-49,Male,137,75,130,1054,577
Bay of Plenty,Pacific Peoples,50-54,Female,79,38,126,627,302
Bay of Plenty,Pacific Peoples,50-54,Male,108,49,136,794,360
Bay of Plenty,Pacific Peoples,55-59,Female,76,47,102,745,461
Bay of Plenty,Pacific Peoples,55-59,Male,61,32,80,762,400
Bay of Plenty,Pacific Peoples,60-64,Female,49,30,67,731,448
Bay of Plenty,Pacific Peoples,60-64,Male,62,40,79,785,506
Bay of Plenty,Pacific Peoples,65-69,Female,48,42,51,941,824
Bay of Plenty,Pacific Peoples,65-69,Male,43,31,61,705,508
Bay of Plenty,Pacific Peoples,70-74,Female,38,33,52,731,635
Bay of Plenty,Pacific Peoples,70-74,Male,25,21,29,862,724
Bay of Plenty,Pacific Peoples,75-79,Female,31,26,35,886,743
Bay of Plenty,Pacific Peoples,75-79,Male,17,14,23,739,609
Bay of Plenty,Pacific Peoples,80-84,Female,11,8,12,917,667
Bay of Plenty,Pacific Peoples,80-84,Male,7,6,12,583,500
Bay of Plenty,Unknown,20-24,Male,12,0,6,2000,167
Bay of Plenty,Unknown,25-29,Female,22,6,9,2444,667
Bay of Plenty,Unknown,25-29,Male,37,10,13,2846,769
Bay of Plenty,Unknown,30-34,Female,17,0,8,2125,500
Bay of Plenty,Unknown,30-34,Male,36,10,12,3000,833
Bay of Plenty,Unknown,35-39,Female,10,0,7,1429,571
Bay of Plenty,Unknown,35-39,Male,30,10,9,3333,1111
Bay of Plenty,Unknown,40-44,Female,20,5,8,2500,625
Bay of Plenty,Unknown,40-44,Male,39,10,18,2167,556
Bay of Plenty,Unknown,45-49,Female,5,0,6,833,500
Bay of Plenty,Unknown,45-49,Male,19,5,21,905,238
Bay of Plenty,Unknown,50-54,Female,9,0,7,1286,429
Bay of Plenty,Unknown,50-54,Male,32,9,19,1684,474
Bay of Plenty,Unknown,55-59,Female,7,0,6,1167,500
Bay of Plenty,Unknown,55-59,Male,29,8,19,1526,421
Bay of Plenty,Unknown,60-64,Female,17,7,10,1700,700
Bay of Plenty,Unknown,60-64,Male,22,14,15,1467,933
Bay of Plenty,Unknown,65-69,Female,5,0,10,500,200
Bay of Plenty,Unknown,65-69,Male,17,12,9,1889,1333
Bay of Plenty,Unknown,70-74,Male,17,10,19,895,526
Bay of Plenty,Unknown,75-79,Female,6,6,5,1200,1200
Bay of Plenty,Unknown,75-79,Male,11,6,9,1222,667
Canterbury,Asian,12-15,Female,684,13,1488,460,9
Canterbury,Asian,12-15,Male,685,15,1601,428,9
Canterbury,Asian,16-19,Female,735,132,1264,581,104
Canterbury,Asian,16-19,Male,755,115,1318,573,87
Canterbury,Asian,20-24,Female,1216,475,1773,686,268
Canterbury,Asian,20-24,Male,1335,377,1829,730,206
Canterbury,Asian,20-24,Unknown/Other,28,16,7,4000,2286
Canterbury,Asian,25-29,Female,2191,999,3186,688,314
Canterbury,Asian,25-29,Male,2343,863,3111,753,277
Canterbury,Asian,25-29,Unknown/Other,51,26,8,6375,3250
Canterbury,Asian,30-34,Female,3014,1416,4229,713,335
Canterbury,Asian,30-34,Male,2864,1041,3730,768,279
Canterbury,Asian,30-34,Unknown/Other,26,15,6,4333,2500
Canterbury,Asian,35-39,Female,2708,1078,4047,669,266
Canterbury,Asian,35-39,Male,2706,784,3696,732,212
Canterbury,Asian,35-39,Unknown/Other,14,0,7,2000,286
Canterbury,Asian,40-44,Female,2052,746,2851,720,262
Canterbury,Asian,40-44,Male,1966,536,2646,743,203
Canterbury,Asian,40-44,Unknown/Other,5,0,6,833,167
Canterbury,Asian,45-49,Female,1517,614,2126,714,289
Canterbury,Asian,45-49,Male,1374,419,1857,740,226
Canterbury,Asian,50-54,Female,1258,517,1537,818,336
Canterbury,Asian,50-54,Male,1085,339,1309,829,259
Canterbury,Asian,55-59,Female,959,427,1275,752,335
Canterbury,Asian,55-59,Male,751,308,972,773,317
Canterbury,Asian,60-64,Female,958,475,1294,740,367
Canterbury,Asian,60-64,Male,668,343,852,784,403
Canterbury,Asian,65-69,Female,799,470,996,802,472
Canterbury,Asian,65-69,Male,622,365,834,746,438
Canterbury,Asian,70-74,Female,454,315,516,880,610
Canterbury,Asian,70-74,Male,441,297,476,926,624
Canterbury,Asian,75-79,Female,184,113,287,641,394
Canterbury,Asian,75-79,Male,182,127,241,755,527
Canterbury,Asian,80-84,Female,147,96,184,799,522
Canterbury,Asian,80-84,Male,119,74,154,773,481
Canterbury,Asian,85-89,Female,61,44,79,772,557
Canterbury,Asian,85-89,Male,44,27,64,688,422
Canterbury,Asian,90+,Female,29,24,35,829,686
Canterbury,Asian,90+,Male,22,12,28,786,429
Canterbury,European or Other,12-15,Female,4065,32,9585,424,3
Canterbury,European or Other,12-15,Male,4370,37,10084,433,4
Canterbury,European or Other,16-19,Female,5113,951,9984,512,95
Canterbury,European or Other,16-19,Male,4631,696,10205,454,68
Canterbury,European or Other,20-24,Female,6623,2405,13154,503,183
Canterbury,European or Other,20-24,Male,5506,1360,13845,398,98
Canterbury,European or Other,20-24,Unknown/Other,5,0,12,417,167
Canterbury,European or Other,25-29,Female,6674,2703,14413,463,188
Canterbury,European or Other,25-29,Male,5553,1694,14024,396,121
Canterbury,European or Other,25-29,Unknown/Other,11,0,20,550,100
Canterbury,European or Other,30-34,Female,7130,2480,14097,506,176
Canterbury,European or Other,30-34,Male,6301,1814,13919,453,130
Canterbury,European or Other,30-34,Unknown/Other,14,6,7,2000,857
Canterbury,European or Other,35-39,Female,7177,2532,12782,561,198
Canterbury,European or Other,35-39,Male,6064,1696,12323,492,138
Canterbury,European or Other,35-39,Unknown/Other,5,0,5,1000,200
Canterbury,European or Other,40-44,Female,8195,2954,12889,636,229
Canterbury,European or Other,40-44,Male,6846,1929,12314,556,157
Canterbury,European or Other,45-49,Female,10082,4151,15519,650,267
Canterbury,European or Other,45-49,Male,8463,2685,14433,586,186
Canterbury,European or Other,50-54,Female,12071,5304,15684,770,338
Canterbury,European or Other,50-54,Male,10859,3690,15302,710,241
Canterbury,European or Other,55-59,Female,12533,6443,15922,787,405
Canterbury,European or Other,55-59,Male,11451,4844,15603,734,310
Canterbury,European or Other,60-64,Female,12370,7342,14458,856,508
Canterbury,European or Other,60-64,Male,11687,6236,14215,822,439
Canterbury,European or Other,65-69,Female,11205,7312,12622,888,579
Canterbury,European or Other,65-69,Male,10573,6643,12116,873,548
Canterbury,European or Other,70-74,Female,10885,8659,11648,934,743
Canterbury,European or Other,70-74,Male,9990,7853,10748,929,731
Canterbury,European or Other,75-79,Female,7665,6156,8212,933,750
Canterbury,European or Other,75-79,Male,6864,5539,7310,939,758
Canterbury,European or Other,80-84,Female,5815,4597,5990,971,767
Canterbury,European or Other,80-84,Male,4618,3661,4678,987,783
Canterbury,European or Other,85-89,Female,3489,2744,3860,904,711
Canterbury,European or Other,85-89,Male,2432,1966,2644,920,744
Canterbury,European or Other,90+,Female,2487,2121,2642,941,803
Canterbury,European or Other,90+,Male,1281,1055,1332,962,792
Canterbury,Maori,12-15,Female,534,5,1851,288,3
