DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Auckland,Unknown,35-39,Female,224,193,50,4480,3860
Auckland,Unknown,35-39,Male,448,394,98,4571,4020
Auckland,Unknown,40-44,Female,172,157,50,3440,3140
Auckland,Unknown,40-44,Male,343,316,81,4235,3901
Auckland,Unknown,45-49,Female,154,127,42,3667,3024
Auckland,Unknown,45-49,Male,268,238,103,2602,2311
Auckland,Unknown,50-54,Female,101,94,40,2525,2350
Auckland,Unknown,50-54,Male,234,200,91,2571,2198
Auckland,Unknown,55-59,Female,80,72,40,2000,1800
Auckland,Unknown,55-59,Male,209,177,87,2402,2034
Auckland,Unknown,60-64,Female,102,89,39,2615,2282
Auckland,Unknown,60-64,Male,148,125,82,1805,1524
Auckland,Unknown,65-69,Female,71,64,43,1651,1488
Auckland,Unknown,65-69,Male,102,96,77,1325,1247
Auckland,Unknown,70-74,Female,58,50,44,1318,1136
Auckland,Unknown,70-74,Male,56,52,47,1191,1106
Auckland,Unknown,75-79,Female,29,26,26,1115,1000
Auckland,Unknown,75-79,Male,16,15,18,889,833
Auckland,Unknown,80-84,Female,10,10,22,455,455
Auckland,Unknown,80-84,Male,13,12,10,1300,1200
Auckland,Unknown,85-89,Female,8,7,12,667,583
Auckland,Unknown,90+,Male,7,5,5,1400,1000
Bay of Plenty,Asian,12-15,Female,368,281,380,968,739
Bay of Plenty,Asian,12-15,Male,404,323,421,960,767
Bay of Plenty,Asian,16-19,Female,340,264,289,1176,913
Bay of Plenty,Asian,16-19,Male,370,297,305,1213,974
Bay of Plenty,Asian,20-24,Female,421,336,353,1193,952
Bay of Plenty,Asian,20-24,Male,975,688,546,1786,1260
Bay of Plenty,Asian,25-29,Female,964,819,948,1017,864
Bay of Plenty,Asian,25-29,Male,1586,1254,1083,1464,1158
Bay of Plenty,Asian,30-34,Female,1268,1105,1117,1135,989
Bay of Plenty,Asian,30-34,Male,1343,1155,1026,1309,1126
Bay of Plenty,Asian,35-39,Female,964,863,919,1049,939
Bay of Plenty,Asian,35-39,Male,930,825,739,1258,1116
Bay of Plenty,Asian,40-44,Female,733,653,678,1081,963
Bay of Plenty,Asian,40-44,Male,708,645,604,1172,1068
Bay of Plenty,Asian,45-49,Female,602,565,556,1083,1016
Bay of Plenty,Asian,45-49,Male,543,507,407,1334,1246
Bay of Plenty,Asian,50-54,Female,399,388,399,1000,972
Bay of Plenty,Asian,50-54,Male,366,346,318,1151,1088
Bay of Plenty,Asian,55-59,Female,351,328,328,1070,1000
Bay of Plenty,Asian,55-59,Male,243,236,240,1012,983
Bay of Plenty,Asian,60-64,Female,292,278,313,933,888
Bay of Plenty,Asian,60-64,Male,176,169,206,854,820
Bay of Plenty,Asian,65-69,Female,233,223,249,936,896
Bay of Plenty,Asian,65-69,Male,194,181,192,1010,943
Bay of Plenty,Asian,70-74,Female,157,151,157,1000,962
Bay of Plenty,Asian,70-74,Male,119,115,132,902,871
Bay of Plenty,Asian,75-79,Female,62,63,73,849,863
Bay of Plenty,Asian,75-79,Male,65,58,63,1032,921
Bay of Plenty,Asian,80-84,Female,41,39,45,911,867
Bay of Plenty,Asian,80-84,Male,35,37,42,833,881
Bay of Plenty,Asian,85-89,Female,11,9,9,1222,1000
Bay of Plenty,Asian,85-89,Male,13,13,14,929,929
Bay of Plenty,Asian,90+,Male,5,0,5,1000,800
Bay of Plenty,European or Other,12-15,Female,2877,2123,3739,769,568
Bay of Plenty,European or Other,12-15,Male,2999,2161,3990,752,542
Bay of Plenty,European or Other,16-19,Female,2679,2020,3257,823,620
Bay of Plenty,European or Other,16-19,Male,2776,2016,3453,804,584
Bay of Plenty,European or Other,20-24,Female,2743,2040,3592,764,568
Bay of Plenty,European or Other,20-24,Male,2821,1931,3718,759,519
Bay of Plenty,European or Other,25-29,Female,3344,2472,4548,735,544
Bay of Plenty,European or Other,25-29,Male,3095,2193,4018,770,546
Bay of Plenty,European or Other,25-29,Unknown/Other,7,0,8,875,500
Bay of Plenty,European or Other,30-34,Female,4163,3268,5173,805,632
Bay of Plenty,European or Other,30-34,Male,3635,2769,4364,833,635
Bay of Plenty,European or Other,35-39,Female,4191,3436,4998,839,687
Bay of Plenty,European or Other,35-39,Male,3715,2932,4396,845,667
Bay of Plenty,European or Other,40-44,Female,4083,3482,4905,832,710
Bay of Plenty,European or Other,40-44,Male,3688,3146,4551,810,691
Bay of Plenty,European or Other,45-49,Female,4756,4226,6005,792,704
Bay of Plenty,European or Other,45-49,Male,4480,3872,5473,819,707
Bay of Plenty,European or Other,50-54,Female,5462,4945,6249,874,791
Bay of Plenty,European or Other,50-54,Male,4903,4422,5645,869,783
Bay of Plenty,European or Other,55-59,Female,5696,5279,6542,871,807
Bay of Plenty,European or Other,55-59,Male,5350,4946,6142,871,805
Bay of Plenty,European or Other,60-64,Female,5971,5649,6497,919,869
Bay of Plenty,European or Other,60-64,Male,5439,5146,6024,903,854
Bay of Plenty,European or Other,65-69,Female,5933,5706,6364,932,897
Bay of Plenty,European or Other,65-69,Male,5509,5288,5918,931,894
Bay of Plenty,European or Other,70-74,Female,5809,5614,6119,949,917
Bay of Plenty,European or Other,70-74,Male,5440,5280,5809,936,909
Bay of Plenty,European or Other,75-79,Female,4487,4358,4782,938,911
Bay of Plenty,European or Other,75-79,Male,4089,3972,4228,967,939
Bay of Plenty,European or Other,80-84,Female,3309,3262,3210,1031,1016
Bay of Plenty,European or Other,80-84,Male,2921,2872,2866,1019,1002
Bay of Plenty,European or Other,85-89,Female,1843,1781,1980,931,899
Bay of Plenty,European or Other,85-89,Male,1429,1414,1477,968,957
Bay of Plenty,European or Other,90+,Female,1221,1173,1302,938,901
Bay of Plenty,European or Other,90+,Male,750,729,724,1036,1007
Bay of Plenty,Maori,12-15,Female,1354,841,2540,533,331
Bay of Plenty,Maori,12-15,Male,1400,885,2634,532,336
Bay of Plenty,Maori,16-19,Female,1271,807,2146,592,376
Bay of Plenty,Maori,16-19,Male,1218,767,2199,554,349
Bay of Plenty,Maori,20-24,Female,1252,751,2469,507,304
Bay of Plenty,Maori,20-24,Male,1254,715,2356,532,303
Bay of Plenty,Maori,25-29,Female,1264,766,2388,529,321
Bay of Plenty,Maori,25-29,Male,1146,650,2195,522,296
Bay of Plenty,Maori,30-34,Female,1223,789,2116,578,373
Bay of Plenty,Maori,30-34,Male,1068,705,1894,564,372
Bay of Plenty,Maori,35-39,Female,1240,886,1916,647,462
Bay of Plenty,Maori,35-39,Male,1016,678,1674,607,405
Bay of Plenty,Maori,40-44,Female,1268,962,1834,691,525
Bay of Plenty,Maori,40-44,Male,1098,787,1639,670,480
Bay of Plenty,Maori,45-49,Female,1432,1177,1896,755,621
Bay of Plenty,Maori,45-49,Male,1162,892,1638,709,545
Bay of Plenty,Maori,50-54,Female,1410,1193,1746,808,683
Bay of Plenty,Maori,50-54,Male,1228,1015,1564,785,649
Bay of Plenty,Maori,55-59,Female,1445,1285,1790,807,718
Bay of Plenty,Maori,55-59,Male,1190,1048,1525,780,687
Bay of Plenty,Maori,60-64,Female,1347,1211,1514,890,800
Bay of Plenty,Maori,60-64,Male,1116,1016,1172,952,867
Bay of Plenty,Maori,65-69,Female,1038,979,1077,964,909
Bay of Plenty,Maori,65-69,Male,852,813,947,900,859
Bay of Plenty,Maori,70-74,Female,706,667,730,967,914
Bay of Plenty,Maori,70-74,Male,636,586,633,1005,926
Bay of Plenty,Maori,75-79,Female,370,347,435,851,798
Bay of Plenty,Maori,75-79,Male,343,335,342,1003,980
Bay of Plenty,Maori,80-84,Female,272,256,278,978,921
Bay of Plenty,Maori,80-84,Male,173,167,180,961,928
Bay of Plenty,Maori,85-89,Female,117,109,126,929,865
Bay of Plenty,Maori,85-89,Male,64,61,72,889,847
Bay of Plenty,Maori,90+,Female,41,39,50,820,780
Bay of Plenty,Maori,90+,Male,19,17,18,1056,944
Bay of Plenty,Pacific Peoples,12-15,Female,119,76,164,726,463
Bay of Plenty,Pacific Peoples,12-15,Male,122,84,202,604,416
Bay of Plenty,Pacific Peoples,16-19,Female,101,75,146,692,514
Bay of Plenty,Pacific Peoples,16-19,Male,146,104,156,936,667
Bay of Plenty,Pacific Peoples,20-24,Female,146,93,175,834,531
Bay of Plenty,Pacific Peoples,20-24,Male,280,222,197,1421,1127
Bay of Plenty,Pacific Peoples,25-29,Female,154,121,173,890,699
Bay of Plenty,Pacific Peoples,25-29,Male,423,363,211,2005,1720
Bay of Plenty,Pacific Peoples,30-34,Female,167,129,188,888,686
Bay of Plenty,Pacific Peoples,30-34,Male,369,306,214,1724,1430
Bay of Plenty,Pacific Peoples,35-39,Female,136,104,147,925,707
Bay of Plenty,Pacific Peoples,35-39,Male,376,326,211,1782,1545
Bay of Plenty,Pacific Peoples,40-44,Female,141,122,169,834,722
Bay of Plenty,Pacific Peoples,40-44,Male,290,259,186,1559,1392
Bay of Plenty,Pacific Peoples,45-49,Female,134,117,134,1000,873
Bay of Plenty,Pacific Peoples,45-49,Male,187,175,130,1438,1346
Bay of Plenty,Pacific Peoples,50-54,Female,106,91,126,841,722
Bay of Plenty,Pacific Peoples,50-54,Male,158,147,136,1162,1081
Bay of Plenty,Pacific Peoples,55-59,Female,104,95,102,1020,931
Bay of Plenty,Pacific Peoples,55-59,Male,79,73,80,988,912
Bay of Plenty,Pacific Peoples,60-64,Female,59,56,67,881,836
Bay of Plenty,Pacific Peoples,60-64,Male,75,69,79,949,873
Bay of Plenty,Pacific Peoples,65-69,Female,56,53,51,1098,1039
Bay of Plenty,Pacific Peoples,65-69,Male,48,47,61,787,770
Bay of Plenty,Pacific Peoples,70-74,Female,42,39,52,808,750
Bay of Plenty,Pacific Peoples,70-74,Male,27,26,29,931,897
Bay of Plenty,Pacific Peoples,75-79,Female,34,31,35,971,886
Bay of Plenty,Pacific Peoples,75-79,Male,22,20,23,957,870
Bay of Plenty,Pacific Peoples,80-84,Female,12,12,12,1000,1000
Bay of Plenty,Pacific Peoples,80-84,Male,9,9,12,750,750
Bay of Plenty,Unknown,20-24,Male,27,19,6,4500,3167
Bay of Plenty,Unknown,25-29,Female,35,29,9,3889,3222
Bay of Plenty,Unknown,25-29,Male,66,52,13,5077,4000
Bay of Plenty,Unknown,30-34,Female,31,26,8,3875,3250
Bay of Plenty,Unknown,30-34,Male,53,40,12,4417,3333
Bay of Plenty,Unknown,35-39,Female,22,20,7,3143,2857
Bay of Plenty,Unknown,35-39,Male,50,44,9,5556,4889
Bay of Plenty,Unknown,40-44,Female,22,21,8,2750,2625
Bay of Plenty,Unknown,40-44,Male,54,44,18,3000,2444
Bay of Plenty,Unknown,45-49,Female,9,5,6,1500,833
Bay of Plenty,Unknown,45-49,Male,34,30,21,1619,1429
Bay of Plenty,Unknown,50-54,Female,10,8,7,1429,1143
Bay of Plenty,Unknown,50-54,Male,40,35,19,2105,1842
Bay of Plenty,Unknown,55-59,Female,7,6,6,1167,1000
Bay of Plenty,Unknown,55-59,Male,43,34,19,2263,1789
Bay of Plenty,Unknown,60-64,Female,18,15,10,1800,1500
Bay of Plenty,Unknown,60-64,Male,23,22,15,1533,1467
Bay of Plenty,Unknown,65-69,Female,6,6,10,600,600
Bay of Plenty,Unknown,65-69,Male,17,17,9,1889,1889
Bay of Plenty,Unknown,70-74,Male,20,20,19,1053,1053
Bay of Plenty,Unknown,75-79,Female,6,6,5,1200,1200
Bay of Plenty,Unknown,75-79,Male,9,8,9,1000,889
Canterbury,Asian,12-15,Female,1500,1095,1488,1008,736
Canterbury,Asian,12-15,Male,1589,1117,1601,993,698
Canterbury,Asian,16-19,Female,1387,1076,1264,1097,851
Canterbury,Asian,16-19,Male,1604,1172,1318,1217,889
Canterbury,Asian,20-24,Female,1961,1588,1773,1106,896
Canterbury,Asian,20-24,Male,2523,1907,1829,1379,1043
Canterbury,Asian,20-24,Unknown/Other,47,41,7,6714,5857
Canterbury,Asian,25-29,Female,3337,2802,3186,1047,879
Canterbury,Asian,25-29,Male,3846,3114,3111,1236,1001
Canterbury,Asian,25-29,Unknown/Other,76,72,8,9500,9000
Canterbury,Asian,30-34,Female,4344,3716,4229,1027,879
Canterbury,Asian,30-34,Male,4239,3650,3730,1136,979
Canterbury,Asian,30-34,Unknown/Other,35,33,6,5833,5500
Canterbury,Asian,35-39,Female,3997,3464,4047,988,856
Canterbury,Asian,35-39,Male,3964,3474,3696,1073,940
Canterbury,Asian,35-39,Unknown/Other,21,14,7,3000,2000
Canterbury,Asian,40-44,Female,2974,2657,2851,1043,932
Canterbury,Asian,40-44,Male,3008,2675,2646,1137,1011
Canterbury,Asian,40-44,Unknown/Other,12,9,6,2000,1500
Canterbury,Asian,45-49,Female,2175,1929,2126,1023,907
Canterbury,Asian,45-49,Male,2069,1834,1857,1114,988
Canterbury,Asian,50-54,Female,1626,1490,1537,1058,969
Canterbury,Asian,50-54,Male,1470,1345,1309,1123,1028
Canterbury,Asian,55-59,Female,1210,1137,1275,949,892
Canterbury,Asian,55-59,Male,960,892,972,988,918
Canterbury,Asian,60-64,Female,1149,1073,1294,888,829
Canterbury,Asian,60-64,Male,786,750,852,923,880
Canterbury,Asian,65-69,Female,948,889,996,952,893
Canterbury,Asian,65-69,Male,716,678,834,859,813
Canterbury,Asian,70-74,Female,525,491,516,1017,952
Canterbury,Asian,70-74,Male,488,475,476,1025,998
Canterbury,Asian,75-79,Female,240,211,287,836,735
Canterbury,Asian,75-79,Male,211,199,241,876,826
Canterbury,Asian,80-84,Female,179,162,184,973,880
Canterbury,Asian,80-84,Male,141,136,154,916,883
Canterbury,Asian,85-89,Female,74,73,79,937,924
Canterbury,Asian,85-89,Male,55,49,64,859,766
Canterbury,Asian,90+,Female,38,34,35,1086,971
Canterbury,Asian,90+,Male,26,24,28,929,857
Canterbury,European or Other,12-15,Female,8443,6209,9585,881,648
Canterbury,European or Other,12-15,Male,8964,6709,10084,889,665
Canterbury,European or Other,16-19,Female,9110,7072,9984,912,708
Canterbury,European or Other,16-19,Male,9089,6701,10205,891,657
Canterbury,European or Other,16-19,Unknown/Other,7,7,5,1400,1400
Canterbury,European or Other,20-24,Female,11827,9143,13154,899,695
Canterbury,European or Other,20-24,Male,12201,8526,13845,881,616
Canterbury,European or Other,20-24,Unknown/Other,10,8,12,833,667
Canterbury,European or Other,25-29,Female,11904,9098,14413,826,631
Canterbury,European or Other,25-29,Male,11653,8325,14024,831,594
Canterbury,European or Other,25-29,Unknown/Other,28,22,20,1400,1100
Canterbury,European or Other,30-34,Female,12397,9789,14097,879,694
Canterbury,European or Other,30-34,Male,12339,9218,13919,886,662
Canterbury,European or Other,30-34,Unknown/Other,20,17,7,2857,2429
Canterbury,European or Other,35-39,Female,11374,9495,12782,890,743
Canterbury,European or Other,35-39,Male,10903,8758,12323,885,711
Canterbury,European or Other,35-39,Unknown/Other,10,8,5,2000,1600
Canterbury,European or Other,40-44,Female,11696,10150,12889,907,787
Canterbury,European or Other,40-44,Male,10770,9042,12314,875,734
Canterbury,European or Other,40-44,Unknown/Other,7,5,7,1000,714
Canterbury,European or Other,45-49,Female,13545,12102,15519,873,780
Canterbury,European or Other,45-49,Male,12562,10886,14433,870,754
Canterbury,European or Other,50-54,Female,14851,13570,15684,947,865
Canterbury,European or Other,50-54,Male,14217,12854,15302,929,840
Canterbury,European or Other,55-59,Female,14829,13826,15922,931,868
Canterbury,European or Other,55-59,Male,14302,13168,15603,917,844
Canterbury,European or Other,60-64,Female,14019,13372,14458,970,925
Canterbury,European or Other,60-64,Male,13723,13012,14215,965,915
Canterbury,European or Other,65-69,Female,12237,11817,12622,969,936
Canterbury,European or Other,65-69,Male,11751,11308,12116,970,933
Canterbury,European or Other,70-74,Female,11522,11226,11648,989,964
Canterbury,European or Other,70-74,Male,10682,10377,10748,994,965
Canterbury,European or Other,75-79,Female,8151,8017,8212,993,976
Canterbury,European or Other,75-79,Male,7285,7187,7310,997,983
Canterbury,European or Other,80-84,Female,6175,6038,5990,1031,1008
Canterbury,European or Other,80-84,Male,4905,4785,4678,1049,1023
Canterbury,European or Other,85-89,Female,3723,3608,3860,965,935
Canterbury,European or Other,85-89,Male,2581,2538,2644,976,960
Canterbury,European or Other,90+,Female,2650,2563,2642,1003,970
Canterbury,European or Other,90+,Male,1380,1333,1332,1036,1001
Canterbury,Maori,12-15,Female,1430,895,1851,773,484
Canterbury,Maori,12-15,Male,1516,991,1964,772,505
Canterbury,Maori,16-19,Female,1379,940,1739,793,541
Canterbury,Maori,16-19,Male,1344,865,1741,772,497
Canterbury,Maori,20-24,Female,1791,1217,2319,772,525
Canterbury,Maori,20-24,Male,1687,1043,2273,742,459
Canterbury,Maori,25-29,Female,1476,988,2108,700,469
Canterbury,Maori,25-29,Male,1388,856,2139,649,400
Canterbury,Maori,30-34,Female,1403,983,1858,755,529
Canterbury,Maori,30-34,Male,1274,864,1768,721,489
Canterbury,Maori,35-39,Female,1095,801,1356,808,591
Canterbury,Maori,35-39,Male,1032,693,1359,759,510
Canterbury,Maori,40-44,Female,1092,856,1371,796,624
Canterbury,Maori,40-44,Male,969,729,1270,763,574
Canterbury,Maori,45-49,Female,1195,1008,1409,848,715
Canterbury,Maori,45-49,Male,1025,794,1240,827,640
Canterbury,Maori,50-54,Female,1246,1075,1365,913,788
Canterbury,Maori,50-54,Male,1159,979,1311,884,747
Canterbury,Maori,55-59,Female,1055,959,1180,894,813
Canterbury,Maori,55-59,Male,889,797,1008,882,791
Canterbury,Maori,60-64,Female,843,776,848,994,915
Canterbury,Maori,60-64,Male,795,742,833,954,891
Canterbury,Maori,65-69,Female,571,539,577,990,934
Canterbury,Maori,65-69,Male,528,493,570,926,865
Canterbury,Maori,70-74,Female,418,403,401,1042,1005
Canterbury,Maori,70-74,Male,399,384,350,1140,1097
Canterbury,Maori,75-79,Female,231,216,223,1036,969
Canterbury,Maori,75-79,Male,227,226,223,1018,1013
Canterbury,Maori,80-84,Female,119,117,114,1044,1026
Canterbury,Maori,80-84,Male,94,90,83,1133,1084
Canterbury,Maori,85-89,Female,43,39,47,915,830
Canterbury,Maori,85-89,Male,31,31,37,838,838
Canterbury,Maori,90+,Female,30,28,23,1304,1217
Canterbury,Maori,90+,Male,13,13,11,1182,1182
