DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Maori,25-29,Female,1526,1493,"1,431",732,1774
Auckland,Maori,25-29,Male,1615,1562,"1,480",651,1611
Auckland,Maori,30-34,Female,1317,1284,"1,227",671,1398
Auckland,Maori,30-34,Male,1264,1230,"1,174",527,1265
Auckland,Maori,35-39,Female,1002,972,940,555,1101
Auckland,Maori,35-39,Male,957,931,883,454,1003
Auckland,Maori,40-44,Female,898,881,840,537,1032
Auckland,Maori,40-44,Male,940,913,877,516,997
Auckland,Maori,45-49,Female,992,984,957,688,1169
Auckland,Maori,45-49,Male,982,958,929,617,1053
Auckland,Maori,5-11,Female,931,361,NA,NA,2068
Auckland,Maori,5-11,Male,1029,376,NA,NA,2253
Auckland,Maori,50-54,Female,1019,1011,988,748,1055
Auckland,Maori,50-54,Male,907,885,860,620,911
Auckland,Maori,55-59,Female,924,918,898,743,988
Auckland,Maori,55-59,Male,892,879,867,690,915
Auckland,Maori,60-64,Female,765,758,752,640,744
Auckland,Maori,60-64,Male,675,671,660,576,607
Auckland,Maori,65-69,Female,518,516,510,457,520
Auckland,Maori,65-69,Male,393,393,386,349,421
Auckland,Maori,70-74,Female,308,307,305,280,304
Auckland,Maori,70-74,Male,282,282,280,257,261
Auckland,Maori,75-79,Female,159,157,157,141,158
Auckland,Maori,75-79,Male,145,145,144,129,138
Auckland,Maori,80-84,Female,111,111,111,107,122
Auckland,Maori,80-84,Male,75,75,74,69,74
Auckland,Maori,85-89,Female,49,49,48,43,53
Auckland,Maori,85-89,Male,25,25,25,23,27
Auckland,Maori,90+,Female,28,28,28,24,22
Auckland,Pacific Peoples,12-17,Female,2753,2671,644,18,2957
Auckland,Pacific Peoples,12-17,Male,2786,2687,649,14,3058
Auckland,Pacific Peoples,18-24,Female,3535,3481,"3,361","1,436",3766
Auckland,Pacific Peoples,18-24,Male,3379,3284,"3,101","1,077",3536
Auckland,Pacific Peoples,18-24,Unknown/Other,18,18,18,6,6
Auckland,Pacific Peoples,25-29,Female,2428,2374,"2,284","1,018",2713
Auckland,Pacific Peoples,25-29,Male,2407,2330,"2,212",797,2582
Auckland,Pacific Peoples,30-34,Female,2035,1997,"1,936",985,2120
Auckland,Pacific Peoples,30-34,Male,2053,1991,"1,908",819,1958
Auckland,Pacific Peoples,35-39,Female,1623,1593,"1,557",916,1819
Auckland,Pacific Peoples,35-39,Male,1629,1588,"1,533",771,1791
Auckland,Pacific Peoples,40-44,Female,1611,1588,"1,557","1,017",1764
Auckland,Pacific Peoples,40-44,Male,1610,1576,"1,534",913,1630
Auckland,Pacific Peoples,45-49,Female,1611,1603,"1,578","1,089",1728
Auckland,Pacific Peoples,45-49,Male,1556,1531,"1,494",988,1671
Auckland,Pacific Peoples,5-11,Female,1570,421,NA,NA,3532
Auckland,Pacific Peoples,5-11,Male,1753,458,NA,NA,3720
Auckland,Pacific Peoples,50-54,Female,1662,1651,"1,631","1,196",1810
Auckland,Pacific Peoples,50-54,Male,1594,1576,"1,547","1,143",1678
Auckland,Pacific Peoples,55-59,Female,1553,1545,"1,527","1,194",1566
Auckland,Pacific Peoples,55-59,Male,1412,1398,"1,380","1,095",1431
Auckland,Pacific Peoples,60-64,Female,1259,1254,"1,237","1,024",1274
Auckland,Pacific Peoples,60-64,Male,1155,1152,"1,140",927,1187
Auckland,Pacific Peoples,65-69,Female,937,931,920,776,974
Auckland,Pacific Peoples,65-69,Male,890,883,872,772,915
Auckland,Pacific Peoples,70-74,Female,681,680,677,560,666
Auckland,Pacific Peoples,70-74,Male,560,556,553,482,559
Auckland,Pacific Peoples,75-79,Female,452,450,444,370,482
Auckland,Pacific Peoples,75-79,Male,302,300,298,251,336
Auckland,Pacific Peoples,80-84,Female,311,304,302,242,326
Auckland,Pacific Peoples,80-84,Male,171,169,169,149,185
Auckland,Pacific Peoples,85-89,Female,148,144,144,117,185
Auckland,Pacific Peoples,85-89,Male,75,74,74,63,79
Auckland,Pacific Peoples,90+,Female,76,73,73,59,81
Auckland,Pacific Peoples,90+,Male,22,22,22,17,24
Auckland,Unknown,12-17,Female,220,214,49,5,29
Auckland,Unknown,12-17,Male,224,207,40,<5,21
Auckland,Unknown,18-24,Female,409,402,387,189,33
Auckland,Unknown,18-24,Male,448,435,423,190,30
Auckland,Unknown,25-29,Female,724,705,692,403,50
Auckland,Unknown,25-29,Male,675,656,642,338,46
Auckland,Unknown,30-34,Female,696,681,665,404,48
Auckland,Unknown,30-34,Male,894,862,839,445,58
Auckland,Unknown,35-39,Female,442,432,423,245,50
Auckland,Unknown,35-39,Male,701,671,653,388,98
Auckland,Unknown,40-44,Female,284,279,274,153,50
Auckland,Unknown,40-44,Male,509,488,476,266,81
Auckland,Unknown,45-49,Female,234,229,226,120,42
Auckland,Unknown,45-49,Male,424,402,392,226,103
Auckland,Unknown,5-11,Female,215,95,NA,NA,14
Auckland,Unknown,5-11,Male,198,68,NA,NA,21
Auckland,Unknown,50-54,Female,183,178,173,87,40
Auckland,Unknown,50-54,Male,341,314,304,168,91
Auckland,Unknown,55-59,Female,186,181,179,99,40
Auckland,Unknown,55-59,Male,309,286,275,168,87
Auckland,Unknown,60-64,Female,166,162,158,97,39
Auckland,Unknown,60-64,Male,213,208,201,119,82
Auckland,Unknown,65-69,Female,112,109,106,70,43
Auckland,Unknown,65-69,Male,176,173,167,103,77
Auckland,Unknown,70-74,Female,64,63,62,40,44
Auckland,Unknown,70-74,Male,82,79,77,46,47
Auckland,Unknown,75-79,Female,36,32,32,20,26
Auckland,Unknown,75-79,Male,26,25,25,17,18
Auckland,Unknown,80-84,Female,14,13,13,10,22
Auckland,Unknown,80-84,Male,11,11,11,10,10
Auckland,Unknown,85-89,Female,6,6,6,<5,12
Bay of Plenty,Asian,12-17,Female,615,602,88,<5,545
Bay of Plenty,Asian,12-17,Male,704,686,141,<5,601
Bay of Plenty,Asian,18-24,Female,600,599,593,336,477
Bay of Plenty,Asian,18-24,Male,1262,1246,"1,213",397,671
Bay of Plenty,Asian,25-29,Female,1018,1012,"1,005",532,948
Bay of Plenty,Asian,25-29,Male,1712,1688,"1,665",572,1083
Bay of Plenty,Asian,30-34,Female,1383,1374,"1,351",825,1117
Bay of Plenty,Asian,30-34,Male,1472,1450,"1,433",696,1026
Bay of Plenty,Asian,35-39,Female,1045,1038,"1,027",657,919
Bay of Plenty,Asian,35-39,Male,1026,1012,999,591,739
Bay of Plenty,Asian,40-44,Female,782,775,762,470,678
Bay of Plenty,Asian,40-44,Male,747,741,728,441,604
Bay of Plenty,Asian,45-49,Female,658,653,644,441,556
Bay of Plenty,Asian,45-49,Male,573,569,566,384,407
Bay of Plenty,Asian,5-11,Female,541,168,NA,NA,860
Bay of Plenty,Asian,5-11,Male,626,173,NA,NA,1040
Bay of Plenty,Asian,50-54,Female,424,422,420,309,399
Bay of Plenty,Asian,50-54,Male,388,385,381,277,318
Bay of Plenty,Asian,55-59,Female,364,360,356,264,328
Bay of Plenty,Asian,55-59,Male,265,264,262,195,240
Bay of Plenty,Asian,60-64,Female,314,314,310,222,313
Bay of Plenty,Asian,60-64,Male,191,191,190,142,206
Bay of Plenty,Asian,65-69,Female,241,238,235,183,249
Bay of Plenty,Asian,65-69,Male,184,181,179,144,192
Bay of Plenty,Asian,70-74,Female,173,173,171,133,157
Bay of Plenty,Asian,70-74,Male,132,129,128,109,132
Bay of Plenty,Asian,75-79,Female,74,74,72,54,73
Bay of Plenty,Asian,75-79,Male,73,73,72,55,63
Bay of Plenty,Asian,80-84,Female,46,46,45,34,45
Bay of Plenty,Asian,80-84,Male,40,40,39,32,42
Bay of Plenty,Asian,85-89,Female,12,12,12,6,9
Bay of Plenty,Asian,85-89,Male,15,15,15,13,14
Bay of Plenty,European or Other,12-17,Female,4994,4858,909,35,5558
Bay of Plenty,European or Other,12-17,Male,5357,5206,941,35,5808
Bay of Plenty,European or Other,18-24,Female,4626,4573,"4,464","2,191",5030
Bay of Plenty,European or Other,18-24,Male,5011,4914,"4,763","1,634",5353
Bay of Plenty,European or Other,25-29,Female,3974,3904,"3,824","1,802",4548
Bay of Plenty,European or Other,25-29,Male,3792,3702,"3,572","1,348",4018
Bay of Plenty,European or Other,25-29,Unknown/Other,11,11,10,<5,8
Bay of Plenty,European or Other,30-34,Female,4877,4790,"4,700","2,556",5173
Bay of Plenty,European or Other,30-34,Male,4374,4276,"4,152","1,826",4364
Bay of Plenty,European or Other,35-39,Female,4657,4569,"4,491","2,652",4998
Bay of Plenty,European or Other,35-39,Male,4193,4102,"4,011","2,036",4396
Bay of Plenty,European or Other,40-44,Female,4383,4329,"4,258","2,747",4905
Bay of Plenty,European or Other,40-44,Male,4111,4026,"3,950","2,267",4551
Bay of Plenty,European or Other,45-49,Female,5052,4995,"4,930","3,423",6005
Bay of Plenty,European or Other,45-49,Male,4791,4737,"4,649","2,945",5473
Bay of Plenty,European or Other,5-11,Female,3181,1036,NA,NA,6453
Bay of Plenty,European or Other,5-11,Male,3248,1026,NA,NA,6627
Bay of Plenty,European or Other,50-54,Female,5688,5641,"5,572","4,214",6249
Bay of Plenty,European or Other,50-54,Male,5224,5173,"5,100","3,573",5645
Bay of Plenty,European or Other,55-59,Female,5865,5826,"5,770","4,654",6542
Bay of Plenty,European or Other,55-59,Male,5527,5485,"5,416","4,130",6142
Bay of Plenty,European or Other,60-64,Female,6168,6120,"6,074","5,146",6497
Bay of Plenty,European or Other,60-64,Male,5670,5640,"5,583","4,622",6024
Bay of Plenty,European or Other,65-69,Female,6059,6021,"5,970","5,346",6364
Bay of Plenty,European or Other,65-69,Male,5587,5557,"5,511","4,887",5918
Bay of Plenty,European or Other,70-74,Female,5826,5811,"5,765","5,302",6119
Bay of Plenty,European or Other,70-74,Male,5453,5436,"5,411","4,967",5809
Bay of Plenty,European or Other,75-79,Female,4655,4639,"4,607","4,278",4782
Bay of Plenty,European or Other,75-79,Male,4228,4218,"4,199","3,935",4228
Bay of Plenty,European or Other,80-84,Female,3517,3512,"3,497","3,282",3210
Bay of Plenty,European or Other,80-84,Male,2995,2988,"2,977","2,823",2866
Bay of Plenty,European or Other,85-89,Female,1874,1865,"1,849","1,734",1980
Bay of Plenty,European or Other,85-89,Male,1470,1467,"1,457","1,371",1477
Bay of Plenty,European or Other,90+,Female,1203,1199,"1,187","1,124",1302
Bay of Plenty,European or Other,90+,Male,719,717,711,670,724
Bay of Plenty,Maori,12-17,Female,3132,2916,415,5,3622
Bay of Plenty,Maori,12-17,Male,3239,2993,437,8,3776
Bay of Plenty,Maori,18-24,Female,2882,2747,"2,501",687,3533
Bay of Plenty,Maori,18-24,Male,2935,2739,"2,433",555,3413
Bay of Plenty,Maori,25-29,Female,1912,1813,"1,660",530,2388
Bay of Plenty,Maori,25-29,Male,1788,1653,"1,468",333,2195
Bay of Plenty,Maori,30-34,Female,1751,1678,"1,551",581,2116
Bay of Plenty,Maori,30-34,Male,1639,1535,"1,382",434,1894
Bay of Plenty,Maori,35-39,Female,1610,1544,"1,447",632,1916
Bay of Plenty,Maori,35-39,Male,1419,1333,"1,218",429,1674
Bay of Plenty,Maori,40-44,Female,1627,1582,"1,499",756,1834
Bay of Plenty,Maori,40-44,Male,1407,1346,"1,260",558,1639
Bay of Plenty,Maori,45-49,Female,1631,1595,"1,554",898,1896
Bay of Plenty,Maori,45-49,Male,1440,1397,"1,328",707,1638
Bay of Plenty,Maori,5-11,Female,1226,302,NA,NA,4612
Bay of Plenty,Maori,5-11,Male,1332,313,NA,NA,5049
Bay of Plenty,Maori,50-54,Female,1609,1580,"1,526","1,009",1746
Bay of Plenty,Maori,50-54,Male,1411,1366,"1,319",802,1564
Bay of Plenty,Maori,55-59,Female,1609,1583,"1,542","1,115",1790
Bay of Plenty,Maori,55-59,Male,1334,1308,"1,269",904,1525
Bay of Plenty,Maori,60-64,Female,1433,1416,"1,385","1,109",1514
Bay of Plenty,Maori,60-64,Male,1201,1183,"1,165",950,1172
Bay of Plenty,Maori,65-69,Female,1132,1122,"1,108",929,1077
Bay of Plenty,Maori,65-69,Male,890,882,873,764,947
Bay of Plenty,Maori,70-74,Female,752,747,736,646,730
Bay of Plenty,Maori,70-74,Male,687,678,670,598,633
Bay of Plenty,Maori,75-79,Female,428,423,418,370,435
Bay of Plenty,Maori,75-79,Male,370,367,365,324,342
Bay of Plenty,Maori,80-84,Female,278,273,270,237,278
Bay of Plenty,Maori,80-84,Male,180,179,176,165,180
Bay of Plenty,Maori,85-89,Female,118,117,116,100,126
Bay of Plenty,Maori,85-89,Male,78,77,76,70,72
Bay of Plenty,Maori,90+,Female,48,47,46,42,50
Bay of Plenty,Maori,90+,Male,15,15,15,15,18
Bay of Plenty,Pacific Peoples,12-17,Female,231,220,40,<5,231
Bay of Plenty,Pacific Peoples,12-17,Male,275,264,40,<5,295
Bay of Plenty,Pacific Peoples,18-24,Female,266,262,253,87,254
Bay of Plenty,Pacific Peoples,18-24,Male,453,444,418,148,260
Bay of Plenty,Pacific Peoples,25-29,Female,211,207,191,93,173
Bay of Plenty,Pacific Peoples,25-29,Male,472,466,450,220,211
Bay of Plenty,Pacific Peoples,30-34,Female,197,193,181,89,188
Bay of Plenty,Pacific Peoples,30-34,Male,449,437,425,183,214
Bay of Plenty,Pacific Peoples,35-39,Female,159,155,153,78,147
Bay of Plenty,Pacific Peoples,35-39,Male,433,430,416,197,211
Bay of Plenty,Pacific Peoples,40-44,Female,161,158,152,92,169
Bay of Plenty,Pacific Peoples,40-44,Male,341,335,319,160,186
Bay of Plenty,Pacific Peoples,45-49,Female,149,147,146,86,134
Bay of Plenty,Pacific Peoples,45-49,Male,217,215,209,127,130
Bay of Plenty,Pacific Peoples,5-11,Female,158,25,NA,NA,364
Bay of Plenty,Pacific Peoples,5-11,Male,135,24,NA,NA,332
Bay of Plenty,Pacific Peoples,50-54,Female,126,125,122,81,126
Bay of Plenty,Pacific Peoples,50-54,Male,182,179,173,103,136
Bay of Plenty,Pacific Peoples,55-59,Female,109,109,108,79,102
Bay of Plenty,Pacific Peoples,55-59,Male,88,88,86,54,80
Bay of Plenty,Pacific Peoples,60-64,Female,69,68,66,52,67
Bay of Plenty,Pacific Peoples,60-64,Male,81,79,77,63,79
Bay of Plenty,Pacific Peoples,65-69,Female,50,50,50,41,51
Bay of Plenty,Pacific Peoples,65-69,Male,59,58,56,49,61
Bay of Plenty,Pacific Peoples,70-74,Female,50,49,49,44,52
Bay of Plenty,Pacific Peoples,70-74,Male,31,31,31,27,29
Bay of Plenty,Pacific Peoples,75-79,Female,35,35,35,29,35
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,22,18,23
Bay of Plenty,Pacific Peoples,80-84,Female,11,11,11,9,12
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,10,7,12
Bay of Plenty,Unknown,12-17,Female,9,9,<5,<5,5
Bay of Plenty,Unknown,18-24,Female,21,18,18,5,5
Bay of Plenty,Unknown,18-24,Male,21,21,20,7,8
Bay of Plenty,Unknown,25-29,Female,45,45,45,12,9
Bay of Plenty,Unknown,25-29,Male,71,69,67,19,13
Bay of Plenty,Unknown,30-34,Female,32,32,31,16,8
Bay of Plenty,Unknown,30-34,Male,64,58,57,27,12
Bay of Plenty,Unknown,35-39,Female,29,27,26,18,7
Bay of Plenty,Unknown,35-39,Male,55,54,52,23,9
Bay of Plenty,Unknown,40-44,Female,21,19,19,8,8
Bay of Plenty,Unknown,40-44,Male,56,55,55,32,18
Bay of Plenty,Unknown,45-49,Female,13,12,11,7,6
Bay of Plenty,Unknown,45-49,Male,43,41,40,26,21
Bay of Plenty,Unknown,50-54,Female,17,17,17,5,7
Bay of Plenty,Unknown,50-54,Male,34,34,34,23,19
Bay of Plenty,Unknown,55-59,Female,8,8,8,6,6
Bay of Plenty,Unknown,55-59,Male,53,53,52,27,19
Bay of Plenty,Unknown,60-64,Female,19,18,18,7,10
Bay of Plenty,Unknown,60-64,Male,33,32,31,20,15
Bay of Plenty,Unknown,65-69,Female,6,6,6,<5,10
Bay of Plenty,Unknown,65-69,Male,18,18,17,12,9
Bay of Plenty,Unknown,70-74,Male,18,18,18,13,19
Bay of Plenty,Unknown,75-79,Female,7,7,7,5,5
Bay of Plenty,Unknown,75-79,Male,9,9,9,8,9
Canterbury,Asian,12-17,Female,2341,2313,406,22,2178
Canterbury,Asian,12-17,Male,2639,2611,447,25,2286
Canterbury,Asian,18-24,Female,2747,2738,"2,710","1,889",2347
Canterbury,Asian,18-24,Male,3521,3503,"3,460","1,935",2462
Canterbury,Asian,18-24,Unknown/Other,41,40,40,21,11
Canterbury,Asian,25-29,Female,3360,3346,"3,311","2,232",3186
Canterbury,Asian,25-29,Male,4046,4022,"3,983","2,161",3111
Canterbury,Asian,25-29,Unknown/Other,67,67,67,38,8
Canterbury,Asian,30-34,Female,4662,4635,"4,573","3,264",4229
Canterbury,Asian,30-34,Male,4462,4442,"4,419","2,791",3730
Canterbury,Asian,30-34,Unknown/Other,28,28,28,17,6
Canterbury,Asian,35-39,Female,4286,4261,"4,215","3,156",4047
Canterbury,Asian,35-39,Male,4210,4198,"4,165","2,976",3696
Canterbury,Asian,35-39,Unknown/Other,24,24,24,15,7
Canterbury,Asian,40-44,Female,3242,3228,"3,201","2,416",2851
Canterbury,Asian,40-44,Male,3227,3216,"3,203","2,364",2646
Canterbury,Asian,40-44,Unknown/Other,8,8,8,6,6
Canterbury,Asian,45-49,Female,2305,2297,"2,278","1,812",2126
Canterbury,Asian,45-49,Male,2197,2185,"2,165","1,619",1857
Canterbury,Asian,5-11,Female,2871,1117,NA,NA,3601
Canterbury,Asian,5-11,Male,2789,1132,NA,NA,3595
Canterbury,Asian,50-54,Female,1792,1782,"1,766","1,422",1537
Canterbury,Asian,50-54,Male,1569,1564,"1,550","1,215",1309
Canterbury,Asian,55-59,Female,1267,1259,"1,247","1,025",1275
Canterbury,Asian,55-59,Male,1007,1002,995,828,972
Canterbury,Asian,60-64,Female,1203,1198,"1,184",982,1294
Canterbury,Asian,60-64,Male,836,833,825,701,852
Canterbury,Asian,65-69,Female,1057,1050,"1,037",854,996
Canterbury,Asian,65-69,Male,754,752,742,633,834
Canterbury,Asian,70-74,Female,557,552,547,470,516
Canterbury,Asian,70-74,Male,543,539,534,460,476
Canterbury,Asian,75-79,Female,266,264,260,216,287
Canterbury,Asian,75-79,Male,229,227,223,197,241
Canterbury,Asian,80-84,Female,182,181,179,158,184
Canterbury,Asian,80-84,Male,145,145,144,129,154
Canterbury,Asian,85-89,Female,97,97,94,87,79
Canterbury,Asian,85-89,Male,66,64,64,56,64
Canterbury,Asian,90+,Female,38,38,37,33,35
Canterbury,Asian,90+,Male,25,25,25,18,28
Canterbury,European or Other,12-17,Female,13962,13743,"2,592",190,14303
Canterbury,European or Other,12-17,Male,14659,14399,"2,601",190,14863
Canterbury,European or Other,12-17,Unknown/Other,7,6,<5,<5,7
Canterbury,European or Other,18-24,Female,18137,18024,"17,752","11,658",18420
Canterbury,European or Other,18-24,Male,19048,18874,"18,485","9,788",19271
Canterbury,European or Other,18-24,Unknown/Other,18,18,18,11,13
Canterbury,European or Other,25-29,Female,12996,12880,"12,633","8,179",14413
Canterbury,European or Other,25-29,Male,13293,13088,"12,747","6,747",14024
Canterbury,European or Other,25-29,Unknown/Other,21,20,20,12,20
Canterbury,European or Other,30-34,Female,13784,13635,"13,366","8,931",14097
Canterbury,European or Other,30-34,Male,13956,13747,"13,358","7,514",13919
Canterbury,European or Other,30-34,Unknown/Other,22,22,22,16,7
Canterbury,European or Other,35-39,Female,12149,12057,"11,876","8,584",12782
Canterbury,European or Other,35-39,Male,12181,12009,"11,709","7,436",12323
Canterbury,European or Other,35-39,Unknown/Other,8,8,8,6,5
Canterbury,European or Other,40-44,Female,12185,12084,"11,941","9,223",12889
Canterbury,European or Other,40-44,Male,11501,11363,"11,154","7,733",12314
Canterbury,European or Other,40-44,Unknown/Other,8,8,7,7,7
Canterbury,European or Other,45-49,Female,13883,13783,"13,647","11,115",15519
Canterbury,European or Other,45-49,Male,13025,12913,"12,717","9,556",14433
Canterbury,European or Other,5-11,Female,9785,4612,NA,NA,15936
Canterbury,European or Other,5-11,Male,10276,4750,NA,NA,16684
Canterbury,European or Other,50-54,Female,15349,15270,"15,096","12,704",15684
Canterbury,European or Other,50-54,Male,14916,14815,"14,610","11,650",15302
Canterbury,European or Other,55-59,Female,15170,15089,"14,952","13,135",15922
Canterbury,European or Other,55-59,Male,14662,14582,"14,401","12,115",15603
Canterbury,European or Other,60-64,Female,14560,14498,"14,362","12,997",14458
Canterbury,European or Other,60-64,Male,14302,14236,"14,101","12,547",14215
Canterbury,European or Other,65-69,Female,12561,12521,"12,425","11,519",12622
Canterbury,European or Other,65-69,Male,12062,12024,"11,917","11,008",12116
Canterbury,European or Other,70-74,Female,11605,11571,"11,497","10,924",11648
Canterbury,European or Other,70-74,Male,10763,10737,"10,668","10,048",10748
Canterbury,European or Other,75-79,Female,8564,8546,"8,504","8,106",8212
Canterbury,European or Other,75-79,Male,7615,7602,"7,556","7,230",7310
Canterbury,European or Other,80-84,Female,6363,6347,"6,313","6,061",5990
Canterbury,European or Other,80-84,Male,5055,5047,"5,021","4,809",4678
Canterbury,European or Other,85-89,Female,3712,3703,"3,683","3,537",3860
Canterbury,European or Other,85-89,Male,2560,2555,"2,539","2,442",2644
Canterbury,European or Other,90+,Female,2588,2576,"2,551","2,466",2642
Canterbury,European or Other,90+,Male,1362,1355,"1,349","1,303",1332
Canterbury,Maori,12-17,Female,2680,2574,396,23,2695
Canterbury,Maori,12-17,Male,2776,2676,414,28,2831
Canterbury,Maori,18-24,Female,3024,2960,"2,802","1,360",3214
Canterbury,Maori,18-24,Male,3006,2928,"2,732","1,055",3147
Canterbury,Maori,25-29,Female,1895,1843,"1,743",877,2108
Canterbury,Maori,25-29,Male,1874,1809,"1,677",647,2139
Canterbury,Maori,30-34,Female,1760,1710,"1,613",849,1858
Canterbury,Maori,30-34,Male,1708,1659,"1,531",668,1768
Canterbury,Maori,35-39,Female,1315,1288,"1,217",710,1356
