SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
101100,Taumarumaru,Northland,Maori,12+,594,498,473,437,244,131,32,84%,80%,56%,24%
101100,Taumarumaru,Northland,Maori,5-11,138,34,13,NA,NA,NA,NA,25%,9%,NA,NA
101200,Herekino-Takahue,Northland,Maori,12+,451,353,331,301,152,72,14,78%,73%,50%,19%
101200,Herekino-Takahue,Northland,Maori,5-11,82,25,Masked,NA,NA,NA,NA,30%,<5%,NA,NA
101300,Peria,Northland,Maori,12+,352,256,246,225,107,49,7,73%,70%,48%,14%
101300,Peria,Northland,Maori,5-11,89,16,6,NA,NA,NA,NA,18%,7%,NA,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,329,245,231,208,110,62,16,74%,70%,53%,26%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,68,19,Masked,NA,NA,NA,NA,28%,<5%,NA,NA
101500,Whakapaku,Northland,Maori,12+,267,207,196,182,102,61,23,78%,73%,56%,38%
101500,Whakapaku,Northland,Maori,5-11,61,18,Masked,NA,NA,NA,NA,30%,7%,NA,NA
101600,Hokianga North,Northland,Maori,12+,693,569,552,501,332,154,9,82%,80%,66%,6%
101600,Hokianga North,Northland,Maori,5-11,123,35,8,NA,NA,NA,NA,28%,7%,NA,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,375,288,283,262,165,98,23,77%,75%,63%,23%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,50,12,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
101800,Whakarara,Northland,Maori,12+,567,477,460,427,276,145,43,84%,81%,65%,30%
101800,Whakarara,Northland,Maori,5-11,67,33,19,NA,NA,NA,NA,49%,28%,NA,NA
101900,Kaeo,Northland,Maori,12+,479,376,356,331,190,96,29,78%,74%,57%,30%
101900,Kaeo,Northland,Maori,5-11,111,37,17,NA,NA,NA,NA,33%,15%,NA,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,659,456,429,402,215,131,25,69%,65%,53%,19%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,125,14,9,NA,NA,NA,NA,11%,7%,NA,NA
102100,Hokianga South,Northland,Maori,12+,733,543,513,475,290,148,52,74%,70%,61%,35%
102100,Hokianga South,Northland,Maori,5-11,105,28,13,NA,NA,NA,NA,27%,12%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,266,212,203,180,91,52,8,80%,76%,51%,15%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,63,18,Masked,NA,NA,NA,NA,29%,<5%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Pacific Peoples,12+,57,53,51,50,32,6,Masked,93%,89%,64%,50%
102300,Okaihau,Northland,Maori,12+,322,264,251,228,109,61,11,82%,78%,48%,18%
102300,Okaihau,Northland,Maori,5-11,59,13,Masked,NA,NA,NA,NA,22%,5%,NA,NA
102400,Rangitane-Purerua,Northland,Maori,12+,376,317,298,269,150,88,23,84%,79%,56%,26%
102400,Rangitane-Purerua,Northland,Maori,5-11,62,13,Masked,NA,NA,NA,NA,21%,8%,NA,NA
102500,Waipapa,Northland,Maori,12+,139,113,107,98,50,23,11,81%,77%,51%,48%
102600,Puketotara,Northland,Maori,12+,245,205,199,175,98,41,7,84%,81%,56%,17%
102600,Puketotara,Northland,Maori,5-11,51,23,Masked,NA,NA,NA,NA,45%,<5%,NA,NA
102600,Puketotara,Northland,Pacific Peoples,12+,40,Masked,Masked,38,18,8,NA,>95%,>95%,47%,0%
102700,Waima Forest,Northland,Maori,12+,807,604,577,537,276,132,24,75%,71%,51%,18%
102700,Waima Forest,Northland,Maori,5-11,133,20,7,NA,NA,NA,NA,15%,5%,NA,NA
102800,Riverview,Northland,Maori,12+,243,218,211,188,109,51,11,90%,87%,58%,22%
102800,Riverview,Northland,Maori,5-11,51,22,Masked,NA,NA,NA,NA,43%,8%,NA,NA
102900,Waipoua Forest,Northland,Maori,12+,654,511,491,469,293,135,30,78%,75%,62%,22%
102900,Waipoua Forest,Northland,Maori,5-11,95,16,Masked,NA,NA,NA,NA,17%,5%,NA,NA
103000,Kerikeri Central,Northland,Maori,12+,475,408,391,359,171,61,14,86%,82%,48%,23%
103000,Kerikeri Central,Northland,Maori,5-11,103,28,9,NA,NA,NA,NA,27%,9%,NA,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,94,Masked,Masked,91,26,7,Masked,>95%,>95%,29%,29%
103100,Kerikeri South,Northland,Maori,12+,255,203,194,182,108,46,18,80%,76%,59%,39%
103100,Kerikeri South,Northland,Maori,5-11,53,20,Masked,NA,NA,NA,NA,38%,9%,NA,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,420,348,331,304,175,87,8,83%,79%,58%,9%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,74,13,7,NA,NA,NA,NA,18%,9%,NA,NA
103300,Puketona-Waitangi,Northland,Maori,12+,289,243,240,228,137,63,11,84%,83%,60%,17%
103300,Puketona-Waitangi,Northland,Maori,5-11,43,22,Masked,NA,NA,NA,NA,51%,7%,NA,NA
103400,Ngapuhi,Northland,Maori,12+,982,768,730,673,333,172,23,78%,74%,49%,13%
103400,Ngapuhi,Northland,Maori,5-11,171,33,7,NA,NA,NA,NA,19%,<5%,NA,NA
103500,Kaikohe,Northland,Maori,12+,"2,810","2,196","2,076","1,900",925,415,82,78%,74%,49%,20%
103500,Kaikohe,Northland,Maori,5-11,624,148,48,NA,NA,NA,NA,24%,8%,NA,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,107,95,93,86,38,15,Masked,89%,87%,44%,27%
103600,Pakaraka,Northland,Maori,12+,153,132,127,118,61,28,Masked,86%,83%,52%,18%
103700,Haruru,Northland,Maori,12+,225,193,190,173,93,45,9,86%,84%,54%,20%
103700,Haruru,Northland,Maori,5-11,59,28,6,NA,NA,NA,NA,47%,10%,NA,NA
103800,Russell,Northland,Maori,12+,141,126,125,115,81,52,16,89%,89%,70%,31%
103900,Paihia,Northland,Maori,12+,517,421,404,373,185,100,23,81%,78%,50%,23%
103900,Paihia,Northland,Maori,5-11,74,16,Masked,NA,NA,NA,NA,22%,7%,NA,NA
104000,Mataraua Forest,Northland,Maori,12+,347,256,238,212,120,63,22,74%,69%,57%,35%
104000,Mataraua Forest,Northland,Maori,5-11,58,11,6,NA,NA,NA,NA,19%,10%,NA,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,847,646,622,563,283,143,25,76%,73%,50%,17%
104100,Matawaia-Taumarere,Northland,Maori,5-11,163,41,7,NA,NA,NA,NA,25%,<5%,NA,NA
104200,Russell Peninsula,Northland,Maori,12+,78,60,60,56,42,21,7,77%,77%,75%,33%
104300,Opua (Far North District),Northland,Maori,12+,181,133,128,120,67,39,8,73%,71%,56%,21%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,410,348,332,313,190,118,33,85%,81%,61%,28%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,72,11,Masked,NA,NA,NA,NA,15%,<5%,NA,NA
104500,Moerewa,Northland,Maori,12+,"1,203",978,938,855,434,211,54,81%,78%,51%,26%
104500,Moerewa,Northland,Maori,5-11,229,32,8,NA,NA,NA,NA,14%,<5%,NA,NA
104600,Kawakawa,Northland,Maori,12+,841,716,677,616,307,143,28,85%,80%,50%,20%
104600,Kawakawa,Northland,Maori,5-11,152,34,9,NA,NA,NA,NA,22%,6%,NA,NA
104700,Maromaku,Northland,Maori,12+,263,195,185,169,87,36,7,74%,70%,51%,19%
104700,Maromaku,Northland,Maori,5-11,75,22,Masked,NA,NA,NA,NA,29%,5%,NA,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,633,533,511,459,237,119,21,84%,81%,52%,18%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,129,28,Masked,NA,NA,NA,NA,22%,<5%,NA,NA
104900,Whangaruru,Northland,Maori,12+,700,573,556,513,283,143,24,82%,79%,55%,17%
104900,Whangaruru,Northland,Maori,5-11,136,42,8,NA,NA,NA,NA,31%,6%,NA,NA
105100,Matarau,Northland,Maori,12+,395,323,315,279,151,61,17,82%,80%,54%,28%
105100,Matarau,Northland,Maori,5-11,86,27,11,NA,NA,NA,NA,31%,13%,NA,NA
105200,Hikurangi,Northland,Maori,12+,497,415,396,354,173,62,12,84%,80%,49%,19%
105200,Hikurangi,Northland,Maori,5-11,133,43,17,NA,NA,NA,NA,32%,13%,NA,NA
105300,Kauri,Northland,Maori,12+,246,208,205,191,112,55,10,85%,83%,59%,18%
105300,Kauri,Northland,Maori,5-11,58,16,Masked,NA,NA,NA,NA,28%,9%,NA,NA
105400,Maungatapere,Northland,Maori,12+,449,389,375,344,206,84,22,87%,84%,60%,26%
105400,Maungatapere,Northland,Maori,5-11,99,35,15,NA,NA,NA,NA,35%,15%,NA,NA
105500,Kamo West,Northland,Maori,12+,423,365,359,313,183,92,22,86%,85%,58%,24%
105500,Kamo West,Northland,Maori,5-11,89,41,16,NA,NA,NA,NA,46%,18%,NA,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,235,198,191,174,103,55,11,84%,81%,59%,20%
105700,Kiripaka,Northland,Maori,12+,202,167,160,149,76,43,10,83%,79%,51%,23%
105800,Kamo East,Northland,Maori,12+,"1,000",847,813,727,330,102,17,85%,81%,45%,17%
105800,Kamo East,Northland,Maori,5-11,249,74,20,NA,NA,NA,NA,30%,8%,NA,NA
105800,Kamo East,Northland,Pacific Peoples,12+,99,82,81,75,41,9,NA,83%,82%,55%,0%
105900,Granfield Reserve,Northland,Maori,12+,494,434,415,379,207,95,26,88%,84%,55%,27%
105900,Granfield Reserve,Northland,Maori,5-11,86,28,9,NA,NA,NA,NA,33%,10%,NA,NA
106000,Kamo Central,Northland,Maori,12+,435,383,371,336,181,81,25,88%,85%,54%,31%
106000,Kamo Central,Northland,Maori,5-11,93,36,15,NA,NA,NA,NA,39%,16%,NA,NA
106100,Whau Valley,Northland,Maori,12+,619,530,513,470,255,101,17,86%,83%,54%,17%
106100,Whau Valley,Northland,Maori,5-11,132,43,11,NA,NA,NA,NA,33%,8%,NA,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,49,44,43,40,26,10,Masked,90%,88%,65%,10%
106200,Tikipunga North,Northland,Maori,12+,"1,036",850,815,733,370,153,36,82%,79%,50%,24%
106200,Tikipunga North,Northland,Maori,5-11,251,74,16,NA,NA,NA,NA,29%,6%,NA,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,83,70,69,66,36,7,Masked,84%,83%,55%,29%
106300,Pukenui,Northland,Maori,12+,181,159,157,136,92,47,17,88%,87%,68%,36%
106300,Pukenui,Northland,Maori,5-11,56,27,7,NA,NA,NA,NA,48%,12%,NA,NA
106400,Otangarei,Northland,Maori,12+,"1,332","1,058",974,899,403,161,21,79%,73%,45%,13%
106400,Otangarei,Northland,Maori,5-11,289,46,9,NA,NA,NA,NA,16%,<5%,NA,NA
106400,Otangarei,Northland,Pacific Peoples,12+,53,44,42,39,20,14,Masked,83%,79%,51%,21%
106500,Tikipunga South,Northland,Maori,12+,"1,249","1,070","1,028",919,478,205,45,86%,82%,52%,22%
106500,Tikipunga South,Northland,Maori,5-11,287,98,22,NA,NA,NA,NA,34%,8%,NA,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,86,Masked,79,76,38,13,6,>95%,92%,50%,46%
106600,Kensington (Whangarei District),Northland,Maori,12+,771,636,614,576,314,138,41,82%,80%,55%,30%
106600,Kensington (Whangarei District),Northland,Maori,5-11,114,21,10,NA,NA,NA,NA,18%,9%,NA,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,68,64,63,59,34,9,Masked,94%,93%,58%,22%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,147,125,119,113,60,29,8,85%,81%,53%,28%
106800,Mairtown,Northland,Maori,12+,551,470,460,428,270,128,28,85%,83%,63%,22%
106800,Mairtown,Northland,Maori,5-11,94,36,9,NA,NA,NA,NA,38%,10%,NA,NA
106800,Mairtown,Northland,Pacific Peoples,12+,53,47,46,43,27,9,Masked,89%,87%,63%,22%
106900,Maunu-Horahora,Northland,Maori,12+,538,466,455,413,238,98,26,87%,85%,58%,27%
106900,Maunu-Horahora,Northland,Maori,5-11,98,44,16,NA,NA,NA,NA,45%,16%,NA,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,44,41,40,38,30,9,Masked,93%,91%,79%,22%
107000,Woodhill-Vinetown,Northland,Maori,12+,733,592,567,522,292,125,34,81%,77%,56%,27%
107000,Woodhill-Vinetown,Northland,Maori,5-11,111,31,11,NA,NA,NA,NA,28%,10%,NA,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,82,Masked,77,70,39,8,Masked,>95%,94%,56%,25%
107100,Whangarei Central,Northland,Maori,12+,270,230,222,208,113,48,10,85%,82%,54%,21%
107200,Riverside,Northland,Maori,12+,434,362,354,336,177,79,16,83%,82%,53%,20%
107200,Riverside,Northland,Maori,5-11,86,30,Masked,NA,NA,NA,NA,35%,<5%,NA,NA
107200,Riverside,Northland,Pacific Peoples,12+,45,40,40,35,20,5,Masked,89%,89%,57%,20%
107300,Raumanga,Northland,Maori,12+,"1,499","1,230","1,153","1,029",453,169,41,82%,77%,44%,24%
107300,Raumanga,Northland,Maori,5-11,340,92,23,NA,NA,NA,NA,27%,7%,NA,NA
107300,Raumanga,Northland,Pacific Peoples,12+,107,96,90,77,38,11,Masked,90%,84%,49%,27%
107400,Tarewa,Northland,Maori,12+,930,738,708,640,321,118,20,79%,76%,50%,17%
107400,Tarewa,Northland,Maori,5-11,227,60,19,NA,NA,NA,NA,26%,8%,NA,NA
107400,Tarewa,Northland,Pacific Peoples,12+,43,40,38,33,16,7,Masked,93%,88%,48%,14%
107500,Morningside (Whangarei District),Northland,Maori,12+,801,689,657,609,311,125,32,86%,82%,51%,26%
107500,Morningside (Whangarei District),Northland,Maori,5-11,129,47,18,NA,NA,NA,NA,36%,14%,NA,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,49,44,43,41,21,6,Masked,90%,88%,51%,17%
107600,Ngunguru,Northland,Maori,12+,166,140,139,128,77,36,11,84%,84%,60%,31%
107600,Ngunguru,Northland,Maori,5-11,43,15,Masked,NA,NA,NA,NA,35%,12%,NA,NA
107700,Otaika-Portland,Northland,Maori,12+,299,244,232,211,126,73,13,82%,78%,60%,18%
107700,Otaika-Portland,Northland,Maori,5-11,58,19,10,NA,NA,NA,NA,33%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,268,222,219,192,100,48,14,83%,82%,52%,29%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,54,13,6,NA,NA,NA,NA,24%,11%,NA,NA
108000,Pataua,Northland,Maori,12+,205,155,149,136,68,30,10,76%,73%,50%,33%
108000,Pataua,Northland,Maori,5-11,43,8,Masked,NA,NA,NA,NA,19%,9%,NA,NA
108100,Onerahi Park,Northland,Maori,12+,257,226,221,205,128,59,12,88%,86%,62%,20%
108100,Onerahi Park,Northland,Maori,5-11,49,19,9,NA,NA,NA,NA,39%,18%,NA,NA
108200,Sherwood Rise,Northland,Maori,12+,676,576,554,502,256,112,21,85%,82%,51%,19%
108200,Sherwood Rise,Northland,Maori,5-11,159,42,15,NA,NA,NA,NA,26%,9%,NA,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,41,Masked,Masked,36,17,5,NA,>95%,>95%,47%,0%
108300,Onerahi,Northland,Maori,12+,613,498,475,420,206,75,20,81%,77%,49%,27%
108300,Onerahi,Northland,Maori,5-11,152,38,17,NA,NA,NA,NA,25%,11%,NA,NA
108300,Onerahi,Northland,Pacific Peoples,12+,49,40,40,37,17,6,Masked,82%,82%,46%,33%
108500,Parua Bay,Northland,Maori,12+,289,257,255,233,149,67,13,89%,88%,64%,19%
108500,Parua Bay,Northland,Maori,5-11,58,26,7,NA,NA,NA,NA,45%,12%,NA,NA
108600,Bream Bay,Northland,Maori,12+,363,299,289,257,140,72,14,82%,80%,54%,19%
108600,Bream Bay,Northland,Maori,5-11,68,18,8,NA,NA,NA,NA,26%,12%,NA,NA
108700,Marsden Bay,Northland,Maori,12+,335,297,290,261,151,69,23,89%,87%,58%,33%
108700,Marsden Bay,Northland,Maori,5-11,81,21,10,NA,NA,NA,NA,26%,12%,NA,NA
108800,Ruakaka,Northland,Maori,12+,636,554,534,485,257,112,37,87%,84%,53%,33%
108800,Ruakaka,Northland,Maori,5-11,140,43,9,NA,NA,NA,NA,31%,6%,NA,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,52,47,47,43,30,11,Masked,90%,90%,70%,27%
108900,Bream Head,Northland,Maori,12+,92,80,80,76,56,30,13,87%,87%,74%,43%
109000,Waipu,Northland,Maori,12+,318,260,254,235,135,75,24,82%,80%,57%,32%
109000,Waipu,Northland,Maori,5-11,55,14,Masked,NA,NA,NA,NA,25%,9%,NA,NA
109100,Kaipara Coastal,Northland,Maori,12+,906,674,638,594,295,159,25,74%,70%,50%,16%
109100,Kaipara Coastal,Northland,Maori,5-11,175,41,12,NA,NA,NA,NA,23%,7%,NA,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,66,52,51,46,15,8,Masked,79%,77%,33%,50%
109200,Maungaru,Northland,Maori,12+,271,226,218,199,100,46,11,83%,80%,50%,24%
109200,Maungaru,Northland,Maori,5-11,61,21,Masked,NA,NA,NA,NA,34%,7%,NA,NA
109300,Dargaville,Northland,Maori,12+,"1,385","1,100","1,030",959,429,195,41,79%,74%,45%,21%
109300,Dargaville,Northland,Maori,5-11,273,45,21,NA,NA,NA,NA,16%,8%,NA,NA
109300,Dargaville,Northland,Pacific Peoples,12+,217,193,188,175,74,23,Masked,89%,87%,42%,4%
109300,Dargaville,Northland,Pacific Peoples,5-11,46,11,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,496,386,371,341,190,113,24,78%,75%,56%,21%
109400,Ruawai-Matakohe,Northland,Maori,5-11,108,24,8,NA,NA,NA,NA,22%,7%,NA,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,178,131,126,120,67,32,7,74%,71%,56%,22%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,42,8,0,NA,NA,NA,NA,19%,<5%,NA,NA
109600,Maungaturoto,Northland,Maori,12+,191,163,157,142,71,30,Masked,85%,82%,50%,3%
109600,Maungaturoto,Northland,Maori,5-11,53,18,Masked,NA,NA,NA,NA,34%,8%,NA,NA
109700,Kaiwaka,Northland,Maori,12+,443,327,315,286,140,79,9,74%,71%,49%,11%
109700,Kaiwaka,Northland,Maori,5-11,92,23,Masked,NA,NA,NA,NA,25%,<5%,NA,NA
109800,Mangawhai Rural,Northland,Maori,12+,195,146,143,130,69,34,8,75%,73%,53%,24%
109800,Mangawhai Rural,Northland,Maori,5-11,61,11,6,NA,NA,NA,NA,18%,10%,NA,NA
109800,Mangawhai Rural,Northland,Pacific Peoples,12+,42,31,31,29,18,13,Masked,74%,74%,62%,23%
109900,Mangawhai Heads,Northland,Maori,12+,168,141,136,122,72,36,8,84%,81%,59%,22%
109900,Mangawhai Heads,Northland,Maori,5-11,50,16,6,NA,NA,NA,NA,32%,12%,NA,NA
110100,Mangawhai,Northland,Maori,12+,84,67,66,55,33,16,Masked,80%,79%,60%,19%
110200,Okahukura Peninsula,Waitemata,Maori,12+,186,152,148,125,49,28,7,82%,80%,39%,25%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,47,8,Masked,NA,NA,NA,NA,17%,11%,NA,NA
110400,Cape Rodney,Waitemata,Maori,12+,384,325,322,291,159,86,24,85%,84%,55%,28%
110400,Cape Rodney,Waitemata,Maori,5-11,68,28,20,NA,NA,NA,NA,41%,29%,NA,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,55,42,39,36,19,10,Masked,76%,71%,53%,20%
110500,Wellsford,Waitemata,Maori,12+,303,227,218,203,87,32,8,75%,72%,43%,25%
110500,Wellsford,Waitemata,Maori,5-11,64,12,6,NA,NA,NA,NA,19%,9%,NA,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,80,68,67,67,25,7,Masked,85%,84%,37%,14%
110700,South Head,Waitemata,Maori,12+,392,330,321,297,147,74,21,84%,82%,49%,28%
110700,South Head,Waitemata,Maori,5-11,85,21,Masked,NA,NA,NA,NA,25%,<5%,NA,NA
110700,South Head,Waitemata,Pacific Peoples,12+,57,Masked,48,46,27,7,Masked,>95%,84%,59%,14%
110800,Kaipara Hills,Waitemata,Maori,12+,272,226,217,189,96,43,7,83%,80%,51%,16%
110800,Kaipara Hills,Waitemata,Maori,5-11,56,15,Masked,NA,NA,NA,NA,27%,9%,NA,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,87,64,61,55,27,15,Masked,74%,70%,49%,33%
111100,Warkworth West,Waitemata,Maori,12+,145,126,122,111,57,23,Masked,87%,84%,51%,17%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,101,Masked,Masked,84,58,12,Masked,>95%,>95%,69%,25%
111200,Puhoi Valley,Waitemata,Maori,12+,212,181,174,157,74,28,6,85%,82%,47%,21%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,78,70,70,64,45,Masked,Masked,90%,90%,70%,75%
111300,Warkworth East,Waitemata,Maori,12+,199,175,171,157,72,29,12,88%,86%,46%,41%
111300,Warkworth East,Waitemata,Maori,5-11,43,10,6,NA,NA,NA,NA,23%,14%,NA,NA
111300,Warkworth East,Waitemata,Pacific Peoples,12+,197,Masked,Masked,171,105,19,Masked,>95%,>95%,61%,16%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,51,22,10,NA,NA,NA,NA,43%,20%,NA,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,81,72,71,64,48,26,13,89%,88%,75%,50%
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,12+,68,63,62,61,49,10,Masked,93%,91%,80%,10%
111600,Te Kuru,Waitemata,Maori,12+,153,138,135,125,62,26,10,90%,88%,50%,38%
111700,Snells Beach,Waitemata,Maori,12+,238,219,217,189,113,63,20,92%,91%,60%,32%
111700,Snells Beach,Waitemata,Maori,5-11,42,21,9,NA,NA,NA,NA,50%,21%,NA,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,119,Masked,Masked,105,60,14,Masked,>95%,>95%,57%,21%
111800,Barrier Islands,Auckland,Maori,12+,177,151,147,135,91,45,23,85%,83%,67%,51%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,51,46,45,38,23,17,8,90%,88%,61%,47%
112100,Wainui-Waiwera,Waitemata,Maori,12+,108,92,90,85,52,23,7,85%,83%,61%,30%
112200,Parakai,Waitemata,Maori,12+,205,179,171,144,63,27,7,87%,83%,44%,26%
112300,Helensville Rural,Waitemata,Maori,12+,122,110,109,103,59,30,8,90%,89%,57%,27%
112400,Helensville,Waitemata,Maori,12+,410,337,325,298,157,77,19,82%,79%,53%,25%
112400,Helensville,Waitemata,Maori,5-11,88,33,9,NA,NA,NA,NA,38%,10%,NA,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,105,Masked,Masked,103,65,20,8,>95%,>95%,63%,40%
112500,Waitoki,Waitemata,Maori,12+,58,51,51,48,28,14,Masked,88%,88%,58%,21%
112600,Waikoukou Valley,Waitemata,Maori,12+,97,89,87,74,43,16,Masked,92%,90%,58%,31%
112700,Orewa North,Waitemata,Maori,12+,192,173,171,156,93,50,19,90%,89%,60%,38%
112700,Orewa North,Waitemata,Pacific Peoples,12+,61,56,55,51,34,18,7,92%,90%,67%,39%
112800,Hatfields Beach,Waitemata,Maori,12+,117,99,99,87,51,20,Masked,85%,85%,59%,15%
112900,Orewa South,Waitemata,Maori,12+,135,122,119,112,65,38,18,90%,88%,58%,47%
112900,Orewa South,Waitemata,Pacific Peoples,12+,64,60,60,59,36,16,Masked,94%,94%,61%,25%
113000,Orewa Central,Waitemata,Maori,12+,160,142,140,131,87,48,17,89%,88%,66%,35%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,66,58,58,55,36,14,7,88%,88%,65%,50%
113100,Millwater North,Waitemata,Maori,12+,83,71,70,55,37,13,Masked,86%,84%,67%,38%
113200,Waipatukahu,Waitemata,Maori,12+,161,142,138,129,79,42,11,88%,86%,61%,26%
113300,Millwater South,Waitemata,Maori,12+,141,127,123,105,62,25,7,90%,87%,59%,28%
113400,Dairy Flat North,Waitemata,Maori,12+,160,136,129,121,54,21,Masked,85%,81%,45%,19%
113500,Dairy Flat West,Waitemata,Maori,12+,57,45,45,40,22,10,Masked,79%,79%,55%,50%
113600,Kingsway,Waitemata,Maori,12+,92,Masked,Masked,80,42,12,Masked,>95%,>95%,52%,17%
