SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
101900,Kaeo,Northland,Maori,12+,461,372,350,259,172,81%,76%,66%
101900,Kaeo,Northland,Maori,5-11,107,30,0,NA,NA,28%,<5%,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,640,470,440,332,195,73%,69%,59%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,120,10,Masked,NA,NA,8%,<5%,NA
102100,Hokianga South,Northland,Maori,12+,707,546,509,382,252,77%,72%,66%
102100,Hokianga South,Northland,Maori,5-11,115,28,Masked,NA,NA,24%,<5%,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,252,212,201,151,86,84%,80%,57%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,54,16,0,NA,NA,30%,<5%,NA
102300,Okaihau,Northland,Maori,12+,308,267,253,199,107,87%,82%,54%
102300,Okaihau,Northland,Maori,5-11,56,13,0,NA,NA,23%,<5%,NA
102400,Rangitane-Purerua,Northland,Maori,12+,346,310,289,224,133,90%,84%,59%
102400,Rangitane-Purerua,Northland,Maori,5-11,64,11,0,NA,NA,17%,<5%,NA
102500,Waipapa,Northland,Maori,12+,124,108,104,77,40,87%,84%,52%
102600,Puketotara,Northland,Maori,12+,228,199,194,145,89,87%,85%,61%
102600,Puketotara,Northland,Maori,5-11,48,20,0,NA,NA,42%,<5%,NA
102700,Waima Forest,Northland,Maori,12+,763,589,561,416,234,77%,74%,56%
102700,Waima Forest,Northland,Maori,5-11,125,17,0,NA,NA,14%,<5%,NA
102800,Riverview,Northland,Maori,12+,216,Masked,201,145,91,>95%,93%,63%
102800,Riverview,Northland,Maori,5-11,56,21,0,NA,NA,38%,<5%,NA
102900,Waipoua Forest,Northland,Maori,12+,625,512,486,393,258,82%,78%,66%
102900,Waipoua Forest,Northland,Maori,5-11,89,12,0,NA,NA,13%,<5%,NA
103000,Kerikeri Central,Northland,Maori,12+,452,404,387,274,146,89%,86%,53%
103000,Kerikeri Central,Northland,Maori,5-11,105,28,Masked,NA,NA,27%,<5%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,57,Masked,Masked,79,27,>95%,>95%,34%
103100,Kerikeri South,Northland,Maori,12+,232,205,195,153,91,88%,84%,59%
103100,Kerikeri South,Northland,Maori,5-11,50,18,0,NA,NA,36%,<5%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,410,353,333,268,168,86%,81%,63%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,73,15,0,NA,NA,21%,<5%,NA
103300,Puketona-Waitangi,Northland,Maori,12+,263,234,232,197,125,89%,88%,63%
103400,Ngapuhi,Northland,Maori,12+,933,768,727,533,305,82%,78%,57%
103400,Ngapuhi,Northland,Maori,5-11,175,28,Masked,NA,NA,16%,<5%,NA
103500,Kaikohe,Northland,Maori,12+,"2,740","2,232","2,103","1,514",851,81%,77%,56%
103500,Kaikohe,Northland,Maori,5-11,612,132,0,NA,NA,22%,<5%,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,101,90,88,65,35,89%,87%,54%
103600,Pakaraka,Northland,Maori,12+,147,135,128,101,60,92%,87%,59%
103700,Haruru,Northland,Maori,12+,219,197,194,150,82,90%,89%,55%
103700,Haruru,Northland,Maori,5-11,67,29,0,NA,NA,43%,<5%,NA
103800,Russell,Northland,Maori,12+,134,127,126,109,79,95%,94%,72%
103900,Paihia,Northland,Maori,12+,488,411,390,299,165,84%,80%,55%
103900,Paihia,Northland,Maori,5-11,81,15,0,NA,NA,19%,<5%,NA
104000,Mataraua Forest,Northland,Maori,12+,323,255,239,185,105,79%,74%,57%
104000,Mataraua Forest,Northland,Maori,5-11,63,11,0,NA,NA,17%,<5%,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,811,658,627,429,269,81%,77%,63%
104100,Matawaia-Taumarere,Northland,Maori,5-11,162,43,Masked,NA,NA,27%,<5%,NA
104200,Russell Peninsula,Northland,Maori,12+,75,59,59,50,38,79%,79%,76%
104300,Opua (Far North District),Northland,Maori,12+,180,142,137,111,65,79%,76%,59%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,391,335,319,267,170,86%,82%,64%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,64,8,0,NA,NA,12%,<5%,NA
104500,Moerewa,Northland,Maori,12+,"1,178",999,945,705,407,85%,80%,58%
104500,Moerewa,Northland,Maori,5-11,255,32,0,NA,NA,13%,<5%,NA
104600,Kawakawa,Northland,Maori,12+,808,715,669,495,290,88%,83%,59%
104600,Kawakawa,Northland,Maori,5-11,167,32,0,NA,NA,19%,<5%,NA
104700,Maromaku,Northland,Maori,12+,243,192,186,134,77,79%,77%,57%
104700,Maromaku,Northland,Maori,5-11,63,16,0,NA,NA,25%,<5%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,594,541,511,373,223,91%,86%,60%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,123,27,Masked,NA,NA,22%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,653,572,555,422,239,88%,85%,57%
104900,Whangaruru,Northland,Maori,5-11,124,41,Masked,NA,NA,33%,<5%,NA
105100,Matarau,Northland,Maori,12+,351,314,306,230,132,89%,87%,57%
105100,Matarau,Northland,Maori,5-11,87,25,0,NA,NA,29%,<5%,NA
105200,Hikurangi,Northland,Maori,12+,473,422,400,287,157,89%,85%,55%
105200,Hikurangi,Northland,Maori,5-11,136,42,Masked,NA,NA,31%,<5%,NA
105300,Kauri,Northland,Maori,12+,232,201,198,155,106,87%,85%,68%
105300,Kauri,Northland,Maori,5-11,56,16,0,NA,NA,29%,<5%,NA
105400,Maungatapere,Northland,Maori,12+,421,391,377,278,190,93%,90%,68%
105400,Maungatapere,Northland,Maori,5-11,103,38,0,NA,NA,37%,<5%,NA
105500,Kamo West,Northland,Maori,12+,398,368,362,263,171,92%,91%,65%
105500,Kamo West,Northland,Maori,5-11,92,37,Masked,NA,NA,40%,<5%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,220,201,193,151,97,91%,88%,64%
105700,Kiripaka,Northland,Maori,12+,184,157,151,115,66,85%,82%,57%
105800,Kamo East,Northland,Maori,12+,917,826,788,546,279,90%,86%,51%
105800,Kamo East,Northland,Maori,5-11,249,63,Masked,NA,NA,25%,<5%,NA
105800,Kamo East,Northland,Pacific Peoples,12+,100,86,83,68,37,86%,83%,54%
105900,Granfield Reserve,Northland,Maori,12+,449,421,399,296,191,94%,89%,65%
105900,Granfield Reserve,Northland,Maori,5-11,88,30,Masked,NA,NA,34%,<5%,NA
106000,Kamo Central,Northland,Maori,12+,417,386,373,261,163,93%,89%,62%
106000,Kamo Central,Northland,Maori,5-11,86,34,Masked,NA,NA,40%,<5%,NA
106100,Whau Valley,Northland,Maori,12+,598,539,523,402,236,90%,87%,59%
106100,Whau Valley,Northland,Maori,5-11,125,41,Masked,NA,NA,33%,<5%,NA
106200,Tikipunga North,Northland,Maori,12+,956,863,820,594,319,90%,86%,54%
106200,Tikipunga North,Northland,Maori,5-11,279,59,Masked,NA,NA,21%,<5%,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,82,73,71,50,31,89%,87%,62%
106300,Pukenui,Northland,Maori,12+,171,155,152,120,86,91%,89%,72%
106300,Pukenui,Northland,Maori,5-11,48,26,Masked,NA,NA,54%,6%,NA
106400,Otangarei,Northland,Maori,12+,"1,255","1,057",962,652,306,84%,77%,47%
106400,Otangarei,Northland,Maori,5-11,276,31,0,NA,NA,11%,<5%,NA
106400,Otangarei,Northland,Pacific Peoples,12+,57,43,41,34,18,75%,72%,53%
106500,Tikipunga South,Northland,Maori,12+,"1,177","1,089","1,044",749,430,93%,89%,57%
106500,Tikipunga South,Northland,Maori,5-11,295,90,Masked,NA,NA,31%,<5%,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,82,Masked,Masked,58,32,>95%,>95%,55%
106600,Kensington (Whangarei District),Northland,Maori,12+,715,631,606,465,277,88%,85%,60%
106600,Kensington (Whangarei District),Northland,Maori,5-11,128,24,Masked,NA,NA,19%,<5%,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,60,Masked,Masked,53,28,>95%,>95%,53%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,140,125,119,89,54,89%,85%,61%
106800,Mairtown,Northland,Maori,12+,526,473,459,361,243,90%,87%,67%
106800,Mairtown,Northland,Maori,5-11,95,28,Masked,NA,NA,29%,<5%,NA
106800,Mairtown,Northland,Pacific Peoples,12+,58,44,44,37,23,76%,76%,62%
106900,Maunu-Horahora,Northland,Maori,12+,524,475,464,346,214,91%,89%,62%
106900,Maunu-Horahora,Northland,Maori,5-11,108,40,0,NA,NA,37%,<5%,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,40,32,32,27,20,80%,80%,74%
107000,Woodhill-Vinetown,Northland,Maori,12+,718,610,581,439,265,85%,81%,60%
107000,Woodhill-Vinetown,Northland,Maori,5-11,115,28,0,NA,NA,24%,<5%,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,88,Masked,Masked,65,41,>95%,>95%,63%
107100,Whangarei Central,Northland,Maori,12+,259,226,218,169,94,87%,84%,56%
107200,Riverside,Northland,Maori,12+,430,368,362,279,159,86%,84%,57%
107200,Riverside,Northland,Maori,5-11,77,28,0,NA,NA,36%,<5%,NA
107200,Riverside,Northland,Pacific Peoples,12+,45,42,42,29,17,93%,93%,59%
107300,Raumanga,Northland,Maori,12+,"1,437","1,236","1,157",779,376,86%,81%,48%
107300,Raumanga,Northland,Maori,5-11,344,73,Masked,NA,NA,21%,<5%,NA
107300,Raumanga,Northland,Pacific Peoples,12+,92,Masked,81,58,33,>95%,88%,57%
107400,Tarewa,Northland,Maori,12+,852,727,692,483,254,85%,81%,53%
107400,Tarewa,Northland,Maori,5-11,239,45,0,NA,NA,19%,<5%,NA
107500,Morningside (Whangarei District),Northland,Maori,12+,761,683,647,495,271,90%,85%,55%
107500,Morningside (Whangarei District),Northland,Maori,5-11,133,46,Masked,NA,NA,35%,<5%,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,51,47,47,39,24,92%,92%,62%
107600,Ngunguru,Northland,Maori,12+,156,137,135,114,70,88%,87%,61%
107700,Otaika-Portland,Northland,Maori,12+,294,243,231,178,117,83%,79%,66%
107700,Otaika-Portland,Northland,Maori,5-11,54,18,0,NA,NA,33%,<5%,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,239,207,204,144,84,87%,85%,58%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,56,10,0,NA,NA,18%,<5%,NA
108000,Pataua,Northland,Maori,12+,188,145,139,105,59,77%,74%,56%
108000,Pataua,Northland,Maori,5-11,43,11,0,NA,NA,26%,<5%,NA
108100,Onerahi Park,Northland,Maori,12+,244,228,222,176,119,93%,91%,68%
108100,Onerahi Park,Northland,Maori,5-11,51,17,0,NA,NA,33%,<5%,NA
108200,Sherwood Rise,Northland,Maori,12+,611,558,536,393,208,91%,88%,53%
108200,Sherwood Rise,Northland,Maori,5-11,152,33,Masked,NA,NA,22%,<5%,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,44,Masked,Masked,35,19,>95%,>95%,54%
108300,Onerahi,Northland,Maori,12+,586,519,490,322,178,89%,84%,55%
108300,Onerahi,Northland,Maori,5-11,161,39,Masked,NA,NA,24%,<5%,NA
108300,Onerahi,Northland,Pacific Peoples,12+,48,39,38,26,16,81%,79%,62%
108500,Parua Bay,Northland,Maori,12+,273,253,248,199,138,93%,91%,69%
108500,Parua Bay,Northland,Maori,5-11,58,24,0,NA,NA,41%,<5%,NA
108600,Bream Bay,Northland,Maori,12+,348,301,288,226,133,86%,83%,59%
108600,Bream Bay,Northland,Maori,5-11,69,15,Masked,NA,NA,22%,<5%,NA
108700,Marsden Bay,Northland,Maori,12+,303,Masked,285,213,136,>95%,94%,64%
108700,Marsden Bay,Northland,Maori,5-11,75,20,Masked,NA,NA,27%,<5%,NA
108800,Ruakaka,Northland,Maori,12+,590,557,536,385,224,94%,91%,58%
108800,Ruakaka,Northland,Maori,5-11,138,38,0,NA,NA,28%,<5%,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,52,48,48,36,26,92%,92%,72%
108900,Bream Head,Northland,Maori,12+,89,83,83,67,52,93%,93%,78%
109000,Waipu,Northland,Maori,12+,298,240,237,187,123,81%,80%,66%
109000,Waipu,Northland,Maori,5-11,47,11,0,NA,NA,23%,<5%,NA
109000,Waipu,Northland,Pacific Peoples,12+,40,35,34,24,11,88%,85%,46%
109100,Kaipara Coastal,Northland,Maori,12+,860,673,637,476,256,78%,74%,54%
109100,Kaipara Coastal,Northland,Maori,5-11,164,40,0,NA,NA,24%,<5%,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,51,48,48,35,12,94%,94%,34%
109200,Maungaru,Northland,Maori,12+,252,221,211,171,86,88%,84%,50%
109200,Maungaru,Northland,Maori,5-11,55,17,Masked,NA,NA,31%,<5%,NA
109300,Dargaville,Northland,Maori,12+,"1,345","1,106","1,028",768,379,82%,76%,49%
109300,Dargaville,Northland,Maori,5-11,272,43,0,NA,NA,16%,<5%,NA
109300,Dargaville,Northland,Pacific Peoples,12+,197,Masked,183,142,63,>95%,93%,44%
109300,Dargaville,Northland,Pacific Peoples,5-11,43,13,0,NA,NA,30%,<5%,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,463,387,374,293,185,84%,81%,63%
109400,Ruawai-Matakohe,Northland,Maori,5-11,103,20,0,NA,NA,19%,<5%,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,177,132,128,100,57,75%,72%,57%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,41,Masked,0,NA,NA,12%,<5%,NA
109600,Maungaturoto,Northland,Maori,12+,177,163,152,117,53,92%,86%,45%
109600,Maungaturoto,Northland,Maori,5-11,53,16,0,NA,NA,30%,<5%,NA
109700,Kaiwaka,Northland,Maori,12+,425,339,319,232,138,80%,75%,59%
109700,Kaiwaka,Northland,Maori,5-11,90,22,0,NA,NA,24%,<5%,NA
109800,Mangawhai Rural,Northland,Maori,12+,180,141,137,112,63,78%,76%,56%
109800,Mangawhai Rural,Northland,Maori,5-11,53,11,Masked,NA,NA,21%,<5%,NA
109900,Mangawhai Heads,Northland,Maori,12+,158,142,135,110,68,90%,85%,62%
109900,Mangawhai Heads,Northland,Maori,5-11,41,17,Masked,NA,NA,41%,<5%,NA
110100,Mangawhai,Northland,Maori,12+,70,63,63,46,29,90%,90%,63%
110200,Okahukura Peninsula,Waitemata,Maori,12+,176,150,145,103,46,85%,82%,45%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,49,8,Masked,NA,NA,16%,<5%,NA
110400,Cape Rodney,Waitemata,Maori,12+,366,327,322,255,155,89%,88%,61%
110400,Cape Rodney,Waitemata,Maori,5-11,81,28,Masked,NA,NA,35%,<5%,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,50,43,40,36,17,86%,80%,47%
110500,Wellsford,Waitemata,Maori,12+,293,240,228,167,87,82%,78%,52%
110500,Wellsford,Waitemata,Maori,5-11,67,13,0,NA,NA,19%,<5%,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,65,59,58,53,18,91%,89%,34%
110700,South Head,Waitemata,Maori,12+,364,317,310,251,131,87%,85%,52%
110700,South Head,Waitemata,Maori,5-11,79,21,Masked,NA,NA,27%,<5%,NA
110700,South Head,Waitemata,Pacific Peoples,12+,52,48,46,40,24,92%,88%,60%
110800,Kaipara Hills,Waitemata,Maori,12+,253,223,216,171,80,88%,85%,47%
110800,Kaipara Hills,Waitemata,Maori,5-11,52,17,Masked,NA,NA,33%,<5%,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,78,67,64,49,27,86%,82%,55%
111100,Warkworth West,Waitemata,Maori,12+,145,130,127,101,53,90%,88%,52%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,83,Masked,Masked,74,51,>95%,>95%,69%
111200,Puhoi Valley,Waitemata,Maori,12+,192,175,171,124,63,91%,89%,51%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,61,Masked,Masked,58,33,>95%,>95%,57%
111300,Warkworth East,Waitemata,Maori,12+,197,180,173,132,69,91%,88%,52%
111300,Warkworth East,Waitemata,Pacific Peoples,12+,160,Masked,Masked,158,98,>95%,>95%,62%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,47,25,0,NA,NA,53%,<5%,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,78,71,70,60,41,91%,90%,68%
111600,Te Kuru,Waitemata,Maori,12+,148,Masked,Masked,106,60,>95%,>95%,57%
111600,Te Kuru,Waitemata,Maori,5-11,42,17,0,NA,NA,40%,<5%,NA
111700,Snells Beach,Waitemata,Maori,12+,236,222,220,161,106,94%,93%,66%
111700,Snells Beach,Waitemata,Pacific Peoples,12+,103,Masked,Masked,85,39,>95%,>95%,46%
111800,Barrier Islands,Auckland,Maori,12+,170,138,134,105,81,81%,79%,77%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,41,Masked,Masked,32,19,>95%,>95%,59%
112100,Wainui-Waiwera,Waitemata,Maori,12+,97,Masked,91,76,48,>95%,94%,63%
112200,Parakai,Waitemata,Maori,12+,190,176,166,113,59,93%,87%,52%
112300,Helensville Rural,Waitemata,Maori,12+,107,Masked,Masked,81,55,>95%,>95%,68%
112400,Helensville,Waitemata,Maori,12+,416,370,353,280,153,89%,85%,55%
112400,Helensville,Waitemata,Maori,5-11,97,33,Masked,NA,NA,34%,<5%,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,103,Masked,Masked,93,51,>95%,>95%,55%
112500,Waitoki,Waitemata,Maori,12+,60,53,53,41,26,88%,88%,63%
112600,Waikoukou Valley,Waitemata,Maori,12+,86,Masked,81,59,34,>95%,94%,58%
112700,Orewa North,Waitemata,Maori,12+,177,Masked,167,133,86,>95%,94%,65%
112700,Orewa North,Waitemata,Pacific Peoples,12+,62,57,56,46,32,92%,90%,70%
112800,Hatfields Beach,Waitemata,Maori,12+,105,Masked,Masked,78,52,>95%,>95%,67%
112900,Orewa South,Waitemata,Maori,12+,128,Masked,118,102,62,>95%,92%,61%
112900,Orewa South,Waitemata,Pacific Peoples,12+,66,58,57,53,32,88%,86%,60%
113000,Orewa Central,Waitemata,Maori,12+,142,Masked,134,113,78,>95%,94%,69%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,67,57,57,49,32,85%,85%,65%
113100,Millwater North,Waitemata,Maori,12+,76,Masked,Masked,51,39,>95%,>95%,76%
113200,Waipatukahu,Waitemata,Maori,12+,154,141,140,120,76,92%,91%,63%
113300,Millwater South,Waitemata,Maori,12+,134,123,120,84,51,92%,90%,61%
113400,Dairy Flat North,Waitemata,Maori,12+,147,129,125,96,40,88%,85%,42%
113500,Dairy Flat West,Waitemata,Maori,12+,48,41,41,30,21,85%,85%,70%
113600,Kingsway,Waitemata,Maori,12+,82,Masked,Masked,57,33,>95%,>95%,58%
113600,Kingsway,Waitemata,Pacific Peoples,12+,45,Masked,Masked,42,19,>95%,>95%,45%
113800,Silverdale Central (Auckland),Waitemata,Maori,12+,49,41,40,30,14,84%,82%,47%
113900,Red Beach West,Waitemata,Maori,12+,107,98,93,74,49,92%,87%,66%
114000,Red Beach East,Waitemata,Maori,12+,180,Masked,Masked,141,94,>95%,>95%,67%
114000,Red Beach East,Waitemata,Pacific Peoples,12+,51,Masked,Masked,44,28,>95%,>95%,64%
114100,Silverdale South (Auckland),Waitemata,Maori,12+,102,84,83,62,35,82%,81%,56%
114200,Waimauku,Waitemata,Maori,12+,79,Masked,Masked,64,38,>95%,>95%,59%
114400,Vipond,Waitemata,Maori,12+,174,162,160,124,80,93%,92%,65%
114400,Vipond,Waitemata,Maori,5-11,46,13,0,NA,NA,28%,<5%,NA
114400,Vipond,Waitemata,Pacific Peoples,12+,42,Masked,Masked,34,21,>95%,>95%,62%
114500,Muriwai,Waitemata,Maori,12+,81,Masked,Masked,63,36,>95%,>95%,57%
114600,Stanmore Bay West,Waitemata,Maori,12+,184,Masked,171,138,78,>95%,93%,57%
114600,Stanmore Bay West,Waitemata,Maori,5-11,44,24,Masked,NA,NA,55%,7%,NA
114700,Kumeu Rural West,Waitemata,Maori,12+,105,Masked,Masked,75,44,>95%,>95%,59%
114700,Kumeu Rural West,Waitemata,Pacific Peoples,12+,68,Masked,Masked,49,31,>95%,>95%,63%
114800,Okura Bush,Waitemata,Maori,12+,62,56,52,42,23,90%,84%,55%
114900,Whangaparoa Central,Waitemata,Maori,12+,243,221,217,170,88,91%,89%,52%
114900,Whangaparoa Central,Waitemata,Maori,5-11,57,27,Masked,NA,NA,47%,<5%,NA
114900,Whangaparoa Central,Waitemata,Pacific Peoples,12+,48,43,43,32,18,90%,90%,56%
115000,Kumeu-Huapai,Waitemata,Maori,12+,236,Masked,Masked,184,117,>95%,>95%,64%
115000,Kumeu-Huapai,Waitemata,Maori,5-11,70,46,Masked,NA,NA,66%,6%,NA
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,12+,147,Masked,Masked,117,84,>95%,>95%,72%
115100,Stanmore Bay East,Waitemata,Maori,12+,207,192,187,146,75,93%,90%,51%
115100,Stanmore Bay East,Waitemata,Pacific Peoples,12+,40,36,35,26,18,90%,88%,69%
115200,Manly West,Waitemata,Maori,12+,151,142,139,100,58,94%,92%,58%
115200,Manly West,Waitemata,Pacific Peoples,12+,43,Masked,Masked,34,12,>95%,>95%,35%
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,12+,69,Masked,Masked,51,27,>95%,>95%,53%
115400,Tindalls-Matakatia,Waitemata,Maori,12+,89,Masked,Masked,71,46,>95%,>95%,65%
115500,Coatesville,Waitemata,Maori,12+,71,65,62,46,30,92%,87%,65%
115600,Dairy Flat South,Waitemata,Maori,12+,59,53,53,41,25,90%,90%,61%
115700,Gulf Harbour North,Waitemata,Maori,12+,114,Masked,Masked,88,60,>95%,>95%,68%
115700,Gulf Harbour North,Waitemata,Pacific Peoples,12+,47,Masked,Masked,37,18,>95%,>95%,49%
115800,Manly East,Waitemata,Maori,12+,202,179,175,145,83,89%,87%,57%
115800,Manly East,Waitemata,Maori,5-11,52,27,0,NA,NA,52%,<5%,NA
115800,Manly East,Waitemata,Pacific Peoples,12+,69,56,56,46,21,81%,81%,46%
115900,Riverhead,Waitemata,Maori,12+,183,163,160,128,70,89%,87%,55%
115900,Riverhead,Waitemata,Maori,5-11,42,23,Masked,NA,NA,55%,<5%,NA
115900,Riverhead,Waitemata,Pacific Peoples,12+,65,Masked,Masked,55,42,>95%,>95%,76%
116000,Army Bay,Waitemata,Maori,12+,70,Masked,Masked,59,36,>95%,>95%,61%
116000,Army Bay,Waitemata,Pacific Peoples,12+,41,Masked,Masked,31,23,>95%,>95%,74%
116100,Kumeu Rural East,Waitemata,Maori,12+,180,163,159,125,76,91%,88%,61%
116100,Kumeu Rural East,Waitemata,Pacific Peoples,12+,88,Masked,Masked,66,44,>95%,>95%,67%
116200,Gulf Harbour South,Waitemata,Maori,12+,59,52,51,41,29,88%,86%,71%
116200,Gulf Harbour South,Waitemata,Pacific Peoples,12+,42,38,37,30,21,90%,88%,70%
116400,Taupaki,Waitemata,Maori,12+,96,Masked,Masked,71,44,>95%,>95%,62%
116600,Paremoremo East,Waitemata,Maori,12+,116,Masked,Masked,88,55,>95%,>95%,62%
116600,Paremoremo East,Waitemata,Pacific Peoples,12+,40,34,34,28,21,85%,85%,75%
116700,Albany Heights,Waitemata,Maori,12+,102,92,89,75,43,90%,87%,57%
116700,Albany Heights,Waitemata,Pacific Peoples,12+,46,Masked,Masked,42,29,>95%,>95%,69%
116800,Awaruku,Waitemata,Maori,12+,127,Masked,Masked,101,63,>95%,>95%,62%
