DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Auckland,European or Other,70-74,Male,4954,4869,5182,956,940
Auckland,European or Other,75-79,Female,3775,3726,3829,986,973
Auckland,European or Other,75-79,Male,3366,3313,3442,978,963
Auckland,European or Other,80-84,Female,2860,2821,2825,1012,999
Auckland,European or Other,80-84,Male,2330,2304,2219,1050,1038
Auckland,European or Other,85-89,Female,1806,1772,1874,964,946
Auckland,European or Other,85-89,Male,1192,1177,1257,948,936
Auckland,European or Other,90+,Female,1600,1557,1629,982,956
Auckland,European or Other,90+,Male,795,770,782,1017,985
Auckland,Maori,12-15,Female,984,805,1131,870,712
Auckland,Maori,12-15,Male,1050,828,1225,857,676
Auckland,Maori,16-19,Female,988,808,1162,850,695
Auckland,Maori,16-19,Male,949,737,1120,847,658
Auckland,Maori,20-24,Female,1469,1175,1762,834,667
Auckland,Maori,20-24,Male,1408,1092,1662,847,657
Auckland,Maori,25-29,Female,1370,1104,1774,772,622
Auckland,Maori,25-29,Male,1392,1077,1611,864,669
Auckland,Maori,30-34,Female,1137,934,1398,813,668
Auckland,Maori,30-34,Male,1127,878,1265,891,694
Auckland,Maori,35-39,Female,918,777,1101,834,706
Auckland,Maori,35-39,Male,851,703,1003,848,701
Auckland,Maori,40-44,Female,843,733,1032,817,710
Auckland,Maori,40-44,Male,831,690,997,834,692
Auckland,Maori,45-49,Female,984,897,1169,842,767
Auckland,Maori,45-49,Male,925,810,1053,878,769
Auckland,Maori,50-54,Female,953,886,1055,903,840
Auckland,Maori,50-54,Male,865,766,911,950,841
Auckland,Maori,55-59,Female,883,827,988,894,837
Auckland,Maori,55-59,Male,843,791,915,921,864
Auckland,Maori,60-64,Female,712,680,744,957,914
Auckland,Maori,60-64,Male,624,605,607,1028,997
Auckland,Maori,65-69,Female,500,486,520,962,935
Auckland,Maori,65-69,Male,376,359,421,893,853
Auckland,Maori,70-74,Female,305,292,304,1003,961
Auckland,Maori,70-74,Male,276,262,261,1057,1004
Auckland,Maori,75-79,Female,147,139,158,930,880
Auckland,Maori,75-79,Male,139,137,138,1007,993
Auckland,Maori,80-84,Female,112,112,122,918,918
Auckland,Maori,80-84,Male,70,66,74,946,892
Auckland,Maori,85-89,Female,52,46,53,981,868
Auckland,Maori,85-89,Male,26,25,27,963,926
Auckland,Maori,90+,Female,23,24,22,1045,1091
Auckland,Pacific Peoples,12-15,Female,1724,1452,1958,880,742
Auckland,Pacific Peoples,12-15,Male,1730,1444,2031,852,711
Auckland,Pacific Peoples,16-19,Female,1730,1461,2005,863,729
Auckland,Pacific Peoples,16-19,Male,1655,1342,2065,801,650
Auckland,Pacific Peoples,20-24,Female,2326,1919,2760,843,695
Auckland,Pacific Peoples,20-24,Male,2078,1609,2498,832,644
Auckland,Pacific Peoples,25-29,Female,2174,1788,2713,801,659
Auckland,Pacific Peoples,25-29,Male,2159,1715,2582,836,664
Auckland,Pacific Peoples,30-34,Female,1824,1582,2120,860,746
Auckland,Pacific Peoples,30-34,Male,1793,1485,1958,916,758
Auckland,Pacific Peoples,35-39,Female,1520,1371,1819,836,754
Auckland,Pacific Peoples,35-39,Male,1522,1315,1791,850,734
Auckland,Pacific Peoples,40-44,Female,1535,1416,1764,870,803
Auckland,Pacific Peoples,40-44,Male,1513,1352,1630,928,829
Auckland,Pacific Peoples,45-49,Female,1523,1428,1728,881,826
Auckland,Pacific Peoples,45-49,Male,1494,1372,1671,894,821
Auckland,Pacific Peoples,50-54,Female,1608,1498,1810,888,828
Auckland,Pacific Peoples,50-54,Male,1558,1447,1678,928,862
Auckland,Pacific Peoples,55-59,Female,1487,1422,1566,950,908
Auckland,Pacific Peoples,55-59,Male,1367,1289,1431,955,901
Auckland,Pacific Peoples,60-64,Female,1180,1137,1274,926,892
Auckland,Pacific Peoples,60-64,Male,1113,1090,1187,938,918
Auckland,Pacific Peoples,65-69,Female,869,832,974,892,854
Auckland,Pacific Peoples,65-69,Male,856,821,915,936,897
Auckland,Pacific Peoples,70-74,Female,649,622,666,974,934
Auckland,Pacific Peoples,70-74,Male,517,498,559,925,891
Auckland,Pacific Peoples,75-79,Female,406,397,482,842,824
Auckland,Pacific Peoples,75-79,Male,298,287,336,887,854
Auckland,Pacific Peoples,80-84,Female,310,293,326,951,899
Auckland,Pacific Peoples,80-84,Male,163,160,185,881,865
Auckland,Pacific Peoples,85-89,Female,140,129,185,757,697
Auckland,Pacific Peoples,85-89,Male,73,70,79,924,886
Auckland,Pacific Peoples,90+,Female,70,62,81,864,765
Auckland,Pacific Peoples,90+,Male,21,19,24,875,792
Auckland,Unknown,12-15,Female,119,92,22,5409,4182
Auckland,Unknown,12-15,Male,127,98,13,9769,7538
Auckland,Unknown,16-19,Female,140,129,16,8750,8062
Auckland,Unknown,16-19,Male,128,104,10,12800,10400
Auckland,Unknown,20-24,Female,214,182,24,8917,7583
Auckland,Unknown,20-24,Male,244,206,28,8714,7357
Auckland,Unknown,25-29,Female,404,373,50,8080,7460
Auckland,Unknown,25-29,Male,436,380,46,9478,8261
Auckland,Unknown,30-34,Female,366,323,48,7625,6729
Auckland,Unknown,30-34,Male,538,476,58,9276,8207
Auckland,Unknown,35-39,Female,227,198,50,4540,3960
Auckland,Unknown,35-39,Male,452,405,98,4612,4133
Auckland,Unknown,40-44,Female,167,156,50,3340,3120
Auckland,Unknown,40-44,Male,335,316,81,4136,3901
Auckland,Unknown,45-49,Female,155,128,42,3690,3048
Auckland,Unknown,45-49,Male,270,243,103,2621,2359
Auckland,Unknown,50-54,Female,101,94,40,2525,2350
Auckland,Unknown,50-54,Male,234,203,91,2571,2231
Auckland,Unknown,55-59,Female,80,74,40,2000,1850
Auckland,Unknown,55-59,Male,207,177,87,2379,2034
Auckland,Unknown,60-64,Female,102,91,39,2615,2333
Auckland,Unknown,60-64,Male,147,125,82,1793,1524
Auckland,Unknown,65-69,Female,72,69,43,1674,1605
Auckland,Unknown,65-69,Male,103,97,77,1338,1260
Auckland,Unknown,70-74,Female,58,50,44,1318,1136
Auckland,Unknown,70-74,Male,56,53,47,1191,1128
Auckland,Unknown,75-79,Female,29,26,26,1115,1000
Auckland,Unknown,75-79,Male,16,14,18,889,778
Auckland,Unknown,80-84,Female,10,10,22,455,455
Auckland,Unknown,80-84,Male,13,12,10,1300,1200
Auckland,Unknown,85-89,Female,9,8,12,750,667
Auckland,Unknown,90+,Male,7,6,5,1400,1200
Bay of Plenty,Asian,12-15,Female,374,306,380,984,805
Bay of Plenty,Asian,12-15,Male,407,344,421,967,817
Bay of Plenty,Asian,16-19,Female,340,293,289,1176,1014
Bay of Plenty,Asian,16-19,Male,376,319,305,1233,1046
Bay of Plenty,Asian,20-24,Female,427,358,353,1210,1014
Bay of Plenty,Asian,20-24,Male,987,746,546,1808,1366
Bay of Plenty,Asian,25-29,Female,973,857,948,1026,904
Bay of Plenty,Asian,25-29,Male,1603,1320,1083,1480,1219
Bay of Plenty,Asian,30-34,Female,1282,1152,1117,1148,1031
Bay of Plenty,Asian,30-34,Male,1357,1220,1026,1323,1189
Bay of Plenty,Asian,35-39,Female,963,890,919,1048,968
Bay of Plenty,Asian,35-39,Male,935,856,739,1265,1158
Bay of Plenty,Asian,40-44,Female,739,673,678,1090,993
Bay of Plenty,Asian,40-44,Male,710,662,604,1175,1096
Bay of Plenty,Asian,45-49,Female,605,577,556,1088,1038
Bay of Plenty,Asian,45-49,Male,547,526,407,1344,1292
Bay of Plenty,Asian,50-54,Female,403,395,399,1010,990
Bay of Plenty,Asian,50-54,Male,368,357,318,1157,1123
Bay of Plenty,Asian,55-59,Female,351,332,328,1070,1012
Bay of Plenty,Asian,55-59,Male,245,239,240,1021,996
Bay of Plenty,Asian,60-64,Female,295,278,313,942,888
Bay of Plenty,Asian,60-64,Male,177,170,206,859,825
Bay of Plenty,Asian,65-69,Female,234,227,249,940,912
Bay of Plenty,Asian,65-69,Male,195,184,192,1016,958
Bay of Plenty,Asian,70-74,Female,156,152,157,994,968
Bay of Plenty,Asian,70-74,Male,120,116,132,909,879
Bay of Plenty,Asian,75-79,Female,63,63,73,863,863
Bay of Plenty,Asian,75-79,Male,66,59,63,1048,937
Bay of Plenty,Asian,80-84,Female,41,39,45,911,867
Bay of Plenty,Asian,80-84,Male,35,37,42,833,881
Bay of Plenty,Asian,85-89,Female,11,9,9,1222,1000
Bay of Plenty,Asian,85-89,Male,13,13,14,929,929
Bay of Plenty,Asian,90+,Male,5,0,5,1000,800
Bay of Plenty,European or Other,12-15,Female,2956,2345,3739,791,627
Bay of Plenty,European or Other,12-15,Male,3101,2377,3990,777,596
Bay of Plenty,European or Other,16-19,Female,2745,2214,3257,843,680
Bay of Plenty,European or Other,16-19,Male,2837,2228,3453,822,645
Bay of Plenty,European or Other,20-24,Female,2826,2235,3592,787,622
Bay of Plenty,European or Other,20-24,Male,2930,2148,3718,788,578
Bay of Plenty,European or Other,25-29,Female,3475,2723,4548,764,599
Bay of Plenty,European or Other,25-29,Male,3208,2432,4018,798,605
Bay of Plenty,European or Other,25-29,Unknown/Other,8,5,8,1000,625
Bay of Plenty,European or Other,30-34,Female,4297,3533,5173,831,683
Bay of Plenty,European or Other,30-34,Male,3731,3001,4364,855,688
Bay of Plenty,European or Other,35-39,Female,4270,3638,4998,854,728
Bay of Plenty,European or Other,35-39,Male,3808,3127,4396,866,711
Bay of Plenty,European or Other,40-44,Female,4159,3650,4905,848,744
Bay of Plenty,European or Other,40-44,Male,3769,3314,4551,828,728
Bay of Plenty,European or Other,45-49,Female,4844,4381,6005,807,730
Bay of Plenty,European or Other,45-49,Male,4546,4040,5473,831,738
Bay of Plenty,European or Other,50-54,Female,5531,5082,6249,885,813
Bay of Plenty,European or Other,50-54,Male,4950,4577,5645,877,811
Bay of Plenty,European or Other,55-59,Female,5747,5379,6542,878,822
Bay of Plenty,European or Other,55-59,Male,5407,5066,6142,880,825
Bay of Plenty,European or Other,60-64,Female,6018,5736,6497,926,883
Bay of Plenty,European or Other,60-64,Male,5461,5225,6024,907,867
Bay of Plenty,European or Other,65-69,Female,5953,5757,6364,935,905
Bay of Plenty,European or Other,65-69,Male,5530,5344,5918,934,903
Bay of Plenty,European or Other,70-74,Female,5824,5660,6119,952,925
Bay of Plenty,European or Other,70-74,Male,5461,5317,5809,940,915
Bay of Plenty,European or Other,75-79,Female,4494,4402,4782,940,921
Bay of Plenty,European or Other,75-79,Male,4100,4008,4228,970,948
Bay of Plenty,European or Other,80-84,Female,3322,3291,3210,1035,1025
Bay of Plenty,European or Other,80-84,Male,2925,2889,2866,1021,1008
Bay of Plenty,European or Other,85-89,Female,1850,1796,1980,934,907
Bay of Plenty,European or Other,85-89,Male,1434,1430,1477,971,968
Bay of Plenty,European or Other,90+,Female,1227,1187,1302,942,912
Bay of Plenty,European or Other,90+,Male,750,733,724,1036,1012
Bay of Plenty,Maori,12-15,Female,1448,954,2540,570,376
Bay of Plenty,Maori,12-15,Male,1498,1005,2634,569,382
Bay of Plenty,Maori,16-19,Female,1377,902,2146,642,420
Bay of Plenty,Maori,16-19,Male,1311,870,2199,596,396
Bay of Plenty,Maori,20-24,Female,1346,874,2469,545,354
Bay of Plenty,Maori,20-24,Male,1342,818,2356,570,347
Bay of Plenty,Maori,25-29,Female,1389,872,2388,582,365
Bay of Plenty,Maori,25-29,Male,1229,749,2195,560,341
Bay of Plenty,Maori,30-34,Female,1349,895,2116,638,423
Bay of Plenty,Maori,30-34,Male,1176,780,1894,621,412
Bay of Plenty,Maori,35-39,Female,1336,974,1916,697,508
Bay of Plenty,Maori,35-39,Male,1070,754,1674,639,450
Bay of Plenty,Maori,40-44,Female,1337,1040,1834,729,567
Bay of Plenty,Maori,40-44,Male,1158,848,1639,707,517
Bay of Plenty,Maori,45-49,Female,1488,1242,1896,785,655
Bay of Plenty,Maori,45-49,Male,1209,963,1638,738,588
Bay of Plenty,Maori,50-54,Female,1454,1255,1746,833,719
Bay of Plenty,Maori,50-54,Male,1260,1073,1564,806,686
Bay of Plenty,Maori,55-59,Female,1488,1332,1790,831,744
Bay of Plenty,Maori,55-59,Male,1208,1086,1525,792,712
Bay of Plenty,Maori,60-64,Female,1369,1248,1514,904,824
Bay of Plenty,Maori,60-64,Male,1125,1037,1172,960,885
Bay of Plenty,Maori,65-69,Female,1062,998,1077,986,927
Bay of Plenty,Maori,65-69,Male,863,827,947,911,873
Bay of Plenty,Maori,70-74,Female,712,675,730,975,925
Bay of Plenty,Maori,70-74,Male,637,599,633,1006,946
Bay of Plenty,Maori,75-79,Female,375,359,435,862,825
Bay of Plenty,Maori,75-79,Male,344,337,342,1006,985
Bay of Plenty,Maori,80-84,Female,275,260,278,989,935
Bay of Plenty,Maori,80-84,Male,175,169,180,972,939
Bay of Plenty,Maori,85-89,Female,118,113,126,937,897
Bay of Plenty,Maori,85-89,Male,64,63,72,889,875
Bay of Plenty,Maori,90+,Female,41,39,50,820,780
Bay of Plenty,Maori,90+,Male,19,18,18,1056,1000
Bay of Plenty,Pacific Peoples,12-15,Female,124,85,164,756,518
Bay of Plenty,Pacific Peoples,12-15,Male,131,94,202,649,465
Bay of Plenty,Pacific Peoples,16-19,Female,105,82,146,719,562
Bay of Plenty,Pacific Peoples,16-19,Male,145,111,156,929,712
Bay of Plenty,Pacific Peoples,20-24,Female,150,103,175,857,589
Bay of Plenty,Pacific Peoples,20-24,Male,291,233,197,1477,1183
Bay of Plenty,Pacific Peoples,25-29,Female,160,125,173,925,723
Bay of Plenty,Pacific Peoples,25-29,Male,433,377,211,2052,1787
Bay of Plenty,Pacific Peoples,30-34,Female,171,142,188,910,755
Bay of Plenty,Pacific Peoples,30-34,Male,379,321,214,1771,1500
Bay of Plenty,Pacific Peoples,35-39,Female,139,109,147,946,741
Bay of Plenty,Pacific Peoples,35-39,Male,383,337,211,1815,1597
Bay of Plenty,Pacific Peoples,40-44,Female,144,126,169,852,746
Bay of Plenty,Pacific Peoples,40-44,Male,297,261,186,1597,1403
Bay of Plenty,Pacific Peoples,45-49,Female,136,120,134,1015,896
Bay of Plenty,Pacific Peoples,45-49,Male,191,181,130,1469,1392
Bay of Plenty,Pacific Peoples,50-54,Female,113,100,126,897,794
Bay of Plenty,Pacific Peoples,50-54,Male,164,151,136,1206,1110
Bay of Plenty,Pacific Peoples,55-59,Female,107,97,102,1049,951
Bay of Plenty,Pacific Peoples,55-59,Male,79,76,80,988,950
Bay of Plenty,Pacific Peoples,60-64,Female,58,56,67,866,836
Bay of Plenty,Pacific Peoples,60-64,Male,78,70,79,987,886
Bay of Plenty,Pacific Peoples,65-69,Female,55,52,51,1078,1020
Bay of Plenty,Pacific Peoples,65-69,Male,49,47,61,803,770
Bay of Plenty,Pacific Peoples,70-74,Female,43,41,52,827,788
Bay of Plenty,Pacific Peoples,70-74,Male,27,27,29,931,931
Bay of Plenty,Pacific Peoples,75-79,Female,36,32,35,1029,914
Bay of Plenty,Pacific Peoples,75-79,Male,22,21,23,957,913
Bay of Plenty,Pacific Peoples,80-84,Female,11,11,12,917,917
Bay of Plenty,Pacific Peoples,80-84,Male,9,9,12,750,750
Bay of Plenty,Unknown,20-24,Male,29,21,6,4833,3500
Bay of Plenty,Unknown,25-29,Female,36,30,9,4000,3333
Bay of Plenty,Unknown,25-29,Male,68,56,13,5231,4308
Bay of Plenty,Unknown,30-34,Female,31,27,8,3875,3375
Bay of Plenty,Unknown,30-34,Male,56,43,12,4667,3583
Bay of Plenty,Unknown,35-39,Female,23,22,7,3286,3143
Bay of Plenty,Unknown,35-39,Male,51,45,9,5667,5000
Bay of Plenty,Unknown,40-44,Female,27,24,8,3375,3000
Bay of Plenty,Unknown,40-44,Male,57,49,18,3167,2722
Bay of Plenty,Unknown,45-49,Female,9,7,6,1500,1167
Bay of Plenty,Unknown,45-49,Male,34,31,21,1619,1476
Bay of Plenty,Unknown,50-54,Female,11,9,7,1571,1286
Bay of Plenty,Unknown,50-54,Male,41,36,19,2158,1895
Bay of Plenty,Unknown,55-59,Female,7,6,6,1167,1000
Bay of Plenty,Unknown,55-59,Male,45,34,19,2368,1789
Bay of Plenty,Unknown,60-64,Female,18,15,10,1800,1500
Bay of Plenty,Unknown,60-64,Male,23,22,15,1533,1467
Bay of Plenty,Unknown,65-69,Female,5,5,10,500,500
Bay of Plenty,Unknown,65-69,Male,16,16,9,1778,1778
Bay of Plenty,Unknown,70-74,Male,20,19,19,1053,1000
Bay of Plenty,Unknown,75-79,Female,7,7,5,1400,1400
Bay of Plenty,Unknown,75-79,Male,9,8,9,1000,889
Canterbury,Asian,12-15,Female,1519,1193,1488,1021,802
Canterbury,Asian,12-15,Male,1609,1224,1601,1005,765
Canterbury,Asian,16-19,Female,1398,1173,1264,1106,928
Canterbury,Asian,16-19,Male,1621,1293,1318,1230,981
Canterbury,Asian,20-24,Female,1991,1716,1773,1123,968
Canterbury,Asian,20-24,Male,2553,2071,1829,1396,1132
Canterbury,Asian,20-24,Unknown/Other,47,41,7,6714,5857
Canterbury,Asian,25-29,Female,3361,2937,3186,1055,922
Canterbury,Asian,25-29,Male,3878,3330,3111,1247,1070
Canterbury,Asian,25-29,Unknown/Other,77,74,8,9625,9250
Canterbury,Asian,30-34,Female,4380,3892,4229,1036,920
Canterbury,Asian,30-34,Male,4275,3821,3730,1146,1024
Canterbury,Asian,30-34,Unknown/Other,35,34,6,5833,5667
Canterbury,Asian,35-39,Female,4017,3619,4047,993,894
Canterbury,Asian,35-39,Male,3987,3630,3696,1079,982
Canterbury,Asian,35-39,Unknown/Other,20,15,7,2857,2143
Canterbury,Asian,40-44,Female,2983,2774,2851,1046,973
Canterbury,Asian,40-44,Male,3021,2785,2646,1142,1053
Canterbury,Asian,40-44,Unknown/Other,12,10,6,2000,1667
Canterbury,Asian,45-49,Female,2185,1993,2126,1028,937
Canterbury,Asian,45-49,Male,2079,1930,1857,1120,1039
Canterbury,Asian,50-54,Female,1641,1532,1537,1068,997
Canterbury,Asian,50-54,Male,1474,1398,1309,1126,1068
Canterbury,Asian,55-59,Female,1215,1159,1275,953,909
Canterbury,Asian,55-59,Male,964,913,972,992,939
Canterbury,Asian,60-64,Female,1153,1092,1294,891,844
Canterbury,Asian,60-64,Male,786,754,852,923,885
Canterbury,Asian,65-69,Female,953,906,996,957,910
Canterbury,Asian,65-69,Male,719,693,834,862,831
Canterbury,Asian,70-74,Female,526,499,516,1019,967
Canterbury,Asian,70-74,Male,490,482,476,1029,1013
Canterbury,Asian,75-79,Female,241,220,287,840,767
Canterbury,Asian,75-79,Male,212,201,241,880,834
Canterbury,Asian,80-84,Female,179,165,184,973,897
Canterbury,Asian,80-84,Male,141,138,154,916,896
Canterbury,Asian,85-89,Female,76,76,79,962,962
Canterbury,Asian,85-89,Male,55,51,64,859,797
Canterbury,Asian,90+,Female,38,34,35,1086,971
Canterbury,Asian,90+,Male,27,24,28,964,857
Canterbury,European or Other,12-15,Female,8566,6671,9585,894,696
Canterbury,European or Other,12-15,Male,9075,7192,10084,900,713
Canterbury,European or Other,16-19,Female,9199,7602,9984,921,761
Canterbury,European or Other,16-19,Male,9188,7281,10205,900,713
Canterbury,European or Other,16-19,Unknown/Other,7,7,5,1400,1400
Canterbury,European or Other,20-24,Female,11979,9827,13154,911,747
Canterbury,European or Other,20-24,Male,12408,9431,13845,896,681
Canterbury,European or Other,20-24,Unknown/Other,10,9,12,833,750
Canterbury,European or Other,25-29,Female,12067,9719,14413,837,674
Canterbury,European or Other,25-29,Male,11847,9062,14024,845,646
Canterbury,European or Other,25-29,Unknown/Other,28,24,20,1400,1200
Canterbury,European or Other,30-34,Female,12585,10363,14097,893,735
Canterbury,European or Other,30-34,Male,12531,9863,13919,900,709
Canterbury,European or Other,30-34,Unknown/Other,22,18,7,3143,2571
Canterbury,European or Other,35-39,Female,11472,9908,12782,898,775
Canterbury,European or Other,35-39,Male,11039,9253,12323,896,751
Canterbury,European or Other,35-39,Unknown/Other,9,7,5,1800,1400
Canterbury,European or Other,40-44,Female,11808,10496,12889,916,814
Canterbury,European or Other,40-44,Male,10869,9470,12314,883,769
Canterbury,European or Other,40-44,Unknown/Other,7,6,7,1000,857
Canterbury,European or Other,45-49,Female,13626,12422,15519,878,800
Canterbury,European or Other,45-49,Male,12674,11318,14433,878,784
Canterbury,European or Other,50-54,Female,14929,13844,15684,952,883
Canterbury,European or Other,50-54,Male,14299,13172,15302,934,861
Canterbury,European or Other,55-59,Female,14881,14031,15922,935,881
Canterbury,European or Other,55-59,Male,14373,13444,15603,921,862
Canterbury,European or Other,60-64,Female,14069,13540,14458,973,937
Canterbury,European or Other,60-64,Male,13756,13205,14215,968,929
Canterbury,European or Other,65-69,Female,12270,11894,12622,972,942
Canterbury,European or Other,65-69,Male,11780,11412,12116,972,942
Canterbury,European or Other,70-74,Female,11548,11297,11648,991,970
Canterbury,European or Other,70-74,Male,10703,10455,10748,996,973
Canterbury,European or Other,75-79,Female,8164,8056,8212,994,981
Canterbury,European or Other,75-79,Male,7300,7222,7310,999,988
Canterbury,European or Other,80-84,Female,6188,6069,5990,1033,1013
Canterbury,European or Other,80-84,Male,4911,4814,4678,1050,1029
Canterbury,European or Other,85-89,Female,3731,3639,3860,967,943
Canterbury,European or Other,85-89,Male,2584,2540,2644,977,961
Canterbury,European or Other,90+,Female,2661,2577,2642,1007,975
Canterbury,European or Other,90+,Male,1384,1339,1332,1039,1005
Canterbury,Maori,12-15,Female,1467,986,1851,793,533
Canterbury,Maori,12-15,Male,1564,1103,1964,796,562
Canterbury,Maori,16-19,Female,1411,1019,1739,811,586
Canterbury,Maori,16-19,Male,1379,953,1741,792,547
Canterbury,Maori,20-24,Female,1836,1316,2319,792,567
Canterbury,Maori,20-24,Male,1739,1144,2273,765,503
Canterbury,Maori,25-29,Female,1525,1062,2108,723,504
Canterbury,Maori,25-29,Male,1435,939,2139,671,439
Canterbury,Maori,30-34,Female,1450,1046,1858,780,563
Canterbury,Maori,30-34,Male,1309,922,1768,740,521
Canterbury,Maori,35-39,Female,1124,851,1356,829,628
Canterbury,Maori,35-39,Male,1068,748,1359,786,550
Canterbury,Maori,40-44,Female,1120,896,1371,817,654
Canterbury,Maori,40-44,Male,996,766,1270,784,603
Canterbury,Maori,45-49,Female,1216,1046,1409,863,742
Canterbury,Maori,45-49,Male,1056,847,1240,852,683
Canterbury,Maori,50-54,Female,1268,1113,1365,929,815
Canterbury,Maori,50-54,Male,1180,1013,1311,900,773
Canterbury,Maori,55-59,Female,1061,975,1180,899,826
Canterbury,Maori,55-59,Male,899,812,1008,892,806
Canterbury,Maori,60-64,Female,849,791,848,1001,933
Canterbury,Maori,60-64,Male,800,759,833,960,911
Canterbury,Maori,65-69,Female,575,550,577,997,953
Canterbury,Maori,65-69,Male,529,501,570,928,879
Canterbury,Maori,70-74,Female,420,407,401,1047,1015
Canterbury,Maori,70-74,Male,400,386,350,1143,1103
Canterbury,Maori,75-79,Female,232,220,223,1040,987
Canterbury,Maori,75-79,Male,227,228,223,1018,1022
Canterbury,Maori,80-84,Female,120,121,114,1053,1061
Canterbury,Maori,80-84,Male,95,91,83,1145,1096
Canterbury,Maori,85-89,Female,43,39,47,915,830
Canterbury,Maori,85-89,Male,31,31,37,838,838
Canterbury,Maori,90+,Female,30,28,23,1304,1217
