SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
101700,Kohukohu-Broadwood,Northland,Maori,12+,395,292,287,274,161,136,44,74%,73%,59%,32%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,47,15,Masked,NA,NA,NA,NA,32%,9%,NA,NA
101800,Whakarara,Northland,Maori,12+,582,466,451,430,271,215,82,80%,77%,63%,38%
101800,Whakarara,Northland,Maori,5-11,74,33,21,NA,NA,NA,NA,45%,28%,NA,NA
101900,Kaeo,Northland,Maori,12+,474,363,344,330,192,150,65,77%,73%,58%,43%
101900,Kaeo,Northland,Maori,5-11,107,38,17,NA,NA,NA,NA,36%,16%,NA,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,651,447,416,397,211,180,51,69%,64%,53%,28%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,120,13,8,NA,NA,NA,NA,11%,7%,NA,NA
102100,Hokianga South,Northland,Maori,12+,722,530,505,476,288,239,89,73%,70%,61%,37%
102100,Hokianga South,Northland,Maori,5-11,103,27,15,NA,NA,NA,NA,26%,15%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,286,218,207,185,94,76,18,76%,72%,51%,24%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,66,18,Masked,NA,NA,NA,NA,27%,<5%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Pacific Peoples,12+,61,57,54,54,32,16,Masked,93%,89%,59%,19%
102300,Okaihau,Northland,Maori,12+,334,271,259,236,114,86,29,81%,78%,48%,34%
102300,Okaihau,Northland,Maori,5-11,58,12,Masked,NA,NA,NA,NA,21%,7%,NA,NA
102400,Rangitane-Purerua,Northland,Maori,12+,400,327,308,280,154,132,44,82%,77%,55%,33%
102400,Rangitane-Purerua,Northland,Maori,5-11,65,11,Masked,NA,NA,NA,NA,17%,6%,NA,NA
102500,Waipapa,Northland,Maori,12+,135,104,98,90,44,28,15,77%,73%,49%,54%
102600,Puketotara,Northland,Maori,12+,243,190,185,167,95,70,15,78%,76%,57%,21%
102600,Puketotara,Northland,Maori,5-11,53,24,Masked,NA,NA,NA,NA,45%,6%,NA,NA
102600,Puketotara,Northland,Pacific Peoples,12+,40,37,37,36,19,13,NA,92%,92%,53%,0%
102700,Waima Forest,Northland,Maori,12+,788,578,554,521,262,212,44,73%,70%,50%,21%
102700,Waima Forest,Northland,Maori,5-11,133,22,7,NA,NA,NA,NA,17%,5%,NA,NA
102800,Riverview,Northland,Maori,12+,260,229,223,205,114,91,20,88%,86%,56%,22%
102800,Riverview,Northland,Maori,5-11,52,20,Masked,NA,NA,NA,NA,38%,8%,NA,NA
102900,Waipoua Forest,Northland,Maori,12+,649,506,487,473,307,265,89,78%,75%,65%,34%
102900,Waipoua Forest,Northland,Maori,5-11,98,15,6,NA,NA,NA,NA,15%,6%,NA,NA
103000,Kerikeri Central,Northland,Maori,12+,497,416,402,377,174,123,30,84%,81%,46%,24%
103000,Kerikeri Central,Northland,Maori,5-11,105,31,14,NA,NA,NA,NA,30%,13%,NA,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,122,101,101,96,29,19,7,83%,83%,30%,37%
103100,Kerikeri South,Northland,Maori,12+,261,212,202,187,112,87,28,81%,77%,60%,32%
103100,Kerikeri South,Northland,Maori,5-11,51,20,Masked,NA,NA,NA,NA,39%,10%,NA,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,432,359,341,321,185,145,23,83%,79%,58%,16%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,70,13,6,NA,NA,NA,NA,19%,9%,NA,NA
103300,Puketona-Waitangi,Northland,Maori,12+,291,237,232,219,136,103,22,81%,80%,62%,21%
103300,Puketona-Waitangi,Northland,Maori,5-11,53,27,Masked,NA,NA,NA,NA,51%,8%,NA,NA
103400,Ngapuhi,Northland,Maori,12+,"1,017",778,737,692,346,279,72,76%,72%,50%,26%
103400,Ngapuhi,Northland,Maori,5-11,170,35,8,NA,NA,NA,NA,21%,<5%,NA,NA
103500,Kaikohe,Northland,Maori,12+,"2,815","2,146","2,035","1,902",942,713,200,76%,72%,50%,28%
103500,Kaikohe,Northland,Maori,5-11,608,139,52,NA,NA,NA,NA,23%,9%,NA,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,114,97,95,92,43,33,8,85%,83%,47%,24%
103600,Pakaraka,Northland,Maori,12+,159,133,128,121,65,48,14,84%,81%,54%,29%
103600,Pakaraka,Northland,Maori,5-11,40,8,Masked,NA,NA,NA,NA,20%,8%,NA,NA
103700,Haruru,Northland,Maori,12+,241,195,190,177,97,72,20,81%,79%,55%,28%
103700,Haruru,Northland,Maori,5-11,49,26,7,NA,NA,NA,NA,53%,14%,NA,NA
103800,Russell,Northland,Maori,12+,136,120,119,112,80,72,22,88%,88%,71%,31%
103900,Paihia,Northland,Maori,12+,504,400,380,362,176,143,44,79%,75%,49%,31%
103900,Paihia,Northland,Maori,5-11,67,12,Masked,NA,NA,NA,NA,18%,<5%,NA,NA
104000,Mataraua Forest,Northland,Maori,12+,345,252,234,216,111,92,31,73%,68%,51%,34%
104000,Mataraua Forest,Northland,Maori,5-11,52,11,7,NA,NA,NA,NA,21%,13%,NA,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,858,646,622,575,282,245,48,75%,72%,49%,20%
104100,Matawaia-Taumarere,Northland,Maori,5-11,162,41,6,NA,NA,NA,NA,25%,<5%,NA,NA
104200,Russell Peninsula,Northland,Maori,12+,80,61,61,57,42,34,13,76%,76%,74%,38%
104300,Opua (Far North District),Northland,Maori,12+,182,140,135,127,72,63,13,77%,74%,57%,21%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,420,348,333,319,191,168,54,83%,79%,60%,32%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,64,11,Masked,NA,NA,NA,NA,17%,<5%,NA,NA
104500,Moerewa,Northland,Maori,12+,"1,235",970,926,865,429,315,83,79%,75%,50%,26%
104500,Moerewa,Northland,Maori,5-11,216,33,8,NA,NA,NA,NA,15%,<5%,NA,NA
104600,Kawakawa,Northland,Maori,12+,843,692,655,608,305,228,49,82%,78%,50%,21%
104600,Kawakawa,Northland,Maori,5-11,152,36,10,NA,NA,NA,NA,24%,7%,NA,NA
104700,Maromaku,Northland,Maori,12+,278,201,189,176,91,68,22,72%,68%,52%,32%
104700,Maromaku,Northland,Maori,5-11,75,23,Masked,NA,NA,NA,NA,31%,5%,NA,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,644,529,512,471,236,184,53,82%,80%,50%,29%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,125,26,6,NA,NA,NA,NA,21%,<5%,NA,NA
104900,Whangaruru,Northland,Maori,12+,699,555,540,508,275,221,46,79%,77%,54%,21%
104900,Whangaruru,Northland,Maori,5-11,142,46,7,NA,NA,NA,NA,32%,<5%,NA,NA
105100,Matarau,Northland,Maori,12+,430,337,329,298,157,116,33,78%,77%,53%,28%
105100,Matarau,Northland,Maori,5-11,84,31,13,NA,NA,NA,NA,37%,15%,NA,NA
105200,Hikurangi,Northland,Maori,12+,503,406,384,348,174,116,23,81%,76%,50%,20%
105200,Hikurangi,Northland,Maori,5-11,133,44,19,NA,NA,NA,NA,33%,14%,NA,NA
105300,Kauri,Northland,Maori,12+,258,208,202,191,114,81,18,81%,78%,60%,22%
105300,Kauri,Northland,Maori,5-11,51,16,7,NA,NA,NA,NA,31%,14%,NA,NA
105400,Maungatapere,Northland,Maori,12+,476,402,389,363,214,152,37,84%,82%,59%,24%
105400,Maungatapere,Northland,Maori,5-11,100,35,15,NA,NA,NA,NA,35%,15%,NA,NA
105500,Kamo West,Northland,Maori,12+,437,378,371,330,195,140,46,86%,85%,59%,33%
105500,Kamo West,Northland,Maori,5-11,93,44,16,NA,NA,NA,NA,47%,17%,NA,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,250,202,194,179,108,88,20,81%,78%,60%,23%
105700,Kiripaka,Northland,Maori,12+,215,174,168,158,83,68,24,81%,78%,53%,35%
105800,Kamo East,Northland,Maori,12+,976,819,780,726,326,189,37,84%,80%,45%,20%
105800,Kamo East,Northland,Maori,5-11,255,69,17,NA,NA,NA,NA,27%,7%,NA,NA
105800,Kamo East,Northland,Pacific Peoples,12+,99,81,80,76,40,23,Masked,82%,81%,53%,9%
105900,Granfield Reserve,Northland,Maori,12+,489,424,407,380,197,140,40,87%,83%,52%,29%
105900,Granfield Reserve,Northland,Maori,5-11,79,28,9,NA,NA,NA,NA,35%,11%,NA,NA
106000,Kamo Central,Northland,Maori,12+,434,372,359,333,174,131,35,86%,83%,52%,27%
106000,Kamo Central,Northland,Maori,5-11,96,34,12,NA,NA,NA,NA,35%,12%,NA,NA
106000,Kamo Central,Northland,Pacific Peoples,12+,40,36,35,32,20,12,Masked,90%,88%,62%,25%
106100,Whau Valley,Northland,Maori,12+,608,518,504,472,257,172,43,85%,83%,54%,25%
106100,Whau Valley,Northland,Maori,5-11,123,40,12,NA,NA,NA,NA,33%,10%,NA,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,47,41,40,37,25,17,Masked,87%,85%,68%,29%
106200,Tikipunga North,Northland,Maori,12+,"1,043",839,804,741,370,263,67,80%,77%,50%,25%
106200,Tikipunga North,Northland,Maori,5-11,263,70,17,NA,NA,NA,NA,27%,6%,NA,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,93,75,73,69,42,21,7,81%,78%,61%,33%
106300,Pukenui,Northland,Maori,12+,200,166,163,144,95,70,21,83%,82%,66%,30%
106300,Pukenui,Northland,Maori,5-11,55,26,7,NA,NA,NA,NA,47%,13%,NA,NA
106400,Otangarei,Northland,Maori,12+,"1,331","1,035",953,889,398,285,60,78%,72%,45%,21%
106400,Otangarei,Northland,Maori,5-11,305,48,10,NA,NA,NA,NA,16%,<5%,NA,NA
106400,Otangarei,Northland,Pacific Peoples,12+,54,42,40,37,19,17,Masked,78%,74%,51%,18%
106500,Tikipunga South,Northland,Maori,12+,"1,298","1,076","1,039",950,485,355,92,83%,80%,51%,26%
106500,Tikipunga South,Northland,Maori,5-11,274,97,22,NA,NA,NA,NA,35%,8%,NA,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,91,84,81,78,39,21,10,92%,89%,50%,48%
106600,Kensington (Whangarei District),Northland,Maori,12+,758,615,601,571,317,229,64,81%,79%,56%,28%
106600,Kensington (Whangarei District),Northland,Maori,5-11,122,26,10,NA,NA,NA,NA,21%,8%,NA,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,65,57,56,52,32,20,Masked,88%,86%,62%,15%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,159,123,118,111,64,46,13,77%,74%,58%,28%
106800,Mairtown,Northland,Maori,12+,538,458,449,423,271,194,45,85%,83%,64%,23%
106800,Mairtown,Northland,Maori,5-11,80,35,13,NA,NA,NA,NA,44%,16%,NA,NA
106800,Mairtown,Northland,Pacific Peoples,12+,57,49,48,45,27,16,8,86%,84%,60%,50%
106900,Maunu-Horahora,Northland,Maori,12+,555,467,455,415,238,161,48,84%,82%,57%,30%
106900,Maunu-Horahora,Northland,Maori,5-11,105,44,16,NA,NA,NA,NA,42%,15%,NA,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,48,44,43,42,31,15,Masked,92%,90%,74%,27%
107000,Woodhill-Vinetown,Northland,Maori,12+,740,589,562,528,304,218,60,80%,76%,58%,28%
107000,Woodhill-Vinetown,Northland,Maori,5-11,107,30,10,NA,NA,NA,NA,28%,9%,NA,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,73,64,63,59,32,18,Masked,88%,86%,54%,17%
107100,Whangarei Central,Northland,Maori,12+,278,235,229,217,123,96,24,85%,82%,57%,25%
107200,Riverside,Northland,Maori,12+,447,362,354,335,177,126,34,81%,79%,53%,27%
107200,Riverside,Northland,Maori,5-11,79,31,7,NA,NA,NA,NA,39%,9%,NA,NA
107200,Riverside,Northland,Pacific Peoples,12+,48,43,43,39,21,13,Masked,90%,90%,54%,15%
107300,Raumanga,Northland,Maori,12+,"1,490","1,204","1,132","1,047",453,292,69,81%,76%,43%,24%
107300,Raumanga,Northland,Maori,5-11,338,94,20,NA,NA,NA,NA,28%,6%,NA,NA
107300,Raumanga,Northland,Pacific Peoples,12+,119,103,97,89,44,29,8,87%,82%,49%,28%
107400,Tarewa,Northland,Maori,12+,997,778,745,687,324,219,36,78%,75%,47%,16%
107400,Tarewa,Northland,Maori,5-11,223,61,21,NA,NA,NA,NA,27%,9%,NA,NA
107400,Tarewa,Northland,Pacific Peoples,12+,45,41,40,36,17,8,Masked,91%,89%,47%,12%
107500,Morningside (Whangarei District),Northland,Maori,12+,814,667,636,595,301,208,59,82%,78%,51%,28%
107500,Morningside (Whangarei District),Northland,Maori,5-11,129,45,20,NA,NA,NA,NA,35%,16%,NA,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,52,46,45,42,23,16,Masked,88%,87%,55%,12%
107600,Ngunguru,Northland,Maori,12+,154,129,128,119,74,59,20,84%,83%,62%,34%
107600,Ngunguru,Northland,Maori,5-11,48,16,Masked,NA,NA,NA,NA,33%,10%,NA,NA
107700,Otaika-Portland,Northland,Maori,12+,303,240,228,212,129,98,19,79%,75%,61%,19%
107700,Otaika-Portland,Northland,Maori,5-11,57,20,11,NA,NA,NA,NA,35%,19%,NA,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,264,219,216,196,110,85,25,83%,82%,56%,29%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,59,12,7,NA,NA,NA,NA,20%,12%,NA,NA
108000,Pataua,Northland,Maori,12+,217,163,156,148,70,61,15,75%,72%,47%,25%
108000,Pataua,Northland,Maori,5-11,46,8,Masked,NA,NA,NA,NA,17%,9%,NA,NA
108100,Onerahi Park,Northland,Maori,12+,254,223,218,207,126,91,24,88%,86%,61%,26%
108100,Onerahi Park,Northland,Maori,5-11,47,20,10,NA,NA,NA,NA,43%,21%,NA,NA
108200,Sherwood Rise,Northland,Maori,12+,660,551,533,485,243,171,41,83%,81%,50%,24%
108200,Sherwood Rise,Northland,Maori,5-11,151,38,15,NA,NA,NA,NA,25%,10%,NA,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,45,41,40,37,20,13,Masked,91%,89%,54%,15%
108300,Onerahi,Northland,Maori,12+,608,481,458,417,201,136,25,79%,75%,48%,18%
108300,Onerahi,Northland,Maori,5-11,144,35,17,NA,NA,NA,NA,24%,12%,NA,NA
108300,Onerahi,Northland,Pacific Peoples,12+,50,40,40,37,18,11,Masked,80%,80%,49%,36%
108500,Parua Bay,Northland,Maori,12+,303,258,255,236,154,122,31,85%,84%,65%,25%
108500,Parua Bay,Northland,Maori,5-11,60,27,8,NA,NA,NA,NA,45%,13%,NA,NA
108600,Bream Bay,Northland,Maori,12+,371,302,291,263,139,111,24,81%,78%,53%,22%
108600,Bream Bay,Northland,Maori,5-11,76,23,11,NA,NA,NA,NA,30%,14%,NA,NA
108700,Marsden Bay,Northland,Maori,12+,350,283,276,252,145,106,37,81%,79%,58%,35%
108700,Marsden Bay,Northland,Maori,5-11,87,22,10,NA,NA,NA,NA,25%,11%,NA,NA
108700,Marsden Bay,Northland,Pacific Peoples,12+,41,31,30,27,12,10,Masked,76%,73%,44%,30%
108800,Ruakaka,Northland,Maori,12+,660,561,540,497,258,196,55,85%,82%,52%,28%
108800,Ruakaka,Northland,Maori,5-11,142,43,9,NA,NA,NA,NA,30%,6%,NA,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,52,44,44,39,27,17,Masked,85%,85%,69%,29%
108900,Bream Head,Northland,Maori,12+,104,90,89,86,60,47,22,87%,86%,70%,47%
109000,Waipu,Northland,Maori,12+,328,257,252,235,138,115,37,78%,77%,59%,32%
109000,Waipu,Northland,Maori,5-11,49,13,6,NA,NA,NA,NA,27%,12%,NA,NA
109100,Kaipara Coastal,Northland,Maori,12+,896,643,607,575,287,223,47,72%,68%,50%,21%
109100,Kaipara Coastal,Northland,Maori,5-11,177,39,11,NA,NA,NA,NA,22%,6%,NA,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,62,49,48,45,17,15,7,79%,77%,38%,47%
109200,Maungaru,Northland,Maori,12+,273,224,218,202,100,73,16,82%,80%,50%,22%
109200,Maungaru,Northland,Maori,5-11,66,19,Masked,NA,NA,NA,NA,29%,6%,NA,NA
109300,Dargaville,Northland,Maori,12+,"1,375","1,062",992,933,408,317,83,77%,72%,44%,26%
109300,Dargaville,Northland,Maori,5-11,260,46,23,NA,NA,NA,NA,18%,9%,NA,NA
109300,Dargaville,Northland,Pacific Peoples,12+,222,198,193,180,81,53,10,89%,87%,45%,19%
109300,Dargaville,Northland,Pacific Peoples,5-11,42,9,Masked,NA,NA,NA,NA,21%,<5%,NA,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,489,382,369,344,192,169,38,78%,75%,56%,22%
109400,Ruawai-Matakohe,Northland,Maori,5-11,112,25,11,NA,NA,NA,NA,22%,10%,NA,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,205,147,141,135,71,60,11,72%,69%,53%,18%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,50,11,Masked,NA,NA,NA,NA,22%,6%,NA,NA
109600,Maungaturoto,Northland,Maori,12+,194,164,157,149,72,60,9,85%,81%,48%,15%
109600,Maungaturoto,Northland,Maori,5-11,54,18,Masked,NA,NA,NA,NA,33%,6%,NA,NA
109700,Kaiwaka,Northland,Maori,12+,452,320,308,285,136,115,28,71%,68%,48%,24%
109700,Kaiwaka,Northland,Maori,5-11,87,23,Masked,NA,NA,NA,NA,26%,6%,NA,NA
109700,Kaiwaka,Northland,Pacific Peoples,12+,42,33,33,29,15,10,Masked,79%,79%,52%,20%
109800,Mangawhai Rural,Northland,Maori,12+,198,144,139,129,67,55,15,73%,70%,52%,27%
109800,Mangawhai Rural,Northland,Maori,5-11,60,11,7,NA,NA,NA,NA,18%,12%,NA,NA
109800,Mangawhai Rural,Northland,Pacific Peoples,12+,49,37,37,35,21,20,Masked,76%,76%,60%,20%
109900,Mangawhai Heads,Northland,Maori,12+,164,135,131,121,70,51,11,82%,80%,58%,22%
109900,Mangawhai Heads,Northland,Maori,5-11,47,15,7,NA,NA,NA,NA,32%,15%,NA,NA
110100,Mangawhai,Northland,Maori,12+,88,68,67,58,36,26,6,77%,76%,62%,23%
110200,Okahukura Peninsula,Waitemata,Maori,12+,204,157,153,135,55,43,14,77%,75%,41%,33%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,49,10,Masked,NA,NA,NA,NA,20%,10%,NA,NA
110400,Cape Rodney,Waitemata,Maori,12+,396,322,319,294,164,126,46,81%,81%,56%,37%
110400,Cape Rodney,Waitemata,Maori,5-11,69,29,20,NA,NA,NA,NA,42%,29%,NA,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,61,49,46,43,27,22,8,80%,75%,63%,36%
110500,Wellsford,Waitemata,Maori,12+,318,233,224,212,89,60,14,73%,70%,42%,23%
110500,Wellsford,Waitemata,Maori,5-11,69,13,7,NA,NA,NA,NA,19%,10%,NA,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,78,65,64,63,25,12,Masked,83%,82%,40%,33%
110700,South Head,Waitemata,Maori,12+,412,331,322,301,157,125,38,80%,78%,52%,30%
110700,South Head,Waitemata,Maori,5-11,78,19,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
110700,South Head,Waitemata,Pacific Peoples,12+,75,60,49,46,28,16,Masked,80%,65%,61%,12%
110800,Kaipara Hills,Waitemata,Maori,12+,280,224,216,195,94,69,22,80%,77%,48%,32%
110800,Kaipara Hills,Waitemata,Maori,5-11,57,17,6,NA,NA,NA,NA,30%,11%,NA,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,96,72,69,64,34,31,11,75%,72%,53%,35%
111100,Warkworth West,Waitemata,Maori,12+,153,132,130,121,64,45,14,86%,85%,53%,31%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,107,94,92,84,52,32,Masked,88%,86%,62%,12%
111200,Puhoi Valley,Waitemata,Maori,12+,228,185,179,164,89,69,21,81%,79%,54%,30%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,96,80,80,74,53,22,Masked,83%,83%,72%,14%
111300,Warkworth East,Waitemata,Maori,12+,222,189,187,174,81,59,20,85%,84%,47%,34%
111300,Warkworth East,Waitemata,Pacific Peoples,12+,206,189,185,166,105,54,7,92%,90%,63%,13%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,44,20,9,NA,NA,NA,NA,45%,20%,NA,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,85,73,72,68,50,43,22,86%,85%,74%,51%
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,12+,66,59,58,58,49,20,Masked,89%,88%,84%,10%
111600,Te Kuru,Waitemata,Maori,12+,152,135,131,121,62,44,19,89%,86%,51%,43%
111700,Snells Beach,Waitemata,Maori,12+,247,218,217,195,117,91,33,88%,88%,60%,36%
111700,Snells Beach,Waitemata,Maori,5-11,52,21,9,NA,NA,NA,NA,40%,17%,NA,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,134,120,118,111,67,31,9,90%,88%,60%,29%
111800,Barrier Islands,Auckland,Maori,12+,194,151,149,144,94,72,32,78%,77%,65%,44%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,56,46,45,38,20,19,9,82%,80%,53%,47%
112100,Wainui-Waiwera,Waitemata,Maori,12+,111,97,95,92,55,42,14,87%,86%,60%,33%
112200,Parakai,Waitemata,Maori,12+,198,168,163,142,63,50,14,85%,82%,44%,28%
112300,Helensville Rural,Waitemata,Maori,12+,132,117,116,109,63,44,13,89%,88%,58%,30%
112400,Helensville,Waitemata,Maori,12+,412,334,322,297,160,117,39,81%,78%,54%,33%
112400,Helensville,Waitemata,Maori,5-11,87,31,10,NA,NA,NA,NA,36%,11%,NA,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,132,112,112,107,71,38,10,85%,85%,66%,26%
112500,Waitoki,Waitemata,Maori,12+,58,51,51,48,30,21,7,88%,88%,62%,33%
112600,Waikoukou Valley,Waitemata,Maori,12+,94,88,86,75,45,31,11,94%,91%,60%,35%
112700,Orewa North,Waitemata,Maori,12+,207,188,186,175,103,76,29,91%,90%,59%,38%
112700,Orewa North,Waitemata,Pacific Peoples,12+,68,61,60,56,41,26,11,90%,88%,73%,42%
112800,Hatfields Beach,Waitemata,Maori,12+,115,94,94,86,58,37,10,82%,82%,67%,27%
112900,Orewa South,Waitemata,Maori,12+,148,134,131,123,72,58,27,91%,89%,59%,47%
112900,Orewa South,Waitemata,Pacific Peoples,12+,66,62,62,61,38,29,8,94%,94%,62%,28%
113000,Orewa Central,Waitemata,Maori,12+,169,153,150,142,92,76,35,91%,89%,65%,46%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,70,59,59,58,38,26,10,84%,84%,66%,38%
113100,Millwater North,Waitemata,Maori,12+,82,68,67,56,38,28,9,83%,82%,68%,32%
113200,Waipatukahu,Waitemata,Maori,12+,168,150,147,140,85,62,20,89%,88%,61%,32%
113300,Millwater South,Waitemata,Maori,12+,149,130,126,111,66,42,11,87%,85%,59%,26%
113400,Dairy Flat North,Waitemata,Maori,12+,165,137,130,123,59,34,16,83%,79%,48%,47%
113400,Dairy Flat North,Waitemata,Pacific Peoples,12+,44,36,35,31,18,13,7,82%,80%,58%,54%
