DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Population,At least partially vaccinated uptake per 1000 people,Fully vaccinated uptake per 1000 people
Auckland,European or Other,65-69,Female,5649,5571,5985,944,931
Auckland,European or Other,65-69,Male,5799,5705,6084,953,938
Auckland,European or Other,70-74,Female,5105,5043,5399,946,934
Auckland,European or Other,70-74,Male,4945,4875,5182,954,941
Auckland,European or Other,75-79,Female,3762,3716,3829,983,970
Auckland,European or Other,75-79,Male,3369,3325,3442,979,966
Auckland,European or Other,80-84,Female,2866,2827,2825,1015,1001
Auckland,European or Other,80-84,Male,2321,2288,2219,1046,1031
Auckland,European or Other,85-89,Female,1803,1769,1874,962,944
Auckland,European or Other,85-89,Male,1178,1163,1257,937,925
Auckland,European or Other,90+,Female,1608,1560,1629,987,958
Auckland,European or Other,90+,Male,797,778,782,1019,995
Auckland,Maori,12-15,Female,1031,890,1131,912,787
Auckland,Maori,12-15,Male,1083,937,1225,884,765
Auckland,Maori,16-19,Female,1031,877,1162,887,755
Auckland,Maori,16-19,Male,982,802,1120,877,716
Auckland,Maori,20-24,Female,1529,1300,1762,868,738
Auckland,Maori,20-24,Male,1458,1211,1662,877,729
Auckland,Maori,25-29,Female,1416,1221,1774,798,688
Auckland,Maori,25-29,Male,1460,1209,1611,906,750
Auckland,Maori,30-34,Female,1189,1008,1398,851,721
Auckland,Maori,30-34,Male,1158,989,1265,915,782
Auckland,Maori,35-39,Female,942,845,1101,856,767
Auckland,Maori,35-39,Male,887,761,1003,884,759
Auckland,Maori,40-44,Female,847,768,1032,821,744
Auckland,Maori,40-44,Male,853,745,997,856,747
Auckland,Maori,45-49,Female,1002,937,1169,857,802
Auckland,Maori,45-49,Male,946,865,1053,898,821
Auckland,Maori,50-54,Female,961,908,1055,911,861
Auckland,Maori,50-54,Male,872,813,911,957,892
Auckland,Maori,55-59,Female,898,862,988,909,872
Auckland,Maori,55-59,Male,856,814,915,936,890
Auckland,Maori,60-64,Female,723,689,744,972,926
Auckland,Maori,60-64,Male,632,613,607,1041,1010
Auckland,Maori,65-69,Female,499,490,520,960,942
Auckland,Maori,65-69,Male,371,357,421,881,848
Auckland,Maori,70-74,Female,299,296,304,984,974
Auckland,Maori,70-74,Male,276,266,261,1057,1019
Auckland,Maori,75-79,Female,149,144,158,943,911
Auckland,Maori,75-79,Male,141,135,138,1022,978
Auckland,Maori,80-84,Female,111,111,122,910,910
Auckland,Maori,80-84,Male,70,69,74,946,932
Auckland,Maori,85-89,Female,52,50,53,981,943
Auckland,Maori,85-89,Male,25,24,27,926,889
Auckland,Maori,90+,Female,23,22,22,1045,1000
Auckland,Pacific Peoples,12-15,Female,1774,1595,1958,906,815
Auckland,Pacific Peoples,12-15,Male,1796,1596,2031,884,786
Auckland,Pacific Peoples,16-19,Female,1780,1593,2005,888,795
Auckland,Pacific Peoples,16-19,Male,1704,1465,2065,825,709
Auckland,Pacific Peoples,20-24,Female,2404,2086,2760,871,756
Auckland,Pacific Peoples,20-24,Male,2180,1799,2498,873,720
Auckland,Pacific Peoples,25-29,Female,2238,1959,2713,825,722
Auckland,Pacific Peoples,25-29,Male,2264,1918,2582,877,743
Auckland,Pacific Peoples,30-34,Female,1889,1687,2120,891,796
Auckland,Pacific Peoples,30-34,Male,1861,1598,1958,950,816
Auckland,Pacific Peoples,35-39,Female,1548,1440,1819,851,792
Auckland,Pacific Peoples,35-39,Male,1564,1401,1791,873,782
Auckland,Pacific Peoples,40-44,Female,1545,1459,1764,876,827
Auckland,Pacific Peoples,40-44,Male,1541,1423,1630,945,873
Auckland,Pacific Peoples,45-49,Female,1549,1463,1728,896,847
Auckland,Pacific Peoples,45-49,Male,1518,1420,1671,908,850
Auckland,Pacific Peoples,50-54,Female,1619,1556,1810,894,860
Auckland,Pacific Peoples,50-54,Male,1577,1500,1678,940,894
Auckland,Pacific Peoples,55-59,Female,1495,1453,1566,955,928
Auckland,Pacific Peoples,55-59,Male,1376,1323,1431,962,925
Auckland,Pacific Peoples,60-64,Female,1187,1156,1274,932,907
Auckland,Pacific Peoples,60-64,Male,1123,1099,1187,946,926
Auckland,Pacific Peoples,65-69,Female,877,849,974,900,872
Auckland,Pacific Peoples,65-69,Male,852,827,915,931,904
Auckland,Pacific Peoples,70-74,Female,655,640,666,983,961
Auckland,Pacific Peoples,70-74,Male,528,509,559,945,911
Auckland,Pacific Peoples,75-79,Female,412,402,482,855,834
Auckland,Pacific Peoples,75-79,Male,302,292,336,899,869
Auckland,Pacific Peoples,80-84,Female,312,296,326,957,908
Auckland,Pacific Peoples,80-84,Male,166,159,185,897,859
Auckland,Pacific Peoples,85-89,Female,144,134,185,778,724
Auckland,Pacific Peoples,85-89,Male,73,70,79,924,886
Auckland,Pacific Peoples,90+,Female,72,63,81,889,778
Auckland,Pacific Peoples,90+,Male,22,20,24,917,833
Auckland,Unknown,12-15,Female,130,104,22,5909,4727
Auckland,Unknown,12-15,Male,133,110,13,10231,8462
Auckland,Unknown,16-19,Female,143,133,16,8938,8312
Auckland,Unknown,16-19,Male,133,114,10,13300,11400
Auckland,Unknown,20-24,Female,253,226,24,10542,9417
Auckland,Unknown,20-24,Male,268,228,28,9571,8143
Auckland,Unknown,25-29,Female,488,436,50,9760,8720
Auckland,Unknown,25-29,Male,500,443,46,10870,9630
Auckland,Unknown,30-34,Female,415,366,48,8646,7625
Auckland,Unknown,30-34,Male,591,539,58,10190,9293
Auckland,Unknown,35-39,Female,248,218,50,4960,4360
Auckland,Unknown,35-39,Male,484,433,98,4939,4418
Auckland,Unknown,40-44,Female,183,165,50,3660,3300
Auckland,Unknown,40-44,Male,354,329,81,4370,4062
Auckland,Unknown,45-49,Female,155,141,42,3690,3357
Auckland,Unknown,45-49,Male,286,262,103,2777,2544
Auckland,Unknown,50-54,Female,113,102,40,2825,2550
Auckland,Unknown,50-54,Male,247,216,91,2714,2374
Auckland,Unknown,55-59,Female,89,80,40,2225,2000
Auckland,Unknown,55-59,Male,220,194,87,2529,2230
Auckland,Unknown,60-64,Female,111,103,39,2846,2641
Auckland,Unknown,60-64,Male,167,142,82,2037,1732
Auckland,Unknown,65-69,Female,75,70,43,1744,1628
Auckland,Unknown,65-69,Male,110,102,77,1429,1325
Auckland,Unknown,70-74,Female,59,55,44,1341,1250
Auckland,Unknown,70-74,Male,60,56,47,1277,1191
Auckland,Unknown,75-79,Female,31,28,26,1192,1077
Auckland,Unknown,75-79,Male,17,14,18,944,778
Auckland,Unknown,80-84,Female,10,9,22,455,409
Auckland,Unknown,80-84,Male,15,14,10,1500,1400
Auckland,Unknown,85-89,Female,9,8,12,750,667
Auckland,Unknown,90+,Male,7,6,5,1400,1200
Bay of Plenty,Asian,12-15,Female,399,345,380,1050,908
Bay of Plenty,Asian,12-15,Male,436,380,421,1036,903
Bay of Plenty,Asian,16-19,Female,346,322,289,1197,1114
Bay of Plenty,Asian,16-19,Male,388,348,305,1272,1141
Bay of Plenty,Asian,20-24,Female,434,404,353,1229,1144
Bay of Plenty,Asian,20-24,Male,1034,882,546,1894,1615
Bay of Plenty,Asian,25-29,Female,1004,932,948,1059,983
Bay of Plenty,Asian,25-29,Male,1649,1477,1083,1523,1364
Bay of Plenty,Asian,30-34,Female,1307,1211,1117,1170,1084
Bay of Plenty,Asian,30-34,Male,1384,1279,1026,1349,1247
Bay of Plenty,Asian,35-39,Female,988,937,919,1075,1020
Bay of Plenty,Asian,35-39,Male,958,900,739,1296,1218
Bay of Plenty,Asian,40-44,Female,756,710,678,1115,1047
Bay of Plenty,Asian,40-44,Male,713,692,604,1180,1146
Bay of Plenty,Asian,45-49,Female,606,588,556,1090,1058
Bay of Plenty,Asian,45-49,Male,553,532,407,1359,1307
Bay of Plenty,Asian,50-54,Female,409,396,399,1025,992
Bay of Plenty,Asian,50-54,Male,371,363,318,1167,1142
Bay of Plenty,Asian,55-59,Female,352,340,328,1073,1037
Bay of Plenty,Asian,55-59,Male,247,242,240,1029,1008
Bay of Plenty,Asian,60-64,Female,299,288,313,955,920
Bay of Plenty,Asian,60-64,Male,181,175,206,879,850
Bay of Plenty,Asian,65-69,Female,237,231,249,952,928
Bay of Plenty,Asian,65-69,Male,196,189,192,1021,984
Bay of Plenty,Asian,70-74,Female,158,152,157,1006,968
Bay of Plenty,Asian,70-74,Male,120,117,132,909,886
Bay of Plenty,Asian,75-79,Female,63,61,73,863,836
Bay of Plenty,Asian,75-79,Male,66,65,63,1048,1032
Bay of Plenty,Asian,80-84,Female,42,41,45,933,911
Bay of Plenty,Asian,80-84,Male,34,34,42,810,810
Bay of Plenty,Asian,85-89,Female,11,11,9,1222,1222
Bay of Plenty,Asian,85-89,Male,13,13,14,929,929
Bay of Plenty,Asian,90+,Male,5,0,5,1000,800
Bay of Plenty,European or Other,12-15,Female,3215,2722,3739,860,728
Bay of Plenty,European or Other,12-15,Male,3363,2798,3990,843,701
Bay of Plenty,European or Other,16-19,Female,2909,2526,3257,893,776
Bay of Plenty,European or Other,16-19,Male,3068,2550,3453,889,738
Bay of Plenty,European or Other,20-24,Female,3029,2598,3592,843,723
Bay of Plenty,European or Other,20-24,Male,3210,2599,3718,863,699
Bay of Plenty,European or Other,25-29,Female,3729,3156,4548,820,694
Bay of Plenty,European or Other,25-29,Male,3460,2858,4018,861,711
Bay of Plenty,European or Other,25-29,Unknown/Other,8,7,8,1000,875
Bay of Plenty,European or Other,30-34,Female,4535,3971,5173,877,768
Bay of Plenty,European or Other,30-34,Male,3997,3405,4364,916,780
Bay of Plenty,European or Other,35-39,Female,4465,4005,4998,893,801
Bay of Plenty,European or Other,35-39,Male,3976,3509,4396,904,798
Bay of Plenty,European or Other,40-44,Female,4284,3909,4905,873,797
Bay of Plenty,European or Other,40-44,Male,3934,3535,4551,864,777
Bay of Plenty,European or Other,45-49,Female,4957,4630,6005,825,771
Bay of Plenty,European or Other,45-49,Male,4686,4323,5473,856,790
Bay of Plenty,European or Other,50-54,Female,5628,5348,6249,901,856
Bay of Plenty,European or Other,50-54,Male,5078,4792,5645,900,849
Bay of Plenty,European or Other,55-59,Female,5842,5584,6542,893,854
Bay of Plenty,European or Other,55-59,Male,5503,5232,6142,896,852
Bay of Plenty,European or Other,60-64,Female,6077,5870,6497,935,903
Bay of Plenty,European or Other,60-64,Male,5530,5349,6024,918,888
Bay of Plenty,European or Other,65-69,Female,5990,5853,6364,941,920
Bay of Plenty,European or Other,65-69,Male,5579,5430,5918,943,918
Bay of Plenty,European or Other,70-74,Female,5852,5755,6119,956,941
Bay of Plenty,European or Other,70-74,Male,5482,5381,5809,944,926
Bay of Plenty,European or Other,75-79,Female,4516,4434,4782,944,927
Bay of Plenty,European or Other,75-79,Male,4110,4059,4228,972,960
Bay of Plenty,European or Other,80-84,Female,3339,3287,3210,1040,1024
Bay of Plenty,European or Other,80-84,Male,2927,2887,2866,1021,1007
Bay of Plenty,European or Other,85-89,Female,1864,1817,1980,941,918
Bay of Plenty,European or Other,85-89,Male,1442,1410,1477,976,955
Bay of Plenty,European or Other,90+,Female,1238,1193,1302,951,916
Bay of Plenty,European or Other,90+,Male,757,731,724,1046,1010
Bay of Plenty,Maori,12-15,Female,1694,1228,2540,667,483
Bay of Plenty,Maori,12-15,Male,1741,1246,2634,661,473
Bay of Plenty,Maori,16-19,Female,1631,1101,2146,760,513
Bay of Plenty,Maori,16-19,Male,1555,1033,2199,707,470
Bay of Plenty,Maori,20-24,Female,1611,1109,2469,652,449
Bay of Plenty,Maori,20-24,Male,1608,1047,2356,683,444
Bay of Plenty,Maori,25-29,Female,1609,1075,2388,674,450
Bay of Plenty,Maori,25-29,Male,1480,958,2195,674,436
Bay of Plenty,Maori,30-34,Female,1518,1099,2116,717,519
Bay of Plenty,Maori,30-34,Male,1354,919,1894,715,485
Bay of Plenty,Maori,35-39,Female,1466,1120,1916,765,585
Bay of Plenty,Maori,35-39,Male,1228,894,1674,734,534
Bay of Plenty,Maori,40-44,Female,1451,1180,1834,791,643
Bay of Plenty,Maori,40-44,Male,1260,983,1639,769,600
Bay of Plenty,Maori,45-49,Female,1552,1356,1896,819,715
Bay of Plenty,Maori,45-49,Male,1303,1078,1638,795,658
Bay of Plenty,Maori,50-54,Female,1508,1349,1746,864,773
Bay of Plenty,Maori,50-54,Male,1311,1154,1564,838,738
Bay of Plenty,Maori,55-59,Female,1537,1396,1790,859,780
Bay of Plenty,Maori,55-59,Male,1271,1144,1525,833,750
Bay of Plenty,Maori,60-64,Female,1390,1303,1514,918,861
Bay of Plenty,Maori,60-64,Male,1155,1087,1172,985,927
Bay of Plenty,Maori,65-69,Female,1091,1015,1077,1013,942
Bay of Plenty,Maori,65-69,Male,865,836,947,913,883
Bay of Plenty,Maori,70-74,Female,724,687,730,992,941
Bay of Plenty,Maori,70-74,Male,650,619,633,1027,978
Bay of Plenty,Maori,75-79,Female,383,361,435,880,830
Bay of Plenty,Maori,75-79,Male,346,333,342,1012,974
Bay of Plenty,Maori,80-84,Female,273,261,278,982,939
Bay of Plenty,Maori,80-84,Male,176,169,180,978,939
Bay of Plenty,Maori,85-89,Female,121,112,126,960,889
Bay of Plenty,Maori,85-89,Male,67,62,72,931,861
Bay of Plenty,Maori,90+,Female,42,39,50,840,780
Bay of Plenty,Maori,90+,Male,19,18,18,1056,1000
Bay of Plenty,Pacific Peoples,12-15,Female,147,110,164,896,671
Bay of Plenty,Pacific Peoples,12-15,Male,161,109,202,797,540
Bay of Plenty,Pacific Peoples,16-19,Female,118,95,146,808,651
Bay of Plenty,Pacific Peoples,16-19,Male,160,125,156,1026,801
Bay of Plenty,Pacific Peoples,20-24,Female,167,131,175,954,749
Bay of Plenty,Pacific Peoples,20-24,Male,320,268,197,1624,1360
Bay of Plenty,Pacific Peoples,25-29,Female,175,144,173,1012,832
Bay of Plenty,Pacific Peoples,25-29,Male,445,404,211,2109,1915
Bay of Plenty,Pacific Peoples,30-34,Female,183,155,188,973,824
Bay of Plenty,Pacific Peoples,30-34,Male,396,353,214,1850,1650
Bay of Plenty,Pacific Peoples,35-39,Female,142,124,147,966,844
Bay of Plenty,Pacific Peoples,35-39,Male,395,359,211,1872,1701
Bay of Plenty,Pacific Peoples,40-44,Female,156,138,169,923,817
Bay of Plenty,Pacific Peoples,40-44,Male,315,282,186,1694,1516
Bay of Plenty,Pacific Peoples,45-49,Female,142,129,134,1060,963
Bay of Plenty,Pacific Peoples,45-49,Male,198,185,130,1523,1423
Bay of Plenty,Pacific Peoples,50-54,Female,113,102,126,897,810
Bay of Plenty,Pacific Peoples,50-54,Male,170,161,136,1250,1184
Bay of Plenty,Pacific Peoples,55-59,Female,110,102,102,1078,1000
Bay of Plenty,Pacific Peoples,55-59,Male,81,77,80,1012,962
Bay of Plenty,Pacific Peoples,60-64,Female,61,57,67,910,851
Bay of Plenty,Pacific Peoples,60-64,Male,80,72,79,1013,911
Bay of Plenty,Pacific Peoples,65-69,Female,56,55,51,1098,1078
Bay of Plenty,Pacific Peoples,65-69,Male,49,47,61,803,770
Bay of Plenty,Pacific Peoples,70-74,Female,43,41,52,827,788
Bay of Plenty,Pacific Peoples,70-74,Male,29,28,29,1000,966
Bay of Plenty,Pacific Peoples,75-79,Female,37,34,35,1057,971
Bay of Plenty,Pacific Peoples,75-79,Male,20,20,23,870,870
Bay of Plenty,Pacific Peoples,80-84,Female,11,11,12,917,917
Bay of Plenty,Pacific Peoples,80-84,Male,9,9,12,750,750
Bay of Plenty,Unknown,20-24,Male,29,27,6,4833,4500
Bay of Plenty,Unknown,25-29,Female,42,37,9,4667,4111
Bay of Plenty,Unknown,25-29,Male,77,67,13,5923,5154
Bay of Plenty,Unknown,30-34,Female,37,33,8,4625,4125
Bay of Plenty,Unknown,30-34,Male,58,50,12,4833,4167
Bay of Plenty,Unknown,35-39,Female,26,23,7,3714,3286
Bay of Plenty,Unknown,35-39,Male,50,48,9,5556,5333
Bay of Plenty,Unknown,40-44,Female,29,26,8,3625,3250
Bay of Plenty,Unknown,40-44,Male,61,53,18,3389,2944
Bay of Plenty,Unknown,45-49,Female,12,9,6,2000,1500
Bay of Plenty,Unknown,45-49,Male,38,33,21,1810,1571
Bay of Plenty,Unknown,50-54,Female,13,11,7,1857,1571
Bay of Plenty,Unknown,50-54,Male,41,38,19,2158,2000
Bay of Plenty,Unknown,55-59,Female,8,8,6,1333,1333
Bay of Plenty,Unknown,55-59,Male,46,39,19,2421,2053
Bay of Plenty,Unknown,60-64,Female,18,17,10,1800,1700
Bay of Plenty,Unknown,60-64,Male,26,22,15,1733,1467
Bay of Plenty,Unknown,65-69,Female,6,5,10,600,500
Bay of Plenty,Unknown,65-69,Male,15,15,9,1667,1667
Bay of Plenty,Unknown,70-74,Male,22,19,19,1158,1000
Bay of Plenty,Unknown,75-79,Female,5,5,5,1000,1000
Bay of Plenty,Unknown,75-79,Male,10,9,9,1111,1000
Canterbury,Asian,12-15,Female,1570,1396,1488,1055,938
Canterbury,Asian,12-15,Male,1652,1472,1601,1032,919
Canterbury,Asian,16-19,Female,1420,1308,1264,1123,1035
Canterbury,Asian,16-19,Male,1648,1490,1318,1250,1131
Canterbury,Asian,20-24,Female,2029,1899,1773,1144,1071
Canterbury,Asian,20-24,Male,2628,2349,1829,1437,1284
Canterbury,Asian,20-24,Unknown/Other,50,46,7,7143,6571
Canterbury,Asian,25-29,Female,3418,3194,3186,1073,1003
Canterbury,Asian,25-29,Male,3939,3659,3111,1266,1176
Canterbury,Asian,25-29,Unknown/Other,78,75,8,9750,9375
Canterbury,Asian,30-34,Female,4442,4174,4229,1050,987
Canterbury,Asian,30-34,Male,4314,4085,3730,1157,1095
Canterbury,Asian,30-34,Unknown/Other,34,33,6,5667,5500
Canterbury,Asian,35-39,Female,4065,3862,4047,1004,954
Canterbury,Asian,35-39,Male,4031,3848,3696,1091,1041
Canterbury,Asian,35-39,Unknown/Other,21,18,7,3000,2571
Canterbury,Asian,40-44,Female,3018,2889,2851,1059,1013
Canterbury,Asian,40-44,Male,3039,2915,2646,1149,1102
Canterbury,Asian,40-44,Unknown/Other,12,12,6,2000,2000
Canterbury,Asian,45-49,Female,2203,2111,2126,1036,993
Canterbury,Asian,45-49,Male,2104,2028,1857,1133,1092
Canterbury,Asian,50-54,Female,1659,1574,1537,1079,1024
Canterbury,Asian,50-54,Male,1482,1437,1309,1132,1098
Canterbury,Asian,55-59,Female,1223,1190,1275,959,933
Canterbury,Asian,55-59,Male,971,944,972,999,971
Canterbury,Asian,60-64,Female,1163,1123,1294,899,868
Canterbury,Asian,60-64,Male,789,766,852,926,899
Canterbury,Asian,65-69,Female,960,924,996,964,928
Canterbury,Asian,65-69,Male,719,703,834,862,843
Canterbury,Asian,70-74,Female,529,512,516,1025,992
Canterbury,Asian,70-74,Male,490,486,476,1029,1021
Canterbury,Asian,75-79,Female,246,234,287,857,815
Canterbury,Asian,75-79,Male,214,209,241,888,867
Canterbury,Asian,80-84,Female,181,173,184,984,940
Canterbury,Asian,80-84,Male,143,141,154,929,916
Canterbury,Asian,85-89,Female,76,71,79,962,899
Canterbury,Asian,85-89,Male,55,50,64,859,781
Canterbury,Asian,90+,Female,38,35,35,1086,1000
Canterbury,Asian,90+,Male,27,26,28,964,929
Canterbury,European or Other,12-15,Female,8908,7774,9585,929,811
Canterbury,European or Other,12-15,Male,9402,8300,10084,932,823
Canterbury,European or Other,16-19,Female,9414,8587,9984,943,860
Canterbury,European or Other,16-19,Male,9494,8345,10205,930,818
Canterbury,European or Other,16-19,Unknown/Other,7,6,5,1400,1200
Canterbury,European or Other,20-24,Female,12319,11177,13154,937,850
Canterbury,European or Other,20-24,Male,12903,11141,13845,932,805
Canterbury,European or Other,20-24,Unknown/Other,10,9,12,833,750
Canterbury,European or Other,25-29,Female,12462,11121,14413,865,772
Canterbury,European or Other,25-29,Male,12413,10651,14024,885,759
Canterbury,European or Other,25-29,Unknown/Other,27,24,20,1350,1200
Canterbury,European or Other,30-34,Female,12962,11603,14097,919,823
Canterbury,European or Other,30-34,Male,13035,11309,13919,936,812
Canterbury,European or Other,30-34,Unknown/Other,23,18,7,3286,2571
Canterbury,European or Other,35-39,Female,11720,10791,12782,917,844
Canterbury,European or Other,35-39,Male,11417,10225,12323,926,830
Canterbury,European or Other,35-39,Unknown/Other,9,8,5,1800,1600
Canterbury,European or Other,40-44,Female,12012,11221,12889,932,871
Canterbury,European or Other,40-44,Male,11128,10280,12314,904,835
Canterbury,European or Other,40-44,Unknown/Other,7,6,7,1000,857
Canterbury,European or Other,45-49,Female,13757,13098,15519,886,844
Canterbury,European or Other,45-49,Male,12865,12110,14433,891,839
Canterbury,European or Other,50-54,Female,15088,14435,15684,962,920
Canterbury,European or Other,50-54,Male,14491,13815,15302,947,903
Canterbury,European or Other,55-59,Female,14988,14491,15922,941,910
Canterbury,European or Other,55-59,Male,14530,14009,15603,931,898
Canterbury,European or Other,60-64,Female,14182,13815,14458,981,956
Canterbury,European or Other,60-64,Male,13873,13493,14215,976,949
Canterbury,European or Other,65-69,Female,12326,12081,12622,977,957
Canterbury,European or Other,65-69,Male,11841,11587,12116,977,956
Canterbury,European or Other,70-74,Female,11588,11439,11648,995,982
Canterbury,European or Other,70-74,Male,10747,10585,10748,1000,985
Canterbury,European or Other,75-79,Female,8189,8065,8212,997,982
Canterbury,European or Other,75-79,Male,7308,7208,7310,1000,986
Canterbury,European or Other,80-84,Female,6203,6104,5990,1036,1019
Canterbury,European or Other,80-84,Male,4923,4837,4678,1052,1034
Canterbury,European or Other,85-89,Female,3744,3654,3860,970,947
Canterbury,European or Other,85-89,Male,2583,2529,2644,977,957
Canterbury,European or Other,90+,Female,2672,2566,2642,1011,971
Canterbury,European or Other,90+,Male,1390,1341,1332,1044,1007
Canterbury,Maori,12-15,Female,1590,1226,1851,859,662
Canterbury,Maori,12-15,Male,1687,1353,1964,859,689
Canterbury,Maori,16-19,Female,1517,1206,1739,872,694
Canterbury,Maori,16-19,Male,1486,1137,1741,854,653
Canterbury,Maori,20-24,Female,1944,1582,2319,838,682
Canterbury,Maori,20-24,Male,1867,1433,2273,821,630
Canterbury,Maori,25-29,Female,1635,1305,2108,776,619
Canterbury,Maori,25-29,Male,1590,1176,2139,743,550
Canterbury,Maori,30-34,Female,1547,1229,1858,833,661
Canterbury,Maori,30-34,Male,1444,1088,1768,817,615
Canterbury,Maori,35-39,Female,1180,981,1356,870,723
Canterbury,Maori,35-39,Male,1147,890,1359,844,655
Canterbury,Maori,40-44,Female,1162,1000,1371,848,729
Canterbury,Maori,40-44,Male,1057,874,1270,832,688
Canterbury,Maori,45-49,Female,1244,1132,1409,883,803
Canterbury,Maori,45-49,Male,1096,951,1240,884,767
Canterbury,Maori,50-54,Female,1288,1183,1365,944,867
Canterbury,Maori,50-54,Male,1223,1097,1311,933,837
Canterbury,Maori,55-59,Female,1081,1020,1180,916,864
Canterbury,Maori,55-59,Male,918,846,1008,911,839
Canterbury,Maori,60-64,Female,858,816,848,1012,962
Canterbury,Maori,60-64,Male,812,780,833,975,936
Canterbury,Maori,65-69,Female,581,566,577,1007,981
Canterbury,Maori,65-69,Male,531,519,570,932,911
Canterbury,Maori,70-74,Female,422,413,401,1052,1030
Canterbury,Maori,70-74,Male,404,396,350,1154,1131
Canterbury,Maori,75-79,Female,229,224,223,1027,1004
Canterbury,Maori,75-79,Male,226,225,223,1013,1009
Canterbury,Maori,80-84,Female,121,120,114,1061,1053
Canterbury,Maori,80-84,Male,95,92,83,1145,1108
