SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
101800,Whakarara,Northland,Maori,5-11,68,33,19,NA,NA,NA,NA,49%,28%,NA,NA
101900,Kaeo,Northland,Maori,12+,482,378,356,337,191,111,36,78%,74%,57%,32%
101900,Kaeo,Northland,Maori,5-11,112,37,17,NA,NA,NA,NA,33%,15%,NA,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,659,456,427,402,216,158,38,69%,65%,54%,24%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,123,14,9,NA,NA,NA,NA,11%,7%,NA,NA
102100,Hokianga South,Northland,Maori,12+,738,546,517,481,295,185,60,74%,70%,61%,32%
102100,Hokianga South,Northland,Maori,5-11,105,28,13,NA,NA,NA,NA,27%,12%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,270,215,206,183,93,57,11,80%,76%,51%,19%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,65,19,Masked,NA,NA,NA,NA,29%,<5%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Pacific Peoples,12+,58,54,51,50,32,6,Masked,93%,88%,64%,50%
102300,Okaihau,Northland,Maori,12+,328,268,255,231,111,68,15,82%,78%,48%,22%
102300,Okaihau,Northland,Maori,5-11,62,13,Masked,NA,NA,NA,NA,21%,6%,NA,NA
102400,Rangitane-Purerua,Northland,Maori,12+,373,315,297,269,150,101,28,84%,80%,56%,28%
102400,Rangitane-Purerua,Northland,Maori,5-11,62,13,Masked,NA,NA,NA,NA,21%,8%,NA,NA
102500,Waipapa,Northland,Maori,12+,137,112,106,98,49,26,14,82%,77%,50%,54%
102600,Puketotara,Northland,Maori,12+,245,203,197,174,96,52,10,83%,80%,55%,19%
102600,Puketotara,Northland,Maori,5-11,52,23,Masked,NA,NA,NA,NA,44%,6%,NA,NA
102600,Puketotara,Northland,Pacific Peoples,12+,40,Masked,Masked,38,18,9,NA,>95%,>95%,47%,0%
102700,Waima Forest,Northland,Maori,12+,805,601,573,536,274,166,30,75%,71%,51%,18%
102700,Waima Forest,Northland,Maori,5-11,130,21,7,NA,NA,NA,NA,16%,5%,NA,NA
102800,Riverview,Northland,Maori,12+,247,219,213,191,110,56,14,89%,86%,58%,25%
102800,Riverview,Northland,Maori,5-11,53,22,Masked,NA,NA,NA,NA,42%,9%,NA,NA
102900,Waipoua Forest,Northland,Maori,12+,652,508,488,466,297,186,52,78%,75%,64%,28%
102900,Waipoua Forest,Northland,Maori,5-11,95,16,Masked,NA,NA,NA,NA,17%,5%,NA,NA
103000,Kerikeri Central,Northland,Maori,12+,473,405,389,357,169,70,20,86%,82%,47%,29%
103000,Kerikeri Central,Northland,Maori,5-11,100,28,9,NA,NA,NA,NA,28%,9%,NA,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,98,Masked,Masked,104,29,9,Masked,>95%,>95%,28%,33%
103100,Kerikeri South,Northland,Maori,12+,252,201,192,180,107,58,21,80%,76%,59%,36%
103100,Kerikeri South,Northland,Maori,5-11,49,19,Masked,NA,NA,NA,NA,39%,10%,NA,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,420,349,332,307,176,113,13,83%,79%,57%,12%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,73,13,7,NA,NA,NA,NA,18%,10%,NA,NA
103300,Puketona-Waitangi,Northland,Maori,12+,283,240,236,224,137,82,18,85%,83%,61%,22%
103300,Puketona-Waitangi,Northland,Maori,5-11,43,22,Masked,NA,NA,NA,NA,51%,7%,NA,NA
103400,Ngapuhi,Northland,Maori,12+,998,780,741,688,338,220,39,78%,74%,49%,18%
103400,Ngapuhi,Northland,Maori,5-11,171,35,8,NA,NA,NA,NA,20%,<5%,NA,NA
103500,Kaikohe,Northland,Maori,12+,"2,801","2,190","2,067","1,903",930,522,122,78%,74%,49%,23%
103500,Kaikohe,Northland,Maori,5-11,621,150,50,NA,NA,NA,NA,24%,8%,NA,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,109,97,95,91,38,19,Masked,89%,87%,42%,26%
103600,Pakaraka,Northland,Maori,12+,155,135,130,121,65,33,7,87%,84%,54%,21%
103700,Haruru,Northland,Maori,12+,226,195,192,176,94,48,13,86%,85%,53%,27%
103700,Haruru,Northland,Maori,5-11,59,28,6,NA,NA,NA,NA,47%,10%,NA,NA
103800,Russell,Northland,Maori,12+,140,125,124,115,81,55,17,89%,89%,70%,31%
103900,Paihia,Northland,Maori,12+,510,415,398,374,181,111,32,81%,78%,48%,29%
103900,Paihia,Northland,Maori,5-11,74,16,Masked,NA,NA,NA,NA,22%,7%,NA,NA
104000,Mataraua Forest,Northland,Maori,12+,347,256,239,214,120,77,25,74%,69%,56%,32%
104000,Mataraua Forest,Northland,Maori,5-11,54,10,Masked,NA,NA,NA,NA,19%,9%,NA,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,849,648,623,564,288,173,35,76%,73%,51%,20%
104100,Matawaia-Taumarere,Northland,Maori,5-11,163,42,7,NA,NA,NA,NA,26%,<5%,NA,NA
104200,Russell Peninsula,Northland,Maori,12+,82,62,62,58,43,25,9,76%,76%,74%,36%
104300,Opua (Far North District),Northland,Maori,12+,182,134,129,120,68,44,11,74%,71%,57%,25%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,410,349,335,316,193,143,38,85%,82%,61%,27%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,67,11,Masked,NA,NA,NA,NA,16%,<5%,NA,NA
104500,Moerewa,Northland,Maori,12+,"1,199",975,935,854,437,245,73,81%,78%,51%,30%
104500,Moerewa,Northland,Maori,5-11,229,32,8,NA,NA,NA,NA,14%,<5%,NA,NA
104600,Kawakawa,Northland,Maori,12+,829,707,669,612,306,165,38,85%,81%,50%,23%
104600,Kawakawa,Northland,Maori,5-11,151,36,10,NA,NA,NA,NA,24%,7%,NA,NA
104700,Maromaku,Northland,Maori,12+,271,202,191,176,92,43,8,75%,70%,52%,19%
104700,Maromaku,Northland,Maori,5-11,75,22,Masked,NA,NA,NA,NA,29%,5%,NA,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,629,532,511,460,237,131,40,85%,81%,52%,31%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,130,28,Masked,NA,NA,NA,NA,22%,<5%,NA,NA
104900,Whangaruru,Northland,Maori,12+,700,570,555,512,283,168,27,81%,79%,55%,16%
104900,Whangaruru,Northland,Maori,5-11,138,41,7,NA,NA,NA,NA,30%,5%,NA,NA
105100,Matarau,Northland,Maori,12+,398,326,317,281,151,71,19,82%,80%,54%,27%
105100,Matarau,Northland,Maori,5-11,88,27,11,NA,NA,NA,NA,31%,12%,NA,NA
105200,Hikurangi,Northland,Maori,12+,494,413,393,352,171,76,14,84%,80%,49%,18%
105200,Hikurangi,Northland,Maori,5-11,132,44,18,NA,NA,NA,NA,33%,14%,NA,NA
105300,Kauri,Northland,Maori,12+,245,207,204,190,116,65,13,84%,83%,61%,20%
105300,Kauri,Northland,Maori,5-11,58,16,Masked,NA,NA,NA,NA,28%,9%,NA,NA
105400,Maungatapere,Northland,Maori,12+,457,395,381,350,213,95,29,86%,83%,61%,31%
105400,Maungatapere,Northland,Maori,5-11,100,35,15,NA,NA,NA,NA,35%,15%,NA,NA
105500,Kamo West,Northland,Maori,12+,424,367,361,312,183,104,29,87%,85%,59%,28%
105500,Kamo West,Northland,Maori,5-11,89,41,16,NA,NA,NA,NA,46%,18%,NA,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,235,196,189,173,102,62,12,83%,80%,59%,19%
105700,Kiripaka,Northland,Maori,12+,202,167,160,149,77,51,18,83%,79%,52%,35%
105800,Kamo East,Northland,Maori,12+,"1,004",852,817,739,333,123,26,85%,81%,45%,21%
105800,Kamo East,Northland,Maori,5-11,246,71,19,NA,NA,NA,NA,29%,8%,NA,NA
105800,Kamo East,Northland,Pacific Peoples,12+,100,83,82,76,42,12,Masked,83%,82%,55%,17%
105900,Granfield Reserve,Northland,Maori,12+,493,434,413,379,207,106,29,88%,84%,55%,27%
105900,Granfield Reserve,Northland,Maori,5-11,87,28,9,NA,NA,NA,NA,32%,10%,NA,NA
106000,Kamo Central,Northland,Maori,12+,433,380,367,335,177,90,30,88%,85%,53%,33%
106000,Kamo Central,Northland,Maori,5-11,93,36,15,NA,NA,NA,NA,39%,16%,NA,NA
106100,Whau Valley,Northland,Maori,12+,615,526,509,469,259,114,23,86%,83%,55%,20%
106100,Whau Valley,Northland,Maori,5-11,130,43,12,NA,NA,NA,NA,33%,9%,NA,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,48,43,42,39,25,11,Masked,90%,88%,64%,18%
106200,Tikipunga North,Northland,Maori,12+,"1,042",856,821,741,375,178,47,82%,79%,51%,26%
106200,Tikipunga North,Northland,Maori,5-11,250,73,17,NA,NA,NA,NA,29%,7%,NA,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,84,71,70,67,37,11,Masked,85%,83%,55%,36%
106300,Pukenui,Northland,Maori,12+,181,160,158,137,91,50,18,88%,87%,66%,36%
106300,Pukenui,Northland,Maori,5-11,57,28,7,NA,NA,NA,NA,49%,12%,NA,NA
106400,Otangarei,Northland,Maori,12+,"1,333","1,055",972,899,403,197,33,79%,73%,45%,17%
106400,Otangarei,Northland,Maori,5-11,292,46,9,NA,NA,NA,NA,16%,<5%,NA,NA
106400,Otangarei,Northland,Pacific Peoples,12+,53,44,42,39,20,14,Masked,83%,79%,51%,21%
106500,Tikipunga South,Northland,Maori,12+,"1,259","1,079","1,037",932,485,245,64,86%,82%,52%,26%
106500,Tikipunga South,Northland,Maori,5-11,289,98,22,NA,NA,NA,NA,34%,8%,NA,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,91,Masked,84,81,40,15,6,>95%,92%,49%,40%
106600,Kensington (Whangarei District),Northland,Maori,12+,764,631,610,573,317,164,50,83%,80%,55%,30%
106600,Kensington (Whangarei District),Northland,Maori,5-11,113,21,10,NA,NA,NA,NA,19%,9%,NA,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,68,64,63,59,34,11,Masked,94%,93%,58%,27%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,150,127,121,115,62,30,8,85%,81%,54%,27%
106800,Mairtown,Northland,Maori,12+,550,470,461,429,272,147,33,85%,84%,63%,22%
106800,Mairtown,Northland,Maori,5-11,93,37,12,NA,NA,NA,NA,40%,13%,NA,NA
106800,Mairtown,Northland,Pacific Peoples,12+,54,47,46,43,27,9,Masked,87%,85%,63%,33%
106900,Maunu-Horahora,Northland,Maori,12+,540,467,456,415,235,114,29,86%,84%,57%,25%
106900,Maunu-Horahora,Northland,Maori,5-11,98,44,16,NA,NA,NA,NA,45%,16%,NA,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,44,41,40,38,30,11,Masked,93%,91%,79%,18%
107000,Woodhill-Vinetown,Northland,Maori,12+,726,588,563,521,294,144,43,81%,78%,56%,30%
107000,Woodhill-Vinetown,Northland,Maori,5-11,106,31,11,NA,NA,NA,NA,29%,10%,NA,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,80,76,75,70,38,8,Masked,95%,94%,54%,38%
107100,Whangarei Central,Northland,Maori,12+,269,230,222,209,115,57,12,86%,83%,55%,21%
107200,Riverside,Northland,Maori,12+,436,367,359,341,180,91,23,84%,82%,53%,25%
107200,Riverside,Northland,Maori,5-11,85,29,Masked,NA,NA,NA,NA,34%,6%,NA,NA
107200,Riverside,Northland,Pacific Peoples,12+,45,40,40,36,20,5,Masked,89%,89%,56%,20%
107300,Raumanga,Northland,Maori,12+,"1,489","1,220","1,144","1,027",451,199,51,82%,77%,44%,26%
107300,Raumanga,Northland,Maori,5-11,342,92,22,NA,NA,NA,NA,27%,6%,NA,NA
107300,Raumanga,Northland,Pacific Peoples,12+,107,96,90,77,39,14,Masked,90%,84%,51%,36%
107400,Tarewa,Northland,Maori,12+,932,744,711,645,320,143,26,80%,76%,50%,18%
107400,Tarewa,Northland,Maori,5-11,226,63,20,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,Pacific Peoples,12+,43,40,39,33,16,7,Masked,93%,91%,48%,14%
107500,Morningside (Whangarei District),Northland,Maori,12+,807,692,659,611,315,142,46,86%,82%,52%,32%
107500,Morningside (Whangarei District),Northland,Maori,5-11,130,46,17,NA,NA,NA,NA,35%,13%,NA,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,49,44,43,41,21,8,Masked,90%,88%,51%,25%
107600,Ngunguru,Northland,Maori,12+,166,140,139,128,78,42,12,84%,84%,61%,29%
107600,Ngunguru,Northland,Maori,5-11,43,15,Masked,NA,NA,NA,NA,35%,12%,NA,NA
107700,Otaika-Portland,Northland,Maori,12+,299,244,232,213,128,77,15,82%,78%,60%,19%
107700,Otaika-Portland,Northland,Maori,5-11,58,19,10,NA,NA,NA,NA,33%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,268,224,222,196,103,58,18,84%,83%,53%,31%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,54,13,7,NA,NA,NA,NA,24%,13%,NA,NA
108000,Pataua,Northland,Maori,12+,207,158,151,139,69,43,11,76%,73%,50%,26%
108000,Pataua,Northland,Maori,5-11,43,8,Masked,NA,NA,NA,NA,19%,9%,NA,NA
108100,Onerahi Park,Northland,Maori,12+,257,225,221,205,129,65,16,88%,86%,63%,25%
108100,Onerahi Park,Northland,Maori,5-11,48,20,9,NA,NA,NA,NA,42%,19%,NA,NA
108200,Sherwood Rise,Northland,Maori,12+,668,572,550,498,257,126,29,86%,82%,52%,23%
108200,Sherwood Rise,Northland,Maori,5-11,158,40,14,NA,NA,NA,NA,25%,9%,NA,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,43,39,38,35,16,7,Masked,91%,88%,46%,14%
108300,Onerahi,Northland,Maori,12+,610,495,472,421,206,91,22,81%,77%,49%,24%
108300,Onerahi,Northland,Maori,5-11,153,38,17,NA,NA,NA,NA,25%,11%,NA,NA
108300,Onerahi,Northland,Pacific Peoples,12+,49,40,40,37,17,7,Masked,82%,82%,46%,43%
108500,Parua Bay,Northland,Maori,12+,291,261,259,238,154,83,18,90%,89%,65%,22%
108500,Parua Bay,Northland,Maori,5-11,56,26,7,NA,NA,NA,NA,46%,12%,NA,NA
108600,Bream Bay,Northland,Maori,12+,363,301,291,260,139,86,19,83%,80%,53%,22%
108600,Bream Bay,Northland,Maori,5-11,72,18,8,NA,NA,NA,NA,25%,11%,NA,NA
108700,Marsden Bay,Northland,Maori,12+,332,292,286,260,150,77,29,88%,86%,58%,38%
108700,Marsden Bay,Northland,Maori,5-11,80,21,10,NA,NA,NA,NA,26%,12%,NA,NA
108800,Ruakaka,Northland,Maori,12+,639,558,538,492,258,138,44,87%,84%,52%,32%
108800,Ruakaka,Northland,Maori,5-11,141,43,9,NA,NA,NA,NA,30%,6%,NA,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,50,45,45,41,29,12,Masked,90%,90%,71%,25%
108900,Bream Head,Northland,Maori,12+,92,79,79,75,54,33,19,86%,86%,72%,58%
109000,Waipu,Northland,Maori,12+,317,259,253,233,133,85,27,82%,80%,57%,32%
109000,Waipu,Northland,Maori,5-11,55,14,6,NA,NA,NA,NA,25%,11%,NA,NA
109100,Kaipara Coastal,Northland,Maori,12+,906,673,637,594,298,179,35,74%,70%,50%,20%
109100,Kaipara Coastal,Northland,Maori,5-11,177,41,12,NA,NA,NA,NA,23%,7%,NA,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,66,52,51,46,15,10,6,79%,77%,33%,60%
109200,Maungaru,Northland,Maori,12+,270,227,219,201,99,51,13,84%,81%,49%,25%
109200,Maungaru,Northland,Maori,5-11,60,21,Masked,NA,NA,NA,NA,35%,7%,NA,NA
109300,Dargaville,Northland,Maori,12+,"1,389","1,106","1,035",967,432,250,57,80%,75%,45%,23%
109300,Dargaville,Northland,Maori,5-11,275,46,21,NA,NA,NA,NA,17%,8%,NA,NA
109300,Dargaville,Northland,Pacific Peoples,12+,219,195,189,176,74,28,Masked,89%,86%,42%,14%
109300,Dargaville,Northland,Pacific Peoples,5-11,46,11,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,497,388,374,344,191,132,28,78%,75%,56%,21%
109400,Ruawai-Matakohe,Northland,Maori,5-11,108,24,9,NA,NA,NA,NA,22%,8%,NA,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,183,135,130,127,72,39,9,74%,71%,57%,23%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,44,9,Masked,NA,NA,NA,NA,20%,<5%,NA,NA
109600,Maungaturoto,Northland,Maori,12+,190,162,156,142,70,35,Masked,85%,82%,49%,14%
109600,Maungaturoto,Northland,Maori,5-11,52,17,Masked,NA,NA,NA,NA,33%,6%,NA,NA
109700,Kaiwaka,Northland,Maori,12+,446,329,316,286,137,88,16,74%,71%,48%,18%
109700,Kaiwaka,Northland,Maori,5-11,91,22,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
109800,Mangawhai Rural,Northland,Maori,12+,194,144,141,130,71,44,11,74%,73%,55%,25%
109800,Mangawhai Rural,Northland,Maori,5-11,61,11,7,NA,NA,NA,NA,18%,11%,NA,NA
109800,Mangawhai Rural,Northland,Pacific Peoples,12+,42,31,31,29,18,14,Masked,74%,74%,62%,21%
109900,Mangawhai Heads,Northland,Maori,12+,165,138,133,121,70,37,9,84%,81%,58%,24%
109900,Mangawhai Heads,Northland,Maori,5-11,48,15,Masked,NA,NA,NA,NA,31%,10%,NA,NA
110100,Mangawhai,Northland,Maori,12+,84,67,66,55,33,22,Masked,80%,79%,60%,23%
110200,Okahukura Peninsula,Waitemata,Maori,12+,185,149,145,122,48,32,9,81%,78%,39%,28%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,46,8,Masked,NA,NA,NA,NA,17%,11%,NA,NA
110400,Cape Rodney,Waitemata,Maori,12+,383,321,319,288,158,93,30,84%,83%,55%,32%
110400,Cape Rodney,Waitemata,Maori,5-11,71,29,20,NA,NA,NA,NA,41%,28%,NA,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,55,43,40,37,20,12,Masked,78%,73%,54%,17%
110500,Wellsford,Waitemata,Maori,12+,295,222,213,198,86,38,10,75%,72%,43%,26%
110500,Wellsford,Waitemata,Maori,5-11,63,13,7,NA,NA,NA,NA,21%,11%,NA,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,81,69,68,68,27,8,Masked,85%,84%,40%,25%
110700,South Head,Waitemata,Maori,12+,395,334,325,302,151,88,25,85%,82%,50%,28%
110700,South Head,Waitemata,Maori,5-11,85,21,Masked,NA,NA,NA,NA,25%,<5%,NA,NA
110700,South Head,Waitemata,Pacific Peoples,12+,57,Masked,48,46,27,9,Masked,>95%,84%,59%,11%
110800,Kaipara Hills,Waitemata,Maori,12+,272,224,215,190,95,51,10,82%,79%,50%,20%
110800,Kaipara Hills,Waitemata,Maori,5-11,55,14,Masked,NA,NA,NA,NA,25%,9%,NA,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,89,66,63,57,29,20,6,74%,71%,51%,30%
111100,Warkworth West,Waitemata,Maori,12+,144,124,120,112,55,24,6,86%,83%,49%,25%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,103,Masked,97,87,58,14,Masked,>95%,94%,67%,36%
111200,Puhoi Valley,Waitemata,Maori,12+,207,177,170,153,73,34,11,86%,82%,48%,32%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,80,72,72,66,47,7,Masked,90%,90%,71%,43%
111300,Warkworth East,Waitemata,Maori,12+,200,177,172,157,75,36,13,88%,86%,48%,36%
111300,Warkworth East,Waitemata,Maori,5-11,43,10,6,NA,NA,NA,NA,23%,14%,NA,NA
111300,Warkworth East,Waitemata,Pacific Peoples,12+,198,Masked,Masked,170,103,26,Masked,>95%,>95%,61%,8%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,51,22,10,NA,NA,NA,NA,43%,20%,NA,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,79,70,69,62,46,25,16,89%,87%,74%,64%
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,12+,68,63,62,61,49,10,Masked,93%,91%,80%,20%
111600,Te Kuru,Waitemata,Maori,12+,155,140,137,127,62,32,13,90%,88%,49%,41%
111700,Snells Beach,Waitemata,Maori,12+,235,217,216,190,111,67,23,92%,92%,58%,34%
111700,Snells Beach,Waitemata,Maori,5-11,43,22,10,NA,NA,NA,NA,51%,23%,NA,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,117,Masked,Masked,103,62,15,Masked,>95%,>95%,60%,20%
111800,Barrier Islands,Auckland,Maori,12+,184,158,154,142,95,53,23,86%,84%,67%,43%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,51,46,45,38,22,17,8,90%,88%,58%,47%
112100,Wainui-Waiwera,Waitemata,Maori,12+,108,93,91,87,52,26,9,86%,84%,60%,35%
112200,Parakai,Waitemata,Maori,12+,204,180,172,147,65,32,9,88%,84%,44%,28%
112300,Helensville Rural,Waitemata,Maori,12+,126,115,114,108,62,35,10,91%,90%,57%,29%
112400,Helensville,Waitemata,Maori,12+,411,337,325,297,159,90,25,82%,79%,54%,28%
112400,Helensville,Waitemata,Maori,5-11,89,32,9,NA,NA,NA,NA,36%,10%,NA,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,106,Masked,Masked,105,68,22,10,>95%,>95%,65%,45%
112500,Waitoki,Waitemata,Maori,12+,59,49,49,46,27,13,Masked,83%,83%,59%,23%
112600,Waikoukou Valley,Waitemata,Maori,12+,96,89,87,74,43,20,7,93%,91%,58%,35%
112700,Orewa North,Waitemata,Maori,12+,191,173,171,156,91,52,22,91%,90%,58%,42%
112700,Orewa North,Waitemata,Pacific Peoples,12+,63,57,56,52,35,19,8,90%,89%,67%,42%
112800,Hatfields Beach,Waitemata,Maori,12+,116,98,98,87,51,20,Masked,84%,84%,59%,20%
112900,Orewa South,Waitemata,Maori,12+,135,122,119,110,63,38,19,90%,88%,57%,50%
112900,Orewa South,Waitemata,Pacific Peoples,12+,65,61,61,60,37,17,Masked,94%,94%,62%,29%
113000,Orewa Central,Waitemata,Maori,12+,160,145,143,135,90,58,21,91%,89%,67%,36%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,66,58,58,55,37,18,7,88%,88%,67%,39%
113100,Millwater North,Waitemata,Maori,12+,87,75,74,59,41,14,Masked,86%,85%,69%,36%
113200,Waipatukahu,Waitemata,Maori,12+,161,142,138,130,80,51,12,88%,86%,62%,24%
113300,Millwater South,Waitemata,Maori,12+,142,130,126,108,65,24,9,92%,89%,60%,38%
113400,Dairy Flat North,Waitemata,Maori,12+,163,138,130,122,55,23,6,85%,80%,45%,26%
113400,Dairy Flat North,Waitemata,Pacific Peoples,12+,40,33,32,30,15,7,Masked,82%,80%,50%,57%
