SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
101300,Peria,Northland,Maori,12+,364,260,253,240,117,104,11,71%,70%,49%,11%
101300,Peria,Northland,Maori,5-11,88,12,Masked,NA,NA,NA,NA,14%,6%,NA,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,335,243,231,212,116,107,30,73%,69%,55%,28%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,55,14,Masked,NA,NA,NA,NA,25%,7%,NA,NA
101500,Whakapaku,Northland,Maori,12+,277,207,196,186,98,93,32,75%,71%,53%,34%
101500,Whakapaku,Northland,Maori,5-11,55,18,Masked,NA,NA,NA,NA,33%,7%,NA,NA
101600,Hokianga North,Northland,Maori,12+,703,567,549,513,336,315,74,81%,78%,65%,23%
101600,Hokianga North,Northland,Maori,5-11,115,34,13,NA,NA,NA,NA,30%,11%,NA,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,395,286,281,269,159,148,56,72%,71%,59%,38%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,47,15,Masked,NA,NA,NA,NA,32%,9%,NA,NA
101800,Whakarara,Northland,Maori,12+,579,459,443,422,269,243,90,79%,77%,64%,37%
101800,Whakarara,Northland,Maori,5-11,76,33,22,NA,NA,NA,NA,43%,29%,NA,NA
101900,Kaeo,Northland,Maori,12+,466,356,338,325,190,175,68,76%,73%,58%,39%
101900,Kaeo,Northland,Maori,5-11,108,38,17,NA,NA,NA,NA,35%,16%,NA,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,658,442,412,394,210,193,53,67%,63%,53%,27%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,119,14,9,NA,NA,NA,NA,12%,8%,NA,NA
102100,Hokianga South,Northland,Maori,12+,729,535,510,479,290,266,102,73%,70%,61%,38%
102100,Hokianga South,Northland,Maori,5-11,107,29,15,NA,NA,NA,NA,27%,14%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,281,217,206,184,92,85,19,77%,73%,50%,22%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,67,19,Masked,NA,NA,NA,NA,28%,<5%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Pacific Peoples,12+,61,57,54,54,32,24,Masked,93%,89%,59%,12%
102300,Okaihau,Northland,Maori,12+,332,271,258,236,120,102,37,82%,78%,51%,36%
102300,Okaihau,Northland,Maori,5-11,55,10,Masked,NA,NA,NA,NA,18%,7%,NA,NA
102400,Rangitane-Purerua,Northland,Maori,12+,401,330,312,284,158,146,48,82%,78%,56%,33%
102400,Rangitane-Purerua,Northland,Maori,5-11,68,12,Masked,NA,NA,NA,NA,18%,6%,NA,NA
102500,Waipapa,Northland,Maori,12+,136,105,98,92,43,33,14,77%,72%,47%,42%
102600,Puketotara,Northland,Maori,12+,257,204,200,181,102,89,15,79%,78%,56%,17%
102600,Puketotara,Northland,Maori,5-11,59,24,Masked,NA,NA,NA,NA,41%,<5%,NA,NA
102600,Puketotara,Northland,Pacific Peoples,12+,40,36,36,35,18,17,Masked,90%,90%,51%,6%
102700,Waima Forest,Northland,Maori,12+,798,588,564,533,266,243,53,74%,71%,50%,22%
102700,Waima Forest,Northland,Maori,5-11,128,21,6,NA,NA,NA,NA,16%,<5%,NA,NA
102800,Riverview,Northland,Maori,12+,256,224,217,199,109,100,20,88%,85%,55%,20%
102800,Riverview,Northland,Maori,5-11,54,21,Masked,NA,NA,NA,NA,39%,7%,NA,NA
102900,Waipoua Forest,Northland,Maori,12+,654,505,487,474,306,288,103,77%,74%,65%,36%
102900,Waipoua Forest,Northland,Maori,5-11,103,19,9,NA,NA,NA,NA,18%,9%,NA,NA
103000,Kerikeri Central,Northland,Maori,12+,497,412,398,373,179,154,30,83%,80%,48%,19%
103000,Kerikeri Central,Northland,Maori,5-11,104,32,15,NA,NA,NA,NA,31%,14%,NA,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,121,102,102,98,30,25,8,84%,84%,31%,32%
103100,Kerikeri South,Northland,Maori,12+,261,211,202,188,109,100,31,81%,77%,58%,31%
103100,Kerikeri South,Northland,Maori,5-11,47,20,Masked,NA,NA,NA,NA,43%,11%,NA,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,432,356,337,319,183,165,28,82%,78%,57%,17%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,71,13,6,NA,NA,NA,NA,18%,8%,NA,NA
103300,Puketona-Waitangi,Northland,Maori,12+,298,242,236,223,136,123,24,81%,79%,61%,20%
103300,Puketona-Waitangi,Northland,Maori,5-11,52,28,Masked,NA,NA,NA,NA,54%,10%,NA,NA
103400,Ngapuhi,Northland,Maori,12+,"1,023",781,740,696,354,316,86,76%,72%,51%,27%
103400,Ngapuhi,Northland,Maori,5-11,171,35,8,NA,NA,NA,NA,20%,<5%,NA,NA
103500,Kaikohe,Northland,Maori,12+,"2,803","2,141","2,031","1,905",945,834,231,76%,72%,50%,28%
103500,Kaikohe,Northland,Maori,5-11,602,139,52,NA,NA,NA,NA,23%,9%,NA,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,112,94,92,89,43,36,9,84%,82%,48%,25%
103600,Pakaraka,Northland,Maori,12+,159,134,127,121,64,61,17,84%,80%,53%,28%
103700,Haruru,Northland,Maori,12+,238,190,185,174,95,86,21,80%,78%,55%,24%
103700,Haruru,Northland,Maori,5-11,46,24,6,NA,NA,NA,NA,52%,13%,NA,NA
103800,Russell,Northland,Maori,12+,137,121,120,113,81,76,24,88%,88%,72%,32%
103900,Paihia,Northland,Maori,12+,509,397,378,358,180,165,44,78%,74%,50%,27%
103900,Paihia,Northland,Maori,5-11,67,12,Masked,NA,NA,NA,NA,18%,<5%,NA,NA
104000,Mataraua Forest,Northland,Maori,12+,347,253,235,221,109,96,39,73%,68%,49%,41%
104000,Mataraua Forest,Northland,Maori,5-11,55,12,9,NA,NA,NA,NA,22%,16%,NA,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,861,643,618,574,280,262,53,75%,72%,49%,20%
104100,Matawaia-Taumarere,Northland,Maori,5-11,157,39,6,NA,NA,NA,NA,25%,<5%,NA,NA
104200,Russell Peninsula,Northland,Maori,12+,81,62,62,58,44,38,14,77%,77%,76%,37%
104300,Opua (Far North District),Northland,Maori,12+,181,141,137,129,72,66,17,78%,76%,56%,26%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,422,348,334,322,194,180,57,82%,79%,60%,32%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,68,11,Masked,NA,NA,NA,NA,16%,<5%,NA,NA
104500,Moerewa,Northland,Maori,12+,"1,229",968,924,863,425,372,89,79%,75%,49%,24%
104500,Moerewa,Northland,Maori,5-11,215,34,8,NA,NA,NA,NA,16%,<5%,NA,NA
104600,Kawakawa,Northland,Maori,12+,845,688,650,606,301,267,55,81%,77%,50%,21%
104600,Kawakawa,Northland,Maori,5-11,149,36,10,NA,NA,NA,NA,24%,7%,NA,NA
104700,Maromaku,Northland,Maori,12+,279,201,190,178,92,83,22,72%,68%,52%,27%
104700,Maromaku,Northland,Maori,5-11,74,23,Masked,NA,NA,NA,NA,31%,7%,NA,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,660,536,519,477,231,209,58,81%,79%,48%,28%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,126,27,6,NA,NA,NA,NA,21%,<5%,NA,NA
104900,Whangaruru,Northland,Maori,12+,718,573,559,526,286,259,55,80%,78%,54%,21%
104900,Whangaruru,Northland,Maori,5-11,148,53,8,NA,NA,NA,NA,36%,5%,NA,NA
105100,Matarau,Northland,Maori,12+,438,343,335,309,162,141,37,78%,76%,52%,26%
105100,Matarau,Northland,Maori,5-11,80,32,13,NA,NA,NA,NA,40%,16%,NA,NA
105200,Hikurangi,Northland,Maori,12+,499,398,377,344,173,137,25,80%,76%,50%,18%
105200,Hikurangi,Northland,Maori,5-11,132,44,18,NA,NA,NA,NA,33%,14%,NA,NA
105300,Kauri,Northland,Maori,12+,259,209,204,195,115,97,19,81%,79%,59%,20%
105300,Kauri,Northland,Maori,5-11,51,17,7,NA,NA,NA,NA,33%,14%,NA,NA
105400,Maungatapere,Northland,Maori,12+,474,398,387,361,210,175,39,84%,82%,58%,22%
105400,Maungatapere,Northland,Maori,5-11,99,35,15,NA,NA,NA,NA,35%,15%,NA,NA
105500,Kamo West,Northland,Maori,12+,435,371,368,329,193,169,47,85%,85%,59%,28%
105500,Kamo West,Northland,Maori,5-11,93,45,17,NA,NA,NA,NA,48%,18%,NA,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,248,201,193,178,107,93,23,81%,78%,60%,25%
105700,Kiripaka,Northland,Maori,12+,216,173,165,156,80,76,23,80%,76%,51%,30%
105700,Kiripaka,Northland,Maori,5-11,40,17,Masked,NA,NA,NA,NA,42%,12%,NA,NA
105800,Kamo East,Northland,Maori,12+,984,825,786,733,326,251,45,84%,80%,44%,18%
105800,Kamo East,Northland,Maori,5-11,257,68,17,NA,NA,NA,NA,26%,7%,NA,NA
105800,Kamo East,Northland,Pacific Peoples,12+,97,79,78,75,41,38,Masked,81%,80%,55%,5%
105900,Granfield Reserve,Northland,Maori,12+,477,413,398,377,197,169,47,87%,83%,52%,28%
105900,Granfield Reserve,Northland,Maori,5-11,86,29,10,NA,NA,NA,NA,34%,12%,NA,NA
106000,Kamo Central,Northland,Maori,12+,437,373,359,338,172,148,42,85%,82%,51%,28%
106000,Kamo Central,Northland,Maori,5-11,93,33,12,NA,NA,NA,NA,35%,13%,NA,NA
106000,Kamo Central,Northland,Pacific Peoples,12+,42,38,37,34,21,19,Masked,90%,88%,62%,16%
106100,Whau Valley,Northland,Maori,12+,609,517,503,475,255,212,41,85%,83%,54%,19%
106100,Whau Valley,Northland,Maori,5-11,122,35,12,NA,NA,NA,NA,29%,10%,NA,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,49,42,42,40,25,25,6,86%,86%,62%,24%
106200,Tikipunga North,Northland,Maori,12+,"1,041",843,808,745,377,316,80,81%,78%,51%,25%
106200,Tikipunga North,Northland,Maori,5-11,261,70,17,NA,NA,NA,NA,27%,7%,NA,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,94,77,75,71,41,35,7,82%,80%,58%,20%
106300,Pukenui,Northland,Maori,12+,197,165,161,143,95,85,24,84%,82%,66%,28%
106300,Pukenui,Northland,Maori,5-11,57,26,7,NA,NA,NA,NA,46%,12%,NA,NA
106400,Otangarei,Northland,Maori,12+,"1,339","1,044",962,896,411,357,66,78%,72%,46%,18%
106400,Otangarei,Northland,Maori,5-11,313,50,10,NA,NA,NA,NA,16%,<5%,NA,NA
106400,Otangarei,Northland,Pacific Peoples,12+,55,43,40,37,19,17,Masked,78%,73%,51%,18%
106500,Tikipunga South,Northland,Maori,12+,"1,280","1,060","1,024",947,482,419,112,83%,80%,51%,27%
106500,Tikipunga South,Northland,Maori,5-11,275,94,21,NA,NA,NA,NA,34%,8%,NA,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,88,81,78,76,39,30,11,92%,89%,51%,37%
106600,Kensington (Whangarei District),Northland,Maori,12+,762,618,607,574,311,264,71,81%,80%,54%,27%
106600,Kensington (Whangarei District),Northland,Maori,5-11,122,26,11,NA,NA,NA,NA,21%,9%,NA,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,65,56,55,51,33,32,Masked,86%,85%,65%,9%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,155,123,118,110,65,57,16,79%,76%,59%,28%
106800,Mairtown,Northland,Maori,12+,530,453,444,420,277,240,63,85%,84%,66%,26%
106800,Mairtown,Northland,Maori,5-11,83,36,15,NA,NA,NA,NA,43%,18%,NA,NA
106800,Mairtown,Northland,Pacific Peoples,12+,58,50,49,46,26,23,9,86%,84%,57%,39%
106900,Maunu-Horahora,Northland,Maori,12+,543,457,447,410,240,200,57,84%,82%,59%,28%
106900,Maunu-Horahora,Northland,Maori,5-11,104,43,14,NA,NA,NA,NA,41%,13%,NA,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,53,49,48,47,35,28,Masked,92%,91%,74%,14%
107000,Woodhill-Vinetown,Northland,Maori,12+,736,587,557,523,305,261,66,80%,76%,58%,25%
107000,Woodhill-Vinetown,Northland,Maori,5-11,102,30,11,NA,NA,NA,NA,29%,11%,NA,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,69,60,60,57,32,24,Masked,87%,87%,56%,12%
107100,Whangarei Central,Northland,Maori,12+,274,228,222,211,123,109,26,83%,81%,58%,24%
107200,Riverside,Northland,Maori,12+,446,359,351,333,174,150,42,80%,79%,52%,28%
107200,Riverside,Northland,Maori,5-11,78,31,7,NA,NA,NA,NA,40%,9%,NA,NA
107200,Riverside,Northland,Pacific Peoples,12+,46,42,42,38,20,17,Masked,91%,91%,53%,12%
107300,Raumanga,Northland,Maori,12+,"1,504","1,212","1,135","1,049",456,370,93,81%,75%,43%,25%
107300,Raumanga,Northland,Maori,5-11,332,95,20,NA,NA,NA,NA,29%,6%,NA,NA
107300,Raumanga,Northland,Pacific Peoples,12+,119,103,96,88,43,32,8,87%,81%,49%,25%
107400,Tarewa,Northland,Maori,12+,996,777,745,689,322,282,52,78%,75%,47%,18%
107400,Tarewa,Northland,Maori,5-11,226,63,24,NA,NA,NA,NA,28%,11%,NA,NA
107400,Tarewa,Northland,Pacific Peoples,12+,45,41,40,37,20,15,Masked,91%,89%,54%,27%
107500,Morningside (Whangarei District),Northland,Maori,12+,810,665,634,597,303,253,66,82%,78%,51%,26%
107500,Morningside (Whangarei District),Northland,Maori,5-11,128,46,20,NA,NA,NA,NA,36%,16%,NA,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,55,49,47,44,24,23,Masked,89%,85%,55%,9%
107600,Ngunguru,Northland,Maori,12+,152,126,125,117,70,61,22,83%,82%,60%,36%
107600,Ngunguru,Northland,Maori,5-11,42,14,Masked,NA,NA,NA,NA,33%,10%,NA,NA
107700,Otaika-Portland,Northland,Maori,12+,306,242,231,216,131,116,23,79%,75%,61%,20%
107700,Otaika-Portland,Northland,Maori,5-11,57,20,11,NA,NA,NA,NA,35%,19%,NA,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,259,213,211,194,107,93,29,82%,81%,55%,31%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,58,12,7,NA,NA,NA,NA,21%,12%,NA,NA
108000,Pataua,Northland,Maori,12+,225,168,159,151,70,63,16,75%,71%,46%,25%
108000,Pataua,Northland,Maori,5-11,51,9,Masked,NA,NA,NA,NA,18%,8%,NA,NA
108100,Onerahi Park,Northland,Maori,12+,253,221,215,206,121,105,28,87%,85%,59%,27%
108100,Onerahi Park,Northland,Maori,5-11,47,20,10,NA,NA,NA,NA,43%,21%,NA,NA
108200,Sherwood Rise,Northland,Maori,12+,669,557,539,492,243,213,51,83%,81%,49%,24%
108200,Sherwood Rise,Northland,Maori,5-11,151,38,16,NA,NA,NA,NA,25%,11%,NA,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,48,43,42,39,22,16,Masked,90%,88%,56%,12%
108300,Onerahi,Northland,Maori,12+,597,468,445,411,198,166,32,78%,75%,48%,19%
108300,Onerahi,Northland,Maori,5-11,141,35,17,NA,NA,NA,NA,25%,12%,NA,NA
108300,Onerahi,Northland,Pacific Peoples,12+,52,42,42,39,19,19,Masked,81%,81%,49%,26%
108500,Parua Bay,Northland,Maori,12+,303,259,256,240,156,141,34,85%,84%,65%,24%
108500,Parua Bay,Northland,Maori,5-11,59,27,8,NA,NA,NA,NA,46%,14%,NA,NA
108600,Bream Bay,Northland,Maori,12+,358,294,283,259,138,131,33,82%,79%,53%,25%
108600,Bream Bay,Northland,Maori,5-11,75,23,11,NA,NA,NA,NA,31%,15%,NA,NA
108700,Marsden Bay,Northland,Maori,12+,346,283,276,252,147,132,41,82%,80%,58%,31%
108700,Marsden Bay,Northland,Maori,5-11,85,20,10,NA,NA,NA,NA,24%,12%,NA,NA
108700,Marsden Bay,Northland,Pacific Peoples,12+,40,33,32,29,13,13,Masked,82%,80%,45%,23%
108800,Ruakaka,Northland,Maori,12+,657,555,535,492,253,226,60,84%,81%,51%,27%
108800,Ruakaka,Northland,Maori,5-11,142,44,9,NA,NA,NA,NA,31%,6%,NA,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,54,45,45,40,28,24,6,83%,83%,70%,25%
108900,Bream Head,Northland,Maori,12+,107,93,92,89,62,55,24,87%,86%,70%,44%
109000,Waipu,Northland,Maori,12+,328,257,252,237,138,125,39,78%,77%,58%,31%
109000,Waipu,Northland,Maori,5-11,48,12,Masked,NA,NA,NA,NA,25%,10%,NA,NA
109000,Waipu,Northland,Pacific Peoples,12+,40,33,33,31,13,12,Masked,82%,82%,42%,17%
109100,Kaipara Coastal,Northland,Maori,12+,896,639,602,571,287,256,53,71%,67%,50%,21%
109100,Kaipara Coastal,Northland,Maori,5-11,182,38,11,NA,NA,NA,NA,21%,6%,NA,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,63,49,48,45,16,16,7,78%,76%,36%,44%
109200,Maungaru,Northland,Maori,12+,280,231,225,212,105,90,19,82%,80%,50%,21%
109200,Maungaru,Northland,Maori,5-11,66,20,Masked,NA,NA,NA,NA,30%,6%,NA,NA
109300,Dargaville,Northland,Maori,12+,"1,371","1,060",994,937,410,367,90,77%,73%,44%,25%
109300,Dargaville,Northland,Maori,5-11,259,43,23,NA,NA,NA,NA,17%,9%,NA,NA
109300,Dargaville,Northland,Pacific Peoples,12+,220,198,193,181,82,74,10,90%,88%,45%,14%
109300,Dargaville,Northland,Pacific Peoples,5-11,42,9,Masked,NA,NA,NA,NA,21%,<5%,NA,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,479,371,359,335,188,178,39,77%,75%,56%,22%
109400,Ruawai-Matakohe,Northland,Maori,5-11,116,25,11,NA,NA,NA,NA,22%,9%,NA,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,197,142,135,129,67,63,11,72%,69%,52%,17%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,48,11,Masked,NA,NA,NA,NA,23%,6%,NA,NA
109600,Maungaturoto,Northland,Maori,12+,193,162,155,146,69,63,9,84%,80%,47%,14%
109600,Maungaturoto,Northland,Maori,5-11,53,18,Masked,NA,NA,NA,NA,34%,6%,NA,NA
109700,Kaiwaka,Northland,Maori,12+,445,316,304,281,133,123,28,71%,68%,47%,23%
109700,Kaiwaka,Northland,Maori,5-11,90,23,Masked,NA,NA,NA,NA,26%,6%,NA,NA
109700,Kaiwaka,Northland,Pacific Peoples,12+,45,35,35,32,17,14,Masked,78%,78%,53%,21%
109800,Mangawhai Rural,Northland,Maori,12+,192,138,133,125,67,61,18,72%,69%,54%,30%
109800,Mangawhai Rural,Northland,Maori,5-11,62,13,8,NA,NA,NA,NA,21%,13%,NA,NA
109800,Mangawhai Rural,Northland,Pacific Peoples,12+,49,37,37,35,20,19,6,76%,76%,57%,32%
109900,Mangawhai Heads,Northland,Maori,12+,165,136,132,122,72,60,15,82%,80%,59%,25%
109900,Mangawhai Heads,Northland,Maori,5-11,47,14,7,NA,NA,NA,NA,30%,15%,NA,NA
110100,Mangawhai,Northland,Maori,12+,91,71,70,60,37,32,8,78%,77%,62%,25%
110200,Okahukura Peninsula,Waitemata,Maori,12+,198,152,148,131,51,44,15,77%,75%,39%,34%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,50,10,Masked,NA,NA,NA,NA,20%,10%,NA,NA
110400,Cape Rodney,Waitemata,Maori,12+,393,315,312,287,164,142,50,80%,79%,57%,35%
110400,Cape Rodney,Waitemata,Maori,5-11,68,29,20,NA,NA,NA,NA,43%,29%,NA,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,62,49,47,44,27,24,9,79%,76%,61%,38%
110500,Wellsford,Waitemata,Maori,12+,313,230,220,208,86,73,16,73%,70%,41%,22%
110500,Wellsford,Waitemata,Maori,5-11,69,13,7,NA,NA,NA,NA,19%,10%,NA,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,77,64,63,62,24,16,Masked,83%,82%,39%,25%
110700,South Head,Waitemata,Maori,12+,415,332,323,303,156,141,43,80%,78%,51%,30%
110700,South Head,Waitemata,Maori,5-11,81,19,Masked,NA,NA,NA,NA,23%,<5%,NA,NA
110700,South Head,Waitemata,Pacific Peoples,12+,78,62,51,47,27,20,Masked,79%,65%,57%,10%
110800,Kaipara Hills,Waitemata,Maori,12+,288,229,221,200,95,84,23,80%,77%,48%,27%
110800,Kaipara Hills,Waitemata,Maori,5-11,57,16,7,NA,NA,NA,NA,28%,12%,NA,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,94,68,65,61,32,32,12,72%,69%,52%,38%
111100,Warkworth West,Waitemata,Maori,12+,152,133,131,124,66,57,17,88%,86%,53%,30%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,102,89,87,79,50,42,Masked,87%,85%,63%,12%
111200,Puhoi Valley,Waitemata,Maori,12+,227,187,181,168,89,70,22,82%,80%,53%,31%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,101,84,84,78,52,38,Masked,83%,83%,67%,11%
111300,Warkworth East,Waitemata,Maori,12+,223,189,187,174,81,70,19,85%,84%,47%,27%
111300,Warkworth East,Waitemata,Maori,5-11,40,12,8,NA,NA,NA,NA,30%,20%,NA,NA
111300,Warkworth East,Waitemata,Pacific Peoples,12+,211,196,192,174,111,86,11,93%,91%,64%,13%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,42,19,8,NA,NA,NA,NA,45%,19%,NA,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,85,72,71,68,50,47,23,85%,84%,74%,49%
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,12+,66,58,57,57,48,36,Masked,88%,86%,84%,6%
111600,Te Kuru,Waitemata,Maori,12+,154,138,133,124,60,52,19,90%,86%,48%,37%
111700,Snells Beach,Waitemata,Maori,12+,243,214,213,191,114,101,33,88%,88%,60%,33%
111700,Snells Beach,Waitemata,Maori,5-11,52,22,10,NA,NA,NA,NA,42%,19%,NA,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,130,116,114,107,66,48,10,89%,88%,62%,21%
111800,Barrier Islands,Auckland,Maori,12+,195,151,149,144,94,82,34,77%,76%,65%,41%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,63,50,49,43,20,19,8,79%,78%,47%,42%
112100,Wainui-Waiwera,Waitemata,Maori,12+,115,103,101,97,59,50,18,90%,88%,61%,36%
112200,Parakai,Waitemata,Maori,12+,202,173,168,148,64,56,15,86%,83%,43%,27%
112300,Helensville Rural,Waitemata,Maori,12+,130,114,113,105,62,50,13,88%,87%,59%,26%
112400,Helensville,Waitemata,Maori,12+,408,333,320,297,158,131,40,82%,78%,53%,31%
112400,Helensville,Waitemata,Maori,5-11,86,31,12,NA,NA,NA,NA,36%,14%,NA,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,133,115,115,109,73,48,12,86%,86%,67%,25%
112500,Waitoki,Waitemata,Maori,12+,59,52,52,49,28,22,7,88%,88%,57%,32%
112600,Waikoukou Valley,Waitemata,Maori,12+,94,88,86,75,45,38,13,94%,91%,60%,34%
112700,Orewa North,Waitemata,Maori,12+,204,184,182,171,98,82,29,90%,89%,57%,35%
112700,Orewa North,Waitemata,Pacific Peoples,12+,68,60,59,55,39,30,11,88%,87%,71%,37%
112800,Hatfields Beach,Waitemata,Maori,12+,114,93,93,85,57,45,14,82%,82%,67%,31%
112900,Orewa South,Waitemata,Maori,12+,147,133,130,121,72,64,30,90%,88%,60%,47%
112900,Orewa South,Waitemata,Pacific Peoples,12+,66,60,60,59,35,31,8,91%,91%,59%,26%
113000,Orewa Central,Waitemata,Maori,12+,171,155,151,142,94,88,38,91%,88%,66%,43%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,72,61,60,59,41,32,14,85%,83%,69%,44%
113100,Millwater North,Waitemata,Maori,12+,82,69,68,58,38,31,11,84%,83%,66%,35%
113200,Waipatukahu,Waitemata,Maori,12+,167,148,146,139,83,74,22,89%,87%,60%,30%
113300,Millwater South,Waitemata,Maori,12+,151,134,130,116,66,55,13,89%,86%,57%,24%
