SA2 Code 2018,SA2 2018,DHB of residence,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake
Unknown,Unknown,Unknown,"66,039",Masked,Masked,>950,>950
107800,Oakleigh-Mangapai,Northland,"1,980","1,746","1,700",882,859
107900,Port-Limeburners,Northland,184,168,159,913,864
108000,Pataua,Northland,"1,472","1,255","1,216",853,826
108100,Onerahi Park,Northland,"1,419","1,313","1,290",925,909
108200,Sherwood Rise,Northland,"2,024","1,827","1,747",903,863
108300,Onerahi,Northland,"2,098","1,810","1,726",863,823
108500,Parua Bay,Northland,"2,268","2,106","2,081",929,918
108600,Bream Bay,Northland,"1,877","1,684","1,610",897,858
108700,Marsden Bay,Northland,"2,334","2,217","2,179",950,934
108800,Ruakaka,Northland,"2,381","2,204","2,131",926,895
108900,Bream Head,Northland,"1,225","1,125","1,102",918,900
109000,Waipu,Northland,"2,777","2,442","2,397",879,863
109100,Kaipara Coastal,Northland,"3,212","2,587","2,456",805,765
109200,Maungaru,Northland,"1,549","1,291","1,249",833,806
109300,Dargaville,Northland,"4,311","3,645","3,440",846,798
109400,Ruawai-Matakohe,Northland,"2,139","1,836","1,773",858,829
109500,Otamatea (Kaipara District),Northland,"1,539","1,252","1,185",814,770
109600,Maungaturoto,Northland,"1,060",943,906,890,855
109700,Kaiwaka,Northland,"1,999","1,618","1,548",809,774
109800,Mangawhai Rural,Northland,"2,231","1,814","1,763",813,790
109900,Mangawhai Heads,Northland,"2,125","1,905","1,858",896,874
110100,Mangawhai,Northland,961,873,851,908,886
110200,Okahukura Peninsula,Waitemata,"1,308","1,131","1,096",865,838
110400,Cape Rodney,Waitemata,"3,143","2,723","2,652",866,844
110500,Wellsford,Waitemata,"1,633","1,412","1,367",865,837
110700,South Head,Waitemata,"2,234","1,975","1,929",884,863
110800,Kaipara Hills,Waitemata,"1,727","1,492","1,459",864,845
110900,Dome Valley-Matakana,Waitemata,"1,398","1,252","1,220",896,873
111100,Warkworth West,Waitemata,"2,266","2,125","2,082",938,919
111200,Puhoi Valley,Waitemata,"3,313","2,979","2,908",899,878
111300,Warkworth East,Waitemata,"3,091","2,888","2,848",934,921
111400,Sandspit,Waitemata,910,825,809,907,889
111500,Tawharanui Peninsula,Waitemata,"1,900",Masked,Masked,>950,>950
111600,Te Kuru,Waitemata,"2,091","1,939","1,892",927,905
111700,Snells Beach,Waitemata,"3,152","2,899","2,837",920,900
111800,Barrier Islands,Auckland,900,741,718,823,798
111900,Algies Bay-Scotts Landing,Waitemata,"1,116",977,950,875,851
112100,Wainui-Waiwera,Waitemata,"1,583","1,422","1,394",898,881
112200,Parakai,Waitemata,890,799,772,898,867
112300,Helensville Rural,Waitemata,"1,379","1,260","1,236",914,896
112400,Helensville,Waitemata,"2,397","2,169","2,108",905,879
112500,Waitoki,Waitemata,"1,409","1,294","1,270",918,901
112600,Waikoukou Valley,Waitemata,"1,460","1,340","1,311",918,898
112700,Orewa North,Waitemata,"4,303",Masked,"4,045",>950,940
112800,Hatfields Beach,Waitemata,"1,314","1,226","1,213",933,923
112900,Orewa South,Waitemata,"3,489",Masked,"3,282",>950,941
113000,Orewa Central,Waitemata,"3,033","2,831","2,792",933,921
113100,Millwater North,Waitemata,"3,055","2,892","2,854",947,934
113200,Waipatukahu,Waitemata,"1,177","1,070","1,051",909,893
113300,Millwater South,Waitemata,"3,051",Masked,Masked,>950,>950
113400,Dairy Flat North,Waitemata,"2,107","1,965","1,918",933,910
113500,Dairy Flat West,Waitemata,"1,283","1,179","1,155",919,900
113600,Kingsway,Waitemata,"2,027","1,907","1,858",941,917
113800,Silverdale Central (Auckland),Waitemata,438,Masked,408,>950,932
113900,Red Beach West,Waitemata,"2,498","2,293","2,256",918,903
114000,Red Beach East,Waitemata,"3,470",Masked,"3,261",>950,940
114100,Silverdale South (Auckland),Waitemata,"1,715","1,579","1,548",921,903
114200,Waimauku,Waitemata,"1,157","1,099","1,083",950,936
114400,Vipond,Waitemata,"2,476","2,315","2,291",935,925
114500,Muriwai,Waitemata,955,875,855,916,895
114600,Stanmore Bay West,Waitemata,"2,213","2,064","2,026",933,915
114700,Kumeu Rural West,Waitemata,"1,485","1,393","1,365",938,919
114800,Okura Bush,Waitemata,"1,196","1,088","1,067",910,892
114900,Whangaparoa Central,Waitemata,"3,711","3,495","3,420",942,922
115000,Kumeu-Huapai,Waitemata,"3,971",Masked,"3,772",>950,950
115100,Stanmore Bay East,Waitemata,"2,371","2,175","2,115",917,892
115200,Manly West,Waitemata,"2,079","1,926","1,896",926,912
115300,Muriwai Valley-Bethells Beach,Waitemata,925,831,815,898,881
115400,Tindalls-Matakatia,Waitemata,"1,803","1,651","1,631",916,905
115500,Coatesville,Waitemata,"2,009","1,850","1,810",921,901
115600,Dairy Flat South,Waitemata,"1,464","1,362","1,341",930,916
115700,Gulf Harbour North,Waitemata,"2,498",Masked,"2,347",>950,940
115800,Manly East,Waitemata,"3,136","2,869","2,828",915,902
115900,Riverhead,Waitemata,"2,516",Masked,"2,370",>950,942
116000,Army Bay,Waitemata,"1,327","1,245","1,225",938,923
116100,Kumeu Rural East,Waitemata,"2,245","2,037","2,000",907,891
116200,Gulf Harbour South,Waitemata,"2,545","2,374","2,351",933,924
116300,Paremoremo West,Waitemata,821,755,738,920,899
116400,Taupaki,Waitemata,"1,509","1,375","1,348",911,893
116500,Long Bay,Waitemata,"1,999",Masked,Masked,>950,>950
116600,Paremoremo East,Waitemata,"1,830","1,711","1,674",935,915
116700,Albany Heights,Waitemata,"3,026",Masked,Masked,>950,>950
116800,Awaruku,Waitemata,"3,726",Masked,"3,532",>950,948
116900,Fairview Heights,Waitemata,"3,334",Masked,Masked,>950,>950
117000,Whenuapai,Waitemata,"4,568",Masked,Masked,>950,>950
117100,Waitakere Ranges North,Waitemata,"1,082",980,961,906,888
117200,Torbay,Waitemata,"3,816","3,623","3,569",949,935
117300,Albany Central,Waitemata,"1,024",Masked,Masked,>950,>950
117400,Albany West,Waitemata,"2,499",Masked,Masked,>950,>950
117500,Glamorgan,Waitemata,"2,647",Masked,Masked,>950,>950
117600,Oteha East,Waitemata,"2,621",Masked,Masked,>950,>950
117700,Northcross,Waitemata,"2,799",Masked,Masked,>950,>950
117800,Oteha West,Waitemata,"1,682",Masked,Masked,>950,>950
117900,Waiake,Waitemata,"3,311",Masked,Masked,>950,>950
118000,Waitakere,Waitemata,"1,697","1,565","1,538",922,906
118100,Albany South,Waitemata,"3,041",Masked,Masked,>950,>950
118200,Browns Bay South West,Waitemata,"3,597",Masked,Masked,>950,>950
118300,Browns Bay Central,Waitemata,"2,728",Masked,"2,562",>950,939
118400,Schnapper Rock,Waitemata,"3,304",Masked,Masked,>950,>950
118500,Pinehill ,Waitemata,"3,992",Masked,Masked,>950,>950
118600,North Harbour,Waitemata,887,815,796,919,897
118700,Browns Bay South East,Waitemata,"2,486",Masked,Masked,>950,>950
118900,Greenhithe West,Waitemata,"3,180",Masked,Masked,>950,>950
119000,Rothesay Bay,Waitemata,"2,594",Masked,Masked,>950,>950
119100,Greenhithe East,Waitemata,"2,629",Masked,Masked,>950,>950
119200,Hobsonville,Waitemata,"1,296",Masked,Masked,>950,>950
119400,Greenhithe South,Waitemata,"1,823",Masked,Masked,>950,>950
119500,Murrays Bay West,Waitemata,"2,240",Masked,Masked,>950,>950
119600,Westgate South,Waitemata,"1,948",Masked,"1,838",>950,944
119700,Windsor Park,Waitemata,"1,544","1,449","1,432",938,927
119800,West Harbour West,Waitemata,"3,271",Masked,"3,038",>950,929
119900,Unsworth Heights West,Waitemata,"2,087",Masked,Masked,>950,>950
120000,Murrays Bay East,Waitemata,"1,954",Masked,Masked,>950,>950
120100,Birdwood West,Waitemata,714,667,649,934,909
120200,Hobsonville Point,Waitemata,"7,291",Masked,Masked,>950,>950
120300,West Harbour Clearwater Cove,Waitemata,"3,814",Masked,Masked,>950,>950
120400,Unsworth Heights East,Waitemata,"3,243",Masked,Masked,>950,>950
120500,Mairangi Bay North,Waitemata,"2,619",Masked,Masked,>950,>950
120600,Massey Central,Waitemata,"2,640",Masked,"2,443",>950,925
120700,West Harbour Luckens Point,Waitemata,"2,430",Masked,"2,309",>950,950
120800,Mairangi Bay South,Waitemata,"2,496",Masked,Masked,>950,>950
120900,Massey Royal Road West,Waitemata,"2,435",Masked,Masked,>950,>950
121000,Bayview East,Waitemata,"2,882",Masked,Masked,>950,>950
121100,Swanson Rural,Waitemata,"2,036","1,874","1,843",920,905
121200,Sunnynook South,Waitemata,"2,103",Masked,Masked,>950,>950
121300,Sunnynook North,Waitemata,"2,335",Masked,Masked,>950,>950
121400,Bayview West,Waitemata,"1,901",Masked,Masked,>950,>950
121500,Totara Vale North,Waitemata,"2,517",Masked,Masked,>950,>950
121600,Royal Heights North,Waitemata,"3,272",Masked,"3,054",>950,933
121700,Massey West,Waitemata,"1,414",Masked,"1,324",>950,936
121800,Beach Haven West,Waitemata,"2,772",Masked,"2,609",>950,941
121900,Totara Vale South,Waitemata,"3,176",Masked,Masked,>950,>950
122000,Swanson,Waitemata,"2,421",Masked,Masked,>950,>950
122100,Bayview South,Waitemata,"2,479",Masked,Masked,>950,>950
122200,Campbells Bay,Waitemata,"2,571",Masked,Masked,>950,>950
122300,Royal Heights South,Waitemata,"3,080","2,891","2,822",939,916
122400,Beach Haven East,Waitemata,"3,166","2,986","2,899",943,916
122500,Massey East,Waitemata,"2,978",Masked,"2,763",>950,928
122600,Forrest Hill North,Waitemata,"1,981",Masked,Masked,>950,>950
122700,Glenfield North,Waitemata,"2,723",Masked,Masked,>950,>950
122800,Birkdale North,Waitemata,"3,394",Masked,Masked,>950,>950
122900,Massey South,Waitemata,"3,710","3,515","3,424",947,923
123000,Ranui North,Waitemata,"3,188","2,967","2,862",931,898
123100,Glenfield West,Waitemata,"2,567",Masked,Masked,>950,>950
123200,Te Atatu Peninsula North West,Waitemata,"2,622",Masked,"2,454",>950,936
123300,Glenfield South West,Waitemata,"3,203",Masked,Masked,>950,>950
123400,Forrest Hill West,Waitemata,"3,525",Masked,Masked,>950,>950
123500,Wairau Valley ,Waitemata,227,210,203,925,894
123600,Forrest Hill East,Waitemata,"2,940",Masked,Masked,>950,>950
123700,Castor Bay,Waitemata,"4,072",Masked,Masked,>950,>950
123800,Ranui Domain,Waitemata,"2,881","2,699","2,583",937,897
123900,Beach Haven South,Waitemata,"2,649",Masked,Masked,>950,>950
124000,Glenfield Central,Waitemata,"3,363",Masked,Masked,>950,>950
124100,Piha,Waitemata,854,762,748,892,876
124200,Ranui South West,Waitemata,"2,234",Masked,"2,072",>950,927
124300,Henderson Larnoch,Waitemata,"3,430",Masked,"3,225",>950,940
124400,Birkdale South,Waitemata,"3,760",Masked,Masked,>950,>950
124500,Te Atatu Peninsula Central,Waitemata,"2,765","2,598","2,539",940,918
124600,Glenfield East,Waitemata,"1,870",Masked,Masked,>950,>950
124700,Henderson Valley,Waitemata,"1,222","1,142","1,119",935,916
124800,Te Atatu Peninsula West,Waitemata,"3,127",Masked,"2,953",>950,944
124900,Henderson Lincoln West,Waitemata,"2,714",Masked,"2,532",>950,933
125000,Ranui South East,Waitemata,"2,391","2,240","2,188",937,915
125100,Henderson Lincoln East,Waitemata,210,Masked,Masked,>950,>950
125200,Birkenhead West,Waitemata,"4,060",Masked,Masked,>950,>950
125300,Te Atatu Peninsula East,Waitemata,"2,638",Masked,"2,482",>950,941
125400,Milford West,Waitemata,"2,623",Masked,"2,481",>950,946
125500,Westlake,Waitemata,"2,561",Masked,Masked,>950,>950
125600,Hillcrest North (Auckland),Waitemata,"2,989",Masked,Masked,>950,>950
125700,Henderson Lincoln South,Waitemata,"2,132","2,024","1,986",949,932
125800,Hillcrest West (Auckland),Waitemata,"2,723",Masked,Masked,>950,>950
125900,Milford Central,Waitemata,"1,830",Masked,Masked,>950,>950
126000,Summerland South,Waitemata,"2,774","2,634","2,601",950,938
126100,Summerland North,Waitemata,"2,236",Masked,Masked,>950,>950
126200,Hillcrest East (Auckland),Waitemata,"3,279",Masked,Masked,>950,>950
126300,Chatswood,Waitemata,"3,052",Masked,Masked,>950,>950
126400,Te Atatu South-Edmonton,Waitemata,"3,159","2,967","2,890",939,915
126500,Birkenhead North,Waitemata,"2,408",Masked,Masked,>950,>950
126600,Takapuna West,Waitemata,"4,067",Masked,Masked,>950,>950
126700,Henderson North,Waitemata,"3,366","3,162","3,097",939,920
126800,Takapuna Central,Waitemata,"2,430","2,277","2,254",937,928
126900,Western Heights (Auckland),Waitemata,"3,839",Masked,"3,609",>950,940
127000,Te Atatu South-Central,Waitemata,"3,572",Masked,Masked,>950,>950
127100,Northcote Central (Auckland),Waitemata,"1,723",Masked,Masked,>950,>950
127200,Akoranga,Waitemata,"1,130",Masked,Masked,>950,>950
127300,Northcote South (Auckland),Waitemata,"2,156",Masked,Masked,>950,>950
127400,Birkenhead South,Waitemata,"2,673",Masked,Masked,>950,>950
127500,Henderson Central,Waitemata,"1,323","1,222","1,193",924,902
127600,Waiatarua,Waitemata,"1,882",Masked,"1,779",>950,945
127700,Te Atatu South-McLeod North,Waitemata,"2,925",Masked,"2,736",>950,935
127800,Henderson Valley Park,Waitemata,"1,686","1,591","1,539",944,913
127900,Henderson North East,Waitemata,"2,330","2,186","2,138",938,918
128000,Waitakere Ranges South,Waitemata,967,862,839,891,868
128100,Northcote Tuff Crater,Waitemata,"1,856",Masked,Masked,>950,>950
128200,Northcote Point (Auckland),Waitemata,"2,578",Masked,Masked,>950,>950
128300,McLaren Park,Waitemata,"3,598","3,343","3,228",929,897
128400,Henderson East,Waitemata,"2,375","2,257","2,211",950,931
128500,Te Atatu South-McLeod South,Waitemata,"3,160","2,989","2,937",946,929
128600,Takapuna South,Waitemata,"1,363",Masked,Masked,>950,>950
128700,Rosebank Peninsula,Auckland,50,Masked,Masked,>950,>950
128800,Hauraki,Waitemata,"3,625",Masked,Masked,>950,>950
128900,Glendene North,Waitemata,"4,072","3,844","3,746",944,920
129000,Sunnyvale West-Parrs Park,Waitemata,"2,188","2,075","1,993",948,911
129100,Sunnyvale East,Waitemata,"4,152","3,916","3,815",943,919
129200,Point Chevalier West,Auckland,"3,479",Masked,"3,259",>950,937
129300,Belmont (Auckland),Waitemata,"2,472",Masked,Masked,>950,>950
129400,Bayswater,Waitemata,"2,377",Masked,Masked,>950,>950
129500,Glendene South,Waitemata,"2,540",Masked,"2,405",>950,947
129600,Glen Eden West,Waitemata,"3,135","2,976","2,887",949,921
129700,Herne Bay,Auckland,"2,772",Masked,Masked,>950,>950
129800,Westmere North,Auckland,"2,096",Masked,Masked,>950,>950
129900,Point Chevalier East,Auckland,"3,901",Masked,Masked,>950,>950
130000,Oratia,Waitemata,"1,865","1,752","1,717",939,921
130100,Glen Eden Rosier,Waitemata,"2,963",Masked,"2,768",>950,934
130200,Saint Marys Bay,Auckland,"1,934","1,838","1,824",950,943
130300,Westmere South-Western Springs,Auckland,"2,606",Masked,Masked,>950,>950
130400,Ponsonby West,Auckland,"2,014",Masked,Masked,>950,>950
130500,Kelston North,Waitemata,"2,393",Masked,"2,218",>950,927
130600,Avondale Rosebank ,Auckland,"3,812",Masked,"3,582",>950,940
130700,Narrow Neck,Waitemata,"3,823",Masked,Masked,>950,>950
130800,Glen Eden North,Waitemata,"2,203",Masked,Masked,>950,>950
130900,Glen Eden Woodglen,Waitemata,"3,570","3,387","3,311",949,927
131000,Kelston South,Waitemata,"2,171",Masked,"2,057",>950,947
131100,Waterview,Auckland,"3,193",Masked,Masked,>950,>950
131200,Ponsonby East,Auckland,"2,976",Masked,"2,824",>950,949
131300,Wynyard-Viaduct,Auckland,"1,233",Masked,Masked,>950,>950
131400,Stanley Point,Waitemata,"1,597",Masked,Masked,>950,>950
131500,Glen Eden Central,Waitemata,"2,954",Masked,"2,768",>950,937
131600,Grey Lynn North,Auckland,"2,647",Masked,Masked,>950,>950
131700,Avondale West (Auckland),Auckland,"3,432",Masked,Masked,>950,>950
131800,Freemans Bay,Auckland,"4,023",Masked,"3,790",>950,942
131900,Mount Albert West,Auckland,"2,317",Masked,Masked,>950,>950
132000,Avondale North (Auckland),Auckland,"3,875",Masked,Masked,>950,>950
132100,Grey Lynn West,Auckland,"2,633",Masked,"2,493",>950,947
132200,Mount Albert North,Auckland,"3,326",Masked,Masked,>950,>950
132300,New Lynn North,Waitemata,"2,754",Masked,Masked,>950,>950
132400,Victoria Park ,Auckland,"2,320",Masked,Masked,>950,>950
132500,Konini,Waitemata,"3,018",Masked,"2,858",>950,947
132600,New Lynn North West,Waitemata,"2,690",Masked,Masked,>950,>950
132700,Hobson Ridge North,Auckland,"2,025",Masked,Masked,>950,>950
132800,Grey Lynn Central,Auckland,"3,149",Masked,Masked,>950,>950
132900,Fruitvale,Waitemata,"2,488",Masked,Masked,>950,>950
133000,Devonport,Waitemata,"3,164",Masked,Masked,>950,>950
133100,Avondale Central (Auckland),Auckland,"2,589",Masked,Masked,>950,>950
133200,Queen Street,Auckland,"1,667",Masked,Masked,>950,>950
133300,Quay Street-Customs Street,Auckland,"1,901",Masked,Masked,>950,>950
133400,Hobson Ridge Central,Auckland,"2,195",Masked,Masked,>950,>950
133500,Grey Lynn East,Auckland,"1,747",Masked,Masked,>950,>950
133600,Morningside (Auckland),Auckland,"3,430",Masked,Masked,>950,>950
133700,Shortland Street,Auckland,"1,759",Masked,Masked,>950,>950
133800,Hobson Ridge South,Auckland,"1,320",Masked,Masked,>950,>950
133900,New Lynn Central,Waitemata,528,Masked,Masked,>950,>950
134000,Cheltenham,Waitemata,"1,885",Masked,Masked,>950,>950
134100,Queen Street South West,Auckland,"1,452",Masked,Masked,>950,>950
134200,Mount Albert Central,Auckland,"3,162",Masked,Masked,>950,>950
134300,Karangahape,Auckland,"2,146",Masked,Masked,>950,>950
134400,Kingsland,Auckland,"2,962",Masked,Masked,>950,>950
134500,Anzac Avenue,Auckland,"2,659",Masked,Masked,>950,>950
134600,Waima-Woodlands Park,Waitemata,"2,167","2,056","2,024",949,934
134700,Kaurilands,Waitemata,"2,707",Masked,Masked,>950,>950
134800,Auckland-University,Auckland,84,Masked,Masked,>950,>950
134900,New Lynn Seabrook,Waitemata,"2,510",Masked,"2,373",>950,945
135000,Avondale South (Auckland),Auckland,"3,576",Masked,Masked,>950,>950
135100,Symonds Street North West,Auckland,"1,851",Masked,Masked,>950,>950
135200,Mount Albert South,Auckland,"2,238",Masked,Masked,>950,>950
135300,Symonds Street West,Auckland,"2,109",Masked,Masked,>950,>950
135400,West Lynn,Waitemata,"2,655",Masked,Masked,>950,>950
135500,Owairaka West,Auckland,"2,436",Masked,Masked,>950,>950
135600,New Lynn Central South,Waitemata,"2,660",Masked,"2,522",>950,948
135700,The Strand,Auckland,"1,298",Masked,Masked,>950,>950
135800,St Lukes,Auckland,"1,920",Masked,"1,816",>950,946
135900,Symonds Street East,Auckland,"1,887",Masked,Masked,>950,>950
136000,Eden Terrace,Auckland,"4,272",Masked,Masked,>950,>950
136100,Grafton,Auckland,"1,516",Masked,Masked,>950,>950
136200,Eden Park,Auckland,"1,446",Masked,Masked,>950,>950
136300,Sandringham North,Auckland,"3,287",Masked,Masked,>950,>950
136400,Parnell West,Auckland,"4,138",Masked,Masked,>950,>950
136500,New Lynn South,Waitemata,"3,801",Masked,Masked,>950,>950
136600,New Windsor North,Auckland,"2,951",Masked,Masked,>950,>950
136700,Titirangi South,Waitemata,"3,463","3,280","3,232",947,933
136800,Owairaka East,Auckland,"1,603",Masked,Masked,>950,>950
136900,Eden Valley,Auckland,"2,042",Masked,Masked,>950,>950
137000,Sandringham Central,Auckland,"2,064",Masked,Masked,>950,>950
137100,Glenavon,Auckland,"2,546",Masked,"2,363",>950,928
137200,Blockhouse Bay North,Auckland,"3,369",Masked,Masked,>950,>950
137300,Green Bay North,Waitemata,"1,598",Masked,"1,512",>950,946
137400,Parnell East,Auckland,"3,246",Masked,Masked,>950,>950
137500,Laingholm,Waitemata,"1,980","1,862","1,835",940,927
137600,Sandringham West,Auckland,"2,098",Masked,Masked,>950,>950
137700,Mount Eden North East,Auckland,"1,156",Masked,Masked,>950,>950
137800,Mount Eden North,Auckland,"3,102",Masked,"2,943",>950,949
137900,Wesley West,Auckland,"2,916","2,732","2,642",937,906
138000,Green Bay South,Waitemata,"2,654",Masked,Masked,>950,>950
138100,Balmoral,Auckland,"2,814",Masked,Masked,>950,>950
138200,Sandringham East,Auckland,"2,919",Masked,Masked,>950,>950
138300,New Windsor South,Auckland,"3,875",Masked,"3,673",>950,948
138400,Mount Eden West,Auckland,"2,919",Masked,Masked,>950,>950
138500,Newmarket,Auckland,"3,601",Masked,Masked,>950,>950
138600,Blockhouse Bay North East,Auckland,"2,007",Masked,Masked,>950,>950
138700,Epsom North,Auckland,"3,220",Masked,Masked,>950,>950
138800,Wesley South,Auckland,65,Masked,Masked,>950,>950
138900,Blockhouse Bay South,Auckland,"3,916",Masked,Masked,>950,>950
139000,Mount Eden East,Auckland,"2,677",Masked,Masked,>950,>950
139100,Wesley East,Auckland,"1,781",Masked,"1,659",>950,931
139200,Orakei West,Auckland,"2,660","2,520","2,488",947,935
139300,Maungawhau,Auckland,"2,501",Masked,Masked,>950,>950
139400,Remuera West,Auckland,"2,613","2,478","2,458",948,941
139500,Blockhouse Bay East,Auckland,"2,306",Masked,"2,179",>950,945
139600,Lynfield North,Auckland,"2,978",Masked,Masked,>950,>950
139700,Mount Roskill North,Auckland,"3,325",Masked,Masked,>950,>950
139800,Mount Roskill White Swan,Auckland,"4,072",Masked,Masked,>950,>950
139900,Mount Eden South,Auckland,"3,465",Masked,Masked,>950,>950
140000,Remuera Waitaramoa,Auckland,"3,742",Masked,Masked,>950,>950
140100,Orakei East,Auckland,"2,516","2,364","2,317",940,921
140200,Epsom Central-North,Auckland,"3,543",Masked,Masked,>950,>950
140300,Mount St John,Auckland,"3,447","3,220","3,162",934,917
140400,Mount Roskill Central North,Auckland,"2,856",Masked,Masked,>950,>950
140500,Remuera North,Auckland,"3,243",Masked,Masked,>950,>950
140600,Three Kings West,Auckland,"1,881",Masked,"1,768",>950,940
140700,Mount Roskill Central South,Auckland,"1,825",Masked,"1,707",>950,935
140800,Epsom Central-South,Auckland,"3,676",Masked,Masked,>950,>950
140900,Lynfield South,Auckland,"4,048",Masked,Masked,>950,>950
141000,Remuera South,Auckland,"3,622",Masked,Masked,>950,>950
141100,Mission Bay,Auckland,"4,090","3,844","3,812",940,932
141200,Three Kings East,Auckland,"1,357",Masked,Masked,>950,>950
141300,Mount Roskill South,Auckland,"2,782",Masked,Masked,>950,>950
141500,Epsom East,Auckland,"2,496",Masked,Masked,>950,>950
141600,Remuera Waiata,Auckland,"2,696",Masked,Masked,>950,>950
141700,Epsom South,Auckland,"2,147",Masked,Masked,>950,>950
141800,Kohimarama,Auckland,"3,878",Masked,Masked,>950,>950
141900,Meadowbank West,Auckland,"2,480",Masked,Masked,>950,>950
142000,Hillsborough North (Auckland),Auckland,"3,502",Masked,Masked,>950,>950
142100,Hillsborough West (Auckland),Auckland,"3,227",Masked,Masked,>950,>950
