SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
105600,Matapouri-Tutukaka,Northland,Maori,12+,236,197,190,174,102,66,12,83%,81%,59%,18%
105700,Kiripaka,Northland,Maori,12+,202,167,160,149,77,54,18,83%,79%,52%,33%
105800,Kamo East,Northland,Maori,12+,"1,001",850,815,738,333,127,27,85%,81%,45%,21%
105800,Kamo East,Northland,Maori,5-11,245,70,18,NA,NA,NA,NA,29%,7%,NA,NA
105800,Kamo East,Northland,Pacific Peoples,12+,100,83,82,76,42,13,Masked,83%,82%,55%,15%
105900,Granfield Reserve,Northland,Maori,12+,491,432,412,378,205,107,29,88%,84%,54%,27%
105900,Granfield Reserve,Northland,Maori,5-11,88,28,9,NA,NA,NA,NA,32%,10%,NA,NA
106000,Kamo Central,Northland,Maori,12+,429,377,364,332,176,93,30,88%,85%,53%,32%
106000,Kamo Central,Northland,Maori,5-11,94,36,15,NA,NA,NA,NA,38%,16%,NA,NA
106100,Whau Valley,Northland,Maori,12+,616,528,512,472,259,115,25,86%,83%,55%,22%
106100,Whau Valley,Northland,Maori,5-11,128,42,12,NA,NA,NA,NA,33%,9%,NA,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,48,43,42,39,25,11,Masked,90%,88%,64%,18%
106200,Tikipunga North,Northland,Maori,12+,"1,040",855,820,740,377,188,47,82%,79%,51%,25%
106200,Tikipunga North,Northland,Maori,5-11,251,75,17,NA,NA,NA,NA,30%,7%,NA,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,83,71,70,67,38,11,Masked,86%,84%,57%,36%
106300,Pukenui,Northland,Maori,12+,181,160,158,137,91,52,18,88%,87%,66%,35%
106300,Pukenui,Northland,Maori,5-11,57,28,7,NA,NA,NA,NA,49%,12%,NA,NA
106400,Otangarei,Northland,Maori,12+,"1,328","1,052",968,897,403,201,38,79%,73%,45%,19%
106400,Otangarei,Northland,Maori,5-11,289,45,9,NA,NA,NA,NA,16%,<5%,NA,NA
106400,Otangarei,Northland,Pacific Peoples,12+,52,43,41,38,19,13,Masked,83%,79%,50%,23%
106500,Tikipunga South,Northland,Maori,12+,"1,261","1,081","1,039",938,488,253,65,86%,82%,52%,26%
106500,Tikipunga South,Northland,Maori,5-11,288,98,22,NA,NA,NA,NA,34%,8%,NA,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,92,Masked,85,82,40,17,6,>95%,92%,49%,35%
106600,Kensington (Whangarei District),Northland,Maori,12+,762,631,610,574,319,165,52,83%,80%,56%,32%
106600,Kensington (Whangarei District),Northland,Maori,5-11,113,21,10,NA,NA,NA,NA,19%,9%,NA,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,67,Masked,63,59,35,12,Masked,>95%,94%,59%,25%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,151,127,121,115,62,30,8,84%,80%,54%,27%
106800,Mairtown,Northland,Maori,12+,551,471,463,431,271,146,34,85%,84%,63%,23%
106800,Mairtown,Northland,Maori,5-11,93,37,12,NA,NA,NA,NA,40%,13%,NA,NA
106800,Mairtown,Northland,Pacific Peoples,12+,54,47,46,43,27,9,Masked,87%,85%,63%,33%
106900,Maunu-Horahora,Northland,Maori,12+,540,468,456,416,237,117,32,87%,84%,57%,27%
106900,Maunu-Horahora,Northland,Maori,5-11,99,44,16,NA,NA,NA,NA,44%,16%,NA,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,44,41,40,38,30,11,Masked,93%,91%,79%,18%
107000,Woodhill-Vinetown,Northland,Maori,12+,727,588,563,522,297,148,47,81%,77%,57%,32%
107000,Woodhill-Vinetown,Northland,Maori,5-11,106,31,11,NA,NA,NA,NA,29%,10%,NA,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,79,75,74,69,37,7,Masked,95%,94%,54%,29%
107100,Whangarei Central,Northland,Maori,12+,269,231,223,210,117,60,12,86%,83%,56%,20%
107200,Riverside,Northland,Maori,12+,432,363,355,338,176,92,22,84%,82%,52%,24%
107200,Riverside,Northland,Maori,5-11,85,29,Masked,NA,NA,NA,NA,34%,6%,NA,NA
107200,Riverside,Northland,Pacific Peoples,12+,45,40,40,36,20,5,Masked,89%,89%,56%,20%
107300,Raumanga,Northland,Maori,12+,"1,489","1,221","1,145","1,031",452,206,54,82%,77%,44%,26%
107300,Raumanga,Northland,Maori,5-11,346,93,23,NA,NA,NA,NA,27%,7%,NA,NA
107300,Raumanga,Northland,Pacific Peoples,12+,106,95,89,76,39,14,6,90%,84%,51%,43%
107400,Tarewa,Northland,Maori,12+,936,748,715,649,321,146,27,80%,76%,49%,18%
107400,Tarewa,Northland,Maori,5-11,226,63,21,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,Pacific Peoples,12+,43,40,39,33,16,7,Masked,93%,91%,48%,14%
107500,Morningside (Whangarei District),Northland,Maori,12+,803,684,653,605,313,145,46,85%,81%,52%,32%
107500,Morningside (Whangarei District),Northland,Maori,5-11,130,46,17,NA,NA,NA,NA,35%,13%,NA,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,50,45,44,42,21,8,Masked,90%,88%,50%,25%
107600,Ngunguru,Northland,Maori,12+,166,140,139,128,78,44,12,84%,84%,61%,27%
107600,Ngunguru,Northland,Maori,5-11,44,15,Masked,NA,NA,NA,NA,34%,11%,NA,NA
107700,Otaika-Portland,Northland,Maori,12+,304,247,235,216,129,78,16,81%,77%,60%,21%
107700,Otaika-Portland,Northland,Maori,5-11,58,19,10,NA,NA,NA,NA,33%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,268,224,222,197,103,58,18,84%,83%,52%,31%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,54,13,7,NA,NA,NA,NA,24%,13%,NA,NA
108000,Pataua,Northland,Maori,12+,206,159,152,140,68,42,11,77%,74%,49%,26%
108000,Pataua,Northland,Maori,5-11,42,8,Masked,NA,NA,NA,NA,19%,10%,NA,NA
108100,Onerahi Park,Northland,Maori,12+,257,226,222,207,129,65,16,88%,86%,62%,25%
108100,Onerahi Park,Northland,Maori,5-11,47,19,8,NA,NA,NA,NA,40%,17%,NA,NA
108200,Sherwood Rise,Northland,Maori,12+,667,573,551,499,259,127,32,86%,83%,52%,25%
108200,Sherwood Rise,Northland,Maori,5-11,157,40,14,NA,NA,NA,NA,25%,9%,NA,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,43,39,38,35,16,7,Masked,91%,88%,46%,14%
108300,Onerahi,Northland,Maori,12+,616,502,479,430,211,93,24,81%,78%,49%,26%
108300,Onerahi,Northland,Maori,5-11,152,38,17,NA,NA,NA,NA,25%,11%,NA,NA
108300,Onerahi,Northland,Pacific Peoples,12+,49,40,40,37,17,7,Masked,82%,82%,46%,43%
108500,Parua Bay,Northland,Maori,12+,290,260,258,237,154,85,19,90%,89%,65%,22%
108500,Parua Bay,Northland,Maori,5-11,56,26,7,NA,NA,NA,NA,46%,12%,NA,NA
108600,Bream Bay,Northland,Maori,12+,366,304,294,263,142,87,19,83%,80%,54%,22%
108600,Bream Bay,Northland,Maori,5-11,71,18,8,NA,NA,NA,NA,25%,11%,NA,NA
108700,Marsden Bay,Northland,Maori,12+,330,290,284,258,149,76,29,88%,86%,58%,38%
108700,Marsden Bay,Northland,Maori,5-11,82,22,10,NA,NA,NA,NA,27%,12%,NA,NA
108800,Ruakaka,Northland,Maori,12+,641,558,538,492,258,140,44,87%,84%,52%,31%
108800,Ruakaka,Northland,Maori,5-11,139,43,9,NA,NA,NA,NA,31%,6%,NA,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,50,44,44,40,28,11,Masked,88%,88%,70%,27%
108900,Bream Head,Northland,Maori,12+,91,79,79,75,54,34,20,87%,87%,72%,59%
109000,Waipu,Northland,Maori,12+,318,261,255,235,134,90,31,82%,80%,57%,34%
109000,Waipu,Northland,Maori,5-11,55,14,6,NA,NA,NA,NA,25%,11%,NA,NA
109100,Kaipara Coastal,Northland,Maori,12+,910,674,638,595,297,183,38,74%,70%,50%,21%
109100,Kaipara Coastal,Northland,Maori,5-11,175,41,12,NA,NA,NA,NA,23%,7%,NA,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,66,52,51,46,15,10,6,79%,77%,33%,60%
109200,Maungaru,Northland,Maori,12+,272,229,221,203,102,55,14,84%,81%,50%,25%
109200,Maungaru,Northland,Maori,5-11,60,21,Masked,NA,NA,NA,NA,35%,7%,NA,NA
109300,Dargaville,Northland,Maori,12+,"1,382","1,100","1,029",962,430,251,61,80%,74%,45%,24%
109300,Dargaville,Northland,Maori,5-11,274,46,21,NA,NA,NA,NA,17%,8%,NA,NA
109300,Dargaville,Northland,Pacific Peoples,12+,217,193,187,174,74,28,Masked,89%,86%,43%,14%
109300,Dargaville,Northland,Pacific Peoples,5-11,46,11,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,494,387,373,344,194,134,30,78%,76%,56%,22%
109400,Ruawai-Matakohe,Northland,Maori,5-11,108,24,9,NA,NA,NA,NA,22%,8%,NA,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,182,135,130,127,72,39,9,74%,71%,57%,23%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,44,9,Masked,NA,NA,NA,NA,20%,<5%,NA,NA
109600,Maungaturoto,Northland,Maori,12+,189,161,155,141,69,36,Masked,85%,82%,49%,14%
109600,Maungaturoto,Northland,Maori,5-11,53,17,Masked,NA,NA,NA,NA,32%,6%,NA,NA
109700,Kaiwaka,Northland,Maori,12+,448,332,318,288,138,88,17,74%,71%,48%,19%
109700,Kaiwaka,Northland,Maori,5-11,91,22,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
109800,Mangawhai Rural,Northland,Maori,12+,196,146,143,132,73,46,11,74%,73%,55%,24%
109800,Mangawhai Rural,Northland,Maori,5-11,61,11,7,NA,NA,NA,NA,18%,11%,NA,NA
109800,Mangawhai Rural,Northland,Pacific Peoples,12+,43,33,33,31,18,14,Masked,77%,77%,58%,21%
109900,Mangawhai Heads,Northland,Maori,12+,167,139,134,122,71,38,10,83%,80%,58%,26%
109900,Mangawhai Heads,Northland,Maori,5-11,48,15,Masked,NA,NA,NA,NA,31%,10%,NA,NA
110100,Mangawhai,Northland,Maori,12+,83,67,66,55,33,22,Masked,81%,80%,60%,23%
110200,Okahukura Peninsula,Waitemata,Maori,12+,187,152,148,124,49,33,10,81%,79%,40%,30%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,48,9,Masked,NA,NA,NA,NA,19%,10%,NA,NA
110400,Cape Rodney,Waitemata,Maori,12+,379,318,316,285,158,94,32,84%,83%,55%,34%
110400,Cape Rodney,Waitemata,Maori,5-11,69,29,20,NA,NA,NA,NA,42%,29%,NA,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,55,43,40,37,20,12,Masked,78%,73%,54%,25%
110500,Wellsford,Waitemata,Maori,12+,296,223,214,199,86,38,10,75%,72%,43%,26%
110500,Wellsford,Waitemata,Maori,5-11,63,13,7,NA,NA,NA,NA,21%,11%,NA,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,81,69,68,68,27,8,Masked,85%,84%,40%,25%
110700,South Head,Waitemata,Maori,12+,394,334,325,302,151,91,26,85%,82%,50%,29%
110700,South Head,Waitemata,Maori,5-11,84,21,Masked,NA,NA,NA,NA,25%,<5%,NA,NA
110700,South Head,Waitemata,Pacific Peoples,12+,58,Masked,48,46,27,9,Masked,>95%,83%,59%,11%
110800,Kaipara Hills,Waitemata,Maori,12+,271,223,214,190,94,53,10,82%,79%,49%,19%
110800,Kaipara Hills,Waitemata,Maori,5-11,55,14,Masked,NA,NA,NA,NA,25%,9%,NA,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,89,67,64,58,30,21,6,75%,72%,52%,29%
111100,Warkworth West,Waitemata,Maori,12+,143,123,120,112,55,26,6,86%,84%,49%,23%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,103,Masked,97,87,58,14,Masked,>95%,94%,67%,36%
111200,Puhoi Valley,Waitemata,Maori,12+,207,177,170,154,73,36,11,86%,82%,47%,31%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,79,71,71,65,46,7,Masked,90%,90%,71%,43%
111300,Warkworth East,Waitemata,Maori,12+,200,177,172,157,76,39,13,88%,86%,48%,33%
111300,Warkworth East,Waitemata,Maori,5-11,43,10,6,NA,NA,NA,NA,23%,14%,NA,NA
111300,Warkworth East,Waitemata,Pacific Peoples,12+,197,Masked,Masked,169,103,26,Masked,>95%,>95%,61%,8%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,51,22,10,NA,NA,NA,NA,43%,20%,NA,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,79,71,70,63,46,25,16,90%,89%,73%,64%
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,12+,69,64,63,62,50,10,Masked,93%,91%,81%,20%
111600,Te Kuru,Waitemata,Maori,12+,154,139,136,126,61,31,14,90%,88%,48%,45%
111700,Snells Beach,Waitemata,Maori,12+,235,217,216,190,111,67,24,92%,92%,58%,36%
111700,Snells Beach,Waitemata,Maori,5-11,44,22,10,NA,NA,NA,NA,50%,23%,NA,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,116,Masked,Masked,102,61,14,Masked,>95%,>95%,60%,21%
111800,Barrier Islands,Auckland,Maori,12+,184,158,154,142,95,54,23,86%,84%,67%,43%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,50,46,45,38,22,18,8,92%,90%,58%,44%
112100,Wainui-Waiwera,Waitemata,Maori,12+,108,93,91,87,52,28,10,86%,84%,60%,36%
112200,Parakai,Waitemata,Maori,12+,204,181,172,147,66,32,10,89%,84%,45%,31%
112300,Helensville Rural,Waitemata,Maori,12+,128,116,115,109,63,35,10,91%,90%,58%,29%
112400,Helensville,Waitemata,Maori,12+,414,342,330,302,164,94,27,83%,80%,54%,29%
112400,Helensville,Waitemata,Maori,5-11,89,32,9,NA,NA,NA,NA,36%,10%,NA,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,107,Masked,Masked,105,68,22,10,>95%,>95%,65%,45%
112500,Waitoki,Waitemata,Maori,12+,59,49,49,46,27,13,Masked,83%,83%,59%,23%
112600,Waikoukou Valley,Waitemata,Maori,12+,96,89,87,74,43,20,7,93%,91%,58%,35%
112700,Orewa North,Waitemata,Maori,12+,191,173,171,156,90,51,22,91%,90%,58%,43%
112700,Orewa North,Waitemata,Pacific Peoples,12+,63,57,56,52,35,19,8,90%,89%,67%,42%
112800,Hatfields Beach,Waitemata,Maori,12+,116,98,98,87,51,21,Masked,84%,84%,59%,24%
112900,Orewa South,Waitemata,Maori,12+,137,123,120,111,63,38,20,90%,88%,57%,53%
112900,Orewa South,Waitemata,Pacific Peoples,12+,65,61,61,60,37,17,6,94%,94%,62%,35%
113000,Orewa Central,Waitemata,Maori,12+,157,143,141,133,88,56,20,91%,90%,66%,36%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,66,59,59,57,38,21,9,89%,89%,67%,43%
113100,Millwater North,Waitemata,Maori,12+,86,74,73,58,40,14,Masked,86%,85%,69%,36%
113200,Waipatukahu,Waitemata,Maori,12+,160,142,139,130,81,53,12,89%,87%,62%,23%
113300,Millwater South,Waitemata,Maori,12+,143,129,125,107,65,23,9,90%,87%,61%,39%
113400,Dairy Flat North,Waitemata,Maori,12+,164,139,131,122,55,23,7,85%,80%,45%,30%
113400,Dairy Flat North,Waitemata,Pacific Peoples,12+,41,34,33,31,16,7,Masked,83%,80%,52%,57%
