SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
104700,Maromaku,Northland,Maori,5-11,60,21,Masked,NA,NA,35%,7%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,599,543,518,450,237,91%,86%,53%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,123,26,Masked,NA,NA,21%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,667,581,564,510,276,87%,85%,54%
104900,Whangaruru,Northland,Maori,5-11,122,45,6,NA,NA,37%,<5%,NA
105100,Matarau,Northland,Maori,12+,360,318,309,271,148,88%,86%,55%
105100,Matarau,Northland,Maori,5-11,88,27,11,NA,NA,31%,12%,NA
105200,Hikurangi,Northland,Maori,12+,455,412,394,344,170,91%,87%,49%
105200,Hikurangi,Northland,Maori,5-11,138,44,14,NA,NA,32%,10%,NA
105300,Kauri,Northland,Maori,12+,233,204,201,184,108,88%,86%,59%
105300,Kauri,Northland,Maori,5-11,59,17,Masked,NA,NA,29%,8%,NA
105400,Maungatapere,Northland,Maori,12+,427,395,380,338,203,93%,89%,60%
105400,Maungatapere,Northland,Maori,5-11,103,37,15,NA,NA,36%,15%,NA
105500,Kamo West,Northland,Maori,12+,396,362,357,308,180,91%,90%,58%
105500,Kamo West,Northland,Maori,5-11,99,37,15,NA,NA,37%,15%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,216,196,189,169,99,91%,88%,59%
105700,Kiripaka,Northland,Maori,12+,181,159,154,140,72,88%,85%,51%
105800,Kamo East,Northland,Maori,12+,919,833,799,700,313,91%,87%,45%
105800,Kamo East,Northland,Maori,5-11,252,69,17,NA,NA,27%,7%,NA
105800,Kamo East,Northland,Pacific Peoples,12+,99,85,84,76,41,86%,85%,54%
105900,Granfield Reserve,Northland,Maori,12+,462,434,415,371,203,94%,90%,55%
105900,Granfield Reserve,Northland,Maori,5-11,85,31,8,NA,NA,36%,9%,NA
106000,Kamo Central,Northland,Maori,12+,423,388,377,335,176,92%,89%,53%
106000,Kamo Central,Northland,Maori,5-11,86,35,13,NA,NA,41%,15%,NA
106100,Whau Valley,Northland,Maori,12+,600,540,526,475,257,90%,88%,54%
106100,Whau Valley,Northland,Maori,5-11,125,43,10,NA,NA,34%,8%,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,40,Masked,Masked,39,26,>95%,>95%,67%
106200,Tikipunga North,Northland,Maori,12+,944,850,816,719,352,90%,86%,49%
106200,Tikipunga North,Northland,Maori,5-11,274,73,12,NA,NA,27%,<5%,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,79,70,68,64,33,89%,86%,52%
106300,Pukenui,Northland,Maori,12+,175,159,156,136,88,91%,89%,65%
106300,Pukenui,Northland,Maori,5-11,52,28,6,NA,NA,54%,12%,NA
106400,Otangarei,Northland,Maori,12+,"1,280","1,067",984,873,372,83%,77%,43%
106400,Otangarei,Northland,Maori,5-11,272,42,6,NA,NA,15%,<5%,NA
106400,Otangarei,Northland,Pacific Peoples,12+,53,40,39,36,17,75%,74%,47%
106500,Tikipunga South,Northland,Maori,12+,"1,167","1,078","1,037",912,460,92%,89%,50%
106500,Tikipunga South,Northland,Maori,5-11,296,106,21,NA,NA,36%,7%,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,84,Masked,Masked,77,35,>95%,>95%,45%
106600,Kensington (Whangarei District),Northland,Maori,12+,719,629,607,559,302,87%,84%,54%
106600,Kensington (Whangarei District),Northland,Maori,5-11,125,22,8,NA,NA,18%,6%,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,62,Masked,Masked,59,33,>95%,>95%,56%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,138,121,116,105,55,88%,84%,52%
106800,Mairtown,Northland,Maori,12+,537,473,459,416,254,88%,85%,61%
106800,Mairtown,Northland,Maori,5-11,96,30,7,NA,NA,31%,7%,NA
106800,Mairtown,Northland,Pacific Peoples,12+,56,44,44,41,25,79%,79%,61%
106900,Maunu-Horahora,Northland,Maori,12+,511,465,454,400,238,91%,89%,59%
106900,Maunu-Horahora,Northland,Maori,5-11,106,41,14,NA,NA,39%,13%,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,42,34,34,32,24,81%,81%,75%
107000,Woodhill-Vinetown,Northland,Maori,12+,714,608,581,527,287,85%,81%,54%
107000,Woodhill-Vinetown,Northland,Maori,5-11,115,31,10,NA,NA,27%,9%,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,81,Masked,Masked,71,40,>95%,>95%,56%
107100,Whangarei Central,Northland,Maori,12+,268,233,225,206,107,87%,84%,52%
107200,Riverside,Northland,Maori,12+,437,374,368,341,174,86%,84%,51%
107200,Riverside,Northland,Maori,5-11,79,30,Masked,NA,NA,38%,6%,NA
107200,Riverside,Northland,Pacific Peoples,12+,44,Masked,Masked,37,21,>95%,>95%,57%
107300,Raumanga,Northland,Maori,12+,"1,427","1,247","1,172","1,021",425,87%,82%,42%
107300,Raumanga,Northland,Maori,5-11,348,79,16,NA,NA,23%,<5%,NA
107300,Raumanga,Northland,Pacific Peoples,12+,96,Masked,88,74,35,>95%,92%,47%
107400,Tarewa,Northland,Maori,12+,856,740,711,618,310,86%,83%,50%
107400,Tarewa,Northland,Maori,5-11,242,63,18,NA,NA,26%,7%,NA
107500,Morningside (Whangarei District),Northland,Maori,12+,756,676,643,583,293,89%,85%,50%
107500,Morningside (Whangarei District),Northland,Maori,5-11,133,46,17,NA,NA,35%,13%,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,47,44,43,41,24,94%,91%,59%
107600,Ngunguru,Northland,Maori,12+,157,137,136,126,75,87%,87%,60%
107700,Otaika-Portland,Northland,Maori,12+,294,246,232,211,125,84%,79%,59%
107700,Otaika-Portland,Northland,Maori,5-11,53,18,9,NA,NA,34%,17%,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,235,212,209,177,89,90%,89%,50%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,59,11,Masked,NA,NA,19%,8%,NA
108000,Pataua,Northland,Maori,12+,193,152,148,133,67,79%,77%,50%
108000,Pataua,Northland,Maori,5-11,42,8,Masked,NA,NA,19%,10%,NA
108100,Onerahi Park,Northland,Maori,12+,240,225,220,203,128,94%,92%,63%
108100,Onerahi Park,Northland,Maori,5-11,50,17,8,NA,NA,34%,16%,NA
108100,Onerahi Park,Northland,Pacific Peoples,12+,40,33,32,30,21,82%,80%,70%
108200,Sherwood Rise,Northland,Maori,12+,633,574,551,490,246,91%,87%,50%
108200,Sherwood Rise,Northland,Maori,5-11,158,41,13,NA,NA,26%,8%,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,40,Masked,Masked,37,17,>95%,>95%,46%
108300,Onerahi,Northland,Maori,12+,572,501,478,412,187,88%,84%,45%
108300,Onerahi,Northland,Maori,5-11,155,38,16,NA,NA,25%,10%,NA
108300,Onerahi,Northland,Pacific Peoples,12+,46,39,39,37,17,85%,85%,46%
108500,Parua Bay,Northland,Maori,12+,272,256,254,228,149,94%,93%,65%
108500,Parua Bay,Northland,Maori,5-11,60,26,8,NA,NA,43%,13%,NA
108600,Bream Bay,Northland,Maori,12+,342,291,281,250,138,85%,82%,55%
108600,Bream Bay,Northland,Maori,5-11,68,19,7,NA,NA,28%,10%,NA
108700,Marsden Bay,Northland,Maori,12+,312,Masked,292,258,151,>95%,94%,59%
108700,Marsden Bay,Northland,Maori,5-11,78,22,12,NA,NA,28%,15%,NA
108800,Ruakaka,Northland,Maori,12+,587,Masked,538,478,247,>95%,92%,52%
108800,Ruakaka,Northland,Maori,5-11,134,38,9,NA,NA,28%,7%,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,52,49,49,45,29,94%,94%,64%
108900,Bream Head,Northland,Maori,12+,85,80,80,76,56,94%,94%,74%
109000,Waipu,Northland,Maori,12+,303,251,247,225,134,83%,82%,60%
109000,Waipu,Northland,Maori,5-11,49,12,Masked,NA,NA,24%,10%,NA
109000,Waipu,Northland,Pacific Peoples,12+,41,36,36,32,14,88%,88%,44%
109100,Kaipara Coastal,Northland,Maori,12+,864,672,636,572,279,78%,74%,49%
109100,Kaipara Coastal,Northland,Maori,5-11,161,41,13,NA,NA,25%,8%,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,53,50,49,44,14,94%,92%,32%
109200,Maungaru,Northland,Maori,12+,256,224,216,193,95,88%,84%,49%
109200,Maungaru,Northland,Maori,5-11,58,18,Masked,NA,NA,31%,7%,NA
109300,Dargaville,Northland,Maori,12+,"1,347","1,109","1,039",945,418,82%,77%,44%
109300,Dargaville,Northland,Maori,5-11,272,46,20,NA,NA,17%,7%,NA
109300,Dargaville,Northland,Pacific Peoples,12+,202,Masked,189,174,71,>95%,94%,41%
109300,Dargaville,Northland,Pacific Peoples,5-11,41,11,Masked,NA,NA,27%,<5%,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,476,397,383,346,193,83%,80%,56%
109400,Ruawai-Matakohe,Northland,Maori,5-11,104,23,6,NA,NA,22%,6%,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,176,133,128,121,65,76%,73%,54%
109600,Maungaturoto,Northland,Maori,12+,181,168,162,143,72,93%,90%,50%
109600,Maungaturoto,Northland,Maori,5-11,51,18,Masked,NA,NA,35%,8%,NA
109700,Kaiwaka,Northland,Maori,12+,410,319,306,268,135,78%,75%,50%
109700,Kaiwaka,Northland,Maori,5-11,92,23,Masked,NA,NA,25%,<5%,NA
109800,Mangawhai Rural,Northland,Maori,12+,186,147,144,129,68,79%,77%,53%
109800,Mangawhai Rural,Northland,Maori,5-11,53,11,6,NA,NA,21%,11%,NA
109900,Mangawhai Heads,Northland,Maori,12+,160,142,134,121,72,89%,84%,60%
109900,Mangawhai Heads,Northland,Maori,5-11,41,15,6,NA,NA,37%,15%,NA
110100,Mangawhai,Northland,Maori,12+,73,65,64,53,32,89%,88%,60%
110200,Okahukura Peninsula,Waitemata,Maori,12+,183,153,148,125,47,84%,81%,38%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,48,8,Masked,NA,NA,17%,8%,NA
110400,Cape Rodney,Waitemata,Maori,12+,374,339,335,298,159,91%,90%,53%
110400,Cape Rodney,Waitemata,Maori,5-11,80,28,16,NA,NA,35%,20%,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,50,41,38,35,17,82%,76%,49%
110500,Wellsford,Waitemata,Maori,12+,286,233,224,205,85,81%,78%,41%
110500,Wellsford,Waitemata,Maori,5-11,68,13,6,NA,NA,19%,9%,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,72,66,65,63,21,92%,90%,33%
110700,South Head,Waitemata,Maori,12+,366,322,314,288,142,88%,86%,49%
110700,South Head,Waitemata,Maori,5-11,80,21,Masked,NA,NA,26%,5%,NA
110700,South Head,Waitemata,Pacific Peoples,12+,54,Masked,48,46,26,>95%,89%,57%
110800,Kaipara Hills,Waitemata,Maori,12+,251,225,217,190,91,90%,86%,48%
110800,Kaipara Hills,Waitemata,Maori,5-11,52,16,Masked,NA,NA,31%,8%,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,78,66,63,56,27,85%,81%,48%
111100,Warkworth West,Waitemata,Maori,12+,145,130,127,113,56,90%,88%,50%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,81,Masked,Masked,82,54,>95%,>95%,66%
111200,Puhoi Valley,Waitemata,Maori,12+,192,175,171,148,70,91%,89%,47%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,63,Masked,Masked,65,40,>95%,>95%,62%
111300,Warkworth East,Waitemata,Maori,12+,194,174,170,155,73,90%,88%,47%
111300,Warkworth East,Waitemata,Pacific Peoples,12+,159,Masked,Masked,169,104,>95%,>95%,62%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,46,25,9,NA,NA,54%,20%,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,73,Masked,Masked,64,49,>95%,>95%,77%
111600,Te Kuru,Waitemata,Maori,12+,146,Masked,138,126,61,>95%,95%,48%
111600,Te Kuru,Waitemata,Maori,5-11,42,18,Masked,NA,NA,43%,10%,NA
111700,Snells Beach,Waitemata,Maori,12+,235,223,222,191,114,95%,94%,60%
111700,Snells Beach,Waitemata,Maori,5-11,41,23,11,NA,NA,56%,27%,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,104,Masked,Masked,97,50,>95%,>95%,52%
111800,Barrier Islands,Auckland,Maori,12+,176,151,147,135,89,86%,84%,66%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,41,Masked,Masked,36,21,>95%,>95%,58%
112100,Wainui-Waiwera,Waitemata,Maori,12+,93,Masked,88,83,49,>95%,95%,59%
112200,Parakai,Waitemata,Maori,12+,188,175,167,139,61,93%,89%,44%
112300,Helensville Rural,Waitemata,Maori,12+,112,Masked,Masked,102,59,>95%,>95%,58%
112400,Helensville,Waitemata,Maori,12+,405,346,333,300,157,85%,82%,52%
112400,Helensville,Waitemata,Maori,5-11,92,34,9,NA,NA,37%,10%,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,102,Masked,Masked,98,64,>95%,>95%,65%
112500,Waitoki,Waitemata,Maori,12+,58,52,52,49,27,90%,90%,55%
112600,Waikoukou Valley,Waitemata,Maori,12+,87,Masked,Masked,72,40,>95%,>95%,56%
112700,Orewa North,Waitemata,Maori,12+,177,Masked,Masked,153,88,>95%,>95%,58%
112700,Orewa North,Waitemata,Pacific Peoples,12+,64,58,57,55,35,91%,89%,64%
112800,Hatfields Beach,Waitemata,Maori,12+,107,100,100,87,53,93%,93%,61%
112900,Orewa South,Waitemata,Maori,12+,128,Masked,Masked,115,65,>95%,>95%,57%
112900,Orewa South,Waitemata,Pacific Peoples,12+,65,58,58,57,34,89%,89%,60%
113000,Orewa Central,Waitemata,Maori,12+,147,139,137,127,85,95%,93%,67%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,68,57,57,54,35,84%,84%,65%
113100,Millwater North,Waitemata,Maori,12+,76,Masked,Masked,59,41,>95%,>95%,69%
113200,Waipatukahu,Waitemata,Maori,12+,153,139,137,127,79,91%,90%,62%
113300,Millwater South,Waitemata,Maori,12+,134,123,119,99,57,92%,89%,58%
113300,Millwater South,Waitemata,Maori,5-11,40,20,Masked,NA,NA,50%,10%,NA
113400,Dairy Flat North,Waitemata,Maori,12+,149,134,128,120,52,90%,86%,43%
113500,Dairy Flat West,Waitemata,Maori,12+,51,43,43,38,21,84%,84%,55%
113600,Kingsway,Waitemata,Maori,12+,82,Masked,Masked,80,42,>95%,>95%,52%
113600,Kingsway,Waitemata,Pacific Peoples,12+,42,Masked,Masked,42,19,>95%,>95%,45%
113800,Silverdale Central (Auckland),Waitemata,Maori,12+,51,45,44,39,16,88%,86%,41%
113900,Red Beach West,Waitemata,Maori,12+,112,99,95,80,54,88%,85%,68%
114000,Red Beach East,Waitemata,Maori,12+,184,Masked,Masked,159,99,>95%,>95%,62%
114000,Red Beach East,Waitemata,Pacific Peoples,12+,46,Masked,Masked,46,28,>95%,>95%,61%
114100,Silverdale South (Auckland),Waitemata,Maori,12+,100,85,84,74,40,85%,84%,54%
114200,Waimauku,Waitemata,Maori,12+,79,Masked,Masked,68,42,>95%,>95%,62%
114400,Vipond,Waitemata,Maori,12+,175,Masked,Masked,141,83,>95%,>95%,59%
114400,Vipond,Waitemata,Maori,5-11,48,13,6,NA,NA,27%,12%,NA
114500,Muriwai,Waitemata,Maori,12+,88,Masked,Masked,77,47,>95%,>95%,61%
114600,Stanmore Bay West,Waitemata,Maori,12+,185,174,168,155,82,94%,91%,53%
114600,Stanmore Bay West,Waitemata,Maori,5-11,44,26,9,NA,NA,59%,20%,NA
114700,Kumeu Rural West,Waitemata,Maori,12+,108,Masked,Masked,92,49,>95%,>95%,53%
114700,Kumeu Rural West,Waitemata,Pacific Peoples,12+,67,Masked,Masked,57,35,>95%,>95%,61%
114800,Okura Bush,Waitemata,Maori,12+,63,Masked,57,51,28,>95%,90%,55%
114900,Whangaparoa Central,Waitemata,Maori,12+,246,225,221,196,90,91%,90%,46%
114900,Whangaparoa Central,Waitemata,Maori,5-11,56,26,11,NA,NA,46%,20%,NA
114900,Whangaparoa Central,Waitemata,Pacific Peoples,12+,48,44,44,41,23,92%,92%,56%
115000,Kumeu-Huapai,Waitemata,Maori,12+,244,Masked,Masked,223,125,>95%,>95%,56%
115000,Kumeu-Huapai,Waitemata,Maori,5-11,71,48,19,NA,NA,68%,27%,NA
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,12+,152,Masked,Masked,134,90,>95%,>95%,67%
115100,Stanmore Bay East,Waitemata,Maori,12+,205,190,185,162,81,93%,90%,50%
115100,Stanmore Bay East,Waitemata,Pacific Peoples,12+,41,38,37,32,22,93%,90%,69%
115200,Manly West,Waitemata,Maori,12+,159,151,148,132,63,95%,93%,48%
115200,Manly West,Waitemata,Pacific Peoples,12+,41,Masked,Masked,37,13,>95%,>95%,35%
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,12+,69,65,65,57,30,94%,94%,53%
115400,Tindalls-Matakatia,Waitemata,Maori,12+,86,Masked,Masked,85,49,>95%,>95%,58%
115500,Coatesville,Waitemata,Maori,12+,69,63,60,54,29,91%,87%,54%
115600,Dairy Flat South,Waitemata,Maori,12+,62,56,56,53,26,90%,90%,49%
115700,Gulf Harbour North,Waitemata,Maori,12+,114,Masked,Masked,97,66,>95%,>95%,68%
115700,Gulf Harbour North,Waitemata,Pacific Peoples,12+,45,Masked,Masked,41,19,>95%,>95%,46%
115800,Manly East,Waitemata,Maori,12+,199,174,171,159,92,87%,86%,58%
115800,Manly East,Waitemata,Maori,5-11,52,30,13,NA,NA,58%,25%,NA
115800,Manly East,Waitemata,Pacific Peoples,12+,68,55,55,50,23,81%,81%,46%
115900,Riverhead,Waitemata,Maori,12+,187,163,160,145,76,87%,86%,52%
115900,Riverhead,Waitemata,Maori,5-11,43,24,13,NA,NA,56%,30%,NA
115900,Riverhead,Waitemata,Pacific Peoples,12+,65,Masked,Masked,61,43,>95%,>95%,70%
116000,Army Bay,Waitemata,Maori,12+,67,Masked,Masked,68,37,>95%,>95%,54%
116000,Army Bay,Waitemata,Pacific Peoples,12+,44,Masked,Masked,37,25,>95%,>95%,68%
116100,Kumeu Rural East,Waitemata,Maori,12+,188,171,168,154,90,91%,89%,58%
116100,Kumeu Rural East,Waitemata,Pacific Peoples,12+,95,Masked,Masked,87,51,>95%,>95%,59%
116200,Gulf Harbour South,Waitemata,Maori,12+,65,59,57,51,32,91%,88%,63%
116200,Gulf Harbour South,Waitemata,Pacific Peoples,12+,45,40,39,37,25,89%,87%,68%
116400,Taupaki,Waitemata,Maori,12+,92,Masked,Masked,81,50,>95%,>95%,62%
116600,Paremoremo East,Waitemata,Maori,12+,117,Masked,Masked,106,59,>95%,>95%,56%
116700,Albany Heights,Waitemata,Maori,12+,107,97,95,86,48,91%,89%,56%
116700,Albany Heights,Waitemata,Pacific Peoples,12+,48,Masked,Masked,45,29,>95%,>95%,64%
116800,Awaruku,Waitemata,Maori,12+,121,Masked,Masked,110,64,>95%,>95%,58%
