DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Auckland,Asian,80-84,Female,796,762,943,844,808
Auckland,Asian,80-84,Male,684,646,819,835,789
Auckland,Asian,85-89,Female,389,352,441,882,798
Auckland,Asian,85-89,Male,378,365,420,900,869
Auckland,Asian,90+,Female,162,147,179,905,821
Auckland,Asian,90+,Male,104,97,126,825,770
Auckland,European or Other,12-15,Female,4609,4005,4934,934,812
Auckland,European or Other,12-15,Male,4748,4076,5110,929,798
Auckland,European or Other,12-15,Unknown/Other,6,6,5,1200,1200
Auckland,European or Other,16-19,Female,4627,4184,4912,942,852
Auckland,European or Other,16-19,Male,4502,4005,4777,942,838
Auckland,European or Other,16-19,Unknown/Other,10,7,12,833,583
Auckland,European or Other,20-24,Female,8096,7164,9005,899,796
Auckland,European or Other,20-24,Male,7359,6217,7930,928,784
Auckland,European or Other,20-24,Unknown/Other,36,32,29,1241,1103
Auckland,European or Other,25-29,Female,9932,9100,11855,838,768
Auckland,European or Other,25-29,Male,9938,8679,10769,923,806
Auckland,European or Other,25-29,Unknown/Other,50,45,23,2174,1957
Auckland,European or Other,30-34,Female,9099,8339,10714,849,778
Auckland,European or Other,30-34,Male,9920,8886,10361,957,858
Auckland,European or Other,30-34,Unknown/Other,45,40,22,2045,1818
Auckland,European or Other,35-39,Female,7411,6751,8521,870,792
Auckland,European or Other,35-39,Male,7930,7198,8574,925,840
Auckland,European or Other,35-39,Unknown/Other,17,16,15,1133,1067
Auckland,European or Other,40-44,Female,6983,6536,8032,869,814
Auckland,European or Other,40-44,Male,7261,6707,8027,905,836
Auckland,European or Other,45-49,Female,7869,7463,8961,878,833
Auckland,European or Other,45-49,Male,7918,7350,8951,885,821
Auckland,European or Other,50-54,Female,7923,7559,8362,948,904
Auckland,European or Other,50-54,Male,8374,7862,8858,945,888
Auckland,European or Other,50-54,Unknown/Other,10,9,5,2000,1800
Auckland,European or Other,55-59,Female,7358,7060,8093,909,872
Auckland,European or Other,55-59,Male,7878,7466,8644,911,864
Auckland,European or Other,60-64,Female,6647,6418,6988,951,918
Auckland,European or Other,60-64,Male,7069,6803,7440,950,914
Auckland,European or Other,65-69,Female,5630,5449,5985,941,910
Auckland,European or Other,65-69,Male,5795,5581,6084,952,917
Auckland,European or Other,70-74,Female,5103,4961,5399,945,919
Auckland,European or Other,70-74,Male,4933,4824,5182,952,931
Auckland,European or Other,75-79,Female,3762,3675,3829,983,960
Auckland,European or Other,75-79,Male,3354,3262,3442,974,948
Auckland,European or Other,80-84,Female,2846,2771,2825,1007,981
Auckland,European or Other,80-84,Male,2321,2281,2219,1046,1028
Auckland,European or Other,85-89,Female,1796,1757,1874,958,938
Auckland,European or Other,85-89,Male,1187,1157,1257,944,920
Auckland,European or Other,90+,Female,1589,1523,1629,975,935
Auckland,European or Other,90+,Male,789,761,782,1009,973
Auckland,Maori,12-15,Female,925,697,1131,818,616
Auckland,Maori,12-15,Male,974,726,1225,795,593
Auckland,Maori,16-19,Female,931,692,1162,801,596
Auckland,Maori,16-19,Male,891,647,1120,796,578
Auckland,Maori,20-24,Female,1398,1030,1762,793,585
Auckland,Maori,20-24,Male,1321,913,1662,795,549
Auckland,Maori,25-29,Female,1306,981,1774,736,553
Auckland,Maori,25-29,Male,1307,936,1611,811,581
Auckland,Maori,30-34,Female,1067,829,1398,763,593
Auckland,Maori,30-34,Male,1050,770,1265,830,609
Auckland,Maori,35-39,Female,885,697,1101,804,633
Auckland,Maori,35-39,Male,801,606,1003,799,604
Auckland,Maori,40-44,Female,816,666,1032,791,645
Auckland,Maori,40-44,Male,789,620,997,791,622
Auckland,Maori,45-49,Female,967,832,1169,827,712
Auckland,Maori,45-49,Male,900,747,1053,855,709
Auckland,Maori,50-54,Female,936,844,1055,887,800
Auckland,Maori,50-54,Male,823,712,911,903,782
Auckland,Maori,55-59,Female,872,798,988,883,808
Auckland,Maori,55-59,Male,834,747,915,911,816
Auckland,Maori,60-64,Female,710,651,744,954,875
Auckland,Maori,60-64,Male,619,581,607,1020,957
Auckland,Maori,65-69,Female,496,468,520,954,900
Auckland,Maori,65-69,Male,369,345,421,876,819
Auckland,Maori,70-74,Female,303,287,304,997,944
Auckland,Maori,70-74,Male,272,257,261,1042,985
Auckland,Maori,75-79,Female,147,139,158,930,880
Auckland,Maori,75-79,Male,138,133,138,1000,964
Auckland,Maori,80-84,Female,112,106,122,918,869
Auckland,Maori,80-84,Male,70,64,74,946,865
Auckland,Maori,85-89,Female,51,45,53,962,849
Auckland,Maori,85-89,Male,25,24,27,926,889
Auckland,Maori,90+,Female,23,22,22,1045,1000
Auckland,Pacific Peoples,12-15,Female,1649,1243,1958,842,635
Auckland,Pacific Peoples,12-15,Male,1660,1237,2031,817,609
Auckland,Pacific Peoples,16-19,Female,1662,1300,2005,829,648
Auckland,Pacific Peoples,16-19,Male,1573,1152,2065,762,558
Auckland,Pacific Peoples,20-24,Female,2215,1669,2760,803,605
Auckland,Pacific Peoples,20-24,Male,1958,1367,2498,784,547
Auckland,Pacific Peoples,25-29,Female,2062,1547,2713,760,570
Auckland,Pacific Peoples,25-29,Male,2062,1456,2582,799,564
Auckland,Pacific Peoples,30-34,Female,1753,1372,2120,827,647
Auckland,Pacific Peoples,30-34,Male,1706,1275,1958,871,651
Auckland,Pacific Peoples,35-39,Female,1496,1246,1819,822,685
Auckland,Pacific Peoples,35-39,Male,1468,1186,1791,820,662
Auckland,Pacific Peoples,40-44,Female,1508,1291,1764,855,732
Auckland,Pacific Peoples,40-44,Male,1466,1236,1630,899,758
Auckland,Pacific Peoples,45-49,Female,1494,1337,1728,865,774
Auckland,Pacific Peoples,45-49,Male,1480,1278,1671,886,765
Auckland,Pacific Peoples,50-54,Female,1579,1426,1810,872,788
Auckland,Pacific Peoples,50-54,Male,1541,1361,1678,918,811
Auckland,Pacific Peoples,55-59,Female,1475,1371,1566,942,875
Auckland,Pacific Peoples,55-59,Male,1341,1221,1431,937,853
Auckland,Pacific Peoples,60-64,Female,1170,1099,1274,918,863
Auckland,Pacific Peoples,60-64,Male,1109,1042,1187,934,878
Auckland,Pacific Peoples,65-69,Female,865,818,974,888,840
Auckland,Pacific Peoples,65-69,Male,854,807,915,933,882
Auckland,Pacific Peoples,70-74,Female,643,604,666,965,907
Auckland,Pacific Peoples,70-74,Male,509,490,559,911,877
Auckland,Pacific Peoples,75-79,Female,405,381,482,840,790
Auckland,Pacific Peoples,75-79,Male,295,276,336,878,821
Auckland,Pacific Peoples,80-84,Female,302,282,326,926,865
Auckland,Pacific Peoples,80-84,Male,160,154,185,865,832
Auckland,Pacific Peoples,85-89,Female,138,123,185,746,665
Auckland,Pacific Peoples,85-89,Male,72,67,79,911,848
Auckland,Pacific Peoples,90+,Female,65,59,81,802,728
Auckland,Pacific Peoples,90+,Male,21,17,24,875,708
Auckland,Unknown,12-15,Female,115,75,22,5227,3409
Auckland,Unknown,12-15,Male,128,89,13,9846,6846
Auckland,Unknown,16-19,Female,140,116,16,8750,7250
Auckland,Unknown,16-19,Male,122,86,10,12200,8600
Auckland,Unknown,20-24,Female,210,167,24,8750,6958
Auckland,Unknown,20-24,Male,244,188,28,8714,6714
Auckland,Unknown,25-29,Female,412,346,50,8240,6920
Auckland,Unknown,25-29,Male,427,355,46,9283,7717
Auckland,Unknown,30-34,Female,379,315,48,7896,6562
Auckland,Unknown,30-34,Male,547,458,58,9431,7897
Auckland,Unknown,35-39,Female,233,196,50,4660,3920
Auckland,Unknown,35-39,Male,460,389,98,4694,3969
Auckland,Unknown,40-44,Female,168,153,50,3360,3060
Auckland,Unknown,40-44,Male,340,304,81,4198,3753
Auckland,Unknown,45-49,Female,153,119,42,3643,2833
Auckland,Unknown,45-49,Male,266,232,103,2583,2252
Auckland,Unknown,50-54,Female,103,93,40,2575,2325
Auckland,Unknown,50-54,Male,234,192,91,2571,2110
Auckland,Unknown,55-59,Female,80,72,40,2000,1800
Auckland,Unknown,55-59,Male,211,175,87,2425,2011
Auckland,Unknown,60-64,Female,103,89,39,2641,2282
Auckland,Unknown,60-64,Male,150,121,82,1829,1476
Auckland,Unknown,65-69,Female,74,64,43,1721,1488
Auckland,Unknown,65-69,Male,100,95,77,1299,1234
Auckland,Unknown,70-74,Female,58,52,44,1318,1182
Auckland,Unknown,70-74,Male,57,52,47,1213,1106
Auckland,Unknown,75-79,Female,29,25,26,1115,962
Auckland,Unknown,75-79,Male,16,14,18,889,778
Auckland,Unknown,80-84,Female,10,10,22,455,455
Auckland,Unknown,80-84,Male,13,12,10,1300,1200
Auckland,Unknown,85-89,Female,8,7,12,667,583
Auckland,Unknown,90+,Male,6,0,5,1200,800
Bay of Plenty,Asian,12-15,Female,364,251,380,958,661
Bay of Plenty,Asian,12-15,Male,400,288,421,950,684
Bay of Plenty,Asian,16-19,Female,333,229,289,1152,792
Bay of Plenty,Asian,16-19,Male,365,259,305,1197,849
Bay of Plenty,Asian,20-24,Female,412,298,353,1167,844
Bay of Plenty,Asian,20-24,Male,955,628,546,1749,1150
Bay of Plenty,Asian,25-29,Female,958,760,948,1011,802
Bay of Plenty,Asian,25-29,Male,1575,1165,1083,1454,1076
Bay of Plenty,Asian,30-34,Female,1251,1027,1117,1120,919
Bay of Plenty,Asian,30-34,Male,1328,1078,1026,1294,1051
Bay of Plenty,Asian,35-39,Female,956,812,919,1040,884
Bay of Plenty,Asian,35-39,Male,925,779,739,1252,1054
Bay of Plenty,Asian,40-44,Female,728,627,678,1074,925
Bay of Plenty,Asian,40-44,Male,703,605,604,1164,1002
Bay of Plenty,Asian,45-49,Female,596,528,556,1072,950
Bay of Plenty,Asian,45-49,Male,538,487,407,1322,1197
Bay of Plenty,Asian,50-54,Female,397,375,399,995,940
Bay of Plenty,Asian,50-54,Male,366,336,318,1151,1057
Bay of Plenty,Asian,55-59,Female,345,325,328,1052,991
Bay of Plenty,Asian,55-59,Male,242,228,240,1008,950
Bay of Plenty,Asian,60-64,Female,290,269,313,927,859
Bay of Plenty,Asian,60-64,Male,176,164,206,854,796
Bay of Plenty,Asian,65-69,Female,231,220,249,928,884
Bay of Plenty,Asian,65-69,Male,194,180,192,1010,938
Bay of Plenty,Asian,70-74,Female,155,148,157,987,943
Bay of Plenty,Asian,70-74,Male,119,112,132,902,848
Bay of Plenty,Asian,75-79,Female,62,62,73,849,849
Bay of Plenty,Asian,75-79,Male,65,58,63,1032,921
Bay of Plenty,Asian,80-84,Female,41,39,45,911,867
Bay of Plenty,Asian,80-84,Male,35,36,42,833,857
Bay of Plenty,Asian,85-89,Female,10,9,9,1111,1000
Bay of Plenty,Asian,85-89,Male,13,13,14,929,929
Bay of Plenty,Asian,90+,Male,5,0,5,1000,800
Bay of Plenty,European or Other,12-15,Female,2817,1919,3739,753,513
Bay of Plenty,European or Other,12-15,Male,2930,1959,3990,734,491
Bay of Plenty,European or Other,16-19,Female,2636,1809,3257,809,555
Bay of Plenty,European or Other,16-19,Male,2699,1786,3453,782,517
Bay of Plenty,European or Other,20-24,Female,2682,1826,3592,747,508
Bay of Plenty,European or Other,20-24,Male,2739,1677,3718,737,451
Bay of Plenty,European or Other,25-29,Female,3253,2214,4548,715,487
Bay of Plenty,European or Other,25-29,Male,3017,1902,4018,751,473
Bay of Plenty,European or Other,25-29,Unknown/Other,6,0,8,750,375
Bay of Plenty,European or Other,30-34,Female,4089,2963,5173,790,573
Bay of Plenty,European or Other,30-34,Male,3582,2501,4364,821,573
Bay of Plenty,European or Other,35-39,Female,4128,3177,4998,826,636
Bay of Plenty,European or Other,35-39,Male,3656,2695,4396,832,613
Bay of Plenty,European or Other,40-44,Female,4032,3293,4905,822,671
Bay of Plenty,European or Other,40-44,Male,3651,2952,4551,802,649
Bay of Plenty,European or Other,45-49,Female,4722,4032,6005,786,671
Bay of Plenty,European or Other,45-49,Male,4428,3660,5473,809,669
Bay of Plenty,European or Other,50-54,Female,5418,4779,6249,867,765
Bay of Plenty,European or Other,50-54,Male,4862,4245,5645,861,752
Bay of Plenty,European or Other,55-59,Female,5645,5162,6542,863,789
Bay of Plenty,European or Other,55-59,Male,5311,4818,6142,865,784
Bay of Plenty,European or Other,60-64,Female,5939,5550,6497,914,854
Bay of Plenty,European or Other,60-64,Male,5415,5035,6024,899,836
Bay of Plenty,European or Other,65-69,Female,5921,5642,6364,930,887
Bay of Plenty,European or Other,65-69,Male,5482,5209,5918,926,880
Bay of Plenty,European or Other,70-74,Female,5790,5566,6119,946,910
Bay of Plenty,European or Other,70-74,Male,5426,5224,5809,934,899
Bay of Plenty,European or Other,75-79,Female,4475,4323,4782,936,904
Bay of Plenty,European or Other,75-79,Male,4074,3920,4228,964,927
Bay of Plenty,European or Other,80-84,Female,3298,3232,3210,1027,1007
Bay of Plenty,European or Other,80-84,Male,2914,2838,2866,1017,990
Bay of Plenty,European or Other,85-89,Female,1838,1760,1980,928,889
Bay of Plenty,European or Other,85-89,Male,1427,1405,1477,966,951
Bay of Plenty,European or Other,90+,Female,1222,1160,1302,939,891
Bay of Plenty,European or Other,90+,Male,749,722,724,1035,997
Bay of Plenty,Maori,12-15,Female,1298,713,2540,511,281
Bay of Plenty,Maori,12-15,Male,1340,763,2634,509,290
Bay of Plenty,Maori,16-19,Female,1213,701,2146,565,327
Bay of Plenty,Maori,16-19,Male,1152,672,2199,524,306
Bay of Plenty,Maori,20-24,Female,1195,637,2469,484,258
Bay of Plenty,Maori,20-24,Male,1182,590,2356,502,250
Bay of Plenty,Maori,25-29,Female,1193,682,2388,500,286
Bay of Plenty,Maori,25-29,Male,1084,552,2195,494,251
Bay of Plenty,Maori,30-34,Female,1161,684,2116,549,323
Bay of Plenty,Maori,30-34,Male,1010,614,1894,533,324
Bay of Plenty,Maori,35-39,Female,1191,804,1916,622,420
Bay of Plenty,Maori,35-39,Male,970,604,1674,579,361
Bay of Plenty,Maori,40-44,Female,1225,882,1834,668,481
Bay of Plenty,Maori,40-44,Male,1064,729,1639,649,445
Bay of Plenty,Maori,45-49,Female,1399,1103,1896,738,582
Bay of Plenty,Maori,45-49,Male,1124,828,1638,686,505
Bay of Plenty,Maori,50-54,Female,1382,1123,1746,792,643
Bay of Plenty,Maori,50-54,Male,1201,962,1564,768,615
Bay of Plenty,Maori,55-59,Female,1431,1231,1790,799,688
Bay of Plenty,Maori,55-59,Male,1180,1003,1525,774,658
Bay of Plenty,Maori,60-64,Female,1339,1173,1514,884,775
Bay of Plenty,Maori,60-64,Male,1097,980,1172,936,836
Bay of Plenty,Maori,65-69,Female,1027,957,1077,954,889
Bay of Plenty,Maori,65-69,Male,846,796,947,893,841
Bay of Plenty,Maori,70-74,Female,702,647,730,962,886
Bay of Plenty,Maori,70-74,Male,625,570,633,987,900
Bay of Plenty,Maori,75-79,Female,365,335,435,839,770
Bay of Plenty,Maori,75-79,Male,340,325,342,994,950
Bay of Plenty,Maori,80-84,Female,268,252,278,964,906
Bay of Plenty,Maori,80-84,Male,173,165,180,961,917
Bay of Plenty,Maori,85-89,Female,117,105,126,929,833
Bay of Plenty,Maori,85-89,Male,64,58,72,889,806
Bay of Plenty,Maori,90+,Female,41,38,50,820,760
Bay of Plenty,Maori,90+,Male,19,16,18,1056,889
Bay of Plenty,Pacific Peoples,12-15,Female,115,67,164,701,409
Bay of Plenty,Pacific Peoples,12-15,Male,118,73,202,584,361
Bay of Plenty,Pacific Peoples,16-19,Female,97,68,146,664,466
Bay of Plenty,Pacific Peoples,16-19,Male,140,87,156,897,558
Bay of Plenty,Pacific Peoples,20-24,Female,138,80,175,789,457
Bay of Plenty,Pacific Peoples,20-24,Male,271,198,197,1376,1005
Bay of Plenty,Pacific Peoples,25-29,Female,148,109,173,855,630
Bay of Plenty,Pacific Peoples,25-29,Male,423,344,211,2005,1630
Bay of Plenty,Pacific Peoples,30-34,Female,165,118,188,878,628
Bay of Plenty,Pacific Peoples,30-34,Male,367,283,214,1715,1322
Bay of Plenty,Pacific Peoples,35-39,Female,132,96,147,898,653
Bay of Plenty,Pacific Peoples,35-39,Male,369,309,211,1749,1464
Bay of Plenty,Pacific Peoples,40-44,Female,142,119,169,840,704
Bay of Plenty,Pacific Peoples,40-44,Male,284,249,186,1527,1339
Bay of Plenty,Pacific Peoples,45-49,Female,133,110,134,993,821
Bay of Plenty,Pacific Peoples,45-49,Male,186,164,130,1431,1262
Bay of Plenty,Pacific Peoples,50-54,Female,105,89,126,833,706
Bay of Plenty,Pacific Peoples,50-54,Male,157,134,136,1154,985
Bay of Plenty,Pacific Peoples,55-59,Female,104,87,102,1020,853
Bay of Plenty,Pacific Peoples,55-59,Male,78,70,80,975,875
Bay of Plenty,Pacific Peoples,60-64,Female,57,51,67,851,761
Bay of Plenty,Pacific Peoples,60-64,Male,76,67,79,962,848
Bay of Plenty,Pacific Peoples,65-69,Female,55,49,51,1078,961
Bay of Plenty,Pacific Peoples,65-69,Male,48,44,61,787,721
Bay of Plenty,Pacific Peoples,70-74,Female,43,40,52,827,769
Bay of Plenty,Pacific Peoples,70-74,Male,27,25,29,931,862
Bay of Plenty,Pacific Peoples,75-79,Female,34,31,35,971,886
Bay of Plenty,Pacific Peoples,75-79,Male,22,19,23,957,826
Bay of Plenty,Pacific Peoples,80-84,Female,12,12,12,1000,1000
Bay of Plenty,Pacific Peoples,80-84,Male,9,9,12,750,750
Bay of Plenty,Unknown,20-24,Male,27,18,6,4500,3000
Bay of Plenty,Unknown,25-29,Female,34,23,9,3778,2556
Bay of Plenty,Unknown,25-29,Male,63,49,13,4846,3769
Bay of Plenty,Unknown,30-34,Female,30,23,8,3750,2875
Bay of Plenty,Unknown,30-34,Male,49,36,12,4083,3000
Bay of Plenty,Unknown,35-39,Female,21,20,7,3000,2857
Bay of Plenty,Unknown,35-39,Male,48,42,9,5333,4667
Bay of Plenty,Unknown,40-44,Female,22,18,8,2750,2250
Bay of Plenty,Unknown,40-44,Male,55,41,18,3056,2278
Bay of Plenty,Unknown,45-49,Female,10,6,6,1667,1000
Bay of Plenty,Unknown,45-49,Male,34,26,21,1619,1238
Bay of Plenty,Unknown,50-54,Female,9,8,7,1286,1143
Bay of Plenty,Unknown,50-54,Male,40,33,19,2105,1737
Bay of Plenty,Unknown,55-59,Female,7,6,6,1167,1000
Bay of Plenty,Unknown,55-59,Male,44,34,19,2316,1789
Bay of Plenty,Unknown,60-64,Female,18,14,10,1800,1400
Bay of Plenty,Unknown,60-64,Male,23,21,15,1533,1400
Bay of Plenty,Unknown,65-69,Female,6,6,10,600,600
Bay of Plenty,Unknown,65-69,Male,16,16,9,1778,1778
Bay of Plenty,Unknown,70-74,Male,21,18,19,1105,947
Bay of Plenty,Unknown,75-79,Female,6,6,5,1200,1200
Bay of Plenty,Unknown,75-79,Male,9,8,9,1000,889
Canterbury,Asian,12-15,Female,1472,971,1488,989,653
Canterbury,Asian,12-15,Male,1547,992,1601,966,620
Canterbury,Asian,16-19,Female,1366,969,1264,1081,767
Canterbury,Asian,16-19,Male,1570,1049,1318,1191,796
Canterbury,Asian,20-24,Female,1940,1454,1773,1094,820
Canterbury,Asian,20-24,Male,2480,1708,1829,1356,934
Canterbury,Asian,20-24,Unknown/Other,45,39,7,6429,5571
Canterbury,Asian,25-29,Female,3289,2651,3186,1032,832
Canterbury,Asian,25-29,Male,3803,2885,3111,1222,927
Canterbury,Asian,25-29,Unknown/Other,75,69,8,9375,8625
Canterbury,Asian,30-34,Female,4289,3486,4229,1014,824
Canterbury,Asian,30-34,Male,4186,3411,3730,1122,914
Canterbury,Asian,30-34,Unknown/Other,35,32,6,5833,5333
Canterbury,Asian,35-39,Female,3963,3236,4047,979,800
Canterbury,Asian,35-39,Male,3929,3240,3696,1063,877
Canterbury,Asian,35-39,Unknown/Other,20,12,7,2857,1714
Canterbury,Asian,40-44,Female,2952,2497,2851,1035,876
Canterbury,Asian,40-44,Male,2984,2494,2646,1128,943
Canterbury,Asian,40-44,Unknown/Other,13,8,6,2167,1333
Canterbury,Asian,45-49,Female,2163,1818,2126,1017,855
Canterbury,Asian,45-49,Male,2052,1717,1857,1105,925
Canterbury,Asian,50-54,Female,1614,1427,1537,1050,928
Canterbury,Asian,50-54,Male,1458,1277,1309,1114,976
Canterbury,Asian,55-59,Female,1207,1099,1275,947,862
Canterbury,Asian,55-59,Male,952,864,972,979,889
Canterbury,Asian,60-64,Female,1144,1045,1294,884,808
Canterbury,Asian,60-64,Male,784,737,852,920,865
Canterbury,Asian,65-69,Female,941,868,996,945,871
Canterbury,Asian,65-69,Male,708,664,834,849,796
Canterbury,Asian,70-74,Female,521,479,516,1010,928
Canterbury,Asian,70-74,Male,488,463,476,1025,973
Canterbury,Asian,75-79,Female,239,204,287,833,711
Canterbury,Asian,75-79,Male,210,198,241,871,822
Canterbury,Asian,80-84,Female,176,158,184,957,859
Canterbury,Asian,80-84,Male,141,129,154,916,838
Canterbury,Asian,85-89,Female,74,71,79,937,899
Canterbury,Asian,85-89,Male,53,48,64,828,750
Canterbury,Asian,90+,Female,38,32,35,1086,914
Canterbury,Asian,90+,Male,26,23,28,929,821
Canterbury,European or Other,12-15,Female,8235,5478,9585,859,572
Canterbury,European or Other,12-15,Male,8782,5991,10084,871,594
Canterbury,European or Other,16-19,Female,8970,6427,9984,898,644
Canterbury,European or Other,16-19,Male,8921,6049,10205,874,593
Canterbury,European or Other,16-19,Unknown/Other,5,5,5,1000,1000
Canterbury,European or Other,20-24,Female,11622,8298,13154,884,631
Canterbury,European or Other,20-24,Male,11939,7521,13845,862,543
Canterbury,European or Other,20-24,Unknown/Other,8,0,12,667,333
Canterbury,European or Other,25-29,Female,11654,8325,14413,809,578
Canterbury,European or Other,25-29,Male,11406,7349,14024,813,524
Canterbury,European or Other,25-29,Unknown/Other,26,19,20,1300,950
Canterbury,European or Other,30-34,Female,12200,8931,14097,865,634
Canterbury,European or Other,30-34,Male,12102,8247,13919,869,592
Canterbury,European or Other,30-34,Unknown/Other,20,14,7,2857,2000
Canterbury,European or Other,35-39,Female,11214,8766,12782,877,686
Canterbury,European or Other,35-39,Male,10743,7892,12323,872,640
Canterbury,European or Other,35-39,Unknown/Other,10,7,5,2000,1400
Canterbury,European or Other,40-44,Female,11570,9593,12889,898,744
Canterbury,European or Other,40-44,Male,10642,8412,12314,864,683
Canterbury,European or Other,40-44,Unknown/Other,7,5,7,1000,714
Canterbury,European or Other,45-49,Female,13449,11605,15519,867,748
Canterbury,European or Other,45-49,Male,12429,10241,14433,861,710
Canterbury,European or Other,50-54,Female,14745,13143,15684,940,838
Canterbury,European or Other,50-54,Male,14092,12297,15302,921,804
Canterbury,European or Other,55-59,Female,14761,13482,15922,927,847
Canterbury,European or Other,55-59,Male,14215,12732,15603,911,816
Canterbury,European or Other,60-64,Female,13969,13140,14458,966,909
Canterbury,European or Other,60-64,Male,13656,12728,14215,961,895
Canterbury,European or Other,65-69,Female,12198,11678,12622,966,925
Canterbury,European or Other,65-69,Male,11697,11137,12116,965,919
Canterbury,European or Other,70-74,Female,11497,11132,11648,987,956
Canterbury,European or Other,70-74,Male,10641,10260,10748,990,955
Canterbury,European or Other,75-79,Female,8124,7932,8212,989,966
Canterbury,European or Other,75-79,Male,7259,7112,7310,993,973
Canterbury,European or Other,80-84,Female,6162,5979,5990,1029,998
Canterbury,European or Other,80-84,Male,4894,4750,4678,1046,1015
Canterbury,European or Other,85-89,Female,3711,3567,3860,961,924
Canterbury,European or Other,85-89,Male,2571,2511,2644,972,950
Canterbury,European or Other,90+,Female,2642,2532,2642,1000,958
Canterbury,European or Other,90+,Male,1374,1319,1332,1032,990
Canterbury,Maori,12-15,Female,1369,766,1851,740,414
Canterbury,Maori,12-15,Male,1459,879,1964,743,448
Canterbury,Maori,16-19,Female,1335,844,1739,768,485
Canterbury,Maori,16-19,Male,1286,773,1741,739,444
Canterbury,Maori,20-24,Female,1728,1081,2319,745,466
Canterbury,Maori,20-24,Male,1622,915,2273,714,403
Canterbury,Maori,25-29,Female,1416,890,2108,672,422
Canterbury,Maori,25-29,Male,1328,750,2139,621,351
Canterbury,Maori,30-34,Female,1356,882,1858,730,475
Canterbury,Maori,30-34,Male,1217,779,1768,688,441
Canterbury,Maori,35-39,Female,1062,723,1356,783,533
Canterbury,Maori,35-39,Male,989,624,1359,728,459
Canterbury,Maori,40-44,Female,1065,804,1371,777,586
Canterbury,Maori,40-44,Male,938,658,1270,739,518
Canterbury,Maori,45-49,Female,1173,949,1409,833,674
Canterbury,Maori,45-49,Male,995,735,1240,802,593
Canterbury,Maori,50-54,Female,1232,1028,1365,903,753
Canterbury,Maori,50-54,Male,1137,926,1311,867,706
Canterbury,Maori,55-59,Female,1045,933,1180,886,791
Canterbury,Maori,55-59,Male,873,767,1008,866,761
Canterbury,Maori,60-64,Female,831,760,848,980,896
Canterbury,Maori,60-64,Male,792,723,833,951,868
Canterbury,Maori,65-69,Female,569,526,577,986,912
Canterbury,Maori,65-69,Male,522,482,570,916,846
Canterbury,Maori,70-74,Female,414,397,401,1032,990
Canterbury,Maori,70-74,Male,395,377,350,1129,1077
Canterbury,Maori,75-79,Female,231,212,223,1036,951
Canterbury,Maori,75-79,Male,226,224,223,1013,1004
Canterbury,Maori,80-84,Female,119,113,114,1044,991
Canterbury,Maori,80-84,Male,93,89,83,1120,1072
Canterbury,Maori,85-89,Female,43,39,47,915,830
Canterbury,Maori,85-89,Male,31,31,37,838,838
Canterbury,Maori,90+,Female,28,27,23,1217,1174
Canterbury,Maori,90+,Male,12,12,11,1091,1091
Canterbury,Pacific Peoples,12-15,Female,484,327,613,790,533
