DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Auckland Metro,European or Other,60-64,Male,22917,15953,25572,896,624
Auckland Metro,European or Other,65-69,Female,19054,16518,21180,900,780
Auckland Metro,European or Other,65-69,Male,18766,16157,20963,895,771
Auckland Metro,European or Other,70-74,Female,18133,16348,19883,912,822
Auckland Metro,European or Other,70-74,Male,17374,15541,18843,922,825
Auckland Metro,European or Other,75-79,Female,14084,12775,15000,939,852
Auckland Metro,European or Other,75-79,Male,12631,11541,13444,940,858
Auckland Metro,European or Other,80-84,Female,10355,9469,10658,972,888
Auckland Metro,European or Other,80-84,Male,8502,7806,8631,985,904
Auckland Metro,European or Other,85-89,Female,6192,5621,6754,917,832
Auckland Metro,European or Other,85-89,Male,4412,4046,4780,923,846
Auckland Metro,European or Other,90+,Female,4647,4184,5173,898,809
Auckland Metro,European or Other,90+,Male,2436,2207,2555,953,864
Auckland Metro,Maori,12-15,Female,3174,224,6685,475,34
Auckland Metro,Maori,12-15,Male,3263,240,7027,464,34
Auckland Metro,Maori,16-19,Female,2858,825,6115,467,135
Auckland Metro,Maori,16-19,Male,2850,713,6254,456,114
Auckland Metro,Maori,20-24,Female,3524,1339,8264,426,162
Auckland Metro,Maori,20-24,Male,3317,946,7710,430,123
Auckland Metro,Maori,25-29,Female,3420,1331,8224,416,162
Auckland Metro,Maori,25-29,Male,3149,1017,7172,439,142
Auckland Metro,Maori,30-34,Female,3186,1246,6800,469,183
Auckland Metro,Maori,30-34,Male,2812,902,5793,485,156
Auckland Metro,Maori,35-39,Female,2869,1163,5276,544,220
Auckland Metro,Maori,35-39,Male,2300,801,4532,508,177
Auckland Metro,Maori,40-44,Female,3036,1640,4999,607,328
Auckland Metro,Maori,40-44,Male,2611,1175,4335,602,271
Auckland Metro,Maori,45-49,Female,3601,2089,5483,657,381
Auckland Metro,Maori,45-49,Male,3003,1515,4694,640,323
Auckland Metro,Maori,50-54,Female,3739,2358,5077,736,464
Auckland Metro,Maori,50-54,Male,3127,1726,4270,732,404
Auckland Metro,Maori,55-59,Female,3424,2491,4545,753,548
Auckland Metro,Maori,55-59,Male,2994,2084,3908,766,533
Auckland Metro,Maori,60-64,Female,2877,2288,3373,853,678
Auckland Metro,Maori,60-64,Male,2342,1786,2670,877,669
Auckland Metro,Maori,65-69,Female,1995,1698,2311,863,735
Auckland Metro,Maori,65-69,Male,1514,1255,1758,861,714
Auckland Metro,Maori,70-74,Female,1287,1133,1405,916,806
Auckland Metro,Maori,70-74,Male,1020,887,1084,941,818
Auckland Metro,Maori,75-79,Female,671,583,799,840,730
Auckland Metro,Maori,75-79,Male,558,489,583,957,839
Auckland Metro,Maori,80-84,Female,442,373,518,853,720
Auckland Metro,Maori,80-84,Male,281,252,320,878,788
Auckland Metro,Maori,85-89,Female,167,141,207,807,681
Auckland Metro,Maori,85-89,Male,93,80,96,969,833
Auckland Metro,Maori,90+,Female,76,68,78,974,872
Auckland Metro,Maori,90+,Male,18,16,18,1000,889
Auckland Metro,Pacific Peoples,12-15,Female,5151,427,9039,570,47
Auckland Metro,Pacific Peoples,12-15,Male,5193,439,9459,549,46
Auckland Metro,Pacific Peoples,12-15,Unknown/Other,6,0,6,1000,167
Auckland Metro,Pacific Peoples,16-19,Female,5385,1706,9136,589,187
Auckland Metro,Pacific Peoples,16-19,Male,4965,1499,9254,537,162
Auckland Metro,Pacific Peoples,20-24,Female,6527,2668,12129,538,220
Auckland Metro,Pacific Peoples,20-24,Male,5612,1867,11228,500,166
Auckland Metro,Pacific Peoples,20-24,Unknown/Other,41,8,14,2929,571
Auckland Metro,Pacific Peoples,25-29,Female,6062,2631,11606,522,227
Auckland Metro,Pacific Peoples,25-29,Male,5321,1926,10513,506,183
Auckland Metro,Pacific Peoples,25-29,Unknown/Other,18,0,5,3600,600
Auckland Metro,Pacific Peoples,30-34,Female,5659,2641,9498,596,278
Auckland Metro,Pacific Peoples,30-34,Male,5150,2046,8785,586,233
Auckland Metro,Pacific Peoples,35-39,Female,5466,2905,8206,666,354
Auckland Metro,Pacific Peoples,35-39,Male,5153,2347,7899,652,297
Auckland Metro,Pacific Peoples,35-39,Unknown/Other,11,0,7,1571,286
Auckland Metro,Pacific Peoples,40-44,Female,5646,3361,7725,731,435
Auckland Metro,Pacific Peoples,40-44,Male,5306,2746,7254,731,379
Auckland Metro,Pacific Peoples,40-44,Unknown/Other,13,6,5,2600,1200
Auckland Metro,Pacific Peoples,45-49,Female,5713,3663,7433,769,493
Auckland Metro,Pacific Peoples,45-49,Male,5161,2896,6951,742,417
Auckland Metro,Pacific Peoples,45-49,Unknown/Other,9,0,5,1800,600
Auckland Metro,Pacific Peoples,50-54,Female,5800,3975,7554,768,526
Auckland Metro,Pacific Peoples,50-54,Male,5466,3450,6822,801,506
Auckland Metro,Pacific Peoples,55-59,Female,5335,4094,6421,831,638
Auckland Metro,Pacific Peoples,55-59,Male,4905,3542,5865,836,604
Auckland Metro,Pacific Peoples,60-64,Female,4212,3425,5050,834,678
Auckland Metro,Pacific Peoples,60-64,Male,3887,3057,4488,866,681
Auckland Metro,Pacific Peoples,65-69,Female,3189,2716,3791,841,716
Auckland Metro,Pacific Peoples,65-69,Male,2952,2485,3460,853,718
Auckland Metro,Pacific Peoples,70-74,Female,2307,1967,2754,838,714
Auckland Metro,Pacific Peoples,70-74,Male,2006,1749,2391,839,731
Auckland Metro,Pacific Peoples,75-79,Female,1498,1258,1854,808,679
Auckland Metro,Pacific Peoples,75-79,Male,1146,990,1347,851,735
Auckland Metro,Pacific Peoples,80-84,Female,843,696,1075,784,647
Auckland Metro,Pacific Peoples,80-84,Male,546,468,727,751,644
Auckland Metro,Pacific Peoples,85-89,Female,368,300,566,650,530
Auckland Metro,Pacific Peoples,85-89,Male,206,165,269,766,613
Auckland Metro,Pacific Peoples,90+,Female,150,124,250,600,496
Auckland Metro,Pacific Peoples,90+,Male,53,44,84,631,524
Auckland Metro,Unknown,12-15,Female,132,10,61,2164,164
Auckland Metro,Unknown,12-15,Male,140,10,35,4000,286
Auckland Metro,Unknown,16-19,Female,186,46,48,3875,958
Auckland Metro,Unknown,16-19,Male,163,36,28,5821,1286
Auckland Metro,Unknown,20-24,Female,273,111,93,2935,1194
Auckland Metro,Unknown,20-24,Male,343,110,95,3611,1158
Auckland Metro,Unknown,25-29,Female,559,235,141,3965,1667
Auckland Metro,Unknown,25-29,Male,599,240,140,4279,1714
Auckland Metro,Unknown,25-29,Unknown/Other,200,103,6,33333,17167
Auckland Metro,Unknown,30-34,Female,528,261,139,3799,1878
Auckland Metro,Unknown,30-34,Male,803,327,197,4076,1660
Auckland Metro,Unknown,30-34,Unknown/Other,200,91,9,22222,10111
Auckland Metro,Unknown,35-39,Female,368,179,141,2610,1270
Auckland Metro,Unknown,35-39,Male,814,307,287,2836,1070
Auckland Metro,Unknown,35-39,Unknown/Other,136,64,6,22667,10667
Auckland Metro,Unknown,40-44,Female,294,123,160,1838,769
Auckland Metro,Unknown,40-44,Male,650,272,287,2265,948
Auckland Metro,Unknown,45-49,Female,241,124,113,2133,1097
Auckland Metro,Unknown,45-49,Male,586,257,330,1776,779
Auckland Metro,Unknown,50-54,Female,208,107,112,1857,955
Auckland Metro,Unknown,50-54,Male,561,250,350,1603,714
Auckland Metro,Unknown,55-59,Female,182,90,136,1338,662
Auckland Metro,Unknown,55-59,Male,544,295,378,1439,780
Auckland Metro,Unknown,60-64,Female,201,124,125,1608,992
Auckland Metro,Unknown,60-64,Male,436,279,329,1325,848
Auckland Metro,Unknown,65-69,Female,177,129,129,1372,1000
Auckland Metro,Unknown,65-69,Male,331,261,259,1278,1008
Auckland Metro,Unknown,70-74,Female,136,107,132,1030,811
Auckland Metro,Unknown,70-74,Male,215,173,196,1097,883
Auckland Metro,Unknown,75-79,Female,81,68,95,853,716
Auckland Metro,Unknown,75-79,Male,111,102,110,1009,927
Auckland Metro,Unknown,80-84,Female,59,54,69,855,783
Auckland Metro,Unknown,80-84,Male,59,48,51,1157,941
Auckland Metro,Unknown,85-89,Female,47,39,58,810,672
Auckland Metro,Unknown,85-89,Male,16,15,27,593,556
Auckland Metro,Unknown,90+,Female,22,21,23,957,913
Auckland Metro,Unknown,90+,Male,21,17,20,1050,850
Bay of Plenty,Asian,12-15,Female,219,6,380,576,16
Bay of Plenty,Asian,12-15,Male,252,6,421,599,14
Bay of Plenty,Asian,16-19,Female,201,25,289,696,87
Bay of Plenty,Asian,16-19,Male,226,28,305,741,92
Bay of Plenty,Asian,20-24,Female,287,102,353,813,289
Bay of Plenty,Asian,20-24,Male,535,113,546,980,207
Bay of Plenty,Asian,25-29,Female,707,307,948,746,324
Bay of Plenty,Asian,25-29,Male,1005,273,1083,928,252
Bay of Plenty,Asian,30-34,Female,967,426,1117,866,381
Bay of Plenty,Asian,30-34,Male,978,289,1026,953,282
Bay of Plenty,Asian,35-39,Female,753,273,919,819,297
Bay of Plenty,Asian,35-39,Male,717,217,739,970,294
Bay of Plenty,Asian,40-44,Female,590,207,678,870,305
Bay of Plenty,Asian,40-44,Male,558,169,604,924,280
Bay of Plenty,Asian,45-49,Female,504,205,556,906,369
Bay of Plenty,Asian,45-49,Male,433,156,407,1064,383
Bay of Plenty,Asian,50-54,Female,351,171,399,880,429
Bay of Plenty,Asian,50-54,Male,320,125,318,1006,393
Bay of Plenty,Asian,55-59,Female,320,183,328,976,558
Bay of Plenty,Asian,55-59,Male,220,114,240,917,475
Bay of Plenty,Asian,60-64,Female,267,177,313,853,565
Bay of Plenty,Asian,60-64,Male,159,112,206,772,544
Bay of Plenty,Asian,65-69,Female,214,177,249,859,711
Bay of Plenty,Asian,65-69,Male,179,141,192,932,734
Bay of Plenty,Asian,70-74,Female,144,117,157,917,745
Bay of Plenty,Asian,70-74,Male,110,90,132,833,682
Bay of Plenty,Asian,75-79,Female,60,45,73,822,616
Bay of Plenty,Asian,75-79,Male,61,43,63,968,683
Bay of Plenty,Asian,80-84,Female,36,19,45,800,422
Bay of Plenty,Asian,80-84,Male,32,27,42,762,643
Bay of Plenty,Asian,85-89,Female,8,5,9,889,556
Bay of Plenty,Asian,85-89,Male,12,6,14,857,429
Bay of Plenty,European or Other,12-15,Female,1841,38,3739,492,10
Bay of Plenty,European or Other,12-15,Male,1928,38,3990,483,10
Bay of Plenty,European or Other,16-19,Female,1713,245,3257,526,75
Bay of Plenty,European or Other,16-19,Male,1608,177,3453,466,51
Bay of Plenty,European or Other,20-24,Female,1710,542,3592,476,151
Bay of Plenty,European or Other,20-24,Male,1443,297,3718,388,80
Bay of Plenty,European or Other,25-29,Female,2093,719,4548,460,158
Bay of Plenty,European or Other,25-29,Male,1689,435,4018,420,108
Bay of Plenty,European or Other,30-34,Female,2841,797,5173,549,154
Bay of Plenty,European or Other,30-34,Male,2371,520,4364,543,119
Bay of Plenty,European or Other,35-39,Female,3057,860,4998,612,172
Bay of Plenty,European or Other,35-39,Male,2607,519,4396,593,118
Bay of Plenty,European or Other,40-44,Female,3247,1010,4905,662,206
Bay of Plenty,European or Other,40-44,Male,2863,640,4551,629,141
Bay of Plenty,European or Other,45-49,Female,3954,1355,6005,658,226
Bay of Plenty,European or Other,45-49,Male,3551,924,5473,649,169
Bay of Plenty,European or Other,50-54,Female,4732,2004,6249,757,321
Bay of Plenty,European or Other,50-54,Male,4139,1343,5645,733,238
Bay of Plenty,European or Other,55-59,Female,5112,3009,6542,781,460
Bay of Plenty,European or Other,55-59,Male,4714,2519,6142,768,410
Bay of Plenty,European or Other,60-64,Female,5497,3997,6497,846,615
Bay of Plenty,European or Other,60-64,Male,4966,3383,6024,824,562
Bay of Plenty,European or Other,65-69,Female,5619,4873,6364,883,766
Bay of Plenty,European or Other,65-69,Male,5124,4402,5918,866,744
Bay of Plenty,European or Other,70-74,Female,5536,4974,6119,905,813
Bay of Plenty,European or Other,70-74,Male,5190,4613,5809,893,794
Bay of Plenty,European or Other,75-79,Female,4294,3873,4782,898,810
Bay of Plenty,European or Other,75-79,Male,3903,3546,4228,923,839
Bay of Plenty,European or Other,80-84,Female,3176,2867,3210,989,893
Bay of Plenty,European or Other,80-84,Male,2807,2531,2866,979,883
Bay of Plenty,European or Other,85-89,Female,1750,1522,1980,884,769
Bay of Plenty,European or Other,85-89,Male,1375,1243,1477,931,842
Bay of Plenty,European or Other,90+,Female,1160,1029,1302,891,790
Bay of Plenty,European or Other,90+,Male,719,618,724,993,854
Bay of Plenty,Maori,12-15,Female,682,27,2540,269,11
Bay of Plenty,Maori,12-15,Male,754,31,2634,286,12
Bay of Plenty,Maori,16-19,Female,663,128,2146,309,60
Bay of Plenty,Maori,16-19,Male,597,108,2199,271,49
Bay of Plenty,Maori,20-24,Female,583,194,2469,236,79
Bay of Plenty,Maori,20-24,Male,537,147,2356,228,62
Bay of Plenty,Maori,25-29,Female,641,229,2388,268,96
Bay of Plenty,Maori,25-29,Male,524,147,2195,239,67
Bay of Plenty,Maori,30-34,Female,666,208,2116,315,98
Bay of Plenty,Maori,30-34,Male,575,147,1894,304,78
Bay of Plenty,Maori,35-39,Female,791,269,1916,413,140
Bay of Plenty,Maori,35-39,Male,593,150,1674,354,90
Bay of Plenty,Maori,40-44,Female,856,326,1834,467,178
Bay of Plenty,Maori,40-44,Male,703,213,1639,429,130
Bay of Plenty,Maori,45-49,Female,1057,456,1896,557,241
Bay of Plenty,Maori,45-49,Male,815,227,1638,498,139
Bay of Plenty,Maori,50-54,Female,1094,496,1746,627,284
Bay of Plenty,Maori,50-54,Male,934,403,1564,597,258
Bay of Plenty,Maori,55-59,Female,1197,732,1790,669,409
Bay of Plenty,Maori,55-59,Male,970,547,1525,636,359
Bay of Plenty,Maori,60-64,Female,1160,845,1514,766,558
Bay of Plenty,Maori,60-64,Male,953,670,1172,813,572
Bay of Plenty,Maori,65-69,Female,944,783,1077,877,727
Bay of Plenty,Maori,65-69,Male,766,642,947,809,678
Bay of Plenty,Maori,70-74,Female,650,559,730,890,766
Bay of Plenty,Maori,70-74,Male,568,481,633,897,760
Bay of Plenty,Maori,75-79,Female,330,285,435,759,655
Bay of Plenty,Maori,75-79,Male,313,283,342,915,827
Bay of Plenty,Maori,80-84,Female,251,212,278,903,763
Bay of Plenty,Maori,80-84,Male,161,145,180,894,806
Bay of Plenty,Maori,85-89,Female,104,80,126,825,635
Bay of Plenty,Maori,85-89,Male,59,51,72,819,708
Bay of Plenty,Maori,90+,Female,39,35,50,780,700
Bay of Plenty,Maori,90+,Male,17,14,18,944,778
Bay of Plenty,Pacific Peoples,12-15,Female,57,0,164,348,0
Bay of Plenty,Pacific Peoples,12-15,Male,69,0,202,342,10
Bay of Plenty,Pacific Peoples,16-19,Female,55,11,146,377,75
Bay of Plenty,Pacific Peoples,16-19,Male,78,12,156,500,77
Bay of Plenty,Pacific Peoples,20-24,Female,74,32,175,423,183
Bay of Plenty,Pacific Peoples,20-24,Male,185,104,197,939,528
Bay of Plenty,Pacific Peoples,25-29,Female,106,51,173,613,295
Bay of Plenty,Pacific Peoples,25-29,Male,333,211,211,1578,1000
Bay of Plenty,Pacific Peoples,30-34,Female,114,47,188,606,250
Bay of Plenty,Pacific Peoples,30-34,Male,278,179,214,1299,836
Bay of Plenty,Pacific Peoples,35-39,Female,94,42,147,639,286
Bay of Plenty,Pacific Peoples,35-39,Male,290,168,211,1374,796
Bay of Plenty,Pacific Peoples,40-44,Female,117,58,169,692,343
Bay of Plenty,Pacific Peoples,40-44,Male,228,124,186,1226,667
Bay of Plenty,Pacific Peoples,45-49,Female,107,40,134,799,299
Bay of Plenty,Pacific Peoples,45-49,Male,153,88,130,1177,677
Bay of Plenty,Pacific Peoples,50-54,Female,88,44,126,698,349
Bay of Plenty,Pacific Peoples,50-54,Male,119,59,136,875,434
Bay of Plenty,Pacific Peoples,55-59,Female,85,53,102,833,520
Bay of Plenty,Pacific Peoples,55-59,Male,65,35,80,812,438
Bay of Plenty,Pacific Peoples,60-64,Female,48,35,67,716,522
Bay of Plenty,Pacific Peoples,60-64,Male,66,47,79,835,595
Bay of Plenty,Pacific Peoples,65-69,Female,50,42,51,980,824
Bay of Plenty,Pacific Peoples,65-69,Male,43,31,61,705,508
Bay of Plenty,Pacific Peoples,70-74,Female,38,34,52,731,654
Bay of Plenty,Pacific Peoples,70-74,Male,25,22,29,862,759
Bay of Plenty,Pacific Peoples,75-79,Female,31,26,35,886,743
Bay of Plenty,Pacific Peoples,75-79,Male,18,14,23,783,609
Bay of Plenty,Pacific Peoples,80-84,Female,12,9,12,1000,750
Bay of Plenty,Pacific Peoples,80-84,Male,7,6,12,583,500
Bay of Plenty,Unknown,20-24,Male,20,0,6,3333,500
Bay of Plenty,Unknown,25-29,Female,31,6,9,3444,667
Bay of Plenty,Unknown,25-29,Male,49,15,13,3769,1154
Bay of Plenty,Unknown,30-34,Female,24,0,8,3000,500
Bay of Plenty,Unknown,30-34,Male,55,13,12,4583,1083
Bay of Plenty,Unknown,35-39,Female,17,0,7,2429,571
Bay of Plenty,Unknown,35-39,Male,42,14,9,4667,1556
Bay of Plenty,Unknown,40-44,Female,21,5,8,2625,625
Bay of Plenty,Unknown,40-44,Male,52,12,18,2889,667
Bay of Plenty,Unknown,45-49,Female,8,0,6,1333,667
Bay of Plenty,Unknown,45-49,Male,31,7,21,1476,333
Bay of Plenty,Unknown,50-54,Female,9,0,7,1286,571
Bay of Plenty,Unknown,50-54,Male,34,15,19,1789,789
Bay of Plenty,Unknown,55-59,Female,8,0,6,1333,667
Bay of Plenty,Unknown,55-59,Male,34,10,19,1789,526
Bay of Plenty,Unknown,60-64,Female,18,8,10,1800,800
Bay of Plenty,Unknown,60-64,Male,23,15,15,1533,1000
Bay of Plenty,Unknown,65-69,Female,5,0,10,500,300
Bay of Plenty,Unknown,65-69,Male,18,13,9,2000,1444
Bay of Plenty,Unknown,70-74,Male,17,10,19,895,526
Bay of Plenty,Unknown,75-79,Female,6,6,5,1200,1200
Bay of Plenty,Unknown,75-79,Male,11,6,9,1222,667
Canterbury,Asian,12-15,Female,868,47,1488,583,32
Canterbury,Asian,12-15,Male,888,64,1601,555,40
Canterbury,Asian,16-19,Female,872,181,1264,690,143
Canterbury,Asian,16-19,Male,921,152,1318,699,115
Canterbury,Asian,20-24,Female,1414,522,1773,798,294
Canterbury,Asian,20-24,Male,1603,467,1829,876,255
Canterbury,Asian,20-24,Unknown/Other,36,18,7,5143,2571
Canterbury,Asian,25-29,Female,2493,1108,3186,782,348
Canterbury,Asian,25-29,Male,2696,1017,3111,867,327
Canterbury,Asian,25-29,Unknown/Other,67,32,8,8375,4000
Canterbury,Asian,30-34,Female,3367,1591,4229,796,376
Canterbury,Asian,30-34,Male,3234,1221,3730,867,327
Canterbury,Asian,30-34,Unknown/Other,30,18,6,5000,3000
Canterbury,Asian,35-39,Female,3082,1241,4047,762,307
Canterbury,Asian,35-39,Male,3032,969,3696,820,262
Canterbury,Asian,35-39,Unknown/Other,15,0,7,2143,286
Canterbury,Asian,40-44,Female,2366,847,2851,830,297
Canterbury,Asian,40-44,Male,2315,647,2646,875,245
Canterbury,Asian,40-44,Unknown/Other,8,0,6,1333,167
Canterbury,Asian,45-49,Female,1727,687,2126,812,323
Canterbury,Asian,45-49,Male,1598,504,1857,861,271
Canterbury,Asian,50-54,Female,1364,591,1537,887,385
Canterbury,Asian,50-54,Male,1205,430,1309,921,328
Canterbury,Asian,55-59,Female,1036,499,1275,813,391
Canterbury,Asian,55-59,Male,809,355,972,832,365
Canterbury,Asian,60-64,Female,1011,591,1294,781,457
Canterbury,Asian,60-64,Male,715,420,852,839,493
Canterbury,Asian,65-69,Female,844,546,996,847,548
Canterbury,Asian,65-69,Male,645,431,834,773,517
Canterbury,Asian,70-74,Female,474,338,516,919,655
Canterbury,Asian,70-74,Male,457,340,476,960,714
Canterbury,Asian,75-79,Female,195,134,287,679,467
Canterbury,Asian,75-79,Male,190,138,241,788,573
Canterbury,Asian,80-84,Female,156,111,184,848,603
Canterbury,Asian,80-84,Male,127,89,154,825,578
Canterbury,Asian,85-89,Female,64,46,79,810,582
Canterbury,Asian,85-89,Male,45,30,64,703,469
Canterbury,Asian,90+,Female,31,24,35,886,686
Canterbury,Asian,90+,Male,22,14,28,786,500
Canterbury,European or Other,12-15,Female,5079,145,9585,530,15
Canterbury,European or Other,12-15,Male,5495,161,10084,545,16
Canterbury,European or Other,16-19,Female,5931,1135,9984,594,114
Canterbury,European or Other,16-19,Male,5496,879,10205,539,86
Canterbury,European or Other,20-24,Female,7592,2671,13154,577,203
Canterbury,European or Other,20-24,Male,6648,1594,13845,480,115
Canterbury,European or Other,20-24,Unknown/Other,5,0,12,417,167
Canterbury,European or Other,25-29,Female,7673,2980,14413,532,207
Canterbury,European or Other,25-29,Male,6658,1907,14024,475,136
Canterbury,European or Other,25-29,Unknown/Other,14,0,20,700,200
Canterbury,European or Other,30-34,Female,8259,2815,14097,586,200
Canterbury,European or Other,30-34,Male,7500,2077,13919,539,149
Canterbury,European or Other,30-34,Unknown/Other,15,6,7,2143,857
Canterbury,European or Other,35-39,Female,8227,2892,12782,644,226
Canterbury,European or Other,35-39,Male,7170,1977,12323,582,160
Canterbury,European or Other,35-39,Unknown/Other,7,0,5,1400,200
Canterbury,European or Other,40-44,Female,9216,3367,12889,715,261
Canterbury,European or Other,40-44,Male,7901,2286,12314,642,186
Canterbury,European or Other,40-44,Unknown/Other,6,0,7,857,143
Canterbury,European or Other,45-49,Female,11203,4662,15519,722,300
Canterbury,European or Other,45-49,Male,9692,3166,14433,672,219
Canterbury,European or Other,50-54,Female,12844,6007,15684,819,383
Canterbury,European or Other,50-54,Male,11863,4356,15302,775,285
Canterbury,European or Other,55-59,Female,13218,7364,15922,830,463
Canterbury,European or Other,55-59,Male,12274,5873,15603,787,376
Canterbury,European or Other,60-64,Female,12903,8343,14458,892,577
Canterbury,European or Other,60-64,Male,12320,7440,14215,867,523
Canterbury,European or Other,65-69,Female,11585,8133,12622,918,644
Canterbury,European or Other,65-69,Male,10980,7543,12116,906,623
Canterbury,European or Other,70-74,Female,11075,9201,11648,951,790
Canterbury,European or Other,70-74,Male,10176,8411,10748,947,783
Canterbury,European or Other,75-79,Female,7803,6571,8212,950,800
Canterbury,European or Other,75-79,Male,6989,5908,7310,956,808
Canterbury,European or Other,80-84,Female,5936,4923,5990,991,822
Canterbury,European or Other,80-84,Male,4718,3895,4678,1009,833
Canterbury,European or Other,85-89,Female,3557,2934,3860,922,760
