SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
101700,Kohukohu-Broadwood,Northland,Maori,12+,368,296,290,256,163,80%,79%,64%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,47,11,Masked,NA,NA,23%,<5%,NA
101800,Whakarara,Northland,Maori,12+,548,478,461,415,262,87%,84%,63%
101800,Whakarara,Northland,Maori,5-11,75,31,16,NA,NA,41%,21%,NA
101900,Kaeo,Northland,Maori,12+,456,367,343,303,181,80%,75%,60%
101900,Kaeo,Northland,Maori,5-11,106,35,14,NA,NA,33%,13%,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,645,468,438,388,218,73%,68%,56%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,123,13,Masked,NA,NA,11%,<5%,NA
102100,Hokianga South,Northland,Maori,12+,708,541,511,448,265,76%,72%,59%
102100,Hokianga South,Northland,Maori,5-11,113,26,6,NA,NA,23%,5%,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,252,211,202,165,88,84%,80%,53%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,54,18,Masked,NA,NA,33%,<5%,NA
102300,Okaihau,Northland,Maori,12+,307,266,253,223,110,87%,82%,49%
102300,Okaihau,Northland,Maori,5-11,56,12,Masked,NA,NA,21%,<5%,NA
102400,Rangitane-Purerua,Northland,Maori,12+,341,307,290,249,140,90%,85%,56%
102400,Rangitane-Purerua,Northland,Maori,5-11,62,11,Masked,NA,NA,18%,6%,NA
102500,Waipapa,Northland,Maori,12+,127,110,105,91,43,87%,83%,47%
102600,Puketotara,Northland,Maori,12+,233,203,198,168,94,87%,85%,56%
102600,Puketotara,Northland,Maori,5-11,51,22,Masked,NA,NA,43%,<5%,NA
102700,Waima Forest,Northland,Maori,12+,778,601,573,506,260,77%,74%,51%
102700,Waima Forest,Northland,Maori,5-11,126,18,Masked,NA,NA,14%,<5%,NA
102800,Riverview,Northland,Maori,12+,217,Masked,202,172,100,>95%,93%,58%
102800,Riverview,Northland,Maori,5-11,58,22,Masked,NA,NA,38%,7%,NA
102900,Waipoua Forest,Northland,Maori,12+,637,520,499,456,292,82%,78%,64%
102900,Waipoua Forest,Northland,Maori,5-11,89,17,Masked,NA,NA,19%,6%,NA
103000,Kerikeri Central,Northland,Maori,12+,453,407,391,333,160,90%,86%,48%
103000,Kerikeri Central,Northland,Maori,5-11,105,28,9,NA,NA,27%,9%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,56,Masked,Masked,100,28,>95%,>95%,28%
103100,Kerikeri South,Northland,Maori,12+,230,202,193,173,98,88%,84%,57%
103100,Kerikeri South,Northland,Maori,5-11,49,17,Masked,NA,NA,35%,8%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,406,347,331,300,174,85%,82%,58%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,70,13,Masked,NA,NA,19%,7%,NA
103300,Puketona-Waitangi,Northland,Maori,12+,272,239,237,219,131,88%,87%,60%
103300,Puketona-Waitangi,Northland,Maori,5-11,42,22,Masked,NA,NA,52%,7%,NA
103400,Ngapuhi,Northland,Maori,12+,933,765,727,632,324,82%,78%,51%
103400,Ngapuhi,Northland,Maori,5-11,176,29,6,NA,NA,16%,<5%,NA
103500,Kaikohe,Northland,Maori,12+,"2,736","2,206","2,087","1,794",896,81%,76%,50%
103500,Kaikohe,Northland,Maori,5-11,614,146,37,NA,NA,24%,6%,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,100,90,88,77,34,90%,88%,44%
103600,Pakaraka,Northland,Maori,12+,150,136,130,113,63,91%,87%,56%
103700,Haruru,Northland,Maori,12+,214,194,191,167,84,91%,89%,50%
103700,Haruru,Northland,Maori,5-11,65,28,Masked,NA,NA,43%,6%,NA
103800,Russell,Northland,Maori,12+,134,127,125,116,81,95%,93%,70%
103900,Paihia,Northland,Maori,12+,496,414,396,356,180,83%,80%,51%
103900,Paihia,Northland,Maori,5-11,82,19,6,NA,NA,23%,7%,NA
104000,Mataraua Forest,Northland,Maori,12+,322,256,238,203,114,80%,74%,56%
104000,Mataraua Forest,Northland,Maori,5-11,62,12,6,NA,NA,19%,10%,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,811,653,627,526,273,81%,77%,52%
104100,Matawaia-Taumarere,Northland,Maori,5-11,161,42,6,NA,NA,26%,<5%,NA
104200,Russell Peninsula,Northland,Maori,12+,76,61,61,57,41,80%,80%,72%
104300,Opua (Far North District),Northland,Maori,12+,175,133,127,112,62,76%,73%,55%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,394,339,325,292,184,86%,82%,63%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,63,11,Masked,NA,NA,17%,<5%,NA
104500,Moerewa,Northland,Maori,12+,"1,177","1,001",957,824,422,85%,81%,51%
104500,Moerewa,Northland,Maori,5-11,253,33,9,NA,NA,13%,<5%,NA
104600,Kawakawa,Northland,Maori,12+,804,716,675,586,298,89%,84%,51%
104600,Kawakawa,Northland,Maori,5-11,166,33,Masked,NA,NA,20%,<5%,NA
104700,Maromaku,Northland,Maori,12+,242,187,179,157,84,77%,74%,54%
104700,Maromaku,Northland,Maori,5-11,60,21,Masked,NA,NA,35%,5%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,598,547,521,441,235,91%,87%,53%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,127,28,Masked,NA,NA,22%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,655,572,556,484,268,87%,85%,55%
104900,Whangaruru,Northland,Maori,5-11,126,47,6,NA,NA,37%,<5%,NA
105100,Matarau,Northland,Maori,12+,360,319,311,270,149,89%,86%,55%
105100,Matarau,Northland,Maori,5-11,86,25,9,NA,NA,29%,10%,NA
105200,Hikurangi,Northland,Maori,12+,459,415,398,339,169,90%,87%,50%
105200,Hikurangi,Northland,Maori,5-11,140,44,14,NA,NA,31%,10%,NA
105300,Kauri,Northland,Maori,12+,235,205,202,181,109,87%,86%,60%
105300,Kauri,Northland,Maori,5-11,58,16,Masked,NA,NA,28%,9%,NA
105400,Maungatapere,Northland,Maori,12+,430,398,383,332,201,93%,89%,61%
105400,Maungatapere,Northland,Maori,5-11,100,36,13,NA,NA,36%,13%,NA
105500,Kamo West,Northland,Maori,12+,397,364,360,304,181,92%,91%,60%
105500,Kamo West,Northland,Maori,5-11,100,38,14,NA,NA,38%,14%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,216,200,192,165,99,93%,89%,60%
105700,Kiripaka,Northland,Maori,12+,177,153,148,133,70,86%,84%,53%
105800,Kamo East,Northland,Maori,12+,926,837,802,683,303,90%,87%,44%
105800,Kamo East,Northland,Maori,5-11,250,66,13,NA,NA,26%,5%,NA
105800,Kamo East,Northland,Pacific Peoples,12+,99,85,84,77,42,86%,85%,55%
105900,Granfield Reserve,Northland,Maori,12+,462,430,411,359,200,93%,89%,56%
105900,Granfield Reserve,Northland,Maori,5-11,86,29,7,NA,NA,34%,8%,NA
106000,Kamo Central,Northland,Maori,12+,427,394,382,327,175,92%,89%,54%
106000,Kamo Central,Northland,Maori,5-11,86,35,11,NA,NA,41%,13%,NA
106100,Whau Valley,Northland,Maori,12+,606,550,536,477,256,91%,88%,54%
106100,Whau Valley,Northland,Maori,5-11,127,45,11,NA,NA,35%,9%,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,40,Masked,Masked,36,24,>95%,>95%,67%
106200,Tikipunga North,Northland,Maori,12+,955,862,828,707,350,90%,87%,50%
106200,Tikipunga North,Northland,Maori,5-11,273,73,9,NA,NA,27%,<5%,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,81,72,70,62,34,89%,86%,55%
106300,Pukenui,Northland,Maori,12+,174,158,155,131,87,91%,89%,66%
106300,Pukenui,Northland,Maori,5-11,49,26,Masked,NA,NA,53%,10%,NA
106400,Otangarei,Northland,Maori,12+,"1,275","1,067",980,833,355,84%,77%,43%
106400,Otangarei,Northland,Maori,5-11,268,39,Masked,NA,NA,15%,<5%,NA
106400,Otangarei,Northland,Pacific Peoples,12+,53,40,38,36,18,75%,72%,50%
106500,Tikipunga South,Northland,Maori,12+,"1,167","1,075","1,031",882,453,92%,88%,51%
106500,Tikipunga South,Northland,Maori,5-11,294,104,20,NA,NA,35%,7%,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,83,Masked,Masked,71,33,>95%,>95%,46%
106600,Kensington (Whangarei District),Northland,Maori,12+,711,622,600,550,302,87%,84%,55%
106600,Kensington (Whangarei District),Northland,Maori,5-11,127,25,9,NA,NA,20%,7%,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,63,Masked,Masked,59,33,>95%,>95%,56%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,138,122,117,104,56,88%,85%,54%
106800,Mairtown,Northland,Maori,12+,527,465,452,400,249,88%,86%,62%
106800,Mairtown,Northland,Maori,5-11,96,29,6,NA,NA,30%,6%,NA
106800,Mairtown,Northland,Pacific Peoples,12+,57,44,44,41,24,77%,77%,59%
106900,Maunu-Horahora,Northland,Maori,12+,510,464,454,394,236,91%,89%,60%
106900,Maunu-Horahora,Northland,Maori,5-11,110,43,14,NA,NA,39%,13%,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,42,33,33,30,24,79%,79%,80%
107000,Woodhill-Vinetown,Northland,Maori,12+,716,607,580,515,285,85%,81%,55%
107000,Woodhill-Vinetown,Northland,Maori,5-11,117,33,10,NA,NA,28%,9%,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,82,Masked,Masked,70,41,>95%,>95%,59%
107100,Whangarei Central,Northland,Maori,12+,261,227,218,201,103,87%,84%,51%
107200,Riverside,Northland,Maori,12+,427,366,360,323,169,86%,84%,52%
107200,Riverside,Northland,Maori,5-11,78,30,Masked,NA,NA,38%,6%,NA
107200,Riverside,Northland,Pacific Peoples,12+,44,Masked,Masked,36,19,>95%,>95%,53%
107300,Raumanga,Northland,Maori,12+,"1,429","1,240","1,165",971,421,87%,82%,43%
107300,Raumanga,Northland,Maori,5-11,349,79,15,NA,NA,23%,<5%,NA
107300,Raumanga,Northland,Pacific Peoples,12+,96,91,85,71,35,95%,89%,49%
107400,Tarewa,Northland,Maori,12+,853,731,702,593,301,86%,82%,51%
107400,Tarewa,Northland,Maori,5-11,237,58,14,NA,NA,24%,6%,NA
107500,Morningside (Whangarei District),Northland,Maori,12+,762,683,652,574,289,90%,86%,50%
107500,Morningside (Whangarei District),Northland,Maori,5-11,134,46,18,NA,NA,34%,13%,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,50,47,46,42,24,94%,92%,57%
107600,Ngunguru,Northland,Maori,12+,156,134,133,122,73,86%,85%,60%
107700,Otaika-Portland,Northland,Maori,12+,298,246,233,205,123,83%,78%,60%
107700,Otaika-Portland,Northland,Maori,5-11,54,18,9,NA,NA,33%,17%,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,235,210,208,170,88,89%,89%,52%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,58,11,Masked,NA,NA,19%,9%,NA
108000,Pataua,Northland,Maori,12+,193,152,149,134,68,79%,77%,51%
108000,Pataua,Northland,Maori,5-11,42,9,Masked,NA,NA,21%,10%,NA
108100,Onerahi Park,Northland,Maori,12+,240,225,219,198,127,94%,91%,64%
108100,Onerahi Park,Northland,Maori,5-11,50,17,8,NA,NA,34%,16%,NA
108200,Sherwood Rise,Northland,Maori,12+,620,558,536,469,235,90%,86%,50%
108200,Sherwood Rise,Northland,Maori,5-11,156,40,13,NA,NA,26%,8%,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,40,Masked,Masked,37,17,>95%,>95%,46%
108300,Onerahi,Northland,Maori,12+,576,503,480,406,188,87%,83%,46%
108300,Onerahi,Northland,Maori,5-11,155,37,14,NA,NA,24%,9%,NA
108300,Onerahi,Northland,Pacific Peoples,12+,49,41,41,37,18,84%,84%,49%
108500,Parua Bay,Northland,Maori,12+,271,254,251,221,147,94%,93%,67%
108500,Parua Bay,Northland,Maori,5-11,59,26,6,NA,NA,44%,10%,NA
108600,Bream Bay,Northland,Maori,12+,347,296,282,248,142,85%,81%,57%
108600,Bream Bay,Northland,Maori,5-11,67,17,6,NA,NA,25%,9%,NA
108700,Marsden Bay,Northland,Maori,12+,303,Masked,286,245,147,>95%,94%,60%
108700,Marsden Bay,Northland,Maori,5-11,77,21,12,NA,NA,27%,16%,NA
108800,Ruakaka,Northland,Maori,12+,586,Masked,538,462,238,>95%,92%,52%
108800,Ruakaka,Northland,Maori,5-11,134,39,8,NA,NA,29%,6%,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,52,49,49,45,28,94%,94%,62%
108900,Bream Head,Northland,Maori,12+,87,80,80,75,55,92%,92%,73%
109000,Waipu,Northland,Maori,12+,300,246,242,219,131,82%,81%,60%
109000,Waipu,Northland,Maori,5-11,47,10,Masked,NA,NA,21%,11%,NA
109000,Waipu,Northland,Pacific Peoples,12+,41,36,36,31,14,88%,88%,45%
109100,Kaipara Coastal,Northland,Maori,12+,873,674,638,561,272,77%,73%,48%
109100,Kaipara Coastal,Northland,Maori,5-11,160,40,13,NA,NA,25%,8%,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,53,50,49,43,14,94%,92%,33%
109200,Maungaru,Northland,Maori,12+,255,223,215,190,94,87%,84%,49%
109200,Maungaru,Northland,Maori,5-11,58,18,Masked,NA,NA,31%,7%,NA
109300,Dargaville,Northland,Maori,12+,"1,345","1,108","1,039",916,409,82%,77%,45%
109300,Dargaville,Northland,Maori,5-11,273,45,18,NA,NA,16%,7%,NA
109300,Dargaville,Northland,Pacific Peoples,12+,201,Masked,187,168,68,>95%,93%,40%
109300,Dargaville,Northland,Pacific Peoples,5-11,42,13,Masked,NA,NA,31%,<5%,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,473,398,384,332,194,84%,81%,58%
109400,Ruawai-Matakohe,Northland,Maori,5-11,100,23,6,NA,NA,23%,6%,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,176,133,128,118,66,76%,73%,56%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,40,9,0,NA,NA,22%,<5%,NA
109600,Maungaturoto,Northland,Maori,12+,178,165,158,133,72,93%,89%,54%
109600,Maungaturoto,Northland,Maori,5-11,52,18,Masked,NA,NA,35%,8%,NA
109700,Kaiwaka,Northland,Maori,12+,413,324,311,261,138,78%,75%,53%
109700,Kaiwaka,Northland,Maori,5-11,92,23,Masked,NA,NA,25%,<5%,NA
109800,Mangawhai Rural,Northland,Maori,12+,181,144,141,126,66,80%,78%,52%
109800,Mangawhai Rural,Northland,Maori,5-11,51,11,6,NA,NA,22%,12%,NA
109900,Mangawhai Heads,Northland,Maori,12+,160,140,133,118,71,88%,83%,60%
109900,Mangawhai Heads,Northland,Maori,5-11,41,15,Masked,NA,NA,37%,10%,NA
110100,Mangawhai,Northland,Maori,12+,71,63,62,50,30,89%,87%,60%
110200,Okahukura Peninsula,Waitemata,Maori,12+,180,151,146,119,49,84%,81%,41%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,47,8,Masked,NA,NA,17%,9%,NA
110400,Cape Rodney,Waitemata,Maori,12+,376,340,337,298,161,90%,90%,54%
110400,Cape Rodney,Waitemata,Maori,5-11,80,28,16,NA,NA,35%,20%,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,50,41,38,35,17,82%,76%,49%
110500,Wellsford,Waitemata,Maori,12+,288,233,223,196,86,81%,77%,44%
110500,Wellsford,Waitemata,Maori,5-11,68,13,6,NA,NA,19%,9%,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,68,62,61,58,20,91%,90%,34%
110700,South Head,Waitemata,Maori,12+,361,320,313,279,140,89%,87%,50%
110700,South Head,Waitemata,Maori,5-11,78,21,Masked,NA,NA,27%,5%,NA
110700,South Head,Waitemata,Pacific Peoples,12+,52,Masked,47,42,25,>95%,90%,60%
110800,Kaipara Hills,Waitemata,Maori,12+,254,223,214,189,87,88%,84%,46%
110800,Kaipara Hills,Waitemata,Maori,5-11,51,16,Masked,NA,NA,31%,8%,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,78,66,63,55,26,85%,81%,47%
111100,Warkworth West,Waitemata,Maori,12+,144,130,128,108,53,90%,89%,49%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,81,Masked,Masked,81,52,>95%,>95%,64%
111200,Puhoi Valley,Waitemata,Maori,12+,193,175,171,146,67,91%,89%,46%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,63,Masked,Masked,64,37,>95%,>95%,58%
111300,Warkworth East,Waitemata,Maori,12+,193,173,169,147,72,90%,88%,49%
111300,Warkworth East,Waitemata,Pacific Peoples,12+,160,Masked,Masked,170,102,>95%,>95%,60%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,46,26,Masked,NA,NA,57%,9%,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,78,73,72,65,47,94%,92%,72%
111600,Te Kuru,Waitemata,Maori,12+,149,Masked,Masked,124,63,>95%,>95%,51%
111600,Te Kuru,Waitemata,Maori,5-11,43,18,Masked,NA,NA,42%,9%,NA
111700,Snells Beach,Waitemata,Maori,12+,236,223,222,184,110,94%,94%,60%
111700,Snells Beach,Waitemata,Maori,5-11,41,23,10,NA,NA,56%,24%,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,104,Masked,Masked,93,48,>95%,>95%,52%
111800,Barrier Islands,Auckland,Maori,12+,179,150,146,131,88,84%,82%,67%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,42,Masked,Masked,35,21,>95%,>95%,60%
112100,Wainui-Waiwera,Waitemata,Maori,12+,95,Masked,90,85,50,>95%,95%,59%
112200,Parakai,Waitemata,Maori,12+,189,173,167,135,60,92%,88%,44%
112300,Helensville Rural,Waitemata,Maori,12+,112,Masked,Masked,99,59,>95%,>95%,60%
112400,Helensville,Waitemata,Maori,12+,416,358,343,301,161,86%,82%,53%
112400,Helensville,Waitemata,Maori,5-11,95,35,9,NA,NA,37%,9%,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,103,Masked,Masked,101,61,>95%,>95%,60%
112500,Waitoki,Waitemata,Maori,12+,59,53,53,49,27,90%,90%,55%
112600,Waikoukou Valley,Waitemata,Maori,12+,86,Masked,Masked,69,37,>95%,>95%,54%
112700,Orewa North,Waitemata,Maori,12+,178,Masked,Masked,151,87,>95%,>95%,58%
112700,Orewa North,Waitemata,Pacific Peoples,12+,65,59,58,54,33,91%,89%,61%
112800,Hatfields Beach,Waitemata,Maori,12+,106,99,99,86,52,93%,93%,60%
112900,Orewa South,Waitemata,Maori,12+,127,Masked,120,110,65,>95%,94%,59%
112900,Orewa South,Waitemata,Pacific Peoples,12+,66,58,58,57,33,88%,88%,58%
113000,Orewa Central,Waitemata,Maori,12+,151,141,138,126,82,93%,91%,65%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,69,58,58,56,35,84%,84%,62%
113100,Millwater North,Waitemata,Maori,12+,76,Masked,Masked,57,41,>95%,>95%,72%
113200,Waipatukahu,Waitemata,Maori,12+,153,139,137,127,79,91%,90%,62%
113300,Millwater South,Waitemata,Maori,12+,130,119,116,91,54,92%,89%,59%
113300,Millwater South,Waitemata,Maori,5-11,41,20,Masked,NA,NA,49%,10%,NA
113400,Dairy Flat North,Waitemata,Maori,12+,149,133,128,116,47,89%,86%,41%
113500,Dairy Flat West,Waitemata,Maori,12+,51,43,43,37,22,84%,84%,59%
113600,Kingsway,Waitemata,Maori,12+,83,Masked,Masked,78,42,>95%,>95%,54%
113600,Kingsway,Waitemata,Pacific Peoples,12+,44,Masked,Masked,43,19,>95%,>95%,44%
113800,Silverdale Central (Auckland),Waitemata,Maori,12+,52,45,45,38,16,87%,87%,42%
113900,Red Beach West,Waitemata,Maori,12+,108,99,95,78,52,92%,88%,67%
114000,Red Beach East,Waitemata,Maori,12+,185,Masked,Masked,160,100,>95%,>95%,62%
114000,Red Beach East,Waitemata,Pacific Peoples,12+,50,Masked,Masked,46,29,>95%,>95%,63%
114100,Silverdale South (Auckland),Waitemata,Maori,12+,100,84,83,72,37,84%,83%,51%
114200,Waimauku,Waitemata,Maori,12+,78,Masked,Masked,67,42,>95%,>95%,63%
114400,Vipond,Waitemata,Maori,12+,173,Masked,Masked,134,81,>95%,>95%,60%
114400,Vipond,Waitemata,Maori,5-11,49,13,6,NA,NA,27%,12%,NA
114400,Vipond,Waitemata,Pacific Peoples,12+,40,Masked,Masked,33,23,>95%,>95%,70%
114500,Muriwai,Waitemata,Maori,12+,84,Masked,Masked,72,43,>95%,>95%,60%
114600,Stanmore Bay West,Waitemata,Maori,12+,184,173,168,152,80,94%,91%,53%
114600,Stanmore Bay West,Waitemata,Maori,5-11,44,26,9,NA,NA,59%,20%,NA
114700,Kumeu Rural West,Waitemata,Maori,12+,107,Masked,Masked,89,45,>95%,>95%,51%
114700,Kumeu Rural West,Waitemata,Pacific Peoples,12+,67,Masked,Masked,57,35,>95%,>95%,61%
114800,Okura Bush,Waitemata,Maori,12+,64,59,56,49,26,92%,88%,53%
114900,Whangaparoa Central,Waitemata,Maori,12+,247,225,221,194,87,91%,89%,45%
114900,Whangaparoa Central,Waitemata,Maori,5-11,57,28,11,NA,NA,49%,19%,NA
114900,Whangaparoa Central,Waitemata,Pacific Peoples,12+,48,44,44,40,22,92%,92%,55%
115000,Kumeu-Huapai,Waitemata,Maori,12+,240,Masked,Masked,217,126,>95%,>95%,58%
115000,Kumeu-Huapai,Waitemata,Maori,5-11,69,46,15,NA,NA,67%,22%,NA
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,12+,151,Masked,Masked,132,90,>95%,>95%,68%
115100,Stanmore Bay East,Waitemata,Maori,12+,204,187,182,156,79,92%,89%,51%
115100,Stanmore Bay East,Waitemata,Pacific Peoples,12+,41,38,37,32,22,93%,90%,69%
115200,Manly West,Waitemata,Maori,12+,156,Masked,146,126,64,>95%,94%,51%
115200,Manly West,Waitemata,Pacific Peoples,12+,43,Masked,Masked,38,14,>95%,>95%,37%
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,12+,70,66,66,56,30,94%,94%,54%
115400,Tindalls-Matakatia,Waitemata,Maori,12+,89,Masked,Masked,86,50,>95%,>95%,58%
115500,Coatesville,Waitemata,Maori,12+,70,64,61,55,30,91%,87%,55%
115600,Dairy Flat South,Waitemata,Maori,12+,60,54,54,47,25,90%,90%,53%
115700,Gulf Harbour North,Waitemata,Maori,12+,113,Masked,Masked,93,63,>95%,>95%,68%
115700,Gulf Harbour North,Waitemata,Pacific Peoples,12+,45,Masked,Masked,42,20,>95%,>95%,48%
115800,Manly East,Waitemata,Maori,12+,197,171,168,157,92,87%,85%,59%
115800,Manly East,Waitemata,Maori,5-11,51,30,13,NA,NA,59%,25%,NA
115800,Manly East,Waitemata,Pacific Peoples,12+,67,55,55,50,22,82%,82%,44%
115900,Riverhead,Waitemata,Maori,12+,187,163,160,143,76,87%,86%,53%
115900,Riverhead,Waitemata,Maori,5-11,43,24,13,NA,NA,56%,30%,NA
115900,Riverhead,Waitemata,Pacific Peoples,12+,67,Masked,Masked,61,43,>95%,>95%,70%
116000,Army Bay,Waitemata,Maori,12+,68,Masked,Masked,68,39,>95%,>95%,57%
116000,Army Bay,Waitemata,Pacific Peoples,12+,41,Masked,Masked,35,24,>95%,>95%,69%
116100,Kumeu Rural East,Waitemata,Maori,12+,187,170,167,145,87,91%,89%,60%
116100,Kumeu Rural East,Waitemata,Pacific Peoples,12+,92,Masked,Masked,82,47,>95%,>95%,57%
116200,Gulf Harbour South,Waitemata,Maori,12+,64,58,56,50,30,91%,88%,60%
116200,Gulf Harbour South,Waitemata,Pacific Peoples,12+,44,39,38,36,23,89%,86%,64%
116400,Taupaki,Waitemata,Maori,12+,91,Masked,Masked,78,46,>95%,>95%,59%
116600,Paremoremo East,Waitemata,Maori,12+,115,Masked,Masked,103,58,>95%,>95%,56%
116700,Albany Heights,Waitemata,Maori,12+,106,96,94,85,49,91%,89%,58%
