DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Population,At least partially vaccinated uptake per 1000 people,Fully vaccinated uptake per 1000 people
Auckland,European or Other,90+,Female,1750,1721,1629,1074,1056
Auckland,European or Other,90+,Male,872,859,782,1115,1098
Auckland,Maori,12-17,Female,1634,1553,1659,985,936
Auckland,Maori,12-17,Male,1632,1558,1747,934,892
Auckland,Maori,18-24,Female,2288,2224,2396,955,928
Auckland,Maori,18-24,Male,2119,2034,2260,938,900
Auckland,Maori,25-29,Female,1511,1469,1774,852,828
Auckland,Maori,25-29,Male,1604,1536,1611,996,953
Auckland,Maori,30-34,Female,1296,1264,1398,927,904
Auckland,Maori,30-34,Male,1268,1228,1265,1002,971
Auckland,Maori,35-39,Female,1000,972,1101,908,883
Auckland,Maori,35-39,Male,938,906,1003,935,903
Auckland,Maori,40-44,Female,905,881,1032,877,854
Auckland,Maori,40-44,Male,927,893,997,930,896
Auckland,Maori,45-49,Female,999,983,1169,855,841
Auckland,Maori,45-49,Male,988,960,1053,938,912
Auckland,Maori,5-11,Female,897,24,2068,434,12
Auckland,Maori,5-11,Male,991,30,2253,440,13
Auckland,Maori,50-54,Female,1007,993,1055,955,941
Auckland,Maori,50-54,Male,893,871,911,980,956
Auckland,Maori,55-59,Female,897,889,988,908,900
Auckland,Maori,55-59,Male,896,881,915,979,963
Auckland,Maori,60-64,Female,757,751,744,1017,1009
Auckland,Maori,60-64,Male,675,672,607,1112,1107
Auckland,Maori,65-69,Female,511,509,520,983,979
Auckland,Maori,65-69,Male,397,394,421,943,936
Auckland,Maori,70-74,Female,310,309,304,1020,1016
Auckland,Maori,70-74,Male,282,279,261,1080,1069
Auckland,Maori,75-79,Female,160,158,158,1013,1000
Auckland,Maori,75-79,Male,151,148,138,1094,1072
Auckland,Maori,80-84,Female,119,119,122,975,975
Auckland,Maori,80-84,Male,80,79,74,1081,1068
Auckland,Maori,85-89,Female,55,54,53,1038,1019
Auckland,Maori,85-89,Male,29,28,27,1074,1037
Auckland,Maori,90+,Female,30,29,22,1364,1318
Auckland,Pacific Peoples,12-17,Female,2729,2632,2957,923,890
Auckland,Pacific Peoples,12-17,Male,2763,2642,3058,904,864
Auckland,Pacific Peoples,18-24,Female,3518,3457,3766,934,918
Auckland,Pacific Peoples,18-24,Male,3329,3217,3536,941,910
Auckland,Pacific Peoples,18-24,Unknown/Other,18,18,6,3000,3000
Auckland,Pacific Peoples,25-29,Female,2430,2369,2713,896,873
Auckland,Pacific Peoples,25-29,Male,2402,2311,2582,930,895
Auckland,Pacific Peoples,30-34,Female,2023,1978,2120,954,933
Auckland,Pacific Peoples,30-34,Male,2013,1944,1958,1028,993
Auckland,Pacific Peoples,35-39,Female,1609,1574,1819,885,865
Auckland,Pacific Peoples,35-39,Male,1643,1596,1791,917,891
Auckland,Pacific Peoples,40-44,Female,1604,1580,1764,909,896
Auckland,Pacific Peoples,40-44,Male,1611,1571,1630,988,964
Auckland,Pacific Peoples,45-49,Female,1609,1595,1728,931,923
Auckland,Pacific Peoples,45-49,Male,1555,1528,1671,931,914
Auckland,Pacific Peoples,5-11,Female,1466,55,3532,415,16
Auckland,Pacific Peoples,5-11,Male,1635,51,3720,440,14
Auckland,Pacific Peoples,50-54,Female,1623,1609,1810,897,889
Auckland,Pacific Peoples,50-54,Male,1599,1580,1678,953,942
Auckland,Pacific Peoples,55-59,Female,1550,1538,1566,990,982
Auckland,Pacific Peoples,55-59,Male,1421,1404,1431,993,981
Auckland,Pacific Peoples,60-64,Female,1251,1244,1274,982,976
Auckland,Pacific Peoples,60-64,Male,1164,1158,1187,981,976
Auckland,Pacific Peoples,65-69,Female,925,915,974,950,939
Auckland,Pacific Peoples,65-69,Male,904,896,915,988,979
Auckland,Pacific Peoples,70-74,Female,682,678,666,1024,1018
Auckland,Pacific Peoples,70-74,Male,565,559,559,1011,1000
Auckland,Pacific Peoples,75-79,Female,455,452,482,944,938
Auckland,Pacific Peoples,75-79,Male,320,314,336,952,935
Auckland,Pacific Peoples,80-84,Female,319,310,326,979,951
Auckland,Pacific Peoples,80-84,Male,182,180,185,984,973
Auckland,Pacific Peoples,85-89,Female,162,157,185,876,849
Auckland,Pacific Peoples,85-89,Male,81,78,79,1025,987
Auckland,Pacific Peoples,90+,Female,81,77,81,1000,951
Auckland,Pacific Peoples,90+,Male,26,25,24,1083,1042
Auckland,Unknown,12-17,Female,250,238,29,8621,8207
Auckland,Unknown,12-17,Male,245,230,21,11667,10952
Auckland,Unknown,18-24,Female,452,443,33,13697,13424
Auckland,Unknown,18-24,Male,483,465,30,16100,15500
Auckland,Unknown,25-29,Female,794,772,50,15880,15440
Auckland,Unknown,25-29,Male,717,692,46,15587,15043
Auckland,Unknown,30-34,Female,782,764,48,16292,15917
Auckland,Unknown,30-34,Male,950,907,58,16379,15638
Auckland,Unknown,35-39,Female,485,471,50,9700,9420
Auckland,Unknown,35-39,Male,751,710,98,7663,7245
Auckland,Unknown,40-44,Female,317,312,50,6340,6240
Auckland,Unknown,40-44,Male,547,519,81,6753,6407
Auckland,Unknown,45-49,Female,252,247,42,6000,5881
Auckland,Unknown,45-49,Male,435,405,103,4223,3932
Auckland,Unknown,5-11,Female,217,11,14,15500,786
Auckland,Unknown,5-11,Male,175,8,21,8333,381
Auckland,Unknown,50-54,Female,189,184,40,4725,4600
Auckland,Unknown,50-54,Male,356,325,91,3912,3571
Auckland,Unknown,55-59,Female,199,192,40,4975,4800
Auckland,Unknown,55-59,Male,319,297,87,3667,3414
Auckland,Unknown,60-64,Female,184,179,39,4718,4590
Auckland,Unknown,60-64,Male,224,218,82,2732,2659
Auckland,Unknown,65-69,Female,121,118,43,2814,2744
Auckland,Unknown,65-69,Male,182,179,77,2364,2325
Auckland,Unknown,70-74,Female,69,68,44,1568,1545
Auckland,Unknown,70-74,Male,92,88,47,1957,1872
Auckland,Unknown,75-79,Female,39,35,26,1500,1346
Auckland,Unknown,75-79,Male,28,27,18,1556,1500
Auckland,Unknown,80-84,Female,19,18,22,864,818
Auckland,Unknown,80-84,Male,12,12,10,1200,1200
Auckland,Unknown,85-89,Female,9,8,12,750,667
Bay of Plenty,Asian,12-17,Female,612,592,545,1123,1086
Bay of Plenty,Asian,12-17,Male,701,677,601,1166,1126
Bay of Plenty,Asian,18-24,Female,612,609,477,1283,1277
Bay of Plenty,Asian,18-24,Male,1261,1243,671,1879,1852
Bay of Plenty,Asian,25-29,Female,1014,1005,948,1070,1060
Bay of Plenty,Asian,25-29,Male,1701,1678,1083,1571,1549
Bay of Plenty,Asian,30-34,Female,1379,1365,1117,1235,1222
Bay of Plenty,Asian,30-34,Male,1452,1428,1026,1415,1392
Bay of Plenty,Asian,35-39,Female,1042,1033,919,1134,1124
Bay of Plenty,Asian,35-39,Male,1006,991,739,1361,1341
Bay of Plenty,Asian,40-44,Female,774,766,678,1142,1130
Bay of Plenty,Asian,40-44,Male,741,735,604,1227,1217
Bay of Plenty,Asian,45-49,Female,656,650,556,1180,1169
Bay of Plenty,Asian,45-49,Male,574,568,407,1410,1396
Bay of Plenty,Asian,5-11,Female,491,0,860,571,3
Bay of Plenty,Asian,5-11,Male,564,6,1040,542,6
Bay of Plenty,Asian,50-54,Female,422,420,399,1058,1053
Bay of Plenty,Asian,50-54,Male,382,379,318,1201,1192
Bay of Plenty,Asian,55-59,Female,363,357,328,1107,1088
Bay of Plenty,Asian,55-59,Male,265,262,240,1104,1092
Bay of Plenty,Asian,60-64,Female,314,313,313,1003,1000
Bay of Plenty,Asian,60-64,Male,190,189,206,922,917
Bay of Plenty,Asian,65-69,Female,235,234,249,944,940
Bay of Plenty,Asian,65-69,Male,188,185,192,979,964
Bay of Plenty,Asian,70-74,Female,174,173,157,1108,1102
Bay of Plenty,Asian,70-74,Male,133,130,132,1008,985
Bay of Plenty,Asian,75-79,Female,72,72,73,986,986
Bay of Plenty,Asian,75-79,Male,72,72,63,1143,1143
Bay of Plenty,Asian,80-84,Female,48,47,45,1067,1044
Bay of Plenty,Asian,80-84,Male,40,39,42,952,929
Bay of Plenty,Asian,85-89,Female,13,13,9,1444,1444
Bay of Plenty,Asian,85-89,Male,14,14,14,1000,1000
Bay of Plenty,Asian,90+,Male,5,0,5,1000,800
Bay of Plenty,European or Other,12-17,Female,5008,4846,5558,901,872
Bay of Plenty,European or Other,12-17,Male,5339,5146,5808,919,886
Bay of Plenty,European or Other,18-24,Female,4671,4610,5030,929,917
Bay of Plenty,European or Other,18-24,Male,5055,4950,5353,944,925
Bay of Plenty,European or Other,25-29,Female,3930,3856,4548,864,848
Bay of Plenty,European or Other,25-29,Male,3773,3671,4018,939,914
Bay of Plenty,European or Other,25-29,Unknown/Other,11,11,8,1375,1375
Bay of Plenty,European or Other,30-34,Female,4839,4741,5173,935,916
Bay of Plenty,European or Other,30-34,Male,4336,4232,4364,994,970
Bay of Plenty,European or Other,35-39,Female,4632,4543,4998,927,909
Bay of Plenty,European or Other,35-39,Male,4178,4085,4396,950,929
Bay of Plenty,European or Other,40-44,Female,4371,4321,4905,891,881
Bay of Plenty,European or Other,40-44,Male,4074,3986,4551,895,876
Bay of Plenty,European or Other,45-49,Female,5040,4981,6005,839,829
Bay of Plenty,European or Other,45-49,Male,4790,4728,5473,875,864
Bay of Plenty,European or Other,5-11,Female,3071,34,6453,476,5
Bay of Plenty,European or Other,5-11,Male,3122,45,6627,471,7
Bay of Plenty,European or Other,50-54,Female,5676,5627,6249,908,900
Bay of Plenty,European or Other,50-54,Male,5203,5144,5645,922,911
Bay of Plenty,European or Other,55-59,Female,5871,5830,6542,897,891
Bay of Plenty,European or Other,55-59,Male,5544,5491,6142,903,894
Bay of Plenty,European or Other,60-64,Female,6141,6093,6497,945,938
Bay of Plenty,European or Other,60-64,Male,5666,5632,6024,941,935
Bay of Plenty,European or Other,65-69,Female,6054,6016,6364,951,945
Bay of Plenty,European or Other,65-69,Male,5593,5558,5918,945,939
Bay of Plenty,European or Other,70-74,Female,5856,5834,6119,957,953
Bay of Plenty,European or Other,70-74,Male,5508,5486,5809,948,944
Bay of Plenty,European or Other,75-79,Female,4705,4678,4782,984,978
Bay of Plenty,European or Other,75-79,Male,4306,4292,4228,1018,1015
Bay of Plenty,European or Other,80-84,Female,3600,3584,3210,1121,1117
Bay of Plenty,European or Other,80-84,Male,3108,3092,2866,1084,1079
Bay of Plenty,European or Other,85-89,Female,1967,1944,1980,993,982
Bay of Plenty,European or Other,85-89,Male,1577,1564,1477,1068,1059
Bay of Plenty,European or Other,90+,Female,1392,1374,1302,1069,1055
Bay of Plenty,European or Other,90+,Male,849,835,724,1173,1153
Bay of Plenty,Maori,12-17,Female,3114,2844,3622,860,785
Bay of Plenty,Maori,12-17,Male,3194,2921,3776,846,774
Bay of Plenty,Maori,18-24,Female,2884,2722,3533,816,770
Bay of Plenty,Maori,18-24,Male,2926,2690,3413,857,788
Bay of Plenty,Maori,25-29,Female,1914,1793,2388,802,751
Bay of Plenty,Maori,25-29,Male,1784,1639,2195,813,747
Bay of Plenty,Maori,30-34,Female,1729,1641,2116,817,776
Bay of Plenty,Maori,30-34,Male,1617,1498,1894,854,791
Bay of Plenty,Maori,35-39,Female,1602,1530,1916,836,799
Bay of Plenty,Maori,35-39,Male,1399,1307,1674,836,781
Bay of Plenty,Maori,40-44,Female,1622,1569,1834,884,856
Bay of Plenty,Maori,40-44,Male,1398,1331,1639,853,812
Bay of Plenty,Maori,45-49,Female,1625,1583,1896,857,835
Bay of Plenty,Maori,45-49,Male,1435,1380,1638,876,842
Bay of Plenty,Maori,5-11,Female,1087,24,4612,236,5
Bay of Plenty,Maori,5-11,Male,1202,23,5049,238,5
Bay of Plenty,Maori,50-54,Female,1609,1572,1746,922,900
Bay of Plenty,Maori,50-54,Male,1407,1357,1564,900,868
Bay of Plenty,Maori,55-59,Female,1604,1569,1790,896,877
Bay of Plenty,Maori,55-59,Male,1341,1310,1525,879,859
Bay of Plenty,Maori,60-64,Female,1432,1413,1514,946,933
Bay of Plenty,Maori,60-64,Male,1208,1186,1172,1031,1012
Bay of Plenty,Maori,65-69,Female,1142,1131,1077,1060,1050
Bay of Plenty,Maori,65-69,Male,909,897,947,960,947
Bay of Plenty,Maori,70-74,Female,754,748,730,1033,1025
Bay of Plenty,Maori,70-74,Male,692,683,633,1093,1079
Bay of Plenty,Maori,75-79,Female,435,429,435,1000,986
Bay of Plenty,Maori,75-79,Male,380,376,342,1111,1099
Bay of Plenty,Maori,80-84,Female,291,284,278,1047,1022
Bay of Plenty,Maori,80-84,Male,186,184,180,1033,1022
Bay of Plenty,Maori,85-89,Female,130,126,126,1032,1000
Bay of Plenty,Maori,85-89,Male,82,80,72,1139,1111
Bay of Plenty,Maori,90+,Female,57,54,50,1140,1080
Bay of Plenty,Maori,90+,Male,20,19,18,1111,1056
Bay of Plenty,Pacific Peoples,12-17,Female,229,216,231,991,935
Bay of Plenty,Pacific Peoples,12-17,Male,275,261,295,932,885
Bay of Plenty,Pacific Peoples,18-24,Female,260,255,254,1024,1004
Bay of Plenty,Pacific Peoples,18-24,Male,428,417,260,1646,1604
Bay of Plenty,Pacific Peoples,25-29,Female,201,196,173,1162,1133
Bay of Plenty,Pacific Peoples,25-29,Male,464,455,211,2199,2156
Bay of Plenty,Pacific Peoples,30-34,Female,196,190,188,1043,1011
Bay of Plenty,Pacific Peoples,30-34,Male,438,425,214,2047,1986
Bay of Plenty,Pacific Peoples,35-39,Female,154,150,147,1048,1020
Bay of Plenty,Pacific Peoples,35-39,Male,433,427,211,2052,2024
Bay of Plenty,Pacific Peoples,40-44,Female,161,157,169,953,929
Bay of Plenty,Pacific Peoples,40-44,Male,333,324,186,1790,1742
Bay of Plenty,Pacific Peoples,45-49,Female,144,143,134,1075,1067
Bay of Plenty,Pacific Peoples,45-49,Male,219,217,130,1685,1669
Bay of Plenty,Pacific Peoples,5-11,Female,142,0,364,390,5
Bay of Plenty,Pacific Peoples,5-11,Male,121,0,332,364,0
Bay of Plenty,Pacific Peoples,50-54,Female,122,120,126,968,952
Bay of Plenty,Pacific Peoples,50-54,Male,180,178,136,1324,1309
Bay of Plenty,Pacific Peoples,55-59,Female,114,114,102,1118,1118
Bay of Plenty,Pacific Peoples,55-59,Male,84,84,80,1050,1050
Bay of Plenty,Pacific Peoples,60-64,Female,71,69,67,1060,1030
Bay of Plenty,Pacific Peoples,60-64,Male,82,80,79,1038,1013
Bay of Plenty,Pacific Peoples,65-69,Female,51,51,51,1000,1000
Bay of Plenty,Pacific Peoples,65-69,Male,58,56,61,951,918
Bay of Plenty,Pacific Peoples,70-74,Female,49,48,52,942,923
Bay of Plenty,Pacific Peoples,70-74,Male,31,31,29,1069,1069
Bay of Plenty,Pacific Peoples,75-79,Female,38,38,35,1086,1086
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,23,957,957
Bay of Plenty,Pacific Peoples,80-84,Female,12,12,12,1000,1000
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,12,833,833
Bay of Plenty,Unknown,12-17,Female,13,12,5,2600,2400
Bay of Plenty,Unknown,18-24,Female,21,18,5,4200,3600
Bay of Plenty,Unknown,18-24,Male,28,28,8,3500,3500
Bay of Plenty,Unknown,25-29,Female,51,51,9,5667,5667
Bay of Plenty,Unknown,25-29,Male,77,75,13,5923,5769
Bay of Plenty,Unknown,30-34,Female,36,36,8,4500,4500
Bay of Plenty,Unknown,30-34,Male,67,64,12,5583,5333
Bay of Plenty,Unknown,35-39,Female,36,34,7,5143,4857
Bay of Plenty,Unknown,35-39,Male,61,61,9,6778,6778
Bay of Plenty,Unknown,40-44,Female,25,24,8,3125,3000
Bay of Plenty,Unknown,40-44,Male,61,60,18,3389,3333
Bay of Plenty,Unknown,45-49,Female,14,13,6,2333,2167
Bay of Plenty,Unknown,45-49,Male,48,48,21,2286,2286
Bay of Plenty,Unknown,50-54,Female,18,18,7,2571,2571
Bay of Plenty,Unknown,50-54,Male,36,36,19,1895,1895
Bay of Plenty,Unknown,55-59,Female,14,14,6,2333,2333
Bay of Plenty,Unknown,55-59,Male,61,60,19,3211,3158
Bay of Plenty,Unknown,60-64,Female,19,18,10,1900,1800
Bay of Plenty,Unknown,60-64,Male,32,31,15,2133,2067
Bay of Plenty,Unknown,65-69,Female,7,7,10,700,700
Bay of Plenty,Unknown,65-69,Male,19,19,9,2111,2111
Bay of Plenty,Unknown,70-74,Male,18,18,19,947,947
Bay of Plenty,Unknown,75-79,Female,8,8,5,1600,1600
Bay of Plenty,Unknown,75-79,Male,11,11,9,1222,1222
Canterbury,Asian,12-17,Female,2360,2310,2178,1084,1061
Canterbury,Asian,12-17,Male,2631,2575,2286,1151,1126
Canterbury,Asian,18-24,Female,2776,2765,2347,1183,1178
Canterbury,Asian,18-24,Male,3528,3501,2462,1433,1422
Canterbury,Asian,18-24,Unknown/Other,46,45,11,4182,4091
Canterbury,Asian,25-29,Female,3354,3335,3186,1053,1047
Canterbury,Asian,25-29,Male,4021,3996,3111,1293,1284
Canterbury,Asian,25-29,Unknown/Other,76,76,8,9500,9500
Canterbury,Asian,30-34,Female,4624,4588,4229,1093,1085
Canterbury,Asian,30-34,Male,4428,4405,3730,1187,1181
Canterbury,Asian,30-34,Unknown/Other,32,32,6,5333,5333
Canterbury,Asian,35-39,Female,4244,4217,4047,1049,1042
Canterbury,Asian,35-39,Male,4196,4176,3696,1135,1130
Canterbury,Asian,35-39,Unknown/Other,24,24,7,3429,3429
Canterbury,Asian,40-44,Female,3205,3196,2851,1124,1121
Canterbury,Asian,40-44,Male,3193,3179,2646,1207,1201
Canterbury,Asian,40-44,Unknown/Other,10,10,6,1667,1667
Canterbury,Asian,45-49,Female,2277,2268,2126,1071,1067
Canterbury,Asian,45-49,Male,2188,2174,1857,1178,1171
Canterbury,Asian,5-11,Female,2506,11,3601,696,3
Canterbury,Asian,5-11,Male,2434,22,3595,677,6
Canterbury,Asian,50-54,Female,1773,1762,1537,1154,1146
Canterbury,Asian,50-54,Male,1555,1550,1309,1188,1184
Canterbury,Asian,55-59,Female,1264,1253,1275,991,983
Canterbury,Asian,55-59,Male,999,995,972,1028,1024
Canterbury,Asian,60-64,Female,1197,1192,1294,925,921
Canterbury,Asian,60-64,Male,837,834,852,982,979
Canterbury,Asian,65-69,Female,1044,1034,996,1048,1038
Canterbury,Asian,65-69,Male,749,745,834,898,893
Canterbury,Asian,70-74,Female,556,550,516,1078,1066
Canterbury,Asian,70-74,Male,546,541,476,1147,1137
Canterbury,Asian,75-79,Female,261,259,287,909,902
Canterbury,Asian,75-79,Male,227,226,241,942,938
Canterbury,Asian,80-84,Female,184,182,184,1000,989
Canterbury,Asian,80-84,Male,147,146,154,955,948
Canterbury,Asian,85-89,Female,95,93,79,1203,1177
Canterbury,Asian,85-89,Male,67,65,64,1047,1016
Canterbury,Asian,90+,Female,44,44,35,1257,1257
Canterbury,Asian,90+,Male,26,26,28,929,929
Canterbury,European or Other,12-17,Female,13934,13635,14303,974,953
Canterbury,European or Other,12-17,Male,14626,14254,14863,984,959
Canterbury,European or Other,12-17,Unknown/Other,6,6,7,857,857
Canterbury,European or Other,18-24,Female,18155,18016,18420,986,978
Canterbury,European or Other,18-24,Male,19015,18802,19271,987,976
Canterbury,European or Other,18-24,Unknown/Other,16,16,13,1231,1231
Canterbury,European or Other,25-29,Female,12956,12826,14413,899,890
Canterbury,European or Other,25-29,Male,13215,12991,14024,942,926
Canterbury,European or Other,25-29,Unknown/Other,25,24,20,1250,1200
Canterbury,European or Other,30-34,Female,13695,13531,14097,971,960
Canterbury,European or Other,30-34,Male,13867,13620,13919,996,979
Canterbury,European or Other,30-34,Unknown/Other,26,26,7,3714,3714
Canterbury,European or Other,35-39,Female,12114,12011,12782,948,940
Canterbury,European or Other,35-39,Male,12134,11944,12323,985,969
Canterbury,European or Other,35-39,Unknown/Other,8,8,5,1600,1600
Canterbury,European or Other,40-44,Female,12145,12037,12889,942,934
Canterbury,European or Other,40-44,Male,11448,11297,12314,930,917
Canterbury,European or Other,40-44,Unknown/Other,8,8,7,1143,1143
Canterbury,European or Other,45-49,Female,13873,13760,15519,894,887
Canterbury,European or Other,45-49,Male,13039,12912,14433,903,895
Canterbury,European or Other,5-11,Female,9298,79,15936,583,5
Canterbury,European or Other,5-11,Male,9714,72,16684,582,4
Canterbury,European or Other,50-54,Female,15328,15235,15684,977,971
Canterbury,European or Other,50-54,Male,14901,14778,15302,974,966
Canterbury,European or Other,55-59,Female,15141,15057,15922,951,946
Canterbury,European or Other,55-59,Male,14671,14565,15603,940,933
Canterbury,European or Other,60-64,Female,14525,14456,14458,1005,1000
Canterbury,European or Other,60-64,Male,14298,14219,14215,1006,1000
Canterbury,European or Other,65-69,Female,12587,12539,12622,997,993
Canterbury,European or Other,65-69,Male,12094,12035,12116,998,993
Canterbury,European or Other,70-74,Female,11679,11638,11648,1003,999
Canterbury,European or Other,70-74,Male,10847,10795,10748,1009,1004
Canterbury,European or Other,75-79,Female,8659,8624,8212,1054,1050
Canterbury,European or Other,75-79,Male,7747,7715,7310,1060,1055
Canterbury,European or Other,80-84,Female,6533,6495,5990,1091,1084
Canterbury,European or Other,80-84,Male,5275,5225,4678,1128,1117
Canterbury,European or Other,85-89,Female,3942,3893,3860,1021,1009
Canterbury,European or Other,85-89,Male,2777,2742,2644,1050,1037
Canterbury,European or Other,90+,Female,2977,2907,2642,1127,1100
Canterbury,European or Other,90+,Male,1572,1541,1332,1180,1157
Canterbury,Maori,12-17,Female,2665,2537,2695,989,941
Canterbury,Maori,12-17,Male,2763,2648,2831,976,935
Canterbury,Maori,18-24,Female,3012,2929,3214,937,911
Canterbury,Maori,18-24,Male,2961,2847,3147,941,905
Canterbury,Maori,25-29,Female,1864,1806,2108,884,857
Canterbury,Maori,25-29,Male,1869,1789,2139,874,836
Canterbury,Maori,30-34,Female,1744,1678,1858,939,903
Canterbury,Maori,30-34,Male,1690,1618,1768,956,915
Canterbury,Maori,35-39,Female,1287,1254,1356,949,925
Canterbury,Maori,35-39,Male,1285,1235,1359,946,909
Canterbury,Maori,40-44,Female,1266,1234,1371,923,900
Canterbury,Maori,40-44,Male,1169,1142,1270,920,899
Canterbury,Maori,45-49,Female,1279,1255,1409,908,891
Canterbury,Maori,45-49,Male,1159,1122,1240,935,905
Canterbury,Maori,5-11,Female,1469,18,3611,407,5
Canterbury,Maori,5-11,Male,1565,22,3891,402,6
Canterbury,Maori,50-54,Female,1327,1313,1365,972,962
Canterbury,Maori,50-54,Male,1277,1256,1311,974,958
Canterbury,Maori,55-59,Female,1110,1106,1180,941,937
Canterbury,Maori,55-59,Male,983,962,1008,975,954
Canterbury,Maori,60-64,Female,912,908,848,1075,1071
Canterbury,Maori,60-64,Male,844,832,833,1013,999
Canterbury,Maori,65-69,Female,594,592,577,1029,1026
