DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Population,At least partially vaccinated uptake per 1000 people,Fully vaccinated uptake per 1000 people
Auckland,Pacific Peoples,55-59,Female,1510,1486,1566,964,949
Auckland,Pacific Peoples,55-59,Male,1389,1354,1431,971,946
Auckland,Pacific Peoples,60-64,Female,1199,1182,1274,941,928
Auckland,Pacific Peoples,60-64,Male,1133,1123,1187,955,946
Auckland,Pacific Peoples,65-69,Female,880,863,974,903,886
Auckland,Pacific Peoples,65-69,Male,858,845,915,938,923
Auckland,Pacific Peoples,70-74,Female,661,652,666,992,979
Auckland,Pacific Peoples,70-74,Male,535,525,559,957,939
Auckland,Pacific Peoples,75-79,Female,417,409,482,865,849
Auckland,Pacific Peoples,75-79,Male,303,298,336,902,887
Auckland,Pacific Peoples,80-84,Female,313,303,326,960,929
Auckland,Pacific Peoples,80-84,Male,168,164,185,908,886
Auckland,Pacific Peoples,85-89,Female,146,139,185,789,751
Auckland,Pacific Peoples,85-89,Male,72,69,79,911,873
Auckland,Pacific Peoples,90+,Female,73,67,81,901,827
Auckland,Pacific Peoples,90+,Male,22,21,24,917,875
Auckland,Unknown,12-15,Female,149,131,22,6773,5955
Auckland,Unknown,12-15,Male,146,129,13,11231,9923
Auckland,Unknown,16-19,Female,149,142,16,9312,8875
Auckland,Unknown,16-19,Male,153,127,10,15300,12700
Auckland,Unknown,20-24,Female,307,288,24,12792,12000
Auckland,Unknown,20-24,Male,333,309,28,11893,11036
Auckland,Unknown,25-29,Female,599,569,50,11980,11380
Auckland,Unknown,25-29,Male,594,544,46,12913,11826
Auckland,Unknown,30-34,Female,523,494,48,10896,10292
Auckland,Unknown,30-34,Male,700,660,58,12069,11379
Auckland,Unknown,35-39,Female,322,300,50,6440,6000
Auckland,Unknown,35-39,Male,564,524,98,5755,5347
Auckland,Unknown,40-44,Female,230,216,50,4600,4320
Auckland,Unknown,40-44,Male,405,387,81,5000,4778
Auckland,Unknown,45-49,Female,188,178,42,4476,4238
Auckland,Unknown,45-49,Male,322,297,103,3126,2883
Auckland,Unknown,50-54,Female,140,126,40,3500,3150
Auckland,Unknown,50-54,Male,269,243,91,2956,2670
Auckland,Unknown,55-59,Female,125,117,40,3125,2925
Auckland,Unknown,55-59,Male,242,223,87,2782,2563
Auckland,Unknown,60-64,Female,128,120,39,3282,3077
Auckland,Unknown,60-64,Male,199,186,82,2427,2268
Auckland,Unknown,65-69,Female,85,81,43,1977,1884
Auckland,Unknown,65-69,Male,122,114,77,1584,1481
Auckland,Unknown,70-74,Female,63,59,44,1432,1341
Auckland,Unknown,70-74,Male,70,65,47,1489,1383
Auckland,Unknown,75-79,Female,28,25,26,1077,962
Auckland,Unknown,75-79,Male,16,15,18,889,833
Auckland,Unknown,80-84,Female,13,12,22,591,545
Auckland,Unknown,80-84,Male,15,14,10,1500,1400
Auckland,Unknown,85-89,Female,9,8,12,750,667
Auckland,Unknown,90+,Male,5,5,5,1000,1000
Bay of Plenty,Asian,12-15,Female,420,383,380,1105,1008
Bay of Plenty,Asian,12-15,Male,472,420,421,1121,998
Bay of Plenty,Asian,16-19,Female,352,339,289,1218,1173
Bay of Plenty,Asian,16-19,Male,405,386,305,1328,1266
Bay of Plenty,Asian,20-24,Female,450,441,353,1275,1249
Bay of Plenty,Asian,20-24,Male,1074,1023,546,1967,1874
Bay of Plenty,Asian,25-29,Female,1022,996,948,1078,1051
Bay of Plenty,Asian,25-29,Male,1697,1631,1083,1567,1506
Bay of Plenty,Asian,30-34,Female,1327,1281,1117,1188,1147
Bay of Plenty,Asian,30-34,Male,1409,1354,1026,1373,1320
Bay of Plenty,Asian,35-39,Female,1008,975,919,1097,1061
Bay of Plenty,Asian,35-39,Male,977,940,739,1322,1272
Bay of Plenty,Asian,40-44,Female,769,742,678,1134,1094
Bay of Plenty,Asian,40-44,Male,720,706,604,1192,1169
Bay of Plenty,Asian,45-49,Female,616,605,556,1108,1088
Bay of Plenty,Asian,45-49,Male,555,545,407,1364,1339
Bay of Plenty,Asian,50-54,Female,416,412,399,1043,1033
Bay of Plenty,Asian,50-54,Male,365,361,318,1148,1135
Bay of Plenty,Asian,55-59,Female,357,346,328,1088,1055
Bay of Plenty,Asian,55-59,Male,247,244,240,1029,1017
Bay of Plenty,Asian,60-64,Female,301,297,313,962,949
Bay of Plenty,Asian,60-64,Male,180,175,206,874,850
Bay of Plenty,Asian,65-69,Female,239,234,249,960,940
Bay of Plenty,Asian,65-69,Male,199,193,192,1036,1005
Bay of Plenty,Asian,70-74,Female,158,156,157,1006,994
Bay of Plenty,Asian,70-74,Male,123,121,132,932,917
Bay of Plenty,Asian,75-79,Female,65,61,73,890,836
Bay of Plenty,Asian,75-79,Male,66,65,63,1048,1032
Bay of Plenty,Asian,80-84,Female,43,43,45,956,956
Bay of Plenty,Asian,80-84,Male,34,34,42,810,810
Bay of Plenty,Asian,85-89,Female,11,11,9,1222,1222
Bay of Plenty,Asian,85-89,Male,13,13,14,929,929
Bay of Plenty,Asian,90+,Male,5,0,5,1000,800
Bay of Plenty,European or Other,12-15,Female,3368,3044,3739,901,814
Bay of Plenty,European or Other,12-15,Male,3563,3198,3990,893,802
Bay of Plenty,European or Other,16-19,Female,3014,2837,3257,925,871
Bay of Plenty,European or Other,16-19,Male,3235,2954,3453,937,855
Bay of Plenty,European or Other,20-24,Female,3157,2966,3592,879,826
Bay of Plenty,European or Other,20-24,Male,3343,3094,3718,899,832
Bay of Plenty,European or Other,25-29,Female,3849,3629,4548,846,798
Bay of Plenty,European or Other,25-29,Male,3649,3354,4018,908,835
Bay of Plenty,European or Other,25-29,Unknown/Other,10,10,8,1250,1250
Bay of Plenty,European or Other,30-34,Female,4664,4411,5173,902,853
Bay of Plenty,European or Other,30-34,Male,4187,3870,4364,959,887
Bay of Plenty,European or Other,35-39,Female,4554,4316,4998,911,864
Bay of Plenty,European or Other,35-39,Male,4106,3862,4396,934,879
Bay of Plenty,European or Other,40-44,Female,4343,4165,4905,885,849
Bay of Plenty,European or Other,40-44,Male,4024,3818,4551,884,839
Bay of Plenty,European or Other,45-49,Female,5024,4849,6005,837,807
Bay of Plenty,European or Other,45-49,Male,4760,4575,5473,870,836
Bay of Plenty,European or Other,50-54,Female,5687,5554,6249,910,889
Bay of Plenty,European or Other,50-54,Male,5167,5005,5645,915,887
Bay of Plenty,European or Other,55-59,Female,5903,5777,6542,902,883
Bay of Plenty,European or Other,55-59,Male,5577,5438,6142,908,885
Bay of Plenty,European or Other,60-64,Female,6139,6023,6497,945,927
Bay of Plenty,European or Other,60-64,Male,5618,5501,6024,933,913
Bay of Plenty,European or Other,65-69,Female,6026,5951,6364,947,935
Bay of Plenty,European or Other,65-69,Male,5599,5524,5918,946,933
Bay of Plenty,European or Other,70-74,Female,5885,5813,6119,962,950
Bay of Plenty,European or Other,70-74,Male,5515,5451,5809,949,938
Bay of Plenty,European or Other,75-79,Female,4544,4490,4782,950,939
Bay of Plenty,European or Other,75-79,Male,4121,4093,4228,975,968
Bay of Plenty,European or Other,80-84,Female,3350,3317,3210,1044,1033
Bay of Plenty,European or Other,80-84,Male,2937,2909,2866,1025,1015
Bay of Plenty,European or Other,85-89,Female,1879,1839,1980,949,929
Bay of Plenty,European or Other,85-89,Male,1450,1427,1477,982,966
Bay of Plenty,European or Other,90+,Female,1246,1210,1302,957,929
Bay of Plenty,European or Other,90+,Male,766,742,724,1058,1025
Bay of Plenty,Maori,12-15,Female,1915,1557,2540,754,613
Bay of Plenty,Maori,12-15,Male,1974,1588,2634,749,603
Bay of Plenty,Maori,16-19,Female,1819,1500,2146,848,699
Bay of Plenty,Maori,16-19,Male,1788,1405,2199,813,639
Bay of Plenty,Maori,20-24,Female,1820,1483,2469,737,601
Bay of Plenty,Maori,20-24,Male,1834,1437,2356,778,610
Bay of Plenty,Maori,25-29,Female,1782,1470,2388,746,616
Bay of Plenty,Maori,25-29,Male,1649,1310,2195,751,597
Bay of Plenty,Maori,30-34,Female,1651,1401,2116,780,662
Bay of Plenty,Maori,30-34,Male,1507,1224,1894,796,646
Bay of Plenty,Maori,35-39,Female,1552,1366,1916,810,713
Bay of Plenty,Maori,35-39,Male,1335,1131,1674,797,676
Bay of Plenty,Maori,40-44,Female,1553,1387,1834,847,756
Bay of Plenty,Maori,40-44,Male,1343,1183,1639,819,722
Bay of Plenty,Maori,45-49,Female,1624,1496,1896,857,789
Bay of Plenty,Maori,45-49,Male,1371,1250,1638,837,763
Bay of Plenty,Maori,50-54,Female,1566,1467,1746,897,840
Bay of Plenty,Maori,50-54,Male,1373,1268,1564,878,811
Bay of Plenty,Maori,55-59,Female,1580,1501,1790,883,839
Bay of Plenty,Maori,55-59,Male,1325,1238,1525,869,812
Bay of Plenty,Maori,60-64,Female,1414,1357,1514,934,896
Bay of Plenty,Maori,60-64,Male,1183,1137,1172,1009,970
Bay of Plenty,Maori,65-69,Female,1104,1076,1077,1025,999
Bay of Plenty,Maori,65-69,Male,879,851,947,928,899
Bay of Plenty,Maori,70-74,Female,728,711,730,997,974
Bay of Plenty,Maori,70-74,Male,659,640,633,1041,1011
Bay of Plenty,Maori,75-79,Female,391,377,435,899,867
Bay of Plenty,Maori,75-79,Male,349,341,342,1020,997
Bay of Plenty,Maori,80-84,Female,276,267,278,993,960
Bay of Plenty,Maori,80-84,Male,178,171,180,989,950
Bay of Plenty,Maori,85-89,Female,123,114,126,976,905
Bay of Plenty,Maori,85-89,Male,71,66,72,986,917
Bay of Plenty,Maori,90+,Female,45,40,50,900,800
Bay of Plenty,Maori,90+,Male,19,18,18,1056,1000
Bay of Plenty,Pacific Peoples,12-15,Female,158,139,164,963,848
Bay of Plenty,Pacific Peoples,12-15,Male,179,145,202,886,718
Bay of Plenty,Pacific Peoples,16-19,Female,127,116,146,870,795
Bay of Plenty,Pacific Peoples,16-19,Male,176,154,156,1128,987
Bay of Plenty,Pacific Peoples,20-24,Female,185,162,175,1057,926
Bay of Plenty,Pacific Peoples,20-24,Male,324,299,197,1645,1518
Bay of Plenty,Pacific Peoples,25-29,Female,188,171,173,1087,988
Bay of Plenty,Pacific Peoples,25-29,Male,452,429,211,2142,2033
Bay of Plenty,Pacific Peoples,30-34,Female,191,172,188,1016,915
Bay of Plenty,Pacific Peoples,30-34,Male,418,388,214,1953,1813
Bay of Plenty,Pacific Peoples,35-39,Female,146,139,147,993,946
Bay of Plenty,Pacific Peoples,35-39,Male,405,392,211,1919,1858
Bay of Plenty,Pacific Peoples,40-44,Female,160,152,169,947,899
Bay of Plenty,Pacific Peoples,40-44,Male,323,306,186,1737,1645
Bay of Plenty,Pacific Peoples,45-49,Female,141,136,134,1052,1015
Bay of Plenty,Pacific Peoples,45-49,Male,200,194,130,1538,1492
Bay of Plenty,Pacific Peoples,50-54,Female,117,113,126,929,897
Bay of Plenty,Pacific Peoples,50-54,Male,178,170,136,1309,1250
Bay of Plenty,Pacific Peoples,55-59,Female,111,109,102,1088,1069
Bay of Plenty,Pacific Peoples,55-59,Male,86,81,80,1075,1012
Bay of Plenty,Pacific Peoples,60-64,Female,62,59,67,925,881
Bay of Plenty,Pacific Peoples,60-64,Male,82,80,79,1038,1013
Bay of Plenty,Pacific Peoples,65-69,Female,56,56,51,1098,1098
Bay of Plenty,Pacific Peoples,65-69,Male,51,47,61,836,770
Bay of Plenty,Pacific Peoples,70-74,Female,44,42,52,846,808
Bay of Plenty,Pacific Peoples,70-74,Male,31,31,29,1069,1069
Bay of Plenty,Pacific Peoples,75-79,Female,37,37,35,1057,1057
Bay of Plenty,Pacific Peoples,75-79,Male,20,20,23,870,870
Bay of Plenty,Pacific Peoples,80-84,Female,11,11,12,917,917
Bay of Plenty,Pacific Peoples,80-84,Male,9,9,12,750,750
Bay of Plenty,Unknown,20-24,Male,29,26,6,4833,4333
Bay of Plenty,Unknown,25-29,Female,44,39,9,4889,4333
Bay of Plenty,Unknown,25-29,Male,76,72,13,5846,5538
Bay of Plenty,Unknown,30-34,Female,37,36,8,4625,4500
Bay of Plenty,Unknown,30-34,Male,64,58,12,5333,4833
Bay of Plenty,Unknown,35-39,Female,30,28,7,4286,4000
Bay of Plenty,Unknown,35-39,Male,51,49,9,5667,5444
Bay of Plenty,Unknown,40-44,Female,29,27,8,3625,3375
Bay of Plenty,Unknown,40-44,Male,59,58,18,3278,3222
Bay of Plenty,Unknown,45-49,Female,15,14,6,2500,2333
Bay of Plenty,Unknown,45-49,Male,43,40,21,2048,1905
Bay of Plenty,Unknown,50-54,Female,13,13,7,1857,1857
Bay of Plenty,Unknown,50-54,Male,40,39,19,2105,2053
Bay of Plenty,Unknown,55-59,Female,11,11,6,1833,1833
Bay of Plenty,Unknown,55-59,Male,52,47,19,2737,2474
Bay of Plenty,Unknown,60-64,Female,17,16,10,1700,1600
Bay of Plenty,Unknown,60-64,Male,29,25,15,1933,1667
Bay of Plenty,Unknown,65-69,Female,6,6,10,600,600
Bay of Plenty,Unknown,65-69,Male,19,18,9,2111,2000
Bay of Plenty,Unknown,70-74,Male,19,19,19,1000,1000
Bay of Plenty,Unknown,75-79,Female,5,5,5,1000,1000
Bay of Plenty,Unknown,75-79,Male,10,9,9,1111,1000
Canterbury,Asian,12-15,Female,1643,1536,1488,1104,1032
Canterbury,Asian,12-15,Male,1741,1624,1601,1087,1014
Canterbury,Asian,16-19,Female,1448,1414,1264,1146,1119
Canterbury,Asian,16-19,Male,1683,1634,1318,1277,1240
Canterbury,Asian,20-24,Female,2063,2016,1773,1164,1137
Canterbury,Asian,20-24,Male,2678,2588,1829,1464,1415
Canterbury,Asian,20-24,Unknown/Other,51,50,7,7286,7143
Canterbury,Asian,25-29,Female,3459,3388,3186,1086,1063
Canterbury,Asian,25-29,Male,4022,3913,3111,1293,1258
Canterbury,Asian,25-29,Unknown/Other,76,75,8,9500,9375
Canterbury,Asian,30-34,Female,4509,4413,4229,1066,1044
Canterbury,Asian,30-34,Male,4377,4293,3730,1173,1151
Canterbury,Asian,30-34,Unknown/Other,33,33,6,5500,5500
Canterbury,Asian,35-39,Female,4108,4032,4047,1015,996
Canterbury,Asian,35-39,Male,4091,4024,3696,1107,1089
Canterbury,Asian,35-39,Unknown/Other,22,21,7,3143,3000
Canterbury,Asian,40-44,Female,3057,3006,2851,1072,1054
Canterbury,Asian,40-44,Male,3070,3024,2646,1160,1143
Canterbury,Asian,40-44,Unknown/Other,11,11,6,1833,1833
Canterbury,Asian,45-49,Female,2232,2193,2126,1050,1032
Canterbury,Asian,45-49,Male,2124,2084,1857,1144,1122
Canterbury,Asian,50-54,Female,1679,1650,1537,1092,1074
Canterbury,Asian,50-54,Male,1490,1472,1309,1138,1125
Canterbury,Asian,55-59,Female,1237,1218,1275,970,955
Canterbury,Asian,55-59,Male,981,965,972,1009,993
Canterbury,Asian,60-64,Female,1175,1156,1294,908,893
Canterbury,Asian,60-64,Male,801,785,852,940,921
Canterbury,Asian,65-69,Female,966,947,996,970,951
Canterbury,Asian,65-69,Male,726,716,834,871,859
Canterbury,Asian,70-74,Female,531,522,516,1029,1012
Canterbury,Asian,70-74,Male,496,491,476,1042,1032
Canterbury,Asian,75-79,Female,249,245,287,868,854
Canterbury,Asian,75-79,Male,215,213,241,892,884
Canterbury,Asian,80-84,Female,184,181,184,1000,984
Canterbury,Asian,80-84,Male,144,141,154,935,916
Canterbury,Asian,85-89,Female,77,73,79,975,924
Canterbury,Asian,85-89,Male,56,53,64,875,828
Canterbury,Asian,90+,Female,39,37,35,1114,1057
Canterbury,Asian,90+,Male,27,26,28,964,929
Canterbury,European or Other,12-15,Female,9371,8700,9585,978,908
Canterbury,European or Other,12-15,Male,9884,9181,10084,980,910
Canterbury,European or Other,16-19,Female,9635,9293,9984,965,931
Canterbury,European or Other,16-19,Male,9806,9294,10205,961,911
Canterbury,European or Other,16-19,Unknown/Other,6,5,5,1200,1000
Canterbury,European or Other,20-24,Female,12512,12135,13154,951,923
Canterbury,European or Other,20-24,Male,13204,12594,13845,954,910
Canterbury,European or Other,20-24,Unknown/Other,12,12,12,1000,1000
Canterbury,European or Other,25-29,Female,12783,12323,14413,887,855
Canterbury,European or Other,25-29,Male,12902,12131,14024,920,865
Canterbury,European or Other,25-29,Unknown/Other,30,26,20,1500,1300
Canterbury,European or Other,30-34,Female,13298,12741,14097,943,904
Canterbury,European or Other,30-34,Male,13502,12756,13919,970,916
Canterbury,European or Other,30-34,Unknown/Other,23,23,7,3286,3286
Canterbury,European or Other,35-39,Female,11935,11548,12782,934,903
Canterbury,European or Other,35-39,Male,11757,11214,12323,954,910
Canterbury,European or Other,35-39,Unknown/Other,9,9,5,1800,1800
Canterbury,European or Other,40-44,Female,12189,11869,12889,946,921
Canterbury,European or Other,40-44,Male,11410,10953,12314,927,889
Canterbury,European or Other,40-44,Unknown/Other,7,6,7,1000,857
Canterbury,European or Other,45-49,Female,13946,13636,15519,899,879
Canterbury,European or Other,45-49,Male,13110,12735,14433,908,882
Canterbury,European or Other,50-54,Female,15242,14961,15684,972,954
Canterbury,European or Other,50-54,Male,14722,14352,15302,962,938
Canterbury,European or Other,55-59,Female,15109,14879,15922,949,934
Canterbury,European or Other,55-59,Male,14713,14433,15603,943,925
Canterbury,European or Other,60-64,Female,14267,14085,14458,987,974
Canterbury,European or Other,60-64,Male,14007,13795,14215,985,970
Canterbury,European or Other,65-69,Female,12381,12273,12622,981,972
Canterbury,European or Other,65-69,Male,11924,11777,12116,984,972
Canterbury,European or Other,70-74,Female,11639,11551,11648,999,992
Canterbury,European or Other,70-74,Male,10809,10702,10748,1006,996
Canterbury,European or Other,75-79,Female,8223,8150,8212,1001,992
Canterbury,European or Other,75-79,Male,7344,7283,7310,1005,996
Canterbury,European or Other,80-84,Female,6231,6167,5990,1040,1030
Canterbury,European or Other,80-84,Male,4938,4875,4678,1056,1042
Canterbury,European or Other,85-89,Female,3758,3680,3860,974,953
Canterbury,European or Other,85-89,Male,2590,2545,2644,980,963
Canterbury,European or Other,90+,Female,2686,2599,2642,1017,984
Canterbury,European or Other,90+,Male,1394,1355,1332,1047,1017
Canterbury,Maori,12-15,Female,1755,1508,1851,948,815
Canterbury,Maori,12-15,Male,1833,1592,1964,933,811
Canterbury,Maori,16-19,Female,1612,1452,1739,927,835
Canterbury,Maori,16-19,Male,1604,1417,1741,921,814
Canterbury,Maori,20-24,Female,2057,1868,2319,887,806
Canterbury,Maori,20-24,Male,2010,1756,2273,884,773
Canterbury,Maori,25-29,Female,1764,1564,2108,837,742
Canterbury,Maori,25-29,Male,1732,1497,2139,810,700
Canterbury,Maori,30-34,Female,1644,1465,1858,885,788
Canterbury,Maori,30-34,Male,1585,1357,1768,896,768
Canterbury,Maori,35-39,Female,1253,1130,1356,924,833
Canterbury,Maori,35-39,Male,1239,1073,1359,912,790
Canterbury,Maori,40-44,Female,1219,1127,1371,889,822
Canterbury,Maori,40-44,Male,1115,1005,1270,878,791
Canterbury,Maori,45-49,Female,1271,1217,1409,902,864
Canterbury,Maori,45-49,Male,1142,1066,1240,921,860
Canterbury,Maori,50-54,Female,1318,1260,1365,966,923
Canterbury,Maori,50-54,Male,1259,1195,1311,960,912
Canterbury,Maori,55-59,Female,1099,1076,1180,931,912
Canterbury,Maori,55-59,Male,944,900,1008,937,893
Canterbury,Maori,60-64,Female,871,850,848,1027,1002
Canterbury,Maori,60-64,Male,829,800,833,995,960
Canterbury,Maori,65-69,Female,582,573,577,1009,993
Canterbury,Maori,65-69,Male,541,533,570,949,935
Canterbury,Maori,70-74,Female,423,417,401,1055,1040
Canterbury,Maori,70-74,Male,402,400,350,1149,1143
Canterbury,Maori,75-79,Female,232,227,223,1040,1018
Canterbury,Maori,75-79,Male,230,228,223,1031,1022
Canterbury,Maori,80-84,Female,123,121,114,1079,1061
