SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
111700,Snells Beach,Waitemata,Maori,5-11,41,23,11,NA,NA,56%,27%,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,99,Masked,Masked,92,48,>95%,>95%,52%
111800,Barrier Islands,Auckland,Maori,12+,174,149,146,134,88,86%,84%,66%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,41,Masked,Masked,37,21,>95%,>95%,57%
112100,Wainui-Waiwera,Waitemata,Maori,12+,94,Masked,88,83,50,>95%,94%,60%
112200,Parakai,Waitemata,Maori,12+,188,174,166,138,61,93%,88%,44%
112300,Helensville Rural,Waitemata,Maori,12+,113,Masked,Masked,103,60,>95%,>95%,58%
112400,Helensville,Waitemata,Maori,12+,408,347,333,302,159,85%,82%,53%
112400,Helensville,Waitemata,Maori,5-11,92,34,9,NA,NA,37%,10%,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,103,Masked,Masked,99,64,>95%,>95%,65%
112500,Waitoki,Waitemata,Maori,12+,58,52,52,49,27,90%,90%,55%
112600,Waikoukou Valley,Waitemata,Maori,12+,88,Masked,Masked,72,40,>95%,>95%,56%
112700,Orewa North,Waitemata,Maori,12+,177,Masked,Masked,155,89,>95%,>95%,57%
112700,Orewa North,Waitemata,Pacific Peoples,12+,62,56,55,53,35,90%,89%,66%
112800,Hatfields Beach,Waitemata,Maori,12+,106,100,100,88,53,94%,94%,60%
112900,Orewa South,Waitemata,Maori,12+,129,Masked,Masked,116,65,>95%,>95%,56%
112900,Orewa South,Waitemata,Pacific Peoples,12+,66,59,59,58,34,89%,89%,59%
113000,Orewa Central,Waitemata,Maori,12+,149,141,139,129,86,95%,93%,67%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,67,56,56,53,34,84%,84%,64%
113100,Millwater North,Waitemata,Maori,12+,74,Masked,Masked,57,40,>95%,>95%,70%
113200,Waipatukahu,Waitemata,Maori,12+,150,137,135,125,78,91%,90%,62%
113300,Millwater South,Waitemata,Maori,12+,134,124,120,101,58,93%,90%,57%
113300,Millwater South,Waitemata,Maori,5-11,40,20,Masked,NA,NA,50%,12%,NA
113400,Dairy Flat North,Waitemata,Maori,12+,149,134,128,120,52,90%,86%,43%
113500,Dairy Flat West,Waitemata,Maori,12+,53,45,45,40,22,85%,85%,55%
113600,Kingsway,Waitemata,Maori,12+,81,Masked,Masked,80,42,>95%,>95%,52%
113600,Kingsway,Waitemata,Pacific Peoples,12+,42,Masked,Masked,43,19,>95%,>95%,44%
113800,Silverdale Central (Auckland),Waitemata,Maori,12+,52,45,45,40,17,87%,87%,42%
113900,Red Beach West,Waitemata,Maori,12+,112,99,95,83,55,88%,85%,66%
114000,Red Beach East,Waitemata,Maori,12+,182,Masked,Masked,157,99,>95%,>95%,63%
114000,Red Beach East,Waitemata,Pacific Peoples,12+,47,Masked,Masked,46,28,>95%,>95%,61%
114100,Silverdale South (Auckland),Waitemata,Maori,12+,101,87,86,75,41,86%,85%,55%
114200,Waimauku,Waitemata,Maori,12+,78,Masked,Masked,69,41,>95%,>95%,59%
114400,Vipond,Waitemata,Maori,12+,174,Masked,Masked,143,83,>95%,>95%,58%
114400,Vipond,Waitemata,Maori,5-11,48,13,7,NA,NA,27%,15%,NA
114400,Vipond,Waitemata,Pacific Peoples,12+,41,Masked,Masked,36,24,>95%,>95%,67%
114500,Muriwai,Waitemata,Maori,12+,87,Masked,Masked,77,47,>95%,>95%,61%
114600,Stanmore Bay West,Waitemata,Maori,12+,186,175,168,155,82,94%,90%,53%
114600,Stanmore Bay West,Waitemata,Maori,5-11,45,26,10,NA,NA,58%,22%,NA
114700,Kumeu Rural West,Waitemata,Maori,12+,109,Masked,Masked,95,51,>95%,>95%,54%
114700,Kumeu Rural West,Waitemata,Pacific Peoples,12+,68,Masked,64,57,34,>95%,94%,60%
114800,Okura Bush,Waitemata,Maori,12+,63,Masked,57,51,29,>95%,90%,57%
114900,Whangaparoa Central,Waitemata,Maori,12+,244,222,218,193,93,91%,89%,48%
114900,Whangaparoa Central,Waitemata,Maori,5-11,57,26,11,NA,NA,46%,19%,NA
114900,Whangaparoa Central,Waitemata,Pacific Peoples,12+,48,44,44,41,23,92%,92%,56%
115000,Kumeu-Huapai,Waitemata,Maori,12+,247,Masked,Masked,227,126,>95%,>95%,56%
115000,Kumeu-Huapai,Waitemata,Maori,5-11,72,47,19,NA,NA,65%,26%,NA
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,12+,154,Masked,Masked,135,93,>95%,>95%,69%
115100,Stanmore Bay East,Waitemata,Maori,12+,207,192,187,164,82,93%,90%,50%
115100,Stanmore Bay East,Waitemata,Pacific Peoples,12+,43,40,39,34,24,93%,91%,71%
115200,Manly West,Waitemata,Maori,12+,157,Masked,Masked,135,63,>95%,>95%,47%
115200,Manly West,Waitemata,Pacific Peoples,12+,41,Masked,Masked,38,13,>95%,>95%,34%
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,12+,69,63,63,55,29,91%,91%,53%
115400,Tindalls-Matakatia,Waitemata,Maori,12+,84,Masked,Masked,84,48,>95%,>95%,57%
115500,Coatesville,Waitemata,Maori,12+,72,62,59,53,28,86%,82%,53%
115600,Dairy Flat South,Waitemata,Maori,12+,62,56,56,53,26,90%,90%,49%
115700,Gulf Harbour North,Waitemata,Maori,12+,114,Masked,Masked,99,68,>95%,>95%,69%
115700,Gulf Harbour North,Waitemata,Pacific Peoples,12+,45,Masked,Masked,39,19,>95%,>95%,49%
115800,Manly East,Waitemata,Maori,12+,203,178,175,163,94,88%,86%,58%
115800,Manly East,Waitemata,Maori,5-11,51,30,13,NA,NA,59%,25%,NA
115800,Manly East,Waitemata,Pacific Peoples,12+,67,54,54,50,22,81%,81%,44%
115900,Riverhead,Waitemata,Maori,12+,185,162,159,144,75,88%,86%,52%
115900,Riverhead,Waitemata,Maori,5-11,43,24,13,NA,NA,56%,30%,NA
115900,Riverhead,Waitemata,Pacific Peoples,12+,65,Masked,Masked,61,44,>95%,>95%,72%
116000,Army Bay,Waitemata,Maori,12+,67,Masked,Masked,67,37,>95%,>95%,55%
116000,Army Bay,Waitemata,Pacific Peoples,12+,44,Masked,Masked,37,24,>95%,>95%,65%
116100,Kumeu Rural East,Waitemata,Maori,12+,185,167,163,151,89,90%,88%,59%
116100,Kumeu Rural East,Waitemata,Pacific Peoples,12+,94,Masked,Masked,86,50,>95%,>95%,58%
116200,Gulf Harbour South,Waitemata,Maori,12+,65,59,57,51,32,91%,88%,63%
116200,Gulf Harbour South,Waitemata,Pacific Peoples,12+,45,39,38,36,24,87%,84%,67%
116400,Taupaki,Waitemata,Maori,12+,94,Masked,Masked,82,51,>95%,>95%,62%
116600,Paremoremo East,Waitemata,Maori,12+,119,Masked,Masked,108,61,>95%,>95%,56%
116700,Albany Heights,Waitemata,Maori,12+,105,95,93,85,47,90%,89%,55%
116700,Albany Heights,Waitemata,Pacific Peoples,12+,48,Masked,Masked,45,29,>95%,>95%,64%
116800,Awaruku,Waitemata,Maori,12+,119,Masked,Masked,110,64,>95%,>95%,58%
