SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,54,16,0,NA,NA,30%,<5%,NA
102300,Okaihau,Northland,Maori,12+,307,266,252,184,104,87%,82%,57%
102300,Okaihau,Northland,Maori,5-11,56,13,0,NA,NA,23%,<5%,NA
102400,Rangitane-Purerua,Northland,Maori,12+,347,311,290,209,130,90%,84%,62%
102400,Rangitane-Purerua,Northland,Maori,5-11,64,11,0,NA,NA,17%,<5%,NA
102500,Waipapa,Northland,Maori,12+,124,108,104,73,39,87%,84%,53%
102600,Puketotara,Northland,Maori,12+,228,199,194,142,88,87%,85%,62%
102600,Puketotara,Northland,Maori,5-11,48,20,0,NA,NA,42%,<5%,NA
102700,Waima Forest,Northland,Maori,12+,765,589,560,397,228,77%,73%,57%
102700,Waima Forest,Northland,Maori,5-11,125,16,0,NA,NA,13%,<5%,NA
102800,Riverview,Northland,Maori,12+,216,Masked,200,135,87,>95%,93%,64%
102800,Riverview,Northland,Maori,5-11,56,21,0,NA,NA,38%,<5%,NA
102900,Waipoua Forest,Northland,Maori,12+,627,512,486,386,245,82%,78%,63%
102900,Waipoua Forest,Northland,Maori,5-11,88,11,0,NA,NA,12%,<5%,NA
103000,Kerikeri Central,Northland,Maori,12+,454,406,385,266,143,89%,85%,54%
103000,Kerikeri Central,Northland,Maori,5-11,106,28,Masked,NA,NA,26%,<5%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,57,Masked,Masked,74,24,>95%,>95%,32%
103100,Kerikeri South,Northland,Maori,12+,231,204,194,148,88,88%,84%,59%
103100,Kerikeri South,Northland,Maori,5-11,50,17,0,NA,NA,34%,<5%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,411,354,334,260,162,86%,81%,62%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,73,14,0,NA,NA,19%,<5%,NA
103300,Puketona-Waitangi,Northland,Maori,12+,263,234,231,193,122,89%,88%,63%
103400,Ngapuhi,Northland,Maori,12+,932,766,725,513,299,82%,78%,58%
103400,Ngapuhi,Northland,Maori,5-11,175,28,Masked,NA,NA,16%,<5%,NA
103500,Kaikohe,Northland,Maori,12+,"2,739","2,230","2,096","1,439",820,81%,77%,57%
103500,Kaikohe,Northland,Maori,5-11,610,129,0,NA,NA,21%,<5%,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,102,90,88,63,33,88%,86%,52%
103600,Pakaraka,Northland,Maori,12+,148,135,128,96,60,91%,86%,62%
103700,Haruru,Northland,Maori,12+,218,196,193,146,78,90%,89%,53%
103700,Haruru,Northland,Maori,5-11,67,29,0,NA,NA,43%,<5%,NA
103800,Russell,Northland,Maori,12+,134,127,125,107,76,95%,93%,71%
103900,Paihia,Northland,Maori,12+,489,411,390,280,159,84%,80%,57%
103900,Paihia,Northland,Maori,5-11,82,15,0,NA,NA,18%,<5%,NA
104000,Mataraua Forest,Northland,Maori,12+,323,255,238,176,103,79%,74%,59%
104000,Mataraua Forest,Northland,Maori,5-11,63,11,0,NA,NA,17%,<5%,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,809,658,626,413,263,81%,77%,64%
104100,Matawaia-Taumarere,Northland,Maori,5-11,162,40,Masked,NA,NA,25%,<5%,NA
104200,Russell Peninsula,Northland,Maori,12+,75,59,59,48,38,79%,79%,79%
104300,Opua (Far North District),Northland,Maori,12+,181,143,138,108,64,79%,76%,59%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,392,335,320,260,168,85%,82%,65%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,64,6,0,NA,NA,9%,<5%,NA
104500,Moerewa,Northland,Maori,12+,"1,179",999,944,687,397,85%,80%,58%
104500,Moerewa,Northland,Maori,5-11,255,31,0,NA,NA,12%,<5%,NA
104600,Kawakawa,Northland,Maori,12+,809,713,667,478,283,88%,82%,59%
104600,Kawakawa,Northland,Maori,5-11,167,28,0,NA,NA,17%,<5%,NA
104700,Maromaku,Northland,Maori,12+,243,191,186,130,74,79%,77%,57%
104700,Maromaku,Northland,Maori,5-11,63,14,0,NA,NA,22%,<5%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,596,543,510,357,213,91%,86%,60%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,123,22,0,NA,NA,18%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,652,570,551,409,228,87%,85%,56%
104900,Whangaruru,Northland,Maori,5-11,124,39,0,NA,NA,31%,<5%,NA
105100,Matarau,Northland,Maori,12+,352,315,305,213,130,89%,87%,61%
105100,Matarau,Northland,Maori,5-11,87,25,0,NA,NA,29%,<5%,NA
105200,Hikurangi,Northland,Maori,12+,474,422,397,277,154,89%,84%,56%
105200,Hikurangi,Northland,Maori,5-11,137,38,0,NA,NA,28%,<5%,NA
105300,Kauri,Northland,Maori,12+,234,202,199,152,106,86%,85%,70%
105300,Kauri,Northland,Maori,5-11,56,16,0,NA,NA,29%,<5%,NA
105400,Maungatapere,Northland,Maori,12+,423,393,376,274,187,93%,89%,68%
105400,Maungatapere,Northland,Maori,5-11,103,38,0,NA,NA,37%,<5%,NA
105500,Kamo West,Northland,Maori,12+,397,366,360,252,167,92%,91%,66%
105500,Kamo West,Northland,Maori,5-11,93,38,Masked,NA,NA,41%,<5%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,221,202,194,148,95,91%,88%,64%
105700,Kiripaka,Northland,Maori,12+,185,158,152,113,62,85%,82%,55%
105800,Kamo East,Northland,Maori,12+,912,820,785,523,271,90%,86%,52%
105800,Kamo East,Northland,Maori,5-11,249,59,0,NA,NA,24%,<5%,NA
105800,Kamo East,Northland,Pacific Peoples,12+,100,86,83,67,35,86%,83%,52%
105900,Granfield Reserve,Northland,Maori,12+,452,423,402,287,187,94%,89%,65%
105900,Granfield Reserve,Northland,Maori,5-11,88,30,0,NA,NA,34%,<5%,NA
106000,Kamo Central,Northland,Maori,12+,414,383,368,242,157,93%,89%,65%
106000,Kamo Central,Northland,Maori,5-11,86,33,Masked,NA,NA,38%,<5%,NA
106100,Whau Valley,Northland,Maori,12+,602,542,525,394,229,90%,87%,58%
106100,Whau Valley,Northland,Maori,5-11,125,40,0,NA,NA,32%,<5%,NA
106200,Tikipunga North,Northland,Maori,12+,954,860,816,566,299,90%,86%,53%
106200,Tikipunga North,Northland,Maori,5-11,280,56,Masked,NA,NA,20%,<5%,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,81,72,69,47,30,89%,85%,64%
106300,Pukenui,Northland,Maori,12+,171,155,152,119,81,91%,89%,68%
106300,Pukenui,Northland,Maori,5-11,47,26,Masked,NA,NA,55%,6%,NA
106400,Otangarei,Northland,Maori,12+,"1,259","1,059",965,613,296,84%,77%,48%
106400,Otangarei,Northland,Maori,5-11,276,29,0,NA,NA,11%,<5%,NA
106400,Otangarei,Northland,Pacific Peoples,12+,56,43,41,34,17,77%,73%,50%
106500,Tikipunga South,Northland,Maori,12+,"1,171","1,082","1,039",722,416,92%,89%,58%
106500,Tikipunga South,Northland,Maori,5-11,294,85,Masked,NA,NA,29%,<5%,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,82,Masked,77,56,29,>95%,94%,52%
106600,Kensington (Whangarei District),Northland,Maori,12+,714,631,606,449,271,88%,85%,60%
106600,Kensington (Whangarei District),Northland,Maori,5-11,127,22,0,NA,NA,17%,<5%,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,60,Masked,Masked,52,27,>95%,>95%,52%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,138,124,117,86,51,90%,85%,59%
106800,Mairtown,Northland,Maori,12+,529,476,461,348,237,90%,87%,68%
106800,Mairtown,Northland,Maori,5-11,95,26,0,NA,NA,27%,<5%,NA
106800,Mairtown,Northland,Pacific Peoples,12+,58,44,44,37,23,76%,76%,62%
106900,Maunu-Horahora,Northland,Maori,12+,522,471,460,334,208,90%,88%,62%
106900,Maunu-Horahora,Northland,Maori,5-11,107,39,0,NA,NA,36%,<5%,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,40,32,31,27,20,80%,78%,74%
107000,Woodhill-Vinetown,Northland,Maori,12+,716,607,575,420,250,85%,80%,60%
107000,Woodhill-Vinetown,Northland,Maori,5-11,115,26,0,NA,NA,23%,<5%,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,88,Masked,Masked,65,38,>95%,>95%,58%
107100,Whangarei Central,Northland,Maori,12+,256,224,217,159,94,88%,85%,59%
107200,Riverside,Northland,Maori,12+,426,364,355,269,149,85%,83%,55%
107200,Riverside,Northland,Maori,5-11,77,28,0,NA,NA,36%,<5%,NA
107200,Riverside,Northland,Pacific Peoples,12+,45,42,42,29,17,93%,93%,59%
107300,Raumanga,Northland,Maori,12+,"1,436","1,233","1,145",718,359,86%,80%,50%
107300,Raumanga,Northland,Maori,5-11,344,70,0,NA,NA,20%,<5%,NA
107300,Raumanga,Northland,Pacific Peoples,12+,92,Masked,81,58,32,>95%,88%,55%
107400,Tarewa,Northland,Maori,12+,855,729,689,461,244,85%,81%,53%
107400,Tarewa,Northland,Maori,5-11,238,43,0,NA,NA,18%,<5%,NA
107500,Morningside (Whangarei District),Northland,Maori,12+,760,684,646,478,263,90%,85%,55%
107500,Morningside (Whangarei District),Northland,Maori,5-11,134,44,Masked,NA,NA,33%,<5%,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,51,47,47,38,24,92%,92%,63%
107600,Ngunguru,Northland,Maori,12+,155,136,134,112,68,88%,86%,61%
107700,Otaika-Portland,Northland,Maori,12+,295,245,232,174,117,83%,79%,67%
107700,Otaika-Portland,Northland,Maori,5-11,54,18,0,NA,NA,33%,<5%,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,237,204,201,135,82,86%,85%,61%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,56,10,0,NA,NA,18%,<5%,NA
108000,Pataua,Northland,Maori,12+,188,145,140,104,58,77%,74%,56%
108000,Pataua,Northland,Maori,5-11,43,11,0,NA,NA,26%,<5%,NA
108100,Onerahi Park,Northland,Maori,12+,246,229,222,170,120,93%,90%,71%
108100,Onerahi Park,Northland,Maori,5-11,52,17,0,NA,NA,33%,<5%,NA
108200,Sherwood Rise,Northland,Maori,12+,613,556,531,379,205,91%,87%,54%
108200,Sherwood Rise,Northland,Maori,5-11,152,33,0,NA,NA,22%,<5%,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,44,Masked,Masked,34,18,>95%,>95%,53%
108300,Onerahi,Northland,Maori,12+,590,521,493,303,171,88%,84%,56%
108300,Onerahi,Northland,Maori,5-11,161,35,0,NA,NA,22%,<5%,NA
108300,Onerahi,Northland,Pacific Peoples,12+,48,39,36,26,16,81%,75%,62%
108500,Parua Bay,Northland,Maori,12+,271,251,246,195,131,93%,91%,67%
108500,Parua Bay,Northland,Maori,5-11,59,24,0,NA,NA,41%,<5%,NA
108600,Bream Bay,Northland,Maori,12+,349,302,289,211,129,87%,83%,61%
108600,Bream Bay,Northland,Maori,5-11,68,10,0,NA,NA,15%,<5%,NA
108700,Marsden Bay,Northland,Maori,12+,304,287,282,208,132,94%,93%,63%
108700,Marsden Bay,Northland,Maori,5-11,76,20,0,NA,NA,26%,<5%,NA
108800,Ruakaka,Northland,Maori,12+,594,556,537,370,213,94%,90%,58%
108800,Ruakaka,Northland,Maori,5-11,138,32,Masked,NA,NA,23%,<5%,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,52,48,48,36,25,92%,92%,69%
108900,Bream Head,Northland,Maori,12+,91,84,84,66,52,92%,92%,79%
109000,Waipu,Northland,Maori,12+,295,238,235,179,117,81%,80%,65%
109000,Waipu,Northland,Maori,5-11,46,10,0,NA,NA,22%,<5%,NA
109000,Waipu,Northland,Pacific Peoples,12+,40,34,34,24,11,85%,85%,46%
109100,Kaipara Coastal,Northland,Maori,12+,860,671,632,449,247,78%,73%,55%
109100,Kaipara Coastal,Northland,Maori,5-11,164,40,0,NA,NA,24%,<5%,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,50,47,46,27,11,94%,92%,41%
109200,Maungaru,Northland,Maori,12+,252,221,211,160,84,88%,84%,52%
109200,Maungaru,Northland,Maori,5-11,55,17,0,NA,NA,31%,<5%,NA
109300,Dargaville,Northland,Maori,12+,"1,346","1,101","1,020",723,373,82%,76%,52%
109300,Dargaville,Northland,Maori,5-11,271,43,0,NA,NA,16%,<5%,NA
109300,Dargaville,Northland,Pacific Peoples,12+,199,189,183,137,62,95%,92%,45%
109300,Dargaville,Northland,Pacific Peoples,5-11,43,13,0,NA,NA,30%,<5%,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,462,384,371,285,182,83%,80%,64%
109400,Ruawai-Matakohe,Northland,Maori,5-11,103,20,0,NA,NA,19%,<5%,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,175,129,126,92,55,74%,72%,60%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,40,Masked,0,NA,NA,10%,<5%,NA
109600,Maungaturoto,Northland,Maori,12+,178,163,152,115,52,92%,85%,45%
109600,Maungaturoto,Northland,Maori,5-11,53,15,0,NA,NA,28%,<5%,NA
109700,Kaiwaka,Northland,Maori,12+,428,342,322,224,135,80%,75%,60%
109700,Kaiwaka,Northland,Maori,5-11,93,22,0,NA,NA,24%,<5%,NA
109800,Mangawhai Rural,Northland,Maori,12+,179,140,136,110,60,78%,76%,55%
109800,Mangawhai Rural,Northland,Maori,5-11,54,11,Masked,NA,NA,20%,<5%,NA
109900,Mangawhai Heads,Northland,Maori,12+,158,144,137,106,65,91%,87%,61%
109900,Mangawhai Heads,Northland,Maori,5-11,40,16,Masked,NA,NA,40%,5%,NA
110100,Mangawhai,Northland,Maori,12+,71,64,64,44,28,90%,90%,64%
110200,Okahukura Peninsula,Waitemata,Maori,12+,174,149,144,97,45,86%,83%,46%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,49,8,Masked,NA,NA,16%,<5%,NA
110400,Cape Rodney,Waitemata,Maori,12+,365,326,320,249,149,89%,88%,60%
110400,Cape Rodney,Waitemata,Maori,5-11,81,28,0,NA,NA,35%,<5%,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,50,43,40,36,17,86%,80%,47%
110500,Wellsford,Waitemata,Maori,12+,291,238,225,164,82,82%,77%,50%
110500,Wellsford,Waitemata,Maori,5-11,67,13,0,NA,NA,19%,<5%,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,64,58,57,51,17,91%,89%,33%
110700,South Head,Waitemata,Maori,12+,366,318,310,241,126,87%,85%,52%
110700,South Head,Waitemata,Maori,5-11,78,21,0,NA,NA,27%,<5%,NA
110700,South Head,Waitemata,Pacific Peoples,12+,52,48,46,39,24,92%,88%,62%
110800,Kaipara Hills,Waitemata,Maori,12+,252,223,214,164,72,88%,85%,44%
110800,Kaipara Hills,Waitemata,Maori,5-11,52,17,0,NA,NA,33%,<5%,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,78,67,64,48,27,86%,82%,56%
111100,Warkworth West,Waitemata,Maori,12+,147,131,128,100,52,89%,87%,52%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,83,Masked,Masked,75,49,>95%,>95%,65%
111200,Puhoi Valley,Waitemata,Maori,12+,193,176,172,122,62,91%,89%,51%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,60,Masked,Masked,54,30,>95%,>95%,56%
111300,Warkworth East,Waitemata,Maori,12+,196,178,171,131,67,91%,87%,51%
111300,Warkworth East,Waitemata,Pacific Peoples,12+,162,Masked,Masked,159,98,>95%,>95%,62%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,47,25,0,NA,NA,53%,<5%,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,78,70,69,58,39,90%,88%,67%
111600,Te Kuru,Waitemata,Maori,12+,147,Masked,139,105,59,>95%,95%,56%
111600,Te Kuru,Waitemata,Maori,5-11,42,17,0,NA,NA,40%,<5%,NA
111700,Snells Beach,Waitemata,Maori,12+,235,221,219,152,105,94%,93%,69%
111700,Snells Beach,Waitemata,Pacific Peoples,12+,104,Masked,Masked,85,38,>95%,>95%,45%
111800,Barrier Islands,Auckland,Maori,12+,168,135,132,102,80,80%,79%,78%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,41,Masked,Masked,32,18,>95%,>95%,56%
112100,Wainui-Waiwera,Waitemata,Maori,12+,98,Masked,92,76,47,>95%,94%,62%
112200,Parakai,Waitemata,Maori,12+,191,176,167,113,56,92%,87%,50%
112300,Helensville Rural,Waitemata,Maori,12+,106,Masked,Masked,79,54,>95%,>95%,68%
112400,Helensville,Waitemata,Maori,12+,417,370,353,267,151,89%,85%,57%
112400,Helensville,Waitemata,Maori,5-11,97,33,Masked,NA,NA,34%,<5%,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,104,Masked,Masked,94,51,>95%,>95%,54%
112500,Waitoki,Waitemata,Maori,12+,60,53,53,41,27,88%,88%,66%
112600,Waikoukou Valley,Waitemata,Maori,12+,86,Masked,80,56,34,>95%,93%,61%
112700,Orewa North,Waitemata,Maori,12+,176,Masked,166,130,86,>95%,94%,66%
112700,Orewa North,Waitemata,Pacific Peoples,12+,62,57,56,46,32,92%,90%,70%
112800,Hatfields Beach,Waitemata,Maori,12+,105,Masked,Masked,75,48,>95%,>95%,64%
112900,Orewa South,Waitemata,Maori,12+,128,Masked,118,101,62,>95%,92%,61%
112900,Orewa South,Waitemata,Pacific Peoples,12+,67,58,58,53,33,87%,87%,62%
113000,Orewa Central,Waitemata,Maori,12+,147,Masked,137,112,80,>95%,93%,71%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,68,58,58,49,31,85%,85%,63%
113100,Millwater North,Waitemata,Maori,12+,73,Masked,Masked,47,36,>95%,>95%,77%
113200,Waipatukahu,Waitemata,Maori,12+,154,141,140,119,75,92%,91%,63%
113300,Millwater South,Waitemata,Maori,12+,132,121,117,80,49,92%,89%,61%
113400,Dairy Flat North,Waitemata,Maori,12+,150,130,126,92,39,87%,84%,42%
113500,Dairy Flat West,Waitemata,Maori,12+,48,41,41,30,19,85%,85%,63%
113600,Kingsway,Waitemata,Maori,12+,84,Masked,Masked,56,34,>95%,>95%,61%
113600,Kingsway,Waitemata,Pacific Peoples,12+,45,Masked,Masked,41,18,>95%,>95%,44%
113800,Silverdale Central (Auckland),Waitemata,Maori,12+,49,41,39,30,14,84%,80%,47%
113900,Red Beach West,Waitemata,Maori,12+,107,97,93,73,49,91%,87%,67%
114000,Red Beach East,Waitemata,Maori,12+,180,Masked,Masked,139,91,>95%,>95%,65%
114000,Red Beach East,Waitemata,Pacific Peoples,12+,51,Masked,Masked,43,28,>95%,>95%,65%
114100,Silverdale South (Auckland),Waitemata,Maori,12+,103,84,83,60,35,82%,81%,58%
114200,Waimauku,Waitemata,Maori,12+,79,Masked,Masked,61,37,>95%,>95%,61%
114400,Vipond,Waitemata,Maori,12+,171,160,156,121,79,94%,91%,65%
114400,Vipond,Waitemata,Maori,5-11,46,13,0,NA,NA,28%,<5%,NA
114400,Vipond,Waitemata,Pacific Peoples,12+,42,Masked,Masked,34,21,>95%,>95%,62%
114500,Muriwai,Waitemata,Maori,12+,81,Masked,Masked,63,35,>95%,>95%,56%
114600,Stanmore Bay West,Waitemata,Maori,12+,186,Masked,173,135,76,>95%,93%,56%
114600,Stanmore Bay West,Waitemata,Maori,5-11,44,23,0,NA,NA,52%,<5%,NA
114700,Kumeu Rural West,Waitemata,Maori,12+,104,Masked,Masked,74,43,>95%,>95%,58%
114700,Kumeu Rural West,Waitemata,Pacific Peoples,12+,68,Masked,Masked,48,30,>95%,>95%,62%
114800,Okura Bush,Waitemata,Maori,12+,61,55,51,40,21,90%,84%,52%
114900,Whangaparoa Central,Waitemata,Maori,12+,244,222,218,169,87,91%,89%,51%
114900,Whangaparoa Central,Waitemata,Maori,5-11,58,28,Masked,NA,NA,48%,<5%,NA
114900,Whangaparoa Central,Waitemata,Pacific Peoples,12+,48,43,43,32,18,90%,90%,56%
115000,Kumeu-Huapai,Waitemata,Maori,12+,236,Masked,Masked,179,115,>95%,>95%,64%
115000,Kumeu-Huapai,Waitemata,Maori,5-11,71,46,0,NA,NA,65%,<5%,NA
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,12+,147,Masked,Masked,117,85,>95%,>95%,73%
115100,Stanmore Bay East,Waitemata,Maori,12+,209,194,189,141,75,93%,90%,53%
115200,Manly West,Waitemata,Maori,12+,150,142,139,98,58,95%,93%,59%
115200,Manly West,Waitemata,Pacific Peoples,12+,44,Masked,41,29,12,>95%,93%,41%
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,12+,70,Masked,Masked,47,26,>95%,>95%,55%
115400,Tindalls-Matakatia,Waitemata,Maori,12+,89,Masked,Masked,71,45,>95%,>95%,63%
115500,Coatesville,Waitemata,Maori,12+,71,65,62,44,30,92%,87%,68%
115600,Dairy Flat South,Waitemata,Maori,12+,59,53,52,41,25,90%,88%,61%
115700,Gulf Harbour North,Waitemata,Maori,12+,115,Masked,Masked,88,60,>95%,>95%,68%
115700,Gulf Harbour North,Waitemata,Pacific Peoples,12+,48,Masked,Masked,37,18,>95%,>95%,49%
115800,Manly East,Waitemata,Maori,12+,200,177,173,143,82,88%,86%,57%
115800,Manly East,Waitemata,Maori,5-11,52,27,0,NA,NA,52%,<5%,NA
115800,Manly East,Waitemata,Pacific Peoples,12+,69,56,56,45,21,81%,81%,47%
115900,Riverhead,Waitemata,Maori,12+,183,163,159,123,68,89%,87%,55%
115900,Riverhead,Waitemata,Maori,5-11,42,22,Masked,NA,NA,52%,<5%,NA
115900,Riverhead,Waitemata,Pacific Peoples,12+,65,Masked,Masked,54,41,>95%,>95%,76%
116000,Army Bay,Waitemata,Maori,12+,69,Masked,Masked,57,35,>95%,>95%,61%
116000,Army Bay,Waitemata,Pacific Peoples,12+,40,Masked,Masked,30,21,>95%,>95%,70%
116100,Kumeu Rural East,Waitemata,Maori,12+,182,166,161,127,77,91%,88%,61%
116100,Kumeu Rural East,Waitemata,Pacific Peoples,12+,89,Masked,Masked,66,44,>95%,>95%,67%
116200,Gulf Harbour South,Waitemata,Maori,12+,59,52,51,40,29,88%,86%,72%
116200,Gulf Harbour South,Waitemata,Pacific Peoples,12+,42,39,38,30,21,93%,90%,70%
116400,Taupaki,Waitemata,Maori,12+,96,Masked,Masked,69,43,>95%,>95%,62%
116600,Paremoremo East,Waitemata,Maori,12+,115,Masked,Masked,88,53,>95%,>95%,60%
116600,Paremoremo East,Waitemata,Pacific Peoples,12+,40,34,34,28,20,85%,85%,71%
116700,Albany Heights,Waitemata,Maori,12+,101,91,88,70,41,90%,87%,59%
116700,Albany Heights,Waitemata,Pacific Peoples,12+,46,Masked,Masked,42,27,>95%,>95%,64%
116800,Awaruku,Waitemata,Maori,12+,127,Masked,Masked,101,61,>95%,>95%,60%
116800,Awaruku,Waitemata,Pacific Peoples,12+,54,Masked,Masked,43,21,>95%,>95%,49%
116900,Fairview Heights,Waitemata,Maori,12+,72,65,64,49,26,90%,89%,53%
