DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Unknown,25-29,Female,790,761,715,408,50
Auckland,Unknown,25-29,Male,712,687,630,340,46
Auckland,Unknown,30-34,Female,774,756,697,432,48
Auckland,Unknown,30-34,Male,953,906,833,446,58
Auckland,Unknown,35-39,Female,480,464,433,256,50
Auckland,Unknown,35-39,Male,751,715,649,378,98
Auckland,Unknown,40-44,Female,314,309,287,167,50
Auckland,Unknown,40-44,Male,541,514,462,263,81
Auckland,Unknown,45-49,Female,252,246,221,123,42
Auckland,Unknown,45-49,Male,435,409,369,217,103
Auckland,Unknown,5-11,Female,219,18,NA,NA,14
Auckland,Unknown,5-11,Male,188,12,NA,NA,21
Auckland,Unknown,50-54,Female,189,184,170,93,40
Auckland,Unknown,50-54,Male,352,323,292,164,91
Auckland,Unknown,55-59,Female,196,189,171,99,40
Auckland,Unknown,55-59,Male,313,292,261,160,87
Auckland,Unknown,60-64,Female,181,176,164,103,39
Auckland,Unknown,60-64,Male,223,216,192,122,82
Auckland,Unknown,65-69,Female,120,116,111,75,43
Auckland,Unknown,65-69,Male,181,178,159,101,77
Auckland,Unknown,70-74,Female,67,66,61,40,44
Auckland,Unknown,70-74,Male,91,87,79,50,47
Auckland,Unknown,75-79,Female,40,36,31,20,26
Auckland,Unknown,75-79,Male,27,26,23,17,18
Auckland,Unknown,80-84,Female,18,17,17,14,22
Auckland,Unknown,80-84,Male,12,12,12,11,10
Auckland,Unknown,85-89,Female,9,8,7,5,12
Bay of Plenty,Asian,12-17,Female,614,596,14,<5,545
Bay of Plenty,Asian,12-17,Male,701,679,20,<5,601
Bay of Plenty,Asian,18-24,Female,602,600,568,305,477
Bay of Plenty,Asian,18-24,Male,1258,1240,"1,104",335,671
Bay of Plenty,Asian,25-29,Female,1013,1006,941,480,948
Bay of Plenty,Asian,25-29,Male,1696,1673,"1,541",497,1083
Bay of Plenty,Asian,30-34,Female,1382,1371,"1,279",759,1117
Bay of Plenty,Asian,30-34,Male,1462,1438,"1,354",611,1026
Bay of Plenty,Asian,35-39,Female,1044,1036,986,609,919
Bay of Plenty,Asian,35-39,Male,1012,997,952,526,739
Bay of Plenty,Asian,40-44,Female,776,769,726,435,678
Bay of Plenty,Asian,40-44,Male,746,740,712,393,604
Bay of Plenty,Asian,45-49,Female,656,649,634,422,556
Bay of Plenty,Asian,45-49,Male,569,564,548,360,407
Bay of Plenty,Asian,5-11,Female,511,6,NA,NA,860
Bay of Plenty,Asian,5-11,Male,596,12,NA,NA,1040
Bay of Plenty,Asian,50-54,Female,426,424,409,285,399
Bay of Plenty,Asian,50-54,Male,383,380,370,257,318
Bay of Plenty,Asian,55-59,Female,360,355,344,250,328
Bay of Plenty,Asian,55-59,Male,263,262,257,183,240
Bay of Plenty,Asian,60-64,Female,315,314,301,216,313
Bay of Plenty,Asian,60-64,Male,194,193,185,137,206
Bay of Plenty,Asian,65-69,Female,234,233,226,172,249
Bay of Plenty,Asian,65-69,Male,189,186,180,139,192
Bay of Plenty,Asian,70-74,Female,177,176,163,129,157
Bay of Plenty,Asian,70-74,Male,133,130,126,102,132
Bay of Plenty,Asian,75-79,Female,72,72,69,51,73
Bay of Plenty,Asian,75-79,Male,72,72,69,49,63
Bay of Plenty,Asian,80-84,Female,48,47,45,32,45
Bay of Plenty,Asian,80-84,Male,40,39,39,29,42
Bay of Plenty,Asian,85-89,Female,13,13,12,7,9
Bay of Plenty,Asian,85-89,Male,15,15,15,13,14
Bay of Plenty,European or Other,12-17,Female,5000,4853,132,<5,5558
Bay of Plenty,European or Other,12-17,Male,5333,5153,151,<5,5808
Bay of Plenty,European or Other,18-24,Female,4651,4593,"4,014","2,035",5030
Bay of Plenty,European or Other,18-24,Male,5035,4937,"4,098","1,502",5353
Bay of Plenty,European or Other,25-29,Female,3938,3864,"3,390","1,630",4548
Bay of Plenty,European or Other,25-29,Male,3773,3673,"3,132","1,227",4018
Bay of Plenty,European or Other,25-29,Unknown/Other,11,11,10,<5,8
Bay of Plenty,European or Other,30-34,Female,4836,4741,"4,253","2,366",5173
Bay of Plenty,European or Other,30-34,Male,4339,4237,"3,680","1,677",4364
Bay of Plenty,European or Other,35-39,Female,4625,4536,"4,150","2,473",4998
Bay of Plenty,European or Other,35-39,Male,4190,4099,"3,679","1,910",4396
Bay of Plenty,European or Other,40-44,Female,4377,4327,"4,011","2,620",4905
Bay of Plenty,European or Other,40-44,Male,4074,3990,"3,641","2,134",4551
Bay of Plenty,European or Other,45-49,Female,5050,4992,"4,668","3,295",6005
Bay of Plenty,European or Other,45-49,Male,4784,4724,"4,389","2,798",5473
Bay of Plenty,European or Other,5-11,Female,3135,57,NA,NA,6453
Bay of Plenty,European or Other,5-11,Male,3198,68,NA,NA,6627
Bay of Plenty,European or Other,50-54,Female,5680,5633,"5,325","4,040",6249
Bay of Plenty,European or Other,50-54,Male,5215,5159,"4,858","3,409",5645
Bay of Plenty,European or Other,55-59,Female,5873,5831,"5,571","4,494",6542
Bay of Plenty,European or Other,55-59,Male,5543,5493,"5,218","3,960",6142
Bay of Plenty,European or Other,60-64,Female,6155,6107,"5,883","4,982",6497
Bay of Plenty,European or Other,60-64,Male,5663,5630,"5,386","4,461",6024
Bay of Plenty,European or Other,65-69,Female,6049,6011,"5,832","5,236",6364
Bay of Plenty,European or Other,65-69,Male,5601,5566,"5,407","4,790",5918
Bay of Plenty,European or Other,70-74,Female,5853,5831,"5,650","5,211",6119
Bay of Plenty,European or Other,70-74,Male,5508,5487,"5,305","4,877",5809
Bay of Plenty,European or Other,75-79,Female,4707,4680,"4,502","4,199",4782
Bay of Plenty,European or Other,75-79,Male,4301,4287,"4,141","3,875",4228
Bay of Plenty,European or Other,80-84,Female,3606,3590,"3,442","3,252",3210
Bay of Plenty,European or Other,80-84,Male,3111,3095,"2,953","2,818",2866
Bay of Plenty,European or Other,85-89,Female,1964,1942,"1,841","1,719",1980
Bay of Plenty,European or Other,85-89,Male,1575,1563,"1,450","1,379",1477
Bay of Plenty,European or Other,90+,Female,1394,1377,"1,190","1,156",1302
Bay of Plenty,European or Other,90+,Male,849,835,719,693,724
Bay of Plenty,Maori,12-17,Female,3115,2864,75,<5,3622
Bay of Plenty,Maori,12-17,Male,3205,2943,89,<5,3776
Bay of Plenty,Maori,18-24,Female,2890,2730,"1,854",632,3533
Bay of Plenty,Maori,18-24,Male,2929,2702,"1,734",476,3413
Bay of Plenty,Maori,25-29,Female,1922,1803,"1,240",477,2388
Bay of Plenty,Maori,25-29,Male,1777,1638,"1,069",292,2195
Bay of Plenty,Maori,30-34,Female,1729,1649,"1,196",510,2116
Bay of Plenty,Maori,30-34,Male,1623,1507,"1,031",375,1894
Bay of Plenty,Maori,35-39,Female,1606,1533,"1,204",590,1916
Bay of Plenty,Maori,35-39,Male,1402,1313,964,394,1674
Bay of Plenty,Maori,40-44,Female,1627,1574,"1,270",690,1834
Bay of Plenty,Maori,40-44,Male,1399,1336,"1,060",509,1639
Bay of Plenty,Maori,45-49,Female,1623,1583,"1,376",838,1896
Bay of Plenty,Maori,45-49,Male,1437,1384,"1,140",638,1638
Bay of Plenty,Maori,5-11,Female,1164,39,NA,NA,4612
Bay of Plenty,Maori,5-11,Male,1274,32,NA,NA,5049
Bay of Plenty,Maori,50-54,Female,1608,1575,"1,400",918,1746
Bay of Plenty,Maori,50-54,Male,1411,1361,"1,194",748,1564
Bay of Plenty,Maori,55-59,Female,1607,1578,"1,428","1,048",1790
Bay of Plenty,Maori,55-59,Male,1341,1310,"1,156",839,1525
Bay of Plenty,Maori,60-64,Female,1435,1417,"1,311","1,054",1514
Bay of Plenty,Maori,60-64,Male,1209,1187,"1,111",909,1172
Bay of Plenty,Maori,65-69,Female,1141,1130,"1,049",897,1077
Bay of Plenty,Maori,65-69,Male,911,900,849,733,947
Bay of Plenty,Maori,70-74,Female,755,749,699,623,730
Bay of Plenty,Maori,70-74,Male,695,686,647,575,633
Bay of Plenty,Maori,75-79,Female,434,427,403,362,435
Bay of Plenty,Maori,75-79,Male,381,377,356,320,342
Bay of Plenty,Maori,80-84,Female,292,284,259,226,278
Bay of Plenty,Maori,80-84,Male,187,185,172,160,180
Bay of Plenty,Maori,85-89,Female,132,128,113,98,126
Bay of Plenty,Maori,85-89,Male,82,80,75,71,72
Bay of Plenty,Maori,90+,Female,57,54,46,41,50
Bay of Plenty,Maori,90+,Male,20,19,17,15,18
Bay of Plenty,Pacific Peoples,12-17,Female,228,216,7,<5,231
Bay of Plenty,Pacific Peoples,12-17,Male,274,262,7,<5,295
Bay of Plenty,Pacific Peoples,18-24,Female,261,255,204,77,254
Bay of Plenty,Pacific Peoples,18-24,Male,447,436,356,131,260
Bay of Plenty,Pacific Peoples,25-29,Female,201,196,161,88,173
Bay of Plenty,Pacific Peoples,25-29,Male,478,471,421,212,211
Bay of Plenty,Pacific Peoples,30-34,Female,196,191,163,85,188
Bay of Plenty,Pacific Peoples,30-34,Male,450,437,390,175,214
Bay of Plenty,Pacific Peoples,35-39,Female,155,151,136,73,147
Bay of Plenty,Pacific Peoples,35-39,Male,438,435,386,197,211
Bay of Plenty,Pacific Peoples,40-44,Female,157,153,136,86,169
Bay of Plenty,Pacific Peoples,40-44,Male,338,329,290,152,186
Bay of Plenty,Pacific Peoples,45-49,Female,147,146,137,80,134
Bay of Plenty,Pacific Peoples,45-49,Male,223,221,203,123,130
Bay of Plenty,Pacific Peoples,50-54,Female,121,119,111,76,126
Bay of Plenty,Pacific Peoples,50-54,Male,180,178,165,97,136
Bay of Plenty,Pacific Peoples,55-59,Female,114,114,107,81,102
Bay of Plenty,Pacific Peoples,55-59,Male,86,86,77,47,80
Bay of Plenty,Pacific Peoples,60-64,Female,70,69,61,52,67
Bay of Plenty,Pacific Peoples,60-64,Male,83,81,75,60,79
Bay of Plenty,Pacific Peoples,65-69,Female,50,50,49,40,51
Bay of Plenty,Pacific Peoples,65-69,Male,59,57,53,45,61
Bay of Plenty,Pacific Peoples,70-74,Female,50,49,47,43,52
Bay of Plenty,Pacific Peoples,70-74,Male,31,31,29,26,29
Bay of Plenty,Pacific Peoples,75-79,Female,37,37,32,26,35
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,21,17,23
Bay of Plenty,Pacific Peoples,80-84,Female,12,12,12,10,12
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,10,7,12
Bay of Plenty,Unknown,12-17,Female,12,11,<5,<5,5
Bay of Plenty,Unknown,18-24,Female,21,18,17,<5,5
Bay of Plenty,Unknown,18-24,Male,28,28,25,8,8
Bay of Plenty,Unknown,25-29,Female,52,52,46,13,9
Bay of Plenty,Unknown,25-29,Male,76,74,68,17,13
Bay of Plenty,Unknown,30-34,Female,37,37,32,18,8
Bay of Plenty,Unknown,30-34,Male,67,64,62,30,12
Bay of Plenty,Unknown,35-39,Female,36,34,32,19,7
Bay of Plenty,Unknown,35-39,Male,62,62,55,28,9
Bay of Plenty,Unknown,40-44,Female,23,22,20,10,8
Bay of Plenty,Unknown,40-44,Male,60,59,58,31,18
Bay of Plenty,Unknown,45-49,Female,13,12,11,6,6
Bay of Plenty,Unknown,45-49,Male,49,49,42,28,21
Bay of Plenty,Unknown,50-54,Female,18,18,14,6,7
Bay of Plenty,Unknown,50-54,Male,35,35,32,21,19
Bay of Plenty,Unknown,55-59,Female,12,12,12,9,6
Bay of Plenty,Unknown,55-59,Male,61,60,50,30,19
Bay of Plenty,Unknown,60-64,Female,19,18,18,6,10
Bay of Plenty,Unknown,60-64,Male,32,31,27,17,15
Bay of Plenty,Unknown,65-69,Female,7,7,5,<5,10
Bay of Plenty,Unknown,65-69,Male,19,19,16,13,9
Bay of Plenty,Unknown,70-74,Male,18,18,15,13,19
Bay of Plenty,Unknown,75-79,Female,8,8,8,5,5
Bay of Plenty,Unknown,75-79,Male,11,11,10,9,9
Canterbury,Asian,12-17,Female,2348,2301,55,<5,2178
Canterbury,Asian,12-17,Male,2619,2571,80,<5,2286
Canterbury,Asian,18-24,Female,2762,2751,"2,625","1,712",2347
Canterbury,Asian,18-24,Male,3533,3506,"3,237","1,678",2462
Canterbury,Asian,18-24,Unknown/Other,45,44,43,16,11
Canterbury,Asian,25-29,Female,3343,3327,"3,161","1,953",3186
Canterbury,Asian,25-29,Male,4032,4009,"3,809","1,828",3111
Canterbury,Asian,25-29,Unknown/Other,75,75,72,33,8
Canterbury,Asian,30-34,Female,4637,4607,"4,367","2,842",4229
Canterbury,Asian,30-34,Male,4417,4396,"4,230","2,382",3730
Canterbury,Asian,30-34,Unknown/Other,29,29,28,14,6
Canterbury,Asian,35-39,Female,4245,4217,"4,052","2,780",4047
Canterbury,Asian,35-39,Male,4199,4180,"4,036","2,624",3696
Canterbury,Asian,35-39,Unknown/Other,24,24,21,12,7
Canterbury,Asian,40-44,Female,3215,3206,"3,075","2,185",2851
Canterbury,Asian,40-44,Male,3203,3190,"3,103","2,090",2646
Canterbury,Asian,40-44,Unknown/Other,10,10,10,5,6
Canterbury,Asian,45-49,Female,2283,2273,"2,187","1,660",2126
Canterbury,Asian,45-49,Male,2195,2181,"2,103","1,453",1857
Canterbury,Asian,5-11,Female,2680,22,NA,NA,3601
Canterbury,Asian,5-11,Male,2589,43,NA,NA,3595
Canterbury,Asian,50-54,Female,1780,1770,"1,700","1,297",1537
Canterbury,Asian,50-54,Male,1555,1550,"1,505","1,093",1309
Canterbury,Asian,55-59,Female,1263,1252,"1,216",959,1275
Canterbury,Asian,55-59,Male,1003,1000,965,770,972
Canterbury,Asian,60-64,Female,1200,1195,"1,155",920,1294
Canterbury,Asian,60-64,Male,837,834,802,659,852
Canterbury,Asian,65-69,Female,1051,1042,"1,006",784,996
Canterbury,Asian,65-69,Male,751,747,725,597,834
Canterbury,Asian,70-74,Female,554,549,533,444,516
Canterbury,Asian,70-74,Male,544,539,528,435,476
Canterbury,Asian,75-79,Female,262,260,246,200,287
Canterbury,Asian,75-79,Male,229,227,217,189,241
Canterbury,Asian,80-84,Female,185,184,173,150,184
Canterbury,Asian,80-84,Male,148,147,140,119,154
Canterbury,Asian,85-89,Female,95,93,88,77,79
Canterbury,Asian,85-89,Male,67,65,59,52,64
Canterbury,Asian,90+,Female,44,44,35,31,35
Canterbury,Asian,90+,Male,26,26,23,16,28
Canterbury,European or Other,12-17,Female,13906,13627,370,7,14303
Canterbury,European or Other,12-17,Male,14592,14255,436,13,14863
Canterbury,European or Other,12-17,Unknown/Other,6,6,<5,<5,7
Canterbury,European or Other,18-24,Female,18119,17992,"16,716","10,952",18420
Canterbury,European or Other,18-24,Male,19037,18838,"16,900","8,911",19271
Canterbury,European or Other,18-24,Unknown/Other,17,17,15,9,13
Canterbury,European or Other,25-29,Female,12960,12831,"11,789","7,552",14413
Canterbury,European or Other,25-29,Male,13244,13032,"11,517","6,075",14024
Canterbury,European or Other,25-29,Unknown/Other,24,23,20,12,20
Canterbury,European or Other,30-34,Female,13719,13562,"12,439","8,199",14097
Canterbury,European or Other,30-34,Male,13881,13649,"12,144","6,781",13919
Canterbury,European or Other,30-34,Unknown/Other,24,24,20,15,7
Canterbury,European or Other,35-39,Female,12133,12031,"11,225","7,965",12782
Canterbury,European or Other,35-39,Male,12164,11983,"10,898","6,840",12323
Canterbury,European or Other,35-39,Unknown/Other,10,10,10,7,5
Canterbury,European or Other,40-44,Female,12151,12047,"11,340","8,714",12889
Canterbury,European or Other,40-44,Male,11459,11305,"10,504","7,207",12314
Canterbury,European or Other,40-44,Unknown/Other,8,8,7,7,7
Canterbury,European or Other,45-49,Female,13867,13758,"13,152","10,582",15519
Canterbury,European or Other,45-49,Male,13029,12907,"12,125","8,999",14433
Canterbury,European or Other,5-11,Female,9536,122,NA,NA,15936
Canterbury,European or Other,5-11,Male,10018,117,NA,NA,16684
Canterbury,European or Other,50-54,Female,15347,15259,"14,580","12,189",15684
Canterbury,European or Other,50-54,Male,14908,14788,"14,047","10,987",15302
Canterbury,European or Other,55-59,Female,15146,15063,"14,494","12,594",15922
Canterbury,European or Other,55-59,Male,14676,14574,"13,907","11,578",15603
Canterbury,European or Other,60-64,Female,14545,14475,"13,987","12,554",14458
Canterbury,European or Other,60-64,Male,14319,14239,"13,728","12,037",14215
Canterbury,European or Other,65-69,Female,12590,12545,"12,154","11,174",12622
Canterbury,European or Other,65-69,Male,12104,12048,"11,614","10,645",12116
Canterbury,European or Other,70-74,Female,11687,11649,"11,286","10,635",11648
Canterbury,European or Other,70-74,Male,10856,10810,"10,426","9,823",10748
Canterbury,European or Other,75-79,Female,8663,8628,"8,341","7,936",8212
Canterbury,European or Other,75-79,Male,7753,7720,"7,385","7,065",7310
Canterbury,European or Other,80-84,Female,6534,6496,"6,233","5,966",5990
Canterbury,European or Other,80-84,Male,5283,5233,"4,968","4,759",4678
Canterbury,European or Other,85-89,Female,3947,3900,"3,655","3,515",3860
Canterbury,European or Other,85-89,Male,2777,2743,"2,544","2,437",2644
Canterbury,European or Other,90+,Female,2983,2914,"2,585","2,502",2642
Canterbury,European or Other,90+,Male,1573,1542,"1,359","1,322",1332
Canterbury,Maori,12-17,Female,2670,2544,85,<5,2695
Canterbury,Maori,12-17,Male,2764,2651,77,<5,2831
Canterbury,Maori,18-24,Female,3009,2931,"2,422","1,234",3214
Canterbury,Maori,18-24,Male,2967,2869,"2,227",931,3147
Canterbury,Maori,25-29,Female,1876,1819,"1,461",768,2108
Canterbury,Maori,25-29,Male,1877,1806,"1,350",584,2139
Canterbury,Maori,30-34,Female,1748,1690,"1,359",756,1858
Canterbury,Maori,30-34,Male,1692,1626,"1,224",587,1768
Canterbury,Maori,35-39,Female,1293,1264,"1,049",633,1356
Canterbury,Maori,35-39,Male,1289,1242,981,481,1359
Canterbury,Maori,40-44,Female,1272,1243,"1,069",729,1371
Canterbury,Maori,40-44,Male,1169,1145,939,549,1270
