DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Auckland Metro,European or Other,35-39,Female,22507,17513,26776,841,654
Auckland Metro,European or Other,35-39,Male,22340,16828,25747,868,654
Auckland Metro,European or Other,35-39,Unknown/Other,29,22,25,1160,880
Auckland Metro,European or Other,40-44,Female,22699,18698,26491,857,706
Auckland Metro,European or Other,40-44,Male,22452,17846,25512,880,700
Auckland Metro,European or Other,40-44,Unknown/Other,24,18,11,2182,1636
Auckland Metro,European or Other,45-49,Female,25743,21919,30170,853,727
Auckland Metro,European or Other,45-49,Male,25369,20746,29821,851,696
Auckland Metro,European or Other,45-49,Unknown/Other,14,12,11,1273,1091
Auckland Metro,European or Other,50-54,Female,26691,23454,29297,911,801
Auckland Metro,European or Other,50-54,Male,27481,23553,30226,909,779
Auckland Metro,European or Other,50-54,Unknown/Other,22,18,12,1833,1500
Auckland Metro,European or Other,55-59,Female,25373,22964,28531,889,805
Auckland Metro,European or Other,55-59,Male,26625,23620,29601,899,798
Auckland Metro,European or Other,55-59,Unknown/Other,7,6,5,1400,1200
Auckland Metro,European or Other,60-64,Female,23129,21359,24673,937,866
Auckland Metro,European or Other,60-64,Male,24032,21965,25572,940,859
Auckland Metro,European or Other,60-64,Unknown/Other,6,0,5,1200,600
Auckland Metro,European or Other,65-69,Female,19701,18657,21180,930,881
Auckland Metro,European or Other,65-69,Male,19435,18320,20963,927,874
Auckland Metro,European or Other,70-74,Female,18589,17773,19883,935,894
Auckland Metro,European or Other,70-74,Male,17786,17082,18843,944,907
Auckland Metro,European or Other,75-79,Female,14458,13885,15000,964,926
Auckland Metro,European or Other,75-79,Male,12921,12474,13444,961,928
Auckland Metro,European or Other,80-84,Female,10652,10293,10658,999,966
Auckland Metro,European or Other,80-84,Male,8695,8446,8631,1007,979
Auckland Metro,European or Other,85-89,Female,6409,6115,6754,949,905
Auckland Metro,European or Other,85-89,Male,4518,4376,4780,945,915
Auckland Metro,European or Other,90+,Female,4864,4552,5173,940,880
Auckland Metro,European or Other,90+,Male,2526,2387,2555,989,934
Auckland Metro,Maori,12-15,Female,4556,2655,6685,682,397
Auckland Metro,Maori,12-15,Male,4701,2669,7027,669,380
Auckland Metro,Maori,16-19,Female,4081,2421,6115,667,396
Auckland Metro,Maori,16-19,Male,4035,2423,6254,645,387
Auckland Metro,Maori,20-24,Female,5098,2982,8264,617,361
Auckland Metro,Maori,20-24,Male,4895,2567,7710,635,333
Auckland Metro,Maori,25-29,Female,4846,2902,8224,589,353
Auckland Metro,Maori,25-29,Male,4532,2496,7172,632,348
Auckland Metro,Maori,30-34,Female,4450,2784,6800,654,409
Auckland Metro,Maori,30-34,Male,3945,2285,5793,681,394
Auckland Metro,Maori,35-39,Female,3741,2545,5276,709,482
Auckland Metro,Maori,35-39,Male,3083,1959,4532,680,432
Auckland Metro,Maori,40-44,Female,3726,2713,4999,745,543
Auckland Metro,Maori,40-44,Male,3245,2242,4335,749,517
Auckland Metro,Maori,45-49,Female,4215,3306,5483,769,603
Auckland Metro,Maori,45-49,Male,3577,2672,4694,762,569
Auckland Metro,Maori,50-54,Female,4266,3485,5077,840,686
Auckland Metro,Maori,50-54,Male,3638,2889,4270,852,677
Auckland Metro,Maori,55-59,Female,3788,3266,4545,833,719
Auckland Metro,Maori,55-59,Male,3372,2843,3908,863,727
Auckland Metro,Maori,60-64,Female,3131,2791,3373,928,827
Auckland Metro,Maori,60-64,Male,2554,2277,2670,957,853
Auckland Metro,Maori,65-69,Female,2129,1936,2311,921,838
Auckland Metro,Maori,65-69,Male,1616,1473,1758,919,838
Auckland Metro,Maori,70-74,Female,1355,1278,1405,964,910
Auckland Metro,Maori,70-74,Male,1059,996,1084,977,919
Auckland Metro,Maori,75-79,Female,715,657,799,895,822
Auckland Metro,Maori,75-79,Male,582,540,583,998,926
Auckland Metro,Maori,80-84,Female,478,427,518,923,824
Auckland Metro,Maori,80-84,Male,298,278,320,931,869
Auckland Metro,Maori,85-89,Female,184,164,207,889,792
Auckland Metro,Maori,85-89,Male,97,90,96,1010,938
Auckland Metro,Maori,90+,Female,82,72,78,1051,923
Auckland Metro,Maori,90+,Male,21,18,18,1167,1000
Auckland Metro,Pacific Peoples,12-15,Female,7133,4330,9039,789,479
Auckland Metro,Pacific Peoples,12-15,Male,7220,4310,9459,763,456
Auckland Metro,Pacific Peoples,12-15,Unknown/Other,10,5,6,1667,833
Auckland Metro,Pacific Peoples,16-19,Female,7038,4753,9136,770,520
Auckland Metro,Pacific Peoples,16-19,Male,6623,4296,9254,716,464
Auckland Metro,Pacific Peoples,20-24,Female,8701,5649,12129,717,466
Auckland Metro,Pacific Peoples,20-24,Male,7868,4585,11228,701,408
Auckland Metro,Pacific Peoples,20-24,Unknown/Other,48,30,14,3429,2143
Auckland Metro,Pacific Peoples,25-29,Female,8103,5250,11606,698,452
Auckland Metro,Pacific Peoples,25-29,Male,7418,4339,10513,706,413
Auckland Metro,Pacific Peoples,25-29,Unknown/Other,27,15,5,5400,3000
Auckland Metro,Pacific Peoples,30-34,Female,7216,5003,9498,760,527
Auckland Metro,Pacific Peoples,30-34,Male,6794,4368,8785,773,497
Auckland Metro,Pacific Peoples,35-39,Female,6606,4936,8206,805,602
Auckland Metro,Pacific Peoples,35-39,Male,6260,4533,7899,793,574
Auckland Metro,Pacific Peoples,35-39,Unknown/Other,12,0,7,1714,571
Auckland Metro,Pacific Peoples,40-44,Female,6493,5277,7725,841,683
Auckland Metro,Pacific Peoples,40-44,Male,6181,4780,7254,852,659
Auckland Metro,Pacific Peoples,40-44,Unknown/Other,17,14,5,3400,2800
Auckland Metro,Pacific Peoples,45-49,Female,6399,5402,7433,861,727
Auckland Metro,Pacific Peoples,45-49,Male,5875,4765,6951,845,686
Auckland Metro,Pacific Peoples,45-49,Unknown/Other,9,6,5,1800,1200
Auckland Metro,Pacific Peoples,50-54,Female,6430,5501,7554,851,728
Auckland Metro,Pacific Peoples,50-54,Male,6053,5153,6822,887,755
Auckland Metro,Pacific Peoples,55-59,Female,5820,5157,6421,906,803
Auckland Metro,Pacific Peoples,55-59,Male,5357,4703,5865,913,802
Auckland Metro,Pacific Peoples,60-64,Female,4527,4081,5050,896,808
Auckland Metro,Pacific Peoples,60-64,Male,4164,3827,4488,928,853
Auckland Metro,Pacific Peoples,65-69,Female,3387,3108,3791,893,820
Auckland Metro,Pacific Peoples,65-69,Male,3109,2892,3460,899,836
Auckland Metro,Pacific Peoples,70-74,Female,2476,2270,2754,899,824
Auckland Metro,Pacific Peoples,70-74,Male,2104,1976,2391,880,826
Auckland Metro,Pacific Peoples,75-79,Female,1621,1454,1854,874,784
Auckland Metro,Pacific Peoples,75-79,Male,1215,1113,1347,902,826
Auckland Metro,Pacific Peoples,80-84,Female,944,833,1075,878,775
Auckland Metro,Pacific Peoples,80-84,Male,596,540,727,820,743
Auckland Metro,Pacific Peoples,85-89,Female,410,364,566,724,643
Auckland Metro,Pacific Peoples,85-89,Male,225,196,269,836,729
Auckland Metro,Pacific Peoples,90+,Female,178,149,250,712,596
Auckland Metro,Pacific Peoples,90+,Male,65,51,84,774,607
Auckland Metro,Unknown,12-15,Female,177,96,61,2902,1574
Auckland Metro,Unknown,12-15,Male,184,92,35,5257,2629
Auckland Metro,Unknown,16-19,Female,222,152,48,4625,3167
Auckland Metro,Unknown,16-19,Male,200,121,28,7143,4321
Auckland Metro,Unknown,20-24,Female,322,229,93,3462,2462
Auckland Metro,Unknown,20-24,Male,427,276,95,4495,2905
Auckland Metro,Unknown,25-29,Female,620,457,141,4397,3241
Auckland Metro,Unknown,25-29,Male,698,494,140,4986,3529
Auckland Metro,Unknown,25-29,Unknown/Other,201,169,6,33500,28167
Auckland Metro,Unknown,30-34,Female,575,442,139,4137,3180
Auckland Metro,Unknown,30-34,Male,906,668,197,4599,3391
Auckland Metro,Unknown,30-34,Unknown/Other,203,158,9,22556,17556
Auckland Metro,Unknown,35-39,Female,404,312,141,2865,2213
Auckland Metro,Unknown,35-39,Male,905,655,287,3153,2282
Auckland Metro,Unknown,35-39,Unknown/Other,144,112,6,24000,18667
Auckland Metro,Unknown,40-44,Female,311,245,160,1944,1531
Auckland Metro,Unknown,40-44,Male,715,564,287,2491,1965
Auckland Metro,Unknown,45-49,Female,273,202,113,2416,1788
Auckland Metro,Unknown,45-49,Male,656,500,330,1988,1515
Auckland Metro,Unknown,50-54,Female,233,183,112,2080,1634
Auckland Metro,Unknown,50-54,Male,614,475,350,1754,1357
Auckland Metro,Unknown,55-59,Female,191,160,136,1404,1176
Auckland Metro,Unknown,55-59,Male,579,456,378,1532,1206
Auckland Metro,Unknown,60-64,Female,216,185,125,1728,1480
Auckland Metro,Unknown,60-64,Male,461,390,329,1401,1185
Auckland Metro,Unknown,65-69,Female,189,159,129,1465,1233
Auckland Metro,Unknown,65-69,Male,337,298,259,1301,1151
Auckland Metro,Unknown,70-74,Female,155,132,132,1174,1000
Auckland Metro,Unknown,70-74,Male,215,194,196,1097,990
Auckland Metro,Unknown,75-79,Female,83,73,95,874,768
Auckland Metro,Unknown,75-79,Male,104,98,110,945,891
Auckland Metro,Unknown,80-84,Female,62,59,69,899,855
Auckland Metro,Unknown,80-84,Male,57,49,51,1118,961
Auckland Metro,Unknown,85-89,Female,46,41,58,793,707
Auckland Metro,Unknown,85-89,Male,16,16,27,593,593
Auckland Metro,Unknown,90+,Female,29,23,23,1261,1000
Auckland Metro,Unknown,90+,Male,21,18,20,1050,900
Bay of Plenty,Asian,12-15,Female,348,170,380,916,447
Bay of Plenty,Asian,12-15,Male,392,195,421,931,463
Bay of Plenty,Asian,16-19,Female,318,159,289,1100,550
Bay of Plenty,Asian,16-19,Male,349,186,305,1144,610
Bay of Plenty,Asian,20-24,Female,399,230,353,1130,652
Bay of Plenty,Asian,20-24,Male,878,444,546,1608,813
Bay of Plenty,Asian,25-29,Female,922,602,948,973,635
Bay of Plenty,Asian,25-29,Male,1494,852,1083,1380,787
Bay of Plenty,Asian,30-34,Female,1210,811,1117,1083,726
Bay of Plenty,Asian,30-34,Male,1278,817,1026,1246,796
Bay of Plenty,Asian,35-39,Female,934,636,919,1016,692
Bay of Plenty,Asian,35-39,Male,900,597,739,1218,808
Bay of Plenty,Asian,40-44,Female,713,508,678,1052,749
Bay of Plenty,Asian,40-44,Male,691,472,604,1144,781
Bay of Plenty,Asian,45-49,Female,588,444,556,1058,799
Bay of Plenty,Asian,45-49,Male,523,387,407,1285,951
Bay of Plenty,Asian,50-54,Female,392,332,399,982,832
Bay of Plenty,Asian,50-54,Male,359,280,318,1129,881
Bay of Plenty,Asian,55-59,Female,343,297,328,1046,905
Bay of Plenty,Asian,55-59,Male,242,208,240,1008,867
Bay of Plenty,Asian,60-64,Female,285,251,313,911,802
Bay of Plenty,Asian,60-64,Male,173,154,206,840,748
Bay of Plenty,Asian,65-69,Female,229,206,249,920,827
Bay of Plenty,Asian,65-69,Male,191,166,192,995,865
Bay of Plenty,Asian,70-74,Female,152,141,157,968,898
Bay of Plenty,Asian,70-74,Male,116,108,132,879,818
Bay of Plenty,Asian,75-79,Female,63,56,73,863,767
Bay of Plenty,Asian,75-79,Male,64,53,63,1016,841
Bay of Plenty,Asian,80-84,Female,42,33,45,933,733
Bay of Plenty,Asian,80-84,Male,35,32,42,833,762
Bay of Plenty,Asian,85-89,Female,9,7,9,1000,778
Bay of Plenty,Asian,85-89,Male,13,11,14,929,786
Bay of Plenty,European or Other,12-15,Female,2644,1342,3739,707,359
Bay of Plenty,European or Other,12-15,Male,2754,1369,3990,690,343
Bay of Plenty,European or Other,16-19,Female,2492,1300,3257,765,399
Bay of Plenty,European or Other,16-19,Male,2533,1228,3453,734,356
Bay of Plenty,European or Other,20-24,Female,2500,1368,3592,696,381
Bay of Plenty,European or Other,20-24,Male,2512,1091,3718,676,293
Bay of Plenty,European or Other,25-29,Female,3013,1687,4548,662,371
Bay of Plenty,European or Other,25-29,Male,2781,1291,4018,692,321
Bay of Plenty,European or Other,25-29,Unknown/Other,5,0,8,625,375
Bay of Plenty,European or Other,30-34,Female,3868,2125,5173,748,411
Bay of Plenty,European or Other,30-34,Male,3364,1734,4364,771,397
Bay of Plenty,European or Other,35-39,Female,3936,2349,4998,788,470
Bay of Plenty,European or Other,35-39,Male,3474,1848,4396,790,420
Bay of Plenty,European or Other,40-44,Female,3925,2664,4905,800,543
Bay of Plenty,European or Other,40-44,Male,3534,2282,4551,777,501
Bay of Plenty,European or Other,45-49,Female,4605,3381,6005,767,563
Bay of Plenty,European or Other,45-49,Male,4286,2954,5473,783,540
Bay of Plenty,European or Other,50-54,Female,5308,4286,6249,849,686
Bay of Plenty,European or Other,50-54,Male,4752,3646,5645,842,646
Bay of Plenty,European or Other,55-59,Female,5549,4739,6542,848,724
Bay of Plenty,European or Other,55-59,Male,5220,4328,6142,850,705
Bay of Plenty,European or Other,60-64,Female,5858,5257,6497,902,809
Bay of Plenty,European or Other,60-64,Male,5337,4666,6024,886,775
Bay of Plenty,European or Other,65-69,Female,5854,5475,6364,920,860
Bay of Plenty,European or Other,65-69,Male,5414,5017,5918,915,848
Bay of Plenty,European or Other,70-74,Female,5740,5433,6119,938,888
Bay of Plenty,European or Other,70-74,Male,5374,5065,5809,925,872
Bay of Plenty,European or Other,75-79,Female,4438,4208,4782,928,880
Bay of Plenty,European or Other,75-79,Male,4051,3834,4228,958,907
Bay of Plenty,European or Other,80-84,Female,3277,3146,3210,1021,980
Bay of Plenty,European or Other,80-84,Male,2897,2756,2866,1011,962
Bay of Plenty,European or Other,85-89,Female,1828,1700,1980,923,859
Bay of Plenty,European or Other,85-89,Male,1424,1351,1477,964,915
Bay of Plenty,European or Other,90+,Female,1205,1125,1302,925,864
Bay of Plenty,European or Other,90+,Male,746,694,724,1030,959
Bay of Plenty,Maori,12-15,Female,1147,463,2540,452,182
Bay of Plenty,Maori,12-15,Male,1216,505,2634,462,192
Bay of Plenty,Maori,16-19,Female,1045,510,2146,487,238
Bay of Plenty,Maori,16-19,Male,1020,462,2199,464,210
Bay of Plenty,Maori,20-24,Female,1047,465,2469,424,188
Bay of Plenty,Maori,20-24,Male,1021,407,2356,433,173
Bay of Plenty,Maori,25-29,Female,1015,502,2388,425,210
Bay of Plenty,Maori,25-29,Male,928,402,2195,423,183
Bay of Plenty,Maori,30-34,Female,1007,485,2116,476,229
Bay of Plenty,Maori,30-34,Male,898,406,1894,474,214
Bay of Plenty,Maori,35-39,Female,1099,616,1916,574,322
Bay of Plenty,Maori,35-39,Male,866,428,1674,517,256
Bay of Plenty,Maori,40-44,Female,1146,715,1834,625,390
Bay of Plenty,Maori,40-44,Male,968,561,1639,591,342
Bay of Plenty,Maori,45-49,Female,1325,916,1896,699,483
Bay of Plenty,Maori,45-49,Male,1061,653,1638,648,399
Bay of Plenty,Maori,50-54,Female,1303,955,1746,746,547
Bay of Plenty,Maori,50-54,Male,1142,808,1564,730,517
Bay of Plenty,Maori,55-59,Female,1377,1108,1790,769,619
Bay of Plenty,Maori,55-59,Male,1133,886,1525,743,581
Bay of Plenty,Maori,60-64,Female,1301,1089,1514,859,719
Bay of Plenty,Maori,60-64,Male,1072,911,1172,915,777
Bay of Plenty,Maori,65-69,Female,1013,905,1077,941,840
Bay of Plenty,Maori,65-69,Male,824,749,947,870,791
Bay of Plenty,Maori,70-74,Female,690,621,730,945,851
Bay of Plenty,Maori,70-74,Male,611,544,633,965,859
Bay of Plenty,Maori,75-79,Female,356,321,435,818,738
Bay of Plenty,Maori,75-79,Male,339,315,342,991,921
Bay of Plenty,Maori,80-84,Female,264,239,278,950,860
Bay of Plenty,Maori,80-84,Male,170,159,180,944,883
Bay of Plenty,Maori,85-89,Female,113,101,126,897,802
Bay of Plenty,Maori,85-89,Male,63,54,72,875,750
Bay of Plenty,Maori,90+,Female,41,37,50,820,740
Bay of Plenty,Maori,90+,Male,19,15,18,1056,833
Bay of Plenty,Pacific Peoples,12-15,Female,102,38,164,622,232
Bay of Plenty,Pacific Peoples,12-15,Male,111,46,202,550,228
Bay of Plenty,Pacific Peoples,16-19,Female,92,49,146,630,336
Bay of Plenty,Pacific Peoples,16-19,Male,131,56,156,840,359
Bay of Plenty,Pacific Peoples,20-24,Female,119,59,175,680,337
Bay of Plenty,Pacific Peoples,20-24,Male,242,168,197,1228,853
Bay of Plenty,Pacific Peoples,25-29,Female,138,93,173,798,538
Bay of Plenty,Pacific Peoples,25-29,Male,401,309,211,1900,1464
Bay of Plenty,Pacific Peoples,30-34,Female,157,90,188,835,479
Bay of Plenty,Pacific Peoples,30-34,Male,348,257,214,1626,1201
Bay of Plenty,Pacific Peoples,35-39,Female,123,75,147,837,510
Bay of Plenty,Pacific Peoples,35-39,Male,345,262,211,1635,1242
Bay of Plenty,Pacific Peoples,40-44,Female,132,101,169,781,598
Bay of Plenty,Pacific Peoples,40-44,Male,266,215,186,1430,1156
Bay of Plenty,Pacific Peoples,45-49,Female,128,86,134,955,642
Bay of Plenty,Pacific Peoples,45-49,Male,176,144,130,1354,1108
Bay of Plenty,Pacific Peoples,50-54,Female,99,82,126,786,651
Bay of Plenty,Pacific Peoples,50-54,Male,150,110,136,1103,809
Bay of Plenty,Pacific Peoples,55-59,Female,100,82,102,980,804
Bay of Plenty,Pacific Peoples,55-59,Male,76,62,80,950,775
Bay of Plenty,Pacific Peoples,60-64,Female,55,48,67,821,716
Bay of Plenty,Pacific Peoples,60-64,Male,76,62,79,962,785
Bay of Plenty,Pacific Peoples,65-69,Female,54,47,51,1059,922
Bay of Plenty,Pacific Peoples,65-69,Male,48,40,61,787,656
Bay of Plenty,Pacific Peoples,70-74,Female,39,37,52,750,712
Bay of Plenty,Pacific Peoples,70-74,Male,27,24,29,931,828
Bay of Plenty,Pacific Peoples,75-79,Female,33,30,35,943,857
Bay of Plenty,Pacific Peoples,75-79,Male,20,18,23,870,783
Bay of Plenty,Pacific Peoples,80-84,Female,12,10,12,1000,833
Bay of Plenty,Pacific Peoples,80-84,Male,9,8,12,750,667
Bay of Plenty,Unknown,20-24,Male,22,13,6,3667,2167
Bay of Plenty,Unknown,25-29,Female,33,16,9,3667,1778
Bay of Plenty,Unknown,25-29,Male,57,38,13,4385,2923
Bay of Plenty,Unknown,30-34,Female,26,17,8,3250,2125
Bay of Plenty,Unknown,30-34,Male,47,25,12,3917,2083
Bay of Plenty,Unknown,35-39,Female,18,16,7,2571,2286
Bay of Plenty,Unknown,35-39,Male,50,36,9,5556,4000
Bay of Plenty,Unknown,40-44,Female,20,16,8,2500,2000
Bay of Plenty,Unknown,40-44,Male,56,36,18,3111,2000
Bay of Plenty,Unknown,45-49,Female,8,5,6,1333,833
Bay of Plenty,Unknown,45-49,Male,30,21,21,1429,1000
Bay of Plenty,Unknown,50-54,Female,9,7,7,1286,1000
Bay of Plenty,Unknown,50-54,Male,38,30,19,2000,1579
Bay of Plenty,Unknown,55-59,Female,9,8,6,1500,1333
Bay of Plenty,Unknown,55-59,Male,38,29,19,2000,1526
Bay of Plenty,Unknown,60-64,Female,16,10,10,1600,1000
Bay of Plenty,Unknown,60-64,Male,23,21,15,1533,1400
Bay of Plenty,Unknown,65-69,Female,7,6,10,700,600
Bay of Plenty,Unknown,65-69,Male,16,14,9,1778,1556
Bay of Plenty,Unknown,70-74,Male,21,16,19,1105,842
Bay of Plenty,Unknown,75-79,Female,6,6,5,1200,1200
Bay of Plenty,Unknown,75-79,Male,9,8,9,1000,889
Canterbury,Asian,12-15,Female,1367,610,1488,919,410
Canterbury,Asian,12-15,Male,1413,619,1601,883,387
Canterbury,Asian,16-19,Female,1272,653,1264,1006,517
Canterbury,Asian,16-19,Male,1435,665,1318,1089,505
Canterbury,Asian,20-24,Female,1805,1103,1773,1018,622
Canterbury,Asian,20-24,Male,2281,1211,1829,1247,662
Canterbury,Asian,20-24,Unknown/Other,42,29,7,6000,4143
Canterbury,Asian,25-29,Female,3094,2050,3186,971,643
Canterbury,Asian,25-29,Male,3574,2149,3111,1149,691
Canterbury,Asian,25-29,Unknown/Other,75,57,8,9375,7125
Canterbury,Asian,30-34,Female,4066,2829,4229,961,669
Canterbury,Asian,30-34,Male,3987,2662,3730,1069,714
Canterbury,Asian,30-34,Unknown/Other,34,28,6,5667,4667
Canterbury,Asian,35-39,Female,3801,2531,4047,939,625
Canterbury,Asian,35-39,Male,3746,2484,3696,1014,672
Canterbury,Asian,35-39,Unknown/Other,18,9,7,2571,1286
Canterbury,Asian,40-44,Female,2845,1918,2851,998,673
Canterbury,Asian,40-44,Male,2863,1827,2646,1082,690
Canterbury,Asian,40-44,Unknown/Other,13,6,6,2167,1000
Canterbury,Asian,45-49,Female,2088,1438,2126,982,676
Canterbury,Asian,45-49,Male,1980,1307,1857,1066,704
Canterbury,Asian,50-54,Female,1548,1204,1537,1007,783
Canterbury,Asian,50-54,Male,1416,1067,1309,1082,815
Canterbury,Asian,55-59,Female,1178,972,1275,924,762
Canterbury,Asian,55-59,Male,933,756,972,960,778
Canterbury,Asian,60-64,Female,1109,950,1294,857,734
Canterbury,Asian,60-64,Male,773,670,852,907,786
Canterbury,Asian,65-69,Female,921,795,996,925,798
Canterbury,Asian,65-69,Male,697,614,834,836,736
Canterbury,Asian,70-74,Female,508,445,516,984,862
Canterbury,Asian,70-74,Male,481,432,476,1011,908
Canterbury,Asian,75-79,Female,228,174,287,794,606
Canterbury,Asian,75-79,Male,202,181,241,838,751
Canterbury,Asian,80-84,Female,171,144,184,929,783
Canterbury,Asian,80-84,Male,138,118,154,896,766
Canterbury,Asian,85-89,Female,70,65,79,886,823
Canterbury,Asian,85-89,Male,50,44,64,781,688
Canterbury,Asian,90+,Female,36,29,35,1029,829
Canterbury,Asian,90+,Male,24,20,28,857,714
Canterbury,European or Other,12-15,Female,7541,3564,9585,787,372
Canterbury,European or Other,12-15,Male,8114,3904,10084,805,387
Canterbury,European or Other,16-19,Female,8292,4600,9984,831,461
Canterbury,European or Other,16-19,Male,8150,4083,10205,799,400
Canterbury,European or Other,16-19,Unknown/Other,5,0,5,1000,600
Canterbury,European or Other,20-24,Female,10722,6072,13154,815,462
Canterbury,European or Other,20-24,Male,10754,4957,13845,777,358
Canterbury,European or Other,20-24,Unknown/Other,7,0,12,583,250
Canterbury,European or Other,25-29,Female,10612,6164,14413,736,428
Canterbury,European or Other,25-29,Male,10208,5051,14024,728,360
Canterbury,European or Other,25-29,Unknown/Other,24,12,20,1200,600
Canterbury,European or Other,30-34,Female,11240,6604,14097,797,468
Canterbury,European or Other,30-34,Male,10931,5716,13919,785,411
Canterbury,European or Other,30-34,Unknown/Other,18,12,7,2571,1714
Canterbury,European or Other,35-39,Female,10576,6659,12782,827,521
Canterbury,European or Other,35-39,Male,9992,5638,12323,811,458
Canterbury,European or Other,35-39,Unknown/Other,11,7,5,2200,1400
Canterbury,European or Other,40-44,Female,11055,7620,12889,858,591
Canterbury,European or Other,40-44,Male,10039,6289,12314,815,511
Canterbury,European or Other,40-44,Unknown/Other,7,0,7,1000,571
Canterbury,European or Other,45-49,Female,12973,9432,15519,836,608
Canterbury,European or Other,45-49,Male,11900,7885,14433,824,546
Canterbury,European or Other,50-54,Female,14312,11492,15684,913,733
Canterbury,European or Other,50-54,Male,13647,10311,15302,892,674
Canterbury,European or Other,55-59,Female,14419,12214,15922,906,767
Canterbury,European or Other,55-59,Male,13813,11243,15603,885,721
Canterbury,European or Other,60-64,Female,13741,12236,14458,950,846
Canterbury,European or Other,60-64,Male,13407,11670,14215,943,821
Canterbury,European or Other,65-69,Female,12044,11085,12622,954,878
