Week ending,Group,DHB of service,Dose number,# doses administered
2021-04-04,Group 1,Northland,2,125
2021-04-04,Group 1,Other Sites,2,120
2021-04-04,Group 1,South Canterbury,1,49
2021-04-04,Group 1,South Canterbury,2,5
2021-04-04,Group 1,Southern,1,44
2021-04-04,Group 1,Southern,2,15
2021-04-04,Group 1,Taranaki,1,21
2021-04-04,Group 1,Taranaki,2,66
2021-04-04,Group 1,Waikato,1,80
2021-04-04,Group 1,Waikato,2,188
2021-04-04,Group 2,Auckland Metro,1,7676
2021-04-04,Group 2,Auckland Metro,2,1213
2021-04-04,Group 2,Bay of Plenty,1,354
2021-04-04,Group 2,Bay of Plenty,2,21
2021-04-04,Group 2,Canterbury,1,55
2021-04-04,Group 2,Canterbury,2,19
2021-04-04,Group 2,Capital & Coast and Hutt Valley,1,3482
2021-04-04,Group 2,Capital & Coast and Hutt Valley,2,40
2021-04-04,Group 2,Hawke's Bay,1,64
2021-04-04,Group 2,Lakes,1,45
2021-04-04,Group 2,Lakes,2,38
2021-04-04,Group 2,MidCentral,1,11
2021-04-04,Group 2,Nelson Marlborough,1,1257
2021-04-04,Group 2,Nelson Marlborough,2,90
2021-04-04,Group 2,Northland,1,190
2021-04-04,Group 2,Northland,2,7
2021-04-04,Group 2,Other Sites,1,1210
2021-04-04,Group 2,Other Sites,2,70
2021-04-04,Group 2,South Canterbury,1,459
2021-04-04,Group 2,South Canterbury,2,12
2021-04-04,Group 2,Southern,1,2417
2021-04-04,Group 2,Taranaki,1,303
2021-04-04,Group 2,Taranaki,2,88
2021-04-04,Group 2,Waikato,1,865
2021-04-04,Group 2,Waikato,2,383
2021-04-04,Group 2,Whanganui,1,90
2021-04-04,Group 3,Capital & Coast and Hutt Valley,1,17
2021-04-04,Group 3,Nelson Marlborough,1,678
2021-04-04,Group 3,Southern,1,12
2021-04-11,Group 1,Auckland Metro,1,1661
2021-04-11,Group 1,Auckland Metro,2,3197
2021-04-11,Group 1,Bay of Plenty,1,79
2021-04-11,Group 1,Bay of Plenty,2,165
2021-04-11,Group 1,Canterbury,1,684
2021-04-11,Group 1,Canterbury,2,701
2021-04-11,Group 1,Capital & Coast and Hutt Valley,1,548
2021-04-11,Group 1,Capital & Coast and Hutt Valley,2,51
2021-04-11,Group 1,Hawke's Bay,1,22
2021-04-11,Group 1,Hawke's Bay,2,39
2021-04-11,Group 1,Lakes,1,100
2021-04-11,Group 1,Lakes,2,114
2021-04-11,Group 1,MidCentral,1,164
2021-04-11,Group 1,Nelson Marlborough,1,76
2021-04-11,Group 1,Nelson Marlborough,2,100
2021-04-11,Group 1,Northland,1,49
2021-04-11,Group 1,Northland,2,60
2021-04-11,Group 1,Other Sites,2,28
2021-04-11,Group 1,South Canterbury,1,59
2021-04-11,Group 1,South Canterbury,2,61
2021-04-11,Group 1,Southern,1,505
2021-04-11,Group 1,Southern,2,8
2021-04-11,Group 1,Taranaki,1,11
2021-04-11,Group 1,Taranaki,2,67
2021-04-11,Group 1,Waikato,1,68
2021-04-11,Group 1,Waikato,2,101
2021-04-11,Group 1,West Coast,1,10
2021-04-11,Group 2,Auckland Metro,1,9538
2021-04-11,Group 2,Auckland Metro,2,667
2021-04-11,Group 2,Bay of Plenty,1,579
2021-04-11,Group 2,Bay of Plenty,2,15
2021-04-11,Group 2,Canterbury,1,72
2021-04-11,Group 2,Canterbury,2,27
2021-04-11,Group 2,Capital & Coast and Hutt Valley,1,3620
2021-04-11,Group 2,Capital & Coast and Hutt Valley,2,196
2021-04-11,Group 2,Hawke's Bay,1,509
2021-04-11,Group 2,Hawke's Bay,2,25
2021-04-11,Group 2,Lakes,1,568
2021-04-11,Group 2,Lakes,2,49
2021-04-11,Group 2,MidCentral,1,13
2021-04-11,Group 2,Nelson Marlborough,1,906
2021-04-11,Group 2,Nelson Marlborough,2,672
2021-04-11,Group 2,Northland,1,1584
2021-04-11,Group 2,Northland,2,5
2021-04-11,Group 2,Other Sites,1,422
2021-04-11,Group 2,Other Sites,2,2108
2021-04-11,Group 2,South Canterbury,1,287
2021-04-11,Group 2,South Canterbury,2,140
2021-04-11,Group 2,Southern,1,2265
2021-04-11,Group 2,Taranaki,1,169
2021-04-11,Group 2,Taranaki,2,83
2021-04-11,Group 2,Waikato,1,1104
2021-04-11,Group 2,Waikato,2,659
2021-04-11,Group 2,Wairarapa,1,118
2021-04-11,Group 2,West Coast,1,24
2021-04-11,Group 2,Whanganui,1,176
2021-04-11,Group 3,Capital & Coast and Hutt Valley,1,23
2021-04-11,Group 3,Nelson Marlborough,1,1138
2021-04-11,Group 3,Other Sites,1,13
2021-04-11,Group 3,Southern,1,17
2021-04-18,Group 1,Auckland Metro,1,2053
2021-04-18,Group 1,Auckland Metro,2,2458
2021-04-18,Group 1,Bay of Plenty,1,61
2021-04-18,Group 1,Bay of Plenty,2,252
2021-04-18,Group 1,Canterbury,1,1170
2021-04-18,Group 1,Canterbury,2,395
2021-04-18,Group 1,Capital & Coast and Hutt Valley,1,517
2021-04-18,Group 1,Capital & Coast and Hutt Valley,2,207
2021-04-18,Group 1,Hawke's Bay,1,95
2021-04-18,Group 1,Hawke's Bay,2,52
2021-04-18,Group 1,Lakes,1,175
2021-04-18,Group 1,Lakes,2,52
2021-04-18,Group 1,MidCentral,1,119
2021-04-18,Group 1,MidCentral,2,7
2021-04-18,Group 1,Nelson Marlborough,1,66
2021-04-18,Group 1,Nelson Marlborough,2,63
2021-04-18,Group 1,Northland,1,37
2021-04-18,Group 1,Northland,2,85
2021-04-18,Group 1,Other Sites,2,52
2021-04-18,Group 1,South Canterbury,1,31
2021-04-18,Group 1,South Canterbury,2,7
2021-04-18,Group 1,Southern,1,868
2021-04-18,Group 1,Southern,2,350
2021-04-18,Group 1,Tairawhiti,1,11
2021-04-18,Group 1,Tairawhiti,2,42
2021-04-18,Group 1,Taranaki,1,19
2021-04-18,Group 1,Taranaki,2,73
2021-04-18,Group 1,Waikato,1,96
2021-04-18,Group 1,Waikato,2,159
2021-04-18,Group 2,Auckland Metro,1,10893
2021-04-18,Group 2,Auckland Metro,2,1019
2021-04-18,Group 2,Bay of Plenty,1,910
2021-04-18,Group 2,Bay of Plenty,2,65
2021-04-18,Group 2,Canterbury,1,4339
2021-04-18,Group 2,Canterbury,2,150
2021-04-18,Group 2,Capital & Coast and Hutt Valley,1,3188
2021-04-18,Group 2,Capital & Coast and Hutt Valley,2,856
2021-04-18,Group 2,Hawke's Bay,1,842
2021-04-18,Group 2,Hawke's Bay,2,265
2021-04-18,Group 2,Lakes,1,568
2021-04-18,Group 2,Lakes,2,105
2021-04-18,Group 2,MidCentral,1,208
2021-04-18,Group 2,MidCentral,2,11
2021-04-18,Group 2,Nelson Marlborough,1,1213
2021-04-18,Group 2,Nelson Marlborough,2,467
2021-04-18,Group 2,Northland,1,1539
2021-04-18,Group 2,Northland,2,29
2021-04-18,Group 2,Other Sites,1,239
2021-04-18,Group 2,Other Sites,2,2818
2021-04-18,Group 2,South Canterbury,1,606
2021-04-18,Group 2,South Canterbury,2,37
2021-04-18,Group 2,Southern,1,3881
2021-04-18,Group 2,Southern,2,111
2021-04-18,Group 2,Tairawhiti,1,671
2021-04-18,Group 2,Tairawhiti,2,46
2021-04-18,Group 2,Taranaki,1,262
2021-04-18,Group 2,Taranaki,2,64
2021-04-18,Group 2,Waikato,1,1929
2021-04-18,Group 2,Waikato,2,758
2021-04-18,Group 2,Wairarapa,1,473
2021-04-18,Group 2,West Coast,1,125
2021-04-18,Group 2,Whanganui,1,508
2021-04-18,Group 3,Auckland Metro,1,12
2021-04-18,Group 3,Canterbury,1,18
2021-04-18,Group 3,Capital & Coast and Hutt Valley,1,24
2021-04-18,Group 3,MidCentral,1,22
2021-04-18,Group 3,Nelson Marlborough,1,611
2021-04-18,Group 3,Northland,1,40
2021-04-18,Group 3,Southern,1,140
2021-04-18,Group 3,Waikato,1,29
2021-04-25,Group 1,Auckland Metro,1,2192
2021-04-25,Group 1,Auckland Metro,2,1954
2021-04-25,Group 1,Bay of Plenty,1,86
2021-04-25,Group 1,Bay of Plenty,2,162
2021-04-25,Group 1,Canterbury,1,1053
2021-04-25,Group 1,Canterbury,2,371
2021-04-25,Group 1,Capital & Coast and Hutt Valley,1,204
2021-04-25,Group 1,Capital & Coast and Hutt Valley,2,351
2021-04-25,Group 1,Hawke's Bay,1,27
2021-04-25,Group 1,Hawke's Bay,2,33
2021-04-25,Group 1,Lakes,1,192
2021-04-25,Group 1,Lakes,2,56
2021-04-25,Group 1,MidCentral,1,54
2021-04-25,Group 1,MidCentral,2,73
2021-04-25,Group 1,Nelson Marlborough,1,69
2021-04-25,Group 1,Nelson Marlborough,2,48
2021-04-25,Group 1,Northland,1,29
2021-04-25,Group 1,Northland,2,91
2021-04-25,Group 1,Other Sites,2,43
2021-04-25,Group 1,South Canterbury,1,12
2021-04-25,Group 1,South Canterbury,2,44
2021-04-25,Group 1,Southern,1,49
2021-04-25,Group 1,Southern,2,64
2021-04-25,Group 1,Tairawhiti,1,11
2021-04-25,Group 1,Taranaki,1,17
2021-04-25,Group 1,Taranaki,2,33
2021-04-25,Group 1,Waikato,1,68
2021-04-25,Group 1,Waikato,2,111
2021-04-25,Group 1,Whanganui,1,12
2021-04-25,Group 2,Auckland Metro,1,7570
2021-04-25,Group 2,Auckland Metro,2,5511
2021-04-25,Group 2,Bay of Plenty,1,1529
2021-04-25,Group 2,Bay of Plenty,2,278
2021-04-25,Group 2,Canterbury,1,5586
2021-04-25,Group 2,Canterbury,2,104
2021-04-25,Group 2,Capital & Coast and Hutt Valley,1,1932
2021-04-25,Group 2,Capital & Coast and Hutt Valley,2,2535
2021-04-25,Group 2,Hawke's Bay,1,1267
2021-04-25,Group 2,Hawke's Bay,2,84
2021-04-25,Group 2,Lakes,1,1303
2021-04-25,Group 2,Lakes,2,61
2021-04-25,Group 2,MidCentral,1,853
2021-04-25,Group 2,MidCentral,2,16
2021-04-25,Group 2,Nelson Marlborough,1,1256
2021-04-25,Group 2,Nelson Marlborough,2,1067
2021-04-25,Group 2,Northland,1,1340
2021-04-25,Group 2,Northland,2,169
2021-04-25,Group 2,Other Sites,1,503
2021-04-25,Group 2,Other Sites,2,1628
2021-04-25,Group 2,South Canterbury,1,722
2021-04-25,Group 2,South Canterbury,2,411
2021-04-25,Group 2,Southern,1,2485
2021-04-25,Group 2,Southern,2,1252
2021-04-25,Group 2,Tairawhiti,1,609
2021-04-25,Group 2,Tairawhiti,2,6
2021-04-25,Group 2,Taranaki,1,205
2021-04-25,Group 2,Taranaki,2,195
2021-04-25,Group 2,Waikato,1,3167
2021-04-25,Group 2,Waikato,2,797
2021-04-25,Group 2,Wairarapa,1,503
2021-04-25,Group 2,West Coast,1,303
2021-04-25,Group 2,Whanganui,1,768
2021-04-25,Group 2,Whanganui,2,77
2021-04-25,Group 3,Auckland Metro,1,38
2021-04-25,Group 3,Canterbury,1,22
2021-04-25,Group 3,Capital & Coast and Hutt Valley,1,51
2021-04-25,Group 3,Capital & Coast and Hutt Valley,2,8
2021-04-25,Group 3,Hawke's Bay,1,52
2021-04-25,Group 3,Lakes,1,6
2021-04-25,Group 3,Nelson Marlborough,1,875
2021-04-25,Group 3,Nelson Marlborough,2,512
2021-04-25,Group 3,Northland,1,114
2021-04-25,Group 3,Southern,1,101
2021-04-25,Group 3,Southern,2,5
2021-04-25,Group 3,Waikato,1,111
2021-04-25,Group 3,Whanganui,1,5
2021-05-02,Group 1,Auckland Metro,1,1888
2021-05-02,Group 1,Auckland Metro,2,1587
2021-05-02,Group 1,Bay of Plenty,1,111
2021-05-02,Group 1,Bay of Plenty,2,87
2021-05-02,Group 1,Canterbury,1,878
2021-05-02,Group 1,Canterbury,2,409
2021-05-02,Group 1,Capital & Coast and Hutt Valley,1,251
2021-05-02,Group 1,Capital & Coast and Hutt Valley,2,482
2021-05-02,Group 1,Hawke's Bay,1,25
2021-05-02,Group 1,Hawke's Bay,2,26
2021-05-02,Group 1,Lakes,1,262
2021-05-02,Group 1,Lakes,2,96
2021-05-02,Group 1,MidCentral,1,38
2021-05-02,Group 1,MidCentral,2,128
2021-05-02,Group 1,Nelson Marlborough,1,57
2021-05-02,Group 1,Nelson Marlborough,2,37
2021-05-02,Group 1,Northland,1,17
2021-05-02,Group 1,Northland,2,43
2021-05-02,Group 1,Other Sites,2,42
2021-05-02,Group 1,South Canterbury,1,6
2021-05-02,Group 1,South Canterbury,2,61
2021-05-02,Group 1,Southern,1,157
2021-05-02,Group 1,Southern,2,77
2021-05-02,Group 1,Tairawhiti,1,14
2021-05-02,Group 1,Taranaki,1,12
2021-05-02,Group 1,Taranaki,2,27
2021-05-02,Group 1,Waikato,1,47
2021-05-02,Group 1,Waikato,2,64
2021-05-02,Group 1,Wairarapa,1,7
2021-05-02,Group 1,West Coast,2,7
2021-05-02,Group 2,Auckland Metro,1,7858
2021-05-02,Group 2,Auckland Metro,2,7794
2021-05-02,Group 2,Bay of Plenty,1,1966
2021-05-02,Group 2,Bay of Plenty,2,357
2021-05-02,Group 2,Canterbury,1,4558
2021-05-02,Group 2,Canterbury,2,69
2021-05-02,Group 2,Capital & Coast and Hutt Valley,1,1973
2021-05-02,Group 2,Capital & Coast and Hutt Valley,2,3007
2021-05-02,Group 2,Hawke's Bay,1,1635
2021-05-02,Group 2,Hawke's Bay,2,455
2021-05-02,Group 2,Lakes,1,706
2021-05-02,Group 2,Lakes,2,510
2021-05-02,Group 2,MidCentral,1,1062
2021-05-02,Group 2,MidCentral,2,16
2021-05-02,Group 2,Nelson Marlborough,1,1338
2021-05-02,Group 2,Nelson Marlborough,2,658
2021-05-02,Group 2,Northland,1,2187
2021-05-02,Group 2,Northland,2,925
2021-05-02,Group 2,Other Sites,1,313
2021-05-02,Group 2,Other Sites,2,645
2021-05-02,Group 2,South Canterbury,1,614
2021-05-02,Group 2,South Canterbury,2,272
2021-05-02,Group 2,Southern,1,1350
2021-05-02,Group 2,Southern,2,1540
2021-05-02,Group 2,Tairawhiti,1,205
2021-05-02,Group 2,Tairawhiti,2,6
2021-05-02,Group 2,Taranaki,1,309
2021-05-02,Group 2,Taranaki,2,251
2021-05-02,Group 2,Waikato,1,3175
2021-05-02,Group 2,Waikato,2,806
2021-05-02,Group 2,Wairarapa,1,500
2021-05-02,Group 2,Wairarapa,2,83
2021-05-02,Group 2,West Coast,1,364
2021-05-02,Group 2,West Coast,2,19
2021-05-02,Group 2,Whanganui,1,682
2021-05-02,Group 2,Whanganui,2,135
2021-05-02,Group 3,Auckland Metro,1,362
2021-05-02,Group 3,Bay of Plenty,1,14
2021-05-02,Group 3,Canterbury,1,18
2021-05-02,Group 3,Capital & Coast and Hutt Valley,1,84
2021-05-02,Group 3,Capital & Coast and Hutt Valley,2,23
2021-05-02,Group 3,Lakes,1,74
2021-05-02,Group 3,Nelson Marlborough,1,504
2021-05-02,Group 3,Nelson Marlborough,2,848
2021-05-02,Group 3,Northland,1,585
2021-05-02,Group 3,Other Sites,2,13
2021-05-02,Group 3,South Canterbury,1,6
2021-05-02,Group 3,Southern,1,21
2021-05-02,Group 3,Southern,2,10
2021-05-02,Group 3,Waikato,1,216
2021-05-02,Group 3,Wairarapa,1,28
2021-05-02,Group 3,West Coast,1,7
2021-05-02,Group 3,Whanganui,1,18
2021-05-09,Group 1,Auckland Metro,1,1386
2021-05-09,Group 1,Auckland Metro,2,1793
2021-05-09,Group 1,Bay of Plenty,1,82
2021-05-09,Group 1,Bay of Plenty,2,73
2021-05-09,Group 1,Canterbury,1,719
2021-05-09,Group 1,Canterbury,2,851
2021-05-09,Group 1,Capital & Coast and Hutt Valley,1,483
2021-05-09,Group 1,Capital & Coast and Hutt Valley,2,590
2021-05-09,Group 1,Hawke's Bay,1,17
2021-05-09,Group 1,Hawke's Bay,2,64
2021-05-09,Group 1,Lakes,1,243
2021-05-09,Group 1,Lakes,2,117
2021-05-09,Group 1,MidCentral,1,26
2021-05-09,Group 1,MidCentral,2,136
2021-05-09,Group 1,Nelson Marlborough,1,58
2021-05-09,Group 1,Nelson Marlborough,2,84
2021-05-09,Group 1,Northland,2,29
2021-05-09,Group 1,Other Sites,1,621
2021-05-09,Group 1,Other Sites,2,54
2021-05-09,Group 1,South Canterbury,2,33
2021-05-09,Group 1,Southern,1,102
2021-05-09,Group 1,Southern,2,596
2021-05-09,Group 1,Tairawhiti,1,6
2021-05-09,Group 1,Tairawhiti,2,9
2021-05-09,Group 1,Taranaki,1,12
2021-05-09,Group 1,Taranaki,2,21
2021-05-09,Group 1,Waikato,1,42
2021-05-09,Group 1,Waikato,2,83
2021-05-09,Group 1,West Coast,2,5
2021-05-09,Group 2,Auckland Metro,1,11973
2021-05-09,Group 2,Auckland Metro,2,10570
2021-05-09,Group 2,Bay of Plenty,1,2793
2021-05-09,Group 2,Bay of Plenty,2,677
2021-05-09,Group 2,Canterbury,1,3960
2021-05-09,Group 2,Canterbury,2,1491
2021-05-09,Group 2,Capital & Coast and Hutt Valley,1,3385
2021-05-09,Group 2,Capital & Coast and Hutt Valley,2,3657
2021-05-09,Group 2,Hawke's Bay,1,2194
2021-05-09,Group 2,Hawke's Bay,2,756
2021-05-09,Group 2,Lakes,1,855
2021-05-09,Group 2,Lakes,2,534
2021-05-09,Group 2,MidCentral,1,1911
2021-05-09,Group 2,MidCentral,2,167
2021-05-09,Group 2,Nelson Marlborough,1,722
2021-05-09,Group 2,Nelson Marlborough,2,1070
2021-05-09,Group 2,Northland,1,2011
2021-05-09,Group 2,Northland,2,1313
2021-05-09,Group 2,Other Sites,1,1981
2021-05-09,Group 2,Other Sites,2,167
2021-05-09,Group 2,South Canterbury,1,623
2021-05-09,Group 2,South Canterbury,2,590
2021-05-09,Group 2,Southern,1,1575
2021-05-09,Group 2,Southern,2,2722
2021-05-09,Group 2,Tairawhiti,1,113
2021-05-09,Group 2,Tairawhiti,2,574
2021-05-09,Group 2,Taranaki,1,574
2021-05-09,Group 2,Taranaki,2,272
2021-05-09,Group 2,Waikato,1,2965
2021-05-09,Group 2,Waikato,2,1523
2021-05-09,Group 2,Wairarapa,1,481
2021-05-09,Group 2,Wairarapa,2,280
2021-05-09,Group 2,West Coast,1,421
2021-05-09,Group 2,West Coast,2,102
2021-05-09,Group 2,Whanganui,1,796
2021-05-09,Group 2,Whanganui,2,447
2021-05-09,Group 3,Auckland Metro,1,1094
2021-05-09,Group 3,Auckland Metro,2,13
2021-05-09,Group 3,Bay of Plenty,1,1092
2021-05-09,Group 3,Canterbury,1,56
2021-05-09,Group 3,Canterbury,2,11
2021-05-09,Group 3,Capital & Coast and Hutt Valley,1,468
2021-05-09,Group 3,Capital & Coast and Hutt Valley,2,19
2021-05-09,Group 3,Hawke's Bay,1,17
2021-05-09,Group 3,Lakes,1,373
2021-05-09,Group 3,MidCentral,1,16
2021-05-09,Group 3,MidCentral,2,17
2021-05-09,Group 3,Nelson Marlborough,1,1567
2021-05-09,Group 3,Nelson Marlborough,2,772
2021-05-09,Group 3,Northland,1,261
2021-05-09,Group 3,Northland,2,17
2021-05-09,Group 3,Other Sites,1,7
2021-05-09,Group 3,South Canterbury,1,243
2021-05-09,Group 3,Southern,1,25
2021-05-09,Group 3,Southern,2,42
2021-05-09,Group 3,Waikato,1,649
2021-05-09,Group 3,Waikato,2,21
2021-05-09,Group 3,Wairarapa,1,28
2021-05-09,Group 3,West Coast,1,24
2021-05-09,Group 3,Whanganui,1,186
2021-05-16,Group 1,Auckland Metro,1,844
2021-05-16,Group 1,Auckland Metro,2,1903
2021-05-16,Group 1,Bay of Plenty,1,24
2021-05-16,Group 1,Bay of Plenty,2,65
2021-05-16,Group 1,Canterbury,1,563
2021-05-16,Group 1,Canterbury,2,1119
2021-05-16,Group 1,Capital & Coast and Hutt Valley,1,354
2021-05-16,Group 1,Capital & Coast and Hutt Valley,2,214
