sa2_code,sa2,dhb,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
200800,Glenholme South,Lakes,325,313,345,942,907
200900,Owhata West,Lakes,922,870,1068,863,815
201000,Holdens Bay-Rotokawa,Lakes,370,343,407,909,843
201100,Ngapuna,Lakes,238,229,259,919,884
201200,Fenton Park,Lakes,458,430,504,909,853
201300,Tihiotonga-Whakarewarewa,Lakes,233,224,259,900,865
201400,Owhata East,Lakes,869,832,954,911,872
201500,Lynmore,Lakes,351,341,masked,>950,>950
201600,Ngakuru,Lakes,191,188,219,872,858
201700,Kaingaroa-Whakarewarewa,Lakes,335,315,435,770,724
201800,Golden Springs,Lakes,283,270,313,904,863
201900,Manawahe,Bay of Plenty,171,163,206,830,791
202000,Matata-Otakiri,Bay of Plenty,405,391,474,854,825
202100,Onepu Spring,Bay of Plenty,333,320,388,858,825
202200,Edgecumbe,Bay of Plenty,573,543,634,904,856
202300,Thornton-Awakeri,Bay of Plenty,550,526,632,870,832
202400,Te Teko Lakes,Bay of Plenty,978,929,1125,869,826
202500,Coastlands,Bay of Plenty,556,534,636,874,840
202600,Whakatane West,Bay of Plenty,1115,1029,1308,852,787
202700,Whakatane Central,Bay of Plenty,950,907,1101,863,824
202800,Trident,Bay of Plenty,971,906,1177,825,770
202900,Allandale,Bay of Plenty,634,608,764,830,796
203000,Mokorua Bush,Bay of Plenty,135,134,145,931,924
203100,Wainui ,Bay of Plenty,583,538,731,798,736
203200,Ohope,Bay of Plenty,308,304,343,898,886
203400,Galatea,Bay of Plenty,436,414,543,803,762
203500,Waingarara-Waimana,Bay of Plenty,1179,1082,1470,802,736
203600,Murupara,Bay of Plenty,899,816,1258,715,649
203700,Monika Reserve,Bay of Plenty,1283,1225,1446,887,847
203800,Kawerau Industrial,Bay of Plenty,masked,masked,masked,masked,masked
203900,Tarawera Park,Bay of Plenty,1736,1598,2016,861,793
204100,Waiotahi,Bay of Plenty,410,394,486,844,811
204200,Cape Runaway,Bay of Plenty,882,843,masked,>950,>950
204300,Woodlands,Bay of Plenty,293,282,331,885,852
204400,Opotiki,Bay of Plenty,1725,1558,2134,808,730
204500,Otara-Tirohanga ,Bay of Plenty,393,365,506,777,721
204600,Oponae,Bay of Plenty,104,94,132,788,712
204700,East Cape,Tairawhiti,876,834,989,886,843
204800,Waipaoa,Tairawhiti,746,703,885,843,794
204900,Ruatoria-Raukumara,Tairawhiti,799,757,927,862,817
205000,Tokomaru,Tairawhiti,605,586,677,894,866
205100,Hangaroa,Tairawhiti,375,361,429,874,841
205200,Wharekaka,Tairawhiti,866,823,925,936,890
205300,Te Arai,Tairawhiti,504,480,547,921,878
205400,Hexton,Tairawhiti,460,442,501,918,882
205500,Lytton,Tairawhiti,209,199,228,917,873
205600,Makaraka-Awapuni,Tairawhiti,297,279,343,866,813
205700,Riverdale,Tairawhiti,365,354,390,936,908
205800,Te Hapara North,Tairawhiti,589,565,658,895,859
205900,Mangapapa North,Tairawhiti,486,457,519,936,881
206000,Elgin,Tairawhiti,1256,1171,1422,883,823
206100,Te Hapara South,Tairawhiti,851,805,947,899,850
206200,Mangapapa East,Tairawhiti,315,308,356,885,865
206300,Mangapapa South,Tairawhiti,680,641,741,918,865
206400,Te Hapara East,Tairawhiti,669,642,711,941,903
206500,Centennial Crescent,Tairawhiti,658,630,721,913,874
206600,Whataupoko East,Tairawhiti,282,276,masked,>950,>950
206700,Whataupoko West,Tairawhiti,424,408,masked,>950,>950
206800,Gisborne Central,Tairawhiti,92,90,110,836,818
206900,Kaiti North,Tairawhiti,665,649,729,912,890
207000,Kaiti South,Tairawhiti,1506,1421,1676,899,848
207100,Outer Kaiti,Tairawhiti,1446,1343,1620,893,829
207200,Tamarau,Tairawhiti,1316,1245,1464,899,850
207300,Wainui-Okitu,Tairawhiti,209,205,233,897,880
207400,Maungataniwha-Raupunga,Hawke's Bay,388,359,489,793,734
207600,Frasertown-Ruakituri,Hawke's Bay,238,230,260,915,885
207700,Whakaki,Hawke's Bay,377,363,398,947,912
207800,Wairoa,Hawke's Bay,2142,2024,2493,859,812
207900,Mahia,Hawke's Bay,483,466,544,888,857
208000,Puketitiri-Tutira,Hawke's Bay,278,260,303,917,858
208100,Sherenden-Crownthorpe,Hawke's Bay,83,78,masked,>950,>950
208200,Maraekakaho,Hawke's Bay,104,101,114,912,886
208300,Puketapu-Eskdale,Hawke's Bay,256,244,281,911,868
208400,Omahu-Pakowhai,Hawke's Bay,422,394,472,894,835
208500,Bridge Pa,Hawke's Bay,477,447,530,900,843
208600,Twyford,Hawke's Bay,119,116,masked,>950,>950
208700,Poukawa,Hawke's Bay,242,234,260,931,900
208800,Flaxmere West,Hawke's Bay,1101,1020,1230,895,829
208900,Omahu Strip,Hawke's Bay,masked,masked,masked,masked,masked
209000,Lochain Park,Hawke's Bay,1131,1052,1327,852,793
209100,Flaxmere Park,Hawke's Bay,1061,1016,1179,900,862
209200,Flaxmere South,Hawke's Bay,1089,1016,1234,882,823
209300,Irongate,Hawke's Bay,masked,masked,masked,masked,masked
209400,Frimley,Hawke's Bay,271,262,295,919,888
209500,Camberley,Hawke's Bay,840,785,941,893,834
209600,Clive,Hawke's Bay,319,311,359,889,866
209700,St Leonards,Hawke's Bay,422,396,470,898,843
209800,Mahora,Hawke's Bay,394,375,433,910,866
209900,Raureka,Hawke's Bay,639,600,704,908,852
210000,Cornwall Park,Hawke's Bay,514,469,582,883,806
210100,Tomoana,Hawke's Bay,108,102,123,878,829
210200,Longlands-Pukahu,Hawke's Bay,256,248,271,945,915
210300,Raceway Park,Hawke's Bay,343,324,363,945,893
210400,Karamu,Hawke's Bay,377,364,406,929,897
210500,Hastings Central,Hawke's Bay,93,87,105,886,829
210600,Tomoana Crossing,Hawke's Bay,437,414,501,872,826
210700,Akina Park,Hawke's Bay,425,406,475,895,855
210800,Queens Square,Hawke's Bay,313,308,331,946,931
210900,Mayfair,Hawke's Bay,771,726,874,882,831
211000,Parkhaven,Hawke's Bay,512,476,masked,>950,>950
211100,Parkvale,Hawke's Bay,259,254,277,935,917
211200,Mangateretere,Hawke's Bay,85,82,96,885,854
211300,Haumoana-Te Awanga,Hawke's Bay,233,227,256,910,887
211400,Lucknow,Hawke's Bay,302,282,338,893,834
211500,Karanema-St Hill,Hawke's Bay,93,90,98,949,918
211600,Havelock North-Central,Hawke's Bay,masked,masked,masked,masked,masked
211700,Brookvale,Hawke's Bay,80,79,86,930,919
211800,Iona,Hawke's Bay,147,136,masked,>950,>950
211900,Hereworth,Hawke's Bay,101,99,masked,>950,>950
212000,Te Mata Hills,Hawke's Bay,masked,masked,masked,masked,masked
212100,Havelock Hills,Hawke's Bay,64,64,masked,>950,>950
212200,Kahuranaki,Hawke's Bay,205,194,219,936,886
212300,Bay View,Hawke's Bay,259,252,282,918,894
212400,Poraiti Hills,Hawke's Bay,51,51,masked,>950,>950
212500,Poraiti Flat,Hawke's Bay,88,87,masked,>950,>950
212600,Westshore,Hawke's Bay,138,133,150,920,887
212800,Onekawa West,Hawke's Bay,masked,masked,masked,masked,masked
212900,Ahuriri,Hawke's Bay,92,85,109,844,780
213000,Taradale West,Hawke's Bay,98,97,masked,>950,>950
213100,Greenmeadows West,Hawke's Bay,83,82,masked,>950,>950
213200,Taradale South,Hawke's Bay,202,198,234,863,846
213300,Bluff Hill,Hawke's Bay,200,199,223,897,892
213400,Hospital Hill,Hawke's Bay,236,229,262,901,874
213500,Tamatea West,Hawke's Bay,331,313,364,909,860
213600,Tamatea North,Hawke's Bay,373,354,417,894,849
213700,Taradale Central,Hawke's Bay,247,245,266,929,921
213800,Tamatea East,Hawke's Bay,328,307,350,937,877
213900,Marewa West,Hawke's Bay,180,175,203,887,862
214000,Greenmeadows Central,Hawke's Bay,116,115,masked,>950,>950
214100,Onekawa Central,Hawke's Bay,205,198,masked,>950,>950
214200,Pirimai West,Hawke's Bay,269,264,masked,>950,>950
214300,Napier Central,Hawke's Bay,122,116,129,946,899
214400,Greenmeadows South,Hawke's Bay,300,288,322,932,894
214500,Nelson Park,Hawke's Bay,281,273,308,912,886
214600,Bledisloe Park,Hawke's Bay,234,229,masked,>950,>950
214700,Pirimai East,Hawke's Bay,432,412,masked,>950,>950
214800,Onekawa East,Hawke's Bay,416,379,491,847,772
214900,Tareha Reserve,Hawke's Bay,331,321,349,948,920
215000,Marewa East,Hawke's Bay,893,844,1018,877,829
215100,Onekawa South,Hawke's Bay,836,771,957,874,806
215200,McLean Park,Hawke's Bay,363,355,386,940,920
215300,Maraenui,Hawke's Bay,1346,1247,1572,856,793
215400,Meeanee-Awatoto,Hawke's Bay,327,318,349,937,911
215500,Mangaonuku,Hawke's Bay,117,114,masked,>950,>950
215600,Makaretu,Hawke's Bay,319,296,341,935,868
215700,Waipawa,Hawke's Bay,327,310,351,932,883
215800,Waipukurau West,Hawke's Bay,473,442,507,933,872
215900,Mangarara,Hawke's Bay,331,324,349,948,928
216000,Waipukurau East,Hawke's Bay,353,333,375,941,888
216100,Taurekaitai,Hawke's Bay,257,245,300,857,817
216200,Port Taranaki,Taranaki,masked,masked,masked,masked,masked
216300,Spotswood,Taranaki,596,568,654,911,869
216400,Omata,Taranaki,48,48,51,941,941
216500,Oakura,Taranaki,77,75,85,906,882
216600,Moturoa,Taranaki,205,199,226,907,881
216700,Kaitake,Taranaki,120,113,146,822,774
216800,Blagdon-Lynmouth,Taranaki,321,302,346,928,873
216900,Kawaroa,Taranaki,203,195,216,940,903
217000,New Plymouth Central,Taranaki,122,117,142,859,824
217100,Marfell,Taranaki,376,361,442,851,817
217200,Whalers Gate,Taranaki,113,110,masked,>950,>950
217300,Strandon,Taranaki,168,159,180,933,883
217400,Westown ,Taranaki,521,487,592,880,823
217500,Bell Block West,Taranaki,477,456,523,912,872
217600,Bell Block East,Taranaki,276,264,301,917,877
217700,Waiwhakaiho-Bell Block South,Taranaki,masked,masked,masked,masked,masked
217800,Lower Vogeltown,Taranaki,264,257,304,868,845
217900,Hurdon,Taranaki,185,180,masked,>950,>950
218000,Frankleigh Park,Taranaki,235,222,248,948,895
218100,Merrilands,Taranaki,278,262,317,877,826
218200,Ferndale,Taranaki,masked,masked,masked,masked,masked
218300,Welbourn,Taranaki,297,286,323,920,885
218400,Fitzroy-Glen Avon,Taranaki,349,339,379,921,894
218500,Waitara West,Taranaki,1022,946,1249,818,757
218600,Upper Vogeltown,Taranaki,187,182,206,908,883
218700,Highlands Park (New Plymouth District),Taranaki,151,147,masked,>950,>950
218800,Paraite,Taranaki,65,62,masked,>950,>950
218900,Waitara East,Taranaki,755,710,896,843,792
219000,Lepperton-Brixton,Taranaki,193,186,209,923,890
219100,Mangorei,Taranaki,58,58,78,744,744
219200,Mount Messenger,Taranaki,83,77,99,838,778
219300,Mangaoraka,Taranaki,85,85,masked,>950,>950
219400,Tikorangi,Taranaki,210,204,257,817,794
219500,Everett Park,Taranaki,138,135,masked,>950,>950
219600,Inglewood,Taranaki,281,270,298,943,906
219700,Tarata,Taranaki,masked,masked,masked,masked,masked
219800,Pembroke,Taranaki,66,63,84,786,750
219900,Douglas,Taranaki,masked,masked,masked,masked,masked
220000,Toko,Taranaki,masked,masked,masked,masked,masked
220100,Stratford North,Taranaki,140,136,161,870,845
220200,Whangamomona,Taranaki,masked,masked,masked,masked,masked
220300,Stratford Central,Taranaki,175,166,212,825,783
220400,Stratford South,Taranaki,175,168,204,858,824
220500,Cape Egmont,Taranaki,324,301,379,855,794
220600,Taungatara,Taranaki,102,97,122,836,795
220700,Opunake,Taranaki,320,306,351,912,872
220800,Kaponga-Mangatoki,Taranaki,101,90,118,856,763
220900,Manaia-Kapuni,Taranaki,343,324,386,889,839
221000,Eltham,Taranaki,314,294,358,877,821
221100,Okaiawa,Taranaki,170,160,194,876,825
221200,Te Roti-Moeroa,Taranaki,52,50,58,897,862
221300,Egmont Showgrounds,Taranaki,204,197,215,949,916
221400,Normanby-Tawhiti,Taranaki,329,315,358,919,880
221500,Ohangai,Taranaki,52,49,64,813,766
221600,Turuturu,Taranaki,320,310,342,936,906
221700,King Edward Park,Taranaki,255,244,293,870,833
221800,Ramanui,Taranaki,347,326,382,908,853
221900,Hawera Central,Taranaki,424,402,459,924,876
222000,Mangawhio,Taranaki,61,59,72,847,819
222100,Manutahi-Waitotora,Taranaki,335,321,382,877,840
222200,Patea,Taranaki,429,410,461,931,889
222300,Otangiwai-Ohura,Waikato,139,121,192,724,630
222400,Ngapuke,Waikato,264,247,343,770,720
222500,Taumarunui North,Waikato,491,449,581,845,773
222600,Taumarunui Central,Waikato,492,466,543,906,858
222700,Taumarunui East,Waikato,583,528,731,798,722
222800,National Park,Waikato,117,109,133,880,820
222900,Tangiwai,Whanganui,265,249,321,826,776
223000,Raetihi,Whanganui,438,406,527,831,770
223100,Ohakune,Whanganui,236,229,259,911,884
223200,Waiouru,Whanganui,169,166,masked,>950,>950
223300,Upper Whanganui,Whanganui,315,298,351,897,849
223400,Mowhanau,Whanganui,109,109,130,838,838
223500,Brunswick-Papaiti,Whanganui,89,88,masked,>950,>950
223600,Castlecliff West,Whanganui,373,352,457,816,770
223700,Otamatea (Whanganui District),Whanganui,80,79,85,941,929
223800,Castlecliff East,Whanganui,544,512,669,813,765
223900,Springvale North,Whanganui,masked,masked,masked,masked,masked
224000,Lower Aramoho,Whanganui,419,404,481,871,840
224100,St Johns Hill East,Whanganui,79,76,masked,>950,>950
224200,St Johns Hill West,Whanganui,194,187,213,911,878
224300,Titoki,Whanganui,792,744,902,878,825
224400,Springvale West,Whanganui,182,175,197,924,888
224500,Springvale East,Whanganui,141,133,155,910,858
224600,Upper Aramoho,Whanganui,451,424,501,900,846
224700,Balgownie,Whanganui,masked,masked,masked,masked,masked
224800,Laird Park,Whanganui,454,424,549,827,772
224900,Wembley Park,Whanganui,509,485,622,818,780
225000,College Estate,Whanganui,178,176,191,932,921
225100,Whanganui East-Williams Domain,Whanganui,359,338,420,855,805
225200,Gonville West,Whanganui,530,485,649,817,747
225300,Gonville North,Whanganui,465,441,539,863,818
225400,Cornmarket,Whanganui,208,198,243,856,815
225500,Whanganui East-Riverlands,Whanganui,332,318,369,900,862
225600,Kaitoke-Fordell,Whanganui,145,138,173,838,798
225700,Whanganui Central,Whanganui,129,126,masked,>950,>950
225800,Gonville South,Whanganui,352,343,396,889,866
225900,Bastia-Durie Hill,Whanganui,249,238,266,936,895
226000,Putiki,Whanganui,176,172,188,936,915
226100,Mokai Patea,Whanganui,255,241,273,934,883
226200,Ngamatea,Whanganui,masked,masked,masked,masked,masked
226300,Turakina,Whanganui,403,396,434,929,912
226400,Otairi,Whanganui,141,135,156,904,865
226500,Taihape,Whanganui,514,490,592,868,828
226600,Marton Rural,Whanganui,54,52,63,857,825
226700,Marton North,Whanganui,356,345,415,858,831
226800,Parewanui,Whanganui,64,63,74,865,851
226900,Marton South,Whanganui,456,436,522,874,835
227000,Bulls,Whanganui,314,299,351,895,852
227100,Kiwitea,MidCentral,98,94,119,824,790
227200,Tokorangi,MidCentral,197,190,209,943,909
227300,Ohakea-Sanson,MidCentral,128,126,masked,>950,>950
227400,Oroua Downs,MidCentral,125,123,masked,>950,>950
227500,Awahuri,MidCentral,176,169,masked,>950,>950
227600,Pohangina-Apiti,MidCentral,55,53,58,948,914
227700,Mount Taylor,MidCentral,masked,masked,masked,masked,masked
227800,Taikorea,MidCentral,93,90,masked,>950,>950
227900,Makino,MidCentral,367,339,404,908,839
228000,Sandon,MidCentral,186,179,197,944,909
228100,Kimbolton North,MidCentral,389,372,412,944,903
228200,Warwick,MidCentral,117,114,135,867,844
228300,Kimbolton West,MidCentral,307,290,341,900,850
228400,Feilding Central,MidCentral,111,107,124,895,863
228500,Kimbolton South,MidCentral,246,234,263,935,890
228600,Kauwhata,MidCentral,139,138,148,939,932
228700,Taonui,MidCentral,103,101,109,945,927
228800,Newbury,MidCentral,188,184,198,949,929
228900,Palmerston North Airport,MidCentral,masked,masked,masked,masked,masked
229000,Milson North,MidCentral,188,186,205,917,907
229100,Cloverlea (Palmerston North City),MidCentral,283,276,masked,>950,>950
229200,Tremaine,MidCentral,125,115,151,828,762
229300,Milson South,MidCentral,430,419,463,929,905
229400,Whakarongo,MidCentral,92,91,masked,>950,>950
229500,Westbrook,MidCentral,620,586,703,882,834
229600,Takaro North,MidCentral,461,435,501,920,868
229700,Pioneer West,MidCentral,masked,masked,masked,masked,masked
229800,Palmerston North Hospital,MidCentral,227,211,239,950,883
229900,Highbury East,MidCentral,766,707,855,896,827
230000,Park West,MidCentral,264,244,280,943,871
230100,Takaro South,MidCentral,369,357,391,944,913
230200,Roslyn (Palmerston North City),MidCentral,307,294,348,882,845
230300,Kelvin Grove West,MidCentral,327,313,masked,>950,>950
230400,Kelvin Grove North,MidCentral,140,137,masked,>950,>950
230500,Papaioea North,MidCentral,275,261,304,905,859
230600,Palmerston North Central,MidCentral,182,168,197,924,853
230700,Awapuni North ,MidCentral,557,530,masked,>950,>950
230800,Terrace End,MidCentral,496,469,558,889,841
230900,Maraetarata,MidCentral,136,132,masked,>950,>950
231000,Papaioea South,MidCentral,218,209,masked,>950,>950
231100,Royal Oak (Palmerston North City),MidCentral,159,157,masked,>950,>950
231200,West End,MidCentral,328,312,364,901,857
231300,Awapuni South ,MidCentral,339,326,masked,>950,>950
231400,Milverton,MidCentral,156,151,169,923,893
231500,Ruamahanga,MidCentral,281,274,masked,>950,>950
231600,Esplanade,MidCentral,183,177,193,948,917
231700,Hokowhitu Central,MidCentral,127,127,masked,>950,>950
231800,Hokowhitu East,MidCentral,203,190,214,949,888
231900,Turitea,MidCentral,masked,masked,masked,masked,masked
232000,Ruahine,MidCentral,65,63,masked,>950,>950
232100,Linton Camp,MidCentral,211,211,masked,>950,>950
232200,Ashhurst,MidCentral,329,321,masked,>950,>950
232300,Hokowhitu South,MidCentral,190,180,206,922,874
232400,Aokautere,MidCentral,44,42,48,917,875
232500,Pihauatua,MidCentral,85,83,91,934,912
232600,Aokautere Rural,MidCentral,masked,masked,masked,masked,masked
232700,Poutoa,MidCentral,195,194,masked,>950,>950
232800,Norsewood,MidCentral,169,158,200,845,790
232900,Papatawa,MidCentral,203,195,220,923,886
233000,Mangatainoka,MidCentral,165,158,masked,>950,>950
233100,Woodville,MidCentral,254,237,298,852,795
233200,Dannevirke West,MidCentral,387,363,421,919,862
233300,Dannevirke East,MidCentral,772,729,838,921,870
233400,Waitahora,MidCentral,64,63,72,889,875
233500,Kaitawa,MidCentral,48,44,masked,>950,>950
233600,Pahiatua,MidCentral,335,313,371,903,844
233700,Nireaha-Eketahuna,MidCentral,165,151,193,855,782
233800,Owhanga,MidCentral,57,54,78,731,692
234000,Kere Kere,MidCentral,98,93,masked,>950,>950
234100,Foxton Beach,MidCentral,243,233,266,914,876
234200,Foxton North,MidCentral,312,290,350,891,829
234300,Foxton South,MidCentral,422,396,454,930,872
234400,Waitarere,MidCentral,288,275,327,881,841
234500,Waikawa (Horowhenua District),MidCentral,132,128,147,898,871
234600,Miranui,MidCentral,209,203,masked,>950,>950
234700,Donnelly Park,MidCentral,252,241,masked,>950,>950
234800,Ohau-Manakau,MidCentral,220,214,251,876,853
234900,Kawiu South,MidCentral,395,376,masked,>950,>950
235000,Makomako,MidCentral,280,263,306,915,859
235100,Kawiu North,MidCentral,208,203,masked,>950,>950
235200,Levin Central,MidCentral,161,157,187,861,840
235300,Tararua,MidCentral,213,205,masked,>950,>950
235400,Shannon,MidCentral,368,339,439,838,772
235500,Queenwood (Horowhenua District),MidCentral,309,291,362,854,804
235600,Playford Park,MidCentral,324,303,361,898,839
235700,Fairfield (Horowhenua District),MidCentral,189,180,210,900,857
235800,Taitoko,MidCentral,481,459,512,939,896
235900,Waiopehu,MidCentral,271,260,291,931,893
236000,Makahika,MidCentral,99,95,masked,>950,>950
236100,Kimberley,MidCentral,masked,masked,masked,masked,masked
236300,Otaki Beach,MidCentral,448,417,504,889,827
236400,Forest Lakes (Kapiti Coast District),MidCentral,74,69,95,779,726
236500,Otaki,MidCentral,916,880,999,917,881
236600,Te Horo,Capital and Coast,masked,masked,masked,masked,masked
236600,Te Horo,MidCentral,92,88,102,902,863
236700,Waitohu,MidCentral,208,197,229,908,860
236800,Waikanae Beach,Capital and Coast,218,214,237,920,903
236900,Peka Peka,Capital and Coast,masked,masked,masked,masked,masked
237000,Paraparaumu Beach North,Capital and Coast,379,370,421,900,879
237100,Paraparaumu Beach West,Capital and Coast,196,193,212,925,910
237200,Waikanae Park,Capital and Coast,116,111,masked,>950,>950
237300,Paraparaumu Beach East,Capital and Coast,166,162,masked,>950,>950
237400,Otaihanga,Capital and Coast,75,73,93,806,785
237500,Paraparaumu North,Capital and Coast,238,234,255,933,918
237600,Waikanae West,Capital and Coast,257,248,277,928,895
237700,Otaki Forks,MidCentral,45,44,masked,>950,>950
237800,Paraparaumu Central,Capital and Coast,431,414,490,880,845
237900,Maungakotukutuku,Capital and Coast,55,54,60,917,900
238000,Raumati Beach West,Capital and Coast,206,203,masked,>950,>950
238100,Waikanae East,Capital and Coast,165,162,174,948,931
238300,Raumati Beach East,Capital and Coast,198,192,230,861,835
238400,Paraparaumu East,Capital and Coast,263,253,302,871,838
238500,Raumati South,Capital and Coast,272,261,316,861,826
238600,Paekakariki,Capital and Coast,214,202,232,922,871
238800,Pukerua Bay,Capital and Coast,149,147,158,943,930
238900,Paekakariki Hill,Capital and Coast,masked,masked,masked,masked,masked
239000,Plimmerton,Capital and Coast,215,214,232,927,922
239100,Titahi Bay North,Capital and Coast,644,621,690,933,900
239200,Titahi Bay South,Capital and Coast,921,885,981,939,902
239300,Elsdon-Takapuwahia,Capital and Coast,929,898,982,946,914
239400,Pauatahanui,Capital and Coast,49,49,masked,>950,>950
239500,Onepoto,Capital and Coast,443,429,masked,>950,>950
239600,Camborne,Capital and Coast,147,147,156,942,942
239800,Paremata,Capital and Coast,209,207,223,937,928
239900,Porirua Central,Capital and Coast,64,64,masked,>950,>950
240000,Papakowhai,Capital and Coast,237,233,masked,>950,>950
240100,Aotea,Capital and Coast,229,223,masked,>950,>950
240200,Postgate,Capital and Coast,269,264,masked,>950,>950
240300,Ascot Park,Capital and Coast,606,585,641,945,913
240400,Whitby,Capital and Coast,237,233,masked,>950,>950
240500,Porirua East,Capital and Coast,462,442,492,939,898
240600,Endeavour,Capital and Coast,305,298,masked,>950,>950
240700,Cannons Creek North,Capital and Coast,636,596,711,895,838
240800,Waitangirua,Capital and Coast,805,766,859,937,892
240900,Ranui Heights ,Capital and Coast,215,208,masked,>950,>950
241000,Cannons Creek East,Capital and Coast,624,584,661,944,884
241100,Cannons Creek South,Capital and Coast,336,314,355,946,885
241200,Akatarawa,Hutt Valley,masked,masked,masked,masked,masked
241300,Riverstone Terraces,Hutt Valley,117,117,masked,>950,>950
241400,Heretaunga,Hutt Valley,188,180,masked,>950,>950
241500,Birchville-Brown Owl,Hutt Valley,327,318,masked,>950,>950
241600,Poets Block,Hutt Valley,244,237,masked,>950,>950
241700,Brentwood (Upper Hutt City),Hutt Valley,322,307,masked,>950,>950
241800,Silverstream (Upper Hutt City),Hutt Valley,211,207,masked,>950,>950
241900,Elderslea,Hutt Valley,415,403,444,935,908
242000,Trentham North,Hutt Valley,471,455,masked,>950,>950
242100,Totara Park,Hutt Valley,281,278,masked,>950,>950
242200,Trentham South,Hutt Valley,107,105,masked,>950,>950
242300,Mangaroa,Hutt Valley,102,100,masked,>950,>950
242400,Ebdentown,Hutt Valley,294,284,masked,>950,>950
242500,Wallaceville,Hutt Valley,257,250,masked,>950,>950
242600,Maoribank,Hutt Valley,498,476,531,938,896
242700,Te Marua,Hutt Valley,108,105,masked,>950,>950
242800,Pinehaven,Hutt Valley,84,82,90,933,911
242900,Clouston Park,Hutt Valley,248,239,272,912,879
243000,Upper Hutt Central,Hutt Valley,58,54,masked,>950,>950
243100,Belmont Park,Hutt Valley,masked,masked,masked,masked,masked
243200,Maungaraki,Hutt Valley,239,233,masked,>950,>950
243300,Korokoro,Hutt Valley,88,87,masked,>950,>950
243400,Kelson,Hutt Valley,182,180,masked,>950,>950
243500,Normandale,Hutt Valley,105,105,masked,>950,>950
243600,Belmont (Lower Hutt City),Hutt Valley,187,184,masked,>950,>950
243700,Petone Central,Hutt Valley,143,137,masked,>950,>950
243800,Tirohanga,Hutt Valley,48,48,masked,>950,>950
243900,Manor Park,Hutt Valley,51,51,masked,>950,>950
244000,Alicetown-Melling,Hutt Valley,258,247,masked,>950,>950
244100,Taita North,Hutt Valley,511,479,571,895,839
244200,Boulcott,Hutt Valley,171,168,189,905,889
244300,Hutt Central North,Hutt Valley,81,77,96,844,802
244400,Avalon West,Hutt Valley,214,212,masked,>950,>950
244500,Stokes Valley Central,Hutt Valley,350,336,387,904,868
244600,Taita South,Hutt Valley,569,527,658,865,801
244700,Petone East,Hutt Valley,384,366,417,921,878
244800,Hutt Central South,Hutt Valley,171,169,masked,>950,>950
244900,Stokes Valley North,Hutt Valley,419,411,masked,>950,>950
245000,Petone Esplanade,Hutt Valley,329,318,masked,>950,>950
245100,Epuni West,Hutt Valley,285,275,305,934,902
245200,Avalon East,Hutt Valley,315,300,345,913,870
245300,Woburn,Hutt Valley,105,103,115,913,896
245400,Naenae Central,Hutt Valley,624,590,683,914,864
245500,Waterloo West,Hutt Valley,172,166,masked,>950,>950
245600,Epuni East,Hutt Valley,320,310,349,917,888
245700,Gracefield,Hutt Valley,masked,masked,masked,masked,masked
245800,Moera,Hutt Valley,356,337,379,939,889
245900,Delaney,Hutt Valley,543,503,601,903,837
246000,Waiwhetu,Hutt Valley,610,586,675,904,868
246100,Waterloo East,Hutt Valley,226,208,246,919,846
246200,Naenae North,Hutt Valley,490,455,540,907,843
246300,Manuka,Hutt Valley,208,200,masked,>950,>950
246400,Naenae South,Hutt Valley,558,521,598,933,871
246600,Arakura,Hutt Valley,586,560,646,907,867
246700,Eastern Bays ,Hutt Valley,78,78,masked,>950,>950
246800,Pencarrow,Hutt Valley,70,70,77,909,909
246900,Wainuiomata West,Hutt Valley,561,548,599,937,915
247000,Glendale,Hutt Valley,1022,982,1105,925,889
247100,Wainuiomata Central,Hutt Valley,335,324,361,928,898
247200,Eastbourne,Hutt Valley,96,96,masked,>950,>950
247300,Homedale East,Hutt Valley,648,622,masked,>950,>950
247400,Homedale West,Hutt Valley,557,528,594,938,889
247500,Makara-Ohariu,Capital and Coast,53,53,masked,>950,>950
247600,Tawa North,Capital and Coast,291,276,masked,>950,>950
247700,Linden,Capital and Coast,324,311,350,926,889
247800,Tawa South,Capital and Coast,215,213,masked,>950,>950
247900,Tawa Central,Capital and Coast,178,176,189,942,931
248000,Grenada North,Capital and Coast,202,195,masked,>950,>950
248100,Churton Park North,Capital and Coast,127,123,139,914,885
248200,Takapu-Horokiwi,Capital and Coast,masked,masked,masked,masked,masked
248300,Churton Park South,Capital and Coast,172,167,masked,>950,>950
248400,Johnsonville West,Capital and Coast,221,217,masked,>950,>950
248500,Grenada Village,Capital and Coast,97,94,masked,>950,>950
248600,Johnsonville North,Capital and Coast,226,219,masked,>950,>950
248700,Paparangi,Capital and Coast,211,208,masked,>950,>950
248800,Ngaio North,Capital and Coast,124,121,masked,>950,>950
248900,Johnsonville Central,Capital and Coast,259,251,284,912,884
249000,Broadmeadows,Capital and Coast,96,96,masked,>950,>950
249100,Crofton Downs,Capital and Coast,80,79,masked,>950,>950
249200,Johnsonville South,Capital and Coast,133,127,142,937,894
249300,Khandallah Reserve,Capital and Coast,59,59,masked,>950,>950
249400,Karori Park,Capital and Coast,192,183,202,950,906
249500,Newlands North,Capital and Coast,308,303,masked,>950,>950
249600,Ngaio South,Capital and Coast,117,116,masked,>950,>950
