DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Auckland Metro,European or Other,50-54,Unknown/Other,21,13,12,1750,1083
Auckland Metro,European or Other,55-59,Female,24829,19100,28531,870,669
Auckland Metro,European or Other,55-59,Male,25970,19234,29601,877,650
Auckland Metro,European or Other,55-59,Unknown/Other,7,0,5,1400,400
Auckland Metro,European or Other,60-64,Female,22686,18668,24673,919,757
Auckland Metro,European or Other,60-64,Male,23512,18963,25572,919,742
Auckland Metro,European or Other,65-69,Female,19450,17613,21180,918,832
Auckland Metro,European or Other,65-69,Male,19175,17219,20963,915,821
Auckland Metro,European or Other,70-74,Female,18397,17088,19883,925,859
Auckland Metro,European or Other,70-74,Male,17632,16376,18843,936,869
Auckland Metro,European or Other,75-79,Female,14307,13362,15000,954,891
Auckland Metro,European or Other,75-79,Male,12815,12025,13444,953,894
Auckland Metro,European or Other,80-84,Female,10508,9891,10658,986,928
Auckland Metro,European or Other,80-84,Male,8616,8145,8631,998,944
Auckland Metro,European or Other,85-89,Female,6312,5854,6754,935,867
Auckland Metro,European or Other,85-89,Male,4463,4226,4780,934,884
Auckland Metro,European or Other,90+,Female,4763,4357,5173,921,842
Auckland Metro,European or Other,90+,Male,2490,2312,2555,975,905
Auckland Metro,Maori,12-15,Female,3809,1034,6685,570,155
Auckland Metro,Maori,12-15,Male,3912,1001,7027,557,142
Auckland Metro,Maori,16-19,Female,3354,1374,6115,548,225
Auckland Metro,Maori,16-19,Male,3355,1301,6254,536,208
Auckland Metro,Maori,20-24,Female,4141,1945,8264,501,235
Auckland Metro,Maori,20-24,Male,4019,1462,7710,521,190
Auckland Metro,Maori,25-29,Female,4028,1925,8224,490,234
Auckland Metro,Maori,25-29,Male,3749,1549,7172,523,216
Auckland Metro,Maori,30-34,Female,3754,1823,6800,552,268
Auckland Metro,Maori,30-34,Male,3313,1368,5793,572,236
Auckland Metro,Maori,35-39,Female,3250,1720,5276,616,326
Auckland Metro,Maori,35-39,Male,2664,1193,4532,588,263
Auckland Metro,Maori,40-44,Female,3360,2058,4999,672,412
Auckland Metro,Maori,40-44,Male,2916,1559,4335,673,360
Auckland Metro,Maori,45-49,Female,3888,2576,5483,709,470
Auckland Metro,Maori,45-49,Male,3281,1982,4694,699,422
Auckland Metro,Maori,50-54,Female,3995,2843,5077,787,560
Auckland Metro,Maori,50-54,Male,3385,2210,4270,793,518
Auckland Metro,Maori,55-59,Female,3608,2808,4545,794,618
Auckland Metro,Maori,55-59,Male,3183,2380,3908,814,609
Auckland Metro,Maori,60-64,Female,3001,2498,3373,890,741
Auckland Metro,Maori,60-64,Male,2458,1997,2670,921,748
Auckland Metro,Maori,65-69,Female,2069,1808,2311,895,782
Auckland Metro,Maori,65-69,Male,1563,1348,1758,889,767
Auckland Metro,Maori,70-74,Female,1333,1198,1405,949,853
Auckland Metro,Maori,70-74,Male,1041,941,1084,960,868
Auckland Metro,Maori,75-79,Female,692,620,799,866,776
Auckland Metro,Maori,75-79,Male,574,511,583,985,877
Auckland Metro,Maori,80-84,Female,459,403,518,886,778
Auckland Metro,Maori,80-84,Male,290,267,320,906,834
Auckland Metro,Maori,85-89,Female,175,149,207,845,720
Auckland Metro,Maori,85-89,Male,94,83,96,979,865
Auckland Metro,Maori,90+,Female,80,69,78,1026,885
Auckland Metro,Maori,90+,Male,21,17,18,1167,944
Auckland Metro,Pacific Peoples,12-15,Female,6209,1920,9039,687,212
Auckland Metro,Pacific Peoples,12-15,Male,6270,1914,9459,663,202
Auckland Metro,Pacific Peoples,12-15,Unknown/Other,8,0,6,1333,500
Auckland Metro,Pacific Peoples,16-19,Female,6257,2938,9136,685,322
Auckland Metro,Pacific Peoples,16-19,Male,5844,2590,9254,632,280
Auckland Metro,Pacific Peoples,20-24,Female,7613,3833,12129,628,316
Auckland Metro,Pacific Peoples,20-24,Male,6726,2886,11228,599,257
Auckland Metro,Pacific Peoples,20-24,Unknown/Other,47,15,14,3357,1071
Auckland Metro,Pacific Peoples,25-29,Female,7045,3639,11606,607,314
Auckland Metro,Pacific Peoples,25-29,Male,6367,2785,10513,606,265
Auckland Metro,Pacific Peoples,25-29,Unknown/Other,23,8,5,4600,1600
Auckland Metro,Pacific Peoples,30-34,Female,6420,3602,9498,676,379
Auckland Metro,Pacific Peoples,30-34,Male,5983,2965,8785,681,338
Auckland Metro,Pacific Peoples,35-39,Female,6081,3810,8206,741,464
Auckland Metro,Pacific Peoples,35-39,Male,5741,3262,7899,727,413
Auckland Metro,Pacific Peoples,35-39,Unknown/Other,11,0,7,1571,286
Auckland Metro,Pacific Peoples,40-44,Female,6078,4223,7725,787,547
Auckland Metro,Pacific Peoples,40-44,Male,5755,3640,7254,793,502
Auckland Metro,Pacific Peoples,40-44,Unknown/Other,14,6,5,2800,1200
Auckland Metro,Pacific Peoples,45-49,Female,6093,4476,7433,820,602
Auckland Metro,Pacific Peoples,45-49,Male,5540,3750,6951,797,539
Auckland Metro,Pacific Peoples,45-49,Unknown/Other,9,0,5,1800,800
Auckland Metro,Pacific Peoples,50-54,Female,6143,4672,7554,813,618
Auckland Metro,Pacific Peoples,50-54,Male,5788,4241,6822,848,622
Auckland Metro,Pacific Peoples,55-59,Female,5593,4591,6421,871,715
Auckland Metro,Pacific Peoples,55-59,Male,5155,4082,5865,879,696
Auckland Metro,Pacific Peoples,60-64,Female,4395,3727,5050,870,738
Auckland Metro,Pacific Peoples,60-64,Male,4036,3415,4488,899,761
Auckland Metro,Pacific Peoples,65-69,Female,3318,2908,3791,875,767
Auckland Metro,Pacific Peoples,65-69,Male,3052,2682,3460,882,775
Auckland Metro,Pacific Peoples,70-74,Female,2404,2097,2754,873,761
Auckland Metro,Pacific Peoples,70-74,Male,2063,1855,2391,863,776
Auckland Metro,Pacific Peoples,75-79,Female,1571,1352,1854,847,729
Auckland Metro,Pacific Peoples,75-79,Male,1183,1042,1347,878,774
Auckland Metro,Pacific Peoples,80-84,Female,905,757,1075,842,704
Auckland Metro,Pacific Peoples,80-84,Male,572,497,727,787,684
Auckland Metro,Pacific Peoples,85-89,Female,390,329,566,689,581
Auckland Metro,Pacific Peoples,85-89,Male,217,177,269,807,658
Auckland Metro,Pacific Peoples,90+,Female,165,133,250,660,532
Auckland Metro,Pacific Peoples,90+,Male,57,46,84,679,548
Auckland Metro,Unknown,12-15,Female,158,44,61,2590,721
Auckland Metro,Unknown,12-15,Male,176,46,35,5029,1314
Auckland Metro,Unknown,16-19,Female,210,90,48,4375,1875
Auckland Metro,Unknown,16-19,Male,192,77,28,6857,2750
Auckland Metro,Unknown,20-24,Female,302,164,93,3247,1763
Auckland Metro,Unknown,20-24,Male,390,175,95,4105,1842
Auckland Metro,Unknown,25-29,Female,604,319,141,4284,2262
Auckland Metro,Unknown,25-29,Male,670,350,140,4786,2500
Auckland Metro,Unknown,25-29,Unknown/Other,198,139,6,33000,23167
Auckland Metro,Unknown,30-34,Female,562,319,139,4043,2295
Auckland Metro,Unknown,30-34,Male,866,454,197,4396,2305
Auckland Metro,Unknown,30-34,Unknown/Other,201,116,9,22333,12889
Auckland Metro,Unknown,35-39,Female,388,226,141,2752,1603
Auckland Metro,Unknown,35-39,Male,870,441,287,3031,1537
Auckland Metro,Unknown,35-39,Unknown/Other,142,87,6,23667,14500
Auckland Metro,Unknown,40-44,Female,302,168,160,1888,1050
Auckland Metro,Unknown,40-44,Male,697,369,287,2429,1286
Auckland Metro,Unknown,45-49,Female,255,151,113,2257,1336
Auckland Metro,Unknown,45-49,Male,631,372,330,1912,1127
Auckland Metro,Unknown,50-54,Female,221,139,112,1973,1241
Auckland Metro,Unknown,50-54,Male,593,346,350,1694,989
Auckland Metro,Unknown,55-59,Female,186,124,136,1368,912
Auckland Metro,Unknown,55-59,Male,564,370,378,1492,979
Auckland Metro,Unknown,60-64,Female,210,154,125,1680,1232
Auckland Metro,Unknown,60-64,Male,455,339,329,1383,1030
Auckland Metro,Unknown,65-69,Female,186,140,129,1442,1085
Auckland Metro,Unknown,65-69,Male,342,291,259,1320,1124
Auckland Metro,Unknown,70-74,Female,141,114,132,1068,864
Auckland Metro,Unknown,70-74,Male,220,188,196,1122,959
Auckland Metro,Unknown,75-79,Female,84,75,95,884,789
Auckland Metro,Unknown,75-79,Male,110,104,110,1000,945
Auckland Metro,Unknown,80-84,Female,63,58,69,913,841
Auckland Metro,Unknown,80-84,Male,59,51,51,1157,1000
Auckland Metro,Unknown,85-89,Female,49,43,58,845,741
Auckland Metro,Unknown,85-89,Male,15,13,27,556,481
Auckland Metro,Unknown,90+,Female,25,21,23,1087,913
Auckland Metro,Unknown,90+,Male,22,17,20,1100,850
Bay of Plenty,Asian,12-15,Female,306,48,380,805,126
Bay of Plenty,Asian,12-15,Male,342,53,421,812,126
Bay of Plenty,Asian,16-19,Female,275,72,289,952,249
Bay of Plenty,Asian,16-19,Male,311,88,305,1020,289
Bay of Plenty,Asian,20-24,Female,358,139,353,1014,394
Bay of Plenty,Asian,20-24,Male,743,209,546,1361,383
Bay of Plenty,Asian,25-29,Female,845,441,948,891,465
Bay of Plenty,Asian,25-29,Male,1307,481,1083,1207,444
Bay of Plenty,Asian,30-34,Female,1116,566,1117,999,507
Bay of Plenty,Asian,30-34,Male,1179,478,1026,1149,466
Bay of Plenty,Asian,35-39,Female,889,383,919,967,417
Bay of Plenty,Asian,35-39,Male,840,343,739,1137,464
Bay of Plenty,Asian,40-44,Female,672,306,678,991,451
Bay of Plenty,Asian,40-44,Male,644,265,604,1066,439
Bay of Plenty,Asian,45-49,Female,566,297,556,1018,534
Bay of Plenty,Asian,45-49,Male,491,243,407,1206,597
Bay of Plenty,Asian,50-54,Female,385,246,399,965,617
Bay of Plenty,Asian,50-54,Male,346,196,318,1088,616
Bay of Plenty,Asian,55-59,Female,337,239,328,1027,729
Bay of Plenty,Asian,55-59,Male,236,154,240,983,642
Bay of Plenty,Asian,60-64,Female,281,211,313,898,674
Bay of Plenty,Asian,60-64,Male,168,133,206,816,646
Bay of Plenty,Asian,65-69,Female,223,189,249,896,759
Bay of Plenty,Asian,65-69,Male,188,148,192,979,771
Bay of Plenty,Asian,70-74,Female,149,128,157,949,815
Bay of Plenty,Asian,70-74,Male,114,101,132,864,765
Bay of Plenty,Asian,75-79,Female,62,51,73,849,699
Bay of Plenty,Asian,75-79,Male,62,49,63,984,778
Bay of Plenty,Asian,80-84,Female,38,24,45,844,533
Bay of Plenty,Asian,80-84,Male,35,28,42,833,667
Bay of Plenty,Asian,85-89,Female,9,6,9,1000,667
Bay of Plenty,Asian,85-89,Male,13,8,14,929,571
Bay of Plenty,European or Other,12-15,Female,2218,293,3739,593,78
Bay of Plenty,European or Other,12-15,Male,2371,314,3990,594,79
Bay of Plenty,European or Other,16-19,Female,2124,521,3257,652,160
Bay of Plenty,European or Other,16-19,Male,2103,451,3453,609,131
Bay of Plenty,European or Other,20-24,Female,2114,786,3592,589,219
Bay of Plenty,European or Other,20-24,Male,1978,512,3718,532,138
Bay of Plenty,European or Other,25-29,Female,2592,955,4548,570,210
Bay of Plenty,European or Other,25-29,Male,2267,674,4018,564,168
Bay of Plenty,European or Other,30-34,Female,3408,1097,5173,659,212
Bay of Plenty,European or Other,30-34,Male,2910,763,4364,667,175
Bay of Plenty,European or Other,35-39,Female,3554,1144,4998,711,229
Bay of Plenty,European or Other,35-39,Male,3090,791,4396,703,180
Bay of Plenty,European or Other,40-44,Female,3619,1419,4905,738,289
Bay of Plenty,European or Other,40-44,Male,3275,1077,4551,720,237
Bay of Plenty,European or Other,45-49,Female,4350,1868,6005,724,311
Bay of Plenty,European or Other,45-49,Male,3960,1489,5473,724,272
Bay of Plenty,European or Other,50-54,Female,5015,3021,6249,803,483
Bay of Plenty,European or Other,50-54,Male,4487,2372,5645,795,420
Bay of Plenty,European or Other,55-59,Female,5343,3773,6542,817,577
Bay of Plenty,European or Other,55-59,Male,4992,3359,6142,813,547
Bay of Plenty,European or Other,60-64,Female,5688,4622,6497,875,711
Bay of Plenty,European or Other,60-64,Male,5160,4038,6024,857,670
Bay of Plenty,European or Other,65-69,Female,5723,5153,6364,899,810
Bay of Plenty,European or Other,65-69,Male,5250,4673,5918,887,790
Bay of Plenty,European or Other,70-74,Female,5648,5177,6119,923,846
Bay of Plenty,European or Other,70-74,Male,5270,4844,5809,907,834
Bay of Plenty,European or Other,75-79,Female,4363,4020,4782,912,841
Bay of Plenty,European or Other,75-79,Male,3987,3671,4228,943,868
Bay of Plenty,European or Other,80-84,Female,3228,3010,3210,1006,938
Bay of Plenty,European or Other,80-84,Male,2858,2660,2866,997,928
Bay of Plenty,European or Other,85-89,Female,1794,1615,1980,906,816
Bay of Plenty,European or Other,85-89,Male,1404,1293,1477,951,875
Bay of Plenty,European or Other,90+,Female,1174,1073,1302,902,824
Bay of Plenty,European or Other,90+,Male,737,652,724,1018,901
Bay of Plenty,Maori,12-15,Female,861,158,2540,339,62
Bay of Plenty,Maori,12-15,Male,926,142,2634,352,54
Bay of Plenty,Maori,16-19,Female,814,236,2146,379,110
Bay of Plenty,Maori,16-19,Male,758,211,2199,345,96
Bay of Plenty,Maori,20-24,Female,752,281,2469,305,114
Bay of Plenty,Maori,20-24,Male,707,234,2356,300,99
Bay of Plenty,Maori,25-29,Female,787,308,2388,330,129
Bay of Plenty,Maori,25-29,Male,690,219,2195,314,100
Bay of Plenty,Maori,30-34,Female,800,279,2116,378,132
Bay of Plenty,Maori,30-34,Male,707,230,1894,373,121
Bay of Plenty,Maori,35-39,Female,910,357,1916,475,186
Bay of Plenty,Maori,35-39,Male,725,226,1674,433,135
Bay of Plenty,Maori,40-44,Female,966,441,1834,527,240
Bay of Plenty,Maori,40-44,Male,810,315,1639,494,192
Bay of Plenty,Maori,45-49,Female,1152,590,1896,608,311
Bay of Plenty,Maori,45-49,Male,922,362,1638,563,221
Bay of Plenty,Maori,50-54,Female,1183,692,1746,678,396
Bay of Plenty,Maori,50-54,Male,1016,581,1564,650,371
Bay of Plenty,Maori,55-59,Female,1272,895,1790,711,500
Bay of Plenty,Maori,55-59,Male,1044,694,1525,685,455
Bay of Plenty,Maori,60-64,Female,1227,958,1514,810,633
Bay of Plenty,Maori,60-64,Male,1008,781,1172,860,666
Bay of Plenty,Maori,65-69,Female,972,840,1077,903,780
Bay of Plenty,Maori,65-69,Male,796,691,947,841,730
Bay of Plenty,Maori,70-74,Female,660,596,730,904,816
Bay of Plenty,Maori,70-74,Male,583,516,633,921,815
Bay of Plenty,Maori,75-79,Female,341,295,435,784,678
Bay of Plenty,Maori,75-79,Male,331,301,342,968,880
Bay of Plenty,Maori,80-84,Female,253,217,278,910,781
Bay of Plenty,Maori,80-84,Male,165,149,180,917,828
Bay of Plenty,Maori,85-89,Female,107,86,126,849,683
Bay of Plenty,Maori,85-89,Male,61,53,72,847,736
Bay of Plenty,Maori,90+,Female,39,36,50,780,720
Bay of Plenty,Maori,90+,Male,18,15,18,1000,833
Bay of Plenty,Pacific Peoples,12-15,Female,80,7,164,488,43
Bay of Plenty,Pacific Peoples,12-15,Male,87,11,202,431,54
Bay of Plenty,Pacific Peoples,16-19,Female,78,20,146,534,137
Bay of Plenty,Pacific Peoples,16-19,Male,103,33,156,660,212
Bay of Plenty,Pacific Peoples,20-24,Female,96,39,175,549,223
Bay of Plenty,Pacific Peoples,20-24,Male,219,125,197,1112,635
Bay of Plenty,Pacific Peoples,25-29,Female,121,65,173,699,376
Bay of Plenty,Pacific Peoples,25-29,Male,359,251,211,1701,1190
Bay of Plenty,Pacific Peoples,30-34,Female,137,67,188,729,356
Bay of Plenty,Pacific Peoples,30-34,Male,305,211,214,1425,986
Bay of Plenty,Pacific Peoples,35-39,Female,106,52,147,721,354
Bay of Plenty,Pacific Peoples,35-39,Male,314,210,211,1488,995
Bay of Plenty,Pacific Peoples,40-44,Female,121,75,169,716,444
Bay of Plenty,Pacific Peoples,40-44,Male,249,162,186,1339,871
Bay of Plenty,Pacific Peoples,45-49,Female,120,56,134,896,418
Bay of Plenty,Pacific Peoples,45-49,Male,159,108,130,1223,831
Bay of Plenty,Pacific Peoples,50-54,Female,92,57,126,730,452
Bay of Plenty,Pacific Peoples,50-54,Male,133,76,136,978,559
Bay of Plenty,Pacific Peoples,55-59,Female,90,61,102,882,598
Bay of Plenty,Pacific Peoples,55-59,Male,71,45,80,888,562
Bay of Plenty,Pacific Peoples,60-64,Female,50,39,67,746,582
Bay of Plenty,Pacific Peoples,60-64,Male,68,51,79,861,646
Bay of Plenty,Pacific Peoples,65-69,Female,51,44,51,1000,863
Bay of Plenty,Pacific Peoples,65-69,Male,43,36,61,705,590
Bay of Plenty,Pacific Peoples,70-74,Female,39,34,52,750,654
Bay of Plenty,Pacific Peoples,70-74,Male,26,23,29,897,793
Bay of Plenty,Pacific Peoples,75-79,Female,32,26,35,914,743
Bay of Plenty,Pacific Peoples,75-79,Male,20,17,23,870,739
Bay of Plenty,Pacific Peoples,80-84,Female,12,9,12,1000,750
Bay of Plenty,Pacific Peoples,80-84,Male,8,7,12,667,583
Bay of Plenty,Unknown,20-24,Male,23,5,6,3833,833
Bay of Plenty,Unknown,25-29,Female,32,13,9,3556,1444
Bay of Plenty,Unknown,25-29,Male,60,25,13,4615,1923
Bay of Plenty,Unknown,30-34,Female,24,9,8,3000,1125
Bay of Plenty,Unknown,30-34,Male,44,18,12,3667,1500
Bay of Plenty,Unknown,35-39,Female,16,7,7,2286,1000
Bay of Plenty,Unknown,35-39,Male,46,21,9,5111,2333
Bay of Plenty,Unknown,40-44,Female,21,7,8,2625,875
Bay of Plenty,Unknown,40-44,Male,59,21,18,3278,1167
Bay of Plenty,Unknown,45-49,Female,8,0,6,1333,667
Bay of Plenty,Unknown,45-49,Male,28,15,21,1333,714
Bay of Plenty,Unknown,50-54,Female,9,6,7,1286,857
Bay of Plenty,Unknown,50-54,Male,36,23,19,1895,1211
Bay of Plenty,Unknown,55-59,Female,8,5,6,1333,833
Bay of Plenty,Unknown,55-59,Male,35,19,19,1842,1000
Bay of Plenty,Unknown,60-64,Female,16,10,10,1600,1000
Bay of Plenty,Unknown,60-64,Male,22,20,15,1467,1333
Bay of Plenty,Unknown,65-69,Female,6,5,10,600,500
Bay of Plenty,Unknown,65-69,Male,18,13,9,2000,1444
Bay of Plenty,Unknown,70-74,Male,19,14,19,1000,737
Bay of Plenty,Unknown,75-79,Female,7,7,5,1400,1400
Bay of Plenty,Unknown,75-79,Male,9,6,9,1000,667
Canterbury,Asian,12-15,Female,1153,191,1488,775,128
Canterbury,Asian,12-15,Male,1181,230,1601,738,144
Canterbury,Asian,16-19,Female,1119,321,1264,885,254
Canterbury,Asian,16-19,Male,1245,320,1318,945,243
Canterbury,Asian,20-24,Female,1661,698,1773,937,394
Canterbury,Asian,20-24,Male,1992,704,1829,1089,385
Canterbury,Asian,20-24,Unknown/Other,40,25,7,5714,3571
Canterbury,Asian,25-29,Female,2859,1411,3186,897,443
Canterbury,Asian,25-29,Male,3249,1411,3111,1044,454
Canterbury,Asian,25-29,Unknown/Other,72,42,8,9000,5250
Canterbury,Asian,30-34,Female,3796,1994,4229,898,472
Canterbury,Asian,30-34,Male,3685,1702,3730,988,456
Canterbury,Asian,30-34,Unknown/Other,32,23,6,5333,3833
Canterbury,Asian,35-39,Female,3542,1665,4047,875,411
Canterbury,Asian,35-39,Male,3502,1474,3696,948,399
Canterbury,Asian,35-39,Unknown/Other,18,7,7,2571,1000
Canterbury,Asian,40-44,Female,2684,1174,2851,941,412
Canterbury,Asian,40-44,Male,2676,1026,2646,1011,388
Canterbury,Asian,40-44,Unknown/Other,11,0,6,1833,500
Canterbury,Asian,45-49,Female,1952,954,2126,918,449
Canterbury,Asian,45-49,Male,1845,806,1857,994,434
Canterbury,Asian,50-54,Female,1489,871,1537,969,567
Canterbury,Asian,50-54,Male,1336,687,1309,1021,525
Canterbury,Asian,55-59,Female,1135,746,1275,890,585
Canterbury,Asian,55-59,Male,900,564,972,926,580
Canterbury,Asian,60-64,Female,1067,785,1294,825,607
Canterbury,Asian,60-64,Male,758,560,852,890,657
Canterbury,Asian,65-69,Female,890,681,996,894,684
Canterbury,Asian,65-69,Male,681,547,834,817,656
Canterbury,Asian,70-74,Female,497,405,516,963,785
Canterbury,Asian,70-74,Male,472,392,476,992,824
Canterbury,Asian,75-79,Female,210,158,287,732,551
Canterbury,Asian,75-79,Male,197,161,241,817,668
Canterbury,Asian,80-84,Female,163,133,184,886,723
Canterbury,Asian,80-84,Male,134,103,154,870,669
Canterbury,Asian,85-89,Female,69,51,79,873,646
Canterbury,Asian,85-89,Male,47,40,64,734,625
Canterbury,Asian,90+,Female,33,26,35,943,743
Canterbury,Asian,90+,Male,24,19,28,857,679
Canterbury,European or Other,12-15,Female,6429,823,9585,671,86
Canterbury,European or Other,12-15,Male,6933,922,10084,688,91
Canterbury,European or Other,16-19,Female,7212,2056,9984,722,206
Canterbury,European or Other,16-19,Male,6919,1715,10205,678,168
Canterbury,European or Other,20-24,Female,9293,3568,13154,706,271
Canterbury,European or Other,20-24,Male,8805,2453,13845,636,177
Canterbury,European or Other,20-24,Unknown/Other,5,0,12,417,83
Canterbury,European or Other,25-29,Female,9166,3879,14413,636,269
Canterbury,European or Other,25-29,Male,8513,2706,14024,607,193
Canterbury,European or Other,25-29,Unknown/Other,22,6,20,1100,300
Canterbury,European or Other,30-34,Female,9870,3789,14097,700,269
Canterbury,European or Other,30-34,Male,9366,2941,13919,673,211
Canterbury,European or Other,30-34,Unknown/Other,16,6,7,2286,857
Canterbury,European or Other,35-39,Female,9586,3935,12782,750,308
Canterbury,European or Other,35-39,Male,8849,2932,12323,718,238
Canterbury,European or Other,35-39,Unknown/Other,9,0,5,1800,800
Canterbury,European or Other,40-44,Female,10270,4614,12889,797,358
Canterbury,European or Other,40-44,Male,9116,3409,12314,740,277
Canterbury,European or Other,40-44,Unknown/Other,7,0,7,1000,286
Canterbury,European or Other,45-49,Female,12267,6210,15519,790,400
Canterbury,European or Other,45-49,Male,10951,4575,14433,759,317
Canterbury,European or Other,50-54,Female,13673,8189,15684,872,522
Canterbury,European or Other,50-54,Male,12902,6673,15302,843,436
Canterbury,European or Other,55-59,Female,13899,9718,15922,873,610
Canterbury,European or Other,55-59,Male,13218,8487,15603,847,544
Canterbury,European or Other,60-64,Female,13425,10262,14458,929,710
Canterbury,European or Other,60-64,Male,13018,9594,14215,916,675
Canterbury,European or Other,65-69,Female,11856,9770,12622,939,774
Canterbury,European or Other,65-69,Male,11310,9217,12116,933,761
Canterbury,European or Other,70-74,Female,11235,10134,11648,965,870
Canterbury,European or Other,70-74,Male,10377,9277,10748,965,863
Canterbury,European or Other,75-79,Female,7946,7167,8212,968,873
Canterbury,European or Other,75-79,Male,7116,6469,7310,973,885
Canterbury,European or Other,80-84,Female,6046,5415,5990,1009,904
