DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster Received,Population
Auckland,Asian,85-89,Male,423,420,420,372,420
Auckland,Asian,90+,Female,185,185,184,166,179
Auckland,Asian,90+,Male,121,120,120,104,126
Auckland,European or Other,12-17,Female,7037,6990,"2,550",439,7315
Auckland,European or Other,12-17,Male,7264,7182,"2,655",404,7448
Auckland,European or Other,12-17,Unknown/Other,8,8,<5,<5,8
Auckland,European or Other,18-24,Female,10836,10790,"10,771","7,822",11536
Auckland,European or Other,18-24,Male,10089,10010,"9,988","6,248",10369
Auckland,European or Other,18-24,Unknown/Other,46,45,45,32,38
Auckland,European or Other,25-29,Female,10345,10289,"10,270","7,549",11855
Auckland,European or Other,25-29,Male,10436,10361,"10,336","6,639",10769
Auckland,European or Other,25-29,Unknown/Other,51,51,51,34,23
Auckland,European or Other,30-34,Female,9605,9559,"9,542","7,139",10714
Auckland,European or Other,30-34,Male,10380,10295,"10,252","6,825",10361
Auckland,European or Other,30-34,Unknown/Other,36,36,36,26,22
Auckland,European or Other,35-39,Female,7611,7559,"7,539","5,862",8521
Auckland,European or Other,35-39,Male,8299,8237,"8,206","5,913",8574
Auckland,European or Other,35-39,Unknown/Other,15,14,14,10,15
Auckland,European or Other,40-44,Female,7100,7058,"7,041","5,771",8032
Auckland,European or Other,40-44,Male,7451,7400,"7,379","5,701",8027
Auckland,European or Other,45-49,Female,7866,7832,"7,820","6,661",8961
Auckland,European or Other,45-49,Male,8001,7945,"7,932","6,433",8951
Auckland,European or Other,5-11,Female,5391,3159,NA,NA,7739
Auckland,European or Other,5-11,Male,5743,3351,NA,NA,8273
Auckland,European or Other,50-54,Female,8130,8096,"8,080","7,072",8362
Auckland,European or Other,50-54,Male,8564,8520,"8,497","7,208",8858
Auckland,European or Other,50-54,Unknown/Other,8,8,8,7,5
Auckland,European or Other,55-59,Female,7398,7362,"7,345","6,535",8093
Auckland,European or Other,55-59,Male,8084,8039,"8,016","6,923",8644
Auckland,European or Other,60-64,Female,6731,6702,"6,687","6,062",6988
Auckland,European or Other,60-64,Male,7222,7185,"7,160","6,375",7440
Auckland,European or Other,65-69,Female,5704,5685,"5,655","5,216",5985
Auckland,European or Other,65-69,Male,5862,5846,"5,824","5,311",6084
Auckland,European or Other,70-74,Female,5104,5086,"5,056","4,700",5399
Auckland,European or Other,70-74,Male,4977,4965,"4,944","4,634",5182
Auckland,European or Other,75-79,Female,3940,3928,"3,911","3,697",3829
Auckland,European or Other,75-79,Male,3454,3447,"3,430","3,249",3442
Auckland,European or Other,80-84,Female,2933,2927,"2,910","2,778",2825
Auckland,European or Other,80-84,Male,2375,2370,"2,358","2,253",2219
Auckland,European or Other,85-89,Female,1771,1763,"1,755","1,690",1874
Auckland,European or Other,85-89,Male,1142,1140,"1,129","1,098",1257
Auckland,European or Other,90+,Female,1474,1472,"1,470","1,407",1629
Auckland,European or Other,90+,Male,722,721,719,696,782
Auckland,Maori,12-17,Female,1681,1611,557,46,1659
Auckland,Maori,12-17,Male,1654,1588,529,44,1747
Auckland,Maori,18-24,Female,2355,2307,"2,279","1,024",2396
Auckland,Maori,18-24,Male,2192,2121,"2,093",761,2260
Auckland,Maori,25-29,Female,1513,1481,"1,465",755,1774
Auckland,Maori,25-29,Male,1617,1568,"1,546",679,1611
Auckland,Maori,30-34,Female,1307,1269,"1,263",678,1398
Auckland,Maori,30-34,Male,1265,1233,"1,219",547,1265
Auckland,Maori,35-39,Female,996,967,956,564,1101
Auckland,Maori,35-39,Male,955,928,910,468,1003
Auckland,Maori,40-44,Female,895,880,869,559,1032
Auckland,Maori,40-44,Male,938,912,901,530,997
Auckland,Maori,45-49,Female,997,989,978,704,1169
Auckland,Maori,45-49,Male,979,956,948,632,1053
Auckland,Maori,5-11,Female,941,416,NA,NA,2068
Auckland,Maori,5-11,Male,1052,457,NA,NA,2253
Auckland,Maori,50-54,Female,1026,1017,"1,012",767,1055
Auckland,Maori,50-54,Male,905,886,876,631,911
Auckland,Maori,55-59,Female,903,896,889,733,988
Auckland,Maori,55-59,Male,898,886,880,708,915
Auckland,Maori,60-64,Female,758,750,749,642,744
Auckland,Maori,60-64,Male,674,670,667,578,607
Auckland,Maori,65-69,Female,517,515,514,462,520
Auckland,Maori,65-69,Male,401,401,398,357,421
Auckland,Maori,70-74,Female,309,308,308,283,304
Auckland,Maori,70-74,Male,279,279,278,258,261
Auckland,Maori,75-79,Female,159,157,157,145,158
Auckland,Maori,75-79,Male,142,142,142,130,138
Auckland,Maori,80-84,Female,115,115,114,111,122
Auckland,Maori,80-84,Male,74,74,74,69,74
Auckland,Maori,85-89,Female,48,48,48,44,53
Auckland,Maori,85-89,Male,25,25,25,23,27
Auckland,Maori,90+,Female,27,27,27,24,22
Auckland,Pacific Peoples,12-17,Female,2756,2674,974,52,2957
Auckland,Pacific Peoples,12-17,Male,2787,2695,959,44,3058
Auckland,Pacific Peoples,18-24,Female,3552,3501,"3,472","1,504",3766
Auckland,Pacific Peoples,18-24,Male,3382,3285,"3,247","1,116",3536
Auckland,Pacific Peoples,18-24,Unknown/Other,18,18,18,6,6
Auckland,Pacific Peoples,25-29,Female,2407,2355,"2,335","1,046",2713
Auckland,Pacific Peoples,25-29,Male,2406,2334,"2,303",831,2582
Auckland,Pacific Peoples,30-34,Female,2049,2008,"1,994","1,025",2120
Auckland,Pacific Peoples,30-34,Male,2059,2000,"1,966",850,1958
Auckland,Pacific Peoples,35-39,Female,1618,1590,"1,577",953,1819
Auckland,Pacific Peoples,35-39,Male,1621,1586,"1,576",784,1791
Auckland,Pacific Peoples,40-44,Female,1601,1579,"1,571","1,028",1764
Auckland,Pacific Peoples,40-44,Male,1605,1573,"1,558",938,1630
Auckland,Pacific Peoples,45-49,Female,1606,1599,"1,592","1,109",1728
Auckland,Pacific Peoples,45-49,Male,1541,1518,"1,510","1,006",1671
Auckland,Pacific Peoples,5-11,Female,1592,568,NA,NA,3532
Auckland,Pacific Peoples,5-11,Male,1774,589,NA,NA,3720
Auckland,Pacific Peoples,50-54,Female,1664,1653,"1,647","1,220",1810
Auckland,Pacific Peoples,50-54,Male,1595,1577,"1,572","1,168",1678
Auckland,Pacific Peoples,55-59,Female,1561,1554,"1,549","1,205",1566
Auckland,Pacific Peoples,55-59,Male,1406,1392,"1,391","1,106",1431
Auckland,Pacific Peoples,60-64,Female,1258,1253,"1,247","1,028",1274
Auckland,Pacific Peoples,60-64,Male,1153,1149,"1,146",936,1187
Auckland,Pacific Peoples,65-69,Female,940,935,928,789,974
Auckland,Pacific Peoples,65-69,Male,896,889,884,779,915
Auckland,Pacific Peoples,70-74,Female,675,674,674,561,666
Auckland,Pacific Peoples,70-74,Male,557,554,553,493,559
Auckland,Pacific Peoples,75-79,Female,448,447,446,370,482
Auckland,Pacific Peoples,75-79,Male,300,298,298,255,336
Auckland,Pacific Peoples,80-84,Female,302,296,294,239,326
Auckland,Pacific Peoples,80-84,Male,171,169,169,149,185
Auckland,Pacific Peoples,85-89,Female,147,142,142,116,185
Auckland,Pacific Peoples,85-89,Male,75,75,75,62,79
Auckland,Pacific Peoples,90+,Female,69,67,67,57,81
Auckland,Pacific Peoples,90+,Male,23,23,23,18,24
Auckland,Unknown,12-17,Female,206,193,67,10,29
Auckland,Unknown,12-17,Male,226,194,60,<5,21
Auckland,Unknown,18-24,Female,385,382,372,190,33
Auckland,Unknown,18-24,Male,440,420,417,185,30
Auckland,Unknown,25-29,Female,667,649,646,375,50
Auckland,Unknown,25-29,Male,630,609,605,316,46
Auckland,Unknown,30-34,Female,613,594,593,351,48
Auckland,Unknown,30-34,Male,838,807,804,414,58
Auckland,Unknown,35-39,Female,410,400,395,234,50
Auckland,Unknown,35-39,Male,655,627,622,364,98
Auckland,Unknown,40-44,Female,273,265,264,143,50
Auckland,Unknown,40-44,Male,486,469,465,266,81
Auckland,Unknown,45-49,Female,220,217,216,110,42
Auckland,Unknown,45-49,Male,402,383,381,219,103
Auckland,Unknown,5-11,Female,223,119,NA,NA,14
Auckland,Unknown,5-11,Male,199,93,NA,NA,21
Auckland,Unknown,50-54,Female,175,170,169,83,40
Auckland,Unknown,50-54,Male,335,311,310,172,91
Auckland,Unknown,55-59,Female,192,186,186,101,40
Auckland,Unknown,55-59,Male,302,281,280,166,87
Auckland,Unknown,60-64,Female,163,159,156,97,39
Auckland,Unknown,60-64,Male,212,207,205,118,82
Auckland,Unknown,65-69,Female,109,106,106,68,43
Auckland,Unknown,65-69,Male,173,170,170,103,77
Auckland,Unknown,70-74,Female,61,60,59,37,44
Auckland,Unknown,70-74,Male,74,72,72,40,47
Auckland,Unknown,75-79,Female,36,32,32,21,26
Auckland,Unknown,75-79,Male,26,25,25,18,18
Auckland,Unknown,80-84,Female,12,11,11,9,22
Auckland,Unknown,80-84,Male,11,11,11,9,10
Auckland,Unknown,85-89,Female,5,5,5,<5,12
Bay of Plenty,Asian,12-17,Female,610,597,194,13,545
Bay of Plenty,Asian,12-17,Male,707,690,223,11,601
Bay of Plenty,Asian,18-24,Female,585,584,584,335,477
Bay of Plenty,Asian,18-24,Male,1249,1232,"1,223",401,671
Bay of Plenty,Asian,25-29,Female,1035,1030,"1,027",557,948
Bay of Plenty,Asian,25-29,Male,1719,1691,"1,687",588,1083
Bay of Plenty,Asian,30-34,Female,1381,1373,"1,366",838,1117
Bay of Plenty,Asian,30-34,Male,1473,1446,"1,440",714,1026
Bay of Plenty,Asian,35-39,Female,1054,1045,"1,042",671,919
Bay of Plenty,Asian,35-39,Male,1039,1023,"1,014",607,739
Bay of Plenty,Asian,40-44,Female,780,773,772,476,678
Bay of Plenty,Asian,40-44,Male,747,742,737,455,604
Bay of Plenty,Asian,45-49,Female,658,653,650,447,556
Bay of Plenty,Asian,45-49,Male,580,576,574,397,407
Bay of Plenty,Asian,5-11,Female,553,204,NA,NA,860
Bay of Plenty,Asian,5-11,Male,636,231,NA,NA,1040
Bay of Plenty,Asian,50-54,Female,425,423,423,314,399
Bay of Plenty,Asian,50-54,Male,391,387,385,279,318
Bay of Plenty,Asian,55-59,Female,363,359,357,269,328
Bay of Plenty,Asian,55-59,Male,263,262,259,196,240
Bay of Plenty,Asian,60-64,Female,315,315,313,229,313
Bay of Plenty,Asian,60-64,Male,192,191,191,145,206
Bay of Plenty,Asian,65-69,Female,242,240,238,185,249
Bay of Plenty,Asian,65-69,Male,184,181,181,148,192
Bay of Plenty,Asian,70-74,Female,171,171,171,135,157
Bay of Plenty,Asian,70-74,Male,132,129,128,112,132
Bay of Plenty,Asian,75-79,Female,74,74,74,56,73
Bay of Plenty,Asian,75-79,Male,72,72,72,55,63
Bay of Plenty,Asian,80-84,Female,45,45,44,34,45
Bay of Plenty,Asian,80-84,Male,40,40,39,33,42
Bay of Plenty,Asian,85-89,Female,12,12,12,6,9
Bay of Plenty,Asian,85-89,Male,13,13,13,11,14
Bay of Plenty,European or Other,12-17,Female,4989,4855,"1,641",101,5558
Bay of Plenty,European or Other,12-17,Male,5374,5224,"1,730",81,5808
Bay of Plenty,European or Other,18-24,Female,4610,4558,"4,538","2,224",5030
Bay of Plenty,European or Other,18-24,Male,4991,4895,"4,868","1,667",5353
Bay of Plenty,European or Other,25-29,Female,3976,3907,"3,892","1,850",4548
Bay of Plenty,European or Other,25-29,Male,3834,3745,"3,718","1,389",4018
Bay of Plenty,European or Other,25-29,Unknown/Other,11,11,11,5,8
Bay of Plenty,European or Other,30-34,Female,4894,4810,"4,791","2,622",5173
Bay of Plenty,European or Other,30-34,Male,4390,4291,"4,274","1,877",4364
Bay of Plenty,European or Other,35-39,Female,4694,4607,"4,598","2,711",4998
Bay of Plenty,European or Other,35-39,Male,4222,4134,"4,116","2,083",4396
Bay of Plenty,European or Other,40-44,Female,4395,4341,"4,334","2,793",4905
Bay of Plenty,European or Other,40-44,Male,4124,4041,"4,024","2,306",4551
Bay of Plenty,European or Other,45-49,Female,5058,5004,"4,993","3,481",6005
Bay of Plenty,European or Other,45-49,Male,4815,4760,"4,745","2,988",5473
Bay of Plenty,European or Other,5-11,Female,3205,1171,NA,NA,6453
Bay of Plenty,European or Other,5-11,Male,3267,1192,NA,NA,6627
Bay of Plenty,European or Other,50-54,Female,5710,5665,"5,651","4,266",6249
Bay of Plenty,European or Other,50-54,Male,5239,5190,"5,174","3,620",5645
Bay of Plenty,European or Other,55-59,Female,5873,5837,"5,817","4,719",6542
Bay of Plenty,European or Other,55-59,Male,5523,5483,"5,468","4,175",6142
Bay of Plenty,European or Other,60-64,Female,6163,6118,"6,104","5,184",6497
Bay of Plenty,European or Other,60-64,Male,5678,5649,"5,634","4,660",6024
Bay of Plenty,European or Other,65-69,Female,6038,6005,"5,984","5,359",6364
Bay of Plenty,European or Other,65-69,Male,5586,5558,"5,546","4,907",5918
Bay of Plenty,European or Other,70-74,Female,5817,5802,"5,789","5,316",6119
Bay of Plenty,European or Other,70-74,Male,5451,5436,"5,422","4,982",5809
Bay of Plenty,European or Other,75-79,Female,4652,4637,"4,628","4,298",4782
Bay of Plenty,European or Other,75-79,Male,4209,4198,"4,190","3,927",4228
Bay of Plenty,European or Other,80-84,Female,3499,3496,"3,489","3,277",3210
Bay of Plenty,European or Other,80-84,Male,2970,2964,"2,961","2,810",2866
Bay of Plenty,European or Other,85-89,Female,1859,1850,"1,847","1,733",1980
Bay of Plenty,European or Other,85-89,Male,1445,1442,"1,440","1,355",1477
Bay of Plenty,European or Other,90+,Female,1171,1168,"1,165","1,110",1302
Bay of Plenty,European or Other,90+,Male,695,693,691,656,724
Bay of Plenty,Maori,12-17,Female,3139,2922,791,18,3622
Bay of Plenty,Maori,12-17,Male,3251,3005,794,18,3776
Bay of Plenty,Maori,18-24,Female,2873,2736,"2,682",707,3533
Bay of Plenty,Maori,18-24,Male,2950,2753,"2,696",578,3413
Bay of Plenty,Maori,25-29,Female,1919,1823,"1,792",558,2388
Bay of Plenty,Maori,25-29,Male,1774,1636,"1,601",336,2195
Bay of Plenty,Maori,30-34,Female,1761,1691,"1,662",601,2116
Bay of Plenty,Maori,30-34,Male,1646,1538,"1,504",440,1894
Bay of Plenty,Maori,35-39,Female,1609,1545,"1,525",651,1916
Bay of Plenty,Maori,35-39,Male,1426,1346,"1,315",438,1674
Bay of Plenty,Maori,40-44,Female,1632,1584,"1,571",771,1834
Bay of Plenty,Maori,40-44,Male,1421,1362,"1,345",575,1639
Bay of Plenty,Maori,45-49,Female,1639,1602,"1,592",914,1896
Bay of Plenty,Maori,45-49,Male,1443,1401,"1,381",724,1638
Bay of Plenty,Maori,5-11,Female,1237,343,NA,NA,4612
Bay of Plenty,Maori,5-11,Male,1339,353,NA,NA,5049
Bay of Plenty,Maori,50-54,Female,1603,1575,"1,561","1,024",1746
Bay of Plenty,Maori,50-54,Male,1411,1368,"1,356",814,1564
Bay of Plenty,Maori,55-59,Female,1615,1589,"1,572","1,135",1790
Bay of Plenty,Maori,55-59,Male,1336,1312,"1,300",920,1525
Bay of Plenty,Maori,60-64,Female,1438,1422,"1,413","1,113",1514
Bay of Plenty,Maori,60-64,Male,1198,1179,"1,173",950,1172
Bay of Plenty,Maori,65-69,Female,1130,1118,"1,117",935,1077
Bay of Plenty,Maori,65-69,Male,892,884,880,772,947
Bay of Plenty,Maori,70-74,Female,752,747,746,650,730
Bay of Plenty,Maori,70-74,Male,683,675,674,600,633
Bay of Plenty,Maori,75-79,Female,426,421,420,368,435
Bay of Plenty,Maori,75-79,Male,368,365,363,326,342
Bay of Plenty,Maori,80-84,Female,278,273,272,238,278
Bay of Plenty,Maori,80-84,Male,177,176,176,163,180
Bay of Plenty,Maori,85-89,Female,118,117,117,100,126
Bay of Plenty,Maori,85-89,Male,75,75,75,70,72
Bay of Plenty,Maori,90+,Female,46,45,44,40,50
Bay of Plenty,Maori,90+,Male,15,15,15,15,18
Bay of Plenty,Pacific Peoples,12-17,Female,236,225,66,<5,231
Bay of Plenty,Pacific Peoples,12-17,Male,270,259,79,6,295
Bay of Plenty,Pacific Peoples,18-24,Female,264,260,257,87,254
Bay of Plenty,Pacific Peoples,18-24,Male,452,443,441,153,260
Bay of Plenty,Pacific Peoples,25-29,Female,210,206,205,96,173
Bay of Plenty,Pacific Peoples,25-29,Male,469,464,464,211,211
Bay of Plenty,Pacific Peoples,30-34,Female,199,195,193,89,188
Bay of Plenty,Pacific Peoples,30-34,Male,445,434,432,180,214
Bay of Plenty,Pacific Peoples,35-39,Female,154,150,150,73,147
Bay of Plenty,Pacific Peoples,35-39,Male,430,427,423,193,211
Bay of Plenty,Pacific Peoples,40-44,Female,163,161,157,92,169
Bay of Plenty,Pacific Peoples,40-44,Male,343,338,334,161,186
Bay of Plenty,Pacific Peoples,45-49,Female,150,148,148,88,134
Bay of Plenty,Pacific Peoples,45-49,Male,215,213,213,126,130
Bay of Plenty,Pacific Peoples,5-11,Female,159,35,NA,NA,364
Bay of Plenty,Pacific Peoples,5-11,Male,135,34,NA,NA,332
Bay of Plenty,Pacific Peoples,50-54,Female,131,130,129,85,126
Bay of Plenty,Pacific Peoples,50-54,Male,185,182,181,104,136
Bay of Plenty,Pacific Peoples,55-59,Female,107,107,106,78,102
Bay of Plenty,Pacific Peoples,55-59,Male,85,85,85,52,80
Bay of Plenty,Pacific Peoples,60-64,Female,68,67,66,51,67
Bay of Plenty,Pacific Peoples,60-64,Male,80,78,78,63,79
Bay of Plenty,Pacific Peoples,65-69,Female,50,50,50,41,51
Bay of Plenty,Pacific Peoples,65-69,Male,60,59,57,50,61
Bay of Plenty,Pacific Peoples,70-74,Female,50,49,49,45,52
Bay of Plenty,Pacific Peoples,70-74,Male,30,30,30,26,29
Bay of Plenty,Pacific Peoples,75-79,Female,35,35,35,29,35
Bay of Plenty,Pacific Peoples,75-79,Male,22,22,22,18,23
Bay of Plenty,Pacific Peoples,80-84,Female,12,12,12,9,12
Bay of Plenty,Pacific Peoples,80-84,Male,10,10,10,7,12
Bay of Plenty,Unknown,12-17,Female,12,12,<5,<5,5
Bay of Plenty,Unknown,18-24,Female,19,16,16,<5,5
Bay of Plenty,Unknown,18-24,Male,20,20,20,7,8
Bay of Plenty,Unknown,25-29,Female,47,47,47,16,9
Bay of Plenty,Unknown,25-29,Male,69,67,66,20,13
Bay of Plenty,Unknown,30-34,Female,35,35,35,18,8
Bay of Plenty,Unknown,30-34,Male,64,58,58,27,12
Bay of Plenty,Unknown,35-39,Female,27,25,25,18,7
Bay of Plenty,Unknown,35-39,Male,58,57,56,25,9
Bay of Plenty,Unknown,40-44,Female,21,19,19,10,8
Bay of Plenty,Unknown,40-44,Male,59,58,58,34,18
Bay of Plenty,Unknown,45-49,Female,11,10,10,7,6
Bay of Plenty,Unknown,45-49,Male,41,40,40,25,21
Bay of Plenty,Unknown,50-54,Female,15,15,15,5,7
Bay of Plenty,Unknown,50-54,Male,33,33,33,22,19
Bay of Plenty,Unknown,55-59,Female,9,9,9,7,6
Bay of Plenty,Unknown,55-59,Male,50,50,50,25,19
Bay of Plenty,Unknown,60-64,Female,19,18,18,7,10
Bay of Plenty,Unknown,60-64,Male,32,31,30,19,15
Bay of Plenty,Unknown,65-69,Female,7,7,7,<5,10
Bay of Plenty,Unknown,65-69,Male,18,18,17,12,9
Bay of Plenty,Unknown,70-74,Male,17,17,17,12,19
Bay of Plenty,Unknown,75-79,Female,7,7,7,5,5
Bay of Plenty,Unknown,75-79,Male,8,8,8,7,9
Canterbury,Asian,12-17,Female,2345,2320,775,81,2178
Canterbury,Asian,12-17,Male,2639,2612,895,84,2286
Canterbury,Asian,18-24,Female,2740,2731,"2,727","1,922",2347
Canterbury,Asian,18-24,Male,3529,3511,"3,501","2,022",2462
Canterbury,Asian,18-24,Unknown/Other,35,34,34,17,11
Canterbury,Asian,25-29,Female,3386,3373,"3,364","2,305",3186
Canterbury,Asian,25-29,Male,4068,4046,"4,036","2,248",3111
Canterbury,Asian,25-29,Unknown/Other,63,63,63,37,8
Canterbury,Asian,30-34,Female,4690,4665,"4,645","3,369",4229
Canterbury,Asian,30-34,Male,4491,4469,"4,460","2,886",3730
Canterbury,Asian,30-34,Unknown/Other,27,27,27,15,6
Canterbury,Asian,35-39,Female,4298,4272,"4,261","3,237",4047
Canterbury,Asian,35-39,Male,4221,4207,"4,198","3,046",3696
Canterbury,Asian,35-39,Unknown/Other,21,21,21,15,7
Canterbury,Asian,40-44,Female,3254,3244,"3,233","2,471",2851
Canterbury,Asian,40-44,Male,3246,3235,"3,231","2,447",2646
Canterbury,Asian,40-44,Unknown/Other,7,7,7,6,6
Canterbury,Asian,45-49,Female,2305,2298,"2,293","1,850",2126
Canterbury,Asian,45-49,Male,2201,2190,"2,183","1,676",1857
Canterbury,Asian,5-11,Female,2895,1484,NA,NA,3601
Canterbury,Asian,5-11,Male,2830,1461,NA,NA,3595
Canterbury,Asian,50-54,Female,1797,1789,"1,782","1,448",1537
Canterbury,Asian,50-54,Male,1576,1571,"1,565","1,251",1309
Canterbury,Asian,55-59,Female,1278,1270,"1,265","1,055",1275
Canterbury,Asian,55-59,Male,1012,1008,"1,005",850,972
Canterbury,Asian,60-64,Female,1206,1202,"1,198","1,003",1294
Canterbury,Asian,60-64,Male,836,833,832,706,852
Canterbury,Asian,65-69,Female,1059,1053,"1,048",867,996
Canterbury,Asian,65-69,Male,761,759,752,647,834
Canterbury,Asian,70-74,Female,562,558,556,480,516
Canterbury,Asian,70-74,Male,540,538,533,461,476
Canterbury,Asian,75-79,Female,266,265,263,222,287
Canterbury,Asian,75-79,Male,229,227,224,200,241
Canterbury,Asian,80-84,Female,183,182,180,162,184
Canterbury,Asian,80-84,Male,143,143,143,129,154
Canterbury,Asian,85-89,Female,96,96,94,87,79
Canterbury,Asian,85-89,Male,67,66,66,57,64
Canterbury,Asian,90+,Female,37,37,37,33,35
Canterbury,Asian,90+,Male,25,25,25,18,28
Canterbury,European or Other,12-17,Female,13964,13754,"4,788",515,14303
Canterbury,European or Other,12-17,Male,14677,14429,"4,868",491,14863
Canterbury,European or Other,12-17,Unknown/Other,9,8,<5,<5,7
Canterbury,European or Other,18-24,Female,18124,18012,"17,958","11,811",18420
Canterbury,European or Other,18-24,Male,19133,18965,"18,892","9,988",19271
Canterbury,European or Other,18-24,Unknown/Other,17,17,17,11,13
Canterbury,European or Other,25-29,Female,13031,12920,"12,871","8,337",14413
Canterbury,European or Other,25-29,Male,13307,13108,"13,042","6,886",14024
Canterbury,European or Other,25-29,Unknown/Other,20,19,19,11,20
Canterbury,European or Other,30-34,Female,13831,13683,"13,631","9,101",14097
Canterbury,European or Other,30-34,Male,14002,13795,"13,714","7,665",13919
Canterbury,European or Other,30-34,Unknown/Other,22,22,22,16,7
Canterbury,European or Other,35-39,Female,12159,12068,"12,037","8,706",12782
Canterbury,European or Other,35-39,Male,12217,12045,"11,995","7,571",12323
Canterbury,European or Other,35-39,Unknown/Other,8,8,8,6,5
Canterbury,European or Other,40-44,Female,12213,12113,"12,084","9,344",12889
Canterbury,European or Other,40-44,Male,11526,11389,"11,349","7,856",12314
Canterbury,European or Other,40-44,Unknown/Other,8,8,8,7,7
Canterbury,European or Other,45-49,Female,13890,13792,"13,765","11,220",15519
Canterbury,European or Other,45-49,Male,13029,12925,"12,885","9,685",14433
Canterbury,European or Other,5-11,Female,9826,5183,NA,NA,15936
Canterbury,European or Other,5-11,Male,10325,5309,NA,NA,16684
Canterbury,European or Other,50-54,Female,15336,15263,"15,221","12,805",15684
Canterbury,European or Other,50-54,Male,14925,14825,"14,788","11,760",15302
Canterbury,European or Other,55-59,Female,15184,15108,"15,078","13,261",15922
Canterbury,European or Other,55-59,Male,14679,14602,"14,563","12,238",15603
Canterbury,European or Other,60-64,Female,14537,14479,"14,444","13,071",14458
Canterbury,European or Other,60-64,Male,14282,14217,"14,188","12,613",14215
Canterbury,European or Other,65-69,Female,12573,12536,"12,506","11,606",12622
Canterbury,European or Other,65-69,Male,12051,12017,"11,990","11,077",12116
Canterbury,European or Other,70-74,Female,11592,11562,"11,538","10,988",11648
Canterbury,European or Other,70-74,Male,10742,10716,"10,686","10,091",10748
Canterbury,European or Other,75-79,Female,8551,8535,"8,514","8,135",8212
Canterbury,European or Other,75-79,Male,7590,7581,"7,566","7,244",7310
Canterbury,European or Other,80-84,Female,6338,6323,"6,315","6,058",5990
Canterbury,European or Other,80-84,Male,5008,5001,"4,995","4,797",4678
Canterbury,European or Other,85-89,Female,3655,3647,"3,639","3,496",3860
Canterbury,European or Other,85-89,Male,2510,2507,"2,504","2,412",2644
Canterbury,European or Other,90+,Female,2487,2476,"2,466","2,383",2642
Canterbury,European or Other,90+,Male,1311,1306,"1,304","1,260",1332
Canterbury,Maori,12-17,Female,2704,2597,783,62,2695
Canterbury,Maori,12-17,Male,2782,2686,784,51,2831
Canterbury,Maori,18-24,Female,3036,2972,"2,940","1,395",3214
Canterbury,Maori,18-24,Male,3030,2955,"2,892","1,090",3147
Canterbury,Maori,25-29,Female,1896,1847,"1,824",904,2108
Canterbury,Maori,25-29,Male,1885,1817,"1,793",665,2139
Canterbury,Maori,30-34,Female,1765,1715,"1,688",867,1858
Canterbury,Maori,30-34,Male,1722,1671,"1,639",682,1768
