SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
102500,Waipapa,Northland,Maori,12+,128,111,106,90,45,87%,83%,50%
102600,Puketotara,Northland,Maori,12+,232,201,197,162,94,87%,85%,58%
102600,Puketotara,Northland,Maori,5-11,50,22,Masked,NA,NA,44%,<5%,NA
102700,Waima Forest,Northland,Maori,12+,766,588,561,475,252,77%,73%,53%
102700,Waima Forest,Northland,Maori,5-11,126,17,Masked,NA,NA,13%,<5%,NA
102800,Riverview,Northland,Maori,12+,216,Masked,200,166,97,>95%,93%,58%
102800,Riverview,Northland,Maori,5-11,57,21,Masked,NA,NA,37%,<5%,NA
102900,Waipoua Forest,Northland,Maori,12+,632,519,498,443,288,82%,79%,65%
102900,Waipoua Forest,Northland,Maori,5-11,90,15,Masked,NA,NA,17%,<5%,NA
103000,Kerikeri Central,Northland,Maori,12+,448,399,381,316,152,89%,85%,48%
103000,Kerikeri Central,Northland,Maori,5-11,104,28,7,NA,NA,27%,7%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,56,Masked,Masked,94,29,>95%,>95%,31%
103100,Kerikeri South,Northland,Maori,12+,232,204,195,169,98,88%,84%,58%
103100,Kerikeri South,Northland,Maori,5-11,49,17,Masked,NA,NA,35%,8%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,404,346,328,286,172,86%,81%,60%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,70,14,Masked,NA,NA,20%,6%,NA
103300,Puketona-Waitangi,Northland,Maori,12+,266,234,232,210,129,88%,87%,61%
103400,Ngapuhi,Northland,Maori,12+,931,765,725,611,317,82%,78%,52%
103400,Ngapuhi,Northland,Maori,5-11,175,29,6,NA,NA,17%,<5%,NA
103500,Kaikohe,Northland,Maori,12+,"2,736","2,218","2,098","1,720",890,81%,77%,52%
103500,Kaikohe,Northland,Maori,5-11,616,143,32,NA,NA,23%,5%,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,100,90,88,74,34,90%,88%,46%
103600,Pakaraka,Northland,Maori,12+,151,137,131,112,63,91%,87%,56%
103700,Haruru,Northland,Maori,12+,214,193,189,158,83,90%,88%,53%
103700,Haruru,Northland,Maori,5-11,66,29,Masked,NA,NA,44%,<5%,NA
103800,Russell,Northland,Maori,12+,134,126,125,115,80,94%,93%,70%
103900,Paihia,Northland,Maori,12+,491,411,394,336,175,84%,80%,52%
103900,Paihia,Northland,Maori,5-11,82,19,6,NA,NA,23%,7%,NA
104000,Mataraua Forest,Northland,Maori,12+,323,257,240,200,114,80%,74%,57%
104000,Mataraua Forest,Northland,Maori,5-11,61,10,Masked,NA,NA,16%,<5%,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,809,652,626,500,269,81%,77%,54%
104100,Matawaia-Taumarere,Northland,Maori,5-11,160,43,6,NA,NA,27%,<5%,NA
104200,Russell Peninsula,Northland,Maori,12+,75,60,60,54,40,80%,80%,74%
104300,Opua (Far North District),Northland,Maori,12+,174,137,130,114,65,79%,75%,57%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,396,340,326,285,183,86%,82%,64%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,65,11,Masked,NA,NA,17%,<5%,NA
104500,Moerewa,Northland,Maori,12+,"1,177","1,001",957,800,420,85%,81%,52%
104500,Moerewa,Northland,Maori,5-11,255,33,9,NA,NA,13%,<5%,NA
104600,Kawakawa,Northland,Maori,12+,804,716,675,567,296,89%,84%,52%
104600,Kawakawa,Northland,Maori,5-11,169,33,Masked,NA,NA,20%,<5%,NA
104700,Maromaku,Northland,Maori,12+,245,191,183,152,86,78%,75%,57%
104700,Maromaku,Northland,Maori,5-11,60,21,Masked,NA,NA,35%,5%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,598,545,519,427,232,91%,87%,54%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,126,27,Masked,NA,NA,21%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,656,572,556,473,265,87%,85%,56%
104900,Whangaruru,Northland,Maori,5-11,126,47,6,NA,NA,37%,<5%,NA
105100,Matarau,Northland,Maori,12+,358,318,310,262,142,89%,87%,54%
105100,Matarau,Northland,Maori,5-11,87,25,8,NA,NA,29%,9%,NA
105200,Hikurangi,Northland,Maori,12+,464,416,397,325,165,90%,86%,51%
105200,Hikurangi,Northland,Maori,5-11,136,43,10,NA,NA,32%,7%,NA
105300,Kauri,Northland,Maori,12+,234,203,200,176,108,87%,85%,61%
105300,Kauri,Northland,Maori,5-11,58,16,Masked,NA,NA,28%,9%,NA
105400,Maungatapere,Northland,Maori,12+,429,397,383,323,199,93%,89%,62%
105400,Maungatapere,Northland,Maori,5-11,103,37,13,NA,NA,36%,13%,NA
105500,Kamo West,Northland,Maori,12+,385,352,348,279,170,91%,90%,61%
105500,Kamo West,Northland,Maori,5-11,93,37,14,NA,NA,40%,15%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,221,203,194,164,100,92%,88%,61%
105700,Kiripaka,Northland,Maori,12+,180,154,149,129,71,86%,83%,55%
105800,Kamo East,Northland,Maori,12+,923,833,796,651,298,90%,86%,46%
105800,Kamo East,Northland,Maori,5-11,250,68,12,NA,NA,27%,<5%,NA
105800,Kamo East,Northland,Pacific Peoples,12+,101,87,83,74,43,86%,82%,58%
105900,Granfield Reserve,Northland,Maori,12+,460,429,411,348,194,93%,89%,56%
105900,Granfield Reserve,Northland,Maori,5-11,88,29,7,NA,NA,33%,8%,NA
106000,Kamo Central,Northland,Maori,12+,425,393,381,318,175,92%,90%,55%
106000,Kamo Central,Northland,Maori,5-11,87,36,10,NA,NA,41%,11%,NA
106100,Whau Valley,Northland,Maori,12+,608,553,537,469,253,91%,88%,54%
106100,Whau Valley,Northland,Maori,5-11,126,44,9,NA,NA,35%,7%,NA
106200,Tikipunga North,Northland,Maori,12+,959,869,832,684,337,91%,87%,49%
106200,Tikipunga North,Northland,Maori,5-11,275,69,8,NA,NA,25%,<5%,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,81,72,70,60,33,89%,86%,55%
106300,Pukenui,Northland,Maori,12+,171,154,151,126,86,90%,88%,68%
106300,Pukenui,Northland,Maori,5-11,48,27,Masked,NA,NA,56%,10%,NA
106400,Otangarei,Northland,Maori,12+,"1,271","1,066",981,787,340,84%,77%,43%
106400,Otangarei,Northland,Maori,5-11,270,36,Masked,NA,NA,13%,<5%,NA
106400,Otangarei,Northland,Pacific Peoples,12+,56,43,41,38,19,77%,73%,50%
106500,Tikipunga South,Northland,Maori,12+,"1,167","1,079","1,035",862,452,92%,89%,52%
106500,Tikipunga South,Northland,Maori,5-11,291,100,19,NA,NA,34%,7%,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,82,Masked,77,67,33,>95%,94%,49%
106600,Kensington (Whangarei District),Northland,Maori,12+,719,633,611,536,299,88%,85%,56%
106600,Kensington (Whangarei District),Northland,Maori,5-11,126,24,9,NA,NA,19%,7%,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,62,Masked,Masked,56,30,>95%,>95%,54%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,137,123,117,102,57,90%,85%,56%
106800,Mairtown,Northland,Maori,12+,525,467,453,397,248,89%,86%,62%
106800,Mairtown,Northland,Maori,5-11,98,31,6,NA,NA,32%,6%,NA
106800,Mairtown,Northland,Pacific Peoples,12+,57,44,44,40,24,77%,77%,60%
106900,Maunu-Horahora,Northland,Maori,12+,516,467,457,386,230,91%,89%,60%
106900,Maunu-Horahora,Northland,Maori,5-11,110,42,13,NA,NA,38%,12%,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,41,32,32,28,23,78%,78%,82%
107000,Woodhill-Vinetown,Northland,Maori,12+,720,604,578,492,277,84%,80%,56%
107000,Woodhill-Vinetown,Northland,Maori,5-11,115,31,10,NA,NA,27%,9%,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,86,Masked,Masked,72,44,>95%,>95%,61%
107100,Whangarei Central,Northland,Maori,12+,262,228,218,195,101,87%,83%,52%
107200,Riverside,Northland,Maori,12+,426,363,356,313,167,85%,84%,53%
107200,Riverside,Northland,Maori,5-11,76,30,Masked,NA,NA,39%,7%,NA
107200,Riverside,Northland,Pacific Peoples,12+,44,Masked,Masked,35,18,>95%,>95%,51%
107300,Raumanga,Northland,Maori,12+,"1,428","1,239","1,163",921,410,87%,81%,45%
107300,Raumanga,Northland,Maori,5-11,348,80,14,NA,NA,23%,<5%,NA
107300,Raumanga,Northland,Pacific Peoples,12+,96,91,84,71,35,95%,88%,49%
107400,Tarewa,Northland,Maori,12+,859,737,707,577,293,86%,82%,51%
107400,Tarewa,Northland,Maori,5-11,237,59,11,NA,NA,25%,<5%,NA
107500,Morningside (Whangarei District),Northland,Maori,12+,756,679,647,553,286,90%,86%,52%
107500,Morningside (Whangarei District),Northland,Maori,5-11,133,46,17,NA,NA,35%,13%,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,49,45,45,41,23,92%,92%,56%
107600,Ngunguru,Northland,Maori,12+,154,133,131,120,72,86%,85%,60%
107700,Otaika-Portland,Northland,Maori,12+,299,248,235,203,124,83%,79%,61%
107700,Otaika-Portland,Northland,Maori,5-11,54,18,8,NA,NA,33%,15%,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,234,208,205,163,87,89%,88%,53%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,57,13,Masked,NA,NA,23%,9%,NA
108000,Pataua,Northland,Maori,12+,193,152,146,129,64,79%,76%,50%
108000,Pataua,Northland,Maori,5-11,42,9,Masked,NA,NA,21%,10%,NA
108100,Onerahi Park,Northland,Maori,12+,244,228,222,198,124,93%,91%,63%
108100,Onerahi Park,Northland,Maori,5-11,51,18,9,NA,NA,35%,18%,NA
108200,Sherwood Rise,Northland,Maori,12+,612,550,529,442,224,90%,86%,51%
108200,Sherwood Rise,Northland,Maori,5-11,154,35,8,NA,NA,23%,5%,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,40,Masked,Masked,34,17,>95%,>95%,50%
108300,Onerahi,Northland,Maori,12+,583,512,489,391,182,88%,84%,47%
108300,Onerahi,Northland,Maori,5-11,157,39,15,NA,NA,25%,10%,NA
108300,Onerahi,Northland,Pacific Peoples,12+,50,42,42,35,18,84%,84%,51%
108500,Parua Bay,Northland,Maori,12+,274,255,252,218,146,93%,92%,67%
108500,Parua Bay,Northland,Maori,5-11,59,26,6,NA,NA,44%,10%,NA
108600,Bream Bay,Northland,Maori,12+,350,300,285,243,142,86%,81%,58%
108600,Bream Bay,Northland,Maori,5-11,68,16,Masked,NA,NA,24%,<5%,NA
108700,Marsden Bay,Northland,Maori,12+,309,Masked,288,241,148,>95%,93%,61%
108700,Marsden Bay,Northland,Maori,5-11,76,21,11,NA,NA,28%,14%,NA
108800,Ruakaka,Northland,Maori,12+,584,551,532,440,230,94%,91%,52%
108800,Ruakaka,Northland,Maori,5-11,137,39,7,NA,NA,28%,5%,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,51,48,48,43,27,94%,94%,63%
108900,Bream Head,Northland,Maori,12+,90,83,83,77,55,92%,92%,71%
109000,Waipu,Northland,Maori,12+,298,243,239,214,130,82%,80%,61%
109000,Waipu,Northland,Maori,5-11,47,10,Masked,NA,NA,21%,11%,NA
109100,Kaipara Coastal,Northland,Maori,12+,871,674,638,534,269,77%,73%,50%
109100,Kaipara Coastal,Northland,Maori,5-11,159,40,9,NA,NA,25%,6%,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,52,49,49,40,13,94%,94%,32%
109200,Maungaru,Northland,Maori,12+,253,221,212,179,90,87%,84%,50%
109200,Maungaru,Northland,Maori,5-11,58,18,Masked,NA,NA,31%,<5%,NA
109300,Dargaville,Northland,Maori,12+,"1,354","1,114","1,040",885,404,82%,77%,46%
109300,Dargaville,Northland,Maori,5-11,273,44,12,NA,NA,16%,<5%,NA
109300,Dargaville,Northland,Pacific Peoples,12+,201,Masked,187,163,67,>95%,93%,41%
109300,Dargaville,Northland,Pacific Peoples,5-11,43,13,Masked,NA,NA,30%,<5%,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,473,399,385,329,194,84%,81%,59%
109400,Ruawai-Matakohe,Northland,Maori,5-11,102,24,6,NA,NA,24%,6%,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,176,133,128,111,65,76%,73%,59%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,41,9,0,NA,NA,22%,<5%,NA
109600,Maungaturoto,Northland,Maori,12+,177,164,157,132,67,93%,89%,51%
109600,Maungaturoto,Northland,Maori,5-11,52,18,Masked,NA,NA,35%,6%,NA
109700,Kaiwaka,Northland,Maori,12+,420,332,319,257,141,79%,76%,55%
109700,Kaiwaka,Northland,Maori,5-11,92,23,Masked,NA,NA,25%,<5%,NA
109800,Mangawhai Rural,Northland,Maori,12+,176,138,135,119,62,78%,77%,52%
109800,Mangawhai Rural,Northland,Maori,5-11,50,11,6,NA,NA,22%,12%,NA
109900,Mangawhai Heads,Northland,Maori,12+,164,144,137,120,71,88%,84%,59%
109900,Mangawhai Heads,Northland,Maori,5-11,41,17,Masked,NA,NA,41%,12%,NA
110100,Mangawhai,Northland,Maori,12+,71,63,62,50,30,89%,87%,60%
110200,Okahukura Peninsula,Waitemata,Maori,12+,176,148,143,114,47,84%,81%,41%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,48,8,Masked,NA,NA,17%,8%,NA
110400,Cape Rodney,Waitemata,Maori,12+,366,329,326,280,157,90%,89%,56%
110400,Cape Rodney,Waitemata,Maori,5-11,81,28,16,NA,NA,35%,20%,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,50,41,38,35,17,82%,76%,49%
110500,Wellsford,Waitemata,Maori,12+,295,239,230,194,91,81%,78%,47%
110500,Wellsford,Waitemata,Maori,5-11,68,13,6,NA,NA,19%,9%,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,68,62,61,58,18,91%,90%,31%
110700,South Head,Waitemata,Maori,12+,363,320,313,275,137,88%,86%,50%
110700,South Head,Waitemata,Maori,5-11,77,21,Masked,NA,NA,27%,5%,NA
110700,South Head,Waitemata,Pacific Peoples,12+,52,Masked,46,42,25,>95%,88%,60%
110800,Kaipara Hills,Waitemata,Maori,12+,253,219,212,182,85,87%,84%,47%
110800,Kaipara Hills,Waitemata,Maori,5-11,52,17,Masked,NA,NA,33%,<5%,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,78,66,63,54,26,85%,81%,48%
111100,Warkworth West,Waitemata,Maori,12+,146,131,129,109,54,90%,88%,50%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,83,Masked,Masked,81,52,>95%,>95%,64%
111200,Puhoi Valley,Waitemata,Maori,12+,191,173,170,141,67,91%,89%,48%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,63,Masked,Masked,62,37,>95%,>95%,60%
111300,Warkworth East,Waitemata,Maori,12+,194,173,168,144,68,89%,87%,47%
111300,Warkworth East,Waitemata,Pacific Peoples,12+,160,Masked,Masked,168,101,>95%,>95%,60%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,46,26,Masked,NA,NA,57%,9%,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,79,74,73,65,48,94%,92%,74%
111600,Te Kuru,Waitemata,Maori,12+,148,Masked,Masked,120,62,>95%,>95%,52%
111600,Te Kuru,Waitemata,Maori,5-11,41,16,Masked,NA,NA,39%,<5%,NA
111700,Snells Beach,Waitemata,Maori,12+,234,221,220,176,106,94%,94%,60%
111700,Snells Beach,Waitemata,Pacific Peoples,12+,104,Masked,Masked,91,48,>95%,>95%,53%
111800,Barrier Islands,Auckland,Maori,12+,180,150,146,127,87,83%,81%,69%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,43,Masked,Masked,35,21,>95%,>95%,60%
112100,Wainui-Waiwera,Waitemata,Maori,12+,98,Masked,91,84,51,>95%,93%,61%
112200,Parakai,Waitemata,Maori,12+,187,172,166,128,58,92%,89%,45%
112300,Helensville Rural,Waitemata,Maori,12+,112,Masked,Masked,95,58,>95%,>95%,61%
112400,Helensville,Waitemata,Maori,12+,415,360,345,293,157,87%,83%,54%
112400,Helensville,Waitemata,Maori,5-11,95,35,8,NA,NA,37%,8%,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,104,Masked,Masked,101,60,>95%,>95%,59%
112500,Waitoki,Waitemata,Maori,12+,59,53,53,46,27,90%,90%,59%
112600,Waikoukou Valley,Waitemata,Maori,12+,84,Masked,Masked,64,34,>95%,>95%,53%
112700,Orewa North,Waitemata,Maori,12+,179,Masked,170,148,88,>95%,95%,59%
112700,Orewa North,Waitemata,Pacific Peoples,12+,63,57,56,49,33,90%,89%,67%
112800,Hatfields Beach,Waitemata,Maori,12+,106,100,100,82,51,94%,94%,62%
112900,Orewa South,Waitemata,Maori,12+,129,Masked,121,109,63,>95%,94%,58%
112900,Orewa South,Waitemata,Pacific Peoples,12+,67,59,58,57,33,88%,87%,58%
113000,Orewa Central,Waitemata,Maori,12+,145,137,134,120,82,94%,92%,68%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,69,58,58,56,34,84%,84%,61%
113100,Millwater North,Waitemata,Maori,12+,72,Masked,Masked,52,38,>95%,>95%,73%
113200,Waipatukahu,Waitemata,Maori,12+,155,140,139,129,80,90%,90%,62%
113300,Millwater South,Waitemata,Maori,12+,132,121,118,91,55,92%,89%,60%
113300,Millwater South,Waitemata,Maori,5-11,40,20,Masked,NA,NA,50%,8%,NA
113400,Dairy Flat North,Waitemata,Maori,12+,148,131,127,114,44,89%,86%,39%
113500,Dairy Flat West,Waitemata,Maori,12+,51,43,43,37,22,84%,84%,59%
113600,Kingsway,Waitemata,Maori,12+,84,Masked,Masked,74,39,>95%,>95%,53%
113600,Kingsway,Waitemata,Pacific Peoples,12+,44,Masked,Masked,45,20,>95%,>95%,44%
113800,Silverdale Central (Auckland),Waitemata,Maori,12+,50,44,44,36,15,88%,88%,42%
113900,Red Beach West,Waitemata,Maori,12+,109,100,95,79,53,92%,87%,67%
114000,Red Beach East,Waitemata,Maori,12+,181,Masked,Masked,155,98,>95%,>95%,63%
114000,Red Beach East,Waitemata,Pacific Peoples,12+,51,Masked,Masked,47,28,>95%,>95%,60%
114100,Silverdale South (Auckland),Waitemata,Maori,12+,101,85,84,70,36,84%,83%,51%
114200,Waimauku,Waitemata,Maori,12+,76,Masked,Masked,65,39,>95%,>95%,60%
114400,Vipond,Waitemata,Maori,12+,173,Masked,163,128,80,>95%,94%,62%
114400,Vipond,Waitemata,Maori,5-11,48,13,6,NA,NA,27%,12%,NA
114400,Vipond,Waitemata,Pacific Peoples,12+,40,Masked,Masked,33,23,>95%,>95%,70%
114500,Muriwai,Waitemata,Maori,12+,84,Masked,Masked,70,42,>95%,>95%,60%
114600,Stanmore Bay West,Waitemata,Maori,12+,182,171,166,147,80,94%,91%,54%
114600,Stanmore Bay West,Waitemata,Maori,5-11,44,26,9,NA,NA,59%,20%,NA
114700,Kumeu Rural West,Waitemata,Maori,12+,108,Masked,101,87,44,>95%,94%,51%
114700,Kumeu Rural West,Waitemata,Pacific Peoples,12+,66,Masked,62,55,33,>95%,94%,60%
114800,Okura Bush,Waitemata,Maori,12+,64,59,56,49,27,92%,88%,55%
114900,Whangaparoa Central,Waitemata,Maori,12+,248,224,221,191,90,90%,89%,47%
114900,Whangaparoa Central,Waitemata,Maori,5-11,57,28,11,NA,NA,49%,19%,NA
114900,Whangaparoa Central,Waitemata,Pacific Peoples,12+,50,46,46,39,22,92%,92%,56%
115000,Kumeu-Huapai,Waitemata,Maori,12+,235,Masked,Masked,208,123,>95%,>95%,59%
115000,Kumeu-Huapai,Waitemata,Maori,5-11,70,46,11,NA,NA,66%,16%,NA
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,12+,147,Masked,Masked,126,87,>95%,>95%,69%
115100,Stanmore Bay East,Waitemata,Maori,12+,204,188,183,155,76,92%,90%,49%
115100,Stanmore Bay East,Waitemata,Pacific Peoples,12+,41,38,36,32,22,93%,88%,69%
115200,Manly West,Waitemata,Maori,12+,153,145,142,121,59,95%,93%,49%
115200,Manly West,Waitemata,Pacific Peoples,12+,42,Masked,39,36,13,>95%,93%,36%
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,12+,70,66,66,55,27,94%,94%,49%
115400,Tindalls-Matakatia,Waitemata,Maori,12+,87,Masked,Masked,82,49,>95%,>95%,60%
115500,Coatesville,Waitemata,Maori,12+,70,64,61,55,31,91%,87%,56%
115600,Dairy Flat South,Waitemata,Maori,12+,60,54,54,47,24,90%,90%,51%
115700,Gulf Harbour North,Waitemata,Maori,12+,113,Masked,Masked,93,64,>95%,>95%,69%
115700,Gulf Harbour North,Waitemata,Pacific Peoples,12+,45,Masked,Masked,40,19,>95%,>95%,48%
115800,Manly East,Waitemata,Maori,12+,198,172,168,152,91,87%,85%,60%
115800,Manly East,Waitemata,Maori,5-11,53,30,12,NA,NA,57%,23%,NA
115800,Manly East,Waitemata,Pacific Peoples,12+,68,56,56,49,22,82%,82%,45%
115900,Riverhead,Waitemata,Maori,12+,187,163,160,142,75,87%,86%,53%
115900,Riverhead,Waitemata,Maori,5-11,42,23,11,NA,NA,55%,26%,NA
115900,Riverhead,Waitemata,Pacific Peoples,12+,67,Masked,Masked,59,42,>95%,>95%,71%
116000,Army Bay,Waitemata,Maori,12+,68,Masked,Masked,66,37,>95%,>95%,56%
116000,Army Bay,Waitemata,Pacific Peoples,12+,41,Masked,Masked,36,25,>95%,>95%,69%
116100,Kumeu Rural East,Waitemata,Maori,12+,189,171,167,140,85,90%,88%,61%
116100,Kumeu Rural East,Waitemata,Pacific Peoples,12+,94,Masked,Masked,80,47,>95%,>95%,59%
116200,Gulf Harbour South,Waitemata,Maori,12+,63,56,54,47,31,89%,86%,66%
116200,Gulf Harbour South,Waitemata,Pacific Peoples,12+,44,39,38,36,23,89%,86%,64%
116400,Taupaki,Waitemata,Maori,12+,91,Masked,Masked,76,42,>95%,>95%,55%
116600,Paremoremo East,Waitemata,Maori,12+,114,Masked,Masked,100,56,>95%,>95%,56%
116700,Albany Heights,Waitemata,Maori,12+,103,93,91,81,45,90%,88%,56%
116700,Albany Heights,Waitemata,Pacific Peoples,12+,48,Masked,Masked,46,31,>95%,>95%,67%
116800,Awaruku,Waitemata,Maori,12+,124,Masked,Masked,108,65,>95%,>95%,60%
116800,Awaruku,Waitemata,Pacific Peoples,12+,50,Masked,Masked,43,23,>95%,>95%,53%
116900,Fairview Heights,Waitemata,Maori,12+,70,63,62,51,26,90%,89%,51%
