SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
101900,Kaeo,Northland,Maori,5-11,108,37,17,NA,NA,34%,16%,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,643,465,437,403,217,72%,68%,54%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,126,13,6,NA,NA,10%,<5%,NA
102100,Hokianga South,Northland,Maori,12+,714,546,514,474,286,76%,72%,60%
102100,Hokianga South,Northland,Maori,5-11,113,26,6,NA,NA,23%,5%,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,251,211,202,179,90,84%,80%,50%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,56,18,Masked,NA,NA,32%,<5%,NA
102300,Okaihau,Northland,Maori,12+,314,271,257,234,110,86%,82%,47%
102300,Okaihau,Northland,Maori,5-11,56,12,Masked,NA,NA,21%,<5%,NA
102400,Rangitane-Purerua,Northland,Maori,12+,351,315,296,266,147,90%,84%,55%
102400,Rangitane-Purerua,Northland,Maori,5-11,63,12,Masked,NA,NA,19%,8%,NA
102500,Waipapa,Northland,Maori,12+,132,114,108,99,48,86%,82%,48%
102600,Puketotara,Northland,Maori,12+,230,203,198,173,97,88%,86%,56%
102600,Puketotara,Northland,Maori,5-11,52,23,Masked,NA,NA,44%,<5%,NA
102700,Waima Forest,Northland,Maori,12+,789,604,576,534,268,77%,73%,50%
102700,Waima Forest,Northland,Maori,5-11,127,20,6,NA,NA,16%,<5%,NA
102800,Riverview,Northland,Maori,12+,218,Masked,Masked,185,103,>95%,>95%,56%
102800,Riverview,Northland,Maori,5-11,59,22,Masked,NA,NA,37%,7%,NA
102900,Waipoua Forest,Northland,Maori,12+,635,514,495,471,296,81%,78%,63%
102900,Waipoua Forest,Northland,Maori,5-11,86,16,Masked,NA,NA,19%,6%,NA
103000,Kerikeri Central,Northland,Maori,12+,458,411,394,356,170,90%,86%,48%
103000,Kerikeri Central,Northland,Maori,5-11,105,28,9,NA,NA,27%,9%,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,53,Masked,Masked,94,28,>95%,>95%,30%
103100,Kerikeri South,Northland,Maori,12+,229,201,193,181,101,88%,84%,56%
103100,Kerikeri South,Northland,Maori,5-11,48,19,Masked,NA,NA,40%,10%,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,407,346,329,301,173,85%,81%,57%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,71,13,7,NA,NA,18%,10%,NA
103300,Puketona-Waitangi,Northland,Maori,12+,278,245,242,230,134,88%,87%,58%
103300,Puketona-Waitangi,Northland,Maori,5-11,44,22,Masked,NA,NA,50%,7%,NA
103400,Ngapuhi,Northland,Maori,12+,942,770,732,670,331,82%,78%,49%
103400,Ngapuhi,Northland,Maori,5-11,173,33,7,NA,NA,19%,<5%,NA
103500,Kaikohe,Northland,Maori,12+,"2,723","2,200","2,080","1,901",921,81%,76%,48%
103500,Kaikohe,Northland,Maori,5-11,610,148,47,NA,NA,24%,8%,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,103,94,92,85,39,91%,89%,46%
103600,Pakaraka,Northland,Maori,12+,150,136,131,122,65,91%,87%,53%
103700,Haruru,Northland,Maori,12+,212,193,190,171,86,91%,90%,50%
103700,Haruru,Northland,Maori,5-11,66,28,6,NA,NA,42%,9%,NA
103800,Russell,Northland,Maori,12+,135,127,126,116,81,94%,93%,70%
103900,Paihia,Northland,Maori,12+,500,417,400,369,183,83%,80%,50%
103900,Paihia,Northland,Maori,5-11,77,17,Masked,NA,NA,22%,6%,NA
104000,Mataraua Forest,Northland,Maori,12+,328,259,240,212,119,79%,73%,56%
104000,Mataraua Forest,Northland,Maori,5-11,62,11,6,NA,NA,18%,10%,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,817,652,626,564,276,80%,77%,49%
104100,Matawaia-Taumarere,Northland,Maori,5-11,164,41,7,NA,NA,25%,<5%,NA
104200,Russell Peninsula,Northland,Maori,12+,74,59,59,55,40,80%,80%,73%
104300,Opua (Far North District),Northland,Maori,12+,170,131,125,117,66,77%,74%,56%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,392,342,326,306,190,87%,83%,62%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,63,11,Masked,NA,NA,17%,<5%,NA
104500,Moerewa,Northland,Maori,12+,"1,166",995,951,859,436,85%,82%,51%
104500,Moerewa,Northland,Maori,5-11,251,32,8,NA,NA,13%,<5%,NA
104600,Kawakawa,Northland,Maori,12+,800,717,679,613,308,90%,85%,50%
104600,Kawakawa,Northland,Maori,5-11,166,34,8,NA,NA,20%,<5%,NA
104700,Maromaku,Northland,Maori,12+,246,195,184,166,86,79%,75%,52%
104700,Maromaku,Northland,Maori,5-11,62,23,Masked,NA,NA,37%,6%,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,592,540,518,460,236,91%,88%,51%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,126,27,Masked,NA,NA,21%,<5%,NA
104900,Whangaruru,Northland,Maori,12+,668,579,561,516,279,87%,84%,54%
104900,Whangaruru,Northland,Maori,5-11,122,45,8,NA,NA,37%,7%,NA
105100,Matarau,Northland,Maori,12+,363,319,311,275,147,88%,86%,53%
105100,Matarau,Northland,Maori,5-11,86,26,10,NA,NA,30%,12%,NA
105200,Hikurangi,Northland,Maori,12+,463,420,402,358,175,91%,87%,49%
105200,Hikurangi,Northland,Maori,5-11,138,43,16,NA,NA,31%,12%,NA
105300,Kauri,Northland,Maori,12+,234,207,204,189,109,88%,87%,58%
105300,Kauri,Northland,Maori,5-11,59,16,Masked,NA,NA,27%,8%,NA
105400,Maungatapere,Northland,Maori,12+,425,392,378,344,203,92%,89%,59%
105400,Maungatapere,Northland,Maori,5-11,100,36,14,NA,NA,36%,14%,NA
105500,Kamo West,Northland,Maori,12+,402,368,362,315,187,92%,90%,59%
105500,Kamo West,Northland,Maori,5-11,97,38,16,NA,NA,39%,16%,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,220,198,191,173,102,90%,87%,59%
105700,Kiripaka,Northland,Maori,12+,183,162,156,144,72,89%,85%,50%
105800,Kamo East,Northland,Maori,12+,928,844,810,724,320,91%,87%,44%
105800,Kamo East,Northland,Maori,5-11,255,71,19,NA,NA,28%,7%,NA
105800,Kamo East,Northland,Pacific Peoples,12+,97,83,82,75,41,86%,85%,55%
105900,Granfield Reserve,Northland,Maori,12+,458,431,412,373,205,94%,90%,55%
105900,Granfield Reserve,Northland,Maori,5-11,83,28,8,NA,NA,34%,10%,NA
106000,Kamo Central,Northland,Maori,12+,421,390,377,341,177,93%,90%,52%
106000,Kamo Central,Northland,Maori,5-11,90,36,15,NA,NA,40%,17%,NA
106100,Whau Valley,Northland,Maori,12+,593,531,516,471,250,90%,87%,53%
106100,Whau Valley,Northland,Maori,5-11,126,43,10,NA,NA,34%,8%,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,44,Masked,Masked,41,27,>95%,>95%,66%
106200,Tikipunga North,Northland,Maori,12+,946,851,816,728,361,90%,86%,50%
106200,Tikipunga North,Northland,Maori,5-11,266,72,16,NA,NA,27%,6%,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,80,72,70,66,36,90%,88%,55%
106300,Pukenui,Northland,Maori,12+,174,160,157,136,89,92%,90%,65%
106300,Pukenui,Northland,Maori,5-11,51,27,7,NA,NA,53%,14%,NA
106400,Otangarei,Northland,Maori,12+,"1,275","1,062",976,888,390,83%,77%,44%
106400,Otangarei,Northland,Maori,5-11,277,45,9,NA,NA,16%,<5%,NA
106400,Otangarei,Northland,Pacific Peoples,12+,52,39,38,35,17,75%,73%,49%
106500,Tikipunga South,Northland,Maori,12+,"1,165","1,076","1,035",926,470,92%,89%,51%
106500,Tikipunga South,Northland,Maori,5-11,291,102,21,NA,NA,35%,7%,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,82,Masked,Masked,76,36,>95%,>95%,47%
106600,Kensington (Whangarei District),Northland,Maori,12+,723,635,613,571,305,88%,85%,53%
106600,Kensington (Whangarei District),Northland,Maori,5-11,126,22,11,NA,NA,17%,9%,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,63,Masked,Masked,60,34,>95%,>95%,57%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,140,123,118,110,58,88%,84%,53%
106800,Mairtown,Northland,Maori,12+,531,469,457,423,257,88%,86%,61%
106800,Mairtown,Northland,Maori,5-11,101,33,7,NA,NA,33%,7%,NA
106800,Mairtown,Northland,Pacific Peoples,12+,56,46,45,42,26,82%,80%,62%
106900,Maunu-Horahora,Northland,Maori,12+,509,460,447,402,233,90%,88%,58%
106900,Maunu-Horahora,Northland,Maori,5-11,106,42,13,NA,NA,40%,12%,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,42,35,35,33,26,83%,83%,79%
107000,Woodhill-Vinetown,Northland,Maori,12+,712,604,579,533,294,85%,81%,55%
107000,Woodhill-Vinetown,Northland,Maori,5-11,113,30,10,NA,NA,27%,9%,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,79,Masked,Masked,70,39,>95%,>95%,56%
107100,Whangarei Central,Northland,Maori,12+,267,234,226,211,112,88%,85%,53%
107200,Riverside,Northland,Maori,12+,430,365,358,338,174,85%,83%,51%
107200,Riverside,Northland,Maori,5-11,75,31,Masked,NA,NA,41%,5%,NA
107200,Riverside,Northland,Pacific Peoples,12+,42,Masked,Masked,35,20,>95%,>95%,57%
107300,Raumanga,Northland,Maori,12+,"1,420","1,241","1,164","1,035",433,87%,82%,42%
107300,Raumanga,Northland,Maori,5-11,358,91,22,NA,NA,25%,6%,NA
107300,Raumanga,Northland,Pacific Peoples,12+,98,Masked,91,77,37,>95%,93%,48%
107400,Tarewa,Northland,Maori,12+,863,742,713,639,324,86%,83%,51%
107400,Tarewa,Northland,Maori,5-11,234,63,20,NA,NA,27%,9%,NA
107500,Morningside (Whangarei District),Northland,Maori,12+,762,690,656,606,302,91%,86%,50%
107500,Morningside (Whangarei District),Northland,Maori,5-11,134,46,17,NA,NA,34%,13%,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,48,45,44,42,22,94%,92%,52%
107600,Ngunguru,Northland,Maori,12+,160,139,138,128,77,87%,86%,60%
107700,Otaika-Portland,Northland,Maori,12+,293,246,233,213,125,84%,80%,59%
107700,Otaika-Portland,Northland,Maori,5-11,54,18,9,NA,NA,33%,17%,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,246,222,219,192,96,90%,89%,50%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,59,12,6,NA,NA,20%,10%,NA
108000,Pataua,Northland,Maori,12+,196,155,149,135,70,79%,76%,52%
108000,Pataua,Northland,Maori,5-11,44,8,Masked,NA,NA,18%,9%,NA
108100,Onerahi Park,Northland,Maori,12+,239,225,220,203,127,94%,92%,63%
108100,Onerahi Park,Northland,Maori,5-11,52,19,9,NA,NA,37%,17%,NA
108100,Onerahi Park,Northland,Pacific Peoples,12+,40,33,32,30,21,82%,80%,70%
108200,Sherwood Rise,Northland,Maori,12+,634,573,550,495,250,90%,87%,51%
108200,Sherwood Rise,Northland,Maori,5-11,155,41,14,NA,NA,26%,9%,NA
108300,Onerahi,Northland,Maori,12+,578,501,480,422,201,87%,83%,48%
108300,Onerahi,Northland,Maori,5-11,155,38,17,NA,NA,25%,11%,NA
108300,Onerahi,Northland,Pacific Peoples,12+,46,40,40,37,16,87%,87%,43%
108500,Parua Bay,Northland,Maori,12+,272,256,254,231,151,94%,93%,65%
108500,Parua Bay,Northland,Maori,5-11,59,26,8,NA,NA,44%,14%,NA
108600,Bream Bay,Northland,Maori,12+,347,296,286,253,138,85%,82%,55%
108600,Bream Bay,Northland,Maori,5-11,70,19,8,NA,NA,27%,11%,NA
108700,Marsden Bay,Northland,Maori,12+,310,Masked,292,259,150,>95%,94%,58%
108700,Marsden Bay,Northland,Maori,5-11,78,22,12,NA,NA,28%,15%,NA
108800,Ruakaka,Northland,Maori,12+,591,Masked,543,492,254,>95%,92%,52%
108800,Ruakaka,Northland,Maori,5-11,136,41,8,NA,NA,30%,6%,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,51,48,48,44,30,94%,94%,68%
108900,Bream Head,Northland,Maori,12+,88,83,83,79,58,94%,94%,73%
109000,Waipu,Northland,Maori,12+,301,254,249,228,136,84%,83%,60%
109000,Waipu,Northland,Maori,5-11,48,14,Masked,NA,NA,29%,10%,NA
109000,Waipu,Northland,Pacific Peoples,12+,42,37,37,32,14,88%,88%,44%
109100,Kaipara Coastal,Northland,Maori,12+,862,671,634,581,285,78%,74%,49%
109100,Kaipara Coastal,Northland,Maori,5-11,160,40,12,NA,NA,25%,8%,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,53,Masked,50,45,14,>95%,94%,31%
109200,Maungaru,Northland,Maori,12+,255,227,219,199,97,89%,86%,49%
109200,Maungaru,Northland,Maori,5-11,54,18,Masked,NA,NA,33%,7%,NA
109300,Dargaville,Northland,Maori,12+,"1,349","1,110","1,040",961,420,82%,77%,44%
109300,Dargaville,Northland,Maori,5-11,272,46,21,NA,NA,17%,8%,NA
109300,Dargaville,Northland,Pacific Peoples,12+,202,Masked,189,175,71,>95%,94%,41%
109300,Dargaville,Northland,Pacific Peoples,5-11,42,11,Masked,NA,NA,26%,<5%,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,468,387,372,339,191,83%,79%,56%
109400,Ruawai-Matakohe,Northland,Maori,5-11,103,23,8,NA,NA,22%,8%,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,176,133,128,123,69,76%,73%,56%
109600,Maungaturoto,Northland,Maori,12+,182,169,163,145,71,93%,90%,49%
109600,Maungaturoto,Northland,Maori,5-11,51,18,Masked,NA,NA,35%,8%,NA
109700,Kaiwaka,Northland,Maori,12+,413,323,309,278,137,78%,75%,49%
109700,Kaiwaka,Northland,Maori,5-11,90,23,Masked,NA,NA,26%,<5%,NA
109800,Mangawhai Rural,Northland,Maori,12+,185,146,143,129,70,79%,77%,54%
109800,Mangawhai Rural,Northland,Maori,5-11,52,11,6,NA,NA,21%,12%,NA
109900,Mangawhai Heads,Northland,Maori,12+,158,143,135,122,73,91%,85%,60%
109900,Mangawhai Heads,Northland,Maori,5-11,40,15,6,NA,NA,38%,15%,NA
110100,Mangawhai,Northland,Maori,12+,73,66,65,54,32,90%,89%,59%
110200,Okahukura Peninsula,Waitemata,Maori,12+,179,151,147,124,47,84%,82%,38%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,48,8,Masked,NA,NA,17%,10%,NA
110400,Cape Rodney,Waitemata,Maori,12+,367,333,329,297,158,91%,90%,53%
110400,Cape Rodney,Waitemata,Maori,5-11,79,28,19,NA,NA,35%,24%,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,50,40,37,34,17,80%,74%,50%
110500,Wellsford,Waitemata,Maori,12+,284,230,221,204,83,81%,78%,41%
110500,Wellsford,Waitemata,Maori,5-11,66,12,6,NA,NA,18%,9%,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,72,67,66,64,21,93%,92%,33%
110700,South Head,Waitemata,Maori,12+,367,327,317,293,145,89%,86%,49%
110700,South Head,Waitemata,Maori,5-11,82,20,Masked,NA,NA,24%,<5%,NA
110700,South Head,Waitemata,Pacific Peoples,12+,53,Masked,48,46,27,>95%,91%,59%
110800,Kaipara Hills,Waitemata,Maori,12+,249,223,215,189,92,90%,86%,49%
110800,Kaipara Hills,Waitemata,Maori,5-11,53,16,Masked,NA,NA,30%,9%,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,80,67,64,58,28,84%,80%,48%
111100,Warkworth West,Waitemata,Maori,12+,146,128,125,114,58,88%,86%,51%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,83,Masked,Masked,85,58,>95%,>95%,68%
111200,Puhoi Valley,Waitemata,Maori,12+,194,175,171,153,70,90%,88%,46%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,65,Masked,Masked,64,42,>95%,>95%,66%
111300,Warkworth East,Waitemata,Maori,12+,197,175,171,156,72,89%,87%,46%
111300,Warkworth East,Waitemata,Pacific Peoples,12+,156,Masked,Masked,172,103,>95%,>95%,60%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,45,23,10,NA,NA,51%,22%,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,76,72,71,65,48,95%,93%,74%
111600,Te Kuru,Waitemata,Maori,12+,147,Masked,139,128,63,>95%,95%,49%
111600,Te Kuru,Waitemata,Maori,5-11,42,18,6,NA,NA,43%,14%,NA
111700,Snells Beach,Waitemata,Maori,12+,234,221,220,190,114,94%,94%,60%
111700,Snells Beach,Waitemata,Pacific Peoples,12+,99,Masked,Masked,105,62,>95%,>95%,59%
111800,Barrier Islands,Auckland,Maori,12+,170,146,143,131,88,86%,84%,67%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,40,Masked,Masked,36,21,>95%,>95%,58%
112100,Wainui-Waiwera,Waitemata,Maori,12+,93,Masked,Masked,84,52,>95%,>95%,62%
112200,Parakai,Waitemata,Maori,12+,192,176,167,140,60,92%,87%,43%
112300,Helensville Rural,Waitemata,Maori,12+,113,Masked,Masked,101,59,>95%,>95%,58%
112400,Helensville,Waitemata,Maori,12+,403,343,329,300,159,85%,82%,53%
112400,Helensville,Waitemata,Maori,5-11,91,34,9,NA,NA,37%,10%,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,102,Masked,Masked,99,64,>95%,>95%,65%
112500,Waitoki,Waitemata,Maori,12+,57,51,51,48,27,89%,89%,56%
112600,Waikoukou Valley,Waitemata,Maori,12+,88,Masked,Masked,75,42,>95%,>95%,56%
112700,Orewa North,Waitemata,Maori,12+,177,Masked,Masked,155,91,>95%,>95%,59%
112700,Orewa North,Waitemata,Pacific Peoples,12+,62,57,56,52,34,92%,90%,65%
112800,Hatfields Beach,Waitemata,Maori,12+,105,98,98,86,51,93%,93%,59%
112900,Orewa South,Waitemata,Maori,12+,130,Masked,Masked,116,67,>95%,>95%,58%
112900,Orewa South,Waitemata,Pacific Peoples,12+,67,59,59,58,35,88%,88%,60%
113000,Orewa Central,Waitemata,Maori,12+,146,Masked,137,128,86,>95%,94%,67%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,67,56,56,53,35,84%,84%,66%
113100,Millwater North,Waitemata,Maori,12+,73,Masked,Masked,56,39,>95%,>95%,70%
113200,Waipatukahu,Waitemata,Maori,12+,153,142,139,128,79,93%,91%,62%
113300,Millwater South,Waitemata,Maori,12+,133,124,120,101,59,93%,90%,58%
113300,Millwater South,Waitemata,Maori,5-11,41,20,Masked,NA,NA,49%,12%,NA
113400,Dairy Flat North,Waitemata,Maori,12+,150,133,126,118,52,89%,84%,44%
113500,Dairy Flat West,Waitemata,Maori,12+,53,47,47,42,23,89%,89%,55%
113600,Kingsway,Waitemata,Maori,12+,81,Masked,Masked,81,42,>95%,>95%,52%
113600,Kingsway,Waitemata,Pacific Peoples,12+,42,Masked,Masked,44,20,>95%,>95%,45%
113800,Silverdale Central (Auckland),Waitemata,Maori,12+,56,49,49,45,22,88%,88%,49%
113900,Red Beach West,Waitemata,Maori,12+,113,98,94,83,56,87%,83%,67%
114000,Red Beach East,Waitemata,Maori,12+,180,Masked,Masked,156,99,>95%,>95%,63%
114000,Red Beach East,Waitemata,Pacific Peoples,12+,48,Masked,Masked,48,30,>95%,>95%,62%
114100,Silverdale South (Auckland),Waitemata,Maori,12+,103,88,87,75,40,85%,84%,53%
114200,Waimauku,Waitemata,Maori,12+,81,Masked,Masked,72,42,>95%,>95%,58%
114400,Vipond,Waitemata,Maori,12+,177,Masked,Masked,147,86,>95%,>95%,59%
114400,Vipond,Waitemata,Maori,5-11,49,13,7,NA,NA,27%,14%,NA
114400,Vipond,Waitemata,Pacific Peoples,12+,41,Masked,Masked,37,24,>95%,>95%,65%
114500,Muriwai,Waitemata,Maori,12+,86,Masked,Masked,77,47,>95%,>95%,61%
114600,Stanmore Bay West,Waitemata,Maori,12+,185,Masked,169,155,84,>95%,91%,54%
114600,Stanmore Bay West,Waitemata,Maori,5-11,44,26,11,NA,NA,59%,25%,NA
114700,Kumeu Rural West,Waitemata,Maori,12+,104,Masked,Masked,93,48,>95%,>95%,52%
114700,Kumeu Rural West,Waitemata,Pacific Peoples,12+,68,Masked,64,57,35,>95%,94%,61%
114800,Okura Bush,Waitemata,Maori,12+,63,59,56,50,28,94%,89%,56%
114900,Whangaparoa Central,Waitemata,Maori,12+,244,222,217,191,95,91%,89%,50%
114900,Whangaparoa Central,Waitemata,Maori,5-11,58,26,11,NA,NA,45%,19%,NA
114900,Whangaparoa Central,Waitemata,Pacific Peoples,12+,48,44,44,41,23,92%,92%,56%
115000,Kumeu-Huapai,Waitemata,Maori,12+,247,Masked,Masked,228,126,>95%,>95%,55%
115000,Kumeu-Huapai,Waitemata,Maori,5-11,71,47,20,NA,NA,66%,28%,NA
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,12+,156,Masked,Masked,136,95,>95%,>95%,70%
115100,Stanmore Bay East,Waitemata,Maori,12+,208,193,188,165,85,93%,90%,52%
115100,Stanmore Bay East,Waitemata,Pacific Peoples,12+,43,40,39,34,24,93%,91%,71%
115200,Manly West,Waitemata,Maori,12+,157,Masked,Masked,136,65,>95%,>95%,48%
115200,Manly West,Waitemata,Pacific Peoples,12+,41,Masked,Masked,38,11,>95%,>95%,29%
115300,Muriwai Valley-Bethells Beach,Waitemata,Maori,12+,71,64,64,55,29,90%,90%,53%
115400,Tindalls-Matakatia,Waitemata,Maori,12+,82,Masked,Masked,82,46,>95%,>95%,56%
115500,Coatesville,Waitemata,Maori,12+,73,63,60,53,28,86%,82%,53%
115600,Dairy Flat South,Waitemata,Maori,12+,63,59,59,57,27,94%,94%,47%
115700,Gulf Harbour North,Waitemata,Maori,12+,113,Masked,Masked,97,67,>95%,>95%,69%
115700,Gulf Harbour North,Waitemata,Pacific Peoples,12+,46,Masked,Masked,40,20,>95%,>95%,50%
115800,Manly East,Waitemata,Maori,12+,203,177,175,163,94,87%,86%,58%
115800,Manly East,Waitemata,Maori,5-11,51,30,14,NA,NA,59%,27%,NA
115800,Manly East,Waitemata,Pacific Peoples,12+,66,53,53,49,22,80%,80%,45%
115900,Riverhead,Waitemata,Maori,12+,186,164,161,146,76,88%,87%,52%
115900,Riverhead,Waitemata,Maori,5-11,43,24,13,NA,NA,56%,30%,NA
115900,Riverhead,Waitemata,Pacific Peoples,12+,65,Masked,Masked,60,41,>95%,>95%,68%
116000,Army Bay,Waitemata,Maori,12+,68,Masked,Masked,69,38,>95%,>95%,55%
116000,Army Bay,Waitemata,Pacific Peoples,12+,43,Masked,Masked,35,22,>95%,>95%,63%
116100,Kumeu Rural East,Waitemata,Maori,12+,184,166,162,150,88,90%,88%,59%
116100,Kumeu Rural East,Waitemata,Pacific Peoples,12+,95,Masked,Masked,87,50,>95%,>95%,57%
116200,Gulf Harbour South,Waitemata,Maori,12+,65,61,59,53,35,94%,91%,66%
116200,Gulf Harbour South,Waitemata,Pacific Peoples,12+,44,38,37,35,25,86%,84%,71%
116400,Taupaki,Waitemata,Maori,12+,98,Masked,Masked,86,55,>95%,>95%,64%
116600,Paremoremo East,Waitemata,Maori,12+,117,Masked,Masked,107,60,>95%,>95%,56%
116700,Albany Heights,Waitemata,Maori,12+,103,94,92,83,46,91%,89%,55%
116700,Albany Heights,Waitemata,Pacific Peoples,12+,48,Masked,Masked,44,29,>95%,>95%,66%
116800,Awaruku,Waitemata,Maori,12+,123,Masked,Masked,110,64,>95%,>95%,58%
116800,Awaruku,Waitemata,Pacific Peoples,12+,51,Masked,Masked,45,24,>95%,>95%,53%
