DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Fully vaccinated,Population,At least partially vaccinated uptake per 1000 people,Fully vaccinated uptake per 1000 people
Auckland,Pacific Peoples,80-84,Female,312,299,326,957,917
Auckland,Pacific Peoples,80-84,Male,169,163,185,914,881
Auckland,Pacific Peoples,85-89,Female,145,136,185,784,735
Auckland,Pacific Peoples,85-89,Male,72,69,79,911,873
Auckland,Pacific Peoples,90+,Female,74,66,81,914,815
Auckland,Pacific Peoples,90+,Male,22,20,24,917,833
Auckland,Unknown,12-15,Female,140,114,22,6364,5182
Auckland,Unknown,12-15,Male,135,117,13,10385,9000
Auckland,Unknown,16-19,Female,147,133,16,9188,8312
Auckland,Unknown,16-19,Male,143,122,10,14300,12200
Auckland,Unknown,20-24,Female,288,266,24,12000,11083
Auckland,Unknown,20-24,Male,305,263,28,10893,9393
Auckland,Unknown,25-29,Female,553,508,50,11060,10160
Auckland,Unknown,25-29,Male,552,499,46,12000,10848
Auckland,Unknown,30-34,Female,483,438,48,10062,9125
Auckland,Unknown,30-34,Male,647,596,58,11155,10276
Auckland,Unknown,35-39,Female,292,263,50,5840,5260
Auckland,Unknown,35-39,Male,531,480,98,5418,4898
Auckland,Unknown,40-44,Female,210,195,50,4200,3900
Auckland,Unknown,40-44,Male,381,353,81,4704,4358
Auckland,Unknown,45-49,Female,177,159,42,4214,3786
Auckland,Unknown,45-49,Male,304,281,103,2951,2728
Auckland,Unknown,50-54,Female,129,117,40,3225,2925
Auckland,Unknown,50-54,Male,258,231,91,2835,2538
Auckland,Unknown,55-59,Female,103,97,40,2575,2425
Auckland,Unknown,55-59,Male,237,211,87,2724,2425
Auckland,Unknown,60-64,Female,117,109,39,3000,2795
Auckland,Unknown,60-64,Male,185,165,82,2256,2012
Auckland,Unknown,65-69,Female,78,72,43,1814,1674
Auckland,Unknown,65-69,Male,115,106,77,1494,1377
Auckland,Unknown,70-74,Female,62,58,44,1409,1318
Auckland,Unknown,70-74,Male,66,61,47,1404,1298
Auckland,Unknown,75-79,Female,31,27,26,1192,1038
Auckland,Unknown,75-79,Male,16,14,18,889,778
Auckland,Unknown,80-84,Female,10,10,22,455,455
Auckland,Unknown,80-84,Male,15,14,10,1500,1400
Auckland,Unknown,85-89,Female,10,9,12,833,750
Auckland,Unknown,90+,Male,7,6,5,1400,1200
Bay of Plenty,Asian,12-15,Female,410,357,380,1079,939
Bay of Plenty,Asian,12-15,Male,454,391,421,1078,929
Bay of Plenty,Asian,16-19,Female,346,330,289,1197,1142
Bay of Plenty,Asian,16-19,Male,398,366,305,1305,1200
Bay of Plenty,Asian,20-24,Female,442,424,353,1252,1201
Bay of Plenty,Asian,20-24,Male,1060,949,546,1941,1738
Bay of Plenty,Asian,25-29,Female,1014,954,948,1070,1006
Bay of Plenty,Asian,25-29,Male,1673,1543,1083,1545,1425
Bay of Plenty,Asian,30-34,Female,1317,1241,1117,1179,1111
Bay of Plenty,Asian,30-34,Male,1399,1314,1026,1364,1281
Bay of Plenty,Asian,35-39,Female,1002,952,919,1090,1036
Bay of Plenty,Asian,35-39,Male,970,919,739,1313,1244
Bay of Plenty,Asian,40-44,Female,763,720,678,1125,1062
Bay of Plenty,Asian,40-44,Male,718,700,604,1189,1159
Bay of Plenty,Asian,45-49,Female,614,599,556,1104,1077
Bay of Plenty,Asian,45-49,Male,551,538,407,1354,1322
Bay of Plenty,Asian,50-54,Female,411,401,399,1030,1005
Bay of Plenty,Asian,50-54,Male,369,362,318,1160,1138
Bay of Plenty,Asian,55-59,Female,353,343,328,1076,1046
Bay of Plenty,Asian,55-59,Male,247,242,240,1029,1008
Bay of Plenty,Asian,60-64,Female,298,291,313,952,930
Bay of Plenty,Asian,60-64,Male,182,175,206,883,850
Bay of Plenty,Asian,65-69,Female,238,233,249,956,936
Bay of Plenty,Asian,65-69,Male,196,191,192,1021,995
Bay of Plenty,Asian,70-74,Female,158,152,157,1006,968
Bay of Plenty,Asian,70-74,Male,120,117,132,909,886
Bay of Plenty,Asian,75-79,Female,62,61,73,849,836
Bay of Plenty,Asian,75-79,Male,66,65,63,1048,1032
Bay of Plenty,Asian,80-84,Female,43,42,45,956,933
Bay of Plenty,Asian,80-84,Male,34,34,42,810,810
Bay of Plenty,Asian,85-89,Female,11,11,9,1222,1222
Bay of Plenty,Asian,85-89,Male,13,13,14,929,929
Bay of Plenty,Asian,90+,Male,5,0,5,1000,800
Bay of Plenty,European or Other,12-15,Female,3306,2829,3739,884,757
Bay of Plenty,European or Other,12-15,Male,3484,2939,3990,873,737
Bay of Plenty,European or Other,16-19,Female,2974,2651,3257,913,814
Bay of Plenty,European or Other,16-19,Male,3163,2730,3453,916,791
Bay of Plenty,European or Other,20-24,Female,3095,2754,3592,862,767
Bay of Plenty,European or Other,20-24,Male,3293,2802,3718,886,754
Bay of Plenty,European or Other,25-29,Female,3808,3371,4548,837,741
Bay of Plenty,European or Other,25-29,Male,3561,3088,4018,886,769
Bay of Plenty,European or Other,25-29,Unknown/Other,8,7,8,1000,875
Bay of Plenty,European or Other,30-34,Female,4620,4185,5173,893,809
Bay of Plenty,European or Other,30-34,Male,4109,3603,4364,942,826
Bay of Plenty,European or Other,35-39,Female,4516,4146,4998,904,830
Bay of Plenty,European or Other,35-39,Male,4047,3665,4396,921,834
Bay of Plenty,European or Other,40-44,Female,4322,4027,4905,881,821
Bay of Plenty,European or Other,40-44,Male,3977,3652,4551,874,802
Bay of Plenty,European or Other,45-49,Female,5002,4717,6005,833,786
Bay of Plenty,European or Other,45-49,Male,4725,4441,5473,863,811
Bay of Plenty,European or Other,50-54,Female,5662,5430,6249,906,869
Bay of Plenty,European or Other,50-54,Male,5119,4875,5645,907,864
Bay of Plenty,European or Other,55-59,Female,5871,5664,6542,897,866
Bay of Plenty,European or Other,55-59,Male,5537,5320,6142,901,866
Bay of Plenty,European or Other,60-64,Female,6112,5937,6497,941,914
Bay of Plenty,European or Other,60-64,Male,5572,5402,6024,925,897
Bay of Plenty,European or Other,65-69,Female,6008,5895,6364,944,926
Bay of Plenty,European or Other,65-69,Male,5582,5468,5918,943,924
Bay of Plenty,European or Other,70-74,Female,5866,5782,6119,959,945
Bay of Plenty,European or Other,70-74,Male,5499,5410,5809,947,931
Bay of Plenty,European or Other,75-79,Female,4528,4445,4782,947,930
Bay of Plenty,European or Other,75-79,Male,4116,4074,4228,974,964
Bay of Plenty,European or Other,80-84,Female,3343,3295,3210,1041,1026
Bay of Plenty,European or Other,80-84,Male,2932,2893,2866,1023,1009
Bay of Plenty,European or Other,85-89,Female,1872,1827,1980,945,923
Bay of Plenty,European or Other,85-89,Male,1444,1414,1477,978,957
Bay of Plenty,European or Other,90+,Female,1247,1206,1302,958,926
Bay of Plenty,European or Other,90+,Male,761,737,724,1051,1018
Bay of Plenty,Maori,12-15,Female,1805,1336,2540,711,526
Bay of Plenty,Maori,12-15,Male,1879,1360,2634,713,516
Bay of Plenty,Maori,16-19,Female,1745,1256,2146,813,585
Bay of Plenty,Maori,16-19,Male,1672,1174,2199,760,534
Bay of Plenty,Maori,20-24,Female,1729,1246,2469,700,505
Bay of Plenty,Maori,20-24,Male,1734,1197,2356,736,508
Bay of Plenty,Maori,25-29,Female,1723,1227,2388,722,514
Bay of Plenty,Maori,25-29,Male,1587,1085,2195,723,494
Bay of Plenty,Maori,30-34,Female,1602,1234,2116,757,583
Bay of Plenty,Maori,30-34,Male,1458,1043,1894,770,551
Bay of Plenty,Maori,35-39,Female,1520,1216,1916,793,635
Bay of Plenty,Maori,35-39,Male,1284,986,1674,767,589
Bay of Plenty,Maori,40-44,Female,1516,1271,1834,827,693
Bay of Plenty,Maori,40-44,Male,1311,1074,1639,800,655
Bay of Plenty,Maori,45-49,Female,1600,1415,1896,844,746
Bay of Plenty,Maori,45-49,Male,1340,1131,1638,818,690
Bay of Plenty,Maori,50-54,Female,1541,1390,1746,883,796
Bay of Plenty,Maori,50-54,Male,1352,1204,1564,864,770
Bay of Plenty,Maori,55-59,Female,1563,1442,1790,873,806
Bay of Plenty,Maori,55-59,Male,1298,1169,1525,851,767
Bay of Plenty,Maori,60-64,Female,1402,1325,1514,926,875
Bay of Plenty,Maori,60-64,Male,1166,1107,1172,995,945
Bay of Plenty,Maori,65-69,Female,1099,1035,1077,1020,961
Bay of Plenty,Maori,65-69,Male,868,840,947,917,887
Bay of Plenty,Maori,70-74,Female,730,695,730,1000,952
Bay of Plenty,Maori,70-74,Male,656,627,633,1036,991
Bay of Plenty,Maori,75-79,Female,390,369,435,897,848
Bay of Plenty,Maori,75-79,Male,349,335,342,1020,980
Bay of Plenty,Maori,80-84,Female,277,264,278,996,950
Bay of Plenty,Maori,80-84,Male,177,170,180,983,944
Bay of Plenty,Maori,85-89,Female,123,113,126,976,897
Bay of Plenty,Maori,85-89,Male,68,64,72,944,889
Bay of Plenty,Maori,90+,Female,44,39,50,880,780
Bay of Plenty,Maori,90+,Male,19,18,18,1056,1000
Bay of Plenty,Pacific Peoples,12-15,Female,151,117,164,921,713
Bay of Plenty,Pacific Peoples,12-15,Male,172,124,202,851,614
Bay of Plenty,Pacific Peoples,16-19,Female,121,103,146,829,705
Bay of Plenty,Pacific Peoples,16-19,Male,167,133,156,1071,853
Bay of Plenty,Pacific Peoples,20-24,Female,177,146,175,1011,834
Bay of Plenty,Pacific Peoples,20-24,Male,324,278,197,1645,1411
Bay of Plenty,Pacific Peoples,25-29,Female,181,155,173,1046,896
Bay of Plenty,Pacific Peoples,25-29,Male,454,416,211,2152,1972
Bay of Plenty,Pacific Peoples,30-34,Female,189,162,188,1005,862
Bay of Plenty,Pacific Peoples,30-34,Male,408,363,214,1907,1696
Bay of Plenty,Pacific Peoples,35-39,Female,146,131,147,993,891
Bay of Plenty,Pacific Peoples,35-39,Male,400,369,211,1896,1749
Bay of Plenty,Pacific Peoples,40-44,Female,158,144,169,935,852
Bay of Plenty,Pacific Peoples,40-44,Male,320,285,186,1720,1532
Bay of Plenty,Pacific Peoples,45-49,Female,141,133,134,1052,993
Bay of Plenty,Pacific Peoples,45-49,Male,196,185,130,1508,1423
Bay of Plenty,Pacific Peoples,50-54,Female,116,107,126,921,849
Bay of Plenty,Pacific Peoples,50-54,Male,174,165,136,1279,1213
Bay of Plenty,Pacific Peoples,55-59,Female,111,105,102,1088,1029
Bay of Plenty,Pacific Peoples,55-59,Male,83,77,80,1038,962
Bay of Plenty,Pacific Peoples,60-64,Female,62,57,67,925,851
Bay of Plenty,Pacific Peoples,60-64,Male,81,76,79,1025,962
Bay of Plenty,Pacific Peoples,65-69,Female,56,55,51,1098,1078
Bay of Plenty,Pacific Peoples,65-69,Male,51,48,61,836,787
Bay of Plenty,Pacific Peoples,70-74,Female,43,41,52,827,788
Bay of Plenty,Pacific Peoples,70-74,Male,28,28,29,966,966
Bay of Plenty,Pacific Peoples,75-79,Female,37,35,35,1057,1000
Bay of Plenty,Pacific Peoples,75-79,Male,20,20,23,870,870
Bay of Plenty,Pacific Peoples,80-84,Female,11,11,12,917,917
Bay of Plenty,Pacific Peoples,80-84,Male,9,9,12,750,750
Bay of Plenty,Unknown,20-24,Male,29,27,6,4833,4500
Bay of Plenty,Unknown,25-29,Female,44,38,9,4889,4222
Bay of Plenty,Unknown,25-29,Male,76,69,13,5846,5308
Bay of Plenty,Unknown,30-34,Female,39,35,8,4875,4375
Bay of Plenty,Unknown,30-34,Male,61,53,12,5083,4417
Bay of Plenty,Unknown,35-39,Female,29,25,7,4143,3571
Bay of Plenty,Unknown,35-39,Male,53,48,9,5889,5333
Bay of Plenty,Unknown,40-44,Female,29,26,8,3625,3250
Bay of Plenty,Unknown,40-44,Male,64,59,18,3556,3278
Bay of Plenty,Unknown,45-49,Female,11,9,6,1833,1500
Bay of Plenty,Unknown,45-49,Male,41,36,21,1952,1714
Bay of Plenty,Unknown,50-54,Female,13,11,7,1857,1571
Bay of Plenty,Unknown,50-54,Male,42,40,19,2211,2105
Bay of Plenty,Unknown,55-59,Female,8,8,6,1333,1333
Bay of Plenty,Unknown,55-59,Male,51,44,19,2684,2316
Bay of Plenty,Unknown,60-64,Female,18,17,10,1800,1700
Bay of Plenty,Unknown,60-64,Male,27,22,15,1800,1467
Bay of Plenty,Unknown,65-69,Female,6,5,10,600,500
Bay of Plenty,Unknown,65-69,Male,18,16,9,2000,1778
Bay of Plenty,Unknown,70-74,Male,21,19,19,1105,1000
Bay of Plenty,Unknown,75-79,Female,5,5,5,1000,1000
Bay of Plenty,Unknown,75-79,Male,10,9,9,1111,1000
Canterbury,Asian,12-15,Female,1597,1465,1488,1073,985
Canterbury,Asian,12-15,Male,1697,1549,1601,1060,968
Canterbury,Asian,16-19,Female,1434,1368,1264,1134,1082
Canterbury,Asian,16-19,Male,1665,1570,1318,1263,1191
Canterbury,Asian,20-24,Female,2056,1978,1773,1160,1116
Canterbury,Asian,20-24,Male,2660,2485,1829,1454,1359
Canterbury,Asian,20-24,Unknown/Other,51,49,7,7286,7000
Canterbury,Asian,25-29,Female,3440,3298,3186,1080,1035
Canterbury,Asian,25-29,Male,3996,3823,3111,1284,1229
Canterbury,Asian,25-29,Unknown/Other,77,75,8,9625,9375
Canterbury,Asian,30-34,Female,4481,4306,4229,1060,1018
Canterbury,Asian,30-34,Male,4358,4215,3730,1168,1130
Canterbury,Asian,30-34,Unknown/Other,33,32,6,5500,5333
Canterbury,Asian,35-39,Female,4087,3953,4047,1010,977
Canterbury,Asian,35-39,Male,4065,3936,3696,1100,1065
Canterbury,Asian,35-39,Unknown/Other,22,18,7,3143,2571
Canterbury,Asian,40-44,Female,3048,2952,2851,1069,1035
Canterbury,Asian,40-44,Male,3058,2979,2646,1156,1126
Canterbury,Asian,40-44,Unknown/Other,12,12,6,2000,2000
Canterbury,Asian,45-49,Female,2221,2155,2126,1045,1014
Canterbury,Asian,45-49,Male,2118,2057,1857,1141,1108
Canterbury,Asian,50-54,Female,1669,1613,1537,1086,1049
Canterbury,Asian,50-54,Male,1489,1458,1309,1138,1114
Canterbury,Asian,55-59,Female,1231,1201,1275,965,942
Canterbury,Asian,55-59,Male,972,953,972,1000,980
Canterbury,Asian,60-64,Female,1169,1143,1294,903,883
Canterbury,Asian,60-64,Male,794,776,852,932,911
Canterbury,Asian,65-69,Female,967,938,996,971,942
Canterbury,Asian,65-69,Male,721,708,834,865,849
Canterbury,Asian,70-74,Female,530,515,516,1027,998
Canterbury,Asian,70-74,Male,492,488,476,1034,1025
Canterbury,Asian,75-79,Female,248,237,287,864,826
Canterbury,Asian,75-79,Male,215,210,241,892,871
Canterbury,Asian,80-84,Female,182,176,184,989,957
Canterbury,Asian,80-84,Male,144,141,154,935,916
Canterbury,Asian,85-89,Female,77,72,79,975,911
Canterbury,Asian,85-89,Male,55,50,64,859,781
Canterbury,Asian,90+,Female,39,36,35,1114,1029
Canterbury,Asian,90+,Male,27,26,28,964,929
Canterbury,European or Other,12-15,Female,9182,8243,9585,958,860
Canterbury,European or Other,12-15,Male,9646,8772,10084,957,870
Canterbury,European or Other,16-19,Female,9562,8987,9984,958,900
Canterbury,European or Other,16-19,Male,9687,8861,10205,949,868
Canterbury,European or Other,16-19,Unknown/Other,5,5,5,1000,1000
Canterbury,European or Other,20-24,Female,12443,11723,13154,946,891
Canterbury,European or Other,20-24,Male,13115,11998,13845,947,867
Canterbury,European or Other,20-24,Unknown/Other,10,9,12,833,750
Canterbury,European or Other,25-29,Female,12645,11823,14413,877,820
Canterbury,European or Other,25-29,Male,12720,11484,14024,907,819
Canterbury,European or Other,25-29,Unknown/Other,30,26,20,1500,1300
Canterbury,European or Other,30-34,Female,13179,12274,14097,935,871
Canterbury,European or Other,30-34,Male,13331,12125,13919,958,871
Canterbury,European or Other,30-34,Unknown/Other,23,19,7,3286,2714
Canterbury,European or Other,35-39,Female,11860,11222,12782,928,878
Canterbury,European or Other,35-39,Male,11636,10771,12323,944,874
Canterbury,European or Other,35-39,Unknown/Other,9,9,5,1800,1800
Canterbury,European or Other,40-44,Female,12115,11569,12889,940,898
Canterbury,European or Other,40-44,Male,11316,10649,12314,919,865
Canterbury,European or Other,40-44,Unknown/Other,6,5,7,857,714
Canterbury,European or Other,45-49,Female,13854,13404,15519,893,864
Canterbury,European or Other,45-49,Male,13006,12439,14433,901,862
Canterbury,European or Other,50-54,Female,15181,14708,15684,968,938
Canterbury,European or Other,50-54,Male,14624,14105,15302,956,922
Canterbury,European or Other,55-59,Female,15057,14687,15922,946,922
Canterbury,European or Other,55-59,Male,14637,14224,15603,938,912
Canterbury,European or Other,60-64,Female,14233,13957,14458,984,965
Canterbury,European or Other,60-64,Male,13956,13640,14215,982,960
Canterbury,European or Other,65-69,Female,12365,12183,12622,980,965
Canterbury,European or Other,65-69,Male,11886,11684,12116,981,964
Canterbury,European or Other,70-74,Female,11610,11492,11648,997,987
Canterbury,European or Other,70-74,Male,10775,10636,10748,1003,990
Canterbury,European or Other,75-79,Female,8207,8103,8212,999,987
Canterbury,European or Other,75-79,Male,7323,7236,7310,1002,990
Canterbury,European or Other,80-84,Female,6211,6131,5990,1037,1024
Canterbury,European or Other,80-84,Male,4929,4850,4678,1054,1037
Canterbury,European or Other,85-89,Female,3749,3658,3860,971,948
Canterbury,European or Other,85-89,Male,2588,2538,2644,979,960
Canterbury,European or Other,90+,Female,2673,2580,2642,1012,977
Canterbury,European or Other,90+,Male,1390,1346,1332,1044,1011
Canterbury,Maori,12-15,Female,1686,1366,1851,911,738
Canterbury,Maori,12-15,Male,1782,1474,1964,907,751
Canterbury,Maori,16-19,Female,1575,1345,1739,906,773
Canterbury,Maori,16-19,Male,1554,1284,1741,893,738
Canterbury,Maori,20-24,Female,2023,1738,2319,872,749
Canterbury,Maori,20-24,Male,1944,1608,2273,855,707
Canterbury,Maori,25-29,Female,1728,1434,2108,820,680
Canterbury,Maori,25-29,Male,1680,1336,2139,785,625
Canterbury,Maori,30-34,Female,1609,1349,1858,866,726
Canterbury,Maori,30-34,Male,1516,1214,1768,857,687
Canterbury,Maori,35-39,Female,1222,1061,1356,901,782
Canterbury,Maori,35-39,Male,1197,989,1359,881,728
Canterbury,Maori,40-44,Female,1192,1070,1371,869,780
Canterbury,Maori,40-44,Male,1090,947,1270,858,746
Canterbury,Maori,45-49,Female,1259,1173,1409,894,833
Canterbury,Maori,45-49,Male,1121,1014,1240,904,818
Canterbury,Maori,50-54,Female,1308,1227,1365,958,899
Canterbury,Maori,50-54,Male,1246,1143,1311,950,872
Canterbury,Maori,55-59,Female,1088,1048,1180,922,888
Canterbury,Maori,55-59,Male,932,877,1008,925,870
Canterbury,Maori,60-64,Female,865,830,848,1020,979
Canterbury,Maori,60-64,Male,822,790,833,987,948
Canterbury,Maori,65-69,Female,581,569,577,1007,986
Canterbury,Maori,65-69,Male,536,526,570,940,923
Canterbury,Maori,70-74,Female,422,414,401,1052,1032
Canterbury,Maori,70-74,Male,405,398,350,1157,1137
Canterbury,Maori,75-79,Female,229,226,223,1027,1013
Canterbury,Maori,75-79,Male,229,227,223,1027,1018
Canterbury,Maori,80-84,Female,123,121,114,1079,1061
