SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
100800,Kaitaia West,Northland,Maori,5-11,372,82,28,NA,NA,NA,NA,22%,8%,NA,NA
100800,Kaitaia West,Northland,Pacific Peoples,12+,105,96,93,86,46,22,Masked,91%,89%,53%,18%
100900,Rangitihi,Northland,Maori,12+,412,341,329,297,149,79,10,83%,80%,50%,13%
100900,Rangitihi,Northland,Maori,5-11,56,8,Masked,NA,NA,NA,NA,14%,5%,NA,NA
101000,Oruru-Parapara,Northland,Maori,12+,322,246,233,215,107,68,12,76%,72%,50%,18%
101000,Oruru-Parapara,Northland,Maori,5-11,66,14,6,NA,NA,NA,NA,21%,9%,NA,NA
101100,Taumarumaru,Northland,Maori,12+,583,490,467,432,246,157,38,84%,80%,57%,24%
101100,Taumarumaru,Northland,Maori,5-11,136,33,13,NA,NA,NA,NA,24%,10%,NA,NA
101100,Taumarumaru,Northland,Pacific Peoples,12+,40,34,33,30,14,12,Masked,85%,82%,47%,42%
101200,Herekino-Takahue,Northland,Maori,12+,453,356,335,307,159,112,19,79%,74%,52%,17%
101200,Herekino-Takahue,Northland,Maori,5-11,81,25,Masked,NA,NA,NA,NA,31%,<5%,NA,NA
101300,Peria,Northland,Maori,12+,357,262,252,234,109,65,9,73%,71%,47%,14%
101300,Peria,Northland,Maori,5-11,89,16,6,NA,NA,NA,NA,18%,7%,NA,NA
101400,Taemaro-Oruaiti,Northland,Maori,12+,326,244,231,207,112,74,19,75%,71%,54%,26%
101400,Taemaro-Oruaiti,Northland,Maori,5-11,69,19,7,NA,NA,NA,NA,28%,10%,NA,NA
101500,Whakapaku,Northland,Maori,12+,271,207,196,182,103,69,25,76%,72%,57%,36%
101500,Whakapaku,Northland,Maori,5-11,60,18,Masked,NA,NA,NA,NA,30%,7%,NA,NA
101600,Hokianga North,Northland,Maori,12+,688,566,549,500,336,233,39,82%,80%,67%,17%
101600,Hokianga North,Northland,Maori,5-11,123,35,10,NA,NA,NA,NA,28%,8%,NA,NA
101700,Kohukohu-Broadwood,Northland,Maori,12+,379,289,284,266,163,120,36,76%,75%,61%,30%
101700,Kohukohu-Broadwood,Northland,Maori,5-11,51,14,Masked,NA,NA,NA,NA,27%,6%,NA,NA
101800,Whakarara,Northland,Maori,12+,579,487,470,438,280,162,58,84%,81%,64%,36%
101800,Whakarara,Northland,Maori,5-11,69,33,19,NA,NA,NA,NA,48%,28%,NA,NA
101900,Kaeo,Northland,Maori,12+,485,380,358,340,193,116,46,78%,74%,57%,40%
101900,Kaeo,Northland,Maori,5-11,111,37,17,NA,NA,NA,NA,33%,15%,NA,NA
102000,Omahuta Forest-Horeke,Northland,Maori,12+,657,456,427,402,216,159,41,69%,65%,54%,26%
102000,Omahuta Forest-Horeke,Northland,Maori,5-11,121,14,9,NA,NA,NA,NA,12%,7%,NA,NA
102100,Hokianga South,Northland,Maori,12+,726,539,512,475,295,193,68,74%,71%,62%,35%
102100,Hokianga South,Northland,Maori,5-11,105,28,13,NA,NA,NA,NA,27%,12%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Maori,12+,269,215,206,183,94,58,11,80%,77%,51%,19%
102200,Lake Manuwai-Kapiro,Northland,Maori,5-11,65,19,Masked,NA,NA,NA,NA,29%,<5%,NA,NA
102200,Lake Manuwai-Kapiro,Northland,Pacific Peoples,12+,57,53,50,49,31,6,Masked,93%,88%,63%,50%
102300,Okaihau,Northland,Maori,12+,328,268,255,231,111,67,21,82%,78%,48%,31%
102300,Okaihau,Northland,Maori,5-11,62,13,Masked,NA,NA,NA,NA,21%,6%,NA,NA
102400,Rangitane-Purerua,Northland,Maori,12+,372,314,296,268,148,105,32,84%,80%,55%,30%
102400,Rangitane-Purerua,Northland,Maori,5-11,62,13,Masked,NA,NA,NA,NA,21%,8%,NA,NA
102500,Waipapa,Northland,Maori,12+,139,114,107,99,51,28,16,82%,77%,52%,57%
102600,Puketotara,Northland,Maori,12+,244,202,196,173,96,54,15,83%,80%,55%,28%
102600,Puketotara,Northland,Maori,5-11,53,23,Masked,NA,NA,NA,NA,43%,6%,NA,NA
102600,Puketotara,Northland,Pacific Peoples,12+,40,Masked,Masked,38,18,9,NA,>95%,>95%,47%,0%
102700,Waima Forest,Northland,Maori,12+,804,597,572,533,272,172,33,74%,71%,51%,19%
102700,Waima Forest,Northland,Maori,5-11,129,21,7,NA,NA,NA,NA,16%,5%,NA,NA
102800,Riverview,Northland,Maori,12+,249,222,216,192,112,63,17,89%,87%,58%,27%
102800,Riverview,Northland,Maori,5-11,52,21,Masked,NA,NA,NA,NA,40%,8%,NA,NA
102900,Waipoua Forest,Northland,Maori,12+,653,509,490,470,301,206,75,78%,75%,64%,36%
102900,Waipoua Forest,Northland,Maori,5-11,98,14,Masked,NA,NA,NA,NA,14%,5%,NA,NA
103000,Kerikeri Central,Northland,Maori,12+,471,404,389,357,167,74,22,86%,83%,47%,30%
103000,Kerikeri Central,Northland,Maori,5-11,101,29,11,NA,NA,NA,NA,29%,11%,NA,NA
103000,Kerikeri Central,Northland,Pacific Peoples,12+,100,Masked,Masked,106,31,10,Masked,>95%,>95%,29%,30%
103100,Kerikeri South,Northland,Maori,12+,254,202,192,180,106,63,23,80%,76%,59%,37%
103100,Kerikeri South,Northland,Maori,5-11,51,19,Masked,NA,NA,NA,NA,37%,10%,NA,NA
103200,Ohaeawai-Waimate North,Northland,Maori,12+,422,353,336,312,179,116,16,84%,80%,57%,14%
103200,Ohaeawai-Waimate North,Northland,Maori,5-11,75,13,7,NA,NA,NA,NA,17%,9%,NA,NA
103300,Puketona-Waitangi,Northland,Maori,12+,283,242,237,225,138,85,21,86%,84%,61%,25%
103300,Puketona-Waitangi,Northland,Maori,5-11,43,22,Masked,NA,NA,NA,NA,51%,7%,NA,NA
103400,Ngapuhi,Northland,Maori,12+,"1,003",784,746,694,344,226,46,78%,74%,50%,20%
103400,Ngapuhi,Northland,Maori,5-11,171,34,8,NA,NA,NA,NA,20%,<5%,NA,NA
103500,Kaikohe,Northland,Maori,12+,"2,804","2,188","2,065","1,904",938,550,133,78%,74%,49%,24%
103500,Kaikohe,Northland,Maori,5-11,613,150,51,NA,NA,NA,NA,24%,8%,NA,NA
103500,Kaikohe,Northland,Pacific Peoples,12+,110,99,97,93,39,21,7,90%,88%,42%,33%
103600,Pakaraka,Northland,Maori,12+,155,134,129,120,64,34,9,86%,83%,53%,26%
103700,Haruru,Northland,Maori,12+,227,195,192,178,94,49,14,86%,85%,53%,29%
103700,Haruru,Northland,Maori,5-11,59,28,6,NA,NA,NA,NA,47%,10%,NA,NA
103800,Russell,Northland,Maori,12+,139,125,124,116,82,57,22,90%,89%,71%,39%
103900,Paihia,Northland,Maori,12+,509,414,397,373,180,115,33,81%,78%,48%,29%
103900,Paihia,Northland,Maori,5-11,74,16,Masked,NA,NA,NA,NA,22%,7%,NA,NA
104000,Mataraua Forest,Northland,Maori,12+,346,256,239,216,120,83,25,74%,69%,56%,30%
104000,Mataraua Forest,Northland,Maori,5-11,53,10,Masked,NA,NA,NA,NA,19%,9%,NA,NA
104100,Matawaia-Taumarere,Northland,Maori,12+,853,649,623,565,287,177,38,76%,73%,51%,21%
104100,Matawaia-Taumarere,Northland,Maori,5-11,163,42,7,NA,NA,NA,NA,26%,<5%,NA,NA
104200,Russell Peninsula,Northland,Maori,12+,84,64,64,60,43,25,9,76%,76%,72%,36%
104300,Opua (Far North District),Northland,Maori,12+,185,138,132,123,70,48,12,75%,71%,57%,25%
104400,Russell Forest-Rawhiti,Northland,Maori,12+,413,353,339,319,196,146,45,85%,82%,61%,31%
104400,Russell Forest-Rawhiti,Northland,Maori,5-11,66,10,Masked,NA,NA,NA,NA,15%,<5%,NA,NA
104500,Moerewa,Northland,Maori,12+,"1,203",979,937,857,438,254,74,81%,78%,51%,29%
104500,Moerewa,Northland,Maori,5-11,229,32,8,NA,NA,NA,NA,14%,<5%,NA,NA
104600,Kawakawa,Northland,Maori,12+,825,705,669,612,305,171,41,85%,81%,50%,24%
104600,Kawakawa,Northland,Maori,5-11,151,36,10,NA,NA,NA,NA,24%,7%,NA,NA
104700,Maromaku,Northland,Maori,12+,270,202,192,175,91,48,9,75%,71%,52%,19%
104700,Maromaku,Northland,Maori,5-11,75,22,Masked,NA,NA,NA,NA,29%,5%,NA,NA
104800,Mangakahia-Hukerenui,Northland,Maori,12+,630,531,510,462,237,139,42,84%,81%,51%,30%
104800,Mangakahia-Hukerenui,Northland,Maori,5-11,129,28,Masked,NA,NA,NA,NA,22%,<5%,NA,NA
104900,Whangaruru,Northland,Maori,12+,703,572,558,516,284,180,30,81%,79%,55%,17%
104900,Whangaruru,Northland,Maori,5-11,138,42,7,NA,NA,NA,NA,30%,5%,NA,NA
105100,Matarau,Northland,Maori,12+,399,329,321,284,153,75,20,82%,80%,54%,27%
105100,Matarau,Northland,Maori,5-11,88,27,11,NA,NA,NA,NA,31%,12%,NA,NA
105200,Hikurangi,Northland,Maori,12+,496,416,397,356,175,79,14,84%,80%,49%,18%
105200,Hikurangi,Northland,Maori,5-11,133,44,18,NA,NA,NA,NA,33%,14%,NA,NA
105300,Kauri,Northland,Maori,12+,246,209,205,191,116,65,14,85%,83%,61%,22%
105300,Kauri,Northland,Maori,5-11,58,16,Masked,NA,NA,NA,NA,28%,9%,NA,NA
105400,Maungatapere,Northland,Maori,12+,458,395,380,350,214,99,30,86%,83%,61%,30%
105400,Maungatapere,Northland,Maori,5-11,100,35,15,NA,NA,NA,NA,35%,15%,NA,NA
105500,Kamo West,Northland,Maori,12+,422,366,360,313,183,103,30,87%,85%,58%,29%
105500,Kamo West,Northland,Maori,5-11,88,41,16,NA,NA,NA,NA,47%,18%,NA,NA
105600,Matapouri-Tutukaka,Northland,Maori,12+,237,198,191,174,102,66,12,84%,81%,59%,18%
105700,Kiripaka,Northland,Maori,12+,201,165,158,147,75,53,18,82%,79%,51%,34%
105800,Kamo East,Northland,Maori,12+,"1,000",850,813,740,331,130,29,85%,81%,45%,22%
105800,Kamo East,Northland,Maori,5-11,244,70,18,NA,NA,NA,NA,29%,7%,NA,NA
105800,Kamo East,Northland,Pacific Peoples,12+,99,82,81,75,42,14,Masked,83%,82%,56%,14%
105900,Granfield Reserve,Northland,Maori,12+,488,429,409,379,204,108,30,88%,84%,54%,28%
105900,Granfield Reserve,Northland,Maori,5-11,88,28,9,NA,NA,NA,NA,32%,10%,NA,NA
106000,Kamo Central,Northland,Maori,12+,428,375,362,331,175,93,29,88%,85%,53%,31%
106000,Kamo Central,Northland,Maori,5-11,94,36,15,NA,NA,NA,NA,38%,16%,NA,NA
106100,Whau Valley,Northland,Maori,12+,619,531,515,474,260,115,32,86%,83%,55%,28%
106100,Whau Valley,Northland,Maori,5-11,127,42,12,NA,NA,NA,NA,33%,9%,NA,NA
106100,Whau Valley,Northland,Pacific Peoples,12+,48,43,42,39,25,11,Masked,90%,88%,64%,27%
106200,Tikipunga North,Northland,Maori,12+,"1,042",856,821,743,379,193,52,82%,79%,51%,27%
106200,Tikipunga North,Northland,Maori,5-11,252,75,17,NA,NA,NA,NA,30%,7%,NA,NA
106200,Tikipunga North,Northland,Pacific Peoples,12+,84,72,71,68,39,12,Masked,86%,85%,57%,33%
106300,Pukenui,Northland,Maori,12+,183,161,159,138,92,52,18,88%,87%,67%,35%
106300,Pukenui,Northland,Maori,5-11,57,28,7,NA,NA,NA,NA,49%,12%,NA,NA
106400,Otangarei,Northland,Maori,12+,"1,327","1,051",967,895,402,202,39,79%,73%,45%,19%
106400,Otangarei,Northland,Maori,5-11,289,45,9,NA,NA,NA,NA,16%,<5%,NA,NA
106400,Otangarei,Northland,Pacific Peoples,12+,52,43,41,38,19,13,Masked,83%,79%,50%,23%
106500,Tikipunga South,Northland,Maori,12+,"1,259","1,079","1,037",938,486,257,66,86%,82%,52%,26%
106500,Tikipunga South,Northland,Maori,5-11,286,97,21,NA,NA,NA,NA,34%,7%,NA,NA
106500,Tikipunga South,Northland,Pacific Peoples,12+,91,Masked,84,81,39,17,6,>95%,92%,48%,35%
106600,Kensington (Whangarei District),Northland,Maori,12+,759,629,607,571,316,167,56,83%,80%,55%,34%
106600,Kensington (Whangarei District),Northland,Maori,5-11,113,21,10,NA,NA,NA,NA,19%,9%,NA,NA
106600,Kensington (Whangarei District),Northland,Pacific Peoples,12+,68,Masked,64,60,36,12,Masked,>95%,94%,60%,25%
106700,Abbey Caves-Glenbervie,Northland,Maori,12+,149,125,119,113,62,30,8,84%,80%,55%,27%
106800,Mairtown,Northland,Maori,12+,548,468,460,428,269,145,35,85%,84%,63%,24%
106800,Mairtown,Northland,Maori,5-11,93,37,12,NA,NA,NA,NA,40%,13%,NA,NA
106800,Mairtown,Northland,Pacific Peoples,12+,55,48,47,44,27,9,Masked,87%,85%,61%,33%
106900,Maunu-Horahora,Northland,Maori,12+,545,473,461,420,239,119,35,87%,85%,57%,29%
106900,Maunu-Horahora,Northland,Maori,5-11,98,44,16,NA,NA,NA,NA,45%,16%,NA,NA
106900,Maunu-Horahora,Northland,Pacific Peoples,12+,43,40,39,37,29,11,Masked,93%,91%,78%,27%
107000,Woodhill-Vinetown,Northland,Maori,12+,728,588,563,523,298,149,51,81%,77%,57%,34%
107000,Woodhill-Vinetown,Northland,Maori,5-11,108,31,11,NA,NA,NA,NA,29%,10%,NA,NA
107000,Woodhill-Vinetown,Northland,Pacific Peoples,12+,80,76,75,70,38,8,Masked,95%,94%,54%,38%
107100,Whangarei Central,Northland,Maori,12+,272,235,227,215,119,62,12,86%,83%,55%,19%
107200,Riverside,Northland,Maori,12+,432,364,356,339,176,92,22,84%,82%,52%,24%
107200,Riverside,Northland,Maori,5-11,86,30,6,NA,NA,NA,NA,35%,7%,NA,NA
107200,Riverside,Northland,Pacific Peoples,12+,45,40,40,36,20,5,Masked,89%,89%,56%,20%
107300,Raumanga,Northland,Maori,12+,"1,496","1,226","1,150","1,039",457,209,55,82%,77%,44%,26%
107300,Raumanga,Northland,Maori,5-11,346,93,23,NA,NA,NA,NA,27%,7%,NA,NA
107300,Raumanga,Northland,Pacific Peoples,12+,107,97,91,78,40,15,7,91%,85%,51%,47%
107400,Tarewa,Northland,Maori,12+,938,749,716,652,323,152,29,80%,76%,50%,19%
107400,Tarewa,Northland,Maori,5-11,226,63,21,NA,NA,NA,NA,28%,9%,NA,NA
107400,Tarewa,Northland,Pacific Peoples,12+,43,40,39,33,16,7,Masked,93%,91%,48%,14%
107500,Morningside (Whangarei District),Northland,Maori,12+,796,677,647,599,308,145,46,85%,81%,51%,32%
107500,Morningside (Whangarei District),Northland,Maori,5-11,130,46,17,NA,NA,NA,NA,35%,13%,NA,NA
107500,Morningside (Whangarei District),Northland,Pacific Peoples,12+,50,46,45,43,21,8,Masked,92%,90%,49%,25%
107600,Ngunguru,Northland,Maori,12+,165,139,138,127,77,44,12,84%,84%,61%,27%
107600,Ngunguru,Northland,Maori,5-11,44,15,Masked,NA,NA,NA,NA,34%,11%,NA,NA
107700,Otaika-Portland,Northland,Maori,12+,302,247,235,216,129,79,16,82%,78%,60%,20%
107700,Otaika-Portland,Northland,Maori,5-11,58,19,10,NA,NA,NA,NA,33%,17%,NA,NA
107800,Oakleigh-Mangapai,Northland,Maori,12+,268,224,222,197,103,58,18,84%,83%,52%,31%
107800,Oakleigh-Mangapai,Northland,Maori,5-11,54,13,7,NA,NA,NA,NA,24%,13%,NA,NA
108000,Pataua,Northland,Maori,12+,205,159,152,140,68,42,11,78%,74%,49%,26%
108000,Pataua,Northland,Maori,5-11,42,8,Masked,NA,NA,NA,NA,19%,10%,NA,NA
108100,Onerahi Park,Northland,Maori,12+,257,225,221,207,128,64,16,88%,86%,62%,25%
108100,Onerahi Park,Northland,Maori,5-11,47,19,8,NA,NA,NA,NA,40%,17%,NA,NA
108200,Sherwood Rise,Northland,Maori,12+,664,567,545,495,258,128,32,85%,82%,52%,25%
108200,Sherwood Rise,Northland,Maori,5-11,157,40,14,NA,NA,NA,NA,25%,9%,NA,NA
108200,Sherwood Rise,Northland,Pacific Peoples,12+,42,39,38,35,16,7,Masked,93%,90%,46%,14%
108300,Onerahi,Northland,Maori,12+,613,499,476,427,211,93,24,81%,78%,49%,26%
108300,Onerahi,Northland,Maori,5-11,152,38,17,NA,NA,NA,NA,25%,11%,NA,NA
108300,Onerahi,Northland,Pacific Peoples,12+,50,40,40,37,17,7,Masked,80%,80%,46%,43%
108500,Parua Bay,Northland,Maori,12+,290,260,258,237,154,86,21,90%,89%,65%,24%
108500,Parua Bay,Northland,Maori,5-11,57,27,7,NA,NA,NA,NA,47%,12%,NA,NA
108600,Bream Bay,Northland,Maori,12+,364,303,293,262,142,89,19,83%,80%,54%,21%
108600,Bream Bay,Northland,Maori,5-11,72,18,8,NA,NA,NA,NA,25%,11%,NA,NA
108700,Marsden Bay,Northland,Maori,12+,329,289,283,257,149,76,31,88%,86%,58%,41%
108700,Marsden Bay,Northland,Maori,5-11,82,22,10,NA,NA,NA,NA,27%,12%,NA,NA
108800,Ruakaka,Northland,Maori,12+,640,557,537,491,258,140,45,87%,84%,53%,32%
108800,Ruakaka,Northland,Maori,5-11,143,44,9,NA,NA,NA,NA,31%,6%,NA,NA
108800,Ruakaka,Northland,Pacific Peoples,12+,50,45,45,41,29,12,Masked,90%,90%,71%,33%
108900,Bream Head,Northland,Maori,12+,91,79,79,75,54,34,20,87%,87%,72%,59%
109000,Waipu,Northland,Maori,12+,318,260,254,234,133,92,31,82%,80%,57%,34%
109000,Waipu,Northland,Maori,5-11,54,13,6,NA,NA,NA,NA,24%,11%,NA,NA
109100,Kaipara Coastal,Northland,Maori,12+,903,668,632,591,296,185,38,74%,70%,50%,21%
109100,Kaipara Coastal,Northland,Maori,5-11,174,41,13,NA,NA,NA,NA,24%,7%,NA,NA
109100,Kaipara Coastal,Northland,Pacific Peoples,12+,66,52,51,46,15,10,6,79%,77%,33%,60%
109200,Maungaru,Northland,Maori,12+,270,228,221,203,102,55,14,84%,82%,50%,25%
109200,Maungaru,Northland,Maori,5-11,58,19,Masked,NA,NA,NA,NA,33%,7%,NA,NA
109300,Dargaville,Northland,Maori,12+,"1,387","1,103","1,031",964,431,253,63,80%,74%,45%,25%
109300,Dargaville,Northland,Maori,5-11,278,48,21,NA,NA,NA,NA,17%,8%,NA,NA
109300,Dargaville,Northland,Pacific Peoples,12+,217,193,187,174,74,28,Masked,89%,86%,43%,18%
109300,Dargaville,Northland,Pacific Peoples,5-11,46,11,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
109400,Ruawai-Matakohe,Northland,Maori,12+,494,388,375,347,196,139,31,79%,76%,56%,22%
109400,Ruawai-Matakohe,Northland,Maori,5-11,109,24,9,NA,NA,NA,NA,22%,8%,NA,NA
109500,Otamatea (Kaipara District),Northland,Maori,12+,182,135,130,126,71,40,9,74%,71%,56%,22%
109500,Otamatea (Kaipara District),Northland,Maori,5-11,44,9,Masked,NA,NA,NA,NA,20%,<5%,NA,NA
109600,Maungaturoto,Northland,Maori,12+,190,162,156,142,70,42,7,85%,82%,49%,17%
109600,Maungaturoto,Northland,Maori,5-11,53,17,Masked,NA,NA,NA,NA,32%,6%,NA,NA
109700,Kaiwaka,Northland,Maori,12+,446,330,316,287,137,91,20,74%,71%,48%,22%
109700,Kaiwaka,Northland,Maori,5-11,91,22,Masked,NA,NA,NA,NA,24%,<5%,NA,NA
109800,Mangawhai Rural,Northland,Maori,12+,195,143,140,129,72,46,11,73%,72%,56%,24%
109800,Mangawhai Rural,Northland,Maori,5-11,61,11,7,NA,NA,NA,NA,18%,11%,NA,NA
109800,Mangawhai Rural,Northland,Pacific Peoples,12+,44,34,34,32,18,14,Masked,77%,77%,56%,21%
109900,Mangawhai Heads,Northland,Maori,12+,164,138,133,121,70,37,10,84%,81%,58%,27%
109900,Mangawhai Heads,Northland,Maori,5-11,47,16,6,NA,NA,NA,NA,34%,13%,NA,NA
110100,Mangawhai,Northland,Maori,12+,83,66,65,54,33,22,Masked,80%,78%,61%,23%
110200,Okahukura Peninsula,Waitemata,Maori,12+,188,153,149,125,50,33,10,81%,79%,40%,30%
110200,Okahukura Peninsula,Waitemata,Maori,5-11,48,9,Masked,NA,NA,NA,NA,19%,10%,NA,NA
110400,Cape Rodney,Waitemata,Maori,12+,379,318,315,284,158,94,35,84%,83%,56%,37%
110400,Cape Rodney,Waitemata,Maori,5-11,69,29,20,NA,NA,NA,NA,42%,29%,NA,NA
110400,Cape Rodney,Waitemata,Pacific Peoples,12+,56,44,41,38,21,13,Masked,79%,73%,55%,23%
110500,Wellsford,Waitemata,Maori,12+,294,221,212,197,85,37,10,75%,72%,43%,27%
110500,Wellsford,Waitemata,Maori,5-11,63,13,7,NA,NA,NA,NA,21%,11%,NA,NA
110500,Wellsford,Waitemata,Pacific Peoples,12+,81,69,68,68,27,8,Masked,85%,84%,40%,25%
110700,South Head,Waitemata,Maori,12+,394,334,325,302,151,91,26,85%,82%,50%,29%
110700,South Head,Waitemata,Maori,5-11,85,22,Masked,NA,NA,NA,NA,26%,<5%,NA,NA
110700,South Head,Waitemata,Pacific Peoples,12+,58,Masked,48,46,27,9,Masked,>95%,83%,59%,11%
110800,Kaipara Hills,Waitemata,Maori,12+,273,225,216,192,96,55,10,82%,79%,50%,18%
110800,Kaipara Hills,Waitemata,Maori,5-11,55,14,Masked,NA,NA,NA,NA,25%,9%,NA,NA
110900,Dome Valley-Matakana,Waitemata,Maori,12+,90,68,65,59,30,22,6,76%,72%,51%,27%
111100,Warkworth West,Waitemata,Maori,12+,144,124,121,113,56,26,6,86%,84%,50%,23%
111100,Warkworth West,Waitemata,Pacific Peoples,12+,102,Masked,96,86,57,15,Masked,>95%,94%,66%,33%
111200,Puhoi Valley,Waitemata,Maori,12+,209,178,171,154,73,38,11,85%,82%,47%,29%
111200,Puhoi Valley,Waitemata,Pacific Peoples,12+,80,72,72,66,47,7,Masked,90%,90%,71%,43%
111300,Warkworth East,Waitemata,Maori,12+,202,179,174,159,76,39,13,89%,86%,48%,33%
111300,Warkworth East,Waitemata,Maori,5-11,44,10,6,NA,NA,NA,NA,23%,14%,NA,NA
111300,Warkworth East,Waitemata,Pacific Peoples,12+,195,Masked,Masked,167,104,26,Masked,>95%,>95%,62%,8%
111300,Warkworth East,Waitemata,Pacific Peoples,5-11,51,22,10,NA,NA,NA,NA,43%,20%,NA,NA
111500,Tawharanui Peninsula,Waitemata,Maori,12+,79,71,70,63,46,25,17,90%,89%,73%,68%
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,12+,70,65,64,63,51,10,Masked,93%,91%,81%,20%
111600,Te Kuru,Waitemata,Maori,12+,153,138,135,125,61,31,14,90%,88%,49%,45%
111700,Snells Beach,Waitemata,Maori,12+,235,217,216,190,112,69,26,92%,92%,59%,38%
111700,Snells Beach,Waitemata,Maori,5-11,45,22,10,NA,NA,NA,NA,49%,22%,NA,NA
111700,Snells Beach,Waitemata,Pacific Peoples,12+,116,Masked,Masked,102,61,14,Masked,>95%,>95%,60%,21%
111800,Barrier Islands,Auckland,Maori,12+,185,159,155,144,96,54,28,86%,84%,67%,52%
111900,Algies Bay-Scotts Landing,Waitemata,Maori,12+,51,46,45,38,22,18,8,90%,88%,58%,44%
112100,Wainui-Waiwera,Waitemata,Maori,12+,108,93,91,87,52,28,10,86%,84%,60%,36%
112200,Parakai,Waitemata,Maori,12+,203,181,173,147,66,32,10,89%,85%,45%,31%
112300,Helensville Rural,Waitemata,Maori,12+,126,114,113,107,62,34,11,90%,90%,58%,32%
112400,Helensville,Waitemata,Maori,12+,413,340,328,300,165,95,28,82%,79%,55%,29%
112400,Helensville,Waitemata,Maori,5-11,89,32,9,NA,NA,NA,NA,36%,10%,NA,NA
112400,Helensville,Waitemata,Pacific Peoples,12+,106,Masked,Masked,105,68,23,10,>95%,>95%,65%,43%
112500,Waitoki,Waitemata,Maori,12+,59,49,49,46,27,13,Masked,83%,83%,59%,31%
112600,Waikoukou Valley,Waitemata,Maori,12+,96,89,87,74,43,20,7,93%,91%,58%,35%
112700,Orewa North,Waitemata,Maori,12+,191,173,171,156,90,51,22,91%,90%,58%,43%
112700,Orewa North,Waitemata,Pacific Peoples,12+,63,58,57,53,36,20,8,92%,90%,68%,40%
112800,Hatfields Beach,Waitemata,Maori,12+,117,99,99,88,52,21,Masked,85%,85%,59%,24%
112900,Orewa South,Waitemata,Maori,12+,136,121,118,109,61,37,20,89%,87%,56%,54%
112900,Orewa South,Waitemata,Pacific Peoples,12+,65,61,61,60,37,17,6,94%,94%,62%,35%
113000,Orewa Central,Waitemata,Maori,12+,157,143,141,133,88,57,21,91%,90%,66%,37%
113000,Orewa Central,Waitemata,Pacific Peoples,12+,67,60,60,58,38,21,9,90%,90%,66%,43%
113100,Millwater North,Waitemata,Maori,12+,86,74,73,58,40,14,Masked,86%,85%,69%,36%
113200,Waipatukahu,Waitemata,Maori,12+,159,142,139,130,82,54,14,89%,87%,63%,26%
113300,Millwater South,Waitemata,Maori,12+,142,127,123,106,65,23,9,89%,87%,61%,39%
113400,Dairy Flat North,Waitemata,Maori,12+,164,139,131,122,55,24,7,85%,80%,45%,29%
113400,Dairy Flat North,Waitemata,Pacific Peoples,12+,42,35,34,32,16,7,Masked,83%,81%,50%,57%
